gene_id	TCGA-BH-A0HK-01A-11R-A056-07	gene_id	TCGA-BH-A0HK-11A-11R-A089-07
SLC22A15	58.4826	SLC22A15	46.3013
SLC22A17	304.5311	SLC22A17	912.2105
SLC22A18	328.7671	SLC22A18	283.0354
SLC22A23	1499.9631	SLC22A23	1342.738
SLC22A3	95.8904	SLC22A3	55.6363
SLC22A4	332.4552	SLC22A4	73.3838
SLC22A5	2355.6375	SLC22A5	300.9585
SLC23A1	25.8166	SLC23A1	6.7212
SLC23A2	458.3772	SLC23A2	904.7425
SLC24A1	481.0327	SLC24A1	349.4479
SLC24A3	750.7903	SLC24A3	418.5788
SLC24A4	5.7956	SLC24A4	10.4551
SLC24A6	439.4099	SLC24A6	666.5148
SLC25A10	967.8609	SLC25A10	461.8929
SLC25A11	662.803	SLC25A11	1011.9077
SLC25A12	510.0105	SLC25A12	740.4476
SLC25A13	405.6902	SLC25A13	389.8272
SLC25A14	88.5142	SLC25A14	164.6684
SLC25A15	256.117	SLC25A15	156.547
SLC25A16	272.9189	SLC25A16	189.686
SLC25A17	1760.274	SLC25A17	553.3753
SLC25A18	13.1718	SLC25A18	28.7516
SLC25A19	259.2202	SLC25A19	113.8863
SLC25A1	1479.4521	SLC25A1	992.8644
SLC25A20	226.5543	SLC25A20	511.5548
SLC25A21	49.7366	removed	removed
SLC25A22	604.8472	SLC25A22	288.263
SLC25A23	1457.3235	SLC25A23	1188.8981
SLC25A24	1301.3699	SLC25A24	922.6656
SLC25A25	744.9947	SLC25A25	2533.1297
SLC25A26	233.8725	SLC25A26	446.4716
SLC25A27	20.5479	SLC25A27	100.0706
SLC25A28	405.1633	SLC25A28	696.3866
SLC25A29	1035.8272	SLC25A29	732.2328
SLC25A30	297.1549	SLC25A30	233.0001
SLC25A32	549.1149	SLC25A32	758.9195
SLC25A33	167.0179	SLC25A33	374.8912
SLC25A34	6.3224	SLC25A34	20.9103
SLC25A35	168.6196	SLC25A35	193.1997
SLC25A36	1034.7734	SLC25A36	861.055
SLC25A37	139.6207	SLC25A37	656.8065
SLC25A38	748.6828	SLC25A38	581.7536
SLC25A39	2662.2761	SLC25A39	1475.6675
SLC25A3	5525.2898	SLC25A3	6947.8102
SLC25A40	258.1665	SLC25A40	122.2803
SLC25A42	299.2624	SLC25A42	188.1924
SLC25A43	1120.6533	SLC25A43	509.3144
SLC25A44	1253.4247	SLC25A44	919.305
SLC25A45	91.6754	SLC25A45	112.7661
SLC25A46	650.1581	SLC25A46	523.5035
SLC25A4	253.9515	SLC25A4	926.0262
SLC25A5	10574.8156	SLC25A5	4629.7576
SLC25A6	17364.0674	SLC25A6	9356.5985
removed	removed	SLC26A10	14.5886
SLC26A11	319.2835	SLC26A11	370.0371
SLC26A1	20.5479	SLC26A1	23.8116
SLC26A2	783.9831	SLC26A2	1104.8837
removed	removed	SLC26A3	39.2068
SLC26A4	18.4405	SLC26A4	22.0305
SLC26A6	72.1812	SLC26A6	87.0203
SLC26A7	14.2255	SLC26A7	14.9359
SLC26A9	7.3762	removed	removed
SLC27A1	944.6786	SLC27A1	1009.2939
SLC27A2	1074.8156	SLC27A2	86.2549
SLC27A3	448.3667	SLC27A3	713.5629
SLC27A4	672.8135	SLC27A4	726.6318
SLC27A5	47.9768	SLC27A5	108.2517
removed	removed	SLC27A6	307.3063
removed	removed	SLC28A1	5.9744
removed	removed	SLC28A3	143.0113
SLC29A1	2971.549	SLC29A1	2649.6298
SLC29A2	344.9684	SLC29A2	157.7978
SLC29A3	546.8915	SLC29A3	228.146
SLC29A4	266.0695	SLC29A4	85.8815
SLC2A10	1808.2192	SLC2A10	926.0262
SLC2A11	98.5248	SLC2A11	169.8959
SLC2A12	102.2129	SLC2A12	187.0722
SLC2A13	109.589	SLC2A13	164.295
SLC2A14	31.6122	SLC2A14	96.3366
SLC2A1	3951.0011	SLC2A1	1825.9145
SLC2A3	2234.9842	SLC2A3	3220.5548
SLC2A4RG	1238.6723	SLC2A4RG	1010.0407
SLC2A4	125.922	SLC2A4	103.8045
SLC2A5	30.0316	SLC2A5	103.4312
SLC2A6	27.9241	SLC2A6	36.2196
SLC2A8	313.4879	SLC2A8	278.9281
SLC2A9	29.5047	SLC2A9	160.561
SLC30A1	302.9505	SLC30A1	258.7646
SLC30A2	753.4247	SLC30A2	13.8157
SLC30A3	9.4837	removed	removed
SLC30A4	128.0295	SLC30A4	58.9968
SLC30A5	1489.4626	SLC30A5	1111.9782
SLC30A6	402.529	SLC30A6	225.1588
SLC30A7	1086.4067	SLC30A7	593.7023
SLC30A8	20.0211	removed	removed
SLC30A9	1552.1602	SLC30A9	1492.8438
SLC31A1	1109.589	SLC31A1	1351.3261
SLC31A2	680.7165	SLC31A2	690.4123
SLC33A1	508.4299	SLC33A1	535.4522
SLC34A2	144.3625	SLC34A2	2865.827
SLC35A1	664.3836	SLC35A1	610.8002
SLC35A2	655.4268	SLC35A2	643.3642
SLC35A3	709.6944	SLC35A3	270.7133
SLC35A4	1921.4963	SLC35A4	2319.9196
SLC35A5	633.8251	SLC35A5	670.2488
SLC35B1	765.0158	SLC35B1	726.6318
SLC35B2	1040.0421	SLC35B2	1386.7989
SLC35B3	493.6776	SLC35B3	438.3688
SLC35B4	381.981	SLC35B4	424.9265
SLC35C1	701.2645	SLC35C1	564.9507
SLC35C2	693.8883	SLC35C2	930.507
SLC35D1	1253.4247	SLC35D1	454.7983
SLC35D2	593.7829	SLC35D2	507.4474
SLC35E1	2358.7987	SLC35E1	2020.0813
SLC35E2	3383.2613	SLC35E2	3008.3977
SLC35E2	44.5574	SLC35E2	26.9518
SLC35E3	257.1128	SLC35E3	182.9649
SLC35E4	35.8272	SLC35E4	103.0578
SLC35F1	12.6449	SLC35F1	8.5881
SLC35F2	248.156	SLC35F2	243.0819
removed	removed	SLC35F3	162.0546
SLC35F5	1070.0738	SLC35F5	595.5693
SLC36A1	194.942	SLC36A1	247.936
SLC36A4	58.4826	SLC36A4	82.8943
SLC37A1	584.2993	SLC37A1	488.4041
SLC37A2	135.4057	SLC37A2	191.553
SLC37A3	690.7271	SLC37A3	1104.5103
SLC37A4	232.8767	SLC37A4	452.9314
SLC38A10	2321.9178	SLC38A10	3040.5771
SLC38A11	9.4837	removed	removed
SLC38A1	2690.7271	SLC38A1	5309.3413
SLC38A2	2073.7619	SLC38A2	3333.6943
removed	removed	SLC38A3	129.9424
SLC38A4	13.6986	SLC38A4	13.4423
SLC38A5	48.9989	SLC38A5	56.0096
SLC38A6	105.3741	SLC38A6	107.1651
SLC38A7	135.4057	SLC38A7	161.6812
SLC38A9	173.8672	SLC38A9	166.9088
SLC39A10	554.7945	SLC39A10	495.4987
SLC39A11	1766.5964	SLC39A11	707.5886
SLC39A13	425.7113	SLC39A13	794.2168
SLC39A14	969.9684	SLC39A14	2207.9003
SLC39A1	4312.961	SLC39A1	3056.6332
SLC39A2	7.3762	SLC39A2	27.6314
SLC39A3	354.0569	SLC39A3	446.2102
SLC39A4	494.2044	SLC39A4	171.0161
SLC39A6	59856.1644	SLC39A6	12216.8246
SLC39A7	1905.1633	SLC39A7	3205.2455
SLC39A8	217.5975	SLC39A8	991.3708
SLC39A9	3368.2824	SLC39A9	2106.3362
removed	removed	SLC3A1	5.2276
SLC3A2	2504.7418	SLC3A2	3772.8099
SLC40A1	1189.1465	SLC40A1	7064.3103
SLC41A1	1645.9431	SLC41A1	822.2216
SLC41A2	106.9547	SLC41A2	307.6797
SLC41A3	718.1243	SLC41A3	1396.5072
SLC43A1	95.3635	SLC43A1	275.1941
SLC43A2	277.6607	SLC43A2	629.9218
SLC43A3	1071.8757	SLC43A3	2004.772
SLC44A1	3595.8904	SLC44A1	3391.1975
SLC44A2	5268.7039	SLC44A2	5581.1748
SLC44A3	201.7914	SLC44A3	438.7422
SLC44A4	7016.333	SLC44A4	684.4379
SLC44A5	63.7513	SLC44A5	60.117
SLC45A1	42.6765	SLC45A1	58.25
SLC45A3	220.2318	SLC45A3	116.5001
SLC45A4	481.0327	SLC45A4	413.3512
SLC46A1	263.509	SLC46A1	938.6209
removed	removed	SLC46A2	15.3093
SLC46A3	173.8672	SLC46A3	552.2551
SLC47A1	27.3973	SLC47A1	76.1731
removed	removed	SLC47A2	7.8414
SLC48A1	540.0421	SLC48A1	980.1689
SLC4A11	207.5869	SLC4A11	170.2693
SLC4A1AP	721.2856	SLC4A1AP	687.0517
SLC4A2	1449.431	SLC4A2	1650.1824
SLC4A3	128.5564	SLC4A3	322.6156
SLC4A4	55.3214	SLC4A4	95.2164
SLC4A5	182.2972	SLC4A5	123.2212
SLC4A7	497.3656	SLC4A7	1585.8199
SLC4A8	1410.9589	SLC4A8	199.3943
SLC5A1	84.8261	SLC5A1	645.2312
SLC5A3	1179.8788	SLC5A3	602.3987
SLC5A4	5.7956	SLC5A4	5.9744
SLC5A6	2836.7861	SLC5A6	2204.2485
SLC5A7	27.3973	removed	removed
SLC5A8	59.0095	SLC5A8	6.3478
removed	removed	SLC5A9	16.4295
SLC6A11	16.333	removed	removed
SLC6A12	8.9568	SLC6A12	19.7901
SLC6A14	57.9557	SLC6A14	88.1218
SLC6A15	7.3762	SLC6A15	23.8975
SLC6A16	8.4299	SLC6A16	29.4984
SLC6A1	34.2466	SLC6A1	11.2019
SLC6A20	50.0527	SLC6A20	11.9487
removed	removed	SLC6A2	32.4856
removed	removed	SLC6A4	123.968
SLC6A6	674.3941	SLC6A6	730.7392
SLC6A8	455.7429	SLC6A8	709.8289
SLC6A9	330.1844	SLC6A9	299.8383
SLC7A10	27.6765	SLC7A10	33.9306
SLC7A11	213.3825	SLC7A11	61.2372
removed	removed	SLC7A14	7.0946
SLC7A1	1722.8662	SLC7A1	1603.3695
SLC7A2	376.1855	SLC7A2	1493.964
SLC7A3	5.2687	SLC7A3	63.4776
SLC7A4	212.8556	SLC7A4	76.1731
SLC7A5	771.3383	SLC7A5	980.1689
SLC7A6OS	130.0474	SLC7A6OS	116.6718
SLC7A6	490.6059	SLC7A6	651.4071
SLC7A7	170.706	SLC7A7	296.1043
SLC7A8	3770.2845	SLC7A8	1952.8697
SLC8A1	200.7376	SLC8A1	216.1972
SLC9A1	6576.9231	SLC9A1	1971.1662
SLC9A2	385.1423	SLC9A2	56.0096
SLC9A3R1	4209.1675	SLC9A3R1	2872.9216
SLC9A3R2	1315.0685	SLC9A3R2	1456.6243
SLC9A4	16.8599	removed	removed
SLC9A5	8.4299	SLC9A5	7.468
SLC9A6	154.8999	SLC9A6	347.2598
SLC9A7	7.9031	SLC9A7	125.0882
SLC9A8	564.2782	SLC9A8	455.9185
SLC9A9	121.1802	SLC9A9	253.9104
SLCO1A2	7.9031	SLCO1A2	23.5241
SLCO1B3	8.4299	removed	removed
SLCO1C1	7.3762	SLCO1C1	11.5753
SLCO2A1	1423.6038	SLCO2A1	411.1108
SLCO2B1	721.2856	SLCO2B1	1257.2299
SLCO3A1	760.274	SLCO3A1	733.353
SLCO4A1	47.7397	SLCO4A1	120.7792
SLCO4C1	32.666	SLCO4C1	5.9744
SLFN11	584.8261	SLFN11	986.5166
SLFN12L	8.9568	SLFN12L	8.2147
SLFN12	66.3857	SLFN12	69.0786
SLFN13	56.3751	SLFN13	491.7647
SLFN5	917.8082	SLFN5	758.744
SLFNL1	5.2687	removed	removed
removed	removed	SLIT1	9.7083
SLIT2	484.7208	SLIT2	1437.2076
SLIT3	1638.04	SLIT3	6079.2873
SLITRK2	5.2687	SLITRK2	11.9487
removed	removed	SLITRK3	30.2452
SLITRK4	169.6523	SLITRK4	66.0914
removed	removed	SLITRK5	62.3574
SLITRK6	7883.0348	SLITRK6	574.2856
SLK	2230.2424	SLK	1899.4739
SLMAP	1301.8967	SLMAP	1735.5523
SLMO1	24.7629	SLMO1	23.5241
SLMO2	2148.5774	SLMO2	1381.1979
SLPI	564.8051	SLPI	3045.0579
SLTM	2873.5511	SLTM	2068.9964
SLU7	1030.5585	SLU7	1138.4895
SLURP1	12.6449	SLURP1	5.601
SMAD1	950.4742	SMAD1	840.5181
SMAD2	2077.9768	SMAD2	2173.9212
SMAD3	1416.7545	SMAD3	1414.4303
SMAD4	1576.4173	SMAD4	1991.9085
SMAD5	1522.1286	SMAD5	1352.4463
SMAD6	171.7597	SMAD6	42.9407
SMAD7	445.2055	SMAD7	910.3435
SMAD9	25.2898	SMAD9	44.8077
SMAGP	698.6301	SMAGP	300.9585
SMAP1	377.6502	SMAP1	666.6306
SMAP2	1059.0095	SMAP2	1359.9143
SMARCA1	474.7102	SMARCA1	1937.187
SMARCA2	3249.2097	SMARCA2	5664.8159
SMARCA4	2742.8872	SMARCA4	2967.7646
SMARCA5	2053.7408	SMARCA5	2567.0081
SMARCAD1	712.3288	SMARCAD1	657.5533
SMARCAL1	605.9009	SMARCAL1	564.5773
SMARCB1	1387.2497	SMARCB1	1586.94
SMARCC1	3080.0843	SMARCC1	2803.0962
SMARCC2	3757.1128	SMARCC2	2937.146
SMARCD1	1428.8725	SMARCD1	1398.7476
SMARCD2	2980.5058	SMARCD2	2664.5657
SMARCD3	246.5753	SMARCD3	896.5278
SMARCE1	3207.5869	SMARCE1	2798.242
SMC1A	2044.784	SMC1A	2601.0881
SMC2	612.2234	SMC2	451.8112
SMC3	1880.9273	SMC3	1498.4448
SMC4	1957.8504	SMC4	463.3865
SMC5	928.3456	SMC5	1123.5536
SMC6	946.7861	SMC6	501.0997
SMCHD1	947.8398	SMCHD1	980.9156
SMCR7L	810.8535	SMCR7L	1069.7843
SMCR7	141.2013	SMCR7	386.0932
SMCR8	635.9589	SMCR8	820.1119
SMEK1	1874.6048	SMEK1	1610.8375
SMEK2	2326.1328	SMEK2	1496.2044
SMG1	2040.0421	SMG1	1777.3728
SMG5	1872.4974	SMG5	1496.2044
SMG6	682.824	SMG6	1545.4929
SMG7	3592.2023	SMG7	1453.2637
removed	removed	SMN1	8.506
SMN2	1132.5448	SMN2	904.0779
SMNDC1	462.0653	SMNDC1	544.0404
SMOC1	8.4299	SMOC1	290.8768
SMOC2	1768.7039	SMOC2	4161.1435
SMOX	140.6744	SMOX	170.2693
SMO	214.4362	SMO	557.8561
SMPD1	504.7418	SMPD1	836.0374
SMPD2	904.6365	SMPD2	261.7518
SMPD3	35.8272	SMPD3	158.694
SMPD4	2141.2013	SMPD4	1524.5826
SMPDL3A	264.4889	SMPDL3A	234.8671
SMPDL3B	141.2013	SMPDL3B	224.412
removed	removed	SMR3B	1028.4081
SMS	1982.0864	SMS	1315.4799
SMTNL1	5.2687	removed	removed
removed	removed	SMTNL2	18.6699
SMTN	752.8978	SMTN	1526.823
SMU1	1923.6038	SMU1	1982.7416
SMUG1	424.1307	SMUG1	377.8784
SMURF1	962.0653	SMURF1	878.1641
SMURF2	184.9315	SMURF2	566.4442
removed	removed	SMYD1	347.2598
SMYD2	1068.4932	SMYD2	758.744
SMYD3	51.1064	SMYD3	269.2197
SMYD4	143.8356	SMYD4	308.0531
SMYD5	781.3488	SMYD5	635.8962
SNAI1	105.9009	SNAI1	321.122
SNAI2	383.5616	SNAI2	1014.5214
SNAI3	6.8493	SNAI3	19.0433
SNAP23	1708.1138	SNAP23	1276.2732
SNAP25	6.8493	SNAP25	12.6955
SNAP29	1339.8314	SNAP29	1018.6288
SNAP47	934.7208	SNAP47	754.547
removed	removed	SNAP91	7.8414
SNAPC1	212.3288	SNAPC1	121.7276
SNAPC2	435.1949	SNAPC2	381.9858
SNAPC3	853.0032	SNAPC3	320.0018
SNAPC4	342.4658	SNAPC4	310.6669
SNAPC5	79.3519	SNAPC5	86.7589
SNAPIN	1103.7935	SNAPIN	550.3881
SNCAIP	85.8799	SNCAIP	193.7934
SNCA	30.5585	SNCA	282.2886
SNCG	162.803	SNCG	879.7249
SND1	3957.3235	SND1	4123.4303
SNED1	373.5511	SNED1	801.3114
SNF8	683.8778	SNF8	798.3242
SNHG10	44.784	SNHG10	37.3398
SNHG11	160.6217	SNHG11	85.5081
SNHG12	92.7292	SNHG12	74.3061
SNHG1	548.9989	SNHG1	217.3436
SNHG3-RCC1	61.6754	SNHG3-RCC1	146.2263
SNHG3	35.8272	SNHG3	20.5369
SNHG4	5.9694	removed	removed
SNHG5	1963.1191	SNHG5	2819.1523
SNHG6	746.0485	SNHG6	826.329
SNHG7	725.6639	SNHG7	279.0139
SNHG8	772.392	SNHG8	648.2183
removed	removed	SNHG9	38.0866
SNIP1	259.7471	SNIP1	322.2422
SNN	444.6786	SNN	1231.0921
SNORA8	111.2487	SNORA8	91.3331
removed	removed	SNORD116-20	14.1891
removed	removed	SNORD116-4	38.5645
SNORD1C	32.529	SNORD1C	11.1459
SNPH	83.7724	SNPH	207.9825
SNRK	1226.5543	SNRK	1101.8965
SNRNP200	5229.1886	SNRNP200	6613.2459
SNRNP25	517.9136	SNRNP25	269.2197
SNRNP27	457.8504	SNRNP27	440.6092
SNRNP35	391.5648	SNRNP35	435.7625
SNRNP40	788.725	SNRNP40	839.7713
SNRNP48	291.3593	SNRNP48	268.0995
SNRNP70	2319.2835	SNRNP70	1928.5989
SNRPA1	296.1012	SNRPA1	285.6492
SNRPA	1390.411	SNRPA	1038.4189
SNRPB2	901.4752	SNRPB2	799.071
SNRPB	2195.4689	SNRPB	2031.6567
SNRPC	875.6586	SNRPC	773.3065
SNRPD1	1067.9663	SNRPD1	609.7584
SNRPD2	2640.6744	SNRPD2	2668.2997
SNRPD3	1884.8261	SNRPD3	1272.9425
SNRPE	1146.9968	SNRPE	684.0645
SNRPF	953.6354	SNRPF	677.3434
SNRPG	646.47	SNRPG	555.6157
SNRPN	406.7439	SNRPN	2157.6074
SNTA1	265.0158	SNTA1	398.7887
SNTB1	111.1697	SNTB1	266.2325
SNTB2	748.6828	SNTB2	960.3788
removed	removed	SNTG2	9.3349
SNTN	11.0643	SNTN	6.3478
SNUPN	427.2919	SNUPN	396.9217
removed	removed	SNURF	181.0269
SNW1	1779.7682	SNW1	1629.8808
SNX10	210.2213	SNX10	171.0161
SNX11	345.627	SNX11	462.2663
SNX12	295.5743	SNX12	260.6316
SNX13	884.0885	SNX13	778.5341
SNX14	1221.8124	SNX14	1116.8324
SNX15	708.6407	SNX15	592.9555
SNX16	497.3656	SNX16	176.2437
SNX17	2449.9473	SNX17	2609.3028
SNX18	592.2023	SNX18	1020.1224
SNX19	1197.5764	SNX19	1944.2816
SNX1	2216.0169	SNX1	3630.5454
SNX20	22.6554	SNX20	15.6827
SNX21	298.3667	SNX21	722.4199
SNX22	78.7566	SNX22	133.7585
SNX24	201.7914	SNX24	175.8703
SNX25	436.7756	SNX25	335.3111
SNX27	3103.9357	SNX27	794.6724
SNX29	380.9273	SNX29	917.0646
SNX2	1589.0411	SNX2	1727.711
SNX30	590.6217	SNX30	680.7039
SNX31	13.1718	removed	removed
removed	removed	SNX32	8.9615
SNX33	663.8567	SNX33	1267.685
SNX3	3397.2603	SNX3	2824.3799
SNX4	682.824	SNX4	723.2713
removed	removed	SNX5	1670.2077
SNX6	1396.2065	SNX6	1035.8051
SNX7	334.5627	SNX7	607.1446
SNX8	223.9199	SNX8	318.1348
SNX9	2531.6122	SNX9	2604.8221
SOAT1	433.0875	SOAT1	466.0003
removed	removed	SOAT2	10.8285
SOBP	96.4173	SOBP	213.5835
SOCS1	97.9979	SOCS1	85.1347
SOCS2	1747.1022	SOCS2	1873.336
SOCS3	3884.0885	SOCS3	12985.6503
SOCS4	540.569	SOCS4	519.3961
SOCS5	625.3952	SOCS5	1185.911
SOCS6	607.4816	SOCS6	1041.4061
SOCS7	47.4183	SOCS7	50.4087
SOD1	4766.5964	SOD1	3348.2568
SOD2	2599.0516	SOD2	9268.4766
SOD3	361.4331	SOD3	2278.0991
SOLH	655.4268	SOLH	609.385
SON	5910.432	SON	7233.8328
SORBS1	2976.8177	SORBS1	2191.8442
SORBS2	2092.7292	SORBS2	2562.2547
SORBS3	1972.6027	SORBS3	3229.1429
SORCS1	7.9031	SORCS1	66.4648
SORCS2	126.9758	SORCS2	247.5626
SORD	864.5943	SORD	430.1541
SORL1	3222.3393	SORL1	2424.8444
SORT1	729.7155	SORT1	2890.8447
SOS1	1389.8841	SOS1	1237.0664
SOS2	1260.8008	SOS2	1106.7507
SOSTDC1	72.7081	SOSTDC1	616.8529
SOST	36.3541	removed	removed
SOX10	11.0643	SOX10	1724.7238
SOX11	8.4299	SOX11	82.1475
SOX12	957.3235	SOX12	277.8079
SOX13	1321.3909	SOX13	752.7697
SOX15	63.2244	SOX15	24.6442
SOX17	270.2845	SOX17	1193.7523
SOX18	120.6533	SOX18	155.3334
SOX21	29.5047	removed	removed
SOX2OT	16.8599	removed	removed
SOX2	170.1791	SOX2	22.7773
SOX4	1015.2792	SOX4	1669.0875
SOX5	23.7092	SOX5	25.7644
SOX6	42.6765	SOX6	43.3141
SOX7	359.8525	SOX7	702.361
removed	removed	SOX8	84.3879
SOX9	967.334	SOX9	3537.196
SP100	1896.7334	SP100	1352.0729
SP110	514.7524	SP110	436.5019
SP140L	534.2466	SP140L	334.1909
SP140	28.451	SP140	23.1507
SP1	3255.0053	SP1	2767.25
SP2	572.1812	SP2	883.4589
SP3	2326.1328	SP3	1653.0314
SP4	202.8451	SP4	179.2309
removed	removed	SP5	13.0689
SP6	62.1707	SP6	211.7165
SPA17	79.5574	SPA17	154.2132
SPAG16	317.176	SPAG16	360.7021
SPAG17	32.1391	SPAG17	22.7773
SPAG1	152.7924	SPAG1	265.1123
SPAG4	83.7724	SPAG4	26.1378
SPAG5	240.8166	SPAG5	56.7564
SPAG6	670.1791	SPAG6	26.8846
SPAG7	515.8061	SPAG7	985.023
removed	removed	SPAG8	11.5753
SPAG9	1439.4099	SPAG9	1956.9771
SPARCL1	8633.8251	SPARCL1	13426.633
SPARC	51270.8114	SPARC	27146.0097
SPAST	565.8588	SPAST	496.2455
SPATA13	375.079	SPATA13	333.7279
SPATA17	29.5047	SPATA17	11.9487
SPATA18	56.902	SPATA18	355.4746
SPATA20	736.0379	SPATA20	671.369
SPATA24	23.7092	SPATA24	35.8462
SPATA2L	142.7819	SPATA2L	446.2102
SPATA2	426.2381	SPATA2	476.4554
SPATA5L1	150.6849	SPATA5L1	135.17
SPATA5	220.7587	SPATA5	162.428
SPATA6	96.4173	SPATA6	149.7325
SPATA7	213.9094	SPATA7	171.0161
SPATA9	10.0843	SPATA9	8.2147
SPATS2L	837.197	SPATS2L	1530.9304
SPATS2	684.9315	SPATS2	427.1669
SPC24	5.7956	removed	removed
SPC25	56.902	SPC25	11.5753
SPCS1	1954.1254	SPCS1	1778.7768
SPCS2	634.8788	SPCS2	649.3385
SPCS3	2976.8177	SPCS3	2757.9151
SPDEF	3161.2223	SPDEF	1657.5122
removed	removed	SPDYA	7.453
SPDYE1	12.118	removed	removed
SPDYE3	94.2729	SPDYE3	84.7911
SPDYE5	6.8493	removed	removed
SPDYE6	26.8704	SPDYE6	10.8285
SPDYE7P	8.4299	removed	removed
SPDYE8P	11.5911	SPDYE8P	20.9103
removed	removed	SPEF1	10.8285
SPEF2	106.9547	SPEF2	171.3895
SPEG	36.3541	SPEG	563.8305
SPEN	2291.8862	SPEN	2744.0994
SPERT	10.5374	removed	removed
SPESP1	159.1149	SPESP1	36.593
SPG11	2123.2877	SPG11	1674.6885
SPG20	621.7071	SPG20	1913.2896
SPG21	1782.4025	SPG21	1631.7478
SPG7	639.6207	SPG7	902.8755
SPHAR	319.0516	SPHAR	118.8413
SPHK1	133.098	SPHK1	566.7579
SPHK2	180.2476	SPHK2	241.3082
removed	removed	SPHKAP	18.2965
SPI1	175.4478	SPI1	328.2165
SPIB	5.2687	SPIB	14.9359
SPIN1	1923.0769	SPIN1	2679.875
SPIN2B	72.9505	SPIN2B	107.1801
SPIN3	289.2518	SPIN3	213.2101
SPIN4	172.2866	SPIN4	103.4312
SPINK2	11.5911	removed	removed
SPINK5	24.236	SPINK5	28.0048
removed	removed	SPINK8	13.8157
SPINT1	4080.0843	SPINT1	3835.1673
SPINT2	9732.8767	SPINT2	7765.5511
SPIRE1	1450.4742	SPIRE1	655.6863
SPIRE2	260.274	SPIRE2	51.1555
SPNS1	499.1149	SPNS1	628.9174
SPNS2	228.5616	SPNS2	563.5803
removed	removed	SPNS3	10.0817
SPN	63.7513	SPN	126.5818
SPOCD1	30.5585	SPOCD1	6.7212
SPOCK1	805.5848	SPOCK1	518.6493
SPOCK2	437.8293	SPOCK2	282.662
removed	removed	SPOCK3	79.9071
SPON1	858.2719	SPON1	378.6252
SPON2	935.1949	SPON2	726.2584
SPOPL	1629.6101	SPOPL	884.9524
SPOP	925.1844	SPOP	1150.4382
SPP1	3281.3488	SPP1	851.7201
SPPL2A	608.5353	SPPL2A	543.2936
SPPL2B	432.0337	SPPL2B	541.8
SPPL3	1234.9842	SPPL3	1518.2349
SPRED1	689.1465	SPRED1	1080.6128
SPRED2	1260.8008	SPRED2	1577.6051
SPRN	41.6228	SPRN	42.5673
SPRR1A	221.2856	SPRR1A	20.9103
SPRR1B	164.9104	SPRR1B	15.3093
SPRR2A	337.197	SPRR2A	33.2324
SPRR2D	72.7081	removed	removed
SPRR2E	107.4816	SPRR2E	6.3478
SPRR2F	7.3762	removed	removed
SPRR3	1060.0632	SPRR3	85.5081
SPRY1	2635.4057	SPRY1	1821.0604
SPRY2	484.7208	SPRY2	1192.2587
SPRY3	46.8915	SPRY3	38.8334
SPRY4	853.0032	SPRY4	421.566
SPRYD3	1262.9083	SPRYD3	1953.6165
SPRYD4	325.6059	SPRYD4	312.1604
SPR	1296.628	SPR	826.7024
SPSB1	414.647	SPSB1	1994.3169
SPSB2	143.3087	SPSB2	189.3126
SPSB3	576.3962	SPSB3	570.5516
SPSB4	7.3762	SPSB4	34.3526
SPTA1	12.118	SPTA1	37.7132
SPTAN1	7199.6839	SPTAN1	9669.5057
SPTBN1	10173.3404	SPTBN1	14974.7396
SPTBN2	347.7345	SPTBN2	989.1304
SPTBN4	10.0105	SPTBN4	37.7132
SPTBN5	1117.9874	SPTBN5	195.0555
SPTB	75.3425	SPTB	132.1828
SPTLC1	1961.5385	SPTLC1	1691.118
SPTLC2	2004.215	SPTLC2	1819.9402
SPTLC3	216.0169	SPTLC3	348.7534
SPTY2D1	902.0495	SPTY2D1	1080.7062
SQLE	882.5079	SQLE	355.4746
SQRDL	3328.7671	SQRDL	1657.1388
SQSTM1	8497.6238	SQSTM1	7433.3429
SR140	1754.4784	SR140	1670.9545
SRA1	435.1949	SRA1	646.3513
SRBD1	507.9031	SRBD1	482.4298
SRCAP	4813.4879	SRCAP	3301.5821
SRCIN1	492.6238	SRCIN1	250.9232
SRCRB4D	25.9168	SRCRB4D	6.7212
SRC	620.6533	SRC	794.2168
SRD5A1	179.6628	SRD5A1	124.3414
SRD5A2	6.8493	SRD5A2	6.7212
SRD5A3	2733.9252	SRD5A3	611.252
SREBF1	1097.471	SREBF1	2757.5417
SREBF2	3530.0316	SREBF2	2881.8831
SRFBP1	299.2624	SRFBP1	289.3832
SRF	1606.9547	SRF	3072.3159
SRGAP1	260.8008	SRGAP1	308.7999
removed	removed	SRGAP2	542.5468
SRGAP3	102.2129	SRGAP3	239.7213
SRGN	1388.3035	SRGN	2460.6906
SRI	1500	SRI	1727.3376
SRL	28.9779	SRL	29.8718
SRMS	42.1496	SRMS	16.4295
SRM	1072.7081	SRM	1180.6834
SRP14	4779.7682	SRP14	4206.3246
SRP19	654.1886	SRP19	650.8321
SRP54	1323.4984	SRP54	1203.834
SRP68	2141.7281	SRP68	1966.6855
SRP72	3266.0695	SRP72	2462.5575
SRP9	9086.4067	SRP9	3363.9395
SRPK1	1510.0105	SRPK1	868.1496
SRPK2	955.7429	SRPK2	921.5454
SRPK3	115.353	removed	removed
SRPRB	1466.2803	SRPRB	1306.5184
