gene_id	TCGA-BH-A0HK-01A-11R-A056-07	gene_id	TCGA-BH-A0HK-11A-11R-A089-07
ANKS1A	621.1802	ANKS1A	1080.2394
ANKS1B	25.8166	ANKS1B	63.1042
ANKS3	133.2982	ANKS3	239.7213
ANKS6	111.6965	ANKS6	169.8959
ANKZF1	514.2255	ANKZF1	375.638
ANLN	366.7018	ANLN	38.46
ANO10	597.9979	ANO10	763.2248
ANO1	2014.7524	ANO1	6880.972
ANO2	9.4837	ANO2	28.3782
ANO3	14.7524	ANO3	14.1891
ANO4	5.2687	ANO4	16.8029
ANO5	7.9031	ANO5	47.0481
ANO6	5851.4226	ANO6	3205.9923
ANO7	9.4837	ANO7	11.9487
ANO8	265.5427	ANO8	253.9104
ANO9	191.7808	ANO9	91.8558
ANP32A	3234.4573	ANP32A	2437.1665
ANP32B	3447.8398	ANP32B	2983.4473
ANP32E	1210.2213	ANP32E	956.2714
ANPEP	31069.02	ANPEP	13736.9264
ANTXR1	2270.8114	ANTXR1	7865.6217
ANTXR2	950.4742	ANTXR2	1622.4128
ANUBL1	182.2972	ANUBL1	185.952
ANXA10	5.2687	removed	removed
ANXA11	3621.7071	ANXA11	4665.2303
ANXA1	4191.7808	ANXA1	18463.0206
ANXA2P1	15.2792	ANXA2P1	107.9119
ANXA2P2	3266.0695	ANXA2P2	6149.8594
ANXA2	11053.7408	ANXA2	18901.3894
ANXA3	173.8672	ANXA3	1830.7687
ANXA4	1807.1654	ANXA4	2241.8795
ANXA5	6309.7998	ANXA5	8227.0706
ANXA6	3842.4658	ANXA6	6354.4813
ANXA7	2450.4742	ANXA7	3521.8867
ANXA8L2	111.1697	ANXA8L2	198.2742
ANXA8	600.6322	ANXA8	814.0069
ANXA9	393.0453	ANXA9	231.8799
AOAH	110.1159	AOAH	120.234
AOC2	22.6554	AOC2	19.7901
AOC3	3510.5374	AOC3	2587.6458
AOX1	169.1254	AOX1	1299.7972
AP1AR	1243.4141	AP1AR	525.3705
AP1B1	3026.3435	AP1B1	3120.1108
AP1G1	1545.3109	AP1G1	2074.9708
AP1G2	1370.1054	AP1G2	865.9316
AP1M1	859.3256	AP1M1	949.1768
AP1M2	1916.7545	AP1M2	1328.9223
AP1S1	988.4089	AP1S1	564.9507
AP1S2	324.0253	AP1S2	385.7198
AP1S3	630.137	AP1S3	106.7917
AP2A1	1951.9494	AP2A1	1735.3731
AP2A2	1660.6955	AP2A2	1604.4897
AP2B1	12391.9916	AP2B1	7396.2608
AP2M1	5894.0991	AP2M1	5562.1315
AP2S1	610.6428	AP2S1	905.1159
AP3B1	1555.8483	AP3B1	1349.4591
removed	removed	AP3B2	98.9504
AP3D1	2379.3467	AP3D1	3071.9425
AP3M1	1640.6744	AP3M1	1186.2844
AP3M2	249.7366	AP3M2	259.5114
AP3S1	407.2708	AP3S1	952.9108
AP3S2	1724.4573	AP3S2	1464.0362
AP4B1	133.3193	AP4B1	239.2284
AP4E1	309.2729	AP4E1	284.9024
AP4M1	301.4858	AP4M1	322.933
AP4S1	38.4615	AP4S1	67.585
APAF1	347.7345	APAF1	289.0098
APBA1	36.3541	APBA1	374.1445
APBA2	16.333	APBA2	44.0609
APBA3	175.4478	APBA3	183.3382
APBB1IP	264.4889	APBB1IP	572.4186
APBB1	361.4331	APBB1	1070.9045
APBB2	1480.5058	APBB2	1561.9224
APBB3	130.6639	APBB3	166.162
APCDD1L	32.1391	APCDD1L	431.6477
APCDD1	113.804	APCDD1	1374.8502
APC	797.6818	APC	803.5518
APEH	2312.961	APEH	1697.4658
APEX1	3593.2561	APEX1	2672.7804
APEX2	624.3414	APEX2	621.7071
APH1A	8481.5595	APH1A	4696.2223
APH1B	414.1201	APH1B	644.8578
API5	3040.0421	API5	2442.3941
APIP	515.432	APIP	293.162
APITD1	220.9905	APITD1	169.6682
APLF	14.2255	APLF	69.0786
APLNR	1165.9642	APLNR	713.5629
APLN	82.1918	APLN	146.3719
APLP1	25.8166	APLP1	28.7516
APLP2	3878.2929	APLP2	16532.1813
APOA1BP	4874.6048	APOA1BP	1430.113
APOB48R	111.1697	APOB48R	144.1315
APOBEC3A	25.2898	APOBEC3A	15.6827
APOBEC3B	268.7039	APOBEC3B	75.0529
APOBEC3C	192.3077	APOBEC3C	491.3913
APOBEC3D	86.4067	APOBEC3D	50.7821
APOBEC3F	169.1254	APOBEC3F	177.3639
APOBEC3G	262.3815	APOBEC3G	304.6925
removed	removed	APOBEC3H	7.0946
APOB	66.3857	APOB	20.1635
APOC1	360.3793	APOC1	463.7599
APOC2	23.7092	APOC2	78.4135
APOD	3532.1391	APOD	18076.9274
APOE	2827.7134	APOE	2438.2867
APOF	34.2466	APOF	9.3349
APOL1	1606.4278	APOL1	1485.0025
APOL2	583.2455	APOL2	631.042
APOL3	817.7028	APOL3	995.8516
APOL4	443.098	APOL4	575.7792
APOL6	2227.0811	APOL6	1287.1017
APOLD1	5077.9768	APOLD1	4954.2401
APOM	46.8915	APOM	47.5485
APOOL	168.5985	APOOL	85.8815
APOO	237.6185	APOO	160.561
APPBP2	1249.7366	APPBP2	974.5679
APPL1	2054.2677	APPL1	1473.0538
APPL2	2356.1644	APPL2	1438.7012
APP	22859.3256	APP	48179.4997
APRT	962.5922	APRT	1411.4431
APTX	648.0506	APTX	518.2759
AQP11	18.9673	AQP11	7.8414
AQP1	6318.0084	AQP1	10940.5514
AQP3	5562.1707	AQP3	1684.7702
AQP4	22.1286	AQP4	52.6491
removed	removed	AQP5	92.976
AQP7P1	90.0948	AQP7P1	61.6106
AQP7	280.295	AQP7	167.6555
AQP9	26.8704	AQP9	11.2019
AQPEP	46.7229	AQPEP	50.9987
AQR	1514.2255	AQR	1035.0583
ARAF	1372.4974	ARAF	1197.4863
ARAP1	1085.8799	ARAP1	2574.196
ARAP2	283.9831	ARAP2	313.654
ARAP3	440.9905	ARAP3	504.8336
ARCN1	3259.2202	ARCN1	4197.3631
ARC	12.6449	ARC	404.7631
AREG	134.3519	AREG	573.5388
ARF1	17793.9937	ARF1	9006.7249
ARF3	5528.9779	ARF3	5192.4678
ARF4	5985.2476	ARF4	4371.7398
ARF5	2136.4384	ARF5	2236.652
ARF6	3840.3583	ARF6	4149.5682
ARFGAP1	657.5342	ARFGAP1	950.297
ARFGAP2	1562.6976	ARFGAP2	2068.9964
ARFGAP3	694.942	ARFGAP3	1474.9207
ARFGEF1	1974.7102	ARFGEF1	1424.5121
ARFGEF2	2048.9989	ARFGEF2	1623.9064
ARFIP1	1231.823	ARFIP1	1051.4878
ARFIP2	1915.1739	ARFIP2	1744.8873
ARFRP1	378.2929	ARFRP1	531.7183
ARG2	136.9494	ARG2	211.2161
ARGLU1	998.9463	ARGLU1	964.8595
ARHGAP10	148.5774	ARHGAP10	494.0051
ARHGAP11A	216.0169	ARHGAP11A	45.9279
ARHGAP11B	10.0105	removed	removed
ARHGAP12	857.2181	ARHGAP12	1207.9414
ARHGAP15	20.0211	ARHGAP15	59.7436
ARHGAP17	812.961	ARHGAP17	1330.0425
ARHGAP18	700.7376	ARHGAP18	594.4491
ARHGAP19	289.2518	ARHGAP19	881.5919
ARHGAP1	3342.9926	ARHGAP1	3579.0165
ARHGAP20	98.5248	ARHGAP20	203.1283
ARHGAP21	1417.2813	ARHGAP21	2651.8702
ARHGAP22	24.7629	ARHGAP22	75.0529
ARHGAP23	614.3309	ARHGAP23	1439.448
ARHGAP24	257.1128	ARHGAP24	374.8912
ARHGAP25	141.2013	ARHGAP25	346.1396
ARHGAP26	517.9136	ARHGAP26	591.0885
ARHGAP27	901.4752	ARHGAP27	487.2839
ARHGAP28	99.0516	ARHGAP28	166.9088
ARHGAP29	3907.7977	ARHGAP29	3856.451
ARHGAP30	318.2297	ARHGAP30	430.9009
ARHGAP31	1041.0959	ARHGAP31	1160.5199
ARHGAP32	1724.9737	ARHGAP32	1182.177
ARHGAP33	162.803	ARHGAP33	109.0321
removed	removed	ARHGAP36	374.8912
ARHGAP39	313.4879	ARHGAP39	203.8751
ARHGAP42	81.6649	ARHGAP42	101.1908
ARHGAP4	265.0158	ARHGAP4	335.6845
ARHGAP5	2262.9083	ARHGAP5	2442.7675
ARHGAP6	201.2645	ARHGAP6	112.0193
ARHGAP8	621.7545	ARHGAP8	329.109
ARHGAP9	53.2139	ARHGAP9	76.9199
ARHGDIA	6700.2107	ARHGDIA	6358.5887
ARHGDIB	10777.1338	ARHGDIB	5853.3817
ARHGEF10L	639.6207	ARHGEF10L	989.1304
ARHGEF10	353.53	ARHGEF10	1135.5023
ARHGEF11	2372.4974	ARHGEF11	1272.9126
ARHGEF12	3663.8567	ARHGEF12	4893.3763
ARHGEF15	591.1486	ARHGEF15	843.5053
ARHGEF16	378.8198	ARHGEF16	262.872
ARHGEF17	933.0875	ARHGEF17	1567.5234
ARHGEF18	794.5205	ARHGEF18	880.8451
ARHGEF19	386.196	ARHGEF19	456.6653
ARHGEF1	1061.117	ARHGEF1	1274.0328
ARHGEF2	3427.8188	ARHGEF2	1154.1722
removed	removed	ARHGEF33	13.4423
ARHGEF35	498.4194	ARHGEF35	663.5276
ARHGEF37	504.215	ARHGEF37	1697.8391
ARHGEF38	27.9241	ARHGEF38	39.2068
ARHGEF3	2316.6491	ARHGEF3	939.4685
ARHGEF4	78.5037	ARHGEF4	170.2693
ARHGEF5	495.2582	ARHGEF5	699.7472
ARHGEF6	3000	ARHGEF6	1519.3551
ARHGEF7	1090.0948	ARHGEF7	1499.9384
ARHGEF9	478.9252	ARHGEF9	619.8401
ARID1A	4034.2466	ARID1A	2241.1327
ARID1B	2002.1075	ARID1B	2135.0878
ARID2	964.6997	ARID2	550.3881
ARID3A	85.8799	ARID3A	17.9231
ARID3B	126.9758	ARID3B	90.3622
ARID4A	631.7176	ARID4A	457.4121
ARID4B	1849.0253	ARID4B	922.2847
ARID5A	269.2308	ARID5A	4221.2605
ARID5B	2180.7165	ARID5B	5562.5049
ARIH1	1815.0685	ARIH1	1716.1356
ARIH2	988.9357	ARIH2	1616.7484
ARL10	13.6986	ARL10	18.2965
ARL11	54.2677	ARL11	40.7003
ARL13B	238.6723	ARL13B	321.4954
ARL15	398.8409	ARL15	518.2759
ARL16	299.7893	ARL16	386.84
ARL17A	66.059	ARL17A	47.2273
removed	removed	ARL17B	5.2201
ARL1	4222.3393	ARL1	2247.1071
ARL2BP	1089.0411	ARL2BP	1624.2798
ARL2	987.3551	ARL2	1188.1513
ARL3	600.6322	ARL3	676.2232
ARL4A	319.2835	ARL4A	620.9603
ARL4C	377.7661	ARL4C	1935.3201
ARL4D	102.7397	ARL4D	191.9264
ARL5A	1177.0285	ARL5A	775.1735
ARL5B	300.3161	ARL5B	152.7196
ARL6IP1	7808.746	ARL6IP1	3556.6127
ARL6IP4	1792.4131	ARL6IP4	2003.6518
ARL6IP5	4246.5753	ARL6IP5	5084.9293
ARL6IP6	430.4531	ARL6IP6	268.4729
ARL6	77.9768	ARL6	85.8815
ARL8A	2200.7376	ARL8A	1219.1434
ARL8B	2743.4141	ARL8B	2074.9708
ARL9	11.5911	ARL9	22.4039
ARMC10	971.5385	ARMC10	613.1638
ARMC1	592.2023	ARMC1	616.1061
ARMC2	36.8809	ARMC2	37.7132
removed	removed	ARMC3	15.6827
ARMC5	195.9958	ARMC5	406.63
ARMC6	758.6407	ARMC6	522.3609
ARMC7	338.7777	ARMC7	230.013
ARMC8	596.9442	ARMC8	665.768
ARMC9	150.6849	ARMC9	183.7116
ARMCX1	1791.3593	ARMCX1	754.6367
ARMCX2	1842.4658	ARMCX2	771.4396
ARMCX3	2425.7113	ARMCX3	1620.5458
ARMCX5	419.9157	ARMCX5	374.1445
ARMCX6	224.9737	ARMCX6	220.678
ARNT2	3009.4837	ARNT2	327.4697
ARNTL2	98.5248	ARNTL2	52.6491
ARNTL	83.2455	ARNTL	336.0579
ARNT	1842.9926	ARNT	1482.7621
ARPC1A	2847.9347	ARPC1A	2214.9352
ARPC1B	1777.9874	ARPC1B	2206.8399
ARPC2	3764.4889	ARPC2	4080.863
ARPC3	2985.2476	ARPC3	2946.8543
ARPC4	2530.0843	ARPC4	2953.3066
ARPC5L	601.686	ARPC5L	683.3177
ARPC5	3350.3688	ARPC5	3531.9684
ARPM1	57.9557	ARPM1	48.1683
ARPP19	5329.8209	ARPP19	3303.4491
ARRB1	560.0632	ARRB1	1228.4783
ARRB2	433.6143	ARRB2	768.079
ARRDC1	1006.8493	ARRDC1	650.4587
ARRDC2	634.3519	ARRDC2	1437.9544
ARRDC3	948.8936	ARRDC3	3938.5985
ARRDC4	423.0769	ARRDC4	1182.5504
ARSA	806.6386	ARSA	893.914
ARSB	254.4784	ARSB	213.5835
ARSD	3121.7071	ARSD	2949.0947
ARSE	5.7956	ARSE	47.0481
ARSG	229.1886	ARSG	317.7614
ARSH	7.9031	removed	removed
ARSI	23.7092	ARSI	106.7917
ARSJ	86.4067	ARSJ	166.5354
ARSK	153.8462	ARSK	142.2645
ART4	5.2687	ART4	11.5753
ART5	8.4299	ART5	9.3349
ARTN	18.4405	ARTN	5.601
ARV1	1458.3772	ARV1	403.6429
ARVCF	171.7597	ARVCF	599.6766
AR	736.5648	AR	321.122
AS3MT	104.3203	AS3MT	106.4183
ASAH1	19370.9168	ASAH1	4938.184
ASAH2B	18.9673	ASAH2B	16.4295
ASAM	206.5332	ASAM	405.8833
ASAP1	1306.6386	ASAP1	801.6848
ASAP2	829.8209	ASAP2	850.5999
ASAP3	838.7777	ASAP3	1371.4896
ASB13	2023.7092	ASB13	934.9877
ASB14	8.9568	ASB14	8.5881
ASB16	12.1338	ASB16	13.6066
ASB1	213.9673	ASB1	804.9483
ASB2	9.4837	ASB2	67.2116
ASB3	359.8525	ASB3	232.2795
ASB6	522.3077	ASB6	669.726
ASB7	353.0032	ASB7	340.9121
ASB8	436.7756	ASB8	595.5693
ASB9	61.6438	ASB9	50.7821
ASCC1	420.4426	ASCC1	370.4105
ASCC2	1267.6502	ASCC2	1190.0183
ASCC3	1270.8114	ASCC3	893.914
ASCL2	7.9031	ASCL2	12.6955
ASF1A	551.1064	ASF1A	412.6044
ASF1B	433.0875	ASF1B	83.2677
ASGR1	8.9568	ASGR1	15.3093
ASGR2	7.9031	removed	removed
ASH1L	4974.1359	ASH1L	1886.8381
ASH2L	1203.372	ASH2L	1237.4398
ASL	498.9463	ASL	503.34
ASMTL	500.5269	ASMTL	934.2185
ASNA1	1154.8999	ASNA1	1142.5968
ASNSD1	974.7102	ASNSD1	986.1432
ASNS	407.7977	ASNS	377.505
ASPA	25.8166	ASPA	81.4007
ASPHD1	29.5047	ASPHD1	46.3013
ASPHD2	61.117	ASPHD2	55.2629
ASPH	4633.235	ASPH	5346.0948
ASPM	339.3045	ASPM	10.8285
ASPN	1276.607	ASPN	614.9859
ASPRV1	36.5121	ASPRV1	92.976
ASPSCR1	454.1623	ASPSCR1	292.7438
ASRGL1	60.5901	ASRGL1	163.9216
ASS1	1448.3667	ASS1	1998.4243
ASTE1	164.6259	ASTE1	159.5603
ASTN1	16.8599	ASTN1	110.1523
ASTN2	54.7945	ASTN2	208.3559
ASXL1	1182.824	ASXL1	1546.6131
ASXL2	570.0738	ASXL2	557.1093
removed	removed	ASXL3	31.7388
ATAD1	1141.7281	ATAD1	954.4044
ATAD2B	517.9136	ATAD2B	156.827
ATAD2	1478.3983	ATAD2	297.2245
ATAD3A	553.2139	ATAD3A	461.1461
ATAD3B	150.6849	ATAD3B	138.1571
ATAD3C	16.333	ATAD3C	156.4536
ATAD5	65.8588	ATAD5	18.6699
ATE1	326.6596	ATE1	197.154
ATF1	773.4457	ATF1	402.5227
ATF2	483.667	ATF2	295.7309
ATF3	1331.4015	ATF3	4064.4335
ATF4	5346.6807	ATF4	6115.8802
ATF5	1084.2993	ATF5	792.3498
ATF6B	2887.2497	ATF6B	2155.9981
ATF6	2420.9694	ATF6	1501.8054
ATF7IP2	36.8809	ATF7IP2	48.1683
ATF7IP	1883.5616	ATF7IP	682.9443
ATF7	1919.5258	ATF7	1546.7139
ATG10	65.8588	ATG10	128.8222
ATG12	426.2381	ATG12	339.0451
ATG16L1	712.3288	ATG16L1	516.409
ATG16L2	132.5869	ATG16L2	183.8685
ATG2A	1018.9673	ATG2A	786.0021
ATG2B	799.2624	ATG2B	868.1496
ATG3	822.4447	ATG3	801.3114
removed	removed	ATG4A	314.0274
ATG4B	519.4942	ATG4B	918.1848
ATG4C	173.8672	ATG4C	203.5017
ATG4D	294.4152	ATG4D	142.2458
ATG5	872.4974	ATG5	760.2376
ATG7	615.5374	ATG7	765.7527
ATG9A	1188.1454	ATG9A	1493.3853
ATG9B	29.4152	ATG9B	12.5387
ATHL1	1192.3077	ATHL1	562.7103
ATIC	2876.1855	ATIC	1539.5185
ATL1	103.2666	ATL1	604.9042
ATL2	1439.9368	ATL2	1351.3261
ATL3	734.9842	ATL3	400.2823
ATMIN	1557.4289	ATMIN	1838.9835
ATM	534.7734	ATM	864.0422
ATN1	5383.5616	ATN1	6221.9252
ATOH8	81.138	ATOH8	427.5403
ATOX1	460.4847	ATOX1	603.0372
ATP10A	179.1359	ATP10A	411.8576
ATP10B	38.4615	ATP10B	7.8414
ATP10D	301.8967	ATP10D	567.191
ATP11A	546.3646	ATP11A	758.3706
ATP11B	638.5669	ATP11B	1180.6834
ATP11C	357.745	ATP11C	528.3577
ATP12A	8.4299	removed	removed
ATP13A1	1541.6228	ATP13A1	1206.8212
ATP13A2	791.3593	ATP13A2	947.3099
ATP13A3	2456.7966	ATP13A3	1258.7235
ATP13A4	42.6765	ATP13A4	75.7997
ATP13A5	21.0748	ATP13A5	67.9584
ATP1A1	13728.1033	ATP1A1	20871.7267
ATP1A2	110.1159	ATP1A2	100.444
ATP1A3	53.7408	removed	removed
ATP1A4	532.666	ATP1A4	30.992
ATP1B1	7236.7861	ATP1B1	5381.8738
ATP1B2	99.0516	ATP1B2	74.6795
ATP1B3	2224.4468	ATP1B3	2152.6375
ATP2A2	6082.1918	ATP2A2	6637.1434
ATP2A3	1234.4573	ATP2A3	1154.5456
ATP2B1	983.1401	ATP2B1	1631.001
removed	removed	ATP2B2	30.6186
ATP2B4	2250.2634	ATP2B4	4104.7604
removed	removed	ATP2C1	2545.7057
ATP2C2	604.3203	ATP2C2	293.4906
ATP5A1	8551.6333	ATP5A1	9586.6115
ATP5B	11635.9326	ATP5B	9390.2043
ATP5C1	3709.1675	ATP5C1	2301.9966
ATP5D	819.8103	ATP5D	788.2425
ATP5EP2	16.333	ATP5EP2	23.8975
ATP5E	3388.3035	ATP5E	3369.5405
ATP5F1	3307.6923	ATP5F1	2310.9581
ATP5G1	1042.1496	ATP5G1	707.2152
ATP5G2	8021.6017	ATP5G2	4535.2879
ATP5G3	2254.4784	ATP5G3	2192.9644
ATP5H	2385.1423	ATP5H	1782.6004
ATP5I	1169.1201	ATP5I	1079.8623
ATP5J2	1438.3562	ATP5J2	1228.8517
ATP5J	1634.4415	ATP5J	1288.894
ATP5L	2500	ATP5L	2679.875
ATP5O	3427.2919	ATP5O	2612.29
ATP5SL	774.4995	ATP5SL	769.946
ATP5S	117.4921	ATP5S	123.2212
ATP6AP1L	38.9884	ATP6AP1L	41.8205
ATP6AP1	3515.8061	ATP6AP1	3140.2743
ATP6AP2	4295.0474	ATP6AP2	4042.7764
ATP6V0A1	1020.5479	ATP6V0A1	1507.4063
ATP6V0A2	476.2908	ATP6V0A2	514.542
ATP6V0A4	13.6986	ATP6V0A4	70.1988
ATP6V0B	2076.9231	ATP6V0B	1580.5923
ATP6V0C	2355.1106	ATP6V0C	2399.0799
ATP6V0D1	1169.6523	ATP6V0D1	2184.0029
removed	removed	ATP6V0D2	7.8414
ATP6V0E1	3213.3825	ATP6V0E1	3057.38
ATP6V0E2	561.0485	ATP6V0E2	956.2714
ATP6V1A	1716.0169	ATP6V1A	1466.706
ATP6V1B1	15.8061	ATP6V1B1	436.5019
ATP6V1B2	1013.6986	ATP6V1B2	1656.7654
ATP6V1C1	1449.9473	ATP6V1C1	1370.3694
ATP6V1C2	47.1602	ATP6V1C2	68.1189
ATP6V1D	937.3024	ATP6V1D	777.7873
ATP6V1E1	2324.0253	ATP6V1E1	2360.9934
ATP6V1E2	61.117	ATP6V1E2	81.7741
ATP6V1F	1658.588	ATP6V1F	1289.652
ATP6V1G1	3474.7102	ATP6V1G1	2322.5334
ATP6V1G2	19.4942	ATP6V1G2	15.2197
ATP6V1H	929.9262	ATP6V1H	1186.6578
ATP7A	1179.1359	ATP7A	645.6045
ATP7B	2334.0358	ATP7B	134.4232
ATP8A1	219.705	ATP8A1	354.3544
removed	removed	ATP8A2	18.6699
ATP8B1	3518.9621	ATP8B1	1136.1221
ATP8B2	375.1317	ATP8B2	1301.6642
ATP8B3	5.7956	ATP8B3	30.2452
ATP8B4	65.8588	ATP8B4	88.1218
ATP8B5P	13.6986	ATP8B5P	10.4551
ATP9A	2491.5701	ATP9A	1936.4403
ATP9B	347.7345	ATP9B	566.0708
ATPAF1	1467.3288	ATPAF1	987.8944
ATPAF2	170.1791	ATPAF2	264.1415
ATPBD4	70.6006	ATPBD4	145.6251
ATPIF1	1243.941	ATPIF1	915.1977
ATRIP	714.0674	ATRIP	227.2013
removed	removed	ATRNL1	108.6587
ATRN	1727.0811	ATRN	2163.8394
ATRX	1855.6375	ATRX	1767.6645
ATR	672.8135	ATR	766.5854
ATXN10	2810.8535	ATXN10	2422.2306
ATXN1L	696.5227	ATXN1L	1559.3086
ATXN1	1381.981	ATXN1	814.0069
ATXN2L	2932.5606	ATXN2L	2113.0573
ATXN2	1099.0516	ATXN2	606.0244
ATXN3	462.0653	ATXN3	371.9041
ATXN7L1	311.3804	ATXN7L1	204.2485
ATXN7L2	36.8809	ATXN7L2	63.4776
ATXN7L3B	2395.6797	ATXN7L3B	2936.3992
ATXN7L3	1202.8451	ATXN7L3	1190.7651
ATXN7	687.5659	ATXN7	737.8338
AUH	307.1654	AUH	329.3367
AUP1	2205.7482	AUP1	1996.8896
AURKAIP1	1114.3309	AURKAIP1	961.1256
AURKA	181.2434	AURKA	25.391
AURKB	90.6217	AURKB	11.2019
removed	removed	AURKC	5.9744
AUTS2	1485.7745	AUTS2	2349.7915
AVEN	167.5448	AVEN	204.6219
removed	removed	AVIL	17.9231
AVL9	340.8851	AVL9	213.2101
AVPI1	463.1191	AVPI1	252.4168
AVPR1A	128.0295	AVPR1A	107.9119
AVPR2	60.5901	AVPR2	58.6234
AXIN1	594.3098	AXIN1	738.5806
AXIN2	130.6639	AXIN2	147.1187
AXL	783.4563	AXL	2624.2387
AZGP1	20628.0295	AZGP1	36575.0473
AZI1	333.509	AZI1	276.3143
AZI2	988.9357	AZI2	925.2794
AZIN1	4246.0485	AZIN1	3981.9126
B2M	40511.0643	B2M	37673.5832
B3GALNT1	669.6523	B3GALNT1	435.3817
B3GALNT2	1162.5132	B3GALNT2	723.6372
removed	removed	B3GALT1	7.0946
B3GALT2	5.7956	B3GALT2	10.0817
B3GALT4	217.0706	B3GALT4	248.6828
B3GALT5	377.7661	B3GALT5	12.3221
B3GALT6	575.3425	B3GALT6	564.5773
B3GALTL	490.5163	B3GALTL	274.4473
removed	removed	B3GAT1	43.3141
B3GAT2	5.3846	B3GAT2	11.0862
B3GAT3	565.3319	B3GAT3	538.4394
B3GNT1	411.4858	B3GNT1	612.7456
B3GNT2	861.4331	B3GNT2	903.2489
B3GNT3	269.2308	B3GNT3	209.4761
removed	removed	B3GNT4	5.2276
B3GNT5	554.7945	B3GNT5	688.1719
B3GNT7	36.3541	B3GNT7	171.3895
B3GNT8	54.2677	B3GNT8	79.5337
B3GNT9	243.9305	B3GNT9	394.5656
B3GNTL1	27.4183	B3GNTL1	48.2206
B4GALNT1	23.5564	B4GALNT1	23.4979
B4GALNT2	16.333	removed	removed
B4GALNT3	199.157	B4GALNT3	296.4777
B4GALNT4	299.2624	B4GALNT4	187.819
B4GALT1	4758.1665	B4GALT1	7665.8539
B4GALT2	879.8736	B4GALT2	917.0646
B4GALT3	3872.4974	B4GALT3	649.7119
B4GALT4	584.2993	B4GALT4	356.9682
B4GALT5	1618.5458	B4GALT5	1925.6117
B4GALT6	34.7734	B4GALT6	60.4904
B4GALT7	349.3151	B4GALT7	403.6429
B9D1	71.196	B9D1	200.0926
B9D2	85.353	B9D2	137.7464
BAALC	28.451	BAALC	92.6026
BACE1	643.3087	BACE1	1173.2154
BACE2	3886.196	BACE2	1405.0954
BACH1	701.2645	BACH1	850.9733
BACH2	49.5258	BACH2	223.2918
BAD	1059.9368	BAD	733.4949
BAG1	1558.5827	BAG1	1657.4301
BAG2	100.6322	BAG2	176.9905
BAG3	2429.3994	BAG3	2500.2707
BAG4	281.3488	BAG4	121.3542
BAG5	1279.2413	BAG5	2072.357
BAHCC1	208.6407	BAHCC1	727.752
BAHD1	572.1812	BAHD1	1000.3323
BAI1	10.5374	BAI1	27.258
BAI2	271.8651	BAI2	151.2261
removed	removed	BAI3	12.6955
BAIAP2L1	269.7576	BAIAP2L1	544.4138
BAIAP2L2	77.4499	removed	removed
BAIAP2	1213.9094	BAIAP2	1094.9924
BAIAP3	25.8272	BAIAP3	314.3187
BAK1	311.3804	BAK1	245.3223
BAMBI	2458.3772	BAMBI	499.9795
BANF1	2266.0695	BANF1	1787.4546
BANK1	27.9241	BANK1	20.9103
BANP	129.6101	BANP	181.0979
BAP1	1172.2866	BAP1	1593.2878
BARD1	118.5458	BARD1	39.2068
BARX1	13.6986	removed	removed
BARX2	583.2455	BARX2	1961.8313
BASP1	3590.0948	BASP1	388.707
BAT1	4768.7039	BAT1	4564.876
BAT2L1	4891.8124	BAT2L1	5504.4789
BAT2L2	7043.2034	BAT2L2	3770.5695
BAT2	9152.7924	BAT2	7079.2462
BAT3	3673.3404	BAT3	4113.2216
BAT4	345.1001	BAT4	324.4826
BAT5	796.1012	BAT5	890.9268
BATF2	31.6122	BATF2	54.1427
BATF3	18.9673	BATF3	65.3446
BATF	325.079	BATF	199.3943
BAX	368.2824	BAX	411.8576
BAZ1A	1613.2771	BAZ1A	864.789
BAZ1B	2253.9515	BAZ1B	1937.9338
BAZ2A	3424.3519	BAZ2A	2403.1612
BAZ2B	799.7576	BAZ2B	809.6419
BBC3	89.0411	BBC3	91.4824
removed	removed	BBOX1	895.781
BBS10	311.9073	BBS10	317.388
BBS12	74.8156	BBS12	184.8318
BBS1	935.7218	BBS1	1221.7571
BBS2	520.5479	BBS2	1136.2491
BBS4	212.3288	BBS4	336.0579
BBS5	134.8788	BBS5	218.4376
BBS7	228.6617	BBS7	292.3704
BBS9	184.4046	BBS9	342.779
BBX	1623.8145	BBX	1820.3136
BCAM	2039.5153	BCAM	7679.6696
removed	removed	BCAN	20.9103
BCAP29	1549.5258	BCAP29	1111.6048
BCAP31	4871.9705	BCAP31	4875.8266
BCAR1	1083.7724	BCAR1	1638.8423
BCAR3	1040.569	BCAR3	547.7669
BCAS1	3292.4131	BCAS1	306.1861
BCAS2	594.6365	BCAS2	835.1375
BCAS3	625.922	BCAS3	575.7792
BCAS4	678.6091	BCAS4	1589.5538
BCAT1	169.6523	BCAT1	384.5996
BCAT2	668.5985	BCAT2	552.2551
BCCIP	1685.4373	BCCIP	1101.7733
BCDIN3D	181.059	BCDIN3D	141.4542
BCHE	43.7302	BCHE	229.6396
BCKDHA	966.2803	BCKDHA	977.9285
BCKDHB	481.5595	BCKDHB	482.4298
BCKDK	1031.6122	BCKDK	1048.5006
BCL10	375.6586	BCL10	367.4233
BCL11A	21.0748	BCL11A	119.4873
BCL11B	875.6586	BCL11B	82.8943
BCL2A1	29.5047	BCL2A1	48.9151
BCL2L10	8.4299	BCL2L10	10.8285
BCL2L11	1183.3509	BCL2L11	610.8786
BCL2L12	167.5079	BCL2L12	149.4972
