gene_id	TCGA-BH-A0DK-01A-21R-A056-07	gene_id	TCGA-BH-A0DK-11A-13R-A089-07
STAC3	96.2601	STAC3	20.3833
STAC	27.0027	STAC	86.8615
STAG1	921.5122	STAG1	1069.5941
STAG2	1995.0495	STAG2	3255.5564
STAG3L1	28.8029	STAG3L1	79.8659
STAG3L2	18.9019	STAG3L2	85.6955
STAG3L3	85.8911	STAG3L3	166.7449
STAG3L4	94.0594	STAG3L4	125.337
STAG3	18.1053	STAG3	18.4362
STAM2	1021.1521	STAM2	1291.8458
STAMBPL1	161.1161	STAMBPL1	72.8704
STAMBP	870.387	STAMBP	1032.7188
STAM	578.3078	STAM	496.3929
STAP1	29.2529	removed	removed
STAP2	1086.8587	STAP2	656.4162
STARD10	5914.4914	STARD10	2789.4775
STARD13	524.3024	STARD13	851.4173
STARD3NL	521.1521	STARD3NL	536.9088
STARD3	716.9217	STARD3	684.3985
STARD4	64.8065	STARD4	171.6826
STARD5	103.9604	STARD5	92.9826
STARD7	3356.5392	STARD7	2764.1478
STARD8	396.0396	STARD8	178.3867
STAR	8.5509	STAR	9.3274
STAT1	12207.9208	STAT1	2711.652
STAT2	2710.6211	STAT2	1926.1095
STAT3	5136.3636	STAT3	7800.3352
STAT4	159.3159	STAT4	35.8522
STAT5A	902.3402	STAT5A	1115.4995
STAT5B	1320.432	STAT5B	2070.1013
STAT6	3448.6949	STAT6	3160.2419
STAU1	3237.1737	STAU1	3439.4812
STAU2	708.8209	STAU2	906.5073
STBD1	517.8173	STBD1	542.2546
STC1	2268.6769	STC1	1803.6872
STC2	1136.8137	STC2	11459.0104
STEAP1	143.1143	STEAP1	137.5792
STEAP2	239.4239	STEAP2	717.9188
STEAP3	611.6112	STEAP3	1186.3295
STEAP4	1955.4455	STEAP4	2098.375
STIL	331.6832	STIL	163.5211
STIM1	1081.9082	STIM1	2168.0391
STIM2	514.8515	STIM2	917.5836
STIP1	3494.1494	STIP1	2811.3386
STK10	1388.3888	STK10	542.1555
STK11IP	377.1377	STK11IP	410.6974
STK11	1542.3042	STK11	771.2599
STK16	670.5671	STK16	627.5596
STK17A	729.523	STK17A	616.4833
STK17B	1239.874	STK17B	901.8436
STK19	232.7453	STK19	257.11
STK24	2827.6328	STK24	2193.3979
STK25	1534.2034	STK25	1179.0425
STK32B	291.6292	STK32B	192.3778
STK32C	82.3582	STK32C	66.1663
STK35	1064.3564	STK35	1121.0377
STK36	365.4365	STK36	548.2766
STK38L	1039.1539	STK38L	1030.3869
STK38	1808.7309	STK38	1047.0014
STK39	1305.5806	STK39	699.847
STK3	400.09	STK3	654.3759
STK40	1271.3771	STK40	1415.1425
STK4	1254.2754	STK4	814.1077
STMN1	4301.5302	STMN1	1271.7336
STMN2	51.3051	STMN2	23.9015
STMN3	776.7777	STMN3	515.9222
STOML1	174.1674	STOML1	194.7096
STOML2	1276.3276	STOML2	1274.0654
STOM	6890.189	STOM	4145.4492
removed	removed	STON1-GTF2A1L	8.8377
STON1	447.3447	STON1	240.0874
STON2	327.6328	STON2	239.0148
STOX1	116.5617	STOX1	161.7722
STOX2	45.9046	STOX2	66.4578
STRA13	818.1818	STRA13	395.5403
STRA6	446.4446	STRA6	107.2652
STRADA	874.4374	STRADA	464.9129
STRADB	247.9748	STRADB	364.9348
STRAP	2534.2034	STRAP	2236.5372
STRBP	972.9973	STRBP	1242.8769
removed	removed	STRC	10.2019
STRN3	577.8578	STRN3	806.8207
STRN4	2036.0036	STRN4	1420.9721
STRN	347.4347	STRN	654.9588
STS	756.9757	STS	505.4288
STT3A	3032.4032	STT3A	4299.06
STT3B	1792.9793	STT3B	2825.3297
STUB1	2079.2709	STUB1	1000.1341
STX10	212.8713	STX10	221.8174
STX11	186.3186	STX11	70.83
STX12	921.2421	STX12	2033.9576
STX16	873.5374	STX16	1450.7032
STX17	966.6967	STX17	1207.3162
STX18	658.8659	STX18	599.8688
STX19	6.3006	STX19	102.893
STX1A	64.3519	STX1A	62.3537
STX1B	16.6517	STX1B	30.897
STX2	211.9712	STX2	139.6196
STX3	577.8578	STX3	1231.8006
STX4	729.0729	STX4	594.9136
STX5	1516.6517	STX5	1035.3421
STX6	1273.9514	STX6	1020.0714
STX7	1251.5752	STX7	1186.621
STX8	331.6832	STX8	350.3607
STXBP1	703.4203	STXBP1	774.4662
STXBP2	2283.5284	STXBP2	1471.3984
STXBP3	805.5806	STXBP3	1095.9703
STXBP4	247.0747	STXBP4	192.9607
STXBP5	338.3753	STXBP5	475.6802
STXBP6	61.2061	STXBP6	11.6593
STYK1	70.207	STYK1	404.2848
STYXL1	983.7984	STYXL1	497.2674
STYX	502.7003	STYX	607.1559
SUB1	5384.3384	SUB1	5314.5814
SUCLA2	461.0711	SUCLA2	1384.0443
SUCLG1	1225.9226	SUCLG1	1577.7891
SUCLG2	856.4356	SUCLG2	2263.9365
SUCNR1	8.1008	SUCNR1	6.9956
SUDS3	1617.4617	SUDS3	1693.7987
SUFU	823.1323	SUFU	669.2414
SUGT1L1	26.1116	SUGT1L1	50.2077
SUGT1	454.9955	SUGT1	474.8233
SULF1	7950.045	SULF1	1531.4436
SULF2	4741.6742	SULF2	3255.5564
SULT1A1	297.9298	SULT1A1	292.6474
SULT1A2	11.2511	SULT1A2	19.2378
SULT1A3	441.4761	SULT1A3	382.6569
SULT1B1	6.3006	removed	removed
removed	removed	SULT1C2	97.3548
removed	removed	SULT1C3	11238.6504
SULT1C4	39.1539	SULT1C4	549.734
removed	removed	SULT1E1	23.61
SULT2B1	747.0747	SULT2B1	374.2622
removed	removed	SULT4A1	10.4933
SUMF1	770.9271	SUMF1	1284.8503
SUMF2	2758.3258	SUMF2	3975.807
SUMO1P3	106.6607	SUMO1P3	118.9244
SUMO1	2216.4716	SUMO1	1767.5435
SUMO2	3499.0999	SUMO2	2185.5279
SUMO3	3052.6553	SUMO3	1906.5802
SUN1	1406.3906	SUN1	2554.5435
SUN2	3334.8335	SUN2	4212.1985
SUOX	631.8632	SUOX	1434.0888
SUPT16H	3765.9766	SUPT16H	3182.9775
SUPT3H	71.1071	SUPT3H	111.0544
SUPT4H1	3933.8209	SUPT4H1	1106.9358
SUPT5H	3016.6517	SUPT5H	2720.6879
SUPT6H	2423.9424	SUPT6H	3101.0712
SUPT7L	826.2826	SUPT7L	889.8929
SUPV3L1	533.7534	SUPV3L1	524.3751
SURF1	546.8047	SURF1	690.2281
SURF2	225.0225	SURF2	177.5122
SURF4	7367.6868	SURF4	5067.1136
SURF6	748.4248	SURF6	643.5911
SUSD1	172.8173	SUSD1	264.6652
SUSD2	1173.7174	SUSD2	546.2362
SUSD3	611.6112	SUSD3	1060.701
SUSD4	686.3186	SUSD4	546.8192
SUSD5	85.0585	SUSD5	40.5159
SUV39H1	391.0891	SUV39H1	195.0011
SUV39H2	147.1647	SUV39H2	179.5526
SUV420H1	1103.5104	SUV420H1	1470.5239
SUV420H2	168.3168	SUV420H2	94.44
SUZ12P	68.8569	SUZ12P	131.1667
SUZ12	549.955	SUZ12	1142.6073
SV2A	88.6589	SV2A	188.88
SV2B	80.108	SV2B	39.0585
removed	removed	SV2C	26.5248
SVEP1	1291.4131	SVEP1	1054.7635
SVIL	2480.486	SVIL	2448.52
SVIP	351.4851	SVIP	494.644
SWAP70	1492.3492	SWAP70	3396.0504
SYAP1	1477.0477	SYAP1	1755.8843
SYBU	1423.4923	SYBU	1602.6292
SYCE1L	9.4509	SYCE1L	7.287
removed	removed	SYCE2	8.1615
removed	removed	SYCP1	49.5518
SYCP2	270.9271	SYCP2	336.6611
SYDE1	384.3384	SYDE1	179.8441
SYDE2	74.2574	SYDE2	304.3066
SYF2	1107.5608	SYF2	1002.6962
SYK	844.2844	SYK	506.8862
SYMPK	1741.6742	SYMPK	1700.5028
SYN1	38.7039	SYN1	9.6189
SYN2	74.2574	SYN2	256.2122
SYN3	5.8506	removed	removed
SYNCRIP	3772.2772	SYNCRIP	4869.1977
SYNC	115.8371	SYNC	229.1452
SYNE1	1629.613	SYNE1	1438.1695
SYNE2	3563.9064	SYNE2	4598.7029
SYNGAP1	215.5716	SYNGAP1	318.0063
SYNGR1	480.5806	SYNGR1	637.8838
SYNGR2	8148.9649	SYNGR2	4276.9074
SYNGR3	103.0603	removed	removed
SYNJ1	292.0792	SYNJ1	355.0244
SYNJ2BP	863.1863	SYNJ2BP	1589.4484
SYNJ2	994.1494	SYNJ2	793.9955
SYNM	1075.1575	SYNM	23207.7534
removed	removed	SYNPO2L	389.7107
SYNPO2	1933.8434	SYNPO2	3294.3234
SYNPO	2586.4086	SYNPO	1740.4358
SYNRG	1153.9154	SYNRG	1357.7206
SYPL1	2177.7678	SYPL1	2891.7875
SYPL2	28.3528	SYPL2	7.287
SYP	40.5041	SYP	36.7267
SYS1-DBNDD2	14.928	SYS1-DBNDD2	20.6689
SYS1	947.2457	SYS1	989.7457
SYT11	591.3591	SYT11	188.88
SYT12	79.2079	SYT12	1378.9988
SYT13	1791.6292	SYT13	113.3863
removed	removed	SYT14	6.1211
SYT15	82.8083	SYT15	39.0585
SYT17	139.964	SYT17	172.2655
SYT1	758.3258	SYT1	143.7004
SYT2	7.2007	SYT2	11.0763
removed	removed	SYT3	11.0763
SYT6	14.8515	SYT6	127.0859
SYT7	923.4923	SYT7	1441.0843
SYT8	15.7516	SYT8	220.0685
SYT9	250.225	SYT9	130.8752
SYTL1	537.8038	SYTL1	518.837
SYTL2	1193.9694	SYTL2	3215.0404
SYTL3	91.8092	SYTL3	135.2474
SYTL4	510.351	SYTL4	586.1692
SYTL5	238.5239	SYTL5	556.7296
SYVN1	2637.2637	SYVN1	2002.1861
TAB1	740.3915	TAB1	657.1683
TAB2	1916.7417	TAB2	2506.1575
TAB3	727.7228	TAB3	1008.5258
TAC1	8.5509	TAC1	35.8522
TACC1	2119.712	TACC1	2874.8816
TACC2	1422.1422	TACC2	2587.7724
TACC3	1300.6301	TACC3	207.5348
TACO1	851.0351	TACO1	326.7507
TACR1	77.4077	TACR1	88.9018
TACR2	33.3033	TACR2	27.1078
TACSTD2	7160.216	TACSTD2	11410.6245
TADA1	341.1341	TADA1	271.0778
TADA2A	130.9631	TADA2A	184.5078
TADA2B	1200.7201	TADA2B	1418.6402
TADA3	2105.6076	TADA3	1635.5986
TAF10	649.865	TAF10	618.5236
TAF11	608.9109	TAF11	519.1285
TAF12	400.09	TAF12	362.02
TAF13	171.0171	TAF13	271.0778
TAF15	2841.5842	TAF15	2819.2086
TAF1A	103.0603	TAF1A	88.3189
TAF1B	140.8641	TAF1B	217.7366
TAF1C	457.2457	TAF1C	502.2225
TAF1D	361.3681	TAF1D	462.5869
TAF1L	20.252	TAF1L	33.2289
TAF1	942.3942	TAF1	1243.1684
TAF2	684.0684	TAF2	759.3092
TAF3	334.3834	TAF3	215.9878
TAF4B	142.6643	TAF4B	155.9426
TAF4	521.1521	TAF4	417.4014
TAF5L	728.6229	TAF5L	638.3444
TAF5	112.5113	TAF5	89.1933
TAF6L	221.4221	TAF6L	229.3959
TAF6	1358.2358	TAF6	868.9062
TAF7	3800.6301	TAF7	2732.6386
TAF8	430.243	TAF8	531.9537
TAF9B	658.4158	TAF9B	720.5422
TAF9	1272.2772	TAF9	1121.8917
TAGAP	433.8434	TAGAP	111.0544
TAGLN2	12729.523	TAGLN2	9065.9477
TAGLN	8631.4131	TAGLN	19529.8521
TAL1	71.1071	TAL1	53.6326
TALDO1	3637.7138	TALDO1	2557.1668
TANC1	1094.9595	TANC1	1307.5858
TANC2	2851.9352	TANC2	1804.8532
TANK	1051.7552	TANK	1107.0466
TAOK1	369.937	TAOK1	860.7447
TAOK2	1427.5428	TAOK2	1197.4058
TAOK3	1163.8164	TAOK3	1057.2032
TAP1	4668.3168	TAP1	810.9014
TAP2	1969.901	TAP2	630.3053
TAPBPL	528.3573	TAPBPL	397.0036
TAPBP	8106.2106	TAPBP	3121.7664
TAPT1	675.0675	TAPT1	843.5473
TARBP1	457.2457	TARBP1	652.3355
TARBP2	495.9496	TARBP2	348.3203
TARDBP	2833.0333	TARDBP	3271.0049
TARP	42.7543	TARP	612.694
TARS2	796.5797	TARS2	577.4248
TARSL2	275.8776	TARSL2	220.9429
TARS	2476.1476	TARS	1887.0509
removed	removed	TAS1R1	5.2467
TAS1R3	10.351	TAS1R3	6.4126
removed	removed	TAS2R14	7.7272
TAS2R20	5.8506	TAS2R20	13.4081
TAS2R5	7.6508	TAS2R5	6.1211
TASP1	123.7624	TASP1	220.6515
removed	removed	TATDN1	314.5085
TATDN2	1335.2835	TATDN2	1293.5947
TATDN3	237.1737	TATDN3	276.9074
TAT	40.054	TAT	7589.0111
TAX1BP1	2943.2943	TAX1BP1	4949.3551
TAX1BP3	1912.8713	TAX1BP3	1715.4092
TAZ	171.4671	TAZ	180.7185
TBC1D10A	1195.6031	TBC1D10A	627.7461
TBC1D10B	1673.7174	TBC1D10B	886.6866
TBC1D10C	225.0225	TBC1D10C	21.2781
TBC1D12	350.5851	TBC1D12	376.8855
TBC1D13	675.9676	TBC1D13	896.597
TBC1D14	1013.0513	TBC1D14	2013.5539
TBC1D15	1002.7003	TBC1D15	1180.7914
TBC1D16	271.3771	TBC1D16	1139.401
TBC1D17	1250.153	TBC1D17	977.827
TBC1D19	107.1107	TBC1D19	147.1981
TBC1D1	1723.2223	TBC1D1	1296.218
TBC1D20	1168.7669	TBC1D20	1386.8688
TBC1D22A	520.7021	TBC1D22A	352.6926
TBC1D22B	388.6274	TBC1D22B	453.1167
TBC1D23	770.027	TBC1D23	972.6736
TBC1D24	186.3186	TBC1D24	841.2155
TBC1D25	348.3348	TBC1D25	428.4777
TBC1D2B	1218.7219	TBC1D2B	745.3181
TBC1D2	564.8065	TBC1D2	669.2414
TBC1D3B	47.7048	TBC1D3B	53.6326
TBC1D3C	8.5509	TBC1D3C	8.453
removed	removed	TBC1D3G	7.5785
TBC1D3H	5.4005	TBC1D3H	9.6189
TBC1D3	128.0243	TBC1D3	272.2757
TBC1D4	840.6841	TBC1D4	2234.4968
TBC1D5	1052.6553	TBC1D5	1606.0628
TBC1D7	277.6778	TBC1D7	230.2703
TBC1D8B	186.7687	TBC1D8B	442.1774
TBC1D8	674.6175	TBC1D8	1334.9851
TBC1D9B	3494.5995	TBC1D9B	4661.3714
TBC1D9	9277.6778	TBC1D9	7273.3367
TBCA	2168.7669	TBCA	1040.0058
TBCB	1579.6265	TBCB	594.7533
TBCCD1	226.3726	TBCCD1	370.1814
TBCC	634.1134	TBCC	276.9074
TBCD	1550.351	TBCD	1609.9949
TBCEL	254.7255	TBCEL	399.6211
TBCE	509.3339	TBCE	366.9285
TBCK	460.7606	TBCK	680.4226
TBK1	681.3681	TBK1	723.457
TBKBP1	327.1827	TBKBP1	202.2881
TBL1XR1	2882.0882	TBL1XR1	2570.5749
TBL1X	851.9352	TBL1X	858.9958
TBL2	996.8497	TBL2	740.0714
TBL3	809.631	TBL3	672.1562
TBPL1	256.9757	TBPL1	204.037
TBP	283.0783	TBP	253.8803
TBRG1	459.4959	TBRG1	1005.0222
TBRG4	1043.2043	TBRG4	780.0044
removed	removed	TBX10	8.453
TBX15	256.5257	TBX15	106.3907
TBX18	115.2115	TBX18	79.283
TBX19	48.6049	TBX19	55.09
TBX1	445.9946	TBX1	31.48
removed	removed	TBX20	11.9507
TBX21	64.8065	TBX21	5.2467
TBX2	457.2457	TBX2	74.0363
TBX3	3092.7093	TBX3	1831.6695
TBX4	9.4509	removed	removed
TBX5	105.3105	TBX5	25.0674
TBX6	21.1521	TBX6	34.9778
TBXA2R	115.6616	TBXA2R	14.8656
TBXAS1	278.5779	TBXAS1	572.1781
TC2N	1682.7183	TC2N	4645.6314
removed	removed	TCAP	8.7444
TCEA1	937.8938	TCEA1	1189.5358
TCEA2	299.73	TCEA2	215.1133
TCEA3	1197.5698	TCEA3	607.7388
TCEAL1	491.4491	TCEAL1	425.8544
TCEAL2	11.2511	TCEAL2	25.0674
TCEAL3	1265.5266	TCEAL3	650.5866
TCEAL4	4320.8821	TCEAL4	2500.0364
TCEAL5	21.1521	TCEAL5	77.2426
TCEAL6	34.2034	TCEAL6	30.897
TCEAL7	50.8551	TCEAL7	92.9826
TCEAL8	1077.4077	TCEAL8	914.9603
TCEANC	60.306	TCEANC	57.7133
TCEB1	596.3096	TCEB1	449.7559
TCEB2	2869.0369	TCEB2	864.2425
TCEB3	1185.171	TCEB3	1479.2276
TCERG1	848.7849	TCERG1	778.8384
TCF12	1838.8839	TCF12	2110.0342
TCF19	740.7741	TCF19	247.4678
TCF20	1418.5419	TCF20	1528.5287
TCF25	2073.3573	TCF25	2024.0472
TCF3	2317.2817	TCF3	1066.8221
TCF4	2443.2943	TCF4	1251.3299
TCF7L1	649.865	TCF7L1	514.1733
TCF7L2	663.8164	TCF7L2	809.444
TCF7	847.8848	TCF7	742.4033
TCFL5	338.8839	TCFL5	269.0374
TCHH	44.1044	removed	removed
TCHP	437.8938	TCHP	392.334
TCIRG1	870.8371	TCIRG1	344.2396
TCL1A	110.261	removed	removed
TCN1	68.4068	TCN1	1200.0291
TCN2	632.7633	TCN2	395.2489
TCOF1	1175.5176	TCOF1	821.3947
TCP10L	24.3294	TCP10L	16.4162
TCP11L1	183.6184	TCP11L1	164.5355
TCP11L2	156.6157	TCP11L2	242.5126
TCP1	4143.5644	TCP1	3741.1703
TCTA	771.8272	TCTA	1376.9584
TCTE3	19.802	TCTE3	20.9867
TCTEX1D2	104.4104	TCTEX1D2	96.4804
removed	removed	TCTEX1D4	10.7848
TCTN1	846.2421	TCTN1	624.6448
TCTN2	567.9568	TCTN2	458.5003
TCTN3	1434.7435	TCTN3	1596.4439
removed	removed	TDGF1	5.5381
TDG	569.757	TDG	542.447
TDO2	179.568	removed	removed
TDP1	481.0981	TDP1	487.0655
TDP2	937.4437	TDP2	957.2251
TDRD10	8.5509	TDRD10	12.2422
TDRD12	5.6211	removed	removed
removed	removed	TDRD1	365.2263
TDRD3	318.6319	TDRD3	441.0114
TDRD5	109.811	TDRD5	203.7455
TDRD6	6.3006	TDRD6	14.8656
TDRD7	644.4644	TDRD7	484.4422
removed	removed	TDRD9	90.0678
TDRKH	253.3753	TDRKH	336.6611
TEAD1	1166.9667	TEAD1	1952.6343
TEAD2	1602.6103	TEAD2	937.4044
TEAD3	809.1809	TEAD3	1059.5351
TEAD4	237.1737	TEAD4	123.2967
TECPR1	203.4203	TECPR1	243.97
TECPR2	616.1116	TECPR2	1163.3025
TECR	2308.2808	TECR	2188.4428
TECTA	9.4509	TECTA	18.3633
TEC	29.703	TEC	38.1841
TEF	499.55	TEF	709.1744
removed	removed	TEKT2	10.4933
TEKT3	6.7507	TEKT3	8.453
TEKT5	6.3006	removed	removed
TEK	621.5122	TEK	225.6066
TELO2	470.7471	TELO2	497.8503
TENC1	2102.6103	TENC1	1714.1879
TEP1	602.1602	TEP1	1085.1855
removed	removed	TEPP	6.4126
TERF1	667.8668	TERF1	572.7611
TERF2IP	1872.1872	TERF2IP	1510.4569
TERF2	544.5545	TERF2	590.5414
TESC	35.5536	TESC	436.3477
TESK1	1399.1899	TESK1	773.5918
TESK2	147.6148	TESK2	467.2448
TES	844.6895	TES	2457.0371
TET1	45.9046	TET1	61.2111
TET2	680.468	TET2	923.4132
TET3	565.7066	TET3	661.3714
TEX10	413.1413	TEX10	510.384
TEX11	6.3006	removed	removed
removed	removed	TEX14	15.74
TEX19	9.901	removed	removed
TEX261	2121.0621	TEX261	2698.2438
TEX264	969.3969	TEX264	1177.8766
TEX2	1969.3969	TEX2	3075.4208
TEX9	73.8074	TEX9	188.88
TFAM	413.1413	TFAM	747.9414
TFAP2A	2068.3978	TFAP2A	2842.7399
TFAP2B	61.2061	TFAP2B	2263.062
TFAP2C	1027.9028	TFAP2C	2428.332
TFAP2E	7.2007	TFAP2E	9.9104
TFAP4	280.8281	TFAP4	106.0992
TFB1M	211.9712	TFB1M	215.6963
TFB2M	353.7354	TFB2M	416.2355
TFCP2L1	167.8668	TFCP2L1	1692.0498
TFCP2	701.6202	TFCP2	690.2281
TFDP1	1122.4122	TFDP1	1299.7158
TFDP2	224.5725	TFDP2	325.0018
removed	removed	TFDP3	37.3096
TFE3	1328.5329	TFE3	1174.6703
TFEB	405.4905	TFEB	274.284
TFEC	206.1206	TFEC	48.0944
TFF1	12719.1719	TFF1	6101.8728
removed	removed	TFF2	18.3633
TFF3	15563.0063	TFF3	4388.5448
TFG	2675.0675	TFG	1922.6117
TFIP11	967.7183	TFIP11	846.2698
TFPI2	58.5059	TFPI2	1841.8713
TFPI	544.5545	TFPI	490.2718
TFPT	675.6346	TFPT	184.2804
TFR2	7.2007	TFR2	6.7041
TFRC	1332.1332	TFRC	2812.796
TF	328.9829	TF	638.6359
TGDS	153.9154	TGDS	197.6244
TGFA	200.27	TGFA	473.6574
TGFB1I1	787.1287	TGFB1I1	617.6492
TGFB1	2268.6769	TGFB1	477.4466
TGFB2	261.9262	TGFB2	796.9103
TGFB3	1872.1872	TGFB3	1027.7636
TGFBI	2405.4905	TGFBI	1095.6788
TGFBR1	1121.9622	TGFBR1	1914.7417
TGFBR2	3895.1395	TGFBR2	4581.797
TGFBR3	916.7417	TGFBR3	3073.6719
TGFBRAP1	261.4761	TGFBRAP1	413.0292
TGIF1	2263.2763	TGIF1	1275.8143
TGIF2	640.9586	TGIF2	444.4772
TGM1	28.3528	TGM1	27.1078
TGM2	2090.9091	TGM2	777.6725
TGM3	57.1557	TGM3	8.453
TGM5	7.2007	TGM5	19.8207
TGOLN2	4866.7867	TGOLN2	8074.6193
TGS1	536.4536	TGS1	567.2229
removed	removed	TG	9.3274
TH1L	1380.7381	TH1L	2155.2139
THADA	874.8875	THADA	1097.4277
THAP10	59.856	THAP10	40.5159
THAP11	480.198	THAP11	475.9892
THAP1	189.4689	THAP1	206.0774
THAP2	108.9109	THAP2	99.9781
THAP3	194.8875	THAP3	166.2086
THAP4	1393.7894	THAP4	767.4707
THAP5	414.4914	THAP5	599.8688
THAP6	270.027	THAP6	396.9977
THAP7	300.4275	THAP7	219.8878
THAP8	146.2646	THAP8	109.597
THAP9	90.9091	THAP9	143.1174
THBD	1182.2682	THBD	580.9225
THBS1	15382.5383	THBS1	8311.8852
THBS2	6985.1485	THBS2	2164.5413
THBS3	507.2277	THBS3	532.8485
THBS4	1696.6697	THBS4	834.217
removed	removed	THEG	13.9911
THEM4	354.1854	THEM4	421.4822
removed	removed	THEM5	9.9104
THEMIS	113.8614	THEMIS	10.2019
THG1L	242.5743	THG1L	150.1129
THNSL1	162.4662	THNSL1	223.2748
THNSL2	806.0306	THNSL2	1146.9795
THOC1	387.9388	THOC1	406.3251
THOC2	1179.1179	THOC2	1583.9102
THOC3	946.4446	THOC3	478.6125
THOC4	1438.7939	THOC4	512.7159
THOC5	623.3123	THOC5	585.2948
THOC6	423.2313	THOC6	283.4424
THOC7	747.5248	THOC7	807.4036
THOP1	545.9046	THOP1	473.0744
THPO	39.604	THPO	8.453
THRAP3	5058.9559	THRAP3	4668.0755
THRA	368.3393	THRA	744.1143
THRB	510.351	THRB	1339.0658
THRSP	96.7597	THRSP	4826.0584
THSD1P1	89.1089	THSD1P1	136.2822
THSD1	201.6202	THSD1	153.9022
THSD4	1596.3096	THSD4	4651.1696
THSD7A	76.9577	THSD7A	53.6326
THSD7B	55.3555	THSD7B	53.0496
THTPA	219.1719	THTPA	352.1096
THUMPD1	1002.7003	THUMPD1	2331.8516
THUMPD2	170.117	THUMPD2	188.297
THUMPD3	874.4374	THUMPD3	1059.8266
THY1	6487.3987	THY1	941.1936
THYN1	500	THYN1	554.9807
TIA1	842.9343	TIA1	1369.6714
TIAF1	230.108	TIAF1	230.9466
TIAL1	1369.4869	TIAL1	1325.6577
TIAM1	445.5446	TIAM1	646.7973
TIAM2	71.2871	TIAM2	163.3491
TICAM1	851.4851	TICAM1	629.8914
TICAM2	220.4365	TICAM2	16.3842
TIE1	1181.3681	TIE1	373.6792
TIFAB	27.0027	removed	removed
TIFA	273.6274	TIFA	554.9807
TIGD1	174.6175	TIGD1	95.6059
TIGD2	101.2601	TIGD2	198.2074
TIGD3	22.5023	TIGD3	6.9956
TIGD4	7.2007	TIGD4	11.6593
TIGD5	148.5149	TIGD5	92.6911
TIGD6	185.8686	TIGD6	236.1
TIGD7	292.0702	TIGD7	270.0984
TIGIT	357.3357	TIGIT	5.2467
TIMD4	27.0027	removed	removed
TIMELESS	1421.6922	TIMELESS	578.8822
TIMM10	333.0333	TIMM10	426.7288
TIMM13	1283.5284	TIMM13	722.291
TIMM16	190.324	TIMM16	92.3268
TIMM17A	1401.4401	TIMM17A	998.0325
TIMM17B	929.3429	TIMM17B	422.6481
TIMM22	417.6418	TIMM22	421.1907
TIMM44	476.1476	TIMM44	419.4418
TIMM50	885.2385	TIMM50	561.9762
TIMM8A	102.6103	TIMM8A	99.1037
TIMM8B	314.5815	TIMM8B	442.7603
TIMM9	528.8029	TIMM9	385.3385
TIMP1	11462.6463	TIMP1	3291.4086
TIMP2	9332.1332	TIMP2	6002.1861
TIMP3	30105.3105	TIMP3	10718.0646
TIMP4	135.4635	TIMP4	38.767
TINAGL1	771.8272	TINAGL1	1176.1277
TINF2	1383.4383	TINF2	1198.5717
TIPARP	1485.5446	TIPARP	5088.9601
TIPIN	101.2601	TIPIN	73.4533
TIPRL	886.1386	TIPRL	1117.8314
TIRAP	116.5617	TIRAP	221.5259
TJAP1	547.7048	TJAP1	377.4685
TJP1	2473.8974	TJP1	2688.3335
TJP2	1699.82	TJP2	1810.0998
TJP3	1068.4068	TJP3	1104.7147
TK1	1374.8875	TK1	589.3755
TK2	550.8551	TK2	966.844
TKT	3093.6094	TKT	5007.6514
TLCD1	147.1647	TLCD1	131.7496
TLE1	564.8065	TLE1	874.7358
TLE2	366.3366	TLE2	864.2425
TLE3	3614.7615	TLE3	2133.0613
TLE4	366.3366	TLE4	504.8459
TLE6	17.1017	TLE6	34.6863
TLK1	1099.91	TLK1	1599.0673
TLK2	1202.9703	TLK2	613.277
TLL1	43.2043	TLL1	45.7626
TLL2	5.8506	removed	removed
TLN1	9348.7849	TLN1	7497.7775
TLN2	526.1026	TLN2	949.9381
TLR10	38.2538	TLR10	11.0763
TLR1	233.1233	TLR1	93.857
TLR2	371.2871	TLR2	313.9255
TLR3	268.2268	TLR3	172.557
TLR4	735.8236	TLR4	636.887
TLR5	239.874	TLR5	328.4996
TLR6	51.3051	TLR6	16.6144
TLR7	240.324	TLR7	763.9729
TLR8	87.3087	TLR8	13.9911
TLR9	39.0684	TLR9	5.3254
TM2D1	270.9271	TM2D1	305.1811
TM2D2	1383.8884	TM2D2	922.5388
TM2D3	535.1035	TM2D3	539.2407
TM4SF18	218.2718	TM4SF18	232.0192
TM4SF19	7.1242	TM4SF19	18.7889
TM4SF1	10070.6571	TM4SF1	7101.9456
TM6SF1	125.5626	TM6SF1	80.7404
TM6SF2	9.4509	removed	removed
TM7SF2	545.9046	TM7SF2	691.977
TM7SF3	1340.6841	TM7SF3	1698.7539
TM7SF4	10.351	TM7SF4	8.453
TM9SF1	2093.7399	TM9SF1	2313.9314
TM9SF2	3459.946	TM9SF2	6586.0235
TM9SF3	4589.1089	TM9SF3	6920.9357
TM9SF4	2352.8353	TM9SF4	2124.6083
TMBIM1	3603.0603	TMBIM1	2493.6238
TMBIM4	1453.1953	TMBIM4	2102.823
TMBIM6	27958.5959	TMBIM6	36276.3244
removed	removed	TMC2	10.2019
removed	removed	TMC3	9.3274
TMC4	1653.9154	TMC4	1484.2236
TMC5	30.6031	TMC5	843.8388
TMC6	1162.4662	TMC6	876.7762
TMC7	98.1098	TMC7	71.1215
TMC8	483.3483	TMC8	62.96
TMCC1	1154.3654	TMCC1	942.0681
