gene_id	TCGA-BH-A0DK-01A-21R-A056-07	gene_id	TCGA-BH-A0DK-11A-13R-A089-07
ANKRD52	887.9388	ANKRD52	1618.0136
ANKRD53	15.7516	ANKRD53	11.9507
ANKRD54	468.4968	ANKRD54	350.3607
ANKRD55	18.9019	removed	removed
ANKRD56	106.6607	ANKRD56	158.2744
ANKRD57	303.3303	ANKRD57	816.4396
ANKRD58	23.4023	removed	removed
ANKRD5	237.1737	ANKRD5	329.957
ANKRD6	164.4014	ANKRD6	221.0595
ANKRD9	72.9073	ANKRD9	67.3322
ANKS1A	654.3654	ANKS1A	1235.0069
ANKS1B	61.2061	ANKS1B	156.817
ANKS3	118.3618	ANKS3	169.0592
ANKS6	149.865	ANKS6	80.1574
ANKZF1	499.55	ANKZF1	595.2051
ANLN	552.6553	ANLN	161.1892
ANO10	549.505	ANO10	1654.7402
ANO1	2433.3933	ANO1	6201.8509
ANO2	8.5509	ANO2	10.7848
ANO3	5.8506	ANO3	24.193
removed	removed	ANO4	7.87
ANO5	31.5032	ANO5	160.6063
ANO6	2375.3375	ANO6	2946.0031
ANO7	420.7921	ANO7	28.2737
ANO8	196.6697	ANO8	324.1274
ANO9	106.2106	ANO9	121.8392
ANP32A	5056.7057	ANP32A	2416.6727
ANP32B	4491.4491	ANP32B	2249.6539
ANP32E	1182.2682	ANP32E	631.3488
ANPEP	841.5842	ANPEP	3020.3308
ANTXR1	5648.0648	ANTXR1	3645.85
ANTXR2	1251.5752	ANTXR2	842.3814
ANUBL1	135.9136	ANUBL1	186.2566
ANXA11	5082.3582	ANXA11	3003.4249
removed	removed	ANXA13	8.1615
ANXA1	3914.0414	ANXA1	8637.1785
ANXA2P1	49.955	ANXA2P1	96.7718
ANXA2P2	4928.4428	ANXA2P2	5744.808
ANXA2P3	5.8506	removed	removed
ANXA2	19110.261	ANXA2	17518.0354
ANXA3	317.2817	ANXA3	1281.9354
ANXA4	1487.8488	ANXA4	2024.9217
ANXA5	8230.423	ANXA5	5924.9435
ANXA6	7588.2088	ANXA6	3985.4259
ANXA7	2743.4743	ANXA7	3563.3608
ANXA8L2	130.5131	ANXA8L2	38.4756
ANXA8	330.243	ANXA8	141.077
ANXA9	977.0477	ANXA9	373.6792
AOAH	278.1278	AOAH	62.0855
AOC2	12.1512	AOC2	11.0763
AOC3	1990.5491	AOC3	591.9988
AOX1	355.5356	AOX1	222.9833
AP1AR	518.4518	AP1AR	666.6181
AP1B1	3368.1368	AP1B1	4058.0048
AP1G1	1693.5194	AP1G1	3331.3415
AP1G2	1140.9901	AP1G2	1491.8487
AP1M1	1419.892	AP1M1	750.8562
AP1M2	1980.198	AP1M2	2307.0757
AP1S1	1351.9352	AP1S1	870.3636
AP1S2	324.9325	AP1S2	212.7815
AP1S3	117.4617	AP1S3	176.0548
AP2A1	2730.9901	AP2A1	1398.2657
AP2A2	1336.1836	AP2A2	1691.7584
AP2B1	6176.8677	AP2B1	10614.2972
AP2M1	10628.2628	AP2M1	4215.9878
AP2S1	1639.514	AP2S1	1187.7869
removed	removed	AP3B1	1999.5628
AP3B2	14.8515	AP3B2	67.9152
AP3D1	3387.4887	AP3D1	3526.6341
AP3M1	1376.2376	AP3M1	1819.1358
AP3M2	531.0531	AP3M2	380.6748
AP3S1	552.2052	AP3S1	749.9818
AP3S2	2106.2871	AP3S2	1662.0855
AP4B1	298.4203	AP4B1	292.6649
AP4E1	498.1998	AP4E1	455.5855
AP4M1	304.883	AP4M1	313.7157
AP4S1	60.7561	AP4S1	91.8167
APAF1	485.1485	APAF1	561.3933
APBA1	86.4086	APBA1	389.4192
APBA2	84.1584	APBA2	24.4844
APBA3	312.3312	APBA3	167.8933
APBB1IP	557.6058	APBB1IP	175.7633
APBB1	342.0342	APBB1	541.5725
APBB2	3680.9181	APBB2	2104.4961
APBB3	124.2124	APBB3	232.3107
removed	removed	APC2	8.8523
APCDD1L	45.0045	APCDD1L	110.18
APCDD1	477.0477	APCDD1	527.8729
APC	815.9316	APC	1181.9573
APEH	1485.1485	APEH	2512.5701
APEX1	3359.586	APEX1	2645.4857
APEX2	803.7804	APEX2	683.524
APH1A	6476.5977	APH1A	3502.1497
APH1B	288.4788	APH1B	660.7885
API5	1748.8749	API5	2730.3068
APIP	225.6976	APIP	443.1946
APITD1	109.3609	APITD1	159.6356
APLF	43.2043	APLF	83.6552
APLNR	1830.333	APLNR	264.3737
APLN	139.0639	APLN	104.0589
APLP1	148.9649	APLP1	28.5652
APLP2	9265.9766	APLP2	26821.249
APOA1BP	2848.7849	APOA1BP	1385.7028
removed	removed	APOA1	7.87
APOB48R	374.8875	APOB48R	241.6381
removed	removed	APOBEC2	13.9911
APOBEC3A	43.2043	removed	removed
APOBEC3B	755.6256	APOBEC3B	54.644
APOBEC3C	413.1413	APOBEC3C	320.6296
APOBEC3D	230.8731	APOBEC3D	94.44
APOBEC3F	319.0819	APOBEC3F	153.9022
APOBEC3G	586.4086	APOBEC3G	156.5255
APOBEC3H	21.1521	removed	removed
APOB	19.3519	APOB	5.5381
APOC1	1489.649	APOC1	1236.4643
APOC2	116.1116	APOC2	77.8255
APOD	6458.5959	APOD	353548.058
APOE	9451.8452	APOE	4328.7911
removed	removed	APOF	21.2781
APOL1	3197.5698	APOL1	558.7699
APOL2	1846.5347	APOL2	503.9714
APOL3	1619.712	APOL3	399.0381
APOL4	624.2124	APOL4	653.7929
APOL6	3700.27	APOL6	1125.1184
APOLD1	3074.2574	APOLD1	2463.6013
APOM	49.505	APOM	37.0181
APOOL	165.1665	APOOL	383.5896
APOO	272.7273	APOO	206.9518
APPBP2	2198.9199	APPBP2	1501.7125
APPL1	953.1953	APPL1	1739.2698
APPL2	1720.5221	APPL2	1747.4313
APP	19846.0846	APP	42238.5776
APRT	1924.8425	APRT	1170.881
APTX	661.5662	APTX	587.0436
AQP11	15.3015	AQP11	17.1974
AQP1	6878.9424	AQP1	6541.0304
AQP3	383.8884	AQP3	4714.421
AQP4	18.0018	AQP4	25.9418
AQP5	24.7525	AQP5	123.5881
AQP7P1	18.4518	AQP7P1	24.7759
AQP7	105.7606	AQP7	141.3685
AQP9	13.9514	AQP9	11.0763
AQPEP	9.4509	AQPEP	5.2467
AQR	1266.8767	AQR	1722.0724
ARAF	1362.2862	ARAF	1089.2662
ARAP1	1668.3168	ARAP1	1599.5832
ARAP2	361.3861	ARAP2	441.5944
ARAP3	450.495	ARAP3	376.594
ARCN1	3875.3375	ARCN1	6329.2283
ARC	47.2547	ARC	248.0507
AREG	596.3096	AREG	6794.7242
ARF1	16592.2592	ARF1	9761.4224
ARF3	6486.4986	ARF3	5885.5935
ARF4	4717.3717	ARF4	4717.3359
ARF5	3822.1872	ARF5	2030.1479
ARF6	4751.1251	ARF6	3500.4008
ARFGAP1	1581.4581	ARFGAP1	974.4225
ARFGAP2	1505.8506	ARFGAP2	1780.9517
ARFGAP3	1075.6076	ARFGAP3	1539.605
ARFGEF1	2401.4401	ARFGEF1	2407.0276
ARFGEF2	1333.0333	ARFGEF2	3594.5493
ARFIP1	770.027	ARFIP1	1358.8865
ARFIP2	1178.2178	ARFIP2	2179.4068
ARFRP1	505.8506	ARFRP1	478.6125
ARG2	184.64	ARG2	252.3209
ARGLU1	670.5671	ARGLU1	1449.8288
ARHGAP10	277.6778	ARHGAP10	482.6933
ARHGAP11A	548.6049	ARHGAP11A	106.0992
ARHGAP11B	16.2016	removed	removed
ARHGAP12	590.459	ARHGAP12	1377.2499
ARHGAP15	179.568	ARHGAP15	177.5122
ARHGAP17	1270.477	ARHGAP17	929.2429
ARHGAP18	858.6859	ARHGAP18	611.2366
ARHGAP19	399.64	ARHGAP19	1336.151
ARHGAP1	3442.8443	ARHGAP1	3236.6101
ARHGAP20	57.6058	ARHGAP20	174.5974
ARHGAP21	1591.3591	ARHGAP21	1668.4398
ARHGAP22	69.757	ARHGAP22	27.9822
ARHGAP23	847.8848	ARHGAP23	601.9092
ARHGAP24	308.2808	ARHGAP24	340.7418
ARHGAP25	671.0171	ARHGAP25	238.4318
ARHGAP26	1334.3834	ARHGAP26	725.4973
ARHGAP27	408.1908	ARHGAP27	523.1976
ARHGAP28	136.8137	ARHGAP28	142.8259
ARHGAP29	981.9982	ARHGAP29	2608.4675
ARHGAP30	1090.459	ARHGAP30	247.1763
ARHGAP31	1310.5311	ARHGAP31	716.4614
ARHGAP32	1612.5113	ARHGAP32	2398.8924
ARHGAP33	119.2619	ARHGAP33	162.3552
removed	removed	ARHGAP36	796.0359
ARHGAP39	336.6337	ARHGAP39	252.7144
ARHGAP42	166.9667	ARHGAP42	157.9742
ARHGAP4	616.5617	ARHGAP4	197.3329
ARHGAP5	846.0846	ARHGAP5	2827.3701
ARHGAP6	111.1611	ARHGAP6	108.1396
ARHGAP8	731.5977	ARHGAP8	518.5076
ARHGAP9	259.2259	ARHGAP9	51.0093
ARHGDIA	7859.586	ARHGDIA	3823.6537
ARHGDIB	5715.5716	ARHGDIB	3474.1675
ARHGEF10L	470.7471	ARHGEF10L	662.2459
ARHGEF10	780.378	ARHGEF10	779.1299
ARHGEF11	1377.5878	ARHGEF11	1327.698
ARHGEF12	3444.1944	ARHGEF12	6488.9601
ARHGEF15	503.6004	ARHGEF15	249.7996
ARHGEF16	259.2259	ARHGEF16	433.7244
ARHGEF17	1256.5257	ARHGEF17	1216.0606
ARHGEF18	1244.8245	ARHGEF18	920.7899
ARHGEF19	376.6877	ARHGEF19	358.2307
ARHGEF1	2042.7543	ARHGEF1	1016.1044
ARHGEF2	1637.7138	ARHGEF2	1503.7528
removed	removed	ARHGEF33	11.3678
ARHGEF35	951.8452	ARHGEF35	1927.5669
ARHGEF37	120.6121	ARHGEF37	2240.035
ARHGEF38	14.4014	ARHGEF38	92.9826
ARHGEF3	1522.9523	ARHGEF3	1256.868
ARHGEF4	75.6076	ARHGEF4	135.8304
ARHGEF5	381.1881	ARHGEF5	884.0633
ARHGEF6	1192.6193	ARHGEF6	1334.6936
ARHGEF7	931.5932	ARHGEF7	1296.218
ARHGEF9	459.0459	ARHGEF9	619.9811
ARID1A	2799.73	ARID1A	3430.1538
ARID1B	2170.5671	ARID1B	2061.3568
ARID2	1004.5005	ARID2	1149.0199
ARID3A	108.4608	ARID3A	35.2693
ARID3B	185.8686	ARID3B	97.9378
ARID4A	555.8056	ARID4A	741.8203
ARID4B	1451.6742	ARID4B	1589.186
ARID5A	859.586	ARID5A	1372.5862
ARID5B	1718.2718	ARID5B	4192.3778
ARIH1	1843.8344	ARIH1	1956.4235
ARIH2	883.7939	ARIH2	1393.1706
ARL10	23.8524	ARL10	38.767
ARL11	49.0549	ARL11	19.5293
ARL13B	231.3231	ARL13B	336.9526
ARL15	336.1836	ARL15	501.6396
ARL16	328.0828	ARL16	367.8496
ARL17A	46.1071	ARL17A	87.3395
ARL1	3233.5734	ARL1	2676.3827
ARL2BP	1419.4419	ARL2BP	1053.7055
ARL2	742.1242	ARL2	561.3933
ARL3	875.7876	ARL3	785.5425
ARL4A	609.811	ARL4A	807.6951
ARL4C	1205.2205	ARL4C	1445.4565
ARL4D	101.2601	ARL4D	114.2607
ARL5A	740.324	ARL5A	833.9284
ARL5B	244.3744	ARL5B	290.607
ARL6IP1	8943.7444	ARL6IP1	4124.7541
ARL6IP4	2900.09	ARL6IP4	1340.5232
ARL6IP5	2429.3429	ARL6IP5	4285.0689
ARL6IP6	300.18	ARL6IP6	219.777
ARL6	40.5041	ARL6	95.023
ARL8A	2336.1836	ARL8A	1005.611
ARL8B	1765.9766	ARL8B	2470.3053
ARL9	37.3537	removed	removed
ARMC10	657.7678	ARMC10	707.1136
ARMC1	491.4491	ARMC1	673.6136
ARMC2	35.1035	ARMC2	66.1663
removed	removed	ARMC3	43.4307
ARMC4	8.1008	removed	removed
ARMC5	377.5878	ARMC5	237.5574
ARMC6	589.1089	ARMC6	515.3188
ARMC7	367.2367	ARMC7	296.1452
ARMC8	675.9676	ARMC8	707.4255
ARMC9	239.4239	ARMC9	301.6833
ARMCX1	1026.5527	ARMCX1	1141.4414
ARMCX2	962.1962	ARMCX2	881.7314
ARMCX3	1654.8155	ARMCX3	2422.5024
ARMCX5	463.9964	ARMCX5	507.7607
ARMCX6	248.8749	ARMCX6	304.5981
ARNT2	2434.7435	ARNT2	949.0636
ARNTL2	74.2574	ARNTL2	37.6011
ARNTL	175.5176	ARNTL	362.6029
ARNT	1487.3987	ARNT	1562.3406
ARPC1A	2901.5392	ARPC1A	1771.3445
ARPC1B	3099.811	ARPC1B	1172.9097
ARPC2	5399.64	ARPC2	2925.8908
ARPC3	5424.8425	ARPC3	3043.6493
ARPC4	3956.0981	ARPC4	2682.4834
ARPC5L	881.6382	ARPC5L	764.2644
ARPC5	3173.7174	ARPC5	3125.2642
ARPM1	23.4023	ARPM1	36.4352
ARPP19	3689.0189	ARPP19	4099.3952
ARRB1	541.8542	ARRB1	1210.5225
ARRB2	897.8398	ARRB2	426.1459
ARRDC1	1662.9163	ARRDC1	882.8973
ARRDC2	932.0432	ARRDC2	594.0392
ARRDC3	1730.8731	ARRDC3	4682.941
ARRDC4	504.0504	ARRDC4	1128.9077
removed	removed	ARRDC5	5.8296
ARSA	615.2115	ARSA	1309.9177
ARSB	548.1548	ARSB	193.8352
ARSD	1846.0846	ARSD	4823.1436
ARSE	17.1017	ARSE	33.2289
ARSG	522.5023	ARSG	374.5537
removed	removed	ARSH	6.4126
ARSI	80.108	ARSI	24.7759
ARSJ	104.4104	ARSJ	269.6203
ARSK	112.5113	ARSK	171.3911
ART4	7.2007	removed	removed
ART5	8.5509	ART5	11.6593
ARTN	29.2529	ARTN	38.4756
ARV1	749.3249	ARV1	513.5903
ARVCF	159.766	ARVCF	525.2496
ARX	21.1521	ARX	21.2781
AR	437.4437	AR	1136.1947
AS3MT	36.9352	AS3MT	150.4044
ASAH1	4424.8425	ASAH1	4499.0163
ASAH2B	10.8011	ASAH2B	30.897
removed	removed	ASAH2	11.3678
ASAM	312.3312	ASAM	582.6714
ASAP1	1355.9856	ASAP1	739.4885
ASAP2	1355.5356	ASAP2	895.431
ASAP3	1006.7507	ASAP3	574.2185
ASB13	1211.5212	ASB13	1214.3117
removed	removed	ASB14	6.4126
ASB16	13.5014	ASB16	13.4431
ASB1	248.0783	ASB1	506.9154
ASB2	62.1062	ASB2	13.9911
ASB3	284.8785	ASB3	348.3203
removed	removed	ASB4	5.2467
ASB6	779.613	ASB6	643.1014
ASB7	477.4977	ASB7	408.9485
ASB8	687.6688	ASB8	750.5647
ASB9	47.7048	ASB9	28.8567
ASCC1	550.8551	ASCC1	494.9355
ASCC2	1430.243	ASCC2	1022.8084
ASCC3	1138.6139	ASCC3	1469.941
ASCL2	28.3528	ASCL2	55.673
ASF1A	727.2727	ASF1A	571.8866
ASF1B	853.7354	ASF1B	127.0859
ASGR1	10.351	removed	removed
ASGR2	11.2511	removed	removed
ASH1L	1963.4293	ASH1L	3347.1486
ASH2L	1211.9712	ASH2L	1105.8806
ASL	649.4149	ASL	608.3218
ASMTL	660.6661	ASMTL	784.0705
ASNA1	1847.8848	ASNA1	1190.9932
ASNSD1	954.0954	ASNSD1	896.8884
ASNS	594.0594	ASNS	325.2933
ASPA	15.7516	ASPA	15.157
ASPHD1	22.9523	ASPHD1	35.2693
ASPHD2	176.8677	ASPHD2	48.0944
ASPH	2101.9667	ASPH	6757.6157
ASPM	510.351	ASPM	109.0141
ASPN	802.4302	ASPN	279.2392
ASPRV1	37.7498	ASPRV1	63.9539
ASPSCR1	502.2502	ASPSCR1	306.347
ASRGL1	72.0072	ASRGL1	156.5255
ASS1	1300.18	ASS1	827.8073
ASTE1	198.0918	ASTE1	209.7559
ASTL	5.4005	removed	removed
ASTN1	23.4023	ASTN1	94.7315
ASTN2	1370.387	ASTN2	680.6092
ASXL1	1402.7903	ASXL1	1375.501
ASXL2	616.5617	ASXL2	930.9918
ASXL3	10.8011	ASXL3	17.4889
ATAD1	1129.613	ATAD1	1252.7873
removed	removed	ATAD2B	493.1866
ATAD2	927.0927	ATAD2	687.0218
ATAD3A	411.7912	ATAD3A	396.7063
ATAD3B	93.1593	ATAD3B	167.3104
ATAD3C	22.9523	ATAD3C	204.62
ATAD5	45.0045	ATAD5	63.8344
ATE1	246.1746	ATE1	440.137
ATF1	516.2016	ATF1	441.0114
ATF2	503.6004	ATF2	627.8511
ATF3	874.4374	ATF3	5035.6336
ATF4	5887.9388	ATF4	4476.8637
ATF5	1384.7885	ATF5	631.6403
ATF6B	2572.9073	ATF6B	2013.5539
ATF6	1917.1917	ATF6	2019.9665
ATF7IP2	112.0612	ATF7IP2	54.2156
ATF7IP	995.9496	ATF7IP	1232.0921
ATF7	1616.5842	ATF7	2228.6118
ATG10	67.0567	ATG10	123.0052
ATG12	527.4527	ATG12	467.5363
ATG16L1	1077.8578	ATG16L1	982.2925
ATG16L2	115.5626	ATG16L2	231.2439
ATG2A	683.6184	ATG2A	804.7803
ATG2B	759.2259	ATG2B	1212.5629
ATG3	884.3384	ATG3	777.381
ATG4A	352.3852	ATG4A	459.0833
ATG4B	811.4311	ATG4B	626.9766
ATG4C	144.9145	ATG4C	199.9563
ATG4D	424.874	ATG4D	226.5627
ATG5	666.0666	ATG5	823.4351
ATG7	768.3168	ATG7	700.8001
ATG9A	1299.8065	ATG9A	1254.0902
ATG9B	24.1269	ATG9B	6.8178
ATHL1	194.8695	ATHL1	415.6526
ATIC	2409.541	ATIC	2484.8794
ATL1	179.1179	ATL1	575.0929
ATL2	734.0234	ATL2	1351.5995
ATL3	432.4932	ATL3	777.381
ATMIN	1530.153	ATMIN	1872.7683
ATM	875.3375	ATM	1390.658
ATN1	3654.3654	ATN1	4016.9059
ATOH8	72.4572	ATOH8	128.8348
ATOX1	1784.4284	ATOX1	702.1788
ATP10A	225.9226	ATP10A	291.4815
ATP10B	12.6013	ATP10B	6.1211
ATP10D	568.8569	ATP10D	637.7614
ATP11A	527.0027	ATP11A	580.9225
ATP11B	846.0846	ATP11B	1847.9924
ATP11C	526.5527	ATP11C	626.3936
ATP13A1	2334.3834	ATP13A1	1691.4669
ATP13A2	1905.0405	ATP13A2	1511.6228
ATP13A3	1590.459	ATP13A3	1755.3013
ATP13A4	52.6553	ATP13A4	2227.5013
ATP13A5	18.9019	ATP13A5	1008.5258
ATP1A1	10243.0063	ATP1A1	19141.2752
ATP1A2	50.8551	ATP1A2	3101.0712
ATP1A3	83.7084	removed	removed
ATP1A4	8.5509	ATP1A4	22.1526
ATP1B1	3719.9325	ATP1B1	2957.709
ATP1B2	137.7138	ATP1B2	51.8837
ATP1B3	1620.6121	ATP1B3	1363.2588
ATP2A2	6514.8515	ATP2A2	6081.4691
ATP2A3	2799.73	ATP2A3	654.3759
ATP2B1	832.1332	ATP2B1	1897.8358
removed	removed	ATP2B2	14.8656
ATP2B4	3167.8668	ATP2B4	2850.3971
ATP2C1	2106.1386	ATP2C1	3169.6801
ATP2C2	378.4878	ATP2C2	643.8825
ATP5A1	7909.0909	ATP5A1	10993.5145
ATP5B	9719.622	ATP5B	10259.5642
ATP5C1	3225.4725	ATP5C1	2969.3216
ATP5D	1329.883	ATP5D	612.4025
ATP5EP2	22.0522	ATP5EP2	28.5652
ATP5E	6049.0549	ATP5E	2537.6375
ATP5F1	2585.0585	ATP5F1	2396.5605
ATP5G1	592.7093	ATP5G1	612.694
ATP5G2	7364.9865	ATP5G2	3518.4726
ATP5G3	2484.6985	ATP5G3	2305.6183
ATP5H	2701.6202	ATP5H	1808.9339
ATP5I	2024.1719	ATP5I	1036.2166
ATP5J2	1212.8713	ATP5J2	1251.0384
ATP5J	1999.9595	ATP5J	1263.1757
ATP5L	2474.7975	ATP5L	2106.245
ATP5O	2882.0882	ATP5O	1841.8713
ATP5SL	908.1908	ATP5SL	678.8603
ATP5S	58.0558	ATP5S	144.8663
ATP6AP1L	36.0036	ATP6AP1L	54.7985
ATP6AP1	6189.4689	ATP6AP1	4052.4667
ATP6AP2	3882.5383	ATP6AP2	3967.0626
ATP6V0A1	720.5221	ATP6V0A1	2189.9002
ATP6V0A2	485.5986	ATP6V0A2	433.1414
ATP6V0A4	14.8515	ATP6V0A4	48.0187
ATP6V0B	3114.7615	ATP6V0B	2134.5187
ATP6V0C	4246.1746	ATP6V0C	2156.6713
ATP6V0D1	1664.2664	ATP6V0D1	2126.0657
ATP6V0D2	7.6508	ATP6V0D2	52.4667
ATP6V0E1	4027.4527	ATP6V0E1	2569.1175
ATP6V0E2	734.4599	ATP6V0E2	647.3599
ATP6V1A	1409.0909	ATP6V1A	2576.6961
ATP6V1B1	1219.622	ATP6V1B1	571.0122
ATP6V1B2	2297.0297	ATP6V1B2	1627.9239
ATP6V1C1	1287.1287	ATP6V1C1	1652.4084
ATP6V1C2	36.8092	ATP6V1C2	130.0386
ATP6V1D	971.6472	ATP6V1D	1313.4154
ATP6V1E1	1802.4302	ATP6V1E1	2288.1294
ATP6V1E2	59.4059	ATP6V1E2	115.4267
ATP6V1F	2403.2403	ATP6V1F	1063.0299
ATP6V1G1	5538.2538	ATP6V1G1	2926.4738
ATP6V1G2	20.7966	ATP6V1G2	24.7526
ATP6V1H	1151.2151	ATP6V1H	1704.875
ATP7A	435.6436	ATP7A	1485.9725
ATP7B	571.1071	ATP7B	852.8747
ATP8A1	273.1773	ATP8A1	398.1637
removed	removed	ATP8A2	16.6144
ATP8B1	2942.2772	ATP8B1	2993.5233
ATP8B2	969.3969	ATP8B2	687.3133
ATP8B3	48.6049	ATP8B3	52.1752
ATP8B4	81.4581	ATP8B4	67.9152
removed	removed	ATP8B5P	13.4081
ATP9A	2268.6769	ATP9A	3002.5505
ATP9B	457.6958	ATP9B	575.9674
ATPAF1	1198.8569	ATPAF1	1294.3992
ATPAF2	277.6778	ATPAF2	305.3472
ATPBD4	67.0567	ATPBD4	136.9963
ATPIF1	1013.9514	ATPIF1	1073.8177
ATRIP	340.6706	ATRIP	318.9915
ATRNL1	11.7012	ATRNL1	41.3904
ATRN	1753.3753	ATRN	2652.4812
ATRX	1731.3231	ATRX	2884.209
ATR	483.7984	ATR	1188.0784
ATXN10	2553.5554	ATXN10	2148.5098
ATXN1L	807.9253	ATXN1L	1531.633
ATXN1	817.2817	ATXN1	867.1573
ATXN2L	2706.5707	ATXN2L	1969.5402
ATXN2	1329.4329	ATXN2	817.897
ATXN3	454.5455	ATXN3	462.8725
ATXN7L1	271.3771	ATXN7L1	319.1722
ATXN7L2	75.1575	ATXN7L2	43.7222
ATXN7L3B	3049.0549	ATXN7L3B	3320.8482
ATXN7L3	953.6454	ATXN7L3	1195.6569
ATXN7	513.9514	ATXN7	870.0721
AUH	203.8704	AUH	371.9303
AUP1	3155.5626	AUP1	1920.6937
AURKAIP1	1225.0225	AURKAIP1	895.7225
AURKAPS1	6.3006	removed	removed
AURKA	468.0468	AURKA	137.8707
AURKB	193.9694	AURKB	24.193
AURKC	8.1008	AURKC	7.5785
AUTS2	1838.4338	AUTS2	1547.7665
AVEN	199.3699	AVEN	201.4137
AVIL	31.0531	AVIL	23.61
AVL9	354.1854	AVL9	542.1555
AVPI1	163.3663	AVPI1	112.2204
AVPR1A	144.9145	AVPR1A	57.7133
AVPR2	27.0027	AVPR2	16.0315
removed	removed	AWAT2	92.9826
AXIN1	925.2925	AXIN1	605.9899
AXIN2	316.8317	AXIN2	148.947
AXL	1683.1683	AXL	1078.1899
AZGP1	13591.8092	AZGP1	40152.4448
AZI1	454.9955	AZI1	252.1315
AZI2	871.7372	AZI2	997.741
AZIN1	3399.64	AZIN1	5004.1536
removed	removed	AZU1	12.8252
B2M	79096.3096	B2M	14718.0646
B3GALNT1	574.7075	B3GALNT1	600.1603
B3GALNT2	717.4887	B3GALNT2	961.061
removed	removed	B3GALT1	30.897
B3GALT4	198.9199	B3GALT4	180.1355
B3GALT5	15.7516	B3GALT5	65.8748
B3GALT6	423.9424	B3GALT6	380.6748
B3GALTL	202.5203	B3GALTL	364.9348
B3GAT1	13.0513	B3GAT1	1462.3625
removed	removed	B3GAT2	10.6624
B3GAT3	459.0459	B3GAT3	508.9266
B3GNT1	848.7849	B3GNT1	521.1688
B3GNT2	769.577	B3GNT2	1399.111
B3GNT3	96.7597	B3GNT3	85.1126
B3GNT4	5.8506	removed	removed
B3GNT5	311.4311	B3GNT5	259.71
B3GNT7	87.7588	B3GNT7	131.4581
B3GNT8	78.7579	B3GNT8	54.7985
B3GNT9	482.6328	B3GNT9	251.9128
B3GNTL1	52.7093	B3GNTL1	49.409
B4GALNT1	43.7129	B4GALNT1	19.9607
B4GALNT2	7.2007	B4GALNT2	281.8626
B4GALNT3	88.6589	B4GALNT3	199.0818
B4GALNT4	339.784	B4GALNT4	262.3333
B4GALT1	7464.8965	B4GALT1	6883.3345
B4GALT2	1071.1071	B4GALT2	513.0074
B4GALT3	1515.7516	B4GALT3	947.3147
B4GALT4	492.7993	B4GALT4	380.6748
B4GALT5	1234.4734	B4GALT5	1890.2572
B4GALT6	65.2565	B4GALT6	95.023
B4GALT7	506.7507	B4GALT7	339.2844
B9D1	86.9577	B9D1	134.236
B9D2	106.2106	B9D2	83.3316
BAALC	33.7534	BAALC	25.9418
BACE1	873.9874	BACE1	1006.194
BACE2	808.2808	BACE2	1632.0047
BACH1	740.324	BACH1	828.0988
BACH2	206.5707	BACH2	174.5974
BAD	1090.5581	BAD	645.85
BAG1	3614.1539	BAG1	1264.5486
BAG2	108.9109	BAG2	126.503
BAG3	5728.6229	BAG3	1219.2669
BAG4	229.523	BAG4	221.8174
BAG5	1381.6382	BAG5	1740.7272
removed	removed	BAGE2	10.6857
BAHCC1	262.3762	BAHCC1	566.3485
BAHD1	952.2952	BAHD1	884.6462
BAI1	29.2529	BAI1	72.8704
BAI2	312.3312	BAI2	349.7777
BAI3	6.3006	BAI3	9.9104
BAIAP2L1	624.6625	BAIAP2L1	700.4299
BAIAP2L2	16.2016	BAIAP2L2	5.5381
BAIAP2	1760.5761	BAIAP2	1004.7366
BAIAP3	162.9703	BAIAP3	143.0008
BAK1	584.1584	BAK1	239.3063
BAMBI	301.9802	BAMBI	715.8785
BANF1	3896.9397	BANF1	1592.3632
BANK1	122.8623	BANK1	18.9463
BANP	244.8245	BANP	243.97
BAP1	1086.4086	BAP1	1389.4921
BARD1	180.018	BARD1	144.5748
BARX1	21.6022	removed	removed
BARX2	130.9631	BARX2	572.4696
BASP1	2406.3906	BASP1	224.7322
BAT1	4111.0666	BAT1	4184.2396
BAT2L1	4188.5779	BAT2L1	6105.6475
BAT2L2	6017.1017	BAT2L2	6409.9687
BAT2	7594.9595	BAT2	5925.5265
BAT3	5253.8254	BAT3	3672.3748
BAT4	390.1935	BAT4	280.4052
BAT5	950.495	BAT5	983.1669
BATF2	150.7651	BATF2	28.5652
BATF3	40.5041	BATF3	15.74
BATF	367.6868	BATF	299.06
BAX	675.0675	BAX	301.9748
BAZ1A	1427.0927	BAZ1A	1402.6088
BAZ1B	2686.7687	BAZ1B	2241.2009
BAZ2A	2944.6085	BAZ2A	3181.9544
BAZ2B	695.4365	BAZ2B	1311.9172
BBC3	378.0378	BBC3	101.727
BBOX1	81.9082	BBOX1	531.6622
BBS10	309.1809	BBS10	558.7699
BBS12	152.1152	BBS12	190.3374
BBS1	1017.5518	BBS1	1105.2977
BBS2	442.8443	BBS2	925.1621
BBS4	338.8839	BBS4	543.0299
BBS5	150.8641	BBS5	206.7828
BBS7	237.1737	BBS7	282.737
BBS9	192.1692	BBS9	313.9255
BBX	1409.541	BBX	2206.2231
BCAM	7667.4167	BCAM	5566.7128
BCAN	7.6508	BCAN	22.7356
BCAP29	761.9262	BCAP29	1428.2591
BCAP31	6843.8344	BCAP31	5161.5536
BCAR1	1264.6265	BCAR1	1209.9395
