gene_id	TCGA-A7-A0CH-01A-21R-A00Z-07	gene_id	TCGA-A7-A0CH-11A-32R-A089-07
SNRNP35	397.4923	SNRNP35	505.6587
SNRNP40	864.4075	SNRNP40	727.0334
SNRNP48	392.0799	SNRNP48	244.4758
SNRNP70	2412.6652	SNRNP70	2711.4245
SNRPA1	325.3522	SNRPA1	280.583
SNRPA	747.0888	SNRPA	1239.6803
SNRPB2	890.5753	SNRPB2	775.1763
SNRPB	1539.9712	SNRPB	1806.8641
SNRPC	921.1043	SNRPC	883.1218
SNRPD1	742.2914	SNRPD1	512.2708
SNRPD2	1864.015	SNRPD2	2504.1843
SNRPD3	1770.6791	SNRPD3	1378.2906
SNRPE	1688.6912	SNRPE	715.7499
SNRPF	752.3224	SNRPF	575.0823
SNRPG	684.2863	SNRPG	543.8646
SNRPN	1206.2803	SNRPN	2110.7814
SNTA1	293.9509	SNTA1	1051.622
SNTB1	191.4606	SNTB1	365.2092
SNTB2	769.7675	SNTB2	1149.7884
removed	removed	SNTG2	18.4297
SNTN	10.031	removed	removed
SNUPN	497.6231	SNUPN	505.8768
SNURF	80.3001	SNURF	102.2887
SNW1	1788.1286	SNW1	1393.512
SNX10	331.458	SNX10	1045.9803
SNX11	510.2708	SNX11	614.9506
SNX12	235.5096	SNX12	188.0583
SNX13	1332.81	SNX13	706.7231
SNX14	1909.3724	SNX14	968.1241
SNX15	421.7367	SNX15	725.5289
SNX16	294.387	SNX16	167.748
SNX17	2116.0975	SNX17	3395.9567
SNX18	789.3933	SNX18	936.9064
SNX19	2311.4833	SNX19	2208.1805
SNX1	3472.8946	SNX1	3735.2139
SNX20	21.8064	SNX20	42.5012
SNX21	335.7931	SNX21	1177.2938
SNX22	134.1009	SNX22	187.3061
SNX24	199.3109	SNX24	157.2167
SNX25	771.0759	SNX25	302.0216
SNX27	2912.1898	SNX27	952.7109
SNX29	905.4036	SNX29	1004.2313
SNX2	1241.2229	SNX2	1584.9553
SNX30	681.2334	SNX30	532.9572
removed	removed	SNX32	5.2656
SNX33	747.0888	SNX33	1470.6159
SNX3	1997.4705	SNX3	3792.7598
SNX4	1075.93	SNX4	679.2666
SNX5	1438.3532	SNX5	2103.244
SNX6	1499.4112	SNX6	1392.3836
SNX7	389.027	SNX7	387.4001
SNX8	187.0993	SNX8	361.0719
SNX9	2029.3079	SNX9	2573.7659
SOAT1	756.2475	SOAT1	484.0621
SOBP	34.8903	SOBP	271.9323
SOCS1	19.1897	SOCS1	110.2022
SOCS2	134.7638	SOCS2	1032.8162
SOCS3	424.7896	SOCS3	2935.9661
SOCS4	711.3263	SOCS4	474.6591
SOCS5	966.8978	SOCS5	772.1674
SOCS6	1799.9041	SOCS6	629.9953
SOCS7	81.12	SOCS7	34.6027
SOD1	3794.7577	SOD1	5253.5966
SOD2	2064.1982	SOD2	6893.465
SOD3	269.5277	SOD3	3216.9252
removed	removed	SOHLH2	10.5313
SOLH	385.1018	SOLH	481.4292
SON	9784.5523	SON	4805.6417
SORBS1	2767.238	SORBS1	13217.8655
SORBS2	1508.1338	SORBS2	1435.637
SORBS3	1544.3325	SORBS3	3593.7941
SORCS1	880.5443	SORCS1	101.5515
SORCS2	338.8722	SORCS2	92.9008
SORD	1237.7339	SORD	488.9516
SORL1	5442.4528	SORL1	1759.8496
SORT1	3326.7914	SORT1	4166.6197
SOS1	1242.0952	SOS1	1466.1025
SOS2	1451.8732	SOS2	1084.3441
SOSTDC1	45.3574	SOSTDC1	214.7626
SOX10	38.3793	SOX10	819.9342
SOX11	110.3406	SOX11	23.6953
SOX12	881.8527	SOX12	384.015
SOX13	1519.4732	SOX13	1158.063
removed	removed	SOX15	37.6117
SOX17	51.0271	SOX17	350.5407
SOX18	46.6658	SOX18	317.4424
SOX2OT	9.5948	removed	removed
removed	removed	SOX2	19.5581
SOX4	5319.9006	SOX4	1967.842
SOX5	7.8503	SOX5	40.9967
SOX6	251.2103	SOX6	90.268
SOX7	58.4413	SOX7	221.5327
SOX8	5.2335	SOX8	50.3996
SOX9	2666.0561	SOX9	1676.7278
SP100	1663.3957	SP100	1556.7466
SP110	630.6424	SP110	473.1547
SP140L	193.2051	SP140L	322.3319
SP140	28.7845	SP140	116.22
SP1	3906.8429	SP1	2588.4344
SP2	690.3921	SP2	723.2722
SP3	3104.8018	SP3	1391.2553
SP4	252.0825	SP4	124.1185
SP5	73.7058	SP5	54.1608
SP6	306.5986	SP6	141.4198
SPA17	323.1715	SPA17	128.6319
SPACA4	9.5948	removed	removed
SPAG16	244.2322	SPAG16	321.2036
SPAG17	399.4941	SPAG17	22.9431
SPAG1	339.3083	SPAG1	133.5214
SPAG4	58.8774	SPAG4	62.8115
SPAG5	336.2554	SPAG5	114.7156
removed	removed	SPAG6	11.2835
SPAG7	770.6398	SPAG7	862.4354
SPAG8	26.1677	SPAG8	46.6385
SPAG9	1596.668	SPAG9	1736.5303
SPARCL1	4143.6609	SPARCL1	17725.2468
SPARC	57497.9284	SPARC	66597.4612
SPAST	732.6966	SPAST	437.4236
SPATA12	9.1587	SPATA12	6.0179
SPATA13	526.4163	SPATA13	200.4701
SPATA17	180.9935	SPATA17	20.3103
SPATA18	441.3625	SPATA18	327.5976
SPATA20	964.281	SPATA20	1365.3032
removed	removed	SPATA22	11.5393
SPATA24	48.8464	SPATA24	25.1998
SPATA2L	136.5084	SPATA2L	255.0071
SPATA2	497.6231	SPATA2	459.2384
SPATA4	8.7226	SPATA4	6.0179
SPATA5L1	171.3987	SPATA5L1	134.2736
SPATA5	298.3122	SPATA5	154.2078
SPATA6	254.2632	SPATA6	85.7546
SPATA7	161.3677	SPATA7	235.0729
removed	removed	SPATA9	21.3521
SPATS2L	1327.1403	SPATS2L	1255.4772
SPATS2	604.0386	SPATS2	318.1946
SPC24	8.2864	removed	removed
SPC25	77.1948	SPC25	20.3103
SPCS1	2314.4141	SPCS1	2014.7776
SPCS2	934.1881	SPCS2	650.6817
SPCS3	2693.9683	SPCS3	2471.8383
SPDEF	3300.6237	SPDEF	1876.4457
SPDYA	21.632	SPDYA	12.284
SPDYE1	11.3394	SPDYE1	9.779
SPDYE3	72.7812	SPDYE3	84.4344
SPDYE5	10.4671	removed	removed
SPDYE6	45.3574	SPDYE6	22.567
SPDYE7P	20.9342	removed	removed
SPDYE8P	43.1768	SPDYE8P	15.0447
SPEF1	74.578	SPEF1	16.5491
SPEF2	434.3844	SPEF2	129.7602
SPEG	68.4722	SPEG	376.4927
SPEN	2032.3608	SPEN	1926.4692
SPESP1	20.0619	SPESP1	45.5101
SPG11	3433.2069	SPG11	1481.5233
SPG20	1622.3996	SPG20	1578.9375
SPG21	2287.4962	SPG21	2135.59
SPG7	588.3379	SPG7	1266.3846
SPHAR	219.6825	SPHAR	119.1161
SPHK1	196.7683	SPHK1	324.4156
SPHK2	255.6588	SPHK2	304.5266
removed	removed	SPHKAP	12.788
SPI1	166.1651	SPI1	684.5322
removed	removed	SPIB	96.2858
SPIN1	3257.883	SPIN1	1978.3733
SPIN2B	58.6026	SPIN2B	103.4471
SPIN3	341.4889	SPIN3	212.5059
SPIN4	224.1703	SPIN4	93.653
SPINK5	5.2335	SPINK5	86.1307
SPINK8	34.4542	SPINK8	157.5929
SPINT1	3380.8714	SPINT1	2331.1707
SPINT2	10062.8026	SPINT2	5926.4692
SPIRE1	717.8682	SPIRE1	648.8011
SPIRE2	55.3884	SPIRE2	86.5068
SPNS1	572.2011	SPNS1	811.0729
SPNS2	80.5399	SPNS2	655.3192
removed	removed	SPNS3	7.8984
SPN	90.2787	SPN	250.8698
SPOCD1	24.4232	SPOCD1	73.3427
SPOCK1	749.7056	SPOCK1	830.8416
SPOCK2	111.0123	SPOCK2	639.0221
removed	removed	SPOCK3	16.5491
SPON1	1714.8589	SPON1	1701.1754
SPON2	556.9366	SPON2	1307.0052
SPOPL	4218.2389	SPOPL	825.5759
SPOP	1642.0254	SPOP	1185.5195
SPP1	7100.6149	SPP1	4812.4118
SPPL2A	908.4565	SPPL2A	723.2722
SPPL2B	505.927	SPPL2B	880.1128
SPPL3	1315.3648	SPPL3	1613.5402
SPRED1	1439.6616	SPRED1	1039.9624
SPRED2	2193.2923	SPRED2	1167.0898
SPRN	115.138	SPRN	73.3427
removed	removed	SPRR1A	30.4654
removed	removed	SPRR1B	19.5581
removed	removed	SPRR2A	36.4833
removed	removed	SPRR2D	6.7701
removed	removed	SPRR2E	9.0268
removed	removed	SPRR2F	6.7701
removed	removed	SPRR3	95.1575
SPRY1	548.6502	SPRY1	2084.8143
SPRY2	119.9355	SPRY2	1176.1166
SPRY3	73.7058	SPRY3	58.6742
SPRY4	497.187	SPRY4	1128.7259
SPRYD3	1726.6344	SPRYD3	2280.771
SPRYD4	307.4709	SPRYD4	422.0028
SPR	654.6295	SPR	996.709
SPSB1	454.0102	SPSB1	1045.6041
SPSB2	196.6941	SPSB2	222.661
SPSB3	716.5598	SPSB3	888.0113
SPSB4	27.9123	SPSB4	22.567
removed	removed	SPTA1	6.0179
SPTAN1	9357.5821	SPTAN1	9767.748
SPTBN1	6050.4165	SPTBN1	23394.8284
SPTBN2	302.2373	SPTBN2	784.5792
SPTBN4	59.7497	SPTBN4	81.6173
SPTBN5	316.1935	SPTBN5	111.3305
SPTB	54.08	SPTB	65.8204
SPTLC1	2330.2368	SPTLC1	1671.8383
SPTLC2	3488.5952	SPTLC2	1492.4307
SPTLC3	330.1496	SPTLC3	268.1711
SPTY2D1	1781.5169	SPTY2D1	706.426
SQLE	1107.3313	SQLE	396.0508
SQRDL	2456.7142	SQRDL	1827.5505
SQSTM1	8104.1999	SQSTM1	14967.7819
SR140	1956.0382	SR140	1289.7038
SRA1	419.556	SRA1	588.2464
SRBD1	581.796	SRBD1	392.6657
SRCAP	5619.5211	SRCAP	3090.9262
SRCIN1	590.9547	SRCIN1	192.1956
SRCRB4D	21.0301	SRCRB4D	107.1443
SRC	907.5843	SRC	844.3818
SRD5A1	145.2309	SRD5A1	550.2586
SRD5A2	27.4761	removed	removed
SRD5A3	773.6927	SRD5A3	840.7221
SREBF1	8277.2908	SREBF1	3948.0959
SREBF2	3778.1848	SREBF2	2460.9309
SRFBP1	344.5418	SRFBP1	172.2614
SRF	929.3907	SRF	1900.5172
SRGAP1	443.5431	SRGAP1	313.6812
SRGAP2	1254.7429	SRGAP2	728.5378
SRGAP3	369.4012	SRGAP3	170.3808
SRGN	498.0592	SRGN	2234.5087
SRI	1436.1725	SRI	1593.2299
SRL	7.8503	SRL	64.3159
SRMS	36.6348	SRMS	9.4029
SRM	584.4128	SRM	1191.9135
SRP14	4045.968	SRP14	4387.024
SRP19	732.5788	SRP19	595.2346
SRP54	1593.1789	SRP54	1016.6432
SRP68	1840.0279	SRP68	2069.7696
SRP72	2776.3967	SRP72	1942.2661
SRP9	13012.3424	SRP9	4015.0447
SRPK1	1309.6951	SRPK1	538.2228
SRPK2	2318.8975	SRPK2	824.8237
SRPK3	62.2618	SRPK3	9.4443
SRPRB	958.1752	SRPRB	1329.9483
SRPR	3678.7474	SRPR	4413.7283
SRPX2	418.6838	SRPX2	1778.2793
SRPX	272.5806	SRPX	2404.8895
SRRD	332.7664	SRRD	216.267
SRRM1	2086.0046	SRRM1	1435.2609
SRRM2	12089.0532	SRRM2	8720.6394
SRRM3	72.8335	SRRM3	107.5693
SRRM5	24.5279	SRRM5	17.9408
SRRT	2063.762	SRRT	1425.1058
SRR	394.1471	SRR	247.1801
SRXN1	845.654	SRXN1	774.048
SS18L1	319.6825	SS18L1	221.5327
SS18L2	345.8502	SS18L2	277.9502
SS18	2516.4639	SS18	1647.3907
SSBP1	1109.9481	SSBP1	1026.0461
SSBP2	497.6231	SSBP2	528.8199
SSBP3	375.0709	SSBP3	765.0212
SSBP4	403.8554	SSBP4	681.5233
SSB	2135.1084	SSB	1928.5378
SSC5D	547.7779	SSC5D	1090.362
SSFA2	3197.2611	SSFA2	1986.2717
SSH1	898.4256	SSH1	1017.3954
SSH2	547.7779	SSH2	658.204
SSH3	1506.8254	SSH3	1035.8251
SSNA1	680.3611	SSNA1	754.866
SSPN	910.2011	SSPN	1796.709
SSPO	10.031	SSPO	21.0625
SSR1	5310.7419	SSR1	3934.1796
SSR2	7859.9154	SSR2	6160.0376
SSR3	2985.7386	SSR3	3147.7198
SSR4	2258.7117	SSR4	3406.1119
SSRP1	3024.5541	SSRP1	3083.4039
SSSCA1	242.0516	SSSCA1	388.9046
removed	removed	SSTR1	38.74
SSTR2	136.0722	SSTR2	68.8293
SSU72	1890.1827	SSU72	3255.2891
SSX2IP	984.7791	SSX2IP	187.3061
ST13	4762.5278	ST13	6178.4673
ST14	2858.8251	ST14	2316.5021
ST20	31.5103	ST20	40.4213
ST3GAL1	2674.7787	ST3GAL1	1499.5769
ST3GAL2	244.2322	ST3GAL2	567.9361
ST3GAL3	117.7548	ST3GAL3	425.3879
ST3GAL4	337.5638	ST3GAL4	472.4024
ST3GAL5	219.3728	ST3GAL5	495.7217
ST3GAL6	40.56	ST3GAL6	106.8171
ST5	1139.1687	ST5	1313.7753
ST6GAL1	1087.2694	ST6GAL1	2763.7047
ST6GAL2	314.8851	ST6GAL2	27.4565
ST6GALNAC1	5.6697	ST6GALNAC1	117.7245
ST6GALNAC2	1204.5881	ST6GALNAC2	485.1904
ST6GALNAC3	14.8284	ST6GALNAC3	113.9633
ST6GALNAC4	189.7161	ST6GALNAC4	418.9939
ST6GALNAC5	95.9484	ST6GALNAC5	156.0884
ST6GALNAC6	737.494	ST6GALNAC6	3217.3014
ST7L	363.2954	ST7L	310.2962
ST7OT1	28.4356	ST7OT1	60.7165
ST7	541.9251	ST7	701.9991
ST8SIA1	78.9393	ST8SIA1	194.0762
ST8SIA2	18.3174	ST8SIA2	27.8326
ST8SIA4	165.2929	ST8SIA4	213.6342
ST8SIA6	322.2993	ST8SIA6	42.8773
STAB1	573.902	STAB1	3339.9154
removed	removed	STAB2	9.4029
STAC2	20.4981	STAC2	2700.141
STAC3	27.04	STAC3	57.922
STAC	6.1058	STAC	54.913
STAG1	980.13	STAG1	665.6925
removed	removed	STAG2	1937.7527
STAG3L1	41.4322	STAG3L1	69.2055
STAG3L2	75.0142	STAG3L2	62.0592
STAG3L3	145.0172	STAG3L3	142.2586
STAG3L4	99.8735	STAG3L4	91.7724
STAG3	5.2902	STAG3	19.5054
STAM2	1322.779	STAM2	795.4866
STAMBPL1	90.2787	STAMBPL1	128.2558
STAMBP	932.0075	STAMBP	633.0042
STAM	598.3689	STAM	467.889
removed	removed	STAP1	26.3282
STAP2	601.4218	STAP2	491.5844
STARD10	1997.4705	STARD10	1562.7645
STARD13	1410.4409	STARD13	937.2826
STARD3NL	366.7844	STARD3NL	620.9685
STARD3	565.2231	STARD3	889.5157
STARD4	51.4632	STARD4	23.3192
STARD5	170.5264	STARD5	120.3573
STARD7	2973.6665	STARD7	3434.347
STARD8	133.8916	STARD8	519.7931
removed	removed	STAR	13.1641
STAT1	4417.5498	STAT1	3161.6361
STAT2	2216.4072	STAT2	1856.1354
STAT3	7924.4625	STAT3	5930.2304
STAT4	14.3923	STAT4	61.307
STAT5A	1246.0203	STAT5A	2837.7997
STAT5B	1591.8706	STAT5B	3224.4476
STAT6	2213.3543	STAT6	4556.2764
STAU1	3391.3385	STAU1	2697.5082
STAU2	1064.5907	STAU2	648.0489
STBD1	576.9549	STBD1	1344.5454
STC1	824.2837	STC1	1060.2727
STC2	34136.2467	STC2	11149.6004
STEAP1	136.5084	STEAP1	560.0376
STEAP2	909.7649	STEAP2	854.5369
STEAP3	791.1379	STEAP3	1293.0889
STEAP4	3438.8765	STEAP4	2226.2341
STIL	184.9187	STIL	56.0414
STIM1	1827.3802	STIM1	2442.5012
STIM2	359.3702	STIM2	534.8378
STIP1	2408.74	STIP1	2087.071
STK10	533.3857	STK10	1122.708
STK11IP	491.9534	STK11IP	347.1556
STK11	872.2578	STK11	1167.842
STK16	679.0527	STK16	654.819
STK17A	361.1147	STK17A	584.8613
STK17B	636.3121	STK17B	1155.4302
STK19	404.2871	STK19	375.6239
STK24	1998.7788	STK24	1897.1321
STK25	1149.6358	STK25	1794.8284
removed	removed	STK32A	26.3282
STK32B	1072.0049	STK32B	294.1232
STK32C	147.4552	STK32C	185.0494
STK35	1016.6165	STK35	963.9868
STK36	882.2888	STK36	414.8566
STK38L	1797.7234	STK38L	871.4622
STK38	834.7508	STK38	1209.2149
STK39	1061.9739	STK39	674.3771
STK3	524.6631	STK3	422.3789
STK40	661.1714	STK40	2141.6079
STK4	940.7301	STK4	680.3949
removed	removed	STL	7.9586
STMN1	2071.6124	STMN1	1407.4283
STMN2	29.6568	STMN2	27.4565
STMN3	247.7212	STMN3	720.6394
STOML1	202.3638	STOML1	461.1189
STOML2	1246.8926	STOML2	1595.1105
STOM	5006.76	STOM	7014.1984
STON1	171.8348	STON1	506.6291
STON2	549.5224	STON2	225.67
STOX1	408.6528	STOX1	126.7513
STOX2	15.2645	STOX2	28.5849
STRA13	458.8076	STRA13	463.7518
STRA6	54.08	STRA6	71.086
STRADA	482.7947	STRADA	600.2821
STRADB	426.5341	STRADB	425.3879
STRAP	2121.7672	STRAP	2294.3112
STRBP	1491.5609	STRBP	533.3333
STRC	6.5419	STRC	14.2924
STRN3	900.1701	STRN3	574.7062
STRN4	1244.2758	STRN4	1547.3437
STRN	494.1341	STRN	159.4734
STS	399.4941	STS	1651.528
STT3A	3906.8429	STT3A	3297.4142
STT3B	2445.811	STT3B	1252.8444
STUB1	1755.8419	STUB1	2095.0183
STX10	201.9277	STX10	309.1678
STX11	35.3264	STX11	682.6516
STX12	1514.2396	STX12	1832.0639
STX16	1171.8784	STX16	1303.9962
STX17	902.7869	STX17	753.7377
STX18	810.3275	STX18	512.6469
STX19	8.2864	STX19	27.8326
STX1A	81.1069	STX1A	36.4833
STX1B	30.529	STX1B	81.9934
STX2	140.4335	STX2	350.9168
STX3	955.9946	STX3	588.6225
STX4	1008.7662	STX4	1013.2581
STX5	1013.1275	STX5	1235.1669
STX6	2181.1854	STX6	946.3507
STX7	987.832	STX7	1672.5905
STX8	548.2141	STX8	596.897
STXBP1	641.5456	STXBP1	1348.0019
STXBP2	1580.0951	STXBP2	1053.5026
STXBP3	1334.9906	STXBP3	750.7287
STXBP4	221.9896	STXBP4	85.7546
STXBP5	683.8501	STXBP5	313.9897
STXBP6	10.4671	STXBP6	54.1608
STYK1	104.6709	STYK1	118.4767
STYXL1	947.7081	STYXL1	526.5632
STYX	640.6734	STYX	437.4236
SUB1	5673.165	SUB1	4520.9215
SUCLA2	936.2292	SUCLA2	1135.3042
SUCLG1	1621.5273	SUCLG1	2259.7085
SUCLG2	1836.975	SUCLG2	1367.1838
removed	removed	SUCNR1	15.4208
SUDS3	2127.873	SUDS3	1123.0842
SUFU	682.1056	SUFU	676.6338
SUGT1L1	66.8935	SUGT1L1	55.7969
SUGT1	578.3069	SUGT1	542.3601
SULF1	4009.3332	SULF1	1000.4701
SULF2	3375.6378	SULF2	2680.583
SULT1A1	328.8412	SULT1A1	665.7264
SULT1A2	16.1368	SULT1A2	37.6117
SULT1A3	404.2828	SULT1A3	1138.4222
removed	removed	SULT1C2	41.7489
removed	removed	SULT1C3	786.4598
SULT1C4	5.2335	SULT1C4	65.0682
SULT2B1	50.591	SULT2B1	248.6131
SUMF1	1579.6589	SUMF1	1568.4062
SUMF2	3708.8403	SUMF2	3977.433
SUMO1P3	236.3819	SUMO1P3	159.0973
SUMO1	2403.9426	SUMO1	1871.1801
SUMO2	3242.6185	SUMO2	2733.6154
SUMO3	2249.9891	SUMO3	2495.5336
SUN1	1666.0125	SUN1	2298.4485
SUN2	2388.6781	SUN2	7738.9751
SUOX	938.1133	SUOX	1009.4969
SUPT16H	3671.3332	SUPT16H	2559.4734
SUPT3H	43.1768	SUPT3H	94.4053
SUPT4H1	1313.8689	SUPT4H1	1482.9826
SUPT5H	2338.9594	SUPT5H	2682.8397
SUPT6H	3238.2572	SUPT6H	2990.5031
SUPT7L	845.9811	SUPT7L	874.095
SUPV3L1	540.7999	SUPV3L1	464.8801
SURF1	837.3675	SURF1	1319.417
SURF2	186.227	SURF2	287.7292
SURF4	3844.9126	SURF4	7632.9102
SURF6	577.8708	SURF6	743.2064
SUSD1	379.8683	SUSD1	347.5317
SUSD2	1895.8524	SUSD2	1488.6695
SUSD3	1640.717	SUSD3	500.6112
SUSD4	331.8941	SUSD4	195.5806
SUSD5	92.0232	SUSD5	68.4532
SUV39H1	207.1612	SUV39H1	245.9803
SUV39H2	191.8967	SUV39H2	118.1006
SUV420H1	1645.5144	SUV420H1	949.3183
SUV420H2	119.9355	SUV420H2	145.9332
SUZ12P	142.178	SUZ12P	82.3695
SUZ12	1463.2125	SUZ12	678.5143
SV2A	26.6039	SV2A	59.8025
SV2B	10.9032	SV2B	214.3865
SVEP1	136.5084	SVEP1	6232.6845
SVIL	1683.1916	SVIL	2219.2534
SVIP	533.3857	SVIP	229.055
SWAP70	1998.7788	SWAP70	2414.2924
SYAP1	1996.5982	SYAP1	1046.3564
SYBU	469.2747	SYBU	841.6248
removed	removed	SYCE1L	28.5849
removed	removed	SYCE1	65.3503
SYCE2	7.4142	SYCE2	6.7701
SYCP2	126.0413	SYCP2	86.8829
SYDE1	180.1212	SYDE1	639.3982
SYDE2	259.0606	SYDE2	80.8651
SYF2	1231.6281	SYF2	1389.7508
SYK	201.4916	SYK	794.7344
SYMPK	1482.4022	SYMPK	1610.5313
SYN1	7.8503	SYN1	16.5491
SYN2	7.4142	SYN2	212.882
removed	removed	SYN3	18.4297
SYNCRIP	4368.7034	SYNCRIP	3276.3517
SYNC	403.4541	SYNC	570.8472
SYNE1	586.1573	SYNE1	1797.4612
SYNE2	3782.5461	SYNE2	2715.1857
SYNGAP1	293.0786	SYNGAP1	257.6399
SYNGR1	704.37	SYNGR1	711.2666
SYNGR2	3476.8197	SYNGR2	4730.7945
SYNGR3	28.3484	SYNGR3	23.3192
SYNJ1	376.8154	SYNJ1	241.843
SYNJ2BP	2145.7543	SYNJ2BP	1021.9088
SYNJ2	783.2875	SYNJ2	417.8655
SYNM	129.0942	SYNM	9307.3813
SYNPO2L	8.7226	SYNPO2L	11.6596
SYNPO2	300.4928	SYNPO2	2996.5209
SYNPO	1061.1017	SYNPO	12028.2087
SYNRG	1298.7919	SYNRG	819.5581
SYPL1	5134.9819	SYPL1	3164.2689
SYPL2	8.2864	SYPL2	59.8025
SYP	31.4013	SYP	66.9488
removed	removed	SYS1-DBNDD2	18.0686
SYS1	1090.3354	SYS1	1216.5529
SYT11	312.2683	SYT11	533.7094
SYT12	941.1662	SYT12	556.2764
SYT13	2618.9542	SYT13	212.1298
SYT15	27.4761	SYT15	211.3775
SYT17	151.7729	SYT17	57.1697
SYT1	65.8555	SYT1	67.3249
SYT2	12.2116	SYT2	15.0447
removed	removed	SYT3	8.6507
SYT6	6.5419	SYT6	31.5938
SYT7	2860.1335	SYT7	1108.0395
SYT8	8.2864	SYT8	125.2468
SYT9	491.0812	SYT9	51.1519
SYTL1	349.3393	SYTL1	418.6178
SYTL2	5654.8476	SYTL2	786.4598
SYTL3	218.9367	SYTL3	276.4457
SYTL4	628.8979	SYTL4	1240.4325
SYTL5	36.1987	SYTL5	17.3014
SYVN1	1256.4874	SYVN1	2195.3926
TAB1	690.8064	TAB1	750.3225
TAB2	1782.4589	TAB2	1918.1946
TAB3	1661.6512	TAB3	599.5299
TAC1	8.7226	removed	removed
TACC1	1205.8965	TACC1	5018.1476
TACC2	1277.4216	TACC2	1658.6742
TACC3	385.538	TACC3	290.7381
TACO1	337.1277	TACO1	460.3667
TACR1	6.1058	TACR1	463.3756
TACR2	9.5948	TACR2	18.0536
TACSTD2	11386.89	TACSTD2	8005.2656
TADA1	623.2282	TADA1	235.0729
TADA2A	144.7948	TADA2A	89.1396
TADA2B	1460.5958	TADA2B	1115.1857
TADA3	1698.2555	TADA3	1864.771
TAF10	652.885	TAF10	941.4198
TAF11	471.4554	TAF11	472.0263
TAF12	391.6438	TAF12	397.9314
TAF13	227.6593	TAF13	147.4377
TAF15	3064.6779	TAF15	3245.134
TAF1A	165.729	TAF1A	53.4086
TAF1B	351.956	TAF1B	152.7033
TAF1C	283.0477	TAF1C	612.6939
TAF1D	400.2224	TAF1D	440.8387
TAF1L	31.4013	TAF1L	13.5402
TAF1	1464.5209	TAF1	985.4255
TAF2	876.6191	TAF2	384.015
TAF3	237.2541	TAF3	199.7179
TAF4B	41.8684	TAF4B	116.9723
TAF4	331.8941	TAF4	297.1321
TAF5L	959.4836	TAF5L	564.551
TAF5	114.7019	TAF5	83.874
TAF6L	228.9677	TAF6L	284.7203
TAF6	934.6243	TAF6	1085.0964
TAF7	2194.6007	TAF7	2682.4636
TAF8	567.8399	TAF8	529.5722
TAF9B	1210.2578	TAF9B	666.4786
TAF9	1235.7975	TAF9	1078.3263
TAGAP	73.2697	TAGAP	306.535
TAGLN2	18552.4881	TAGLN2	12615.7029
TAGLN	3973.1345	TAGLN	24679.6653
TAL1	33.5819	TAL1	288.1053
TAL2	21.8064	removed	removed
TALDO1	2415.7181	TALDO1	4690.9262
TANC1	1550.0022	TANC1	979.0315
TANC2	2066.3788	TANC2	629.6192
TANK	840.8566	TANK	953.8317
TAOK1	640.2373	TAOK1	151.1989
TAOK2	1803.8292	TAOK2	1759.0973
TAOK3	1242.0952	TAOK3	769.9107
TAP1	1599.2847	TAP1	1684.6262
TAP2	586.5149	TAP2	1232.9854
TAPBPL	466.7408	TAPBPL	1013.638
TAPBP	4724.5846	TAPBP	4321.5797
TAPT1	1296.6113	TAPT1	756.7466
TARBP1	1343.2771	TARBP1	450.5877
TARBP2	306.1625	TARBP2	332.8632
TARDBP	3700.1178	TARDBP	2975.0823
TARP	5.6697	TARP	133.5214
TARS2	1533.4293	TARS2	610.0611
TARSL2	164.8567	TARSL2	313.6812
TARS	1624.5802	TARS	1171.2271
removed	removed	TAS1R1	6.394
TAS1R3	22.2426	TAS1R3	10.9074
TAS2R14	8.1033	TAS2R14	5.3634
TAS2R20	11.3394	TAS2R20	22.1909
TAS2R5	6.1058	TAS2R5	7.1462
TASP1	212.3948	TASP1	172.2614
TATDN1	320.1186	TATDN1	295.1387
TATDN2	1238.6061	TATDN2	1274.283
TATDN3	471.8915	TATDN3	322.3319
TAT	44.9213	TAT	1652.2802
TAX1BP1	4199.4854	TAX1BP1	2661.401
TAX1BP3	1576.7936	TAX1BP3	2737.1058
TAZ	181.8658	TAZ	337.5797
TBC1D10A	464.0804	TBC1D10A	758.078
TBC1D10B	1524.7067	TBC1D10B	1318.6648
TBC1D10C	18.7535	TBC1D10C	142.1721
TBC1D12	450.085	TBC1D12	317.4424
TBC1D13	794.6269	TBC1D13	1464.9741
TBC1D14	1951.6769	TBC1D14	1917.0663
TBC1D15	1178.8565	TBC1D15	1069.2995
TBC1D16	438.7457	TBC1D16	910.9544
TBC1D17	850.8701	TBC1D17	1448.6695
TBC1D19	152.6451	TBC1D19	58.6742
TBC1D1	736.6217	TBC1D1	1293.0889
TBC1D20	1345.8938	TBC1D20	1411.5656
TBC1D22A	308.7793	TBC1D22A	544.2407
TBC1D22B	343.1244	TBC1D22B	378.4184
TBC1D23	890.1391	TBC1D23	713.1171
TBC1D24	448.3405	TBC1D24	502.0743
TBC1D25	380.3044	TBC1D25	587.4941
TBC1D2B	827.7727	TBC1D2B	2920.9215
TBC1D2	448.7767	TBC1D2	470.898
TBC1D3B	78.5032	TBC1D3B	101.9276
TBC1D3C	29.6568	TBC1D3C	31.5938
TBC1D3G	10.9032	removed	removed
TBC1D3H	6.9781	TBC1D3H	15.4208
TBC1D3	211.8453	TBC1D3	175.3907
TBC1D4	465.3496	TBC1D4	1237.7997
