gene_id	TCGA-BH-A1F6-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F6-11B-94R-A13Q-07
C7orf41	880.7166	C7orf41	5347.5967
C7orf42	3396.5111	C7orf42	3977.4326
C7orf43	329.5615	C7orf43	138.0422
C7orf44	706.7421	C7orf44	637.456
C7orf46	59.8774	C7orf46	140.0938
C7orf47	331.9189	C7orf47	60.3751
C7orf49	500.6884	C7orf49	405.0088
C7orf50	844.413	C7orf50	238.5698
C7orf51	8.4866	C7orf51	9.0856
C7orf53	27.3456	C7orf53	23.7397
C7orf55	242.8524	C7orf55	148.3851
C7orf58	106.082	C7orf58	2861.0785
C7orf59	851.9566	C7orf59	292.4971
C7orf60	439.4154	C7orf60	429.0739
C7orf63	20.7449	C7orf63	257.6202
C7orf64	338.0481	C7orf64	303.3411
C7orf68	570.4856	C7orf68	492.0868
C7orf70	696.8411	C7orf70	390.973
C7	169.7313	C7	1709.5545
C8ORFK29	7.0721	removed	removed
C8orf30A	1977.8406	C8orf30A	250.2931
C8orf31	7.0721	C8orf31	12.3095
C8orf33	2520.5092	C8orf33	1207.5029
removed	removed	C8orf34	58.6166
C8orf37	36.3036	C8orf37	109.6131
C8orf38	366.8081	C8orf38	194.0211
C8orf40	781.7067	C8orf40	723.9156
C8orf41	278.0575	C8orf41	224.2409
C8orf42	273.4559	C8orf42	467.1747
C8orf44	18.3876	C8orf44	40.2345
C8orf45	51.8623	C8orf45	41.6178
C8orf46	311.6455	C8orf46	41.0317
removed	removed	C8orf47	7.6202
C8orf48	23.1023	C8orf48	37.8077
C8orf4	216.4074	C8orf4	479.1911
C8orf51	233.3805	C8orf51	25.4982
C8orf55	2441.3013	C8orf55	413.8335
C8orf58	294.6723	C8orf58	224.7948
C8orf59	766.1292	C8orf59	516.8259
C8orf73	537.4823	C8orf73	43.3763
C8orf76	568.5997	C8orf76	347.3447
C8orf77	5.6577	removed	removed
C8orf79	109.8538	C8orf79	395.9555
C8orf80	32.5318	C8orf80	8.2063
C8orf83	615.2758	C8orf83	855.51
C8orf84	18.859	C8orf84	479.4842
C8orf85	11526.1669	C8orf85	200.762
C9orf100	313.8284	C9orf100	33.7427
C9orf102	84.5309	C9orf102	332.5498
C9orf103	33.0033	C9orf103	123.6811
C9orf109	20.2735	C9orf109	26.3775
C9orf110	72.1358	C9orf110	149.7655
C9orf114	456.4922	C9orf114	201.9168
C9orf116	44.7902	C9orf116	34.2907
C9orf117	12.2584	removed	removed
C9orf119	306.9307	C9orf119	154.4549
C9orf122	123.0552	C9orf122	17.2919
C9orf123	898.6327	C9orf123	609.027
C9orf125	16.5017	C9orf125	169.9883
C9orf129	72.7628	C9orf129	84.8974
C9orf130	55.0118	C9orf130	194.9678
C9orf140	798.6799	C9orf140	36.3423
C9orf142	429.9859	C9orf142	58.0305
C9orf150	130.5988	C9orf150	787.2216
C9orf152	13.2013	C9orf152	191.0903
C9orf156	156.0585	C9orf156	288.1008
C9orf163	5.6577	removed	removed
C9orf167	115.0401	C9orf167	77.9601
C9orf169	7.0816	removed	removed
C9orf16	1249.8821	C9orf16	419.4021
C9orf172	9.4295	removed	removed
C9orf21	310.7025	C9orf21	425.8499
C9orf23	538.4253	C9orf23	158.558
removed	removed	C9orf24	10.2579
C9orf25	998.5856	C9orf25	412.9543
C9orf30	267.355	C9orf30	206.8523
C9orf37	54.6912	C9orf37	68.2884
C9orf3	108.9062	C9orf3	497.7286
C9orf40	255.0684	C9orf40	185.8148
C9orf41	192.3621	C9orf41	220.3986
C9orf43	8.0151	C9orf43	7.3271
removed	removed	C9orf44	10.8441
C9orf45	235.7379	C9orf45	120.4572
C9orf46	422.4422	C9orf46	405.041
removed	removed	C9orf47	17.8781
C9orf5	1434.2291	C9orf5	4414.4197
C9orf64	238.5667	C9orf64	378.6635
C9orf66	21.2824	C9orf66	32.2392
removed	removed	C9orf68	74.7362
C9orf69	790.1933	C9orf69	224.5018
C9orf6	331.9189	C9orf6	501.4654
C9orf72	414.8986	C9orf72	480.3634
C9orf78	1719.4719	C9orf78	869.2849
C9orf7	455.4455	C9orf7	144.197
C9orf80	190.9477	C9orf80	329.4256
C9orf82	685.5257	C9orf82	414.4197
C9orf85	244.6959	C9orf85	164.4197
C9orf86	1864.215	C9orf86	449.2966
C9orf89	415.3701	C9orf89	141.2661
C9orf91	652.0509	C9orf91	752.9308
C9orf93	64.1207	C9orf93	84.1149
C9orf95	223.951	C9orf95	412.075
removed	removed	C9orf96	6.4478
C9orf98	30.6459	C9orf98	39.5662
C9orf9	175.8604	C9orf9	163.2474
CA11	263.0787	CA11	148.007
CA12	360.6789	CA12	4294.2556
CA13	115.3795	CA13	138.7515
CA14	6.6007	CA14	5.5686
CA2	299.3871	CA2	495.3107
CA3	14.7478	CA3	513.3587
removed	removed	CA4	255.8617
CA5BP	272.513	CA5BP	195.4865
CA5B	174.4743	CA5B	809.789
CA6	261.669	CA6	70.34
CA8	240.4526	CA8	235.3458
CA9	316.992	removed	removed
CAB39L	293.7294	CAB39L	1860.7855
CAB39	2239.9811	CAB39	3167.0574
CABC1	1733.6492	CABC1	1497.1454
CABIN1	1817.0674	CABIN1	980.9496
CABLES1	671.3814	CABLES1	868.4056
CABLES2	369.637	CABLES2	162.9543
CABP1	6.6007	CABP1	7.9132
removed	removed	CABP4	15.8265
CABP7	6.1858	removed	removed
CABYR	43.8472	CABYR	175.5569
CACHD1	105.6106	CACHD1	1614.0094
CACNA1A	16.9731	CACNA1A	39.8593
CACNA1C	83.4512	CACNA1C	522.8517
CACNA1D	116.926	CACNA1D	170.2814
CACNA1E	5.6577	removed	removed
CACNA1F	18.3876	removed	removed
CACNA1G	8.958	CACNA1G	29.3083
CACNA1H	27.3456	CACNA1H	137.7491
removed	removed	CACNA1I	9.6717
CACNA2D1	24.5167	CACNA2D1	721.5709
CACNA2D2	21.2164	CACNA2D2	111.3716
removed	removed	CACNA2D3	12.6026
CACNA2D4	44.3187	CACNA2D4	79.4256
CACNB1	117.8689	CACNB1	88.8042
CACNB2	33.4748	CACNB2	83.5287
CACNB3	807.1664	CACNB3	169.6952
CACNB4	19.802	CACNB4	254.1032
CACNG1	27.3456	removed	removed
CACNG4	1130.5988	CACNG4	249.1208
CACYBP	2073.0787	CACYBP	1004.9824
CADM1	1330.976	CADM1	693.728
CADM2	16.0302	CADM2	45.721
CADM3	270.0707	CADM3	324.0445
CADM4	236.2093	CADM4	213.9508
CADPS2	248.9392	CADPS2	1470.1055
CADPS	6.6007	CADPS	6.7409
CAD	2302.6874	CAD	850.5275
CALB2	1041.0184	CALB2	1567.9953
CALCB	29.703	removed	removed
CALCOCO1	661.9519	CALCOCO1	2321.8054
CALCOCO2	1357.3786	CALCOCO2	3152.4033
CALCRL	300.33	CALCRL	1555.3927
removed	removed	CALCR	68.2884
CALD1	4561.0561	CALD1	17169.109
CALHM2	285.7143	CALHM2	786.3423
CALM1	6839.6983	CALM1	11480.6565
CALM2	20400.7544	CALM2	12531.3599
CALM3	4070.2499	CALM3	2847.8898
CALML3	23.1023	CALML3	90.8558
CALML4	378.595	CALML4	366.9402
CALML5	1462.9892	CALML5	13.1887
removed	removed	CALN1	33.7046
CALR	16591.702	CALR	6679.3669
CALU	9439.8868	CALU	5555.6858
CAMK1D	450.2593	CAMK1D	152.6964
CAMK1	116.7751	CAMK1	408.1184
removed	removed	CAMK2B	19.3435
CAMK2D	385.6671	CAMK2D	1808.9097
CAMK2G	509.1938	CAMK2G	881.5944
CAMK2N1	871.7586	CAMK2N1	1208.6753
CAMK2N2	11.7869	removed	removed
removed	removed	CAMK4	6.4478
CAMKK1	320.6035	CAMKK1	99.0621
CAMKK2	1242.3385	CAMKK2	1756.1547
CAMKV	158.8873	removed	removed
CAMLG	669.4955	CAMLG	802.4619
CAMSAP1L1	1288.5431	CAMSAP1L1	2399.7655
CAMSAP1	1319.6605	CAMSAP1	843.4936
CAMTA1	768.5054	CAMTA1	430.5393
CAMTA2	1055.6341	CAMTA2	1096.7175
CAND1	4669.024	CAND1	3462.4853
CAND2	21.2164	CAND2	119.578
CANT1	1230.0802	CANT1	1172.9191
CANX	21988.6846	CANX	15766.7057
CAP1	8889.2032	CAP1	7849.9414
CAP2	396.9826	CAP2	1172.626
CAPG	2684.1113	CAPG	842.3212
CAPN10	160.9618	CAPN10	48.9244
removed	removed	CAPN11	113.7163
CAPN12	284.347	CAPN12	91.2075
removed	removed	CAPN13	77.0809
CAPN14	8.958	removed	removed
CAPN1	6261.1975	CAPN1	2116.061
CAPN2	6092.8807	CAPN2	4460.1407
CAPN3	21.405	CAPN3	234.2585
CAPN5	165.9595	CAPN5	449.5897
CAPN6	134.3706	CAPN6	773.4467
CAPN7	770.8628	CAPN7	1344.0797
CAPN8	6.1292	CAPN8	144.49
CAPN9	5.1862	CAPN9	10.2579
CAPNS1	29498.3498	CAPNS1	7589.9766
CAPRIN1	7961.8105	CAPRIN1	7252.9308
CAPRIN2	176.8034	CAPRIN2	576.7878
CAPS2	5.6577	CAPS2	101.4068
CAPS	59.8774	CAPS	41.9109
CAPZA1	2101.8388	CAPZA1	3422.626
CAPZA2	2858.5573	CAPZA2	3951.9343
CAPZB	4628.4771	CAPZB	3571.2192
CARD10	143.8001	CARD10	370.7151
CARD11	93.8237	CARD11	23.1536
CARD14	137.6709	CARD14	59.4959
CARD16	127.7699	CARD16	189.6249
CARD6	186.2329	CARD6	593.4936
CARD8	266.8553	CARD8	1006.7409
CARD9	137.1994	CARD9	15.2403
CARHSP1	981.9755	CARHSP1	716.3658
CARKD	653.4653	CARKD	740.9144
CARM1	2080.6223	CARM1	679.0739
CARNS1	10.8439	CARNS1	30.1876
CARS2	902.8524	CARS2	403.9801
CARS	1878.8307	CARS	694.3142
removed	removed	CASC1	46.0141
CASC2	19.802	CASC2	63.306
CASC3	1887.7888	CASC3	3075.0293
CASC4	1801.9802	CASC4	4403.8687
CASC5	339.4625	CASC5	26.6706
CASD1	338.991	CASD1	1031.9461
CASKIN1	33.0552	removed	removed
CASKIN2	446.5252	CASKIN2	771.1518
CASK	1499.7643	CASK	1422.626
CASP10	208.8637	CASP10	712.1923
removed	removed	CASP12	9.0856
CASP1	470.5328	CASP1	701.3482
CASP2	1709.571	CASP2	1063.8921
CASP3	858.0858	CASP3	769.3435
CASP4	479.4908	CASP4	1108.7339
CASP5	8.958	removed	removed
CASP6	136.2565	CASP6	270.8089
CASP7	418.199	CASP7	1054.5135
CASP8AP2	563.4135	CASP8AP2	727.7257
CASP8	205.5634	CASP8	577.374
CASP9	219.2362	CASP9	301.5826
removed	removed	CASQ1	23.7397
CASQ2	8.958	CASQ2	483.0012
CASS4	32.0603	CASS4	31.3599
CAST	4042.5365	CAST	8487.4209
CASZ1	954.7383	CASZ1	593.2005
CATSPER2P1	15.2145	CATSPER2P1	29.4109
CATSPER2	18.3876	CATSPER2	51.2808
CATSPER3	6.1292	removed	removed
removed	removed	CATSPERB	51.5826
CATSPERG	25.9312	CATSPERG	10.2579
CAT	973.5974	CAT	8847.8898
CAV1	810.4668	CAV1	28658.2649
CAV2	507.3079	CAV2	8887.163
CBARA1	723.2438	CBARA1	1524.3259
CBFA2T2	865.6294	CBFA2T2	799.5311
CBFA2T3	81.5653	CBFA2T3	190.211
CBFB	1538.4253	CBFB	949.0035
CBLB	286.1858	CBLB	660.6096
CBLC	531.8246	CBLC	52.4619
CBLL1	1197.0769	CBLL1	815.9437
removed	removed	CBLN1	50.7034
CBLN2	9.901	removed	removed
CBLN3	23.1023	CBLN3	50.9965
removed	removed	CBLN4	48.3587
CBL	1183.8755	CBL	1798.0657
CBR1	881.3484	CBR1	548.0393
CBR3	143.3286	CBR3	134.5252
CBR4	382.3668	CBR4	696.6589
CBS	259.3116	CBS	42.4971
CBWD1	2511.0797	CBWD1	452.5205
CBWD2	616.6902	CBWD2	542.7902
CBWD3	545.1909	CBWD3	516.0229
CBWD5	16.3366	removed	removed
CBWD6	248.9392	CBWD6	122.5088
CBX1	1230.5516	CBX1	1098.476
CBX2	523.8095	CBX2	45.1348
CBX3	5752.9467	CBX3	2965.4162
CBX4	402.1688	CBX4	215.4162
CBX5	1558.6987	CBX5	4401.8171
CBX6	621.8765	CBX6	522.8605
CBX7	359.2645	CBX7	1021.3951
CBX8	86.7515	CBX8	21.3951
CBY1	843.0127	CBY1	420.2638
CC2D1A	709.0995	CC2D1A	377.1981
CC2D1B	1027.3456	CC2D1B	546.0141
CC2D2A	171.1457	CC2D2A	626.612
removed	removed	CC2D2B	18.7573
CCAR1	1224.4224	CCAR1	1405.9203
CCBE1	5.6577	CCBE1	62.7198
CCBL1	37.7181	CCBL1	74.4431
CCBL2	622.5083	CCBL2	728.983
CCBP2	58.9345	CCBP2	291.0317
CCDC101	313.5314	CCDC101	182.8839
CCDC102A	139.0853	CCDC102A	69.1676
CCDC102B	48.0905	CCDC102B	122.2157
CCDC103	56.1056	CCDC103	66.5299
CCDC104	509.6653	CCDC104	673.7984
CCDC106	173.9745	CCDC106	94.0797
CCDC107	755.3182	CCDC107	330.8529
CCDC109A	341.3484	CCDC109A	617.2333
CCDC109B	361.1504	CCDC109B	375.4396
CCDC110	70.2499	CCDC110	70.0469
CCDC111	167.124	CCDC111	352.9894
CCDC112	325.3182	CCDC112	181.7116
CCDC113	245.1674	CCDC113	293.6694
CCDC114	6.6007	removed	removed
CCDC115	700.6129	CCDC115	763.7749
CCDC117	930.2216	CCDC117	841.1489
CCDC11	5.1862	CCDC11	9.0856
CCDC120	899.1042	CCDC120	232.1219
CCDC121	118.8119	CCDC121	169.9883
CCDC122	46.2046	CCDC122	97.0106
CCDC123	1089.5804	CCDC123	300.7034
CCDC124	983.4983	CCDC124	174.6776
CCDC125	192.8336	CCDC125	440.7972
CCDC126	142.8571	CCDC126	384.8183
CCDC127	367.7511	CCDC127	297.4795
CCDC129	57.0486	CCDC129	11.4302
CCDC12	332.8619	CCDC12	145.6624
CCDC130	305.5163	CCDC130	179.3669
CCDC132	695.8982	CCDC132	709.2614
CCDC134	54.2197	CCDC134	35.4631
CCDC136	7.0721	CCDC136	43.9625
CCDC137	331.9189	CCDC137	88.5111
CCDC138	66.4781	CCDC138	51.2896
removed	removed	CCDC141	68.8746
CCDC142	220.2122	CCDC142	79.8388
CCDC144A	8.9298	CCDC144A	118.9039
CCDC144B	11.0938	CCDC144B	174.5369
removed	removed	CCDC144C	7.034
CCDC146	79.6794	CCDC146	251.7585
removed	removed	CCDC147	10.2579
removed	removed	CCDC148	21.102
CCDC149	441.7727	CCDC149	437.8664
CCDC14	2106.5535	CCDC14	1240.6213
CCDC150	28.76	CCDC150	11.7233
CCDC151	5.6577	removed	removed
CCDC152	32.8477	CCDC152	265.2491
CCDC155	7.0721	removed	removed
CCDC157	7.5625	CCDC157	12.034
removed	removed	CCDC158	71.8054
CCDC159	68.8355	CCDC159	96.7175
CCDC15	72.6073	CCDC15	70.34
removed	removed	CCDC160	37.2216
CCDC163P	23.1023	CCDC163P	21.6882
CCDC17	70.7214	CCDC17	12.0164
CCDC18	101.8388	CCDC18	92.9132
removed	removed	CCDC19	7.6202
CCDC21	729.3729	CCDC21	180.8324
CCDC22	521.405	CCDC22	193.3734
CCDC23	366.8081	CCDC23	218.0539
CCDC24	145.0354	CCDC24	72.6846
CCDC25	1000.943	CCDC25	1276.0844
CCDC28A	303.1589	CCDC28A	459.8476
CCDC28B	95.2381	CCDC28B	21.102
CCDC30	66.9496	CCDC30	87.0457
CCDC34	253.6539	CCDC34	317.7022
CCDC36	8.4866	CCDC36	92.0281
removed	removed	CCDC39	45.9848
CCDC3	217.3503	CCDC3	2867.8195
CCDC40	12.2584	CCDC40	73.857
CCDC41	229.1372	CCDC41	214.83
CCDC43	469.1183	CCDC43	410.6096
CCDC45	337.1051	CCDC45	549.5311
CCDC46	35.3607	CCDC46	510.8441
CCDC47	1999.5285	CCDC47	3087.3388
CCDC48	20.2735	CCDC48	64.1852
CCDC50	609.6181	CCDC50	5175.5569
CCDC51	362.0934	CCDC51	109.32
CCDC52	260.7261	CCDC52	409.4373
CCDC53	231.4946	CCDC53	565.0645
CCDC55	641.207	CCDC55	756.7409
CCDC56	579.571	CCDC56	648.0129
CCDC57	185.29	CCDC57	192.8488
CCDC58	246.5818	CCDC58	145.3693
CCDC59	573.786	CCDC59	426.7292
CCDC61	112.6827	CCDC61	65.9437
removed	removed	CCDC62	5.8617
CCDC64B	372.4658	CCDC64B	91.1489
CCDC64	274.8703	CCDC64	28.7222
removed	removed	CCDC65	18.1712
CCDC66	300.7166	CCDC66	399.5574
CCDC68	9.4295	CCDC68	168.8159
CCDC69	379.538	CCDC69	4225.0879
CCDC6	8338.5196	CCDC6	3247.6553
CCDC71	323.9038	CCDC71	293.0832
CCDC72	1148.0434	CCDC72	540.7386
CCDC73	20.8109	CCDC73	40.8558
CCDC74A	28.76	CCDC74A	180.2462
removed	removed	CCDC74B	42.204
CCDC75	49.9764	CCDC75	201.9343
CCDC76	207.7652	CCDC76	341.3746
CCDC77	245.6388	CCDC77	125.4396
CCDC78	29.703	removed	removed
CCDC7	37.2466	CCDC7	47.1424
CCDC80	2327.6756	CCDC80	19832.6495
CCDC81	7.0721	CCDC81	8.2063
CCDC82	417.256	CCDC82	825.6155
CCDC84	69.7784	CCDC84	95.5451
CCDC85A	57.7888	CCDC85A	319.6249
CCDC85B	287.1287	CCDC85B	46.0141
CCDC85C	764.5545	CCDC85C	276.7497
CCDC86	1139.0759	CCDC86	286.8699
CCDC87	18.3876	CCDC87	10.551
CCDC88A	612.447	CCDC88A	1654.7479
CCDC88B	114.5686	CCDC88B	36.6354
CCDC88C	867.0438	CCDC88C	550.9965
CCDC89	7.5436	CCDC89	25.4982
CCDC8	82.0368	CCDC8	514.068
CCDC90A	481.8482	CCDC90A	395.3693
CCDC90B	834.0123	CCDC90B	894.7743
CCDC91	328.1471	CCDC91	647.4209
CCDC92	784.0641	CCDC92	1291.6178
CCDC93	530.8817	CCDC93	1098.1829
CCDC94	227.2513	CCDC94	135.1114
CCDC96	19.802	CCDC96	36.0492
CCDC97	967.4682	CCDC97	640.3869
CCDC99	353.1353	CCDC99	136.5768
CCDC9	223.951	CCDC9	67.4091
CCHCR1	350.7779	CCHCR1	92.6143
CCIN	16.5017	CCIN	14.6542
CCL11	42.9043	removed	removed
CCL13	132.9562	CCL13	858.7339
CCL14	93.819	CCL14	4511.061
removed	removed	CCL15	5.5686
removed	removed	CCL16	18.4642
CCL17	10.8439	CCL17	6.1547
CCL18	49.505	CCL18	1485.0528
CCL19	101.8388	CCL19	103.4584
CCL20	216.4074	removed	removed
CCL21	112.6827	CCL21	755.8617
CCL22	101.8388	CCL22	93.7866
removed	removed	CCL23	27.5498
removed	removed	CCL24	7.034
removed	removed	CCL26	7.3271
CCL28	1481.3767	CCL28	862.544
CCL2	1528.9958	CCL2	3608.1477
CCL3L1	89.1749	CCL3L1	17.2479
CCL3	355.0212	CCL3	72.9777
CCL4L2	206.0349	CCL4L2	83.2356
CCL4	358.3215	CCL4	118.4056
CCL5	1308.8166	CCL5	236.5182
CCL7	99.0099	removed	removed
CCL8	814.71	CCL8	184.6424
CCM2	1066.4781	CCM2	485.932
CCNA1	14.1443	CCNA1	31.0668
CCNA2	698.8307	CCNA2	48.8423
CCNB1IP1	978.3121	CCNB1IP1	658.558
CCNB1	1288.5431	CCNB1	150.6448
CCNB2	799.1513	CCNB2	30.7737
CCNB3	9.4295	CCNB3	16.1196
CCNC	2459.2174	CCNC	1389.8007
CCND1	1615.2758	CCND1	9344.7567
CCND2	697.7841	CCND2	4162.6612
CCND3	1514.38	CCND3	1035.7562
CCNDBP1	475.2475	CCNDBP1	1314.7714
CCNE1	1101.3673	CCNE1	23.7397
CCNE2	199.4531	CCNE2	35.4777
CCNF	911.3626	CCNF	70.9261
CCNG1	1446.016	CCNG1	4123.388
CCNG2	555.3984	CCNG2	2155.3341
CCNH	266.1669	CCNH	875.9525
removed	removed	CCNI2	13.4437
CCNI	3253.6539	CCNI	7085.5803
CCNJL	32.5318	CCNJL	112.2509
CCNJ	471.4757	CCNJ	281.653
CCNK	1119.934	CCNK	983.5082
CCNL1	958.5101	CCNL1	2286.3423
CCNL2	997.6426	CCNL2	1711.6061
removed	removed	CCNO	21.9812
CCNT1	143.3286	CCNT1	374.5604
CCNT2	435.6436	CCNT2	1239.449
CCNYL1	580.3866	CCNYL1	956.3306
CCNY	3390.8534	CCNY	2303.3411
removed	removed	CCPG1	4117.9103
CCR10	11.7869	removed	removed
CCR1	792.5507	CCR1	691.6764
CCR2	201.7916	CCR2	92.6143
CCR3	5.6577	removed	removed
CCR4	25.9312	CCR4	5.2755
CCR5	410.1839	CCR5	106.3892
CCR6	52.5318	CCR6	36.5563
CCR7	124.4696	CCR7	24.3259
CCR8	17.9161	removed	removed
CCRL1	39.604	CCRL1	345.2521
CCRL2	82.5083	CCRL2	158.2649
CCRN4L	380.9524	CCRN4L	368.1125
CCS	321.075	CCS	119.2849
CCT2	5386.6101	CCT2	2383.3529
CCT3	10271.57	CCT3	2663.2474
CCT4	8934.4649	CCT4	3259.9648
CCT5	9863.7435	CCT5	2785.7562
CCT6A	8443.6587	CCT6A	2843.4936
CCT6B	74.9646	CCT6B	104.6307
CCT6P1	103.7247	CCT6P1	85.2872
CCT7	9657.7086	CCT7	2528.7222
CCT8	5437.5295	CCT8	2887.7491
CD101	29.703	CD101	26.6706
CD109	457.8029	CD109	2490.6213
CD14	3247.0533	CD14	2203.1067
CD151	6685.5257	CD151	4447.245
removed	removed	CD160	14.3611
CD163L1	125.884	CD163L1	323.5639
CD163	2823.6681	CD163	1827.9601
CD164L2	48.562	CD164L2	21.9812
CD164	9272.9844	CD164	17417.9367
CD177	8.4866	CD177	5.8617
CD180	216.8788	CD180	230.0703
CD19	7.5436	removed	removed
removed	removed	CD1A	7.9132
CD1C	11.7869	CD1C	99.9414
CD1D	60.3489	CD1D	48.0657
removed	removed	CD1E	17.585
CD200R1	18.3876	CD200R1	138.9215
CD200	154.644	CD200	1161.4889
CD207	5.6577	CD207	23.1536
CD209	251.2966	CD209	1308.3236
CD226	32.0603	CD226	31.0668
CD22	26.4026	CD22	60.6682
CD244	24.9882	CD244	25.7913
CD247	97.5955	CD247	43.6694
CD248	779.3494	CD248	4903.5756
CD24	107373.4088	CD24	7400.3517
CD274	44.3187	CD274	30.7737
CD276	2747.289	CD276	1493.2591
CD27	132.5884	CD27	28.9683
CD28	90.5233	CD28	193.4349
CD2AP	1977.8406	CD2AP	1742.0868
CD2BP2	904.7619	CD2BP2	543.6694
CD2	324.8468	CD2	75.3224
CD300A	416.3131	CD300A	131.5944
CD300C	63.1777	CD300C	48.3587
CD300E	6.6007	CD300E	9.9648
CD300LB	43.3758	CD300LB	53.6342
CD300LF	76.3791	CD300LF	17.585
CD300LG	9.901	CD300LG	1414.7128
CD302	443.7294	CD302	3442.1483
CD320	563.885	CD320	272.5674
CD33	94.2951	CD33	179.9531
CD34	636.0207	CD34	9573.5639
CD36	518.6233	CD36	50485.3458
CD37	394.6252	CD37	212.1923
CD38	247.0533	CD38	35.4631
CD3D	89.5804	CD3D	22.8605
CD3EAP	504.9505	CD3EAP	302.0135
CD3E	259.3116	CD3E	65.0645
CD3G	32.0603	CD3G	10.8441
CD40LG	20.2735	CD40LG	16.1196
CD40	266.3838	CD40	311.8406
CD44	12126.3555	CD44	13161.1958
CD46	5069.3069	CD46	7561.5475
CD47	6462.5177	CD47	4394.7831
CD48	435.1721	CD48	150.0586
CD4	1601.1315	CD4	1631.5944
CD52	503.5361	CD52	252.0516
CD53	1353.6068	CD53	838.8042
CD55	2504.9505	CD55	4589.9766
CD58	183.4041	CD58	333.2356
CD59	17441.7727	CD59	26767.2919
CD5	116.4545	CD5	27.2567
CD63	6210.7496	CD63	7516.4127
CD68	4468.6469	CD68	3863.4232
CD69	129.6558	CD69	69.1676
CD6	267.3267	CD6	26.9637
CD70	17.9161	CD70	19.6366
CD72	245.1674	CD72	37.8077
CD74	32068.364	CD74	28382.7667
CD79A	330.033	CD79A	23.1536
CD79B	147.1004	CD79B	51.8757
CD7	99.4814	CD7	10.2579
CD80	117.8689	CD80	18.1712
CD81	17168.7883	CD81	14289.5662
CD82	3758.133	CD82	453.9859
CD83	508.2508	CD83	661.1958
CD84	170.6742	CD84	295.1348
CD86	559.6417	CD86	269.9297
CD8A	379.538	CD8A	49.238
CD8B	1820.8392	CD8B	9.3787
CD93	1173.9745	CD93	5850.8206
CD96	112.2112	CD96	121.3365
CD97	1853.3711	CD97	1050.1172
CD99L2	999.5285	CD99L2	1799.238
CD99	2246.1103	CD99	2827.374
CD9	6014.1443	CD9	4407.6788
CDADC1	97.124	CDADC1	303.9273
CDAN1	308.8166	CDAN1	217.1747
CDA	9.4295	CDA	39.5662
CDC123	3130.099	CDC123	894.2732
CDC14A	48.562	CDC14A	447.5381
CDC14B	345.1202	CDC14B	1050.1172
removed	removed	CDC14C	18.4642
CDC16	1203.206	CDC16	1763.4818
CDC20	1607.7322	CDC20	12.8957
CDC23	729.3729	CDC23	918.8159
CDC25A	376.7091	CDC25A	33.9977
CDC25B	5395.5681	CDC25B	599.0621
CDC25C	137.1994	removed	removed
CDC26	120.396	CDC26	69.7479
CDC27	1190.4762	CDC27	2422.3329
CDC34	1332.8619	CDC34	192.2626
CDC37L1	634.1348	CDC37L1	551.8757
CDC37	2285.7143	CDC37	1036.9285
CDC40	766.6195	CDC40	887.7491
CDC42BPA	1380.9524	CDC42BPA	3373.388
CDC42BPB	1967.4682	CDC42BPB	3511.1372
CDC42BPG	907.5908	CDC42BPG	186.694
CDC42EP1	3909.4767	CDC42EP1	704.279
CDC42EP2	257.8972	CDC42EP2	723.3294
CDC42EP3	326.7327	CDC42EP3	1657.9719
CDC42EP4	579.4437	CDC42EP4	1915.592
CDC42EP5	59.8774	CDC42EP5	25.2052
CDC42SE1	3305.8604	CDC42SE1	2756.2134
CDC42SE2	1112.6827	CDC42SE2	1919.6952
CDC42	5502.1216	CDC42	6745.0176
CDC45	320.132	CDC45	6.4478
CDC5L	1016.5017	CDC5L	1179.9531
CDC6	395.5681	CDC6	61.2544
CDC73	1184.8185	CDC73	1557.4443
CDC7	128.7129	CDC7	112.837
CDCA2	1736.9165	CDCA2	18.4642
CDCA3	398.0292	CDCA3	19.789
CDCA4	482.7911	CDCA4	141.8523
CDCA5	1247.0533	CDCA5	27.8429
CDCA7L	1393.3711	CDCA7L	399.9472
CDCA7	332.3904	CDCA7	46.6002
CDCA8	1736.4451	CDCA8	30.4807
CDCP1	2567.6568	CDCP1	628.3705
removed	removed	CDH10	21.3951
CDH11	1423.8567	CDH11	1019.6366
removed	removed	CDH12	48.3587
CDH13	181.0467	CDH13	2148.007
CDH15	6.1292	removed	removed
removed	removed	CDH19	27.5498
CDH1	7549.2692	CDH1	8500.5862
removed	removed	CDH20	44.2556
CDH23	79.6794	CDH23	371.6295
CDH24	30.1744	CDH24	77.0809
CDH26	15.0872	CDH26	20.8089
CDH2	110.3253	CDH2	283.1184
CDH3	2798.6799	CDH3	1523.1536
removed	removed	CDH4	25.2052
CDH5	547.8548	CDH5	3898.3001
CDH6	35.3607	CDH6	238.8628
removed	removed	CDH8	63.0129
CDHR1	13.2013	removed	removed
CDHR3	35.851	CDHR3	128.0744
CDIPT	2333.3333	CDIPT	1539.2732
CDK10	338.991	CDK10	248.5346
CDK11A	349.1089	CDK11A	199.5838
CDK11B	654.1914	CDK11B	408.857
CDK12	1250.8251	CDK12	1648.8863
CDK13	1065.0636	CDK13	1327.6671
CDK14	218.2933	CDK14	870.1641
removed	removed	CDK15	26.0844
CDK16	3962.7534	CDK16	1500.2931
CDK17	422.9137	CDK17	1258.2063
CDK18	284.7713	CDK18	223.6225
