gene_id	TCGA-BH-A1F6-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F6-11B-94R-A13Q-07
ANKRD56	98.0669	ANKRD56	65.3576
ANKRD57	388.0245	ANKRD57	782.5322
ANKRD58	15.5587	removed	removed
ANKRD5	347.9491	ANKRD5	219.2263
ANKRD6	202.3715	ANKRD6	371.1401
ANKRD7	14.6157	removed	removed
ANKRD9	31.1174	ANKRD9	25.7913
ANKS1A	1368.694	ANKS1A	1274.0328
ANKS1B	52.3338	ANKS1B	58.3236
ANKS3	203.206	ANKS3	82.0633
ANKS6	681.2824	ANKS6	339.9766
ANKZF1	641.207	ANKZF1	338.2181
ANLN	2016.9731	ANLN	62.1336
ANO10	1080.1509	ANO10	1007.9132
ANO1	554.9269	ANO1	5046.6002
ANO2	17.4446	ANO2	120.7503
ANO3	9.4295	ANO3	205.1583
ANO4	8.4866	ANO4	11.7233
ANO5	126.3555	ANO5	231.2427
ANO6	1889.2032	ANO6	8884.5252
ANO7	43.8472	ANO7	8.4994
ANO8	381.4239	ANO8	166.1782
ANO9	161.2447	ANO9	34.8769
ANP32A	3440.3583	ANP32A	1680.5393
ANP32B	3573.786	ANP32B	1372.2157
ANP32E	3485.1485	ANP32E	1198.1243
ANPEP	542.6686	ANPEP	3238.5698
ANTXR1	2043.3758	ANTXR1	7756.7409
ANTXR2	564.3564	ANTXR2	3131.3013
ANUBL1	62.2348	ANUBL1	262.6026
ANXA11	2940.1226	ANXA11	3304.2204
ANXA1	7846.7704	ANXA1	22233.0012
ANXA2P1	59.4059	ANXA2P1	84.1149
ANXA2P2	5236.6808	ANXA2P2	5690.7972
ANXA2P3	5.1862	ANXA2P3	5.2755
ANXA2	15660.5375	ANXA2	18959.8476
ANXA3	801.5087	ANXA3	1386.5768
ANXA4	2832.1546	ANXA4	1785.17
ANXA5	6137.6709	ANXA5	15161.4889
ANXA6	3306.9307	ANXA6	5347.0106
ANXA7	1969.3541	ANXA7	3596.1313
ANXA8L2	22.1594	ANXA8L2	173.2122
ANXA8	61.7633	ANXA8	738.4584
ANXA9	19.802	ANXA9	118.9918
AOAH	237.1523	AOAH	186.4009
AOC2	8.0151	AOC2	83.2356
AOC3	332.8619	AOC3	10773.7397
AOX1	251.768	AOX1	1791.6178
AP1AR	611.0325	AP1AR	630.422
AP1B1	3236.2093	AP1B1	1713.3646
AP1G1	2537.9538	AP1G1	3412.9543
AP1G2	602.7817	AP1G2	657.1336
AP1M1	1176.8034	AP1M1	848.476
AP1M2	3863.272	AP1M2	419.109
AP1S1	2356.9071	AP1S1	228.0188
AP1S2	312.1169	AP1S2	972.4502
AP1S3	201.3201	AP1S3	135.4045
AP2A1	1604.083	AP2A1	1066.6442
AP2A2	2831.6832	AP2A2	1652.4033
AP2B1	5002.8289	AP2B1	7322.9777
AP2M1	6723.2438	AP2M1	4298.3587
AP2S1	1607.2607	AP2S1	679.9531
AP3B1	1358.793	AP3B1	1627.1981
AP3B2	181.9896	AP3B2	54.5135
AP3D1	4070.7214	AP3D1	1745.6038
AP3M1	1012.2584	AP3M1	2063.306
AP3M2	402.1688	AP3M2	681.7116
AP3S1	1024.0453	AP3S1	1271.9812
AP3S2	2306.8458	AP3S2	2071.9549
AP4B1	166.8694	AP4B1	367.0487
AP4E1	275.3418	AP4E1	559.2028
AP4M1	865.7284	AP4M1	247.881
AP4S1	47.1476	AP4S1	117.5264
APAF1	539.8397	APAF1	672.626
APBA1	317.7746	APBA1	430.5393
APBA2	278.1707	APBA2	33.7046
APBA3	265.4408	APBA3	70.9261
APBB1IP	318.7176	APBB1IP	1142.1454
APBB1	270.6271	APBB1	424.9707
APBB2	480.9052	APBB2	4190.5041
APBB3	116.926	APBB3	202.5205
APC2	14.7336	removed	removed
APCDD1L	161.7162	APCDD1L	93.2005
APCDD1	152.2867	APCDD1	1660.3165
APC	528.5243	APC	1911.7819
APEH	2250.8251	APEH	936.9871
APEX1	2289.4861	APEX1	1785.17
APEX2	831.6832	APEX2	437.5733
APH1A	6729.8444	APH1A	2793.6694
APH1B	267.3267	APH1B	936.694
API5	3597.8312	API5	3124.5604
APIP	465.6954	APIP	383.177
APITD1	185.6907	APITD1	140.0821
APLF	128.7129	APLF	143.4379
APLNR	576.6148	APLNR	1502.3447
APLN	128.2414	APLN	231.8288
APLP1	35.3607	APLP1	32.5322
APLP2	12115.0401	APLP2	14371.3365
APOA1BP	2006.6007	APOA1BP	839.0973
APOB48R	153.2296	APOB48R	33.4115
removed	removed	APOBEC2	5.8617
APOBEC3A	282.414	APOBEC3A	29.8945
APOBEC3B	1476.1905	APOBEC3B	34.2907
APOBEC3C	262.612	APOBEC3C	559.789
APOBEC3D	68.364	APOBEC3D	58.3236
APOBEC3F	80.1509	APOBEC3F	178.4877
APOBEC3G	293.2579	APOBEC3G	240.3283
APOBEC3H	16.5017	APOBEC3H	8.2063
removed	removed	APOB	613.7163
APOC1	705.7992	APOC1	308.9097
APOC2	178.6893	APOC2	72.9777
APOD	1973.5974	APOD	27484.1735
APOE	3313.0599	APOE	595.5451
APOL1	1749.6464	APOL1	1219.5193
APOL2	595.0024	APOL2	393.6108
APOL3	526.1669	APOL3	933.177
APOL4	116.4545	APOL4	334.408
APOL6	3570.0141	APOL6	7487.1043
APOLD1	302.2159	APOLD1	1990.0352
APOM	15.5587	APOM	42.204
APOOL	202.2631	APOOL	374.2673
APOO	618.5761	APOO	202.8136
APPBP2	680.8109	APPBP2	2020.8089
APPL1	2978.7789	APPL1	2352.286
APPL2	373.4088	APPL2	1526.6706
APP	17985.3843	APP	24464.83
APRT	1619.9906	APRT	529.3083
APTX	1416.7845	APTX	446.3658
AQP11	15.5587	AQP11	47.1864
AQP1	890.0189	AQP1	17371.6823
removed	removed	AQP2	6.7409
AQP3	164.0736	AQP3	378.0774
removed	removed	AQP4	244.7245
AQP5	710.9854	AQP5	111.3716
AQP6	6.1292	removed	removed
removed	removed	AQP7P1	322.6846
removed	removed	AQP7P3	45.1348
AQP7	8.958	AQP7	1578.5463
AQP9	430.9288	AQP9	78.8394
AQPEP	5.6577	AQPEP	954.663
AQR	812.3527	AQR	1538.3939
ARAF	1228.1942	ARAF	1049.8242
ARAP1	1392.678	ARAP1	1166.5944
ARAP2	508.2508	ARAP2	468.347
ARAP3	105.6106	ARAP3	605.51
ARCN1	4488.4488	ARCN1	5633.3529
ARC	20.7449	ARC	42.7902
AREG	108.9109	AREG	274.619
ARF1	16993.8708	ARF1	5698.7104
ARF3	4248.9392	ARF3	3973.9156
ARF4	7204.149	ARF4	5481.2427
ARF5	5344.1066	ARF5	1215.3253
ARF6	3777.9349	ARF6	3488.8628
ARFGAP1	1547.8548	ARFGAP1	399.4725
ARFGAP2	3973.5974	ARFGAP2	982.1219
ARFGAP3	1197.0769	ARFGAP3	1446.3658
ARFGEF1	2137.7935	ARFGEF1	2350.0117
ARFGEF2	2901.9331	ARFGEF2	2803.3411
ARFIP1	898.6327	ARFIP1	1383.0598
ARFIP2	1734.5592	ARFIP2	785.17
ARFRP1	620.462	ARFRP1	146.5416
ARG2	103.7152	ARG2	306.0375
ARGLU1	837.3409	ARGLU1	3381.0082
ARHGAP10	241.867	ARHGAP10	670.8675
ARHGAP11A	600.1886	ARHGAP11A	107.2685
ARHGAP11B	34.0453	ARHGAP11B	10.0381
ARHGAP12	1133.8991	ARHGAP12	1399.1794
ARHGAP15	72.6073	ARHGAP15	83.2356
ARHGAP17	1206.5064	ARHGAP17	1704.5721
ARHGAP18	881.1881	ARHGAP18	1189.9179
ARHGAP19	669.024	ARHGAP19	969.5193
ARHGAP1	4272.0415	ARHGAP1	4159.7304
ARHGAP20	71.1928	ARHGAP20	1279.8945
ARHGAP21	2744.4602	ARHGAP21	4833.2356
ARHGAP22	192.3621	ARHGAP22	48.3587
ARHGAP23	288.5431	ARHGAP23	1138.3353
ARHGAP24	99.9529	ARHGAP24	576.2016
ARHGAP25	368.694	ARHGAP25	414.4197
ARHGAP26	230.0802	ARHGAP26	1023.7397
ARHGAP27	780.2923	ARHGAP27	385.7884
ARHGAP28	60.8204	ARHGAP28	537.8077
ARHGAP29	1639.3211	ARHGAP29	6320.6331
ARHGAP30	589.8161	ARHGAP30	458.9683
ARHGAP31	644.9788	ARHGAP31	1955.7444
ARHGAP32	767.5625	ARHGAP32	1662.6612
ARHGAP33	184.347	ARHGAP33	79.7186
removed	removed	ARHGAP36	167.3505
ARHGAP39	886.3744	ARHGAP39	62.1336
ARHGAP42	66.9496	ARHGAP42	541.3247
ARHGAP4	544.083	ARHGAP4	181.4185
ARHGAP5	1564.8279	ARHGAP5	4805.9789
ARHGAP6	23.1023	ARHGAP6	286.3423
ARHGAP8	536.7091	ARHGAP8	179.0739
ARHGAP9	148.5149	ARHGAP9	120.4572
ARHGDIA	4262.1405	ARHGDIA	2483.5873
ARHGDIB	2739.7454	ARHGDIB	3570.0469
ARHGDIG	16.5017	ARHGDIG	27.837
ARHGEF10L	1302.6874	ARHGEF10L	597.3036
ARHGEF10	355.9642	ARHGEF10	1386.2837
ARHGEF11	1520.9807	ARHGEF11	1295.4279
ARHGEF12	2985.3843	ARHGEF12	7039.2732
ARHGEF15	149.9293	ARHGEF15	1206.0375
ARHGEF16	403.1117	ARHGEF16	57.4443
ARHGEF17	922.2065	ARHGEF17	1251.1723
ARHGEF18	912.3055	ARHGEF18	416.4713
ARHGEF19	564.3564	ARHGEF19	175.5569
ARHGEF1	2131.5417	ARHGEF1	626.612
ARHGEF2	1493.6351	ARHGEF2	1464.5369
removed	removed	ARHGEF33	15.2403
ARHGEF35	285.2428	ARHGEF35	209.5545
ARHGEF37	504.0075	ARHGEF37	831.4771
removed	removed	ARHGEF38	36.3423
ARHGEF3	928.3357	ARHGEF3	1200.1758
ARHGEF4	129.1843	ARHGEF4	192.8488
ARHGEF5	807.6379	ARHGEF5	478.3118
ARHGEF6	361.1504	ARHGEF6	3512.3095
ARHGEF7	908.5337	ARHGEF7	2337.0457
ARHGEF9	1803.3946	ARHGEF9	935.2286
ARID1A	2706.7421	ARID1A	2645.6624
ARID1B	528.9958	ARID1B	2151.2309
ARID2	519.0948	ARID2	1285.17
ARID3A	154.644	ARID3A	53.6342
ARID3B	147.1004	ARID3B	92.0281
ARID3C	6.1292	removed	removed
ARID4A	398.397	ARID4A	996.483
ARID4B	1129.6558	ARID4B	1518.4642
ARID5A	290.9005	ARID5A	691.9695
ARID5B	1130.1273	ARID5B	5531.653
ARIH1	2377.1806	ARIH1	2579.7186
ARIH2	1686.4121	ARIH2	1484.7392
ARL10	47.619	ARL10	67.1161
ARL11	66.0066	ARL11	44.8417
ARL13B	118.3404	ARL13B	471.5709
ARL15	181.0467	ARL15	950.4689
ARL16	346.5347	ARL16	236.8113
ARL17A	52.9514	ARL17A	101.0463
ARL1	1727.9585	ARL1	2667.6436
ARL2BP	1441.7727	ARL2BP	2209.8476
ARL2	1167.8454	ARL2	754.3962
ARL3	239.0382	ARL3	538.3939
ARL4A	401.2258	ARL4A	1143.3177
ARL4C	890.6176	ARL4C	1471.2778
ARL4D	18.859	ARL4D	90.8558
ARL5A	984.4413	ARL5A	1356.9754
ARL5B	562.942	ARL5B	461.8992
ARL6IP1	8933.0504	ARL6IP1	4820.6331
ARL6IP4	721.3579	ARL6IP4	323.2708
ARL6IP5	5362.0934	ARL6IP5	7834.7011
ARL6IP6	327.2041	ARL6IP6	291.3247
ARL6	46.2046	ARL6	106.0961
ARL8A	2162.1876	ARL8A	826.7878
ARL8B	2271.0985	ARL8B	2825.6155
ARL9	15.5587	ARL9	13.1887
ARMC10	1465.3465	ARMC10	775.8675
ARMC1	1009.4295	ARMC1	926.4361
ARMC2	31.1174	ARMC2	91.1489
ARMC3	6.6007	removed	removed
ARMC4	5.1862	ARMC4	7.9132
ARMC5	235.2664	ARMC5	121.9226
ARMC6	1142.7959	ARMC6	240.0645
ARMC7	215.4644	ARMC7	129.5428
ARMC8	635.5493	ARMC8	1020.5158
ARMC9	154.644	ARMC9	160.6096
ARMCX1	445.5446	ARMCX1	621.9226
ARMCX2	1003.3003	ARMCX2	660.0234
ARMCX3	1147.1004	ARMCX3	2129.2497
ARMCX5	195.1909	ARMCX5	383.939
ARMCX6	311.174	ARMCX6	170.2814
ARNT2	57.52	ARNT2	221.5709
ARNTL2	162.1876	ARNTL2	93.4936
ARNTL	296.0868	ARNTL	536.6354
ARNT	1069.7784	ARNT	2238.8628
ARPC1A	4239.6605	ARPC1A	1936.2251
ARPC1B	3692.9184	ARPC1B	869.1676
ARPC2	4122.1122	ARPC2	4813.8921
ARPC3	3396.0396	ARPC3	3046.8933
ARPC4	3836.1622	ARPC4	1998.2093
ARPC5L	1373.4088	ARPC5L	434.0563
ARPC5	4421.0278	ARPC5	3281.9461
ARPM1	33.9463	ARPM1	46.3072
ARPP19	2940.5941	ARPP19	6165.2989
removed	removed	ARPP21	7.9132
ARRB1	316.8317	ARRB1	839.6835
ARRB2	880.7166	ARRB2	685.8148
ARRDC1	1531.8246	ARRDC1	272.5674
ARRDC2	527.5813	ARRDC2	246.1899
ARRDC3	2865.1579	ARRDC3	4932.5909
ARRDC4	532.7676	ARRDC4	1917.9367
ARSA	1307.8736	ARSA	471.864
ARSB	400.7544	ARSB	495.3107
ARSD	1417.7275	ARSD	1899.7655
ARSE	76.3791	ARSE	22.5674
ARSG	44.3187	ARSG	201.0551
ARSI	46.6761	ARSI	25.2052
ARSJ	38.661	ARSJ	247.9484
ARSK	115.5116	ARSK	213.6577
ART3	52.8053	ART3	8.2063
removed	removed	ART4	29.6014
ART5	5.6577	ART5	8.2063
ARTN	517.2089	removed	removed
ARV1	330.976	ARV1	395.9555
ARVCF	180.5752	ARVCF	116.354
removed	removed	ARX	13.1887
AR	6.6007	AR	675.2638
AS3MT	58.463	AS3MT	254.1032
ASAH1	3875.0589	ASAH1	10743.2591
removed	removed	ASAH2	7.034
ASAM	181.5182	ASAM	2191.9695
ASAP1	1142.8571	ASAP1	2140.973
ASAP2	1232.909	ASAP2	1655.041
ASAP3	1041.4899	ASAP3	906.5064
ASB12	6.1292	removed	removed
ASB13	6992.9279	ASB13	403.5756
ASB14	12.2631	ASB14	20.5158
ASB1	203.2768	ASB1	610.3546
ASB2	34.4177	ASB2	39.8593
ASB3	249.8821	ASB3	395.3693
ASB6	1038.2603	ASB6	435.1172
ASB7	584.6299	ASB7	542.204
ASB8	421.0278	ASB8	915.592
ASB9	17.4446	ASB9	64.4783
ASCC1	512.9656	ASCC1	521.6882
ASCC2	986.7987	ASCC2	916.7644
ASCC3	1333.8048	ASCC3	1947.245
ASCL2	87.223	ASCL2	6.7409
ASF1A	498.8213	ASF1A	501.7585
ASF1B	657.2372	ASF1B	43.0832
ASGR1	10.8439	ASGR1	6.7409
ASGR2	6.6007	ASGR2	6.4478
ASH1L	1569.9811	ASH1L	3958.9009
ASH2L	873.6445	ASH2L	1151.524
ASL	751.0608	ASL	194.6073
ASMTL	355.0212	ASMTL	267.585
ASNA1	1404.9976	ASNA1	580.891
ASNSD1	678.925	ASNSD1	1354.0445
ASNS	1168.3168	ASNS	386.8699
ASPA	10.3725	ASPA	274.619
ASPHD1	168.3168	ASPHD1	5.5686
ASPHD2	85.3371	ASPHD2	63.8921
ASPH	2954.677	ASPH	15992.3388
ASPM	1078.7364	ASPM	29.0152
ASPN	468.6469	ASPN	1381.0082
ASPRV1	25.5776	ASPRV1	56.4361
ASPSCR1	163.6021	ASPSCR1	109.32
ASRGL1	66.9496	ASRGL1	106.6823
ASS1	4460.6318	ASS1	2296.0141
ASTE1	119.3871	ASTE1	289.4842
removed	removed	ASTN1	138.3353
ASTN2	108.4394	ASTN2	232.1219
ASXL1	1958.5101	ASXL1	2019.0504
ASXL2	743.9887	ASXL2	1318.8746
removed	removed	ASXL3	36.6354
ATAD1	836.3979	ATAD1	1548.3587
ATAD2B	492.6921	ATAD2B	502.3447
ATAD2	2447.4305	ATAD2	429.3669
ATAD3A	1017.9161	ATAD3A	76.4947
ATAD3B	409.7124	ATAD3B	64.1852
ATAD3C	75.9076	ATAD3C	76.7878
ATAD5	119.7548	ATAD5	76.4947
ATE1	327.2041	ATE1	436.694
ATF1	311.6455	ATF1	571.2192
ATF2	246.5818	ATF2	770.8089
ATF3	1449.7878	ATF3	2021.6882
ATF4	6615.7473	ATF4	5273.4467
ATF5	1162.6591	ATF5	466.2954
ATF6B	2000	ATF6B	1201.3511
ATF6	1363.0363	ATF6	1967.7608
ATF7IP2	177.2749	ATF7IP2	177.3154
ATF7IP	1240.4526	ATF7IP	1885.1114
ATF7	771.3343	ATF7	2865.3634
ATG10	177.2749	ATG10	171.4537
ATG12	418.199	ATG12	756.4478
ATG16L1	508.7223	ATG16L1	601.4068
ATG16L2	169.3918	ATG16L2	219.5311
ATG2A	710.0424	ATG2A	383.3529
ATG2B	446.016	ATG2B	1876.612
ATG3	1019.3305	ATG3	774.3259
ATG4A	286.6572	ATG4A	479.4842
ATG4B	824.1396	ATG4B	501.1723
ATG4C	181.5182	ATG4C	320.9261
ATG4D	463.9887	ATG4D	125.2902
ATG5	1246.5818	ATG5	944.9004
ATG7	616.0585	ATG7	727.5967
ATG9A	1702.1405	ATG9A	1329.5106
ATG9B	215.2758	ATG9B	12.4004
ATHL1	403.5832	ATHL1	201.6413
ATIC	1938.7082	ATIC	1349.6483
ATL1	269.6841	ATL1	617.5264
ATL2	2550.6836	ATL2	1748.2415
ATL3	854.314	ATL3	965.1231
ATMIN	1897.2183	ATMIN	2510.551
ATM	661.009	ATM	2377.4912
removed	removed	ATN1	4763.4818
ATOH8	20.7449	ATOH8	237.3974
ATOX1	776.992	ATOX1	607.8546
ATP10A	239.0382	ATP10A	346.7175
ATP10B	19.3305	ATP10B	8.7925
ATP10D	263.0835	ATP10D	980.0703
ATP11A	963.6964	ATP11A	1157.6788
ATP11B	1511.0797	ATP11B	2322.9777
ATP11C	925.9783	ATP11C	1311.2544
ATP12A	6.1292	ATP12A	14.068
ATP13A1	2812.3527	ATP13A1	698.4174
ATP13A2	2490.3347	ATP13A2	537.5147
ATP13A3	2824.1396	ATP13A3	3592.6143
ATP13A4	13.2013	ATP13A4	133.646
ATP13A5	15.5587	ATP13A5	230.3634
ATP1A1	10337.5578	ATP1A1	11227.4209
ATP1A2	6.1292	ATP1A2	1080.5979
ATP1A3	13.2013	removed	removed
removed	removed	ATP1A4	30.4807
ATP1B1	3732.7581	ATP1B1	4218.6841
ATP1B2	163.1306	ATP1B2	218.0539
ATP1B3	2897.2183	ATP1B3	2213.0715
ATP2A2	5012.7298	ATP2A2	7560.3751
ATP2A3	874.5875	ATP2A3	467.4678
ATP2B1	438.4724	ATP2B1	2305.3927
ATP2B2	7.5436	ATP2B2	31.0668
ATP2B4	3751.0608	ATP2B4	10036.9285
ATP2C1	3981.0372	ATP2C1	3287.5967
ATP2C2	358.793	ATP2C2	106.9754
ATP5A1	9396.5111	ATP5A1	9531.3599
ATP5B	10595.9453	ATP5B	10780.7737
ATP5C1	5699.67	ATP5C1	2737.9836
ATP5D	860.4432	ATP5D	179.3669
ATP5EP2	31.1174	ATP5EP2	33.9977
ATP5E	4136.728	ATP5E	3700.4689
ATP5F1	1302.6874	ATP5F1	2745.8968
ATP5G1	758.6044	ATP5G1	537.2216
ATP5G2	2902.4045	ATP5G2	3359.32
ATP5G3	2611.9755	ATP5G3	3108.4408
ATP5H	1465.3465	ATP5H	1752.6377
ATP5I	1023.0976	ATP5I	651.2866
ATP5J2	2726.0726	ATP5J2	1023.1536
ATP5J	1351.0985	ATP5J	1723.4115
ATP5L	3177.7463	ATP5L	2455.1583
ATP5O	2505.422	ATP5O	3277.5498
ATP5SL	574.7289	ATP5SL	521.9812
ATP5S	47.1476	ATP5S	150.6448
ATP6AP1L	44.7902	ATP6AP1L	84.7011
ATP6AP1	5276.2848	ATP6AP1	2599.0621
ATP6AP2	5099.9529	ATP6AP2	5090.5627
ATP6V0A1	1956.6242	ATP6V0A1	1597.5967
ATP6V0A2	601.1315	ATP6V0A2	607.2685
ATP6V0A4	8.0151	ATP6V0A4	120.1641
ATP6V0B	5144.2716	ATP6V0B	873.095
ATP6V0C	3981.2117	ATP6V0C	1514.3611
ATP6V0D1	2324.3753	ATP6V0D1	1598.1829
ATP6V0D2	12.2584	ATP6V0D2	29.6014
ATP6V0E1	3796.794	ATP6V0E1	3479.7773
ATP6V0E2	1008.595	ATP6V0E2	425.8001
ATP6V1A	2221.5936	ATP6V1A	2705.7444
ATP6V1B1	151.3437	ATP6V1B1	234.7597
ATP6V1B2	3325.3182	ATP6V1B2	2463.3646
ATP6V1C1	2851.0137	ATP6V1C1	2131.0082
ATP6V1C2	1475.9783	ATP6V1C2	127.7374
ATP6V1D	855.7284	ATP6V1D	1353.7515
ATP6V1E1	2444.1301	ATP6V1E1	2467.4678
ATP6V1E2	115.5116	ATP6V1E2	66.5299
ATP6V1F	3192.8006	ATP6V1F	1086.7468
ATP6V1G1	2494.578	ATP6V1G1	1379.5428
ATP6V1G2	6.1292	ATP6V1G2	33.9977
ATP6V1H	1415.3701	ATP6V1H	1173.7984
ATP7A	355.9642	ATP7A	1040.4455
ATP7B	107.4965	ATP7B	274.0328
ATP8A1	199.4342	ATP8A1	1302.4619
removed	removed	ATP8A2	13.7749
ATP8B1	530.7591	ATP8B1	1220.5627
ATP8B2	304.5733	ATP8B2	1171.4537
ATP8B3	13.6728	ATP8B3	27.8429
ATP8B4	172.0886	ATP8B4	370.1641
ATP8B5P	33.9463	ATP8B5P	39.5662
ATP9A	1893.918	ATP9A	4520.8089
ATP9B	356.9071	ATP9B	510.8441
ATPAF1	794.4366	ATPAF1	1669.5721
ATPAF2	188.1188	ATPAF2	166.6208
ATPBD4	46.6761	ATPBD4	174.9707
ATPIF1	1217.8218	ATPIF1	503.8101
ATRIP	363.1259	ATRIP	201.7732
ATRNL1	6.6007	ATRNL1	80.0117
ATRN	2488.9203	ATRN	3160.6096
ATRX	1375.2947	ATRX	3957.5029
ATR	794.4366	ATR	1425.8499
ATXN10	1831.2117	ATXN10	2375.4396
ATXN1L	1339.934	ATXN1L	1999.6864
ATXN1	356.9071	ATXN1	1325.0293
ATXN2L	2718.0575	ATXN2L	1525.2052
ATXN2	635.0778	ATXN2	1148.5932
ATXN3	513.9085	ATXN3	754.6893
ATXN7L1	453.0882	ATXN7L1	359.9062
ATXN7L2	27.3456	ATXN7L2	42.7902
ATXN7L3B	2016.9731	ATXN7L3B	2901.2309
ATXN7L3	1197.5483	ATXN7L3	703.3998
ATXN7	815.653	ATXN7	1204.5721
AUH	517.2089	AUH	319.7538
AUP1	3833.2296	AUP1	1358.6372
AURKAIP1	1201.3201	AURKAIP1	182.0047
AURKAPS1	8.4866	AURKAPS1	6.1547
AURKA	814.2386	AURKA	40.4455
AURKB	351.2494	AURKB	12.6026
AURKC	23.5738	AURKC	13.4818
AUTS2	1388.9675	AUTS2	1975.6741
AVEN	257.8972	AVEN	161.7819
AVIL	12.2584	AVIL	31.0668
AVL9	498.8213	AVL9	405.3341
AVPI1	143.3286	AVPI1	381.5944
AVPR1A	26.4026	AVPR1A	187.8664
removed	removed	AVPR2	48.9449
AXIN1	1395.5681	AXIN1	210.7268
AXIN2	46.6761	AXIN2	317.4091
AXL	1127.2984	AXL	2038.9801
AZGP1	35491.2777	AZGP1	8618.6987
AZI1	152.7581	AZI1	27.8429
AZI2	809.0523	AZI2	1735.6389
AZIN1	6394.1537	AZIN1	4714.5369
AZU1	60.3489	removed	removed
B2M	47108.4394	B2M	51480.0733
B3GALNT1	435.6436	B3GALNT1	542.4971
B3GALNT2	1626.6148	B3GALNT2	1065.7562
removed	removed	B3GALT1	13.4818
removed	removed	B3GALT2	16.4127
B3GALT4	118.3404	B3GALT4	74.1501
removed	removed	B3GALT5	77.9601
B3GALT6	713.8142	B3GALT6	263.7749
B3GALTL	149.4578	B3GALTL	364.8886
B3GAT1	348.892	B3GAT1	35.4631
removed	removed	B3GAT2	19.1764
B3GAT3	704.8562	B3GAT3	150.9379
B3GNT1	504.479	B3GNT1	511.1372
B3GNT2	1364.4507	B3GNT2	1255.2755
B3GNT3	652.9939	B3GNT3	79.7186
B3GNT4	52.3338	removed	removed
B3GNT5	767.5625	B3GNT5	763.1887
B3GNT7	535.1249	B3GNT7	138.9215
B3GNT8	31.5889	B3GNT8	34.5838
B3GNT9	286.214	B3GNT9	258.0363
B3GNTL1	46.8883	B3GNTL1	45.1524
B4GALNT1	36.2329	B4GALNT1	29.7333
B4GALNT2	5.6577	removed	removed
B4GALNT3	311.6455	B4GALNT3	53.0481
B4GALNT4	704.3847	B4GALNT4	41.0317
B4GALT1	9976.8977	B4GALT1	4703.1067
B4GALT2	2384.7242	B4GALT2	609.32
B4GALT3	1432.3432	B4GALT3	499.4138
B4GALT4	634.6063	B4GALT4	533.1184
B4GALT5	3684.5827	B4GALT5	3095.8382
B4GALT6	84.3942	B4GALT6	511.1372
B4GALT7	641.6785	B4GALT7	219.5193
B9D1	146.7185	B9D1	81.3687
B9D2	43.3758	B9D2	24.619
BAALC	46.2046	BAALC	267.585
BACE1	1083.4512	BACE1	1959.2614
BACE2	2081.0938	BACE2	1284.2907
BACH1	1272.0415	BACH1	1591.442
BACH2	368.694	BACH2	182.5909
BAD	421.2966	BAD	307.5703
BAG1	2524.6299	BAG1	1055.9437
BAG2	96.181	BAG2	269.3435
BAG3	875.5304	BAG3	1668.8159
BAG4	246.1103	BAG4	310.3751
BAG5	929.7501	BAG5	2325.0293
removed	removed	BAGE2	10.0586
BAHCC1	140.4998	BAHCC1	308.6166
BAHD1	632.7204	BAHD1	403.2825
BAI1	86.7515	BAI1	11.7233
BAI2	26.4026	BAI2	154.7479
removed	removed	BAI3	25.4982
BAIAP2L1	1726.5441	BAIAP2L1	427.0223
BAIAP2L2	317.3032	BAIAP2L2	8.4994
BAIAP2	939.6511	BAIAP2	350.8206
BAIAP3	22.1924	BAIAP3	35.0117
BAK1	758.133	BAK1	168.2298
BAMBI	474.3046	BAMBI	393.3177
BANF1	2806.695	BANF1	1131.8875
BANK1	19.3305	BANK1	272.5674
BANP	231.0231	BANP	102.8722
BAP1	1611.504	BAP1	866.9402
BARD1	125.4125	BARD1	85.2872
BARX1	6.1292	removed	removed
BARX2	1772.2772	BARX2	428.1946
BASP1	512.9656	BASP1	595.2521
BAT1	3959.4531	BAT1	5179.9531
BAT2L1	4103.5219	BAT2L1	4231.1753
BAT2L2	2531.3531	BAT2L2	6395.6624
BAT2	9528.9958	BAT2	3730.0703
BAT3	5038.661	BAT3	2308.9097
BAT4	252.711	BAT4	121.9226
BAT5	1187.6473	BAT5	497.9484
BATF2	291.372	BATF2	60.0821
BATF3	42.4328	BATF3	25.7913
BATF	40.0754	BATF	15.5334
BAX	694.0123	BAX	248.8277
BAZ1A	1256.0113	BAZ1A	1232.1219
BAZ1B	2774.1631	BAZ1B	2288.1008
BAZ2A	1888.694	BAZ2A	2613.9918
BAZ2B	366.5017	BAZ2B	1529.7567
BBC3	85.8086	BBC3	23.1536
BBOX1	2175.8604	BBOX1	352.5791
BBS10	244.6959	BBS10	579.1325
BBS12	88.6374	BBS12	201.6413
BBS1	339.934	BBS1	797.7726
BBS2	424.7996	BBS2	1378.3705
BBS4	196.1339	BBS4	458.0891
BBS5	64.1773	BBS5	206.7673
BBS7	237.1523	BBS7	446.9519
BBS9	211.2211	BBS9	406.2134
BBX	1193.7765	BBX	3175.5569
BCAM	479.4908	BCAM	1926.7292
removed	removed	BCAN	11.7233
BCAP29	785.95	BCAP29	2279.3083
BCAP31	7714.7572	BCAP31	3999.1208
BCAR1	803.3946	BCAR1	569.1676
BCAR3	203.0835	BCAR3	701.0551
BCAS1	14.1443	BCAS1	68.8746
