gene_id	TCGA-E9-A1R7-01A-11R-A14M-07	gene_id	TCGA-E9-A1R7-11A-42R-A14M-07
SLC35A5	1169.9507	SLC35A5	1087.7832
SLC35B1	988.0366	SLC35B1	410.1942
SLC35B2	1144.6165	SLC35B2	595.4693
SLC35B3	949.3315	SLC35B3	705.0971
SLC35B4	220.2674	SLC35B4	932.4434
SLC35C1	555.2428	SLC35C1	971.2783
SLC35C2	690.3589	SLC35C2	467.6375
SLC35D1	1062.6319	SLC35D1	621.3592
SLC35D2	290.6404	SLC35D2	334.1424
SLC35E1	6852.2167	SLC35E1	1912.2168
SLC35E2	8057.5581	SLC35E2	1794.8584
SLC35E2	226.045	SLC35E2	50.6108
SLC35E3	494.0183	SLC35E3	195.7929
SLC35E4	21.4743	SLC35E4	61.4927
SLC35F1	6.6854	SLC35F1	55.0162
SLC35F2	323.3638	SLC35F2	195.3883
removed	removed	SLC35F3	64.7249
SLC35F5	1416.608	SLC35F5	856.7961
SLC36A1	428.9233	SLC36A1	413.835
SLC36A4	209.3596	SLC36A4	213.5922
SLC37A1	1104.152	SLC37A1	123.7864
SLC37A2	53.1316	SLC37A2	762.945
SLC37A3	856.4391	SLC37A3	1290.4531
SLC37A4	236.8051	SLC37A4	256.877
SLC38A10	1195.9887	SLC38A10	2246.3592
SLC38A1	11130.8937	SLC38A1	2141.1812
SLC38A2	2513.3709	SLC38A2	6202.6699
SLC38A3	19.7044	SLC38A3	74.8382
removed	removed	SLC38A4	30.3398
SLC38A5	7.0373	SLC38A5	32.3625
SLC38A6	359.6059	SLC38A6	267.3948
SLC38A7	233.6383	SLC38A7	230.9871
SLC38A9	315.2709	SLC38A9	261.3269
SLC39A10	2479.24	SLC39A10	909.3851
SLC39A11	2720.6193	SLC39A11	432.4434
SLC39A13	354.3279	SLC39A13	493.5275
SLC39A14	1200.2111	SLC39A14	2350.7282
SLC39A1	1528.1492	SLC39A1	2229.7735
removed	removed	SLC39A2	5.6634
SLC39A3	479.5918	SLC39A3	208.3333
SLC39A4	144.9683	SLC39A4	38.835
SLC39A6	178602.3927	SLC39A6	4432.0388
SLC39A7	4316.3265	SLC39A7	2320.7929
SLC39A8	173.1175	SLC39A8	627.0227
SLC39A9	3393.7368	SLC39A9	2184.8706
removed	removed	SLC3A1	5.5542
SLC3A2	998.9444	SLC3A2	1652.5081
SLC40A1	1760.7319	SLC40A1	7069.1748
SLC41A1	4039.7607	SLC41A1	1129.4498
SLC41A2	817.0303	SLC41A2	544.0939
SLC41A3	687.1921	SLC41A3	855.178
SLC43A1	53.8353	SLC43A1	308.657
SLC43A2	138.2829	SLC43A2	516.5858
SLC43A3	365.4645	SLC43A3	1967.3261
SLC44A1	3896.5517	SLC44A1	2239.8867
SLC44A2	4391.9775	SLC44A2	4887.1359
SLC44A3	233.9901	SLC44A3	131.877
SLC44A4	2719.2118	SLC44A4	85.7605
SLC44A5	12.3153	SLC44A5	10.1133
SLC45A1	136.8754	SLC45A1	47.7346
SLC45A3	98.5222	SLC45A3	61.4887
SLC45A4	533.4272	SLC45A4	319.9838
SLC46A1	3130.2322	SLC46A1	1132.3463
SLC46A2	17.2414	SLC46A2	7.2816
SLC46A3	1341.3089	SLC46A3	843.4466
removed	removed	SLC47A1	115.2913
SLC48A1	428.5714	SLC48A1	1103.1553
SLC4A10	30.2604	removed	removed
SLC4A11	181.2104	SLC4A11	52.9935
SLC4A1AP	985.2217	SLC4A1AP	643.6084
removed	removed	SLC4A1	11.3269
SLC4A2	1325.8937	SLC4A2	1010.3681
SLC4A3	84.0957	SLC4A3	135.1133
SLC4A4	14.4265	SLC4A4	582.1197
SLC4A5	497.4982	SLC4A5	73.6529
SLC4A7	2544.335	SLC4A7	830.9061
SLC4A8	77.4103	SLC4A8	58.2524
SLC5A10	7.741	removed	removed
SLC5A1	1863.4764	SLC5A1	211.9741
SLC5A3	927.9944	SLC5A3	1941.5696
removed	removed	SLC5A4	13.3495
SLC5A6	553.9127	SLC5A6	987.6739
removed	removed	SLC5A9	14.9676
removed	removed	SLC6A10P	6.877
SLC6A11	200.2111	removed	removed
SLC6A12	19.7044	SLC6A12	20.6311
removed	removed	SLC6A14	131.068
removed	removed	SLC6A15	36.4078
removed	removed	SLC6A16	50.5663
SLC6A17	112.5968	SLC6A17	5.6634
SLC6A1	19.0007	SLC6A1	23.4628
SLC6A20	423.9972	SLC6A20	11.3269
removed	removed	SLC6A2	29.9353
removed	removed	SLC6A4	8.0906
SLC6A6	2142.1534	SLC6A6	954.6926
SLC6A8	332.1605	SLC6A8	867.3139
SLC6A9	644.5742	SLC6A9	95.6189
removed	removed	SLC7A10	687.2047
SLC7A11	158.6911	SLC7A11	25.89
SLC7A13	6.3336	removed	removed
removed	removed	SLC7A14	6.877
SLC7A1	2104.8557	SLC7A1	641.5858
SLC7A2	153.765	SLC7A2	1485.0324
SLC7A3	13.019	SLC7A3	23.8673
removed	removed	SLC7A4	100.3236
SLC7A5	2451.0908	SLC7A5	82.9288
SLC7A6OS	92.8255	SLC7A6OS	231.8163
SLC7A6	776.2808	SLC7A6	1955.0769
SLC7A7	70.0211	SLC7A7	464.4013
SLC7A8	290.6404	SLC7A8	1029.9353
SLC8A1	90.0774	SLC8A1	647.6537
removed	removed	SLC8A3	12.5405
SLC9A1	943.3498	SLC9A1	776.699
SLC9A2	1479.5918	SLC9A2	16.9903
SLC9A3R1	12088.3181	SLC9A3R1	615.6958
SLC9A3R2	920.8304	SLC9A3R2	1223.301
SLC9A5	15.1302	SLC9A5	9.3042
SLC9A6	544.335	SLC9A6	646.0356
SLC9A7	65.095	SLC9A7	72.8155
SLC9A8	503.8705	SLC9A8	611.6505
SLC9A9	42.5757	SLC9A9	881.4725
removed	removed	SLCO1A2	14.5631
removed	removed	SLCO1C1	30.3398
SLCO2A1	530.9641	SLCO2A1	500.4045
SLCO2B1	199.5074	SLCO2B1	2122.9773
SLCO3A1	119.2822	SLCO3A1	841.4239
SLCO4A1	10.5559	SLCO4A1	87.9571
SLCO4C1	15.8339	SLCO4C1	16.1812
SLFN11	324.7713	SLFN11	1821.1974
removed	removed	SLFN12L	25.4854
SLFN12	41.1682	SLFN12	215.6149
SLFN13	737.8607	SLFN13	302.9935
SLFN5	1032.3716	SLFN5	1987.055
SLFNL1	6.3336	removed	removed
removed	removed	SLIT1	9.7087
SLIT2	318.7896	SLIT2	1531.9579
SLIT3	186.1365	SLIT3	5434.466
removed	removed	SLITRK2	29.9353
removed	removed	SLITRK3	8.4951
SLITRK4	9.5004	SLITRK4	272.6537
SLITRK5	11.9634	SLITRK5	7.2816
SLITRK6	21.4638	SLITRK6	121.7638
SLK	1761.0837	SLK	3543.2848
SLMAP	1201.9704	SLMAP	2140.7767
SLMO1	33.779	SLMO1	36.0032
SLMO2	2760.7319	SLMO2	1095.8738
SLN	5.9817	removed	removed
SLPI	811.7523	SLPI	650.89
SLTM	3637.2273	SLTM	2360.4369
SLU7	1745.9536	SLU7	1781.9579
SMAD1	1000	SMAD1	873.3819
SMAD2	2640.3941	SMAD2	3008.8997
SMAD3	787.1217	SMAD3	2099.9191
SMAD4	1699.0183	SMAD4	2423.9037
removed	removed	SMAD5OS	6.877
SMAD5	2809.993	SMAD5	2564.7249
SMAD6	35.1865	SMAD6	235.8414
SMAD7	554.1872	SMAD7	675.9709
SMAD9	13.3709	SMAD9	93.8511
SMAGP	170.3026	SMAGP	153.3172
SMAP1	1045.6439	SMAP1	1017.8439
SMAP2	925.7565	SMAP2	1176.7799
SMARCA1	868.4025	SMARCA1	1519.0129
SMARCA2	2080.5771	SMARCA2	5658.1715
SMARCA4	3579.5215	SMARCA4	1136.7314
SMARCA5	4613.3005	SMARCA5	2425.5663
SMARCAD1	1766.3617	SMARCAD1	1010.9223
SMARCAL1	757.2132	SMARCAL1	585.356
SMARCB1	1395.1443	SMARCB1	671.9256
SMARCC1	3124.912	SMARCC1	2105.178
SMARCC2	3598.1703	SMARCC2	3407.767
SMARCD1	891.9775	SMARCD1	1118.932
SMARCD2	5147.4314	SMARCD2	1907.3625
SMARCD3	309.6411	SMARCD3	300.5663
SMARCE1	7844.1239	SMARCE1	3055.0162
SMC1A	3614.0042	SMC1A	2449.0291
SMC2	1214.2857	SMC2	763.754
SMC3	1814.5672	SMC3	2191.7476
SMC4	2176.988	SMC4	775.0809
SMC5	1173.4694	SMC5	1002.4272
SMC6	1176.988	SMC6	765.3722
SMCHD1	2153.4131	SMCHD1	2181.6343
SMCR7L	1282.5475	SMCR7L	1269.4175
SMCR7	98.5222	SMCR7	131.4725
SMCR8	1376.1893	SMCR8	1082.5607
SMEK1	1674.525	SMEK1	1767.7994
SMEK2	4548.2055	SMEK2	3368.123
SMG1	4757.5651	SMG1	4269.822
SMG5	1898.6629	SMG5	1718.4466
SMG6	530.2604	SMG6	1632.2816
SMG7	5561.5764	SMG7	1938.1068
SMN1	10.5208	removed	removed
SMN2	2009.8874	SMN2	812.6497
SMNDC1	410.9782	SMNDC1	699.4337
SMOC1	14.4265	SMOC1	141.1812
SMOC2	873.6805	SMOC2	4170.3074
SMOX	79.1696	SMOX	65.534
SMO	71.7804	SMO	305.8252
SMPD1	389.1626	SMPD1	617.7184
SMPD2	283.955	SMPD2	48.1392
SMPD3	45.0387	SMPD3	32.767
SMPD4	1456.3688	SMPD4	898.0583
SMPDL3A	147.7833	SMPDL3A	288.4304
SMPDL3B	72.836	SMPDL3B	31.1489
SMS	1518.297	SMS	966.0194
SMTNL1	9.8522	removed	removed
SMTN	222.7305	SMTN	796.521
SMU1	1236.4532	SMU1	1661.8123
SMUG1	448.6277	SMUG1	381.877
SMURF1	1244.1203	SMURF1	1227.0186
SMURF2	641.0978	SMURF2	792.4757
removed	removed	SMYD1	625.4045
SMYD2	3134.7643	SMYD2	722.0874
SMYD3	800.8445	SMYD3	134.7087
SMYD4	213.582	SMYD4	517.7994
SMYD5	452.1464	SMYD5	437.7023
SNAI1	152.7094	SNAI1	91.0194
SNAI2	264.2505	SNAI2	759.3042
SNAI3	5.278	SNAI3	11.3269
SNAP23	2269.1766	SNAP23	1603.1553
SNAP25	23.5749	SNAP25	6.068
SNAP29	2060.1689	SNAP29	1039.644
SNAP47	2133.6137	SNAP47	374.4579
removed	removed	SNAP91	6.4725
SNAPC1	370.5137	SNAPC1	284.3851
SNAPC2	395.4961	SNAPC2	188.9159
SNAPC3	801.9001	SNAPC3	663.835
SNAPC4	142.8571	SNAPC4	143.6084
SNAPC5	87.8607	SNAPC5	104.2476
SNAPIN	594.6517	SNAPIN	712.3786
SNCAIP	182.9697	SNCAIP	248.7864
SNCA	11.2597	SNCA	203.479
SNCG	757.917	SNCG	3261.7314
SND1	3036.2421	SND1	3552.589
SNED1	313.1597	SNED1	1496.3592
SNF8	1285.3624	SNF8	657.767
SNHG10	17.5932	SNHG10	34.3851
SNHG11	174.6235	SNHG11	84.3487
SNHG12	39.4089	SNHG12	125.4045
SNHG1	240.3237	SNHG1	349.11
SNHG3-RCC1	51.8262	SNHG3-RCC1	176.4199
SNHG3	25.6861	SNHG3	29.9353
SNHG4	23.1351	removed	removed
SNHG5	573.5398	SNHG5	1347.4919
SNHG6	464.1098	SNHG6	674.3528
SNHG7	526.133	SNHG7	325.3034
SNHG8	726.9529	SNHG8	460.7605
SNHG9	19.7044	SNHG9	13.3495
SNIP1	445.1091	SNIP1	343.0421
SNN	1378.6066	SNN	2247.9773
SNORA39	5.8832	SNORA39	6.6707
removed	removed	SNORA7B	6.5008
SNORA8	176.5975	SNORA8	294.4862
SNORD116-20	9.1485	SNORD116-20	10.9223
SNORD116-28	35.0141	SNORD116-28	58.1756
SNORD116-4	36.9106	SNORD116-4	42.0874
SNORD1C	21.4954	SNORD1C	11.4684
SNPH	13422.9416	SNPH	178.3981
SNRK	581.6327	SNRK	2801.7799
SNRNP200	6862.4208	SNRNP200	5411.0032
SNRNP25	923.6453	SNRNP25	222.4919
SNRNP27	512.3153	SNRNP27	658.9806
SNRNP35	336.0837	SNRNP35	303.2969
SNRNP40	734.6939	SNRNP40	556.2298
SNRNP48	469.3878	SNRNP48	452.6699
SNRNP70	1179.803	SNRNP70	1403.7217
SNRPA1	376.1436	SNRPA1	233.0097
SNRPA	433.1457	SNRPA	656.1489
SNRPB2	1235.0457	SNRPB2	849.11
SNRPB	1705.1372	SNRPB	733.4142
SNRPC	856.0873	SNRPC	561.4887
SNRPD1	785.0106	SNRPD1	378.6408
SNRPD2	917.3118	SNRPD2	1143.2039
SNRPD3	2191.3758	SNRPD3	903.7298
SNRPE	1718.5081	SNRPE	500
SNRPF	522.1675	SNRPF	328.479
SNRPG	611.893	SNRPG	367.7184
SNRPN	1959.9156	SNRPN	1023.5032
SNTA1	341.3089	SNTA1	847.4919
SNTB1	133.7087	SNTB1	542.4757
SNTB2	973.962	SNTB2	2234.6278
removed	removed	SNTG2	18.2039
SNUPN	483.1105	SNUPN	428.3981
SNURF	126.0837	SNURF	61.2176
SNW1	1259.6763	SNW1	1647.2492
SNX10	1067.5581	SNX10	1175.1618
SNX11	970.0915	SNX11	585.356
SNX12	184.0253	SNX12	176.7799
SNX13	3039.7607	SNX13	1775.0809
SNX14	3112.2449	SNX14	1307.0388
SNX15	206.5447	SNX15	579.6926
SNX16	869.4581	SNX16	659.7896
SNX17	1731.879	SNX17	2355.9871
SNX18	2054.5391	SNX18	1690.9385
SNX19	2431.3863	SNX19	4005.2589
SNX1	2402.8853	SNX1	6205.9061
SNX20	8.3779	SNX20	37.1602
SNX21	237.5053	SNX21	837.1683
SNX22	54.43	SNX22	89.3325
SNX24	287.1217	SNX24	164.644
SNX25	699.8593	SNX25	318.7702
SNX27	2348.955	SNX27	1236.5251
SNX29	762.1393	SNX29	1584.9515
SNX2	1907.8114	SNX2	2616.9094
SNX30	1042.9275	SNX30	725.3236
removed	removed	SNX31	6.4725
SNX33	804.3631	SNX33	1713.1877
SNX3	2519.0007	SNX3	5461.5696
SNX4	1724.1379	SNX4	844.6602
SNX5	2737.5088	SNX5	3170.3074
SNX6	1933.1457	SNX6	2573.2201
SNX7	190.7108	SNX7	539.2395
SNX8	317.0303	SNX8	292.8803
SNX9	6782.1956	SNX9	3480.178
SOAT1	159.3948	SOAT1	748.7864
SOBP	45.3906	SOBP	447.411
SOCS1	6.3336	SOCS1	15.7767
SOCS2	847.2906	SOCS2	610.4369
SOCS3	101.689	SOCS3	504.8544
SOCS4	1416.2562	SOCS4	867.3139
SOCS5	750.1759	SOCS5	1309.8706
SOCS6	1433.1457	SOCS6	910.5987
SOCS7	387.0514	SOCS7	106.7961
SOD1	4075.651	SOD1	3666.6667
SOD2	2639.6904	SOD2	8963.9968
SOD3	26.7417	SOD3	2080.9061
SOLH	377.9029	SOLH	239.0777
SON	12351.8649	SON	7684.8706
SORBS1	1164.3209	SORBS1	36535.5987
SORBS2	693.5257	SORBS2	1547.7346
SORBS3	671.0063	SORBS3	2431.6343
SORCS1	20.0563	SORCS1	53.8026
SORCS2	58.4096	SORCS2	201.8608
SORD	1404.9965	SORD	192.9612
SORL1	1404.6446	SORL1	1819.5793
SORT1	1100.2815	SORT1	6739.0777
SOS1	1834.2716	SOS1	3633.8997
SOS2	1723.4342	SOS2	2075.2427
SOSTDC1	5.9817	SOSTDC1	258.0906
SOX10	13.019	SOX10	514.9676
SOX11	14.4265	removed	removed
SOX12	507.0373	SOX12	168.6893
SOX13	2262.4912	SOX13	1052.1845
removed	removed	SOX15	16.5858
SOX17	33.4272	SOX17	229.7735
SOX18	49.6129	SOX18	340.2104
SOX2OT	5.6298	removed	removed
SOX2	89.3737	removed	removed
SOX4	5923.2935	SOX4	1411.4078
removed	removed	SOX5	250
SOX6	12.3153	SOX6	207.9288
SOX7	53.6242	SOX7	539.644
SOX8	7.0373	SOX8	49.7573
SOX9	2169.9507	SOX9	686.0841
SP100	1384.2365	SP100	2147.2492
SP110	312.1042	SP110	440.534
SP140L	754.3983	SP140L	332.1197
SP140	25.3343	SP140	42.0712
SP1	3264.9543	SP1	4094.2557
SP2	680.5067	SP2	537.2168
SP3	3224.1379	SP3	2376.6181
SP4	548.2055	SP4	266.1812
removed	removed	SP5	12.945
SP6	78.114	SP6	38.835
SPA17	147.7833	SPA17	86.165
SPACA4	5.6298	removed	removed
SPAG16	37.2977	SPAG16	348.7055
SPAG17	294.159	SPAG17	236.6505
SPAG1	888.107	SPAG1	100.7282
SPAG4	43.2794	SPAG4	15.7767
SPAG5	1524.2787	SPAG5	67.5566
SPAG7	347.2906	SPAG7	519.4175
SPAG8	7.0373	SPAG8	20.2265
SPAG9	3592.8923	SPAG9	4192.1521
SPARCL1	4865.5876	SPARCL1	25997.1683
SPARC	18877.551	SPARC	86384.3042
SPAST	1419.4229	SPAST	620.9547
SPATA13	814.8663	SPATA13	439.3204
SPATA17	318.0859	SPATA17	9.7087
SPATA18	247.0091	SPATA18	406.1489
SPATA20	2259.0359	SPATA20	747.9773
SPATA22	98.779	SPATA22	15.712
SPATA24	16.1858	SPATA24	25.0809
SPATA2L	84.4476	SPATA2L	49.3528
SPATA2	700.9148	SPATA2	301.7799
SPATA5L1	204.7854	SPATA5L1	139.5631
SPATA5	265.658	SPATA5	264.5631
SPATA6	104.5039	SPATA6	175.5663
SPATA7	104.5039	SPATA7	285.5987
removed	removed	SPATA9	29.9353
SPATS2L	1123.8564	SPATS2L	1748.7864
SPATS2	1499.6481	SPATS2	304.6117
SPC24	16.5376	removed	removed
SPC25	159.7467	removed	removed
SPCS1	1453.8705	SPCS1	1340.2104
SPCS2	729.4159	SPCS2	451.4563
SPCS3	5712.8783	SPCS3	2665.4531
SPDEF	2054.5391	SPDEF	158.5761
SPDYA	10.6193	SPDYA	9.733
SPDYE1	5.9817	SPDYE1	11.2783
SPDYE3	54.2998	SPDYE3	77.9976
SPDYE6	19.7044	SPDYE6	12.1359
SPDYE8P	9.1485	SPDYE8P	6.068
SPEF1	8.4448	removed	removed
SPEF2	24.2787	SPEF2	122.1683
SPEG	107.3188	SPEG	192.9612
SPEN	1801.1963	SPEN	3570.7929
SPERT	52.076	removed	removed
removed	removed	SPESP1	23.8592
SPG11	3798.0296	SPG11	2205.5016
SPG20	521.8156	SPG20	2552.589
SPG21	1808.5855	SPG21	1707.9288
SPG7	741.7312	SPG7	819.5793
SPHAR	333.5785	SPHAR	123.6529
SPHK1	68.4905	SPHK1	114.4256
SPHK2	129.145	SPHK2	141.606
removed	removed	SPHKAP	42.8803
SPI1	37.6495	SPI1	451.4563
SPIN1	3629.4863	SPIN1	3036.0032
removed	removed	SPIN2A	12.1359
SPIN2B	36.6186	SPIN2B	94.0615
SPIN3	193.5257	SPIN3	380.2589
SPIN4	119.9859	SPIN4	125
SPINK5	7.0373	SPINK5	39.644
SPINT1	1900.4222	SPINT1	568.3657
SPINT2	3197.7481	SPINT2	1025.0809
SPIRE1	1442.646	SPIRE1	1017.7994
SPIRE2	141.8015	SPIRE2	14.9676
SPNS1	468.2512	SPNS1	361.4846
SPNS2	69.9296	SPNS2	561.0599
SPN	40.1126	SPN	173.9482
SPOCD1	112.9486	SPOCD1	18.2039
SPOCK1	646.7277	SPOCK1	1316.343
SPOCK2	136.1717	SPOCK2	362.055
SPON1	396.1999	SPON1	1916.6667
SPON2	419.7748	SPON2	594.2557
SPOPL	3757.5651	SPOPL	1192.9612
SPOP	2442.2942	SPOP	1423.1392
SPP1	274.1027	SPP1	580.5016
SPPL2A	1661.506	SPPL2A	1215.6149
SPPL2B	624.2083	SPPL2B	351.1327
SPPL3	1235.0457	SPPL3	1285.5987
SPRED1	578.8177	SPRED1	1824.4337
SPRED2	1534.4828	SPRED2	1266.1812
SPRN	47.8536	SPRN	36.8123
SPRY1	385.292	SPRY1	1961.165
SPRY2	73.8916	SPRY2	1139.9676
SPRY3	65.095	SPRY3	150.89
SPRY4	322.6601	SPRY4	654.1262
SPRYD3	1649.5426	SPRYD3	1527.9126
SPRYD4	202.6742	SPRYD4	194.5793
SPR	1723.7861	SPR	599.5146
SPSB1	270.2322	SPSB1	869.7411
SPSB2	71.4286	SPSB2	44.0939
SPSB3	385.6439	SPSB3	366.5049
removed	removed	SPSB4	22.2492
removed	removed	SPTA1	33.1715
SPTAN1	6033.779	SPTAN1	11738.2686
SPTBN1	4899.0148	SPTBN1	62735.0324
SPTBN2	589.0218	SPTBN2	216.4239
SPTBN4	18.6488	SPTBN4	55.8252
SPTBN5	147.4314	SPTBN5	22.0146
SPTB	18.6488	SPTB	83.3333
SPTLC1	2476.0732	SPTLC1	1889.9676
SPTLC2	2172.4138	SPTLC2	2603.9644
SPTLC3	23.9268	SPTLC3	390.7767
SPTY2D1	2248.0471	SPTY2D1	982.411
SQLE	1629.4863	SQLE	189.7249
SQRDL	767.4173	SQRDL	1199.4337
SQSTM1	10754.6974	SQSTM1	10819.9595
SR140	3804.715	SR140	2301.7799
SRA1	409.9226	SRA1	332.9288
SRBD1	745.6017	SRBD1	498.3819
SRCAP	6371.2175	SRCAP	2853.1553
SRCIN1	349.7537	SRCIN1	36.8123
SRCRB4D	52.0232	SRCRB4D	45.7322
SRC	1698.4518	SRC	449.8382
SRD5A1	88.67	SRD5A1	98.7055
SRD5A2	8.7966	removed	removed
SRD5A3	1461.2667	SRD5A3	426.3511
SREBF1	1383.5327	SREBF1	660.5987
SREBF2	3312.456	SREBF2	1518.2039
SRFBP1	372.273	SRFBP1	290.8576
SRF	602.3927	SRF	1100.7282
SRGAP1	633.3568	SRGAP1	563.9159
SRGAP2	2123.5046	SRGAP2	1045.3074
SRGAP3	454.9613	SRGAP3	211.165
SRGN	250.5278	SRGN	1744.3366
SRI	3077.7621	SRI	1449.0291
SRL	8.0929	SRL	101.1327
SRMS	38.7051	removed	removed
SRM	692.1182	SRM	563.5113
SRP14	3272.3434	SRP14	3497.1683
SRP19	993.487	SRP19	523.2565
SRP54	1648.1351	SRP54	942.1521
SRP68	3425.0528	SRP68	2037.2168
SRP72	2445.1091	SRP72	2586.9741
SRP9	19264.6024	SRP9	3179.2071
SRPK1	1865.2357	SRPK1	766.5858
SRPK2	1980.6474	SRPK2	1139.1586
SRPK3	53.1246	SRPK3	12.7063
SRPRB	1506.6854	SRPRB	956.7152
SRPR	3622.8008	SRPR	3034.3851
SRPX2	308.9374	SRPX2	1724.5146
SRPX	107.6707	SRPX	2272.2492
SRRD	399.3666	SRRD	234.2233
SRRM1	3969.0359	SRRM1	1721.2783
SRRM2	13853.969	SRRM2	11141.5858
SRRM3	221.6749	SRRM3	58.657
SRRM5	6.2175	SRRM5	10.0566
SRRT	1671.0063	SRRT	818.3657
SRR	196.8684	SRR	378.4749
SRXN1	1219.2118	SRXN1	790.8576
SS18L1	859.6059	SS18L1	295.3074
SS18L2	157.6355	SS18L2	185.6796
SS18	3362.4208	SS18	1607.2006
SSBP1	696.3406	SSBP1	794.9029
SSBP2	218.1562	SSBP2	705.0971
SSBP3	1043.9831	SSBP3	737.055
SSBP4	578.4659	SSBP4	242.7184
SSB	2260.943	SSB	3285.8657
SSC5D	225.8973	SSC5D	1637.945
SSFA2	2492.259	SSFA2	3673.5437
SSH1	951.7945	SSH1	1490.6958
SSH2	1439.4792	SSH2	1229.7735
SSH3	767.0654	SSH3	524.2718
SSNA1	438.0718	SSNA1	302.1845
SSPN	346.5869	SSPN	3700.2427
SSPO	45.3906	SSPO	15.3722
SSR1	5466.221	SSR1	4246.7638
SSR2	3751.2315	SSR2	2873.7864
SSR3	4738.2125	SSR3	4201.8608
SSR4	1373.6805	SSR4	1122.5728
SSRP1	3897.9592	SSRP1	2394.822
SSSCA1	173.8213	SSSCA1	141.1812
SSTR1	5.6298	SSTR1	107.2006
SSTR2	8.7966	SSTR2	67.1521
SSU72	5063.6875	SSU72	1957.5243
SSX2IP	830.753	SSX2IP	168.6893
ST13	8009.8522	ST13	7582.9288
ST14	1378.9585	ST14	495.1456
ST20	55.9184	ST20	28.7783
ST3GAL1	8435.6087	ST3GAL1	2033.5761
ST3GAL2	179.803	ST3GAL2	494.7411
ST3GAL3	100.9852	ST3GAL3	393.2039
ST3GAL4	300.1407	ST3GAL4	396.8447
ST3GAL5	83.7438	ST3GAL5	694.1748
ST3GAL6	21.8156	ST3GAL6	236.6505
ST5	1125.9676	ST5	1121.7638
ST6GAL1	1905.3483	ST6GAL1	2011.3269
ST6GAL2	284.6587	ST6GAL2	104.3689
ST6GALNAC1	13.3709	ST6GALNAC1	95.8738
ST6GALNAC2	301.5482	ST6GALNAC2	287.6214
ST6GALNAC3	60.8726	ST6GALNAC3	365.6958
ST6GALNAC4	257.2132	ST6GALNAC4	148.4628
ST6GALNAC5	8.4448	ST6GALNAC5	77.2654
ST6GALNAC6	624.912	ST6GALNAC6	2813.5113
ST7L	137.931	ST7L	339.4013
removed	removed	ST7OT1	15.1497
ST7	378.1914	ST7	843.6408
ST8SIA1	8.4448	ST8SIA1	200.2427
removed	removed	ST8SIA2	16.5858
ST8SIA4	188.9514	ST8SIA4	377.4272
ST8SIA5	7.741	removed	removed
removed	removed	ST8SIA6	55.8252
STAB1	210.8339	STAB1	3808.1958
removed	removed	STAB2	33.1715
STAC2	10.2041	STAC2	694.5793
STAC3	65.8902	STAC3	48.5437
removed	removed	STAC	84.1424
STAG1	795.7143	STAG1	1692.3422
STAG2	4577.4103	STAG2	4102.7508
STAG3L1	65.7987	STAG3L1	59.0615
STAG3L2	19.0007	STAG3L2	72.8155
STAG3L3	102.361	STAG3L3	145.9466
STAG3L4	51.3723	STAG3L4	69.1748
STAG3	6.7734	STAG3	12.8722
STAM2	2595.0035	STAM2	1195.7929
STAMBPL1	43.9831	STAMBPL1	157.3625
STAMBP	1016.8895	STAMBP	639.1586
STAM	1025.3343	STAM	637.945
STAP2	1157.6355	STAP2	93.0421
STARD10	8197.0443	STARD10	308.2524
STARD13	903.589	STARD13	1179.2071
STARD3NL	909.9226	STARD3NL	614.8867
STARD3	898.311	STARD3	483.4142
STARD4	11.2597	STARD4	76.8608
STARD5	99.5778	STARD5	82.1197
STARD7	4445.3167	STARD7	3643.7621
STARD8	340.2533	STARD8	542.8803
STAT1	3716.7488	STAT1	4449.4337
STAT2	1439.8311	STAT2	2212.3786
removed	removed	STAT3	6377.0227
STAT4	10.2041	STAT4	124.1909
STAT5A	973.6101	STAT5A	3599.11
STAT5B	2282.8994	STAT5B	4870.9547
STAT6	2939.8311	STAT6	4210.356
STAU1	3629.4863	STAU1	2908.5761
STAU2	1412.7375	STAU2	962.7832
STBD1	705.4645	STBD1	3052.3058
STC1	91.4849	STC1	317.9612
STC2	1134.4124	STC2	2597.4919
STEAP1	996.8332	STEAP1	718.0421
STEAP2	6441.5904	STEAP2	1082.5243
STEAP3	685.7847	STEAP3	583.3333
STEAP4	51890.2182	STEAP4	3953.8835
STIL	273.399	STIL	48.5437
STIM1	1842.3645	STIM1	2191.343
STIM2	419.0711	STIM2	595.4693
STIP1	3693.1738	STIP1	1699.8382
STK10	579.5215	STK10	968.4466
STK11IP	328.6418	STK11IP	189.7249
STK11	818.4377	STK11	591.4239
STK16	869.81	STK16	319.9838
STK17A	345.5313	STK17A	685.6796
STK17B	289.9367	STK17B	1233.8188
STK19	172.6707	STK19	173.4547
STK24	2170.6545	STK24	2976.9417
STK25	834.9754	STK25	1041.6667
STK31	9.8522	removed	removed
removed	removed	STK32A	40.4531
STK32B	9.5004	STK32B	208.3333
STK32C	69.349	STK32C	69.9838
removed	removed	STK33	8.8997
STK35	1648.487	STK35	750.4045
STK36	895.848	STK36	263.3495
STK38L	890.9219	STK38L	1731.7961
STK38	1378.9585	STK38	2182.8479
STK39	1398.311	STK39	756.877
STK3	998.2407	STK3	658.5761
STK40	1192.1182	STK40	1762.1359
STK4	1313.1597	STK4	1228.5599
removed	removed	STL	8.5437
