gene_id	TCGA-BH-A1F8-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F8-11B-21R-A13Q-07
removed	removed	CNTNAP3	320.1377
CNTNAP5	6.6551	removed	removed
CNTROB	301.2153	CNTROB	572.0023
COASY	1704.8611	COASY	1187.6076
COBLL1	950.2315	COBLL1	1294.8939
COBL	784.7222	COBL	1183.5915
COBRA1	385.706	COBRA1	1036.7183
removed	removed	COCH	35.1119
COG1	1345.0955	COG1	706.5404
COG2	1671.5856	COG2	678.1411
COG3	883.3912	COG3	1030.4073
COG4	3453.7037	COG4	1094.6644
COG5	2458.4057	COG5	1017.2748
COG6	864.0046	COG6	733.7923
COG7	960.3588	COG7	588.0666
COG8	752.8559	COG8	433.0924
COIL	873.8426	COIL	541.595
COL10A1	4055.5556	removed	removed
COL11A1	5035.0116	COL11A1	22.9489
removed	removed	COL11A2	9.7533
COL12A1	13280.3819	COL12A1	4220.3098
COL13A1	9.2593	COL13A1	24.0964
COL14A1	947.6273	COL14A1	10724.6127
COL15A1	1207.1759	COL15A1	2836.4888
COL16A1	227.7199	COL16A1	1409.6386
COL17A1	100.9838	COL17A1	6690.7631
COL18A1	775.7523	COL18A1	3375.7889
COL1A1	70105.6134	COL1A1	52892.7137
removed	removed	COL1A2	56942.0539
COL21A1	35.3009	COL21A1	168.101
COL22A1	34.1435	COL22A1	9.1796
removed	removed	COL23A1	64.8308
COL24A1	47.4537	COL24A1	5.7372
removed	removed	COL25A1	61.9621
COL27A1	33.5648	COL27A1	231.7843
removed	removed	COL28A1	20.654
COL2A1	11.2847	COL2A1	70.568
COL3A1	65867.1875	COL3A1	46071.7154
COL4A1	3657.1181	COL4A1	5629.9484
COL4A2	1746.5278	COL4A2	7145.7258
COL4A3BP	2173.0324	COL4A3BP	1426.2765
removed	removed	COL4A3	21.2278
removed	removed	COL4A4	55.0775
COL4A5	840.5671	COL4A5	1073.4366
COL4A6	21.412	COL4A6	468.1583
COL5A1	4734.375	COL5A1	3513.4825
COL5A2	8723.669	COL5A2	3084.3373
COL5A3	238.7153	COL5A3	482.5014
COL6A1	5156.5394	COL6A1	8042.4555
COL6A2	3735.5324	COL6A2	10971.3138
COL6A3	15203.7037	COL6A3	13986.2306
COL6A6	23.7269	COL6A6	366.6093
COL7A1	29.5139	COL7A1	179.0017
COL8A1	335.9375	COL8A1	204.8193
COL8A2	1186.9213	COL8A2	955.8233
COL9A2	32.1181	COL9A2	208.2616
removed	removed	COL9A3	10.327
COLEC11	5.2083	COLEC11	47.619
COLEC12	387.7315	COLEC12	935.1692
COLQ	18.2292	COLQ	39.0132
COMMD10	1123.5532	COMMD10	453.8153
COMMD1	298.3218	COMMD1	382.6736
COMMD2	1045.4282	COMMD2	1057.3723
COMMD3	1077.5637	COMMD3	626.1044
COMMD4	784.7222	COMMD4	775.1004
COMMD5	339.5284	COMMD5	319.4951
COMMD6	1879.0509	COMMD6	1834.7676
COMMD7	3335.3588	COMMD7	974.7562
COMMD8	428.5301	COMMD8	312.6793
COMMD9	821.4699	COMMD9	676.42
COMP	587.963	COMP	111.8761
COMTD1	201.9676	COMTD1	48.7665
COMT	992.1875	COMT	1702.2375
COPA	12448.0961	COPA	4765.2209
COPB1	9162.2425	COPB1	3292.599
COPB2	9690.6829	COPB2	3115.3184
COPE	692.419	COPE	1238.669
COPG2	1136.8634	COPG2	621.9162
COPG	6811.3426	COPG	2868.0436
COPS2	3600.1157	COPS2	2119.3345
COPS3	1171.2963	COPS3	956.397
COPS4	1130.787	COPS4	1009.7533
COPS5	1603.2986	COPS5	1011.4745
COPS6	1664.9306	COPS6	1308.6632
COPS7A	2097.2222	COPS7A	1320.1377
COPS7B	894.0972	COPS7B	600.6885
COPS8	2925.6279	COPS8	1108.319
COPZ1	7073.7847	COPZ1	3247.2748
COPZ2	162.037	COPZ2	502.008
COQ10A	90.8565	COQ10A	109.5812
COQ10B	1835.9375	COQ10B	812.9662
COQ2	201.6782	COQ2	185.8864
COQ3	421.5856	COQ3	145.7258
COQ4	311.3426	COQ4	631.0958
COQ5	773.1481	COQ5	471.027
COQ6	363.588	COQ6	366.2536
COQ7	776.0417	COQ7	476.1905
COQ9	946.4699	COQ9	671.2565
CORIN	174.7685	CORIN	16.638
CORO1A	96.6435	CORO1A	465.2897
CORO1B	522.5694	CORO1B	1100.9753
CORO1C	2333.3333	CORO1C	2870.3385
CORO2A	1452.8356	CORO2A	360.8721
CORO2B	28.9352	CORO2B	352.2662
removed	removed	CORO6	33.8497
CORO7	279.3519	CORO7	388.9042
CORT	6.6551	CORT	7.3551
COTL1	547.7431	COTL1	1512.3351
COX10	322.6273	COX10	318.4165
COX11	1305.4601	COX11	927.969
COX15	960.651	COX15	963.1612
COX16	1231.1921	COX16	831.3253
COX17	1015.9144	COX17	401.6064
COX18	328.4144	COX18	415.3758
COX19	74.5602	COX19	225.8577
COX4I1	1450.5208	COX4I1	4440.6196
COX4I2	5.787	COX4I2	57.9461
COX4NB	409.4329	COX4NB	453.8153
COX5A	2832.4653	COX5A	1079.1738
COX5B	1445.8912	COX5B	1110.7286
COX6A1	4195.3125	COX6A1	1670.6827
COX6B1	4471.9329	COX6B1	2073.4366
removed	removed	COX6B2	8.0321
COX6C	12247.9745	COX6C	1538.1526
COX7A1	26.9097	COX7A1	481.354
COX7A2L	4225.4051	COX7A2L	1959.2656
COX7A2	3288.1944	COX7A2	1216.8675
COX7B	3043.4028	COX7B	1242.685
COX7C	5581.3079	COX7C	2956.9707
COX8A	1907.1181	COX8A	1499.1394
CP110	1225.9838	CP110	726.9076
removed	removed	CPA1	18.9329
CPA3	168.4028	CPA3	169.8221
CPA4	65.1042	CPA4	70.568
CPA6	231.4815	removed	removed
CPAMD8	27.7778	CPAMD8	654.6185
CPB1	17337.963	CPB1	250.1434
CPD	5668.9815	CPD	3584.0505
CPEB1	14.1782	CPEB1	54.5037
CPEB2	1411.169	CPEB2	816.4085
CPEB3	277.1991	CPEB3	293.1727
CPEB4	2563.0787	CPEB4	1098.6804
CPE	4958.6227	CPE	4091.222
CPLX1	41.088	CPLX1	115.8921
CPM	293.4028	CPM	1336.7757
CPN2	7.2338	removed	removed
CPNE1	4132.4595	CPNE1	1720.8434
CPNE2	159.7222	CPNE2	897.8772
CPNE3	7041.3773	CPNE3	3243.2587
CPNE4	24.5949	removed	removed
CPNE5	26.9097	CPNE5	45.3242
removed	removed	CPNE7	13.1956
CPNE8	85.9375	CPNE8	398.1641
CPOX	613.7153	CPOX	321.2851
CPPED1	1125.5787	CPPED1	511.7613
CPS1	41.088	CPS1	201.9507
CPSF1	353.0093	CPSF1	948.9386
CPSF2	2173.3218	CPSF2	1115.8921
CPSF3L	544.2708	CPSF3L	1003.7292
CPSF3	1442.7083	CPSF3	652.8973
CPSF4	269.0972	CPSF4	360.2983
CPSF6	2234.375	CPSF6	1613.8841
CPSF7	1458.044	CPSF7	2203.0981
CPT1A	3938.6574	CPT1A	2367.7567
CPT1B	110.0289	CPT1B	248.319
CPT1C	94.0394	CPT1C	74.0103
CPT2	568.5764	CPT2	634.5382
CPVL	191.2616	CPVL	467.5846
CPXM1	203.125	CPXM1	819.2771
CPXM2	124.4213	CPXM2	1902.467
CPZ	81.5972	CPZ	625.3586
CP	2278.1568	CP	1261.595
CR1	8.1019	CR1	109.5812
removed	removed	CR2	16.638
CRABP1	150.7523	CRABP1	625.9323
CRABP2	17893.2292	CRABP2	5239.8164
CRADD	271.1227	CRADD	235.8003
CRAMP1L	539.1233	CRAMP1L	839.9598
CRAT	442.9977	CRAT	747.5617
removed	removed	CRB2	74.0103
CRB3	142.3611	CRB3	114.7447
CRBN	649.3866	CRBN	1049.6902
CRCP	1962.0949	CRCP	872.0597
CREB1	1741.0301	CREB1	1484.2226
CREB3L1	622.3958	CREB3L1	301.7785
CREB3L2	2929.6875	CREB3L2	3034.4234
CREB3L4	2379.0509	CREB3L4	722.3178
CREB3	631.4699	CREB3	833.8439
CREB5	63.9468	CREB5	381.5261
CREBBP	1887.7315	CREBBP	2155.4791
CREBL2	2791.6667	CREBL2	2314.9742
CREBZF	1732.0602	CREBZF	1086.6322
CREG1	1956.8866	CREG1	3201.3769
CRELD1	244.213	CRELD1	613.3104
CRELD2	155.0926	CRELD2	325.8749
CREM	524.8843	CREM	459.5525
removed	removed	CRHBP	28.1124
CRHR1	8.9699	CRHR1	88.4624
CRIM1	432.0023	CRIM1	7974.1824
CRIP1	1243.6343	CRIP1	962.1343
CRIP2	757.8125	CRIP2	2488.8124
CRIPAK	64.8148	CRIPAK	255.3069
CRIPT	497.6852	CRIPT	333.3333
CRISP3	142.3611	CRISP3	40.1606
CRISPLD1	547.7431	CRISPLD1	2977.6248
CRISPLD2	1635.4167	CRISPLD2	1161.2163
CRKL	1295.7176	CRKL	1832.4727
CRK	1531.25	CRK	1156.6265
CRLF1	10.706	CRLF1	41.3081
CRLF3	405.9606	CRLF3	386.1159
CRLS1	2071.7593	CRLS1	942.6277
CRMP1	55.5903	CRMP1	108.56
CRNKL1	3818.5764	CRNKL1	832.4727
CROCCL1	92.9282	CROCCL1	265.9725
CROCCL2	19.9653	CROCCL2	54.5037
CROCC	20.8333	CROCC	182.4441
CROT	2834.7801	CROT	465.8635
removed	removed	CRTAC1	233.5055
CRTAM	10.9954	removed	removed
CRTAP	2959.4907	CRTAP	6165.2324
CRTC1	114.0046	CRTC1	337.3494
CRTC2	707.7546	CRTC2	811.8187
CRTC3	1242.4769	CRTC3	1184.1652
CRY1	874.1319	CRY1	479.0591
CRY2	712.0949	CRY2	1649.455
CRYAB	135.9954	CRYAB	4088.9271
removed	removed	CRYBB1	6.8847
removed	removed	CRYBB2	6.8847
CRYBG3	113.9439	CRYBG3	769.0878
CRYGS	6.9444	CRYGS	14.9168
CRYL1	419.5602	CRYL1	495.1234
CRYM	10.1273	CRYM	24.6701
CRYZL1	539.6672	CRYZL1	433.1612
CRYZ	1151.6406	CRYZ	956.9994
CSAD	169.8495	CSAD	397.0166
CSAG2	10.2517	removed	removed
CSAG3	65.2691	removed	removed
removed	removed	CSDAP1	61.3884
CSDA	280.3819	CSDA	4182.4441
CSDC2	13.0208	CSDC2	19.5066
CSDE1	10891.2037	CSDE1	17603.5571
CSE1L	9140.0463	CSE1L	2040.7344
CSF1R	445.3125	CSF1R	1453.2415
CSF1	266.7824	CSF1	1194.4923
CSF2RA	174.4792	CSF2RA	163.5112
CSF2RB	80.1505	CSF2RB	271.9449
CSF3R	149.8843	CSF3R	230.0631
removed	removed	CSF3	8.6059
CSGALNACT1	136.8634	CSGALNACT1	707.9748
CSGALNACT2	1000.8681	CSGALNACT2	674.6988
CSK	646.1227	CSK	805.5077
CSMD1	6.3657	CSMD1	12.0482
CSMD2	20.544	CSMD2	14.3431
removed	removed	CSN1S1	175.5594
removed	removed	CSN2	102.6965
removed	removed	CSN3	181.2966
CSNK1A1L	8.6806	removed	removed
CSNK1A1	18802.9514	CSNK1A1	7378.0838
CSNK1D	2559.6065	CSNK1D	2635.6856
CSNK1E	866.6088	CSNK1E	2115.9151
CSNK1G1	1414.9306	CSNK1G1	536.4314
CSNK1G2	226.8519	CSNK1G2	713.1383
CSNK1G3	1628.4722	CSNK1G3	963.8554
CSNK2A1P	1212.963	CSNK2A1P	429.1452
CSNK2A1	3455.1505	CSNK2A1	1162.3637
CSNK2A2	385.1273	CSNK2A2	537.0052
CSNK2B	4547.0428	CSNK2B	2041.3081
CSPG4	129.3403	CSPG4	830.7516
CSPG5	19.9653	CSPG5	21.8015
CSPP1	372.3322	CSPP1	316.1216
CSRNP1	376.4468	CSRNP1	3376.9363
CSRNP2	1232.3495	CSRNP2	839.9312
CSRNP3	6.6551	CSRNP3	27.5387
CSRP1	4145.8333	CSRP1	16711.4171
CSRP2BP	1006.6551	CSRP2BP	633.3907
CSRP2	80.7292	CSRP2	457.2576
CST1	161.169	removed	removed
CST2	13.0208	removed	removed
CST3	7799.1898	CST3	5858.864
CST4	14.7569	removed	removed
CST5	15.3356	removed	removed
removed	removed	CST6	21.2278
CST7	47.4537	CST7	59.6672
CST9L	9.2593	removed	removed
CST9	77.8356	removed	removed
CSTA	59.6065	CSTA	135.9725
CSTB	2382.2338	CSTB	1331.0384
CSTF1	1726.8519	CSTF1	617.3264
CSTF2T	1112.8472	CSTF2T	956.397
CSTF2	417.5347	CSTF2	189.9025
CSTF3	795.4022	CSTF3	532.9145
CS	7335.6481	CS	3636.833
CT62	11.2847	CT62	17.7854
CTAGE1	7.2338	CTAGE1	5.1635
CTAGE4	314.5255	CTAGE4	105.5651
CTAGE5	985.9867	CTAGE5	854.0218
CTAGE6	55.5556	CTAGE6	19.5066
CTAGE9	837.0949	CTAGE9	262.1916
CTBP1	806.8895	CTBP1	1660.436
CTBP2	1339.9884	CTBP2	2029.2599
CTBS	708.0237	CTBS	547.315
CTCFL	9.3171	CTCFL	10.5336
CTCF	1325.5208	CTCF	1395.2955
CTDP1	162.037	CTDP1	388.4108
CTDSP1	1132.8125	CTDSP1	3095.2381
CTDSP2	3047.4537	CTDSP2	7359.1509
CTDSPL2	1393.8079	CTDSPL2	914.5152
CTDSPL	871.8171	CTDSPL	2641.4228
CTF1	46.5856	CTF1	195.6397
CTGF	5062.2106	CTGF	16329.891
CTHRC1	2645.544	CTHRC1	668.9616
CTH	65.3935	CTH	64.257
CTLA4	11.5741	CTLA4	10.327
CTNNA1	13786.4583	CTNNA1	8801.4917
CTNNAL1	309.0278	CTNNAL1	741.2507
CTNNB1	10477.3785	CTNNB1	14430.7803
CTNNBIP1	433.7384	CTNNBIP1	1271.9449
CTNNBL1	1315.3935	CTNNBL1	766.4945
CTNND1	11111.4005	CTNND1	8910.4991
CTNND2	247.3958	CTNND2	72.2892
CTNS	376.7998	CTNS	351.4687
CTPS2	2727.1412	CTPS2	575.4446
CTPS	747.9745	CTPS	387.2633
CTR9	2899.0162	CTR9	1386.1159
removed	removed	CTRL	8.6059
CTSA	3724.2419	CTSA	1911.6867
CTSB	12209.7801	CTSB	10176.1331
CTSC	1679.6875	CTSC	2008.6059
CTSD	8534.4329	CTSD	6916.8101
CTSF	1081.8866	CTSF	1745.2668
removed	removed	CTSG	91.7958
CTSH	1138.0208	CTSH	1796.9019
CTSK	4873.5532	CTSK	5244.9799
CTSL1	1290.7986	CTSL1	1563.3964
CTSL2	92.8819	CTSL2	155.4791
CTSO	1112.5579	CTSO	1627.0797
CTSS	1123.5532	CTSS	1382.6736
CTSW	18.5185	CTSW	92.9432
CTSZ	2944.1551	CTSZ	3156.6265
CTTNBP2NL	523.7269	CTTNBP2NL	1220.8835
CTTNBP2	24.0162	CTTNBP2	163.5112
CTTN	3319.4444	CTTN	3650.6024
CTU1	26.0417	CTU1	19.5066
CTU2	44.5602	CTU2	124.0734
CTXN1	137.4421	CTXN1	97.533
CUBN	15.3356	CUBN	65.9782
CUEDC1	266.7824	CUEDC1	266.7814
CUEDC2	230.0347	CUEDC2	656.9134
CUL1	2282.9861	CUL1	1584.0505
CUL2	1850.9838	CUL2	696.5003
CUL3	4667.5347	CUL3	1934.5955
CUL4A	1804.3981	CUL4A	1781.9851
CUL4B	3519.6759	CUL4B	2021.2278
CUL5	1287.037	CUL5	1205.9667
CUL7	695.2951	CUL7	970.7172
CUL9	422.7431	CUL9	708.5485
CUTA	2742.7662	CUTA	1774.5267
CUTC	123.6777	CUTC	352.4441
CUX1	1674.7685	CUX1	925.9897
removed	removed	CUX2	5.7372
removed	removed	CUZD1	17.5674
CWC15	513.0208	CWC15	877.7969
CWC22	774.5949	CWC22	768.7894
CWC25	271.9907	CWC25	380.9524
CWC27	675.0579	CWC27	473.8956
CWF19L1	451.9676	CWF19L1	547.9059
CWF19L2	407.9861	CWF19L2	616.179
CWH43	10.4167	CWH43	9.7533
CX3CL1	213.2523	CX3CL1	9148.0207
CX3CR1	106.1921	CX3CR1	1238.669
CXADRP3	204.5718	CXADRP3	6.8847
CXADR	383.9699	CXADR	448.078
CXCL10	363.4259	CXCL10	38.4395
CXCL11	114.8727	CXCL11	17.7854
CXCL12	3889.4676	CXCL12	12423.9816
CXCL13	50.9259	removed	removed
CXCL14	583.912	CXCL14	13504.8766
CXCL16	718.1713	CXCL16	1639.1279
CXCL17	22.8588	CXCL17	185.3127
removed	removed	CXCL1	49.9139
removed	removed	CXCL2	505.4504
removed	removed	CXCL3	45.3242
removed	removed	CXCL5	110.7286
removed	removed	CXCL6	7.4584
CXCL9	322.6273	CXCL9	91.222
CXCR1	97.2222	CXCR1	6.311
CXCR2P1	46.2963	removed	removed
CXCR2	5.787	CXCR2	16.0643
CXCR3	18.8079	CXCR3	18.9329
CXCR4	997.1065	CXCR4	532.4154
CXCR6	38.1944	CXCR6	30.9811
CXCR7	855.9028	CXCR7	2143.4309
CXXC1	180.8449	CXXC1	635.1119
CXXC4	15.9144	CXXC4	16.638
CXXC5	632.8125	CXXC5	362.0195
CXorf21	25.7523	CXorf21	44.7504
CXorf22	17.6505	removed	removed
CXorf23	367.7662	CXorf23	232.9317
CXorf26	607.9282	CXorf26	470.4532
CXorf30	11.8634	removed	removed
CXorf36	216.1458	CXorf36	2302.926
CXorf38	510.706	CXorf38	231.2106
CXorf40A	884.5486	CXorf40A	332.1859
CXorf40B	667.2454	CXorf40B	374.0677
CXorf42	23.4375	CXorf42	32.7022
removed	removed	CXorf50B	5.1635
CXorf56	246.5278	CXorf56	288.5829
CXorf57	6.0764	CXorf57	58.5198
CXorf59	9.838	removed	removed
CYB561D1	63.3681	CYB561D1	418.8181
CYB561D2	493.9236	CYB561D2	345.6397
CYB561	3837.963	CYB561	1682.7309
CYB5A	1074.9421	CYB5A	1473.8956
CYB5B	3238.4259	CYB5B	1545.611
CYB5D1	654.2245	CYB5D1	624.7849
removed	removed	CYB5D2	594.3775
CYB5R1	2559.3171	CYB5R1	1293.7464
CYB5R2	274.0162	CYB5R2	330.4647
CYB5R3	2003.4722	CYB5R3	6370.0516
CYB5R4	681.4236	CYB5R4	306.9421
CYB5RL	56.4236	CYB5RL	71.1417
CYBASC3	550.6366	CYBASC3	964.4291
CYBA	58.1597	CYBA	620.7688
CYBB	753.7616	CYBB	1181.2966
CYBRD1	2820.3125	CYBRD1	12762.4785
CYC1	1506.3657	CYC1	1146.8732
CYCS	2869.7917	CYCS	1924.8422
CYFIP1	4833.6227	CYFIP1	4033.276
CYFIP2	1782.6968	CYFIP2	331.0384
CYGB	46.5856	CYGB	656.3396
CYHR1	368.9236	CYHR1	535.284
CYLD	2923.9005	CYLD	1415.3758
CYP11A1	6.9444	CYP11A1	39.0132
CYP19A1	12.4421	removed	removed
CYP1B1	1496.8171	CYP1B1	1831.3253
CYP20A1	433.7384	CYP20A1	901.3196
CYP21A2	30.2459	CYP21A2	126.3511
removed	removed	CYP24A1	6.311
CYP26A1	7.8125	removed	removed
CYP26B1	31.5394	CYP26B1	271.3712
CYP27A1	362.8472	CYP27A1	879.5181
removed	removed	CYP27B1	18.9329
removed	removed	CYP27C1	14.9168
CYP2A6	29.2245	CYP2A6	26.965
CYP2B6	6.9444	removed	removed
CYP2B7P1	279.2245	CYP2B7P1	86.6322
removed	removed	CYP2D7P1	9.7533
removed	removed	CYP2E1	29.868
CYP2J2	190.3935	CYP2J2	143.4309
CYP2R1	332.4653	CYP2R1	186.4601
CYP2S1	21.1227	CYP2S1	20.0803
CYP2U1	251.7361	CYP2U1	671.2565
CYP39A1	14.7569	CYP39A1	182.4441
CYP3A5	22.5694	CYP3A5	12.0482
CYP46A1	12.4421	CYP46A1	22.3752
CYP4B1	316.8403	CYP4B1	253.5858
CYP4F11	183.4491	CYP4F11	72.8629
CYP4F12	13.3102	CYP4F12	48.7665
CYP4F22	18.8079	CYP4F22	1037.292
CYP4F3	14.4676	removed	removed
CYP4F8	29.8032	removed	removed
CYP4V2	1220.1968	CYP4V2	867.4699
CYP4X1	206.0185	CYP4X1	781.4114
CYP4Z1	40.5093	CYP4Z1	500.8606
CYP4Z2P	266.2037	CYP4Z2P	62.5359
CYP51A1	3204.8611	CYP51A1	1269.0763
CYP7B1	62.7894	CYP7B1	259.323
removed	removed	CYP8B1	10.9007
CYR61	1634.5486	CYR61	19853.1268
CYS1	65.9722	CYS1	148.0207
CYSLTR1	67.9977	CYSLTR1	50.4877
CYSLTR2	14.1782	CYSLTR2	10.327
CYTH1	466.4352	CYTH1	856.5691
CYTH2	779.8032	CYTH2	1013.1956
CYTH3	327.5463	CYTH3	1341.3655
CYTH4	65.9722	CYTH4	267.3551
CYTIP	75.2315	CYTIP	123.9243
CYTL1	7.8125	CYTL1	146.8732
CYTSA	763.0208	CYTSA	1581.1819
CYTSB	279.2245	CYTSB	293.1727
CYYR1	252.0255	CYYR1	2119.3345
D2HGDH	95.1968	D2HGDH	243.8325
D4S234E	5.2083	D4S234E	545.611
DAAM1	854.456	DAAM1	897.8772
DAAM2	164.8409	DAAM2	796.5347
DAB2IP	213.831	DAB2IP	2780.2639
DAB2	1334.7801	DAB2	3237.5215
DACH1	3022.5694	DACH1	608.1469
removed	removed	DACH2	9.1796
DACT1	318.287	DACT1	254.1595
removed	removed	DACT2	68.2731
DACT3	76.0995	DACT3	97.533
DAD1	2798.3218	DAD1	2418.8181
DAG1	4272.2801	DAG1	4729.7762
DAGLA	103.8773	DAGLA	319.564
DAGLB	204.2824	DAGLB	298.3362
DAK	455.4398	DAK	586.3454
DALRD3	379.2159	DALRD3	585.72
DAP3	4709.4907	DAP3	1847.9633
DAPK1	165.5093	DAPK1	343.6604
DAPK2	295.7176	DAPK2	375.7889
DAPK3	249.1319	DAPK3	456.6839
removed	removed	DAPL1	29.8336
DAPP1	597.8009	DAPP1	189.9025
DAP	5722.5116	DAP	3056.2249
DARC	80.7292	DARC	4152.0367
DARS2	682.8704	DARS2	356.2823
DARS	3070.8912	DARS	2381.5261
DAXX	1180.5556	DAXX	1137.1199
DAZAP1	649.5949	DAZAP1	1150.8893
DAZAP2	11166.3773	DAZAP2	7337.9231
DBC1	6.0764	DBC1	290.3041
DBF4B	151.331	DBF4B	94.0906
DBF4	421.875	DBF4	119.3345
DBI	2898.1481	DBI	2784.28
DBN1	1191.2616	DBN1	1465.2897
DBNDD1	576.0995	DBNDD1	168.101
DBNDD2	1657.4103	DBNDD2	833.6489
DBNL	788.1944	DBNL	1275.3873
DBP	96.059	DBP	311.5204
DBR1	761.8634	DBR1	455.5364
DBT	910.8796	DBT	828.4567
removed	removed	DBX2	12.6219
DCAF10	1672.1644	DCAF10	1187.0338
DCAF11	1141.9329	DCAF11	1854.2742
removed	removed	DCAF12L2	8.0321
DCAF12	1877.6042	DCAF12	1500.2869
DCAF13	1730.5237	DCAF13	778.101
DCAF15	148.1481	DCAF15	369.4779
DCAF16	565.9722	DCAF16	1131.9564
DCAF17	1305.5556	DCAF17	527.8256
DCAF4L1	5.2083	DCAF4L1	5.7372
DCAF4	271.1227	DCAF4	295.4676
DCAF5	1324.0741	DCAF5	1562.8227
DCAF6	1671.2963	DCAF6	1897.3035
DCAF7	3246.8171	DCAF7	2174.9857
DCAF8	2110.2431	DCAF8	2104.3201
DCAKD	1177.3727	DCAKD	887.5502
DCBLD1	643.2292	DCBLD1	241.5663
DCBLD2	649.5949	DCBLD2	1254.7332
removed	removed	DCC	5.1635
DCDC1	15.463	removed	removed
DCDC2	15.625	DCDC2	918.1526
removed	removed	DCD	9.1796
DCHS1	1017.6505	DCHS1	1515.2037
DCHS2	5.2083	DCHS2	41.8818
DCI	383.1019	DCI	411.3597
DCK	813.9468	DCK	495.1234
DCLK1	168.9815	DCLK1	1546.7585
DCLK2	44.2708	DCLK2	122.7768
DCLRE1A	449.9421	DCLRE1A	308.6632
DCLRE1B	234.0856	DCLRE1B	263.3391
DCLRE1C	423.3218	DCLRE1C	305.2209
DCN	16763.5995	DCN	62442.3408
DCP1A	581.8866	DCP1A	1183.0178
DCP1B	430.5556	DCP1B	448.6517
DCP2	2058.1597	DCP2	1018.3592
DCPS	181.1343	DCPS	305.2209
DCST2	5.4977	DCST2	18.9329
DCTD	1213.2523	DCTD	2002.8686
DCTN1	3268.8918	DCTN1	3153.1842
DCTN2	2470.7755	DCTN2	2271.3712
DCTN3	551.2153	DCTN3	852.5531
DCTN4	4790.7986	DCTN4	2017.2117
DCTN5	2194.1551	DCTN5	988.5255
DCTN6	567.419	DCTN6	738.9558
DCTPP1	1051.5046	DCTPP1	651.1704
DCUN1D1	1581.8866	DCUN1D1	597.8199
DCUN1D2	200.2315	DCUN1D2	273.0924
DCUN1D3	219.6181	DCUN1D3	353.4137
DCUN1D4	1156.8287	DCUN1D4	961.5605
DCUN1D5	409.7222	DCUN1D5	334.4808
DCXR	577.2569	DCXR	526.1044
DCX	7.2338	DCX	36.1446
DDA1	318.8657	DDA1	636.833
DDAH1	1488.1366	DDAH1	1261.0442
DDAH2	750	DDAH2	1218.0149
DDB1	4378.1829	DDB1	5077.4527
DDB2	308.4491	DDB2	804.3603
DDHD1	437.2106	DDHD1	310.3844
DDHD2	6320.0231	DDHD2	1207.6879
DDI2	109.3576	DDI2	107.8485
DDIT3	244.3895	DDIT3	294.7562
DDIT4L	9.5486	DDIT4L	76.3052
DDIT4	929.1088	DDIT4	1138.2674
DDN	6.6551	removed	removed
DDOST	4717.0139	DDOST	4346.529
DDO	444.1551	DDO	101.5491
DDR1	8826.6782	DDR1	5130.809
DDR2	146.7014	DDR2	571.4286
DDRGK1	466.1458	DDRGK1	437.751
DDTL	81.2847	DDTL	141.8876
DDT	387.5116	DDT	537.1945
DDX10	519.3866	DDX10	625.3586
DDX11	296.5856	DDX11	324.7275
DDX12	46.0069	DDX12	64.8308
DDX17	6866.3194	DDX17	10236.3741
DDX18	3449.0741	DDX18	2055.0775
DDX19A	1316.5191	DDX19A	958.1182
DDX19B	858.8281	DDX19B	772.7252
DDX1	4031.5394	DDX1	2331.0384
DDX20	516.2037	DDX20	576.0184
DDX21	2055.2662	DDX21	2085.4848
DDX23	2010.1273	DDX23	1640.8491
DDX24	2430.5556	DDX24	2960.4131
DDX26B	78.7037	DDX26B	275.961
DDX27	1258.3912	DDX27	838.21
DDX28	125	DDX28	283.4194
DDX31	256.0764	DDX31	373.494
DDX39	485.2431	DDX39	415.3758
DDX3X	11872.1065	DDX3X	11342.5129
DDX41	820.6019	DDX41	790.0172
DDX42	2903.3565	DDX42	2881.813
DDX46	1821.4699	DDX46	1520.9409
DDX47	1425.6366	DDX47	1168.101
DDX49	330.4398	DDX49	604.1308
DDX50	563.9468	DDX50	1177.8543
DDX51	144.9653	DDX51	399.8853
DDX52	1449.3634	DDX52	556.5118
DDX54	632.7228	DDX54	913.3792
DDX55	683.1597	DDX55	438.8985
DDX56	781.8287	DDX56	936.8904
DDX58	4213.2523	DDX58	864.0275
DDX59	434.8958	DDX59	461.8474
DDX5	12911.169	DDX5	16544.4636
DDX60L	2983.5069	DDX60L	648.3075
DDX60	4729.1667	DDX60	945.4963
DDX6	5078.4144	DDX6	3842.226
DEAF1	198.7847	DEAF1	643.7177
DECR1	1802.3727	DECR1	1130.809
DECR2	138.8889	DECR2	179.0017
DEDD2	718.1713	DEDD2	377.51
DEDD	551.1574	DEDD	760.9294
DEF6	229.1667	DEF6	222.6047
DEF8	177.3727	DEF8	685.0258
DEFB132	7.2338	DEFB132	124.498
DEFB1	5.2083	DEFB1	239.2427
DEGS1	1965.2778	DEGS1	2511.1876
DEGS2	949.9421	DEGS2	248.4223
DEK	2834.4907	DEK	3176.7068
DEM1	141.2037	DEM1	148.5944
DENND1A	324.0741	DENND1A	586.3454
DENND1B	217.0139	DENND1B	102.6965
DENND1C	49.7685	DENND1C	78.6001
removed	removed	DENND2A	400.459
DENND2C	20.5527	DENND2C	85.1979
DENND2D	1033.5648	DENND2D	449.2255
