gene_id	TCGA-BH-A1F8-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F8-11B-21R-A13Q-07
RBM20	1564.2361	RBM20	44.7504
RBM22	1809.3171	RBM22	1263.3391
RBM23	857.9282	RBM23	1436.6036
RBM24	63.0787	RBM24	57.3723
RBM25	1855.6134	RBM25	1904.1882
RBM26	1217.0139	RBM26	832.4727
RBM27	1869.213	RBM27	1114.171
RBM28	392.6505	RBM28	290.3041
RBM33	566.5509	RBM33	1043.0293
RBM34	844.6181	RBM34	670.6196
RBM38	443.5764	RBM38	574.8709
RBM39	5588.831	RBM39	4185.3127
RBM3	5128.1829	RBM3	7542.1687
RBM41	294.2708	RBM41	154.3316
RBM42	376.7361	RBM42	772.2318
RBM43	732.9282	RBM43	500.8606
RBM44	11.5741	RBM44	14.9168
RBM45	366.6088	RBM45	176.7068
RBM47	3374.7106	RBM47	1858.2903
RBM4B	140.0463	RBM4B	263.3391
RBM4	1330.651	RBM4	1642.6047
RBM5	884.9913	RBM5	2174.039
RBM6	491.7072	RBM6	1446.5347
RBM7	430.5556	RBM7	773.3792
RBM8A	1130.1823	RBM8A	1737.4469
RBM9	1038.1944	RBM9	3604.1308
RBMS1	1275.7523	RBMS1	2694.2054
RBMS2	810.3675	RBMS2	1544.7676
RBMS3	27.4884	RBMS3	185.8864
RBMX2	324.6528	RBMX2	449.2255
RBMXL1	607.3293	RBMXL1	837.3092
RBMX	3170.4282	RBMX	4498.5657
RBP1	197.9167	RBP1	410.786
removed	removed	RBP4	2054.5037
RBP5	14.7569	RBP5	49.3402
RBP7	33.8542	RBP7	1326.4487
RBPJ	566.2616	RBPJ	820.9983
RBPMS2	18.5185	RBPMS2	113.5972
RBPMS	739.5833	RBPMS	2168.6747
RBX1	931.8605	RBX1	810.132
RC3H1	961.8056	RC3H1	1087.7797
RC3H2	631.0764	RC3H2	405.0488
RCAN1	925.9259	RCAN1	5825.5881
RCAN2	205.7292	RCAN2	422.8342
RCAN3	82.1759	RCAN3	137.6936
RCBTB1	1816.8403	RCBTB1	810.6713
RCBTB2	201.0995	RCBTB2	561.6753
RCC1	811.2731	RCC1	331.2106
RCC2	3335.9375	RCC2	2660.3557
RCCD1	282.4074	RCCD1	146.2995
RCE1	179.6875	RCE1	285.7143
RCHY1	567.7083	RCHY1	717.7281
RCL1	324.9421	RCL1	430.2926
RCN1	6943.8657	RCN1	3480.2065
RCN2	2749.4213	RCN2	1218.5886
RCN3	190.9722	RCN3	451.5204
RCOR1	919.2708	RCOR1	1056.2249
removed	removed	RCOR2	20.654
RCOR3	1133.9699	RCOR3	1095.8118
RCSD1	140.0463	RCSD1	589.214
RDBP	620.2749	RDBP	942.5186
RDH10	248.8426	RDH10	697.6477
RDH11	1809.0278	RDH11	1359.1509
RDH13	115.7407	RDH13	141.7097
RDH14	708.3333	RDH14	473.3219
RDH16	1412.9051	RDH16	7.4584
removed	removed	RDH5	251.2909
RDM1	25.463	removed	removed
RDX	2264.1782	RDX	1730.35
REC8	10.706	REC8	43.0293
RECK	346.6435	RECK	1352.8399
RECQL4	86.8056	RECQL4	74.5841
RECQL5	315.1042	RECQL5	310.3844
RECQL	2041.0446	RECQL	1119.2312
REEP1	513.5995	REEP1	147.4469
REEP2	7.8125	REEP2	72.2892
REEP3	1946.1806	REEP3	706.2536
REEP4	317.7083	REEP4	180.7229
REEP5	16610.9606	REEP5	6092.5244
REEP6	151.9097	REEP6	470.4532
RELA	965.5671	RELA	2131.9564
RELB	113.1366	RELB	286.8617
RELL1	934.1348	RELL1	1005.7372
RELL2	31.2153	RELL2	11.5204
removed	removed	RELN	320.1377
RELT	50.3472	RELT	74.0103
REL	274.3056	REL	73.4366
removed	removed	REM1	44.1767
removed	removed	REM2	7.4584
RENBP	56.4236	RENBP	63.6833
REN	6.0764	removed	removed
REP15	14.7569	REP15	23.5227
REPIN1	2046.875	REPIN1	1584.0505
REPS1	1922.4537	REPS1	909.3517
REPS2	1108.2176	REPS2	700.5164
RER1	2221.8287	RER1	2246.1446
RERE	1639.1782	RERE	3662.6506
removed	removed	RERGL	275.3873
RERG	1381.6551	RERG	2134.825
REST	434.3171	REST	391.2794
RETSAT	4129.0509	RETSAT	2838.21
RET	190.1042	RET	76.3052
REV1	825.5208	REV1	939.759
REV3L	1295.1389	REV3L	1167.5273
REXO1	144.0972	REXO1	440.0459
REXO2	602.1412	REXO2	859.4378
REXO4	152.7778	REXO4	389.5582
RFC1	1394.9653	RFC1	1663.798
RFC2	1298.9005	RFC2	447.5043
RFC3	585.3588	RFC3	319.564
RFC4	563.9468	RFC4	245.5536
RFC5	703.125	RFC5	340.7917
RFESD	61.6319	RFESD	41.8818
RFFL	1902.2541	RFFL	575.961
RFK	769.9653	RFK	631.0958
RFNG	312.7894	RFNG	563.3964
RFPL1S	7.2135	RFPL1S	8.6059
removed	removed	RFPL3S	9.7533
removed	removed	RFPL4B	14.9168
RFT1	341.4352	RFT1	550.7745
RFTN1	221.0648	RFTN1	1212.8514
RFTN2	49.4792	RFTN2	138.2674
RFWD2	838.5417	RFWD2	1010.9007
RFWD3	2301.794	RFWD3	679.8623
RFX1	141.2037	RFX1	284.5668
RFX2	59.3171	RFX2	261.0442
RFX3	28.3565	RFX3	61.9621
RFX5	1230.9028	RFX5	721.7441
removed	removed	RFX6	7.4584
RFX7	1375	RFX7	713.712
RFX8	5.787	RFX8	21.8015
RFXANK	204.265	RFXANK	488.1124
RFXAP	173.3218	RFXAP	222.6047
RG9MTD1	1212.3843	RG9MTD1	710.8434
RG9MTD2	166.3773	RG9MTD2	164.6586
RG9MTD3	80.4398	RG9MTD3	201.9507
RGAG1	10.9954	RGAG1	13.1956
RGAG4	162.3264	RGAG4	316.6954
RGL1	307.2917	RGL1	1489.3861
RGL2	751.1574	RGL2	1430.8663
removed	removed	RGL3	134.8939
RGMA	37.037	RGMA	969.0189
RGMB	723.3796	RGMB	792.4613
RGNEF	462.3843	RGNEF	771.0843
removed	removed	RGN	147.4469
RGP1	79.5718	RGP1	138.2674
RGPD1	898.7645	RGPD1	467.206
RGPD3	480.3241	RGPD3	368.3305
RGPD4	290.5093	RGPD4	195.066
RGPD5	159.7743	RGPD5	59.8336
RGPD6	1000.6424	RGPD6	800.4475
RGS10	423.0324	RGS10	492.2547
RGS11	135.1707	RGS11	63.4137
RGS12	160.5903	RGS12	524.957
RGS14	91.1458	RGS14	182.4441
RGS16	298.9005	RGS16	347.6764
RGS17	6.9444	RGS17	5.1635
RGS18	20.8333	RGS18	21.8015
RGS19	233.2176	RGS19	249.5697
RGS1	471.0648	RGS1	532.9891
RGS22	101.2731	RGS22	36.7183
RGS2	142.6505	RGS2	3247.2748
RGS3	503.7616	RGS3	1407.3437
RGS4	110.8218	RGS4	39.0132
RGS5	2100.1157	RGS5	4433.7349
removed	removed	RGS6	62.5359
RGS7BP	17.0718	RGS7BP	51.6351
RGS7	6.3657	removed	removed
removed	removed	RGS9	36.1446
RHBDD1	607.0602	RHBDD1	336.7757
RHBDD2	4358.2176	RHBDD2	1317.8428
RHBDD3	121.8171	RHBDD3	157.2002
RHBDF1	728.8773	RHBDF1	741.8244
RHBDF2	287.9051	RHBDF2	397.5904
RHBDL1	14.1782	RHBDL1	8.0321
RHBDL2	73.4954	RHBDL2	39.0132
removed	removed	RHBDL3	76.3052
RHBG	26.0417	removed	removed
RHCE	5.4977	removed	removed
removed	removed	RHCG	13.1956
RHEBL1	20.8333	RHEBL1	12.6219
RHEB	2334.2014	RHEB	1067.1256
RHOA	13082.7546	RHOA	12138.2674
RHOBTB1	519.9653	RHOBTB1	413.6546
RHOBTB2	261.8403	RHOBTB2	522.8801
RHOBTB3	7043.9815	RHOBTB3	1590.3614
RHOB	20368.9236	RHOB	9041.3081
RHOC	4004.0509	RHOC	4642.5703
RHOD	183.1597	RHOD	270.7975
RHOF	12.1615	RHOF	24.0505
RHOG	925.6366	RHOG	938.0379
RHOH	135.4167	RHOH	133.1038
RHOJ	94.9074	RHOJ	557.0855
RHOQ	3728.8166	RHOQ	2214.6586
RHOT1	1940.6829	RHOT1	1001.7212
RHOT2	324.6528	RHOT2	639.1279
RHOU	818.287	RHOU	1826.7355
RHOV	222.5116	RHOV	748.7091
RHPN1	265.9144	RHPN1	122.2031
RHPN2	1195.3125	RHPN2	961.5605
RIBC1	28.0671	RIBC1	18.9329
RIBC2	20.2546	RIBC2	9.7533
RIC3	81.8866	RIC3	165.8061
RIC8A	1384.8756	RIC8A	1503.6259
RIC8B	796.5856	RIC8B	418.2444
RICH2	149.3056	RICH2	250.7172
RICTOR	1357.6389	RICTOR	1067.1256
RIF1	2182.0023	RIF1	1096.9593
RILPL1	123.75	RILPL1	249.0189
RILPL2	148.7269	RILPL2	499.7131
RILP	12.4421	RILP	150.8893
RIMBP2	205.1505	RIMBP2	33.8497
RIMBP3	11.8634	RIMBP3	17.7854
RIMKLA	126.1574	RIMKLA	47.0453
RIMKLB	1052.5492	RIMKLB	846.1733
RIMS1	649.0162	RIMS1	29.2599
removed	removed	RIMS2	7.4584
RIMS3	32.6968	RIMS3	545.611
RIMS4	962.6736	RIMS4	39.5869
RIN1	26.9097	RIN1	156.0528
RIN2	2155.6713	RIN2	1950.0861
RIN3	148.4375	RIN3	488.2387
RING1	315.6829	RING1	606.9994
RINL	51.794	RINL	129.6615
RINT1	1326.2847	RINT1	444.3488
RIOK1	586.5162	RIOK1	539.8738
RIOK2	1141.7824	RIOK2	675.8462
RIOK3	1472.5116	RIOK3	1565.6913
RIPK1	1257.2338	RIPK1	1086.6322
RIPK2	991.0301	RIPK2	437.751
RIPK3	212.6736	RIPK3	164.6586
RIPK4	93.1713	RIPK4	808.9501
RIT1	1114.8727	RIT1	724.6127
RLF	489.5833	RLF	775.6741
RLIM	3799.4792	RLIM	1698.7952
RLN2	34.1435	RLN2	10.9007
removed	removed	RLTPR	5.1635
RMI1	485.2431	RMI1	218.0149
RMND1	454.5718	RMND1	504.3029
RMND5A	3584.4907	RMND5A	1916.2364
RMND5B	1136.2847	RMND5B	542.1687
RMRP	19.9653	RMRP	22.9489
RNASE1	1605.3241	RNASE1	5144.0046
removed	removed	RNASE2	22.9489
RNASE4	809.0133	RNASE4	2765.8921
RNASE6	198.4954	RNASE6	163.5112
removed	removed	RNASE7	63.1096
RNASEH1	151.331	RNASEH1	254.7332
RNASEH2A	264.1782	RNASEH2A	212.2777
RNASEH2B	958.6227	RNASEH2B	427.424
RNASEH2C	211.3339	RNASEH2C	452.6104
RNASEK	1360.5179	RNASEK	1766.7642
RNASEL	550.9259	RNASEL	446.3569
RNASEN	2052.0833	RNASEN	1023.5227
RNASET2	862.2685	RNASET2	768.2157
RND1	151.331	RND1	41.8818
RND2	248.8426	RND2	106.1388
RND3	521.412	RND3	3843.3735
RNF103	3316.6233	RNF103	1387.533
RNF10	4615.7407	RNF10	3023.5227
RNF111	1176.2153	RNF111	663.2243
removed	removed	RNF112	9.7533
RNF113A	131.6551	RNF113A	219.7361
RNF114	3089.6991	RNF114	1483.0752
RNF115	438.6574	RNF115	520.9409
RNF11	2868.3449	RNF11	3217.4412
RNF121	433.7384	RNF121	438.8985
RNF122	277.1991	RNF122	174.4119
RNF123	394.0972	RNF123	566.2651
RNF125	90.2778	RNF125	617.3264
RNF126	133.1019	RNF126	440.6196
RNF128	17.3611	RNF128	526.6781
RNF130	1401.331	RNF130	2156.6265
RNF135	877.3148	RNF135	645.4389
RNF138P1	14.7569	RNF138P1	18.9329
RNF138	513.5995	RNF138	776.2478
RNF139	1763.3102	RNF139	1269.65
RNF13	2228.8773	RNF13	1824.4406
RNF141	3346.0648	RNF141	1719.4492
RNF144A	465.2778	RNF144A	859.4378
RNF144B	1714.9884	RNF144B	1998.8526
RNF145	1213.2523	RNF145	2050.4877
RNF146	637.1528	RNF146	895.0086
removed	removed	RNF148	5.7372
RNF149	2584.4907	RNF149	944.3488
RNF14	3894.3866	RNF14	1270.7975
RNF150	26.331	RNF150	200.2295
RNF152	81.5972	RNF152	57.9461
RNF157	155.9606	RNF157	358.5714
RNF160	2336.8056	RNF160	1121.6294
RNF165	75.2604	RNF165	89.1738
RNF166	49.7685	RNF166	209.9828
RNF167	3167.2454	RNF167	1691.3368
RNF168	301.5046	RNF168	179.5754
RNF169	1071.0735	RNF169	609.2599
RNF170	511.8634	RNF170	585.7717
removed	removed	RNF175	11.4745
RNF180	51.5046	RNF180	336.202
RNF181	1352.7199	RNF181	864.0275
removed	removed	RNF182	20.654
removed	removed	RNF183	45.8979
RNF185	1017.7922	RNF185	1303.6374
removed	removed	RNF186	145.152
RNF187	3228.2986	RNF187	2015.4905
RNF19A	1348.3796	RNF19A	1654.6185
RNF19B	324.3634	RNF19B	587.4928
RNF207	14.4676	RNF207	158.3477
RNF208	32.1181	RNF208	58.5198
RNF20	1381.6551	RNF20	1319.564
removed	removed	RNF212	45.3242
RNF213	18998.5446	RNF213	2765.2725
RNF214	182.0023	RNF214	317.8428
RNF215	78.9931	RNF215	211.1302
RNF216L	134.4878	RNF216L	207.0338
RNF216	602.4306	RNF216	1237.5215
RNF217	18.8079	RNF217	96.3683
RNF219	876.5365	RNF219	477.3379
RNF220	309.5486	RNF220	1166.3339
removed	removed	RNF222	11.4745
RNF24	758.1019	RNF24	227.1945
RNF25	328.4144	RNF25	363.167
RNF26	585.0694	RNF26	920.8262
RNF2	912.037	RNF2	674.1251
RNF31	316.2616	RNF31	843.9472
RNF32	18.5185	RNF32	22.3752
RNF34	1064.1725	RNF34	488.6288
RNF38	847.8009	RNF38	1732.6449
RNF39	8.9699	RNF39	300.6311
RNF40	1682.0023	RNF40	1430.2926
RNF41	848.0903	RNF41	1085.4848
RNF43	1346.0648	RNF43	565.6913
RNF44	1135.706	RNF44	894.4349
RNF4	1768.5185	RNF4	1453.8153
RNF5P1	79.8611	RNF5P1	59.0935
RNF5	1188.3681	RNF5	691.3368
RNF6	993.6343	RNF6	1074.0103
RNF7	1384.2593	RNF7	1131.3827
RNF8	471.9329	RNF8	339.6443
RNFT1	729.7454	RNFT1	238.0952
RNFT2	207.4653	RNFT2	28.1124
RNGTT	820.6019	RNGTT	431.44
removed	removed	RNH1	2437.1773
RNLS	271.1227	RNLS	145.152
RNMTL1	196.7593	RNMTL1	257.0281
RNMT	1070.3125	RNMT	1257.6018
RNPC3	107.6389	RNPC3	236.9478
RNPEPL1	653.9352	RNPEPL1	1163.5112
RNPEP	3791.6667	RNPEP	1317.2691
RNPS1	2561.9213	RNPS1	2160.0688
ROBLD3	639.4676	ROBLD3	482.5014
ROBO1	322.0486	ROBO1	668.3878
removed	removed	ROBO2	18.9329
removed	removed	ROBO3	191.6236
ROBO4	145.2546	ROBO4	1954.6758
ROCK1	993.0556	ROCK1	1810.6713
ROCK2	2028.6458	ROCK2	1694.7791
ROD1	7020.2546	ROD1	2343.0866
ROGDI	397.8588	ROGDI	249.5697
ROM1	8.9699	ROM1	48.1928
ROMO1	445.8912	ROMO1	491.681
removed	removed	ROPN1B	288.5829
removed	removed	ROPN1	353.4137
ROR1	35.3009	ROR1	119.3345
ROR2	453.125	ROR2	371.1991
RORA	464.9884	RORA	512.3351
RORB	11.2847	RORB	5.7372
RORC	293.9815	RORC	639.1279
removed	removed	ROS1	6.8847
removed	removed	RP1L1	10.9007
RP1	24.3056	RP1	6.8847
RP2	803.8194	RP2	476.1905
RP9P	38.1944	RP9P	188.1813
RP9	70.0231	RP9	131.3827
RPA1	3862.8472	RPA1	2340.218
RPA2	833.3333	RPA2	952.9547
RPA3	464.1204	RPA3	237.5215
RPAIN	543.7529	RPAIN	560.8778
RPAP1	734.6644	RPAP1	524.957
RPAP2	265.3356	RPAP2	244.4062
RPAP3	1226.2731	RPAP3	583.4768
removed	removed	RPE65	53.93
RPE	1725.7899	RPE	745.1291
RPF1	736.6898	RPF1	705.1061
RPF2	681.713	RPF2	422.2605
RPGRIP1L	756.9444	RPGRIP1L	191.0499
RPGRIP1	6.9444	RPGRIP1	8.0321
RPGR	277.1991	RPGR	410.2123
RPH3AL	544.2708	RPH3AL	269.0763
removed	removed	RPH3A	6.8847
RPIA	416.3773	RPIA	457.2576
RPL10A	4476.5625	RPL10A	15456.1102
RPL10	6612.8877	RPL10	22397.6879
RPL11	3779.8032	RPL11	22911.6466
RPL12	3283.5648	RPL12	16017.7854
RPL13AP20	9.5486	RPL13AP20	35.5709
removed	removed	RPL13AP3	5.1635
RPL13AP6	8.1019	RPL13AP6	5.7372
RPL13A	3781.5394	RPL13A	21673.5513
RPL13P5	10.706	RPL13P5	17.2117
RPL13	2430.8449	RPL13	23197.9346
RPL14	2931.4236	RPL14	13534.1365
RPL15	10140.625	RPL15	29491.681
RPL17	2011.684	RPL17	11954.5841
RPL18A	302.0833	RPL18A	2779.6902
RPL18	3192.7083	RPL18	15403.9013
RPL19P12	34.1435	RPL19P12	50.4877
RPL19	6242.1875	RPL19	22121.6294
removed	removed	RPL21P44	5.1635
removed	removed	RPL21	13.1956
RPL22L1	661.169	RPL22L1	803.7866
RPL22	4683.7384	RPL22	12463.5686
RPL23AP53	168.1134	RPL23AP53	212.8514
removed	removed	RPL23AP64	5.1635
RPL23AP7	30.3819	RPL23AP7	79.1738
RPL23AP82	30.9606	RPL23AP82	103.8439
RPL23A	2718.4606	RPL23A	6051.0614
RPL23P8	14.7569	RPL23P8	74.5841
RPL23	3989.294	RPL23	14800.3442
RPL24	4818.8657	RPL24	12067.1256
RPL26L1	368.6343	RPL26L1	176.7068
RPL26	4125	RPL26	19312.6793
RPL27A	5119.7917	RPL27A	15181.2966
RPL27	4868.0556	RPL27	14401.0327
RPL28	3755.2083	RPL28	11584.6242
RPL29	2793.6921	RPL29	13762.4785
RPL30	7583.044	RPL30	14790.0172
RPL31	5308.7384	RPL31	21738.9558
RPL32P3	82.9253	RPL32P3	127.969
RPL32	5496.5278	RPL32	24482.5014
RPL34	2618.0556	RPL34	16967.8715
RPL35A	6061.0532	RPL35A	15482.5014
RPL35	1554.1088	RPL35	8391.8531
RPL36AL	1096.3542	RPL36AL	3575.4446
RPL36A	155.0926	RPL36A	50.4877
RPL36	1045.1389	RPL36	9376.3626
RPL37A	6344.0394	RPL37A	19717.7281
RPL37	4576.6782	RPL37	16452.0941
RPL38	4448.4954	RPL38	7592.6563
RPL39L	409.4329	RPL39L	125.6454
RPL39	615.7407	RPL39	938.0379
RPL3	5347.5116	RPL3	49916.2364
RPL41	11986.4005	RPL41	21022.9489
RPL4	11326.0995	RPL4	38655.1922
RPL5	4644.0972	RPL5	31925.4159
RPL6	4446.7593	RPL6	13689.6156
RPL7A	3134.5486	RPL7A	20702.8112
RPL7L1	1287.3264	RPL7L1	1156.6265
RPL7	722.2222	RPL7	2353.9874
RPL8	4817.1296	RPL8	23781.4114
RPL9	78.7037	RPL9	335.0545
RPLP0P2	35.5903	RPLP0P2	10.9007
RPLP0	10538.7731	RPLP0	29531.2679
RPLP1	14144.9653	RPLP1	26030.4073
RPLP2	4513.3102	RPLP2	14087.7797
RPN1	8093.75	RPN1	5095.8118
RPN2	23375.5787	RPN2	6217.4355
RPP14	314.5255	RPP14	581.7556
RPP21	245.8189	RPP21	244.2685
RPP25	45.7176	RPP25	136.5462
RPP30	847.8009	RPP30	542.1687
RPP38	342.5926	RPP38	295.4676
RPP40	402.4884	RPP40	125.0717
RPPH1	6.0764	RPPH1	13.1956
RPRD1A	1731.4815	RPRD1A	1318.9902
RPRD1B	1956.8866	RPRD1B	833.6202
RPRD2	1763.5995	RPRD2	1461.8474
RPS10P7	86.2269	RPS10P7	57.3723
RPS10	2676.2153	RPS10	8021.8015
RPS11	10111.9792	RPS11	29469.3058
RPS12	8095.7755	RPS12	22982.2146
RPS13	6398.1481	RPS13	11565.1176
RPS14	7368.0556	RPS14	20547.9059
RPS15A	7940.9722	RPS15A	15783.1325
RPS15	705.1505	RPS15	3940.3328
RPS16	3519.6759	RPS16	12923.6948
RPS17	5909.4329	RPS17	15075.1578
RPS18	10331.3079	RPS18	39781.9851
RPS19BP1	116.3194	RPS19BP1	545.0373
RPS19	3296.5856	RPS19	17920.8262
RPS20	7475.4051	RPS20	21633.3907
RPS21	3324.0741	RPS21	7550.7745
RPS23	6436.9213	RPS23	17671.2565
RPS24	7334.7801	RPS24	22563.9702
RPS25	2896.9907	RPS25	15327.5961
RPS26	541.6667	RPS26	1120.4819
RPS27A	5685.4745	RPS27A	16567.4125
RPS27L	1968.75	RPS27L	1728.6288
RPS27	742.7662	RPS27	221.4573
removed	removed	RPS28	6.8847
RPS29	2803.8194	RPS29	9068.2731
removed	removed	RPS2P32	5.1635
RPS2	5712.6736	RPS2	16910.4991
RPS3A	2176.2153	RPS3A	9604.1308
RPS3	7241.0301	RPS3	27118.7608
RPS4X	13604.1667	RPS4X	52043.603
RPS5	4398.7269	RPS5	13999.4263
RPS6KA1	407.4074	RPS6KA1	674.1251
RPS6KA2	537.037	RPS6KA2	1728.0551
RPS6KA3	446.7593	RPS6KA3	1706.8273
RPS6KA4	156.25	RPS6KA4	495.1234
RPS6KA5	504.0509	RPS6KA5	462.4211
RPS6KA6	192.7083	RPS6KA6	59.0935
RPS6KB1	1466.1458	RPS6KB1	982.7883
RPS6KB2	325.5208	RPS6KB2	388.9845
RPS6KC1	1212.0949	RPS6KC1	619.0476
RPS6KL1	57.581	RPS6KL1	117.6133
RPS6	6057.0023	RPS6	43983.362
RPS7	4239.8727	RPS7	8822.7194
RPS8	4324.6528	RPS8	27249.5697
RPS9	1553.8194	RPS9	16301.7785
RPSAP58	2699.6528	RPSAP58	9544.4636
RPSAP9	7.8125	RPSAP9	20.0803
RPSA	1746.5278	RPSA	7676.42
RPTOR	372.6852	RPTOR	654.607
RPUSD1	250.5787	RPUSD1	254.1595
RPUSD2	107.6389	RPUSD2	157.2002
RPUSD3	267.9398	RPUSD3	353.4137
RPUSD4	242.7662	RPUSD4	537.5789
RQCD1	538.7731	RQCD1	187.0338
removed	removed	RRAD	62.5359
RRAGA	1465.8565	RRAGA	2203.0981
RRAGB	300.9259	RRAGB	406.7699
RRAGC	406.5394	RRAGC	421.6867
RRAGD	165.2199	RRAGD	563.3964
RRAS2	72.9167	RRAS2	691.3368
RRAS	349.8264	RRAS	993.1153
RRBP1	3476.5625	RRBP1	2754.4464
RREB1	1368.0556	RREB1	962.708
RRH	8.6806	removed	removed
RRM1	4652.4884	RRM1	1465.2897
RRM2B	2046.5856	RRM2B	1141.136
RRM2	3554.3981	RRM2	226.047
RRN3P1	8.3912	RRN3P1	83.1899
RRN3P2	5.787	RRN3P2	10.327
RRN3P3	50.3472	RRN3P3	41.3081
RRN3	3648.7269	RRN3	1280.5508
RRP12	474.8264	RRP12	504.8766
RRP15	821.1806	RRP15	698.7952
RRP1B	1214.4097	RRP1B	939.759
RRP1	164.6412	RRP1	304.0734
RRP7A	441.5509	RRP7A	682.7309
RRP7B	19.7193	RRP7B	86.7929
RRP8	331.0185	RRP8	246.7011
RRP9	92.0139	RRP9	270.2238
RRS1	294.2708	RRS1	320.7114
RSAD1	760.4167	RSAD1	639.7017
RSAD2	1239.5833	RSAD2	413.6546
RSBN1L	1454.511	RSBN1L	540.8319
RSBN1	622.3958	RSBN1	763.6259
RSC1A1	336.5336	RSC1A1	218.6001
RSF1	3697.0486	RSF1	872.6334
RSL1D1	4196.4699	RSL1D1	4935.1692
RSL24D1	2661.4583	RSL24D1	3109.0075
RSPH1	69.1551	RSPH1	24.0964
RSPH3	202.8356	RSPH3	140.5622
RSPH4A	17.9398	RSPH4A	21.2278
RSPH9	24.8843	RSPH9	10.327
RSPO1	11.8634	RSPO1	38.4395
RSPO3	52.662	RSPO3	551.3483
RSPRY1	832.7546	RSPRY1	393.5743
RSRC1	453.125	RSRC1	257.0281
RSRC2	1695.6019	RSRC2	1457.2576
RSU1	2793.9815	RSU1	2156.6265
RTCD1	1160.8796	RTCD1	551.922
RTEL1	135.2633	RTEL1	264.1767
RTF1	2022.2801	RTF1	1846.2421
RTKN2	214.1204	RTKN2	52.7826
RTKN	668.1134	RTKN	463.5686
RTN1	71.1806	RTN1	450.9466
RTN2	433.7384	RTN2	275.3873
RTN3	7318.5764	RTN3	5065.9782
RTN4IP1	310.1852	RTN4IP1	169.8221
RTN4RL1	561.9213	RTN4RL1	456.1102
RTN4RL2	13.5995	RTN4RL2	16.0643
RTN4R	31.25	RTN4R	33.8497
RTN4	10167.2454	RTN4	8064.8308
RTP4	745.3704	RTP4	192.7711
RTTN	248.2639	RTTN	320.1377
removed	removed	RUFY1	1016.0643
RUFY2	595.1968	RUFY2	487.6707
RUFY3	666.956	RUFY3	805.5077
RUFY4	8.6806	removed	removed
RUNDC1	1188.3681	RUNDC1	787.1486
RUNDC2A	31.8287	RUNDC2A	39.0132
RUNDC2C	12.526	RUNDC2C	14.5554
RUNDC3A	11.8634	RUNDC3A	6.311
RUNDC3B	20.2546	RUNDC3B	133.1038
RUNX1T1	27.7778	RUNX1T1	115.8921
RUNX1	2530.0926	RUNX1	3559.3804
RUNX2	500.5787	RUNX2	192.1974
RUNX3	71.7593	RUNX3	551.922
RUSC1	1035.0116	RUSC1	446.3569
RUSC2	274.3056	RUSC2	794.0333
RUVBL1	968.8166	RUVBL1	728.9099
RUVBL2	871.5278	RUVBL2	817.5559
RWDD1	1876.1574	RWDD1	1217.4412
RWDD2A	159.1435	RWDD2A	106.1388
RWDD2B	622.3958	RWDD2B	488.8124
RWDD3	184.6152	RWDD3	316.6954
RWDD4A	717.8819	RWDD4A	632.817
RXRA	669.2708	RXRA	1939.1853
RXRB	482.9282	RXRB	864.6013
RXRG	9.2593	RXRG	33.8497
RYBP	2218.4606	RYBP	1572.0023
RYK	1440.1042	RYK	2163.5112
RYR1	10.9954	RYR1	164.0849
RYR2	19.6759	RYR2	20.0803
RYR3	13.5995	RYR3	190.4762
S100A10	5728.8773	S100A10	4729.7762
S100A11	13084.4907	S100A11	5616.179
S100A13	971.0648	S100A13	1955.8233
S100A14	3574.0741	S100A14	591.5089
S100A16	7057.581	S100A16	3445.2094
S100A1	102.1412	S100A1	946.07
S100A2	20.2546	S100A2	244.4062
removed	removed	S100A3	16.0643
S100A4	495.3704	S100A4	3217.4412
S100A6	5950.2315	S100A6	13755.5938
S100A7	41.3773	S100A7	13.1956
S100A8	154.5139	S100A8	71.7154
S100A9	109.0856	S100A9	873.2071
removed	removed	S100B	1135.9725
S100PBP	529.2245	S100PBP	576.0184
S100P	100.9838	S100P	5.1635
S1PR1	224.8264	S1PR1	2717.7281
S1PR2	97.2222	S1PR2	517.4986
S1PR3	1983.2089	S1PR3	885.2209
removed	removed	S1PR4	22.9489
removed	removed	S1PR5	26.3913
removed	removed	SAA1	7511.1876
removed	removed	SAA2	1303.4997
removed	removed	SAA4	41.3081
SAAL1	471.0648	SAAL1	181.8703
SAC3D1	46.5856	SAC3D1	102.6965
SACM1L	1258.1019	SACM1L	1293.1727
SACS	223.0903	SACS	1181.2966
SAE1	2488.7153	SAE1	1403.9013
SAFB2	268.5185	SAFB2	761.331
SAFB	445.8912	SAFB	993.689
SALL1	65.9722	SALL1	149.7418
SALL2	334.4907	SALL2	479.0591
SALL4	38.4838	removed	removed
SAMD10	209.2014	SAMD10	94.6644
removed	removed	SAMD11	16.1962
SAMD12	1009.2593	SAMD12	347.1027
removed	removed	SAMD13	65.4045
SAMD1	79.5718	SAMD1	166.3798
SAMD3	15.9144	SAMD3	28.1124
SAMD4A	100.1157	SAMD4A	644.8652
SAMD4B	1470.1968	SAMD4B	1440.0459
SAMD5	51.5046	SAMD5	920.2524
SAMD8	799.7685	SAMD8	144.5783
SAMD9L	3912.037	SAMD9L	1002.8686
SAMD9	13234.0856	SAMD9	575.4446
SAMHD1	2781.8837	SAMHD1	1219.323
