gene_id	TCGA-BH-A1F0-01A-11R-A137-07	gene_id	TCGA-BH-A1F0-11B-23R-A137-07
RNF32	28.3901	RNF32	53.8556
RNF34	564.6371	RNF34	522.9896
RNF38	2464.9962	RNF38	1923.8066
RNF39	18.9268	RNF39	311.8115
RNF40	1828.7988	RNF40	1812.1175
RNF41	945.478	RNF41	1315.4835
RNF43	172.0615	RNF43	582.3133
RNF44	1082.2669	RNF44	848.5312
RNF4	1193.4617	RNF4	1260.7099
RNF5P1	158.0815	RNF5P1	159.4247
RNF5	701.7959	RNF5	626.683
RNF6	1074.7392	RNF6	1138.6169
RNF7	1131.5195	RNF7	1101.8972
RNF8	595.3328	RNF8	343.3293
RNFT1	262.1787	RNFT1	286.1077
RNFT2	55.92	RNFT2	20.1958
RNGTT	583.7187	RNGTT	432.3745
RNH1	1892.0314	RNH1	2727.0502
RNLS	84.7403	RNLS	186.9645
RNMTL1	223.68	RNMTL1	284.5777
RNMT	1687.0631	RNMT	1201.9584
RNPC3	207.9299	RNPC3	288.7362
RNPEPL1	1379.9333	RNPEPL1	1294.3696
RNPEP	1823.637	RNPEP	1254.284
RNPS1	2729.3257	RNPS1	2061.1995
ROBLD3	748.6827	ROBLD3	403.3048
ROBO1	956.662	ROBO1	708.0783
ROBO2	9.6785	ROBO2	18.6659
ROBO3	37.8535	ROBO3	247.552
ROBO4	878.374	ROBO4	2267.1359
ROCK1	1991.1818	ROCK1	1985.0061
ROCK2	2290.784	ROCK2	1655.1408
ROD1	4339.6064	ROD1	2257.0379
ROGDI	245.6178	ROGDI	259.4859
ROM1	36.7781	ROM1	86.2913
ROMO1	325.1963	ROMO1	415.2387
ROPN1B	152.2744	ROPN1B	122.093
removed	removed	ROPN1L	7.3439
ROPN1	146.6824	ROPN1	128.825
ROR1	193.9994	ROR1	76.8054
ROR2	188.1923	ROR2	338.1273
RORA	1135.8211	RORA	526.0098
RORB	7.5277	RORB	15.6059
RORC	703.7316	RORC	698.5924
RP1L1	11.8292	RP1L1	12.5459
RP2	861.1679	RP2	431.1506
RP9P	144.3166	RP9P	184.8225
RP9	129.4763	RP9	151.1628
RPA1	2287.3427	RPA1	2276.0098
RPA2	1155.178	RPA2	1325.5814
RPA3	292.9347	RPA3	216.6463
RPAIN	507.3083	RPAIN	568.9168
RPAP1	469.943	RPAP1	495.41
RPAP2	344.123	RPAP2	280.5998
RPAP3	843.9617	RPAP3	650.5508
removed	removed	RPE65	10.7099
RPE	1327.9041	RPE	607.8366
RPF1	796.4297	RPF1	735.3121
RPF2	872.782	RPF2	469.0942
RPGRIP1L	150.3387	RPGRIP1L	151.7748
RPGRIP1	11.3991	RPGRIP1	9.1799
RPGR	287.1276	RPGR	428.3966
RPH3AL	47.532	RPH3AL	187.2705
RPH3A	6.6674	removed	removed
RPIA	570.8141	RPIA	481.9461
RPL10A	7873.7499	RPL10A	12725.2142
RPL10L	12.6895	removed	removed
RPL10	8296.9825	RPL10	16593.3537
RPL11	12251.4249	RPL11	20871.787
RPL12	6554.6833	RPL12	10579.5594
RPL13AP20	30.5409	RPL13AP20	32.4357
RPL13AP3	6.6674	RPL13AP3	13.1579
RPL13AP6	7.5277	RPL13AP6	7.0379
RPL13A	12820.3033	RPL13A	18586.5973
RPL13P5	21.0775	RPL13P5	16.2179
RPL13	7697.1717	RPL13	15582.0073
RPL14	5023.5509	RPL14	8854.6512
RPL15	12414.4532	RPL15	25795.8996
RPL17	5080.2818	RPL17	6980.869
RPL18A	836.6491	RPL18A	1757.9559
RPL18	7145.7146	RPL18	10865.6671
RPL19P12	103.6671	RPL19P12	56.6095
RPL19	19170.8786	RPL19	18713.5863
removed	removed	RPL21P44	5.508
RPL21	6.6674	RPL21	12.2399
RPL22L1	701.7959	RPL22L1	495.104
RPL22	5409.829	RPL22	11174.1126
RPL23AP53	164.1037	RPL23AP53	292.8397
RPL23AP64	5.8071	removed	removed
RPL23AP7	105.1726	RPL23AP7	118.7271
RPL23AP82	108.1837	RPL23AP82	121.481
RPL23A	4316.163	RPL23A	4208.6903
RPL23P8	179.159	RPL23P8	95.7772
RPL23	27300.3549	RPL23	12601.8972
RPL24	6265.4049	RPL24	10582.9253
RPL26L1	209.915	RPL26L1	147.1848
RPL26	12065.1683	RPL26	16584.1493
RPL27A	8441.1227	RPL27A	12154.2228
RPL27	13491.1281	RPL27	10837.5153
RPL28	6295.3006	RPL28	7425.6426
RPL29	7023.1208	RPL29	7642.2889
RPL30	15095.1715	RPL30	13245.104
RPL31P11	5.592	removed	removed
RPL31	8646.091	RPL31	12460.2203
RPL32P3	168.3084	RPL32P3	163.0722
RPL32	10150.7689	RPL32	18824.3574
RPL34	10515.1092	RPL34	11009.1799
RPL35A	6893.2143	RPL35A	12531.2118
RPL35	3689.8591	RPL35	6543.4517
RPL36AL	2438.1116	RPL36AL	3992.6561
RPL36A	73.1261	RPL36A	41.3097
RPL36	3988.3858	RPL36	6305.0796
RPL37A	11400.5807	RPL37A	14907.8947
RPL37	16195.72	RPL37	11922.8886
RPL38	5334.5521	RPL38	5586.5973
RPL39L	512.0981	RPL39L	147.1848
RPL39	810.8399	RPL39	871.481
RPL3	19538.2299	RPL3	44762.5459
RPL41	10913.8617	RPL41	16213.5863
RPL4	16785.4608	RPL4	31596.3892
RPL5	15922.3551	RPL5	27124.847
RPL6	6347.7793	RPL6	10777.2338
RPL7A	11807.2911	RPL7A	16329.2534
RPL7L1	1632.2185	RPL7L1	1071.2974
RPL7	1505.7533	RPL7	2236.5361
RPL8	14992.7949	RPL8	20774.7858
RPL9	874.9328	RPL9	3432.3745
RPLP0P2	53.5541	RPLP0P2	12.8519
RPLP0	14893.4294	RPLP0	19609.2411
RPLP1	10582.6433	RPLP1	17297.1236
RPLP2	6404.9898	RPLP2	13145.9608
RPN1	7373.2659	RPN1	4625.765
RPN2	8178.9418	RPN2	4974.899
RPP14	470.5882	RPP14	553.8556
RPP21	172.2766	RPP21	157.2827
RPP25	377.2449	RPP25	131.5789
RPP30	435.1005	RPP30	511.3219
RPP38	415.5286	RPP38	321.2974
RPP40	207.7643	RPP40	95.1652
RPRD1A	876.0082	RPRD1A	1294.9816
RPRD1B	794.9242	RPRD1B	835.3733
RPRD2	1853.7477	RPRD2	1657.5887
RPRML	9.4634	removed	removed
RPS10P7	39.5741	RPS10P7	52.3256
RPS10	4855.1457	RPS10	6369.645
RPS11	17616.3028	RPS11	22634.0269
RPS12	16349.715	RPS12	17708.3843
RPS13	5689.429	RPS13	9820.9914
RPS14	8383.0519	RPS14	15885.5569
RPS15A	9400.5807	RPS15A	12407.5887
RPS15	1724.2714	RPS15	2938.8005
RPS16	8996.8814	RPS16	9709.9143
RPS17	7830.7345	RPS17	15997.858
RPS18	21149.3709	RPS18	23807.8335
RPS19BP1	674.4811	RPS19BP1	641.0649
RPS19	10406.2802	RPS19	10529.3758
RPS20	12260.8883	RPS20	20749.694
RPS21	3650.9302	RPS21	5020.1958
RPS23	7219.9161	RPS23	16335.3733
RPS24	13467.6847	RPS24	19299.2656
RPS25	7581.8905	RPS25	12551.7136
RPS26	197.8707	RPS26	207.7723
RPS27A	14120.8732	RPS27A	14219.4002
RPS27L	1110.2269	RPS27L	1715.1163
RPS27	1000.3226	RPS27	1515.9119
RPS29	4496.8276	RPS29	6297.7356
RPS2P32	15.2705	RPS2P32	10.0979
RPS2	10487.5793	RPS2	10327.1114
RPS3A	3338.2084	RPS3A	8200.7344
RPS3	17150.0161	RPS3	21118.7271
RPS4X	24898.1611	RPS4X	44130.661
RPS5	4817.7223	RPS5	9787.0257
RPS6KA1	1201.6346	RPS6KA1	532.4357
RPS6KA2	1534.3585	RPS6KA2	1996.634
RPS6KA3	1830.7345	RPS6KA3	1678.0906
RPS6KA4	891.2786	RPS6KA4	503.978
RPS6KA5	395.0962	RPS6KA5	367.5031
removed	removed	RPS6KA6	39.1677
RPS6KB1	779.6537	RPS6KB1	1011.9339
RPS6KB2	606.7319	RPS6KB2	401.7748
RPS6KC1	960.3183	RPS6KC1	610.7711
RPS6KL1	111.1948	RPS6KL1	78.6414
RPS6	37394.5586	RPS6	37376.071
RPS7	6069.2548	RPS7	6658.8127
RPS8	14412.7326	RPS8	20558.7515
RPS9	7447.6825	RPS9	13651.1628
RPSAP58	4815.5716	RPSAP58	6348.5312
RPSAP9	12.9046	RPSAP9	14.0759
RPSA	3020.3248	RPSA	3774.1738
RPTOR	637.2707	RPTOR	773.8678
RPUSD1	226.9061	RPUSD1	184.8225
RPUSD2	140.0151	RPUSD2	156.0588
RPUSD3	545.0048	RPUSD3	322.2154
RPUSD4	569.7387	RPUSD4	539.4737
RQCD1	399.3978	RQCD1	165.2387
RRAD	50.1129	RRAD	125.153
RRAGA	2695.7737	RRAGA	2174.7246
RRAGB	306.6996	RRAGB	371.175
RRAGC	686.0953	RRAGC	626.429
RRAGD	739.0042	RRAGD	734.0881
RRAS2	569.5236	RRAS2	643.5129
RRAS	489.0848	RRAS	1250.918
RRBP1	4878.374	RRBP1	3483.4761
RREB1	1150.2312	RREB1	1089.3513
RRH	6.6674	removed	removed
RRM1	1347.6718	RRM1	1309.0575
RRM2B	1039.0365	RRM2B	1030.9058
RRM2	1007.6352	RRM2	19.8898
RRN3P1	37.8535	RRN3P1	72.8274
RRN3P2	11.6142	RRN3P2	11.9339
RRN3P3	83.0347	RRN3P3	86.4168
RRN3	1641.4668	RRN3	1335.3733
RRP12	841.3808	RRP12	480.1102
RRP15	570.8141	RRP15	613.5251
RRP1B	1252.1777	RRP1B	925.6426
RRP1	427.5729	RRP1	415.8507
RRP7A	955.1565	RRP7A	780.5998
RRP7B	127.2287	RRP7B	142.6836
RRP8	183.2455	RRP8	228.8862
RRP9	291.8593	RRP9	288.8617
RRS1	544.1445	RRS1	319.1554
RSAD1	615.9802	RSAD1	776.0098
RSAD2	5880.8474	RSAD2	410.6487
RSBN1L	598.3095	RSBN1L	563.6108
RSBN1	813.6359	RSBN1	798.0416
RSC1A1	305.8931	RSC1A1	271.3127
RSF1	1079.0408	RSF1	874.847
RSL1D1	4274.008	RSL1D1	5143.5129
RSL24D1	1806.2157	RSL24D1	2892.5949
RSPH1	9.0332	RSPH1	46.2056
RSPH3	103.6671	RSPH3	138.9229
RSPH4A	10.1086	RSPH4A	22.3378
RSPH9	5.8071	RSPH9	7.6499
RSPO1	24.5188	RSPO1	44.3696
RSPO3	366.7061	RSPO3	544.6756
RSPO4	9.2483	RSPO4	11.0159
RSPRY1	389.2892	RSPRY1	406.3647
RSRC1	308.6353	RSRC1	278.7638
RSRC2	1128.9386	RSRC2	1584.1493
RSU1	2758.146	RSU1	2188.1885
RTCD1	851.7045	RTCD1	546.2056
RTEL1	188.9601	RTEL1	287.2368
RTF1	1631.7884	RTF1	1923.8066
RTKN2	270.3517	RTKN2	32.7417
RTKN	1060.114	RTKN	393.2069
RTN1	261.7486	RTN1	381.5789
RTN2	160.2323	RTN2	232.5581
RTN3	4323.2606	RTN3	6170.7466
RTN4IP1	472.3089	RTN4IP1	154.8348
RTN4RL1	21.5077	RTN4RL1	430.8446
RTN4RL2	22.1529	RTN4RL2	20.8078
RTN4R	66.2437	RTN4R	31.8237
RTN4	6030.9711	RTN4	8444.3084
RTP4	363.695	RTP4	225.2142
RTTN	193.3541	RTTN	300.4896
RUFY1	1246.8007	RUFY1	1101.2852
RUFY2	269.0612	RUFY2	411.8727
RUFY3	1376.4921	RUFY3	786.4137
RUFY4	39.7892	removed	removed
RUNDC1	946.5534	RUNDC1	944.9204
RUNDC2A	60.4366	RUNDC2A	60.8935
RUNDC2C	45.4543	RUNDC2C	19.4492
RUNDC3B	67.5341	RUNDC3B	116.2791
RUNX1T1	66.6738	RUNX1T1	126.377
RUNX1	2652.1131	RUNX1	2841.7993
RUNX2	314.8726	RUNX2	148.1028
RUNX3	681.3636	RUNX3	452.8764
RUSC1	912.1411	RUSC1	417.6867
RUSC2	922.8949	RUSC2	904.8348
RUVBL1	868.6697	RUVBL1	612.5031
RUVBL2	1060.7592	RUVBL2	822.8274
RWDD1	734.9177	RWDD1	1456.2424
RWDD2A	102.5917	RWDD2A	141.0649
RWDD2B	248.844	RWDD2B	485.9241
RWDD3	324.3037	RWDD3	286.4137
RWDD4A	370.3624	RWDD4A	661.2607
RXFP1	25.3791	removed	removed
RXRA	1316.7007	RXRA	2924.4186
RXRB	790.6226	RXRB	1065.4835
removed	removed	RXRG	21.4198
RYBP	1416.7115	RYBP	1594.5532
RYK	1551.1345	RYK	2205.6304
RYR1	584.7941	RYR1	234.0881
RYR2	22.7982	RYR2	27.2338
RYR3	26.4545	RYR3	126.989
S100A10	6239.3806	S100A10	5731.9461
S100A11	15061.4045	S100A11	4641.3709
S100A13	813.6359	S100A13	2208.0783
S100A14	251.64	S100A14	733.1701
S100A16	1267.233	S100A16	1947.3684
S100A1	320.6796	S100A1	364.4431
S100A2	292.5046	S100A2	57.8335
S100A3	22.5831	S100A3	15.6059
S100A4	2548.0159	S100A4	3159.7307
S100A6	6451.6615	S100A6	12246.022
S100A7A	6.6674	removed	removed
S100A7	45.3812	removed	removed
S100A8	495.5372	S100A8	48.3476
S100A9	1911.1732	S100A9	253.978
S100B	157.0061	S100B	1575.8874
S100PBP	561.9959	S100PBP	583.8433
S100P	11.8292	S100P	11.6279
S1PR1	1044.8435	S1PR1	2503.978
S1PR2	317.4535	S1PR2	353.7332
S1PR3	1005.9017	S1PR3	768.6475
S1PR4	83.88	S1PR4	31.2118
S1PR5	20.0022	S1PR5	20.8078
SAA1	1967.5234	SAA1	19953.4884
SAA2	968.0611	SAA2	8114.4431
SAA4	31.1861	SAA4	208.3843
SAAL1	209.2698	SAAL1	171.6646
SAC3D1	198.516	SAC3D1	67.6255
SACM1L	1216.905	SACM1L	1276.6218
SACS	942.0368	SACS	626.683
SAE1	2910.4205	SAE1	1332.9253
SAFB2	867.4051	SAFB2	1119.339
SAFB	1345.7361	SAFB	1469.4002
SAGE1	16.3458	removed	removed
SALL1	15.4855	SALL1	79.8654
SALL2	70.1151	SALL2	486.2301
SALL4	14.6252	SALL4	5.202
SAMD10	160.8775	SAMD10	84.7613
SAMD11	11.1023	SAMD11	27.4908
SAMD12	470.8033	SAMD12	404.8348
SAMD13	36.1329	SAMD13	36.1077
SAMD14	10.7538	SAMD14	11.0159
SAMD1	190.7732	SAMD1	134.3329
SAMD3	91.1926	SAMD3	26.0098
SAMD4A	473.8144	SAMD4A	672.5826
SAMD4B	1543.8219	SAMD4B	1371.787
SAMD5	72.2658	SAMD5	583.5373
SAMD8	129.4763	SAMD8	147.1848
SAMD9L	3871.5991	SAMD9L	996.94
SAMD9	3773.309	SAMD9	592.7173
SAMHD1	3730.87	SAMHD1	1118.4364
SAMM50	660.7162	SAMM50	989.2901
SAMSN1	898.5912	SAMSN1	142.9009
SAP130	725.6694	SAP130	608.3231
SAP18	1829.8742	SAP18	2864.7491
SAP30BP	1123.9918	SAP30BP	992.0441
SAP30L	856.6513	SAP30L	1682.9865
SAP30	259.5978	SAP30	166.7687
SAPS1	1604.6887	SAPS1	1191.8605
SAPS2	768.0396	SAPS2	1185.7405
SAPS3	1908.5923	SAPS3	2190.0245
SAR1A	2692.3325	SAR1A	3582.9253
SAR1B	586.2996	SAR1B	395.9608
SARDH	23.0132	SARDH	25.3978
SARM1	474.4596	SARM1	377.0624
SARNP	820.4861	SARNP	701.8268
SARS2	224.1101	SARS2	231.6401
SARS	2206.0437	SARS	2549.5716
SART1	891.7088	SART1	1032.7417
SART3	1160.5549	SART3	1157.5887
SASH1	1951.8228	SASH1	3692.4725
SASH3	1202.0647	SASH3	253.672
SASS6	378.3202	SASS6	119.339
SAT1	7685.1274	SAT1	2862.6071
SAT2	530.8098	SAT2	807.5275
SATB1	712.9799	SATB1	843.0233
SATB2	88.8268	SATB2	97.3072
SATL1	18.9268	SATL1	27.2338
SAV1	1845.7899	SAV1	2044.9816
SBDSP1	510.1624	SBDSP1	812.7295
SBDS	2341.5421	SBDS	3845.1652
SBF1	1108.0761	SBF1	1234.7001
SBF2	976.7287	SBF2	1617.3042
SBK1	61.0818	SBK1	122.705
SBNO1	797.9353	SBNO1	590.5753
SBNO2	1120.3355	SBNO2	983.4761
SBSN	16.3458	removed	removed
SC4MOL	514.8941	SC4MOL	589.6573
SC5DL	942.682	SC5DL	2505.508
SC65	422.8412	SC65	243.5741
SCAF1	1008.0654	SCAF1	1058.4455
SCAI	274.008	SCAI	472.1542
SCAMP1	1118.3998	SCAMP1	1641.0649
SCAMP2	2072.696	SCAMP2	1981.9461
SCAMP3	1816.3243	SCAMP3	898.4088
SCAMP4	914.722	SCAMP4	1173.8066
SCAMP5	394.451	SCAMP5	274.7858
SCAND1	193.3541	SCAND1	334.1493
SCAND2	222.1744	SCAND2	333.5373
SCAND3	9.2483	SCAND3	100.3672
SCAPER	246.6932	SCAPER	548.0416
SCAP	1169.6935	SCAP	1482.8152
SCARA3	1416.0662	SCARA3	1287.3317
SCARA5	510.8076	SCARA5	1254.896
SCARB1	986.5577	SCARB1	1394.4308
SCARB2	8822.0239	SCARB2	7435.7405
SCARF1	265.4049	SCARF1	411.5667
SCARF2	281.3206	SCARF2	126.377
SCARNA9	6.0222	SCARNA9	5.814
SCCPDH	624.3682	SCCPDH	1688.1885
SCD5	803.5273	SCD5	461.1383
SCD	3788.7945	SCD	11527.2338
removed	removed	SCEL	11.0159
SCFD1	1107.0008	SCFD1	1145.3488
SCFD2	373.1584	SCFD2	333.5373
SCG2	245.8329	SCG2	31.2118
SCG3	24.7338	removed	removed
SCG5	68.8246	SCG5	104.6512
removed	removed	SCGB1D2	1203.1824
removed	removed	SCGB2A1	138.9229
SCGB2A2	70.3301	SCGB2A2	5716.3403
removed	removed	SCGB3A1	25.7038
removed	removed	SCGN	16.8299
SCHIP1	141.5206	SCHIP1	342.246
SCIN	88.6117	SCIN	286.1077
SCLT1	377.0298	SCLT1	183.2925
SCLY	111.9991	SCLY	152.7876
SCMH1	1122.4863	SCMH1	1061.5055
SCML1	153.78	SCML1	260.4039
SCML2	179.159	SCML2	50.1836
SCML4	107.3234	SCML4	24.7858
SCN11A	16.9911	SCN11A	48.9596
SCN1B	119.5828	SCN1B	210.2203
SCN2A	94.6338	SCN2A	294.9816
SCN2B	27.96	SCN2B	147.7968
SCN3A	69.2548	SCN3A	310.2815
SCN3B	33.3369	SCN3B	251.224
SCN4A	70.1151	SCN4A	423.1946
SCN4B	206.4738	SCN4B	749.388
SCN5A	5.8071	SCN5A	64.8715
SCN7A	15.2705	SCN7A	79.5594
SCN8A	81.9443	SCN8A	28.1518
SCN9A	38.2837	SCN9A	59.0575
SCNM1	618.3461	SCNM1	310.5875
SCNN1A	182.8154	SCNN1A	1326.4994
SCNN1B	246.4781	SCNN1B	404.2228
SCNN1D	7.3126	SCNN1D	28.7638
SCNN1G	197.8707	SCNN1G	71.2974
SCO1	580.9227	SCO1	423.8066
SCO2	298.0966	SCO2	240.8201
SCOC	1562.5336	SCOC	1959.9143
SCP2	3369.1795	SCP2	4044.0636
SCPEP1	2653.8337	SCPEP1	3279.9878
SCRG1	9.6785	SCRG1	44.0636
SCRIB	988.9235	SCRIB	898.4088
SCRN1	2563.2864	SCRN1	2037.3317
SCRN2	155.5006	SCRN2	741.4321
SCRN3	281.3206	SCRN3	375.153
SCRT2	5.6995	removed	removed
SCUBE1	6.2372	SCUBE1	77.4174
SCUBE2	83.2348	SCUBE2	1394.4308
SCUBE3	5.8071	SCUBE3	33.0477
SCYL1	1687.1707	SCYL1	1417.5949
SCYL2	1612.6465	SCYL2	801.1016
SCYL3	455.4941	SCYL3	415.5967
SDAD1	2419.1849	SDAD1	1076.1934
SDC1	3742.553	SDC1	1716.9523
SDC2	1481.4496	SDC2	3111.3831
SDC3	2820.5183	SDC3	3306.3035
SDC4	3325.949	SDC4	8189.7185
SDCBP2	51.0614	SDCBP2	83.9565
SDCBP	8096.5695	SDCBP	5329.2534
SDCCAG1	1144.6392	SDCCAG1	1023.8678
SDCCAG3	628.2396	SDCCAG3	438.4945
SDCCAG8	532.5304	SDCCAG8	652.0808
SDF2L1	225.4006	SDF2L1	148.7148
SDF2	792.7734	SDF2	679.9266
SDF4	1590.2785	SDF4	1877.295
SDHAF1	207.119	SDHAF1	171.3586
SDHAF2	648.4568	SDHAF2	618.1151
SDHAP1	107.9686	SDHAP1	170.7466
SDHAP2	139.3698	SDHAP2	156.3647
SDHAP3	69.4698	SDHAP3	84.1493
SDHA	3036.8857	SDHA	2141.3709
SDHB	1343.8004	SDHB	1159.7307
SDHC	2720.5076	SDHC	1663.7087
SDHD	2048.6074	SDHD	1914.0147
SDK1	196.3652	SDK1	452.2644
SDK2	552.3175	SDK2	188.4945
SDPR	805.0328	SDPR	3838.7393
SDR16C5	30.3258	SDR16C5	76.4994
SDR39U1	252.511	SDR39U1	454.9113
SDR42E1	462.4153	SDR42E1	212.9743
SDSL	169.4806	SDSL	138.0049
SDS	599.8494	SDS	8.5679
SEC11A	1822.3465	SEC11A	2799.8776
SEC11C	1097.1072	SEC11C	753.978
SEC13	1712.2271	SEC13	1489.5961
SEC14L1	2966.9857	SEC14L1	3151.7748
SEC14L2	313.5821	SEC14L2	1039.4064
SEC14L4	31.8314	removed	removed
SEC14L5	6.8825	SEC14L5	22.0318
SEC16A	2844.3919	SEC16A	2609.8531
SEC16B	174.008	SEC16B	246.6248
SEC1	5.592	SEC1	20.5018
SEC22A	341.9723	SEC22A	415.8507
SEC22B	1865.3619	SEC22B	1517.4419
SEC22C	584.579	SEC22C	886.7809
SEC23A	1852.0271	SEC23A	1658.5067
SEC23B	1595.2253	SEC23B	1300.4896
SEC23IP	1304.4413	SEC23IP	1091.7993
SEC24A	1375.2016	SEC24A	870.257
SEC24B	2360.2538	SEC24B	1381.5789
SEC24C	2521.3464	SEC24C	2566.0955
SEC24D	1798.473	SEC24D	1016.8299
SEC31A	6884.7123	SEC31A	4506.8543
SEC31B	55.0941	SEC31B	149.6114
SEC61A1	8071.2894	SEC61A1	5723.7882
SEC61A2	147.6739	SEC61A2	75.3917
SEC61B	1250.242	SEC61B	1083.2313
SEC61G	891.2786	SEC61G	615.0551
SEC62	4200.2366	SEC62	5002.448
SEC63	4664.3725	SEC63	3380.661
SECISBP2L	1701.6884	SECISBP2L	2155.4468
SECISBP2	720.7227	SECISBP2	1061.1995
SECTM1	2153.78	SECTM1	232.8641
SEH1L	1246.3706	SEH1L	723.3782
SEL1L3	2684.5897	SEL1L3	671.3586
SEL1L	4304.1187	SEL1L	3659.4247
SELENBP1	882.0303	SELENBP1	2376.989
SELE	472.0938	SELE	305.0796
SELK	553.3928	SELK	690.3305
SELL	1832.4551	SELL	151.7748
SELM	493.1713	SELM	1168.6047
SELO	167.9751	SELO	244.492
SELPLG	1110.0118	SELPLG	328.3354
SELP	624.3682	SELP	547.4296
SELS	1130.4441	SELS	906.3647
SELT	2255.0812	SELT	1916.4627
SEMA3A	146.2523	SEMA3A	223.0722
SEMA3B	70.9754	SEMA3B	352.2032
SEMA3C	1021.8303	SEMA3C	4129.437
SEMA3D	420.2602	SEMA3D	531.5177
SEMA3E	50.7581	SEMA3E	331.7013
SEMA3F	757.5008	SEMA3F	1023.5618
SEMA3G	757.7159	SEMA3G	3368.1151
SEMA4A	1134.7457	SEMA4A	568.2375
SEMA4B	1694.8059	SEMA4B	1321.2974
SEMA4C	1343.1552	SEMA4C	1018.3599
SEMA4D	1546.6179	SEMA4D	574.0514
SEMA4F	146.0372	SEMA4F	244.186
SEMA4G	83.6219	SEMA4G	87.3286
SEMA5A	820.9485	SEMA5A	1699.2044
SEMA5B	29.8957	SEMA5B	11.9339
SEMA6A	374.6639	SEMA6A	1162.7907
SEMA6B	245.6178	SEMA6B	280.2938
SEMA6C	99.7957	SEMA6C	198.2864
SEMA6D	82.8046	SEMA6D	453.4884
SEMA7A	212.9261	SEMA7A	103.1212
SENP1	539.1978	SENP1	501.836
SENP2	1085.0629	SENP2	1050.1836
SENP3	1163.3746	SENP3	854.6634
SENP5	1207.0115	SENP5	754.896
SENP6	1866.2222	SENP6	2323.1334
SENP7	434.2402	SENP7	567.9315
SENP8	39.5741	SENP8	59.0575
SEP15	4007.5277	SEP15	3502.754
SEPHS1	1337.133	SEPHS1	1103.1212
SEPHS2	2307.9901	SEPHS2	1413.0967
SEPN1	2984.4069	SEPN1	3223.3782
SEPP1	9473.3111	SEPP1	17619.1769
SEPSECS	207.7643	SEPSECS	361.3831
SEPT10	1671.1474	SEPT10	2915.5447
SEPT11	4113.5606	SEPT11	3221.8482
SEPT1	223.0347	SEPT1	93.0233
SEPT2	8768.2547	SEPT2	10345.7772
SEPT3	182.1701	SEPT3	154.5288
SEPT4	238.3052	SEPT4	839.0453
SEPT5	261.7486	SEPT5	357.0991
SEPT6	1764.921	SEPT6	869.339
SEPT7P2	113.1304	SEPT7P2	218.7882
SEPT7	4037.4234	SEPT7	4013.1579
SEPT8	1115.3371	SEPT8	1168.5098
SEPT9	6557.2642	SEPT9	4124.235
SEPW1	2221.5292	SEPW1	2993.5741
SEPX1	353.3713	SEPX1	336.2913
SERAC1	303.9036	SERAC1	272.6438
SERBP1	9334.337	SERBP1	6218.7882
SERF1A	345.6286	SERF1A	678.0906
SERF2	4816.1523	SERF2	3989.0147
SERGEF	189.9129	SERGEF	317.9315
SERHL2	43.1122	SERHL2	88.0386
SERHL	232.9283	SERHL	258.8739
SERINC1	7679.7505	SERINC1	10229.8042
SERINC2	1983.6542	SERINC2	1295.8996
SERINC3	2750.6183	SERINC3	3152.0808
SERINC5	137.8643	SERINC5	164.3207
SERP1	6069.6763	SERP1	4071.4076
SERP2	24.7338	SERP2	59.9755
removed	removed	SERPINA11	15.9119
SERPINA1	2236.1544	SERPINA1	415.8507
SERPINA3	23476.933	SERPINA3	8041.6157
SERPINA5	65.5985	SERPINA5	565.4835
SERPINA9	5.8071	SERPINA9	7.0379
SERPINB1	1239.4881	SERPINB1	1078.0294
removed	removed	SERPINB2	34.8837
SERPINB5	273.1477	SERPINB5	966.0343
SERPINB6	1256.049	SERPINB6	2345.7772
removed	removed	SERPINB7	7.3439
SERPINB8	418.5396	SERPINB8	308.4455
SERPINB9	1075.5995	SERPINB9	383.4149
SERPINC1	7.5277	removed	removed
removed	removed	SERPIND1	6.7319
SERPINE1	3215.1844	SERPINE1	1068.5435
SERPINE2	4443.0584	SERPINE2	553.5496
SERPINF1	3014.7328	SERPINF1	6524.1738
SERPINF2	143.2412	SERPINF2	151.7748
SERPING1	10590.6011	SERPING1	17334.4553
SERPINH1	3787.0739	SERPINH1	2549.5716
SERPINI1	148.8332	SERPINI1	416.7687
SERTAD1	250.7797	SERTAD1	750.918
SERTAD2	1878.0514	SERTAD2	1474.2962
SERTAD3	685.8802	SERTAD3	1201.0404
SERTAD4	405.8501	SERTAD4	264.0759
SESN1	748.0374	SESN1	1304.1616
SESN2	240.456	SESN2	440.0245
SESN3	330.143	SESN3	129.437
SESTD1	1867.9428	SESTD1	2638.0049
SETBP1	387.5686	SETBP1	990.8201
SETD1A	702.4411	SETD1A	821.6034
SETD1B	793.8488	SETD1B	904.8348
SETD2	2166.6846	SETD2	2241.7381
SETD3	1213.894	SETD3	1956.8543
SETD4	200.4517	SETD4	359.2411
SETD5	2356.5975	SETD5	2340.8813
SETD6	238.9569	SETD6	318.5741
SETD7	2363.4799	SETD7	3789.4737
SETD8	658.7805	SETD8	794.3696
SETDB1	1204.8607	SETDB1	857.0991
SETDB2	599.4193	SETDB2	539.4737
SETMAR	262.824	SETMAR	854.3452
SETX	3119.9054	SETX	2477.0502
SET	7870.5237	SET	5588.4333
SEZ6L2	1019.6795	SEZ6L2	450.1224
SF1	3437.3589	SF1	4598.5312
