gene_id	TCGA-BH-A18K-01A-11R-A12D-07	gene_id	TCGA-BH-A18K-11A-13R-A12D-07
ANKRD43	131.7397	ANKRD43	29.3843
ANKRD44	19.1235	ANKRD44	100.7463
removed	removed	ANKRD45	27.5187
ANKRD46	375.7415	ANKRD46	555.8815
ANKRD49	338.2027	ANKRD49	400.653
ANKRD50	1468.6144	ANKRD50	1588.153
ANKRD52	1683.9309	ANKRD52	1707.0896
ANKRD53	7.7911	ANKRD53	67.6306
ANKRD54	404.0726	ANKRD54	333.4888
ANKRD56	56.6622	ANKRD56	66.6978
ANKRD57	725.2767	ANKRD57	1021.9216
ANKRD58	16.2904	removed	removed
ANKRD5	429.5706	ANKRD5	230.4104
ANKRD6	203.1979	ANKRD6	305.7323
ANKRD9	55.5998	ANKRD9	49.4403
ANKS1A	889.9513	ANKS1A	1853.5448
ANKS1B	116.5117	ANKS1B	200.0933
ANKS3	340.3276	ANKS3	268.1903
ANKS6	108.3665	ANKS6	166.5112
ANKZF1	332.5365	ANKZF1	919.3097
ANLN	945.9053	ANLN	41.9776
ANO10	1130.4117	ANO10	762.5933
ANO1	1828.4197	ANO1	9370.3358
ANO2	14.8738	ANO2	74.1604
removed	removed	ANO3	76.959
removed	removed	ANO4	5.1306
ANO5	11.3324	ANO5	89.0858
ANO6	1918.7251	ANO6	5991.6045
ANO7	10.9783	ANO7	22.3881
ANO8	219.9203	ANO8	324.6269
ANO9	65.5157	ANO9	197.7612
ANP32A	2310.0487	ANP32A	2229.4776
ANP32B	2496.3258	ANP32B	2277.5187
ANP32E	1290.8367	ANP32E	831.1567
ANPEP	6455.5998	ANPEP	2186.1007
ANTXR1	8815.5821	ANTXR1	4643.6567
ANTXR2	702.6118	ANTXR2	1968.2836
ANUBL1	189.4644	ANUBL1	213.153
ANXA11	3558.3887	ANXA11	2754.1978
removed	removed	ANXA13	5.597
ANXA1	2599.7344	ANXA1	7316.2313
ANXA2P1	63.0367	ANXA2P1	41.5112
ANXA2P2	3706.7729	ANXA2P2	3559.7015
ANXA2	14539.8849	ANXA2	9893.6567
ANXA3	621.5139	ANXA3	984.1418
ANXA4	1740.9473	ANXA4	1396.4552
ANXA5	9386.4542	ANXA5	5458.9552
ANXA6	5119.4334	ANXA6	6951.4925
ANXA7	3596.6357	ANXA7	2334.4216
ANXA8L2	65.5157	ANXA8L2	343.2836
ANXA8	121.5795	ANXA8	521.9216
ANXA9	1085.0819	ANXA9	201.0261
AOAH	37.5387	AOAH	138.5261
AOC2	5.6662	AOC2	55.5037
AOC3	814.1656	AOC3	8917.9104
AOX1	117.5741	AOX1	714.0858
AP1AR	700.4869	AP1AR	587.6866
AP1B1	2056.131	AP1B1	2058.7687
AP1G1	2258.6985	AP1G1	2952.8918
AP1G2	2529.622	AP1G2	1512.0009
AP1M1	886.7641	AP1M1	860.0746
AP1M2	2013.2802	AP1M2	983.209
AP1S1	1093.9354	AP1S1	484.6082
AP1S2	357.6804	AP1S2	301.7724
AP1S3	170.695	AP1S3	88.153
AP2A1	3562.0257	AP2A1	1560.0466
AP2A2	1528.1098	AP2A2	1732.7425
AP2B1	7860.4692	AP2B1	6495.8022
AP2M1	5219.3006	AP2M1	4920.709
AP2S1	1708.7207	AP2S1	579.291
AP3B1	1865.2501	AP3B1	1268.1903
removed	removed	AP3B2	111.0075
AP3D1	2329.1722	AP3D1	2963.153
AP3M1	1417.2643	AP3M1	1537.3134
AP3M2	320.4958	AP3M2	550.3731
AP3S1	1978.9287	AP3S1	618.9366
AP3S2	1956.6321	AP3S2	1679.0718
AP4B1	271.9398	AP4B1	332.5466
AP4E1	209.2961	AP4E1	456.6231
AP4M1	567.4298	AP4M1	364.9627
AP4S1	122.8862	AP4S1	94.6828
APAF1	630.3674	APAF1	605.8769
APBA1	121.8238	APBA1	424.4403
APBA2	76.1399	APBA2	55.9701
APBA3	101.2838	APBA3	151.1194
APBB1IP	205.0465	APBB1IP	489.2724
APBB1	318.7251	APBB1	846.5485
APBB2	2353.6078	APBB2	3281.7164
APBB3	305.9761	APBB3	443.097
removed	removed	APC2	8.3955
APCDD1L	31.1642	APCDD1L	112.8731
APCDD1	321.2041	APCDD1	1183.3022
APC	763.8778	APC	1315.7649
APEH	2832.4037	APEH	1692.6306
APEX1	3881.3634	APEX1	2695.8955
APEX2	1045.7725	APEX2	431.903
APH1A	7414.2541	APH1A	3123.6007
APH1B	465.3386	APH1B	594.6828
API5	2189.6414	API5	2515.8582
APIP	571.8884	APIP	404.8181
APITD1	255.5927	APITD1	139.6549
APLF	70.4737	APLF	78.8246
APLNR	813.4573	APLNR	620.3358
APLN	240.4604	APLN	139.459
APLP1	88.5347	APLP1	46.6418
APLP2	10656.0425	APLP2	16876.3993
APOA1BP	3963.1695	APOA1BP	814.3657
APOA1	6.3745	removed	removed
APOB48R	736.9633	APOB48R	154.8507
APOBEC3A	26.2063	removed	removed
APOBEC3B	156.5294	APOBEC3B	30.7836
APOBEC3C	77.9106	APOBEC3C	432.8358
APOBEC3D	46.7463	APOBEC3D	123.1343
APOBEC3F	87.4723	APOBEC3F	212.6866
APOBEC3G	110.1372	APOBEC3G	178.6381
APOBEC4	5.3121	removed	removed
APOB	27.2687	APOB	300.3731
APOC1	1249.0483	APOC1	383.8619
APOC2	280.1239	APOC2	9.7948
APOD	1453.3865	APOD	24849.347
APOE	2969.8097	APOE	4158.1157
APOF	67.2864	APOF	6.0634
APOL1	1111.2882	APOL1	752.7985
APOL2	521.6467	APOL2	665.1119
APOL3	310.934	APOL3	819.9627
APOL4	240.4604	APOL4	433.7687
APOL6	985.923	APOL6	2660.4478
APOLD1	457.9017	APOLD1	228.0784
APOM	61.266	APOM	44.3097
APOOL	173.174	APOOL	326.0261
APOO	543.2492	APOO	139.459
APPBP2	1075.166	APPBP2	1517.2575
APPL1	1620.5401	APPL1	2074.1604
APPL2	1101.7264	APPL2	1576.0261
APP	17959.4511	APP	36541.5112
APRT	1854.9801	APRT	1018.6567
APTX	633.2005	APTX	446.3619
AQP11	26.2063	AQP11	27.5187
AQP1	2348.6498	AQP1	11758.8619
AQP3	2262.2399	AQP3	656.25
removed	removed	AQP4	28.9179
AQP5	58.0788	AQP5	132.9291
removed	removed	AQP6	11.6604
removed	removed	AQP7P1	295.2425
removed	removed	AQP7P3	13.5261
AQP7	32.9349	AQP7	1679.1045
AQP9	44.9757	removed	removed
AQPEP	9.2076	AQPEP	141.2687
AQR	928.9066	AQR	1416.9776
ARAF	1064.5418	ARAF	926.306
ARAP1	1671.4865	ARAP1	2619.8274
ARAP2	129.6149	ARAP2	301.7724
ARAP3	283.3112	ARAP3	670.2425
ARCN1	5702.7003	ARCN1	3549.9067
removed	removed	ARC	55.5037
AREG	82.8685	AREG	737.8731
ARF1	24333.5989	ARF1	5403.4515
ARF3	8318.0168	ARF3	4166.0448
ARF4	8307.3927	ARF4	2290.5784
ARF5	4642.3586	ARF5	1693.4515
ARF6	4416.8216	ARF6	2367.5373
ARFGAP1	1924.7455	ARFGAP1	995.3358
ARFGAP2	1960.8676	ARFGAP2	2085.3545
ARFGAP3	856.6622	ARFGAP3	983.6754
ARFGEF1	1885.9991	ARFGEF1	2406.7164
ARFGEF2	1676.1399	ARFGEF2	3657.6493
ARFIP1	1362.3727	ARFIP1	1050.8396
ARFIP2	1581.9389	ARFIP2	1286.847
ARFRP1	658.3444	ARFRP1	527.9851
ARG2	248.2869	ARG2	184.1185
ARGLU1	1015.6707	ARGLU1	3383.8619
ARHGAP10	143.4263	ARHGAP10	597.9478
ARHGAP11A	265.9584	ARHGAP11A	75.5597
ARHGAP11B	7.7911	ARHGAP11B	11.6604
ARHGAP12	1077.645	ARHGAP12	1321.8284
ARHGAP15	50.996	ARHGAP15	55.9701
ARHGAP17	819.8318	ARHGAP17	983.6754
ARHGAP18	612.3063	ARHGAP18	668.8433
ARHGAP19	395.9274	ARHGAP19	2011.6604
ARHGAP1	4343.869	ARHGAP1	3030.3172
ARHGAP20	62.3285	ARHGAP20	449.1604
ARHGAP21	1045.0642	ARHGAP21	2762.1269
ARHGAP22	63.745	ARHGAP22	40.5784
ARHGAP23	551.3944	ARHGAP23	779.3843
ARHGAP24	186.6313	ARHGAP24	584.4216
ARHGAP25	128.1983	ARHGAP25	359.6082
ARHGAP26	224.17	ARHGAP26	1023.3209
ARHGAP27	837.8929	ARHGAP27	484.6082
ARHGAP28	231.2528	ARHGAP28	153.9179
ARHGAP29	1369.4555	ARHGAP29	2834.4216
ARHGAP30	273.3953	ARHGAP30	277.9851
ARHGAP31	758.5657	ARHGAP31	1380.1306
ARHGAP32	1781.3192	ARHGAP32	2402.0522
ARHGAP33	261.7087	ARHGAP33	310.1679
ARHGAP39	328.9951	ARHGAP39	219.6828
ARHGAP42	81.8061	ARHGAP42	272.8545
ARHGAP4	268.7915	ARHGAP4	320.4291
ARHGAP5	1967.2421	ARHGAP5	3558.7687
ARHGAP6	221.3369	ARHGAP6	231.3433
ARHGAP8	524.5649	ARHGAP8	492.9244
ARHGAP9	60.9119	ARHGAP9	64.3657
ARHGDIA	6571.7574	ARHGDIA	2574.1604
ARHGDIB	8967.1536	ARHGDIB	1651.1194
ARHGEF10L	646.6578	ARHGEF10L	1012.5933
ARHGEF10	373.6166	ARHGEF10	927.7052
ARHGEF11	1926.162	ARHGEF11	1550.3731
ARHGEF12	3639.1324	ARHGEF12	7738.3396
ARHGEF15	310.2258	ARHGEF15	641.3246
ARHGEF16	338.2027	ARHGEF16	391.791
ARHGEF17	1234.8827	ARHGEF17	2251.3993
ARHGEF18	633.9088	ARHGEF18	987.4067
ARHGEF19	359.4511	ARHGEF19	300.3731
ARHGEF1	1269.9425	ARHGEF1	1195.4291
ARHGEF2	1628.3311	ARHGEF2	2001.8657
ARHGEF33	8.1452	ARHGEF33	21.9216
ARHGEF35	509.2519	ARHGEF35	1666.5112
ARHGEF37	1372.9969	ARHGEF37	2986.9403
ARHGEF38	22.6649	ARHGEF38	53.6381
ARHGEF3	814.1656	ARHGEF3	1532.1828
ARHGEF4	59.4954	ARHGEF4	517.7239
ARHGEF5	425.3209	ARHGEF5	1501.8657
ARHGEF6	327.9327	ARHGEF6	2269.5896
ARHGEF7	892.0761	ARHGEF7	1558.3022
ARHGEF9	583.2669	ARHGEF9	896.4552
ARID1A	2128.7295	ARID1A	3593.2836
ARID1B	1476.0514	ARID1B	2781.7164
ARID2	1036.919	ARID2	1480.4104
ARID3A	109.0748	ARID3A	50.8396
ARID3B	72.2444	ARID3B	146.9216
ARID4A	523.4174	ARID4A	1009.7948
ARID4B	1756.5294	ARID4B	1641.4086
ARID5A	407.9681	ARID5A	1389.459
ARID5B	1136.0779	ARID5B	4836.2873
ARIH1	1058.8756	ARIH1	2274.7201
ARIH2	1326.6047	ARIH2	1756.9963
ARL10	16.2904	ARL10	91.4179
ARL11	97.0341	ARL11	22.3881
ARL13B	257.1049	ARL13B	323.2276
ARL15	486.587	ARL15	399.2537
ARL16	474.1921	ARL16	419.3097
ARL17A	131.9309	ARL17A	146.1847
removed	removed	ARL17B	6.0681
ARL1	3895.1749	ARL1	1699.1604
ARL2BP	1358.1231	ARL2BP	1317.6306
ARL2	1137.1403	ARL2	719.6828
ARL3	974.5905	ARL3	440.7649
ARL4A	348.8269	ARL4A	1381.9963
ARL4C	1286.587	ARL4C	2782.6493
ARL4D	142.3639	ARL4D	215.9515
ARL5A	931.3856	ARL5A	701.4925
ARL5B	213.9	ARL5B	281.7164
ARL6IP1	5303.9398	ARL6IP1	4188.8993
ARL6IP4	1823.1076	ARL6IP4	1560.6343
ARL6IP5	4978.8402	ARL6IP5	4278.9179
ARL6IP6	246.8349	ARL6IP6	262.5933
ARL6	80.3896	ARL6	78.8246
ARL8A	2203.807	ARL8A	875
ARL8B	1808.5879	ARL8B	2198.2276
ARL9	7.4369	ARL9	8.3955
ARMC10	1047.6069	ARMC10	648.4748
ARMC1	718.9022	ARMC1	698.2276
ARMC2	83.9309	ARMC2	55.9701
ARMC3	87.1182	removed	removed
ARMC4	7.0828	ARMC4	12.1269
ARMC5	290.394	ARMC5	249.5336
ARMC6	772.3772	ARMC6	445.7696
ARMC7	271.2705	ARMC7	290.1119
ARMC8	627.5343	ARMC8	749.0672
ARMC9	322.2665	ARMC9	389.459
ARMCX1	918.2824	ARMCX1	949.6269
ARMCX2	1685.7016	ARMCX2	938.4328
ARMCX3	1958.7428	ARMCX3	1696.8284
ARMCX5	287.2067	ARMCX5	391.791
ARMCX6	339.2652	ARMCX6	251.8657
ARNT2	775.9185	ARNT2	347.4813
ARNTL2	35.0598	ARNTL2	44.3097
ARNTL	208.5879	ARNTL	387.5933
ARNT	1665.8699	ARNT	1825.5597
ARPC1A	2555.297	ARPC1A	1934.2351
ARPC1B	2979.5414	ARPC1B	844.6828
ARPC2	3715.9805	ARPC2	2520.056
ARPC3	7967.4192	ARPC3	1889.459
ARPC4	3911.784	ARPC4	2009.6315
ARPC5L	806.0204	ARPC5L	358.209
ARPC5	5084.7278	ARPC5	1976.6791
ARPM1	36.1222	ARPM1	27.5187
ARPP19	2521.8238	ARPP19	3889.9254
ARRB1	589.2873	ARRB1	1542.444
ARRB2	629.6591	ARRB2	437.9664
ARRDC1	1318.1054	ARRDC1	658.5821
ARRDC2	360.1594	ARRDC2	594.2164
ARRDC3	2473.3068	ARRDC3	3824.6269
ARRDC4	407.2598	ARRDC4	878.7313
ARSA	662.2399	ARSA	667.444
ARSB	486.2328	ARSB	176.306
ARSD	2361.753	ARSD	3146.4552
ARSE	123.5945	ARSE	37.3134
ARSG	222.0452	ARSG	352.1455
ARSI	270.5622	ARSI	32.6493
ARSJ	71.8902	ARSJ	192.1642
ARSK	194.0682	ARSK	259.3284
removed	removed	ART4	7.9291
ART5	9.2076	ART5	17.2575
ARTN	135.6352	ARTN	6.0634
ARV1	1037.6273	ARV1	333.0224
ARVCF	294.9978	ARVCF	578.8246
ARX	14.1656	ARX	18.6567
AR	303.143	AR	1246.2687
AS3MT	201.5051	AS3MT	240.2052
ASAH1	3251.7043	ASAH1	4570.8955
ASAH2B	12.0407	ASAH2B	6.0634
ASAH2	7.7911	ASAH2	12.1269
ASAM	222.3993	ASAM	1290.1119
ASAP1	911.5538	ASAP1	1006.5299
ASAP2	638.5126	ASAP2	736.0075
ASAP3	828.3311	ASAP3	694.4963
ASB13	1041.8769	ASB13	816.6978
ASB14	23.3732	ASB14	18.6567
ASB16	17.4909	ASB16	26.1987
ASB1	285.5175	ASB1	776.7071
ASB2	6.3745	ASB2	27.9851
ASB3	286.8526	ASB3	383.8619
ASB6	577.7034	ASB6	685.4618
ASB7	336.0779	ASB7	554.1045
ASB8	946.2594	ASB8	920.709
ASB9	27.6228	ASB9	37.7799
ASCC1	500.7525	ASCC1	474.347
ASCC2	1099.9557	ASCC2	1152.5187
ASCC3	1272.0673	ASCC3	1114.2724
ASCL1	53.8291	removed	removed
ASCL2	310.5799	ASCL2	11.6604
ASCL4	9.9159	removed	removed
ASF1A	633.9088	ASF1A	471.0821
ASF1B	343.869	ASF1B	17.7239
ASGR1	6.7286	ASGR1	7.9291
ASH1L	2512.8216	ASH1L	4838.3909
ASH2L	616.556	ASH2L	1221.5485
ASL	784.4179	ASL	372.6679
ASMTL	1013.1704	ASMTL	804.1045
ASNA1	1713.3245	ASNA1	893.6567
ASNSD1	771.3147	ASNSD1	888.9925
ASNS	459.3183	ASNS	383.3955
ASPA	7.0828	ASPA	81.1567
removed	removed	ASPG	19.5896
ASPHD1	18.7694	ASPHD1	24.2537
ASPHD2	69.4112	ASPHD2	44.7761
ASPH	4503.2103	ASPH	9380.8256
ASPM	695.529	ASPM	21.4552
ASPN	9348.5613	ASPN	230.8769
ASPRV1	20.324	ASPRV1	91.208
ASPSCR1	452.5896	ASPSCR1	184.2351
ASRGL1	795.0421	ASRGL1	70.4291
ASS1	669.6768	ASS1	2700.5597
ASTE1	220.8127	ASTE1	246.2826
ASTN1	8.1452	ASTN1	79.7575
ASTN2	253.5635	ASTN2	641.791
ASXL1	1386.8083	ASXL1	2354.4776
ASXL2	220.6286	ASXL2	1149.2537
removed	removed	ASXL3	32.1828
ATAD1	1302.8774	ATAD1	1275.653
ATAD2B	308.4551	ATAD2B	530.3172
ATAD2	1335.8123	ATAD2	607.7425
ATAD3A	333.2448	ATAD3A	302.2388
ATAD3B	203.2758	ATAD3B	231.8097
ATAD3C	97.7424	ATAD3C	173.5075
ATAD5	123.9486	ATAD5	67.6306
ATE1	149.8008	ATE1	375
ATF1	471.359	ATF1	400.1866
ATF2	382.116	ATF2	712.6866
ATF3	474.9004	ATF3	724.347
ATF4	4576.5383	ATF4	5135.2612
ATF5	1692.4303	ATF5	609.6082
ATF6B	3437.6273	ATF6B	1991.6045
ATF6	1958.0345	ATF6	1607.2761
ATF7IP2	366.1797	ATF7IP2	66.2313
ATF7IP	1131.8282	ATF7IP	1915.1119
ATF7	1467.3927	ATF7	2984.9907
ATG10	188.4019	ATG10	99.347
ATG12	759.274	ATG12	487.8731
ATG16L1	776.981	ATG16L1	864.2724
ATG16L2	291.0491	ATG16L2	518.5961
ATG2A	531.5626	ATG2A	858.209
ATG2B	948.0301	ATG2B	1710.8209
ATG3	889.9513	ATG3	596.5485
ATG4A	526.9588	ATG4A	234.1418
ATG4B	676.0514	ATG4B	792.444
ATG4C	173.174	ATG4C	236.9403
ATG4D	250.9854	ATG4D	222.3134
ATG5	705.799	ATG5	740.6716
ATG7	929.8274	ATG7	631.3526
ATG9A	981.4714	ATG9A	1535.6716
ATG9B	26.6915	ATG9B	14.305
ATHL1	3600.5312	ATHL1	1149.7201
ATIC	2787.7822	ATIC	1655.7836
ATL1	316.9544	ATL1	607.2761
ATL2	1035.5024	ATL2	1543.8433
ATL3	763.5237	ATL3	659.9813
ATMIN	1584.4179	ATMIN	2168.3769
ATM	767.0651	ATM	2132.9291
ATN1	3814.7853	ATN1	6064.8321
ATOH8	33.9973	ATOH8	344.2164
ATOX1	2083.0456	ATOX1	430.9701
ATP10A	379.9911	ATP10A	184.2351
ATP10D	376.8039	ATP10D	931.903
ATP11A	389.5529	ATP11A	701.4925
ATP11B	954.4046	ATP11B	1878.7313
ATP11C	423.5502	ATP11C	666.9776
ATP13A1	1989.5529	ATP13A1	1203.8246
ATP13A2	2085.1704	ATP13A2	895.9888
ATP13A3	1730.3232	ATP13A3	1705.6903
removed	removed	ATP13A4	960.3545
removed	removed	ATP13A5	166.9776
ATP1A1	9924.0301	ATP1A1	15549.4123
ATP1A2	15.9363	ATP1A2	952.8918
ATP1A3	15.5821	removed	removed
ATP1A4	40.3718	ATP1A4	40.5784
ATP1B1	4087.6104	ATP1B1	3404.6642
ATP1B2	27.2687	ATP1B2	168.3769
ATP1B3	1662.6826	ATP1B3	836.7537
ATP2A1	7.444	removed	removed
ATP2A2	6915.6264	ATP2A2	6590.0187
ATP2A3	1664.8074	ATP2A3	638.9925
ATP2B1	1050.7304	ATP2B1	2714.5522
removed	removed	ATP2B2	6.0634
ATP2B4	3088.8004	ATP2B4	6066.2313
ATP2C1	2541.4714	ATP2C1	3344.2024
ATP2C2	194.4223	ATP2C2	373.1343
ATP5A1	7645.1527	ATP5A1	9225.7463
ATP5B	13802.2134	ATP5B	11529.8507
ATP5C1	4500.0443	ATP5C1	2109.1418
ATP5D	726.3391	ATP5D	483.209
ATP5EP2	63.3909	ATP5EP2	20.056
ATP5E	6653.2094	ATP5E	2206.1567
ATP5F1	2549.0925	ATP5F1	2120.8022
ATP5G1	1162.2842	ATP5G1	391.3246
ATP5G2	7416.7331	ATP5G2	3991.1381
ATP5G3	3316.1576	ATP5G3	2178.6381
ATP5H	3642.6737	ATP5H	1361.9403
ATP5I	2096.2337	ATP5I	698.8759
ATP5J2	2658.1673	ATP5J2	689.8321
ATP5J	2245.8575	ATP5J	1051.3386
ATP5L	3759.5396	ATP5L	2013.0597
ATP5O	3765.9141	ATP5O	2143.1903
ATP5SL	725.2767	ATP5SL	701.4925
ATP5S	189.8185	ATP5S	124.5336
ATP6AP1L	54.8915	ATP6AP1L	63.4328
ATP6AP1	6150.332	ATP6AP1	2706.6231
ATP6AP2	6088.7118	ATP6AP2	2778.4515
ATP6V0A1	894.201	ATP6V0A1	1673.9739
ATP6V0A2	437.7158	ATP6V0A2	493.0037
ATP6V0A4	219.9203	ATP6V0A4	76.0261
ATP6V0B	4740.8588	ATP6V0B	894.1231
ATP6V0C	2900.3984	ATP6V0C	1083.0224
ATP6V0D1	1482.4259	ATP6V0D1	1235.541
ATP6V0D2	65.8699	removed	removed
ATP6V0E1	5145.9938	ATP6V0E1	2020.9888
ATP6V0E2	1847.1394	ATP6V0E2	856.6698
ATP6V1A	2259.0527	ATP6V1A	1869.403
ATP6V1B1	282.6029	ATP6V1B1	258.3955
ATP6V1B2	1426.4719	ATP6V1B2	1446.3619
ATP6V1C1	1238.0699	ATP6V1C1	1637.5933
ATP6V1C2	34.7658	ATP6V1C2	75.4151
ATP6V1D	2029.5706	ATP6V1D	903.4515
ATP6V1E1	2819.6547	ATP6V1E1	1895.9888
ATP6V1E2	44.2674	ATP6V1E2	75.0933
ATP6V1F	2617.073	ATP6V1F	815.7603
ATP6V1G1	2856.8393	ATP6V1G1	1749.5336
ATP6V1G2	81.2041	ATP6V1G2	96.0821
ATP6V1H	959.3625	ATP6V1H	979.4776
ATP7A	606.9942	ATP7A	1093.2836
ATP7B	416.8216	ATP7B	323.2276
ATP8A1	69.4112	ATP8A1	386.6604
ATP8A2	13.1031	ATP8A2	37.7799
ATP8B1	1676.6959	ATP8B1	1412.7146
ATP8B2	1672.9526	ATP8B2	1026.1194
ATP8B3	11.3324	ATP8B3	14.459
ATP8B4	59.4954	ATP8B4	103.0784
ATP8B5P	29.0394	ATP8B5P	16.791
ATP9A	3502.4347	ATP9A	5090.4851
ATP9B	310.5799	ATP9B	556.4366
ATPAF1	2520.2019	ATPAF1	1363.6007
ATPAF2	408.6764	ATPAF2	266.3246
ATPBD4	67.6405	ATPBD4	116.1381
ATPIF1	1259.6724	ATPIF1	804.5709
ATRIP	621.5458	ATRIP	257.556
ATRNL1	188.4019	ATRNL1	252.3321
ATRN	1816.3789	ATRN	2948.694
removed	removed	ATRX	3476.2127
ATR	699.7787	ATR	1070.4291
ATXN10	1733.8645	ATXN10	1836.2873
ATXN1L	718.1939	ATXN1L	2356.0354
ATXN1	1280.5666	ATXN1	1562.9664
ATXN2L	2568.216	ATXN2L	2089.5522
ATXN2	1011.0668	ATXN2	980.8769
ATXN3	533.3333	ATXN3	659.0485
ATXN7L1	212.4834	ATXN7L1	344.2164
ATXN7L2	65.1616	ATXN7L2	93.2836
ATXN7L3B	3077.822	ATXN7L3B	3686.5672
ATXN7L3	1619.1235	ATXN7L3	1151.5858
ATXN7	480.2125	ATXN7	946.8284
AUH	245.4183	AUH	398.3209
AUP1	3385.9053	AUP1	1524.6968
AURKAIP1	1078.3533	AURKAIP1	722.4813
AURKAPS1	11.3324	removed	removed
AURKA	445.1527	AURKA	39.1791
AURKB	245.0642	removed	removed
AURKC	15.9363	AURKC	44.3097
AUTS2	2094.0239	AUTS2	2282.1828
AVEN	268.4374	AVEN	161.847
AVIL	48.8712	AVIL	69.4963
AVL9	325.0996	AVL9	444.4963
AVPI1	112.6162	AVPI1	301.7724
AVPR1A	69.7654	AVPR1A	75.5597
AVPR2	9.5618	AVPR2	98.4142
AXIN1	736.9633	AXIN1	620.3358
AXIN2	108.7207	AXIN2	271.4552
AXL	1673.6609	AXL	1726.6791
AZGP1	30006.5516	AZGP1	19466.8843
AZI1	206.463	AZI1	276.1194
AZI2	880.3896	AZI2	1333.0224
AZIN1	4325.0996	AZIN1	3958.0224
B2M	30404.9579	B2M	19555.5037
B3GALNT1	297.8309	B3GALNT1	298.5075
B3GALNT2	936.8039	B3GALNT2	716.0681
removed	removed	B3GALT1	156.25
removed	removed	B3GALT2	12.1269
B3GALT4	267.3749	B3GALT4	138.9925
B3GALT5	80.3896	B3GALT5	112.4067
B3GALT6	615.4936	B3GALT6	392.2575
B3GALTL	231.2528	B3GALTL	233.209
removed	removed	B3GAT1	78.3582
B3GAT2	6.8384	B3GAT2	31.0075
B3GAT3	732.7136	B3GAT3	441.6978
B3GNT1	456.8393	B3GNT1	706.6231
B3GNT2	830.456	B3GNT2	784.9813
B3GNT3	68.703	B3GNT3	109.6082
B3GNT5	95.9717	B3GNT5	252.7985
B3GNT7	97.0341	B3GNT7	95.6157
B3GNT8	80.3896	B3GNT8	69.9627
B3GNT9	387.9911	B3GNT9	265.4384
B3GNTL1	103.444	B3GNTL1	58.111
B4GALNT1	37.1102	B4GALNT1	76.9963
B4GALNT2	17.3528	removed	removed
B4GALNT3	18.0611	B4GALNT3	55.9701
B4GALNT4	308.1009	B4GALNT4	323.2276
B4GALT1	6808.3223	B4GALT1	3800.3731
B4GALT2	1527.0474	B4GALT2	541.9776
B4GALT3	1797.6096	B4GALT3	682.8358
B4GALT4	551.3944	B4GALT4	280.7836
B4GALT5	1666.9323	B4GALT5	1581.1567
B4GALT6	52.0584	B4GALT6	156.25
B4GALT7	748.6498	B4GALT7	333.4888
B9D1	275.9168	B9D1	129.8321
B9D2	56.6622	B9D2	56.4366
BAALC	25.1439	BAALC	78.8246
BACE1	1059.2297	BACE1	1566.6978
BACE2	1201.5936	BACE2	535.9142
BACH1	570.1638	BACH1	1133.8619
BACH2	109.429	BACH2	377.3321
BAD	848.432	BAD	455.0187
BAG1	1217.4095	BAG1	1433.9272
BAG2	226.649	BAG2	60.6343
BAG3	1759.7167	BAG3	994.403
BAG4	90.3054	BAG4	436.5672
BAG5	1338.6454	BAG5	1380.1306
removed	removed	BAGE2	14.93
BAHCC1	169.9867	BAHCC1	643.6567
BAHD1	490.1284	BAHD1	796.1754
BAI1	10.27	BAI1	188.8993
BAI2	140.5932	BAI2	161.847
removed	removed	BAI3	28.4515
BAIAP2L1	1136.432	BAIAP2L1	487.8731
BAIAP2L2	8.1452	BAIAP2L2	5.597
BAIAP2	955.1129	BAIAP2	605.4104
BAIAP3	275.1164	BAIAP3	248.3489
BAK1	511.3767	BAK1	217.3507
BAMBI	4979.1943	BAMBI	1311.1007
BANF1	3212.3949	BANF1	1336.2873
BANK1	16.9987	BANK1	136.194
BANP	230.5445	BANP	259.7948
BAP1	1518.9022	BAP1	1833.4888
BARD1	76.1399	BARD1	87.2201
BARX2	205.0465	BARX2	518.6567
BASE	9.2076	removed	removed
BASP1	1254.7145	BASP1	119.8694
BAT1	6024.8606	BAT1	6073.2276
BAT2L1	3494.2187	BAT2L1	9235.1632
BAT2L2	6369.1899	BAT2L2	6052.2388
BAT2	6425.498	BAT2	7051.7724
BAT3	4152.988	BAT3	3816.2313
BAT4	321.2041	BAT4	402.0522
BAT5	1513.5901	BAT5	800.8396
BATF2	65.1616	BATF2	88.6194
BATF3	19.1235	BATF3	12.1269
BATF	362.6383	BATF	222.4813
BAX	580.4338	BAX	262.1269
BAZ1A	1684.9934	BAZ1A	1053.1716
BAZ1B	2533.8645	BAZ1B	2533.1157
BAZ2A	2195.1483	BAZ2A	3874.4216
BAZ2B	687.5609	BAZ2B	1735.4618
BBC3	151.5715	BBC3	132.9291
BBOX1	19.1235	BBOX1	443.5634
BBS10	408.3223	BBS10	698.694
BBS12	119.3448	BBS12	242.0709
BBS1	850.2877	BBS1	1352.1455
BBS2	772.023	BBS2	1543.8433
BBS4	304.5595	BBS4	438.8993
BBS5	185.0058	BBS5	218.6987
BBS7	274.8119	BBS7	326.959
BBS9	344.9314	BBS9	327.4254
BBX	1472.51	BBX	3208.9552
BCAM	5869.1456	BCAM	4256.0634
BCAN	7.0828	BCAN	38.7127
BCAP29	1932.8907	BCAP29	1091.8843
BCAP31	5983.8867	BCAP31	3926.306
