gene_id	TCGA-BH-A0DL-01A-11R-A115-07	gene_id	TCGA-BH-A0DL-11A-13R-A115-07
SLC3A2	4509.265	SLC3A2	1892.8796
SLC40A1	2474.9846	SLC40A1	7885.3182
SLC41A1	672.6374	SLC41A1	893.1947
SLC41A2	188.3879	SLC41A2	251.4178
SLC41A3	658.4311	SLC41A3	1036.2319
SLC43A1	49.7221	SLC43A1	270.6364
SLC43A2	617.9741	SLC43A2	723.3774
SLC43A3	1571.6492	SLC43A3	1902.3314
SLC44A1	2712.7857	SLC44A1	2868.62
SLC44A2	3875.5405	SLC44A2	4365.4694
SLC44A3	242.1248	SLC44A3	212.9805
SLC44A4	21.9271	SLC44A4	339.9496
SLC44A5	1683.7554	SLC44A5	138.3113
SLC45A1	5.8678	SLC45A1	48.8343
SLC45A3	1024.3978	SLC45A3	132.9553
SLC45A4	263.4342	SLC45A4	396.3453
SLC46A1	508.428	SLC46A1	1137.0447
SLC46A2	8.6473	SLC46A2	8.8217
SLC46A3	457.0723	SLC46A3	651.8589
SLC47A1	51.2662	SLC47A1	85.0662
SLC47A2	7.7208	SLC47A2	9.7669
SLC48A1	726.0655	SLC48A1	759.9244
SLC4A11	1053.7369	SLC4A11	226.213
SLC4A1AP	983.1995	SLC4A1AP	597.6686
SLC4A2	1478.6257	SLC4A2	1214.9181
SLC4A3	114.5769	SLC4A3	283.8689
SLC4A4	5.2502	SLC4A4	128.2294
SLC4A5	319.5862	SLC4A5	159.3636
SLC4A7	252.6251	SLC4A7	1639.8866
SLC4A8	34.5893	SLC4A8	264.6503
SLC5A12	29.0303	removed	removed
SLC5A1	3381.0994	SLC5A1	675.8034
SLC5A3	508.5022	SLC5A3	1170.1355
removed	removed	SLC5A4	18.5885
SLC5A6	5992.798	SLC5A6	2161.903
removed	removed	SLC5A7	6.3012
SLC5A9	60.2224	SLC5A9	26.7801
SLC6A10P	10.5003	removed	removed
SLC6A11	40.7659	removed	removed
SLC6A12	39.2217	SLC6A12	15.4379
SLC6A14	2990.1174	SLC6A14	649.3384
SLC6A15	9.265	SLC6A15	23.3144
removed	removed	SLC6A16	32.4512
SLC6A17	260.9636	SLC6A17	23.9445
SLC6A1	10.1915	SLC6A1	23.9445
SLC6A20	15.4416	SLC6A20	15.753
SLC6A2	394.3792	SLC6A2	30.2457
removed	removed	SLC6A4	5.356
SLC6A6	707.2267	SLC6A6	1070.8885
SLC6A8	927.1155	SLC6A8	467.8639
SLC6A9	1132.1865	SLC6A9	203.9509
removed	removed	SLC7A10	106.0334
SLC7A11	271.4577	SLC7A11	54.5054
removed	removed	SLC7A14	12.6024
SLC7A1	2708.462	SLC7A1	1051.3548
SLC7A2	100.9883	SLC7A2	2319.1556
removed	removed	SLC7A3	44.4234
removed	removed	SLC7A4	22.6843
SLC7A5P2	5.9172	SLC7A5P2	5.7813
SLC7A5	7319.3329	SLC7A5	373.0309
SLC7A6OS	314.4009	SLC7A6OS	209.3069
SLC7A6	1325.8091	SLC7A6	1210.983
SLC7A7	1203.8295	SLC7A7	318.2105
SLC7A8	350.525	SLC7A8	1076.2445
SLC8A1	460.7783	SLC8A1	313.4846
removed	removed	SLC8A3	12.2873
SLC9A1	934.5275	SLC9A1	1465.6585
SLC9A2	109.9444	SLC9A2	26.465
SLC9A3R1	3932.3657	SLC9A3R1	1929.1115
SLC9A3R2	582.1495	SLC9A3R2	891.6194
SLC9A5	10.1915	SLC9A5	29.3006
SLC9A6	1063.9284	SLC9A6	483.6169
SLC9A7	180.0494	SLC9A7	234.0895
SLC9A8	602.2236	SLC9A8	586.3264
SLC9A9	421.2477	SLC9A9	337.4291
SLCO1A2	77.2082	SLCO1A2	67.1078
removed	removed	SLCO1C1	23.6295
SLCO2A1	358.8635	SLCO2A1	930.6868
SLCO2B1	1605.9296	SLCO2B1	1107.1204
SLCO3A1	1654.7251	SLCO3A1	904.5369
SLCO4A1	177.1062	SLCO4A1	36.8557
SLCO4C1	310.3768	SLCO4C1	12.6024
SLCO5A1	7.412	SLCO5A1	8.8217
SLCO6A1	23.4713	removed	removed
SLFN11	533.3539	SLFN11	1107.7505
SLFN12L	10.5003	SLFN12L	31.506
SLFN12	46.9426	SLFN12	222.7473
SLFN13	94.5028	SLFN13	657.845
SLFN5	1333.8481	SLFN5	1741.3359
SLFNL1	8.6473	SLFNL1	5.6711
removed	removed	SLIT1	13.2325
SLIT2	42.0012	SLIT2	591.0523
SLIT3	107.4737	SLIT3	5404.2218
removed	removed	SLITRK2	27.4102
SLITRK4	166.4608	SLITRK4	31.821
removed	removed	SLITRK5	52.9301
removed	removed	SLITRK6	337.1141
SLK	2536.4422	SLK	2488.0277
SLMAP	973.7492	SLMAP	1961.5627
SLMO1	50.0309	SLMO1	41.903
SLMO2	1778.8758	SLMO2	1109.6408
SLN	32.4274	removed	removed
SLPI	7761.2724	SLPI	2154.0643
SLTM	2704.4472	SLTM	2350.6616
SLU7	930.8215	SLU7	1290.8003
SLURP1	23.4713	removed	removed
SMAD1	1176.9611	SMAD1	1053.8752
SMAD2	1699.5059	SMAD2	2204.7889
SMAD3	1061.4577	SMAD3	1678.6389
SMAD4	1153.4651	SMAD4	2373.1884
SMAD5	941.9395	SMAD5	2314.4297
SMAD6	31.8098	SMAD6	138.9414
SMAD7	366.2755	SMAD7	559.2313
removed	removed	SMAD9	70.2583
SMAGP	705.3737	SMAGP	226.8431
SMAP1	607.3008	SMAP1	785.5671
SMAP2	1046.0161	SMAP2	873.3459
SMARCA1	138.357	SMARCA1	1583.8059
SMARCA2	2079.37	SMARCA2	5587.5866
SMARCA4	4452.4398	SMARCA4	2264.0202
SMARCA5	2495.0587	SMARCA5	2657.9994
SMARCAD1	704.756	SMARCAD1	1040.9578
SMARCAL1	729.4626	SMARCAL1	603.0246
SMARCB1	1421.8653	SMARCB1	993.0687
SMARCC1	2915.3799	SMARCC1	3051.0397
SMARCC2	2224.8301	SMARCC2	3192.5016
SMARCD1	966.0284	SMARCD1	1366.4146
SMARCD2	3452.7486	SMARCD2	2401.0712
SMARCD3	243.6689	SMARCD3	841.2098
SMARCE1	1977.4552	SMARCE1	2895.7152
SMC1A	2846.2014	SMC1A	3017.3283
SMC1B	43.5454	removed	removed
SMC2	1204.1384	SMC2	692.5016
SMC3	1541.6924	SMC3	1788.5948
SMC4	3794.9351	SMC4	841.2098
SMC5	597.8999	SMC5	1271.8967
SMC6	1068.5608	SMC6	727.1582
SMCHD1	2229.4626	SMCHD1	2032.1361
SMCR7L	1100.3706	SMCR7L	1244.8015
SMCR7	167.6961	SMCR7	289.225
SMCR8	688.5145	SMCR8	1381.4745
SMEK1	2718.3447	SMEK1	1883.4279
SMEK2	2933.2922	SMEK2	2589.7921
SMG1	4022.5448	SMG1	4512.9175
SMG5	4439.7776	SMG5	1970.3844
SMG6	721.1242	SMG6	1522.6843
SMG7	4083.3848	SMG7	2063.327
SMN1	5.176	removed	removed
SMN2	829.5985	SMN2	658.6767
SMNDC1	716.8005	SMNDC1	621.9282
SMOC1	540.7659	SMOC1	149.6534
SMOC2	221.433	SMOC2	2281.0334
SMOX	254.1692	SMOX	129.8047
SMO	957.3811	SMO	612.1613
SMPD1	307.9061	SMPD1	730.9389
SMPD2	260.6547	SMPD2	146.1878
SMPD3	133.1069	SMPD3	121.6131
SMPD4	2368.4373	SMPD4	1357.908
SMPDL3A	721.7418	SMPDL3A	304.6629
SMPDL3B	186.2261	SMPDL3B	164.1462
removed	removed	SMR3B	10.397
SMS	1009.265	SMS	1008.5066
SMTNL1	27.4861	SMTNL1	5.9861
removed	removed	SMTNL2	20.4789
SMTN	516.0593	SMTN	1178.0088
SMU1	1059.6047	SMU1	1606.1752
SMUG1	634.651	SMUG1	414.6188
SMURF1	1710.0988	SMURF1	1136.317
SMURF2	354.231	SMURF2	799.6219
removed	removed	SMYD1	812.5394
SMYD2	832.3039	SMYD2	734.0895
SMYD3	132.1804	SMYD3	201.3233
SMYD4	217.727	SMYD4	414.9338
SMYD5	674.1816	SMYD5	580.0252
SNAI1	87.7085	SNAI1	80.3403
SNAI2	692.0939	SNAI2	1417.1393
SNAI3	22.5448	SNAI3	22.6843
SNAP23	1426.189	SNAP23	1484.8771
SNAP25	10.1915	SNAP25	48.2042
SNAP29	757.8752	SNAP29	1128.2294
SNAP47	942.8196	SNAP47	578.1727
removed	removed	SNAP91	11.6572
SNAPC1	332.3039	SNAPC1	205.104
SNAPC2	219.58	SNAPC2	296.7864
SNAPC3	480.8524	SNAPC3	545.0536
SNAPC4	323.9654	SNAPC4	317.8954
SNAPC5	184.6819	SNAPC5	88.4184
SNAPIN	857.3193	SNAPIN	553.5602
SNCAIP	423.7122	SNCAIP	292.051
SNCA	24.0889	SNCA	214.2407
SNCG	210.315	SNCG	1645.2426
SND1	3627.5479	SND1	3792.6906
SNED1	141.1365	SNED1	1288.2798
SNF8	859.79	SNF8	697.2275
SNHG10	89.5615	SNHG10	69.6282
SNHG11	168.3786	SNHG11	123.4089
SNHG12	625.0772	SNHG12	223.7272
SNHG1	1422.9524	SNHG1	580.5325
SNHG3-RCC1	373.1563	SNHG3-RCC1	304.0013
SNHG3	102.2236	SNHG3	67.4228
SNHG4	18.0605	SNHG4	15.7782
SNHG5	1394.0704	SNHG5	1659.1052
SNHG6	368.4373	SNHG6	549.1493
SNHG7	411.8345	SNHG7	460.2993
SNHG8	794.0086	SNHG8	799.937
SNHG9	41.6924	SNHG9	22.3693
SNIP1	399.3206	SNIP1	405.482
SNN	3364.1137	SNN	1420.92
SNORA39	9.2001	SNORA39	9.2313
SNORA7B	6.887	SNORA7B	8.3459
SNORA8	441.2631	SNORA8	446.8526
removed	removed	SNORD116-20	19.8488
removed	removed	SNORD116-28	102.7914
removed	removed	SNORD116-4	81.7108
SNORD1C	36.0778	SNORD1C	35.4694
SNPH	895.9234	SNPH	306.2382
SNRK	672.3286	SNRK	1874.9212
SNRNP200	6722.0506	SNRNP200	7073.0939
SNRNP25	441.6306	SNRNP25	237.2401
SNRNP27	470.6609	SNRNP27	468.179
SNRNP35	332.2051	SNRNP35	374.3604
SNRNP40	1367.8196	SNRNP40	804.9779
SNRNP48	254.1692	SNRNP48	421.5501
SNRNP70	2495.6763	SNRNP70	2718.3365
SNRPA1	646.3867	SNRPA1	246.0618
SNRPA	1066.0902	SNRPA	879.3321
SNRPB2	803.5825	SNRPB2	789.8551
SNRPB	4301.1118	SNRPB	1328.2924
SNRPC	893.1439	SNRPC	644.6125
SNRPD1	927.7332	SNRPD1	516.3831
SNRPD2	1634.3422	SNRPD2	1685.2552
SNRPD3	2729.4009	SNRPD3	1281.6068
SNRPE	984.8672	SNRPE	593.2577
SNRPF	781.0377	SNRPF	495.9042
SNRPG	904.5707	SNRPG	385.6333
SNRPN	266.5009	SNRPN	1514.3541
SNTA1	207.8443	SNTA1	426.9061
removed	removed	SNTB1	483.9319
SNTB2	545.0896	SNTB2	1578.1348
removed	removed	SNTG2	12.2873
SNUPN	381.0994	SNUPN	440.4537
removed	removed	SNURF	92.3062
SNW1	1829.8332	SNW1	1437.6181
SNX10	739.9629	SNX10	369.2502
SNX11	605.0031	SNX11	557.0258
SNX12	300.803	SNX12	278.5129
SNX13	1352.0692	SNX13	1342.4701
SNX14	716.8005	SNX14	1130.1197
SNX15	362.5695	SNX15	470.3844
SNX16	671.0933	SNX16	377.7568
SNX17	2390.0556	SNX17	2166.3516
SNX18	798.3323	SNX18	1281.3485
SNX19	1809.4503	SNX19	2465.3434
SNX1	3538.6041	SNX1	4590.4222
SNX20	140.2656	SNX20	82.6591
SNX21	278.0698	SNX21	645.9578
SNX22	176.9951	SNX22	138.1002
SNX24	164.9166	SNX24	128.8595
SNX25	133.7245	SNX25	323.5665
SNX27	1448.7616	SNX27	1157.5079
SNX29	692.7116	SNX29	1036.5469
SNX2	1274.2434	SNX2	1632.3251
SNX30	531.5009	SNX30	715.816
SNX31	14.2063	SNX31	8.5066
SNX33	983.9407	SNX33	1377.4417
SNX3	2331.3774	SNX3	2974.4802
SNX4	927.4243	SNX4	753.3081
SNX5	2887.8938	SNX5	1918.0844
SNX6	1698.8882	SNX6	1445.8097
SNX7	567.0167	SNX7	450.5356
SNX8	487.6467	SNX8	246.3768
SNX9	804.8178	SNX9	2579.7101
SOAT1	945.0278	SOAT1	613.7366
SOBP	47.5602	SOBP	291.4304
SOCS1	316.8623	SOCS1	74.0391
SOCS2	120.7536	SOCS2	626.6541
SOCS3	1716.4917	SOCS3	975.4253
SOCS4	795.8616	SOCS4	749.2124
SOCS5	852.6868	SOCS5	1491.1783
SOCS6	1155.6516	SOCS6	1083.4909
SOCS7	83.3848	SOCS7	124.7637
SOD1	1498.4558	SOD1	2811.2791
SOD2	12834.7746	SOD2	11262.1298
SOD3	112.1062	SOD3	931.317
removed	removed	SOHLH2	13.2325
SOLH	916.3064	SOLH	508.5066
SON	5359.1723	SON	7767.1708
SORBS1	103.7678	SORBS1	9921.5501
SORBS2	24.7066	SORBS2	2755.1985
SORBS3	389.7468	SORBS3	2405.482
removed	removed	SORCS1	57.656
SORCS2	592.9586	SORCS2	168.242
SORD	472.5139	SORD	316.3201
SORL1	957.9988	SORL1	3268.431
SORT1	8747.6838	SORT1	2945.4946
SOS1	2082.7671	SOS1	2496.2193
SOS2	1887.2761	SOS2	1575.6144
SOSTDC1	1504.3237	SOSTDC1	348.1411
removed	removed	SOX10	2309.3888
SOX11	214.6387	SOX11	73.0939
SOX12	366.8931	SOX12	377.7568
SOX13	303.8913	SOX13	1100.8192
SOX15	240.2718	SOX15	26.7801
SOX17	38.9129	SOX17	220.857
SOX18	143.916	SOX18	354.4423
SOX30	5.8678	removed	removed
SOX4	5490.1174	SOX4	3424.3856
removed	removed	SOX5	93.5728
SOX6	7.1032	SOX6	108.6957
SOX7	631.5627	SOX7	346.8809
SOX8	5.8678	SOX8	97.6686
SOX9	5686.2261	SOX9	3141.4619
SP100	2474.9846	SP100	2136.4209
SP110	981.47	SP110	607.1204
SP140L	683.1377	SP140L	452.3756
SP140	169.2403	SP140	86.0618
SP1	3599.1353	SP1	4148.3932
SP2	394.9969	SP2	679.8992
SP3	2306.0531	SP3	2517.3283
SP4	170.7844	SP4	334.5936
SP5	39.8394	SP5	34.0265
SP6	200.7412	SP6	340.8948
SPA17	76.2817	SPA17	124.4486
SPAG16	123.8419	SPAG16	327.9773
SPAG17	59.9135	SPAG17	21.109
SPAG1	698.8882	SPAG1	122.5583
SPAG4	70.4138	SPAG4	21.7391
SPAG5	649.7838	SPAG5	137.3661
removed	removed	SPAG6	16.0681
SPAG7	542.0012	SPAG7	572.1487
SPAG8	6.1767	SPAG8	21.109
SPAG9	1506.1767	SPAG9	2745.1166
SPARCL1	1972.2051	SPARCL1	27798.3617
SPARC	13311.9209	SPARC	41934.7826
SPAST	604.0766	SPAST	571.5186
SPATA12	8.0296	removed	removed
SPATA13	109.6109	SPATA13	697.1708
SPATA17	33.6628	SPATA17	20.4789
SPATA18	248.6103	SPATA18	545.9987
SPATA20	468.1902	SPATA20	866.7297
removed	removed	SPATA22	15.3875
SPATA24	22.5448	SPATA24	25.8349
SPATA2L	147.0043	SPATA2L	134.8456
SPATA2	476.2199	SPATA2	380.9074
SPATA5L1	397.7764	SPATA5L1	170.7624
SPATA5	355.7752	SPATA5	295.2111
SPATA6	99.4441	SPATA6	164.4612
SPATA7	172.6374	SPATA7	224.9527
removed	removed	SPATA9	9.6156
SPATS2L	1796.7881	SPATS2L	1510.712
SPATS2	519.1476	SPATS2	449.9055
SPC24	44.4719	removed	removed
SPC25	148.8573	SPC25	11.9723
SPCS1	1406.3959	SPCS1	1482.6213
SPCS2	615.1946	SPCS2	514.4928
SPCS3	2710.0062	SPCS3	3039.3825
removed	removed	SPDEF	696.2823
SPDYA	22.3996	SPDYA	14.7385
SPDYE1	21.6461	SPDYE1	13.5476
SPDYE3	81.7603	SPDYE3	63.2199
SPDYE5	9.5738	SPDYE5	16.3831
SPDYE6	37.3687	SPDYE6	31.1909
SPDYE7P	13.8975	SPDYE7P	8.5066
SPDYE8P	33.3539	SPDYE8P	24.2596
SPEF1	7.412	SPEF1	10.397
SPEF2	15.1328	SPEF2	252.9931
SPEG	71.3403	SPEG	942.9742
SPEN	3402.4089	SPEN	3479.206
SPESP1	78.425	SPESP1	46.9219
SPG11	2020.4941	SPG11	2189.351
SPG20	252.0074	SPG20	1791.7454
SPG21	2594.1939	SPG21	1700.3781
SPG7	1595.7381	SPG7	1206.3642
SPHAR	88.7245	SPHAR	143.1033
SPHK1	414.1692	SPHK1	419.7921
SPHK2	201.4021	SPHK2	250.4726
removed	removed	SPHKAP	135.7908
SPI1	1005.2502	SPI1	350.0315
SPIB	74.1198	SPIB	49.7795
SPIN1	1762.8166	SPIN1	2938.2483
removed	removed	SPIN2A	6.3012
SPIN2B	45.7011	SPIN2B	92.3377
SPIN3	68.252	SPIN3	416.8242
SPIN4	317.1711	SPIN4	201.0082
removed	removed	SPINK1	6.3012
SPINK5	1337.8629	SPINK5	16.0681
removed	removed	SPINK8	11.3422
SPINT1	8741.5071	SPINT1	2187.1456
SPINT2	7689.9321	SPINT2	4750.4726
SPIRE1	924.336	SPIRE1	973.85
SPIRE2	213.4033	SPIRE2	48.5192
SPNS1	978.8357	SPNS1	548.1348
SPNS2	323.4311	SPNS2	787.5142
removed	removed	SPNS3	13.2325
SPN	408.8944	SPN	383.1128
SPOCD1	64.2372	SPOCD1	19.2187
SPOCK1	117.6652	SPOCK1	473.2199
SPOCK2	1000	SPOCK2	698.4877
removed	removed	SPOCK3	26.465
SPON1	102.8413	SPON1	1157.5299
SPON2	248.6103	SPON2	993.0687
SPOPL	1127.239	SPOPL	1283.2388
SPOP	773.3169	SPOP	1342.155
SPP1	22017.2946	SPP1	821.3611
SPPL2A	1626.9302	SPPL2A	716.4461
SPPL2B	474.9846	SPPL2B	762.4449
SPPL3	1781.0377	SPPL3	1244.8015
SPRED1	1106.5473	SPRED1	1770.0063
SPRED2	281.3465	SPRED2	1338.3743
SPRN	71.0315	SPRN	83.1758
SPRR1A	223.286	removed	removed
SPRR1B	3909.512	removed	removed
SPRR2A	3070.7227	removed	removed
SPRR2B	127.5479	removed	removed
SPRR2C	5.8678	removed	removed
SPRR2D	3607.1649	removed	removed
SPRR2E	2407.0414	removed	removed
SPRR2F	10.5003	removed	removed
SPRR2G	21.3095	removed	removed
SPRR3	37.3687	removed	removed
SPRR4	42.0012	removed	removed
SPRY1	708.1532	SPRY1	1584.436
SPRY2	150.7103	SPRY2	997.7946
SPRY3	189.3144	SPRY3	143.0372
SPRY4	544.1631	SPRY4	681.4745
SPRYD3	857.3193	SPRYD3	1565.5325
SPRYD4	546.9426	SPRYD4	290.1701
SPR	673.2551	SPR	683.6799
SPSB1	1417.5417	SPSB1	510.397
SPSB2	269.9197	SPSB2	80.9704
SPSB3	735.0216	SPSB3	609.6408
removed	removed	SPSB4	8.8217
removed	removed	SPTA1	6.9313
SPTAN1	4501.5442	SPTAN1	8579.08
SPTBN1	3286.9055	SPTBN1	19929.7417
SPTBN2	4723.9036	SPTBN2	777.5677
SPTBN4	19.7653	SPTBN4	197.5425
SPTBN5	536.8005	SPTBN5	136.3233
SPTB	88.635	SPTB	157.845
SPTLC1	1653.4898	SPTLC1	1712.6654
removed	removed	SPTLC2	2536.2319
SPTLC3	436.6893	SPTLC3	412.7284
SPTY2D1	691.2384	SPTY2D1	941.0618
SQLE	3319.3329	SQLE	304.3478
SQRDL	5392.8351	SQRDL	1275.9924
SQSTM1	7416.5967	SQSTM1	6789.4896
SR140	3172.3286	SR140	2561.7517
SRA1	657.8135	SRA1	392.2495
SRBD1	474.9846	SRBD1	516.0681
SRCAP	3734.0951	SRCAP	4176.7486
SRCIN1	186.2261	SRCIN1	201.3233
SRCRB4D	44.5522	SRCRB4D	31.9975
SRC	1817.1711	SRC	914.9338
SRD5A1	1298.6411	SRD5A1	171.3926
SRD5A2	17.9123	removed	removed
SRD5A3	4705.5621	SRD5A3	377.949
SREBF1	4948.425	SREBF1	1583.8059
SREBF2	6625.386	SREBF2	2303.4026
SRFBP1	281.6553	SRFBP1	284.184
SRF	833.8481	SRF	1555.7656
SRGAP1	199.8147	SRGAP1	621.6131
SRGAP2	1461.3959	SRGAP2	859.4833
SRGAP3	161.5195	SRGAP3	268.1159
SRGN	2234.7128	SRGN	1510.712
SRI	1031.1921	SRI	1368.305
SRL	7.7208	SRL	88.5318
removed	removed	SRMS	8.1916
SRM	1393.4527	SRM	770.9515
SRP14	3100.9883	SRP14	3613.4216
SRP19	748.32	SRP19	556.109
SRP54	1211.5503	SRP54	982.3566
SRP68	2106.5473	SRP68	1811.2791
SRP72	1678.8141	SRP72	2529.6156
SRP9	6720.1977	SRP9	3426.9061
SRPK1	1058.3694	SRPK1	1024.5747
SRPK2	781.9642	SRPK2	997.7946
SRPK3	59.4009	SRPK3	11.0964
SRPRB	2153.181	SRPRB	1076.5595
SRPR	3999.6912	SRPR	3538.4373
SRPX2	140.21	SRPX2	564.5873
SRPX	50.9574	SRPX	2208.2546
SRRD	355.1575	SRRD	232.5142
SRRM1	3096.9734	SRRM1	2260.8696
SRRM2	13154.7221	SRRM2	14108.0655
SRRM3	194.8734	SRRM3	62.6969
SRRM5	30.2749	SRRM5	29.0296
SRRT	2189.3144	SRRT	1412.4134
SRR	130.1081	SRR	249.8078
SRXN1	1403.6442	SRXN1	541.5879
SS18L1	653.181	SS18L1	405.167
SS18L2	253.8604	SS18L2	226.528
SS18	2457.3811	SS18	2189.9811
SSBP1	1126.6214	SSBP1	843.7303
SSBP2	279.8023	SSBP2	773.1569
SSBP3	1834.4657	SSBP3	697.8576
SSBP4	159.0488	SSBP4	417.4543
SSB	1924.6572	SSB	1928.1128
SSC5D	72.5757	SSC5D	643.3522
SSFA2	4784.7437	SSFA2	3296.7864
SSH1	1034.5893	SSH1	1485.8223
SSH2	344.3484	SSH2	696.9124
SSH3	1324.8919	SSH3	954.6314
SSNA1	591.7233	SSNA1	469.7543
SSPN	817.7888	SSPN	2033.3963
removed	removed	SSPO	43.4783
SSR1	4301.4206	SSR1	3982.6717
SSR2	4926.8067	SSR2	4442.344
SSR3	3597.8999	SSR3	3823.5665
SSR4	3312.5386	SSR4	1718.9666
SSRP1	7829.8332	SSRP1	3178.0088
SSSCA1	256.3311	SSSCA1	231.2539
removed	removed	SSTR1	54.8204
SSTR2	59.2959	SSTR2	59.8614
SSU72	4185.9172	SSU72	1996.2193
SSX2IP	816.5534	SSX2IP	306.5532
ST13	6415.9975	ST13	5974.7952
ST14	5849.5985	ST14	2301.8273
ST18	9.8826	removed	removed
ST20	99.2928	ST20	34.9685
ST3GAL1	2179.4317	ST3GAL1	1460.3025
ST3GAL2	357.3193	ST3GAL2	536.862
ST3GAL3	128.7832	ST3GAL3	278.828
ST3GAL4	1086.4731	ST3GAL4	323.2514
ST3GAL5	304.509	ST3GAL5	381.8526
ST3GAL6	117.3564	ST3GAL6	155.0095
ST5	1739.6541	ST5	2071.8336
ST6GAL1	1085.2378	ST6GAL1	2717.7064
ST6GAL2	37.3687	ST6GAL2	89.1619
ST6GALNAC1	14.2063	ST6GALNAC1	35.9168
ST6GALNAC2	589.5615	ST6GALNAC2	673.913
ST6GALNAC3	11.7356	ST6GALNAC3	135.1607
ST6GALNAC4	375.2316	ST6GALNAC4	294.2659
ST6GALNAC5	33.3539	ST6GALNAC5	236.925
ST6GALNAC6	638.9747	ST6GALNAC6	1862.3188
ST7L	333.8481	ST7L	405.7971
ST7OT1	52.659	ST7OT1	32.908
ST7	328.4311	ST7	479.3447
ST8SIA1	167.0784	ST8SIA1	382.7977
removed	removed	ST8SIA2	138.6263
ST8SIA4	377.0846	ST8SIA4	322.3062
ST8SIA6	19.7653	ST8SIA6	90.4222
STAB1	1675.8091	STAB1	2763.3459
removed	removed	STAB2	69.9433
STAC2	12.0445	STAC2	5599.5589
STAC3	129.0766	STAC3	44.4234
STAC	46.0161	STAC	188.7209
STAG1	794.5244	STAG1	1280.2962
STAG2	3676.3434	STAG2	3381.8526
STAG3L1	33.9716	STAG3L1	53.2073
STAG3L2	147.3132	STAG3L2	178.0088
STAG3L3	125.6949	STAG3L3	266.9345
STAG3L4	75.3552	STAG3L4	135.7908
STAG3	81.8653	STAG3	28.7807
STAM2	823.6566	STAM2	1000
STAMBPL1	162.4985	STAMBPL1	156.5848
STAMBP	963.2489	STAMBP	603.3396
STAM	439.7776	STAM	513.2325
STAP1	20.6918	STAP1	7.2464
STAP2	326.1272	STAP2	141.1468
STARD10	637.4305	STARD10	827.9773
STARD13	233.7863	STARD13	925.0158
STARD3NL	325.2007	STARD3NL	495.9042
STARD3	743.0513	STARD3	658.4751
STARD4	79.6788	STARD4	56.7108
STARD5	666.4608	STARD5	82.8607
STARD7	4364.3484	STARD7	3937.0321
STARD8	125.6949	STARD8	430.3718
STAR	15.1328	STAR	14.4928
STAT1	25328.5979	STAT1	8094.2029
STAT2	4024.0889	STAT2	3036.2319
STAT3	10263.1254	STAT3	8227.7883
STAT4	96.0469	STAT4	119.7227
STAT5A	754.1692	STAT5A	2555.7656
STAT5B	951.8221	STAT5B	3644.9275
STAT6	3435.1452	STAT6	3972.5898
STAU1	3515.4416	STAU1	2833.0183
STAU2	1008.9561	STAU2	729.6786
STBD1	279.055	STBD1	892.9773
STC1	924.6448	STC1	754.2533
STC2	863.8048	STC2	6633.2703
STEAP1	236.5658	STEAP1	396.0302
STEAP2	175.1081	STEAP2	1200.063
STEAP3	2529.6479	STEAP3	1720.857
STEAP4	13326.1272	STEAP4	3728.4184
STIL	1217.1093	STIL	99.874
STIM1	1527.4861	STIM1	1856.6478
STIM2	982.3965	STIM2	804.9779
STIP1	3797.7146	STIP1	2195.0221
STK10	1189.3144	STK10	1027.4102
STK11IP	497.2205	STK11IP	335.8538
STK11	801.7295	STK11	860.1134
STK16	698.5794	STK16	562.3819
STK17A	486.7202	STK17A	726.528
STK17B	935.1452	STK17B	1281.6635
STK19	266.68	STK19	305.6018
STK24	3027.4861	STK24	2494.0139
STK25	1701.6677	STK25	1412.4134
STK31	82.4583	removed	removed
removed	removed	STK32A	19.8488
STK32B	12.0445	STK32B	181.7895
STK32C	136.504	STK32C	112.8891
STK35	2537.6776	STK35	974.7952
STK36	335.0834	STK36	533.7114
STK38L	1379.8641	STK38L	1388.7839
STK38	1499.0735	STK38	1425.6459
STK39	319.9506	STK39	666.3516
STK3	713.4033	STK3	578.4499
STK40	2201.05	STK40	1368.62
STK4	1169.2403	STK4	1192.8166
STL	6.5164	STL	6.9817
STMN1	10349.5985	STMN1	1189.9811
STMN3	318.0976	STMN3	656.2697
STOML1	387.8938	STOML1	252.0479
STOML2	1050.0309	STOML2	1205.7341
STOM	10227.9185	STOM	7612.7914
STON1	126.9302	STON1	748.3522
STON2	524.3978	STON2	307.1834
STOX1	33.6628	STOX1	191.5564
STOX2	140.5188	STOX2	90.1071
STRA13	470.6609	STRA13	266.5406
STRA6	127.239	STRA6	53.8752
STRADA	478.6905	STRADA	592.9427
STRADB	104.3854	STRADB	278.1979
STRAP	1912.2915	STRAP	1967.5488
STRBP	752.6251	STRBP	614.3667
STRC	29.6634	STRC	29.3573
STRN3	862.2607	STRN3	793.3207
STRN4	1416.924	STRN4	1188.0907
STRN	575.9728	STRN	509.1367
STS	220.5065	STS	893.1947
STT3A	2670.4756	STT3A	3231.2539
STT3B	1472.8227	STT3B	2057.656
STUB1	1410.6084	STUB1	974.4329
STX10	469.1167	STX10	230.3088
STX11	348.9809	STX11	272.8418
STX12	1589.5615	STX12	1765.5955
STX16	2161.2106	STX16	2283.5539
STX17	1043.5454	STX17	1447.0699
STX18	671.4021	STX18	484.8771
STX19	59.2959	STX19	28.0403
