gene_id	TCGA-BH-A0DG-01A-21R-A12P-07	gene_id	TCGA-BH-A0DG-11A-43R-A12P-07
SLPI	216.7904	SLPI	2304.7824
SLTM	1788.104	SLTM	2593.8713
SLU7	893.4267	SLU7	1705.1293
SMAD1	1233.204	SMAD1	1235.9792
SMAD2	1838.9664	SMAD2	2635.8305
SMAD3	1655.9453	SMAD3	1842.5704
SMAD4	1503.8209	SMAD4	2706.5532
SMAD5OS	5.4198	removed	removed
SMAD5	1462.5015	SMAD5	2730.3213
SMAD6	70.8738	SMAD6	48.8973
SMAD7	677.0532	SMAD7	545.1392
SMAD9	40.0228	SMAD9	111.0102
SMAGP	94.6374	SMAGP	222.6811
SMAP1	835.1434	SMAP1	732.0195
SMAP2	1129.3947	SMAP2	919.1377
SMARCA1	1364.5289	SMARCA1	2469.6457
SMARCA2	2782.8385	SMARCA2	7938.2176
SMARCA4	3644.9974	SMARCA4	2222.5159
SMARCA5	2428.4154	SMARCA5	3021.3662
SMARCAD1	820.8853	SMARCAD1	1471.5454
SMARCAL1	725.831	SMARCAL1	752.6224
SMARCB1	1676.3736	SMARCB1	943.9167
SMARCC1	2384.6946	SMARCC1	4409.6804
SMARCC2	3203.0784	SMARCC2	3584.0423
SMARCD1	1705.14	SMARCD1	1399.1906
SMARCD2	5862.0963	SMARCD2	2998.5959
SMARCD3	287.2473	SMARCD3	701.7428
SMARCE1	1633.4324	SMARCE1	3258.9411
SMC1A	2886.6478	SMC1A	3273.1478
SMC2	606.1794	SMC2	892.0459
SMC3	1384.5403	SMC3	2481.2092
SMC4	1426.2308	SMC4	1166.2674
SMC5	553.6494	SMC5	1477.8227
SMC6	807.1274	SMC6	672.9991
SMCHD1	894.6774	SMCHD1	2387.3792
SMCR7L	1085.2028	SMCR7L	1333.7738
SMCR7	472.353	SMCR7	333.3609
SMCR8	1609.6689	SMCR8	1928.9865
SMEK1	1691.3822	SMEK1	2107.8715
SMEK2	2040.3314	SMEK2	2928.2233
SMG1	3103.0213	SMG1	5914.9252
SMG5	2641.9248	SMG5	1719.9967
SMG6	1628.4296	SMG6	1644.9988
SMG7	3905.9797	SMG7	2250.2684
SMN1	8.9843	SMN1	9.1749
SMN2	613.0374	SMN2	803.5781
SMNDC1	518.2125	SMNDC1	654.4974
SMOC1	112.9812	SMOC1	334.0216
SMOC2	2327.1618	SMOC2	1987.2801
SMOX	208.4523	SMOX	112.0013
SMO	622.8555	SMO	604.2785
SMPD1	1024.3347	SMPD1	536.8795
SMPD2	434.4146	SMPD2	211.1175
SMPD3	401.8961	SMPD3	124.2257
SMPD4	2094.1121	SMPD4	1343.0247
SMPDL3A	228.8807	SMPDL3A	359.4615
SMPDL3B	341.028	SMPDL3B	245.8082
SMS	1377.8699	SMS	1351.2844
removed	removed	SMTNL2	12.2243
SMTN	843.3981	SMTN	617.8244
SMU1	1432.9013	SMU1	1947.6336
SMUG1	554.4832	SMUG1	480.7136
SMURF1	964.2629	SMURF1	937.2297
SMURF2	966.8019	SMURF2	896.6713
SMYD1	56.699	SMYD1	712.976
SMYD2	728.3324	SMYD2	790.617
SMYD3	934.7002	SMYD3	220.6988
SMYD4	299.3375	SMYD4	534.8972
SMYD5	641.6163	SMYD5	619.4763
SNAI1	126.739	SNAI1	49.8885
SNAI2	692.0617	SNAI2	1114.727
SNAI3	22.5129	SNAI3	13.2155
SNAP23	1447.076	SNAP23	1651.9369
SNAP25	8.3381	SNAP25	13.2155
SNAP29	1003.9064	SNAP29	1204.9228
SNAP47	859.3072	SNAP47	642.0088
removed	removed	SNAP91	5.2862
SNAPC1	104.2262	SNAPC1	234.575
SNAPC2	523.6322	SNAPC2	225.985
SNAPC3	417.3216	SNAPC3	545.8
SNAPC4	311.4278	SNAPC4	294.7055
SNAPC5	70.5111	SNAPC5	85.7025
SNAPIN	943.0383	SNAPIN	483.3567
SNCAIP	53.3638	SNCAIP	122.2433
SNCA	35.4369	SNCA	176.0965
SNCG	52.53	SNCG	448.6661
SND1	5005.7741	SND1	4259.0237
SNED1	1101.4621	SNED1	667.7129
SNF8	682.8898	SNF8	487.9822
SNHG10	45.8595	SNHG10	74.6675
SNHG11	189.0037	SNHG11	126.806
SNHG12	102.9754	SNHG12	167.8368
SNHG1	345.6515	SNHG1	804.8237
SNHG3-RCC1	53.1678	SNHG3-RCC1	265.7735
SNHG3	25.8481	SNHG3	39.6465
removed	removed	SNHG4	30.1578
SNHG5	398.1439	SNHG5	1249.1947
SNHG6	557.8184	SNHG6	657.1405
SNHG7	464.215	SNHG7	890.5856
SNHG8	625.357	SNHG8	1130.5856
SNHG9	55.4483	SNHG9	22.4663
SNIP1	452.3415	SNIP1	501.1977
SNN	1167.7499	SNN	773.7672
removed	removed	SNORA39	6.3401
SNORA8	132.2338	SNORA8	294.7947
removed	removed	SNORD116-20	25.4398
SNORD116-28	20.7243	SNORD116-28	105.0599
SNORD116-4	13.8454	SNORD116-4	100.7318
SNORD1C	19.336	SNORD1C	23.1965
SNPH	156.7561	SNPH	119.9306
SNRK	1258.2182	SNRK	1342.0335
SNRNP200	9027.2364	SNRNP200	8495.2507
SNRNP25	667.8812	SNRNP25	235.8966
SNRNP27	308.0925	SNRNP27	456.265
SNRNP35	284.4874	SNRNP35	321.12
SNRNP40	823.3867	SNRNP40	731.1473
SNRNP48	228.0468	SNRNP48	589.0807
SNRNP70	1524.2034	SNRNP70	2168.9931
SNRPA1	375.2142	SNRPA1	258.3629
SNRPA	1035.1742	SNRPA	903.2791
SNRPB2	800.04	SNRPB2	859.9983
SNRPB	3460.7255	SNRPB	1339.3904
SNRPC	1165.6654	SNRPC	616.5028
SNRPD1	744.5917	SNRPD1	553.0685
SNRPD2	2804.5176	SNRPD2	2009.0857
SNRPD3	1690.4441	SNRPD3	1534.6461
SNRPE	1223.1982	SNRPE	681.9196
SNRPF	708.321	SNRPF	443.7103
SNRPG	576.5791	SNRPG	356.488
SNRPN	1878.3889	SNRPN	1542.7637
SNTA1	256.8133	SNTA1	263.3187
SNTB1	257.6471	SNTB1	686.545
SNTB2	776.6934	SNTB2	1429.2558
removed	removed	SNTG2	7.9293
removed	removed	SNTN	5.6166
SNUPN	403.5637	SNUPN	519.0386
SNURF	92.3194	SNURF	118.7809
SNW1	1589.6574	SNW1	1642.3557
SNX10	230.5483	SNX10	241.1828
SNX11	423.1582	SNX11	451.9699
SNX12	292.6671	SNX12	245.1474
SNX13	701.2336	SNX13	1505.5753
SNX14	1433.3182	SNX14	1359.5441
SNX15	414.4032	SNX15	473.1147
SNX16	161.759	SNX16	345.9156
SNX17	2317.5729	SNX17	1665.4828
SNX18	716.6591	SNX18	1419.0138
SNX19	1819.7888	SNX19	2034.5255
SNX1	2079.1035	SNX1	4807.7971
SNX20	72.4914	SNX20	24.7824
SNX21	297.228	SNX21	422.1161
SNX22	123.8999	SNX22	125.5935
SNX24	224.7116	SNX24	173.7838
SNX25	514.8772	SNX25	532.9148
SNX27	1685.1453	SNX27	1234.7898
SNX29	961.3821	SNX29	844.4701
SNX2	1340.3484	SNX2	1615.2639
SNX30	782.1131	SNX30	1094.5734
removed	removed	SNX31	6.2774
SNX33	978.0583	SNX33	1200.2973
SNX3	2272.5472	SNX3	2611.0515
SNX4	684.1405	SNX4	953.498
SNX5	1386.208	SNX5	1837.945
SNX6	1577.9841	SNX6	1410.4237
SNX7	615.7682	SNX7	548.443
SNX8	544.4775	SNX8	261.6668
SNX9	2516.4365	SNX9	2163.7069
SOAT1	810.4626	SOAT1	510.7789
SOBP	129.6573	SOBP	172.7926
SOCS1	53.7807	SOCS1	22.7967
SOCS2	190.9423	SOCS2	701.082
SOCS3	519.8801	SOCS3	283.4724
SOCS4	566.5734	SOCS4	739.7373
SOCS5	615.3513	SOCS5	1435.2028
SOCS6	880.9195	SOCS6	1391.2613
SOCS7	43.775	SOCS7	201.8667
SOD1	4021.8792	SOD1	2448.1705
SOD2	2346.3394	SOD2	4689.5185
SOD3	275.574	SOD3	448.9964
SOHLH2	8.755	removed	removed
SOLH	478.1896	SOLH	209.796
SON	6284.0038	SON	9412.406
SORBS1	2019.903	SORBS1	3013.7937
SORBS2	1096.0423	SORBS2	3677.5419
SORBS3	2137.887	SORBS3	1873.2964
SORCS1	71.7076	SORCS1	60.7913
SORCS2	256.8133	SORCS2	142.397
SORCS3	10.4226	removed	removed
SORD	1348.2696	SORD	412.6538
SORL1	1750.9995	SORL1	6073.1808
SORT1	1753.9179	SORT1	3795.1598
SOS1	1413.7237	SOS1	2418.4356
SOS2	1122.7242	SOS2	2144.8749
SOSTDC1	110.8966	SOSTDC1	1043.3633
SOX10	323.518	SOX10	2992.3185
SOX11	91.719	SOX11	63.7648
SOX12	2039.9145	SOX12	416.2881
SOX13	2433.0555	SOX13	1097.8773
SOX15	113.3981	SOX15	24.4487
SOX17	55.8652	SOX17	72.3548
SOX18	139.2462	SOX18	88.5438
SOX21	5.8367	removed	removed
removed	removed	SOX2OT	9.2508
SOX2	234.3004	removed	removed
SOX30	7.0874	removed	removed
SOX4	5621.9592	SOX4	3925.3325
SOX5	18.7607	SOX5	64.4255
SOX6	25.4312	SOX6	198.5628
SOX7	171.352	SOX7	283.5814
SOX8	23.3467	SOX8	136.7804
SOX9	1480.8453	SOX9	3516.9737
SP100	1975.7111	SP100	1959.1972
SP110	1137.7328	SP110	449.3268
SP140L	230.1314	SP140L	327.4139
SP140	92.1359	SP140	46.2542
SP1	3657.5045	SP1	5211.8609
SP2	527.3844	SP2	758.239
SP3	1813.5352	SP3	3059.7175
SP4	188.8578	SP4	511.7701
SP6	178.0183	SP6	125.2168
SPA17	76.2936	SPA17	146.692
SPACA4	8.3381	removed	removed
SPAG16	336.0251	SPAG16	397.7864
removed	removed	SPAG17	53.5228
SPAG1	176.3507	SPAG1	113.9836
SPAG4	33.7693	SPAG4	21.1448
SPAG5	620.0456	SPAG5	146.9464
removed	removed	SPAG6	46.915
SPAG7	589.5032	SPAG7	643.5946
SPAG8	5.0029	SPAG8	29.7349
SPAG9	4260.7655	SPAG9	2828.4464
SPARCL1	6323.6097	SPARCL1	14754.77
SPARC	122516.1863	SPARC	20774.7584
SPAST	582.8327	SPAST	700.0909
SPATA12	5.8367	SPATA12	5.2862
SPATA13	644.3928	SPATA13	1226.4112
SPATA17	20.4283	SPATA17	30.0653
SPATA18	97.5557	SPATA18	480.0529
removed	removed	SPATA1	5.6562
SPATA20	4915.7227	SPATA20	679.9372
SPATA24	24.5974	SPATA24	35.0211
SPATA2L	249.309	SPATA2L	113.6533
SPATA2	451.0908	SPATA2	397.456
removed	removed	SPATA4	9.2508
SPATA5L1	121.7362	SPATA5L1	164.8633
SPATA5	133.4095	SPATA5	289.4193
SPATA6	113.815	SPATA6	243.4955
SPATA7	158.4238	SPATA7	282.4812
removed	removed	SPATA9	8.2597
SPATS2L	1972.7928	SPATS2L	1142.1492
SPATS2	643.7008	SPATS2	563.9713
SPC24	6.6705	removed	removed
SPC25	77.5443	SPC25	19.8232
SPCS1	1455.806	SPCS1	1525.0681
SPCS2	2235.4427	SPCS2	551.7469
SPCS3	2387.196	SPCS3	2913.0255
SPDEF	4118.601	SPDEF	1181.7957
SPDYA	5.0195	SPDYA	11.1902
SPDYE1	13.391	SPDYE1	14.537
SPDYE3	70.3818	SPDYE3	82.8942
SPDYE5	11.2564	SPDYE5	11.2332
SPDYE6	43.3581	SPDYE6	40.6376
removed	removed	SPDYE7P	8.5901
SPDYE8P	20.8452	SPDYE8P	31.3868
SPEF1	7.0874	SPEF1	9.2508
SPEF2	131.7419	SPEF2	398.1168
SPEG	67.5386	SPEG	454.2826
SPEN	2164.9858	SPEN	4259.3541
SPESP1	116.2956	SPESP1	96.8002
SPG11	2046.5849	SPG11	2867.7625
SPG20	905.5169	SPG20	1728.9172
SPG21	1819.3719	SPG21	1541.9179
SPG7	1064.3576	SPG7	995.4572
SPHAR	63.7239	SPHAR	144.4883
SPHK1	402.6632	SPHK1	257.5271
SPHK2	210.1241	SPHK2	152.9793
SPHKAP	30.0171	SPHKAP	348.8891
SPI1	543.6437	SPI1	152.3086
SPIB	60.4512	SPIB	5.2862
SPIN1	2648.5952	SPIN1	3809.6969
SPIN2A	11.6733	SPIN2A	5.2862
SPIN2B	76.2352	SPIN2B	76.3393
SPIN3	276.4078	SPIN3	496.5722
SPIN4	140.9138	SPIN4	323.1189
removed	removed	SPINK2	7.2685
SPINK5	6.2536	SPINK5	336.004
SPINT1	4366.2424	SPINT1	3105.9718
SPINT2	7331.2683	SPINT2	5460.973
SPIRE1	464.0149	SPIRE1	1150.0785
SPIRE2	88.3838	SPIRE2	76.9803
SPNS1	1123.7498	SPNS1	477.9813
SPNS2	278.4256	SPNS2	375.8454
SPNS3	10.0057	SPNS3	7.2685
SPN	329.3547	SPN	300.9829
SPOCD1	82.1302	SPOCD1	6.2774
SPOCK1	2122.4616	SPOCK1	305.2779
SPOCK2	693.7293	SPOCK2	427.5213
SPON1	2231.2737	SPON1	957.793
SPON2	1095.2085	SPON2	418.6008
SPOPL	1203.1868	SPOPL	1781.7791
SPOP	1454.9972	SPOP	1488.7255
SPP1	2669.4405	SPP1	439.0848
SPPL2A	998.4866	SPPL2A	682.9107
SPPL2B	667.8812	SPPL2B	507.475
SPPL3	1378.2868	SPPL3	1524.7378
SPRED1	1192.3473	SPRED1	2359.2963
SPRED2	1738.4924	SPRED2	1714.7105
SPRN	68.7893	SPRN	76.9803
SPRY1	764.1862	SPRY1	1398.1994
SPRY2	284.7459	SPRY2	1327.1661
SPRY3	63.3695	SPRY3	123.8953
SPRY4	826.7219	SPRY4	542.8265
SPRYD3	1614.6717	SPRYD3	1139.1757
SPRYD4	303.9235	SPRYD4	324.11
SPR	1009.3262	SPR	578.1779
SPSB1	1068.9435	SPSB1	340.299
SPSB2	147.5842	SPSB2	100.1074
SPSB3	629.9429	SPSB3	503.5104
SPSB4	13.3409	removed	removed
SPTAN1	7748.5898	SPTAN1	8683.2411
SPTBN1	7875.7457	SPTBN1	15150.2437
SPTBN2	750.4284	SPTBN2	1021.5578
SPTBN4	12.924	SPTBN4	22.136
SPTBN5	23.972	SPTBN5	178.0623
SPTB	32.1017	SPTB	145.7008
SPTLC1	1315.7511	SPTLC1	1925.828
SPTLC2	3301.051	SPTLC2	2762.0385
SPTLC3	171.3478	SPTLC3	411.3323
SPTY2D1	1080.1291	SPTY2D1	1468.5686
SQLE	3318.9779	SQLE	631.3703
SQRDL	1654.6946	SQRDL	1123.6475
SQSTM1	8943.105	SQSTM1	5260.1437
SR140	1584.2377	SR140	3188.899
SRA1	673.301	SRA1	316.8415
SRBD1	481.108	SRBD1	572.2309
SRCAP	5771.2111	SRCAP	4500.2065
SRCIN1	82.5471	SRCIN1	234.2447
SRCRB4D	25.106	SRCRB4D	14.2364
SRC	1314.0835	SRC	678.2853
removed	removed	SRD5A1	212.1087
SRD5A3	1373.6758	SRD5A3	355.7776
SREBF1	3537.8529	SREBF1	1992.8967
SREBF2	3352.3303	SREBF2	3228.2151
SRFBP1	155.5054	SRFBP1	396.4649
SRF	1171.0852	SRF	1397.2082
SRGAP1	693.3124	SRGAP1	598.6619
SRGAP2	1216.5278	SRGAP2	683.9019
SRGAP3	161.759	SRGAP3	464.5247
SRGN	985.1457	SRGN	769.1418
SRI	1478.7608	SRI	1570.992
SRL	19.1776	SRL	37.0034
SRMS	46.2764	removed	removed
SRM	1084.7859	SRM	505.8231
SRP14	4569.6919	SRP14	3479.3095
SRP19	650.5338	SRP19	527.6121
SRP54	1638.0184	SRP54	1094.243
SRP68	4941.9877	SRP68	1797.9681
SRP72	2506.4308	SRP72	3252.003
SRP9	6072.6331	SRP9	3400.3469
SRPK1	1094.3747	SRPK1	1280.9119
SRPK2	1376.2022	SRPK2	1757.3305
SRPK3	194.5235	SRPK3	11.8213
SRPRB	1966.9561	SRPRB	921.4504
SRPR	3318.9779	SRPR	3108.2845
SRPX2	973.0555	SRPX2	375.6505
SRPX	747.51	SRPX	1373.0899
SRRD	317.2644	SRRD	258.6933
SRRM1	2623.581	SRRM1	2698.2737
SRRM2	13948.7958	SRRM2	17576.939
SRRM3	40.8567	SRRM3	45.9238
SRRM5	25.4687	SRRM5	19.364
SRRT	1354.1063	SRRT	1079.3756
SRR	331.3141	SRR	409.1682
SRXN1	1868.1497	SRXN1	514.4131
SS18L1	371.0451	SS18L1	510.7789
SS18L2	273.9064	SS18L2	245.1474
SS18	2097.8642	SS18	2269.1005
SSBP1	947.2074	SSBP1	796.2336
SSBP2	180.1028	SSBP2	789.6258
SSBP3	958.8807	SSBP3	730.1561
SSBP4	364.7916	SSBP4	186.0081
SSB	1444.8498	SSB	1985.0863
SSC5D	1856.4764	SSC5D	280.8293
SSFA2	2187.4987	SSFA2	3882.0517
SSH1	1766.0081	SSH1	1422.9784
SSH2	544.0606	SSH2	655.1582
SSH3	1109.8002	SSH3	939.9521
SSNA1	704.152	SSNA1	369.0427
SSPN	930.9481	SSPN	2009.0857
SSPO	16.2593	SSPO	41.9592
SSR1	4028.9665	SSR1	4628.0664
SSR2	9851.4569	SSR2	4781.0358
SSR3	4108.1784	SSR3	3765.0946
SSR4	3812.1761	SSR4	1482.4482
SSRP1	3052.9928	SSRP1	3656.3971
SSSCA1	571.9932	SSSCA1	181.0523
removed	removed	SSTR1	75.9891
SSTR2	33.7693	SSTR2	28.7437
SSU72	5224.6491	SSU72	1832.6588
SSX2IP	559.9029	SSX2IP	495.5811
ST13	4087.7501	ST13	7349.4673
ST14	1933.6038	ST14	1530.3543
ST20	50.4038	ST20	28.6215
ST3GAL1	1253.6323	ST3GAL1	1476.5012
ST3GAL2	512.7927	ST3GAL2	335.3432
ST3GAL3	127.5728	ST3GAL3	207.4833
ST3GAL4	509.4575	ST3GAL4	245.8082
ST3GAL5	296.0023	ST3GAL5	244.817
ST3GAL6	98.8064	ST3GAL6	184.6865
ST5	1734.3233	ST5	1884.1992
ST6GAL1	1442.4901	ST6GAL1	1515.4869
ST6GAL2	735.4198	ST6GAL2	206.1617
ST6GALNAC1	67.9555	ST6GALNAC1	44.6023
ST6GALNAC2	3890.1373	ST6GALNAC2	877.1785
ST6GALNAC3	96.7219	ST6GALNAC3	50.2189
ST6GALNAC4	408.9835	ST6GALNAC4	181.7131
ST6GALNAC5	189.2747	ST6GALNAC5	211.4479
ST6GALNAC6	1010.9938	ST6GALNAC6	1094.9038
ST7L	227.6299	ST7L	477.4098
ST7OT1	27.1488	ST7OT1	65.8363
ST7	729.9167	ST7	487.5262
ST8SIA1	86.2993	ST8SIA1	330.3874
ST8SIA2	39.189	ST8SIA2	51.5404
ST8SIA4	341.028	ST8SIA4	209.1352
ST8SIA6	44.6088	ST8SIA6	246.1386
STAB1	1863.5638	STAB1	1220.3486
STAB2	13.3409	STAB2	198.2324
STAC2	77.1274	STAC2	2278.021
STAC3	47.7773	STAC3	30.9011
STAC	32.5186	STAC	153.9605
STAG1	754.7517	STAG1	1458.6735
STAG2	1835.2143	STAG2	5209.2178
STAG3L1	73.7921	STAG3L1	160.8987
STAG3L2	38.3552	STAG3L2	79.293
STAG3L3	99.1733	STAG3L3	203.8986
STAG3L4	168.0126	STAG3L4	137.4411
STAG3	25.3895	STAG3	29.4111
STAM2	924.6945	STAM2	1390.2701
STAMBPL1	81.7133	STAMBPL1	103.6392
STAMBP	625.7739	STAMBP	744.3628
STAM	567.8241	STAM	569.5878
STAP1	9.1719	removed	removed
STAP2	659.1263	STAP2	397.7864
STARD10	8107.1278	STARD10	932.6836
STARD13	538.2239	STARD13	850.4171
STARD3NL	483.1925	STARD3NL	499.5457
STARD3	611.5991	STARD3	630.0487
STARD4	52.9469	STARD4	41.6288
STARD5	110.8966	STARD5	81.2753
STARD7	2694.4131	STARD7	3713.3427
STARD8	265.1514	STARD8	215.0822
STAR	7.9212	STAR	13.5459
STAT1	7652.7018	STAT1	2685.719
STAT2	3022.9756	STAT2	2208.3092
STAT3	4907.8015	STAT3	6608.078
STAT4	71.2907	STAT4	103.4112
STAT5A	827.1388	STAT5A	2629.2228
STAT5B	1114.803	STAT5B	3814.3223
STAT6	2919.1664	STAT6	3923.0197
STAU1	4298.7038	STAU1	3066.3253
STAU2	572.4101	STAU2	849.7563
STBD1	319.1572	STBD1	730.1264
STC1	342.2787	STC1	540.1834
STC2	613.6836	STC2	14612.373
STEAP1	146.3335	STEAP1	193.9374
STEAP2	255.9795	STEAP2	989.8406
STEAP3	761.2679	STEAP3	1571.6528
STEAP4	699.566	STEAP4	1674.4032
STIL	274.7402	STIL	140.0842
STIM1	2631.5021	STIM1	1752.3747
STIM2	709.1548	STIM2	845.4613
STIP1	3621.2338	STIP1	1825.0599
STK10	891.3421	STK10	499.5457
STK11IP	378.9663	STK11IP	338.6471
STK11	692.8955	STK11	581.1514
STK16	638.6979	STK16	666.3913
STK17A	693.3124	STK17A	718.2622
STK17B	1111.0509	STK17B	1741.1415
STK19	312.9036	STK19	284.0572
STK24	2610.24	STK24	3072.2722
STK25	1546.7163	STK25	1263.071
removed	removed	STK32A	8.2597
STK32B	213.8721	STK32B	400.7599
STK32C	99.8695	STK32C	89.8654
removed	removed	STK33	11.8939
STK35	2025.3228	STK35	1098.2076
STK36	670.7996	STK36	623.441
STK38L	1232.3701	STK38L	1288.1804
STK38	1490.851	STK38	1278.5992
STK39	801.2907	STK39	354.5057
STK3	395.2256	STK3	547.1215
STK40	1826.8762	STK40	1019.9058
STK4	999.7374	STK4	1214.8344
STL	5.87	STL	5.2862
STMN1	2098.698	STMN1	1543.2394
STMN2	25.4312	STMN2	50.2189
STMN3	705.4027	STMN3	562.9801
STOML1	168.0126	STOML1	145.3704
STOML2	1444.5746	STOML2	1152.0608
STOM	4176.5508	STOM	5807.219
STON1-GTF2A1L	16.0925	STON1-GTF2A1L	18.6239
STON1	529.7232	STON1	516.2732
STON2	494.032	STON2	501.8584
STOX1	223.8778	STOX1	308.9122
STOX2	43.775	STOX2	112.0013
STRA13	550.731	STRA13	227.9673
STRA6	119.6516	STRA6	56.4962
STRADA	1184.4261	STRADA	543.4872
STRADB	223.4609	STRADB	329.0658
STRAP	2919.5833	STRAP	2002.4779
STRBP	1020.5826	STRBP	1023.8705
removed	removed	STRC	34.4594
STRN3	661.6277	STRN3	783.0181
STRN4	1580.4855	STRN4	1061.5346
STRN	414.4032	STRN	845.7917
STS	1169.8344	STS	667.0521
STT3A	2877.8928	STT3A	3524.2422
STT3B	1999.4747	STT3B	2260.8408
STUB1	997.386	STUB1	688.818
STX10	190.1085	STX10	196.5805
STX11	107.9783	STX11	122.2433
STX12	898.0126	STX12	1788.0565
STX16	1264.8887	STX16	2300.8177
STX17	963.0497	STX17	1697.8607
STX18	449.0063	STX18	493.5987
STX19	17.51	STX19	88.2134
STX1A	148.4139	STX1A	32.0476
STX1B	38.7721	STX1B	67.0686
STX2	215.5397	STX2	211.7783
STX3	1044.3461	STX3	761.8733
STX4	617.4358	STX4	488.3125
STX5	1098.9607	STX5	919.1377
STX6	1415.2662	STX6	1146.1402
STX7	1379.9544	STX7	1743.1238
STX8	284.7459	STX8	284.7939
STXBP1	382.7185	STXBP1	822.995
removed	removed	STXBP2	795.2424
STXBP3	450.257	STXBP3	1344.0159
STXBP4	2308.818	STXBP4	237.2181
STXBP5	497.3422	STXBP5	598.9461
STXBP6	57.5328	STXBP6	22.136
STYK1	63.7864	STYK1	110.3494
STYXL1	617.8527	STYXL1	390.1875
STYX	546.9789	STYX	685.5538
SUB1	3629.5719	SUB1	3144.2967
SUCLA2	598.9669	SUCLA2	1052.3532
SUCLG1	1177.7556	SUCLG1	1684.9756
SUCLG2	847.1502	SUCLG2	1698.5215
SUCNR1	14.5917	SUCNR1	9.5812
SUDS3	1228.2011	SUDS3	2075.1631
SUFU	835.4769	SUFU	904.6006
SUGT1L1	53.0886	SUGT1L1	122.577
removed	removed	SUGT1P1	5.6166
SUGT1	662.8784	SUGT1	545.4696
SULF1	11062.5649	SULF1	1714.7105
SULF2	7367.1221	SULF2	2682.0847
SULT1A1	140.9138	SULT1A1	256.3806
SULT1A2	5.0029	SULT1A2	14.2067
SULT1A3	669.9824	SULT1A3	631.8427
SULT1C2	6.6705	SULT1C2	18.8321
SULT1C4	25.4312	SULT1C4	110.3494
SULT2B1	547.3958	SULT2B1	163.5418
removed	removed	SULT4A1	9.2508
SUMF1	1080.1999	SUMF1	1276.2864
SUMF2	2462.2389	SUMF2	2666.2262
SUMO1P3	104.6431	SUMO1P3	132.4853
SUMO1	1641.3536	SUMO1	1836.2931
SUMO2	8955.5288	SUMO2	2881.6387
SUMO3	2329.2463	SUMO3	1960.1883
SUN1	1566.7277	SUN1	3339.886
SUN2	2339.6689	SUN2	4117.2875
SUOX	822.9698	SUOX	706.0378
SUPT16H	3976.4365	SUPT16H	4101.7593
SUPT3H	81.2964	SUPT3H	129.1815
SUPT4H1	9656.8708	SUPT4H1	1107.0554
SUPT5H	2799.0978	SUPT5H	2339.8034
SUPT6H	3250.1886	SUPT6H	3207.4007
SUPT7L	1024.3347	SUPT7L	1053.6054
SUPV3L1	420.6568	SUPV3L1	575.2044
SURF1	1194.4318	SURF1	650.5327
SURF2	144.249	SURF2	141.4058
SURF4	7372.9587	SURF4	3381.5148
SURF6	381.0508	SURF6	698.7693
SUSD1	310.594	SUSD1	319.1542
SUSD2	1158.578	SUSD2	243.4955
SUSD3	406.0651	SUSD3	339.3078
SUSD4	35.02	SUSD4	256.0502
SUSD5	76.7105	SUSD5	71.0333
SUV39H1	246.3906	SUV39H1	204.8402
SUV39H2	154.2547	SUV39H2	192.2855
SUV420H1	1290.3199	SUV420H1	2045.0979
SUV420H2	174.2661	SUV420H2	98.4554
SUZ12P	45.8595	SUZ12P	156.6036
SUZ12	638.6979	SUZ12	1175.1879
SV2A	67.1216	SV2A	242.8347
SV2B	52.53	SV2B	124.8864
SVEP1	1254.2368	SVEP1	1510.4881
SVIL	2288.9983	SVIL	3720.1123
SVIP	365.6254	SVIP	457.2561
removed	removed	SVOPL	46.915
SWAP70	2191.2508	SWAP70	3416.8663
SYAP1	4173.2155	SYAP1	1167.589
SYBU	917.6071	SYBU	507.3131
SYCP2	95.8881	SYCP2	671.0168
SYDE1	388.5551	SYDE1	218.3861
SYDE2	291.8333	SYDE2	325.1012
SYF2	641.1994	SYF2	1569.3401
SYK	945.1228	SYK	644.2554
SYMPK	1424.1463	SYMPK	1490.7079
SYN1	22.9298	SYN1	13.5459
SYN2	27.5157	SYN2	119.2698
SYN3	8.755	SYN3	10.5724
SYNCRIP	3512.8386	SYNCRIP	5071.7767
SYNC	167.8375	SYNC	164.3512
SYNE1	1888.995	SYNE1	2596.184
SYNE2	3855.1173	SYNE2	9485.4217
SYNGAP1	354.7859	SYNGAP1	519.0386
SYNGR1	580.498	SYNGR1	1075.1929
SYNGR2	13970.0579	SYNGR2	1659.2054
SYNGR3	12.924	SYNGR3	5.947
SYNJ1	368.5437	SYNJ1	497.5634
SYNJ2BP	1171.5021	SYNJ2BP	1787.0653
SYNJ2	1111.8847	SYNJ2	1509.2095
SYNM	762.5186	SYNM	11478.9791
removed	removed	SYNPO2L	40.6376
SYNPO2	1449.5775	SYNPO2	5212.8521
SYNPO	2134.9687	SYNPO	1911.9518
SYNRG	953.8778	SYNRG	1675.7248
SYPL1	2319.2406	SYPL1	3773.6846
SYPL2	34.1862	SYPL2	17.5105
SYP	42.5243	SYP	33.3691
SYS1-DBNDD2	17.2974	SYS1-DBNDD2	12.1054
SYS1	926.6831	SYS1	1076.2501
SYT11	441.502	SYT11	311.8857
SYT12	262.6499	SYT12	699.4301
SYT13	386.4706	SYT13	58.1482
SYT15	54.1976	SYT15	172.7926
SYT17	166.7619	SYT17	139.4235
SYT1	22.5129	SYT1	126.208
