gene_id	TCGA-BH-A0C0-01A-21R-A056-07	gene_id	TCGA-BH-A0C0-11A-21R-A089-07
SALL1	6.8524	SALL1	36.5212
SALL2	537.6884	SALL2	986.3819
SALL4	7.3093	SALL4	5.8805
SAMD10	115.1211	SAMD10	151.0368
SAMD11	14.3262	SAMD11	17.8304
SAMD12	1107.355	SAMD12	625.1934
SAMD13	8.6798	SAMD13	48.5918
SAMD14	18.2732	removed	removed
SAMD1	535.4043	SAMD1	196.8431
SAMD3	121.0598	SAMD3	11.4516
SAMD4A	193.2389	SAMD4A	454.9675
SAMD4B	1368.2047	SAMD4B	1612.5039
SAMD5	12.7912	SAMD5	1796.6574
SAMD8	126.9986	SAMD8	183.225
SAMD9L	1917.3138	SAMD9L	1087.2795
SAMD9	1106.4413	SAMD9	625.5029
SAMHD1	2118.561	SAMHD1	957.1123
SAMM50	1164.4587	SAMM50	993.191
SAMSN1	514.847	SAMSN1	50.1393
SAP130	979.4427	SAP130	757.3507
SAP18	1991.7771	SAP18	2448.1585
SAP30BP	1680.6761	SAP30BP	978.9539
SAP30L	709.9132	SAP30L	2244.8158
SAP30	205.5733	SAP30	93.16
SAPS1	2676.5646	SAPS1	1175.4875
SAPS2	1161.7177	SAPS2	1049.8298
SAPS3	1871.1741	SAPS3	2315.6917
SAR1A	3404.751	SAR1A	2556.4841
SAR1B	506.624	SAR1B	415.3513
SARDH	691.64	SARDH	115.7536
SARM1	121.8456	SARM1	497.295
SARNP	752.2887	SARNP	625.9177
SARS2	193.2389	SARS2	272.9805
SARS	1770.2147	SARS	3134.3237
SART1	1169.9406	SART1	1212.6277
SART3	1873.915	SART3	1470.7521
SASH1	1539.9726	SASH1	3714.0204
SASH3	991.3202	SASH3	195.6051
SASS6	235.7241	SASS6	165.5834
SAT1	6984.011	SAT1	1598.8858
SAT2	383.28	SAT2	731.9715
SATB1	190.4979	SATB1	1110.1826
SATB2	33.8054	SATB2	81.7084
SATL1	33.3486	SATL1	40.2352
SAV1	643.6729	SAV1	2141.1328
SBDSP1	317.4966	SBDSP1	415.0418
SBDS	1530.3792	SBDS	2364.593
SBF1	1338.0539	SBF1	1571.6496
SBF2	679.365	SBF2	1642.7484
SBK1	1169.4838	SBK1	220.9842
SBNO1	547.7387	SBNO1	842.7731
SBNO2	2495.2033	SBNO2	1107.3971
SBSN	68.0676	SBSN	7.1185
SC4MOL	971.2197	SC4MOL	1069.6379
SC5DL	726.8159	SC5DL	2203.0331
SC65	445.8657	SC65	334.8808
SCAF1	1080.8588	SCAF1	1142.9898
SCAI	492.9191	SCAI	484.0607
SCAMP1	989.4929	SCAMP1	1831.0121
SCAMP2	2241.6629	SCAMP2	1914.5775
SCAMP3	1306.9895	SCAMP3	873.7233
SCAMP4	2941.5258	SCAMP4	1439.1829
SCAMP5	740.9776	SCAMP5	894.7694
SCAND1	832.8004	SCAND1	286.2891
SCAND2	171.7679	SCAND2	334.2618
removed	removed	SCAND3	177.654
SCAPER	119.6894	SCAPER	555.8651
SCAP	1629.8218	SCAP	2262.3522
SCARA3	243.0333	SCARA3	1392.7577
SCARA5	12.3344	SCARA5	924.4816
SCARB1	1301.9644	SCARB1	1491.1792
SCARB2	6817.2682	SCARB2	8666.0477
SCARF1	216.5372	SCARF1	203.6521
SCARF2	68.5244	SCARF2	159.0839
SCARNA12	5.482	removed	removed
SCCPDH	2634.9931	SCCPDH	1110.8016
SCD5	92.7364	SCD5	517.1773
SCD	20952.4897	SCD	3492.4172
SCEL	47.5103	removed	removed
SCFD1	1077.2042	SCFD1	1024.1411
SCFD2	396.0713	SCFD2	429.2789
removed	removed	SCG2	8.3565
removed	removed	SCG3	12.3801
SCG5	37.0032	SCG5	143.2993
SCGB1A1	13.2481	removed	removed
SCGB1D2	1281.407	SCGB1D2	978.3349
SCGB2A1	108.7254	SCGB2A1	98.731
SCGB2A2	5489.2645	SCGB2A2	4878.3658
SCGB3A1	31.0644	SCGB3A1	435.1594
SCGB3A2	20.5573	removed	removed
removed	removed	SCGN	58.4958
SCHIP1	74.0064	SCHIP1	280.7552
SCIN	1133.7825	SCIN	60.0433
SCLT1	148.0128	SCLT1	148.8703
SCLY	346.7337	SCLY	207.0566
SCMH1	792.1425	SCMH1	1160.9409
SCML1	69.8949	SCML1	197.7716
SCML2	42.942	SCML2	83.875
SCML4	89.5386	SCML4	23.2126
removed	removed	SCN11A	17.6416
SCN1A	11.8776	removed	removed
SCN1B	43.8556	SCN1B	88.208
removed	removed	SCN2A	312.5967
removed	removed	SCN2B	290.3126
removed	removed	SCN3A	240.7923
removed	removed	SCN3B	96.874
SCN4A	30.1508	SCN4A	69.0189
SCN4B	26.9529	SCN4B	1310.1207
removed	removed	SCN5A	46.4253
removed	removed	SCN7A	112.3491
SCN8A	9.1366	SCN8A	117.3011
SCN9A	19.6437	SCN9A	29.7122
SCNM1	442.6679	SCNM1	327.7623
SCNN1A	2067.6108	SCNN1A	2610.6469
SCNN1B	74.9201	SCNN1B	209.8422
SCNN1D	79.4884	SCNN1D	60.6623
SCNN1G	5.0251	SCNN1G	193.7481
SCO1	416.6286	SCO1	352.5224
SCO2	814.5272	SCO2	265.243
SCOC	1077.2042	SCOC	1752.0891
SCP2	1968.4788	SCP2	3374.1876
SCPEP1	5043.3988	SCPEP1	5207.9851
removed	removed	SCRG1	37.7592
SCRIB	3699.4061	SCRIB	1372.9496
SCRN1	926.4504	SCRN1	1783.9678
SCRN2	572.8643	SCRN2	792.0149
SCRN3	359.5249	SCRN3	382.8536
SCUBE1	358.6112	SCUBE1	209.8422
SCUBE2	1142.5308	SCUBE2	11199.6286
SCUBE3	11.4207	SCUBE3	10.8326
SCYL1	2524.8515	SCYL1	1352.377
SCYL2	1076.2905	SCYL2	1108.9446
SCYL3	555.2307	SCYL3	627.4961
SDAD1	1371.8593	SDAD1	1191.8911
SDC1	2836.455	SDC1	2406.3757
SDC2	391.0461	SDC2	1944.9087
SDC3	2524.8972	SDC3	3470.1331
SDC4	6610.3243	SDC4	6449.087
SDCBP2	68.0037	SDCBP2	41.7084
SDCBP	4455.0023	SDCBP	2554.008
SDCCAG1	704.4312	SDCCAG1	1101.8261
SDCCAG3	1074.4632	SDCCAG3	419.3748
SDCCAG8	431.704	SDCCAG8	577.8397
SDF2L1	590.6807	SDF2L1	168.3689
SDF2	1205.5733	SDF2	676.5707
SDF4	2886.2494	SDF4	2012.0706
SDHAF1	166.286	SDHAF1	204.2711
SDHAF2	702.1471	SDHAF2	454.3485
SDHAP1	81.7725	SDHAP1	267.719
SDHAP2	118.7757	SDHAP2	242.3398
SDHAP3	49.7944	SDHAP3	133.3952
SDHA	2301.0507	SDHA	2062.2098
SDHB	1207.4006	SDHB	906.84
SDHC	4008.6798	SDHC	1674.0947
SDHD	1571.4938	SDHD	1818.3225
SDK1	226.1307	SDK1	493.0362
SDK2	48.4239	SDK2	656.7626
SDPR	43.8556	SDPR	1350.3559
SDR16C5	52.5354	SDR16C5	146.0848
SDR39U1	415.8337	SDR39U1	532.1541
SDR42E1	12.3344	SDR42E1	294.9551
SDSL	370.9456	SDSL	137.7283
SDS	226.5875	SDS	17.3321
SEC11A	2135.6784	SEC11A	2066.2334
SEC11C	1172.6816	SEC11C	805.9424
SEC13	2229.3285	SEC13	1314.7632
SEC14L1	2466.8799	SEC14L1	1931.6001
SEC14L2	882.1882	SEC14L2	3897.428
removed	removed	SEC14L5	33.4262
SEC16A	5431.704	SEC16A	4256.5769
SEC16B	126.1307	SEC16B	326.5243
removed	removed	SEC1	9.6069
SEC22A	254.4541	SEC22A	373.5686
SEC22B	1955.2307	SEC22B	1346.3324
SEC22C	491.0918	SEC22C	895.3884
SEC23A	792.1425	SEC23A	1068.3999
SEC23B	3145.2718	SEC23B	1724.234
SEC23IP	1785.2901	SEC23IP	1343.2374
SEC24A	735.0388	SEC24A	890.1269
SEC24B	1353.5861	SEC24B	1699.7833
SEC24C	3510.7355	SEC24C	3098.731
SEC24D	1825.4911	SEC24D	1171.1544
SEC31A	3729.6391	SEC31A	4136.7998
SEC31B	67.926	SEC31B	197.0845
SEC61A1	5168.4651	SEC61A1	6163.454
SEC61A2	105.1759	SEC61A2	103.2529
SEC61B	1355.4134	SEC61B	904.983
SEC61G	705.3449	SEC61G	489.6317
SEC62	4576.0621	SEC62	4066.2334
SEC63	4146.1855	SEC63	3278.242
SECISBP2L	793.0562	SECISBP2L	2709.0684
SECISBP2	726.8159	SECISBP2	1186.0105
SECTM1	698.9493	SECTM1	170.8449
SEH1L	729.5569	SEH1L	757.0412
SEL1L3	976.2449	SEL1L3	452.182
SEL1L	3735.9525	SEL1L	4401.7332
SELENBP1	1082.2293	SELENBP1	2456.2055
SELE	204.2028	SELE	110.1826
SELK	560.9868	SELK	421.8508
SELL	992.6907	SELL	113.8966
SELM	2332.1151	SELM	1190.3435
SELO	622.6587	SELO	359.9505
SELPLG	999.0863	SELPLG	249.1489
SELP	117.862	SELP	346.6419
SELS	1801.736	SELS	647.4776
SELT	4158.063	SELT	1657.6911
SEMA3A	49.3376	SEMA3A	52.9248
SEMA3B	140.2467	SEMA3B	231.8168
SEMA3C	1190.4979	SEMA3C	9710.3064
SEMA3D	20.1005	SEMA3D	729.805
SEMA3E	46.1398	SEMA3E	565.4596
SEMA3F	1637.7341	SEMA3F	1050.1393
SEMA3G	200.5482	SEMA3G	1505.1068
SEMA4A	1058.4742	SEMA4A	995.9765
SEMA4B	3686.1581	SEMA4B	1821.108
SEMA4C	553.2206	SEMA4C	1034.0452
SEMA4D	1315.6693	SEMA4D	671.3092
SEMA4F	317.4966	SEMA4F	321.2628
SEMA4G	275.3266	SEMA4G	185.1842
removed	removed	SEMA5A	4108.9446
SEMA5B	21.9278	SEMA5B	25.0696
SEMA6A	57.1037	SEMA6A	786.4438
SEMA6B	939.2417	SEMA6B	199.9381
SEMA6C	148.4696	SEMA6C	301.1452
SEMA6D	24.6688	SEMA6D	1526.4624
SEMA7A	291.0005	SEMA7A	55.0913
SENP1	476.9301	SENP1	551.1606
SENP2	1299.2234	SENP2	1002.476
SENP3	773.8054	SENP3	933.225
SENP5	941.9826	SENP5	802.2284
SENP6	1973.5039	SENP6	2320.9533
SENP7	301.9644	SENP7	723.3055
SENP8	58.931	SENP8	86.0415
SEP15	2282.7775	SEP15	2798.2049
SEPHS1	1488.3508	SEPHS1	1259.3624
SEPHS2	6557.3321	SEPHS2	1623.0269
SEPN1	2193.2389	SEPN1	3001.857
SEPP1	8461.4207	SEPP1	14486.0043
SEPSECS	138.8762	SEPSECS	442.2779
SEPT10	702.6039	SEPT10	2359.9505
SEPT11	3082.6862	SEPT11	1532.6524
SEPT12	5.482	removed	removed
SEPT1	368.2047	SEPT1	95.3265
SEPT2	6332.572	SEPT2	8347.8799
SEPT3	271.8136	SEPT3	250.3869
SEPT4	215.1667	SEPT4	491.1792
SEPT5	1034.2622	SEPT5	765.0882
SEPT6	1936.0439	SEPT6	1015.1656
SEPT7P2	71.7222	SEPT7P2	235.8403
SEPT7	2101.873	SEPT7	3207.6756
SEPT8	1623.28	SEPT8	1847.5209
SEPT9	13088.6249	SEPT9	4607.5518
SEPW1	1654.6368	SEPW1	2240.1733
SEPX1	1040.6578	SEPX1	316.9297
SERAC1	190.4979	SERAC1	365.212
SERBP1	4828.2321	SERBP1	6764.7787
SERF1A	394.7008	SERF1A	376.3541
SERF2	6623.5541	SERF2	4102.7731
SERGEF	128.3691	SERGEF	343.8564
SERHL2	94.4678	SERHL2	564.9489
SERHL	123.8008	SERHL	286.9081
SERINC1	4644.1297	SERINC1	8303.3117
SERINC2	4531.7497	SERINC2	2040.2352
SERINC3	2391.9598	SERINC3	3204.8901
SERINC4	6.4139	SERINC4	12.5348
SERINC5	130.6533	SERINC5	306.0972
SERP1	8007.0123	SERP1	5363.2281
SERP2	22.3847	SERP2	75.2089
SERPINA11	51.1649	SERPINA11	61.5908
SERPINA1	3273.6409	SERPINA1	1313.5252
SERPINA3	9603.0151	SERPINA3	3417.8273
SERPINA4	19.1868	removed	removed
SERPINA5	95.4774	SERPINA5	564.5311
SERPINB13	49.7944	SERPINB13	6.4995
SERPINB1	1252.6268	SERPINB1	738.4711
SERPINB2	81.3157	removed	removed
SERPINB3	56.19	SERPINB3	7.2454
SERPINB4	10.0503	removed	removed
SERPINB5	160.804	SERPINB5	1612.5039
SERPINB6	1690.2695	SERPINB6	1857.6292
SERPINB8	192.7821	SERPINB8	146.7038
SERPINB9	703.5176	SERPINB9	258.1244
SERPINE1	388.3052	SERPINE1	62.8288
SERPINE2	365.9205	SERPINE2	596.1003
SERPINF1	1841.937	SERPINF1	2354.3794
SERPINF2	83.5998	SERPINF2	113.2776
SERPING1	8101.4162	SERPING1	8543.485
SERPINH1	2492.0055	SERPINH1	2102.7546
SERPINI1	417.5423	SERPINI1	456.8245
SERTAD1	297.3961	SERTAD1	389.0436
SERTAD2	1894.4724	SERTAD2	1690.4983
SERTAD3	486.0667	SERTAD3	500.7738
SERTAD4	513.9333	SERTAD4	605.0758
SESN1	434.9018	SESN1	982.6679
SESN2	386.4778	SESN2	278.861
SESN3	59.3878	SESN3	392.1387
SESTD1	766.5601	SESTD1	1545.6515
SETBP1	309.2736	SETBP1	1385.9486
SETD1A	1037.46	SETD1A	890.4364
SETD1B	719.0498	SETD1B	1364.9025
SETD2	1253.9973	SETD2	2994.7385
SETD3	1441.7542	SETD3	1450.325
SETD4	170.8543	SETD4	423.7078
SETD5	2323.8922	SETD5	3131.5382
SETD6	120.0548	SETD6	354.1597
SETD7	1521.6994	SETD7	3726.4005
SETD8	685.2444	SETD8	751.1606
SETDB1	1205.1165	SETDB1	1163.1074
SETDB2	427.5925	SETDB2	684.3083
SETMAR	640.4751	SETMAR	870.9378
SETX	2500.6852	SETX	2992.2625
SET	10817.725	SET	5710.9254
SEZ6L2	32.8917	SEZ6L2	766.6357
SF1	4987.2088	SF1	5256.8864
SF3A1	3470.3883	SF3A1	4077.9294
SF3A2	1882.138	SF3A2	1228.4123
SF3A3	1743.7186	SF3A3	1990.0959
SF3B14	1455.0023	SF3B14	1078.6134
SF3B1	6174.0521	SF3B1	7958.5268
SF3B2	4915.4865	SF3B2	4118.2297
SF3B3	3520.3289	SF3B3	3319.7153
SF3B4	2711.7405	SF3B4	1325.2863
SF3B5	2236.1809	SF3B5	943.6707
SF4	559.1594	SF4	470.1331
SFI1	968.4788	SFI1	579.0777
SFMBT1	242.1197	SFMBT1	392.4482
SFMBT2	142.074	SFMBT2	280.4085
SFN	1397.2545	SFN	962.411
SFPQ	5366.2312	SFPQ	3323.7574
SFRP1	48.4239	SFRP1	39063.7574
SFRP2	1228.8716	SFRP2	3229.6503
SFRP4	398.3554	SFRP4	603.8378
SFRP5	5.9388	removed	removed
SFRS11	1975.788	SFRS11	3527.7004
SFRS12IP1	414.3444	SFRS12IP1	695.4503
SFRS12	827.7752	SFRS12	1658.0006
SFRS13A	1675.1942	SFRS13A	1705.9734
SFRS13B	6.3956	SFRS13B	29.7122
SFRS14	2135.7423	SFRS14	1571.7425
SFRS15	915.9434	SFRS15	992.8815
SFRS16	319.3239	SFRS16	511.2968
SFRS17A	623.5724	SFRS17A	995.667
SFRS18	814.5272	SFRS18	2675.6422
SFRS1	5346.2768	SFRS1	3908.3875
SFRS2B	677.0215	SFRS2B	1785.8248
SFRS2IP	1814.0704	SFRS2IP	3960.6933
SFRS2	4562.0146	SFRS2	2679.3005
SFRS3	4512.5628	SFRS3	4347.2609
SFRS4	1473.2755	SFRS4	1640.0495
SFRS5	1874.3719	SFRS5	5484.6797
SFRS6	3807.2179	SFRS6	3909.0065
SFRS7	2291.4573	SFRS7	1855.4627
SFRS8	645.5002	SFRS8	891.0554
SFRS9	1976.2449	SFRS9	1473.2281
SFT2D1	447.693	SFT2D1	365.5215
SFT2D2	94.4815	SFT2D2	104.6116
SFT2D3	243.947	SFT2D3	352.2129
SFTPA1	98.6752	SFTPA1	9.2851
SFTPA2	221.1055	SFTPA2	26.9266
SFTPB	489.2645	SFTPB	36.5212
SFTPC	12.7912	removed	removed
SFTPD	8.6798	SFTPD	21.9746
SFXN1	630.4249	SFXN1	443.2064
SFXN2	568.7529	SFXN2	363.0455
SFXN3	701.2334	SFXN3	850.8202
SFXN4	402.0101	SFXN4	355.308
SFXN5	387.3915	SFXN5	207.0566
removed	removed	SGCA	7.428
SGCB	1017.3595	SGCB	1363.974
SGCD	41.1147	SGCD	399.5667
SGCE	466.8799	SGCE	1340.4519
SGCG	6.8524	SGCG	8.9755
SGEF	777.0672	SGEF	363.0455
SGIP1	62.1288	SGIP1	112.0396
SGK196	47.0534	SGK196	68.3999
SGK1	1320.2376	SGK1	1010.2136
SGK223	944.2668	SGK223	890.4364
SGK269	776.1535	SGK269	1602.9093
SGK2	5.482	SGK2	35.9022
SGK3	2426.9758	SGK3	1250.2693
SGK494	51.736	SGK494	44.2587
SGMS1	984.4678	SGMS1	807.7994
SGMS2	1105.5276	SGMS2	698.4277
SGOL1	152.5811	removed	removed
SGOL2	375.9708	SGOL2	113.5871
SGPL1	3171.7679	SGPL1	2460.848
SGPP1	404.2942	SGPP1	427.1123
SGPP2	38.8305	SGPP2	33.7357
SGSH	831.8867	SGSH	805.3234
SGSM1	262.2202	SGSM1	362.117
SGSM2	965.7378	SGSM2	2260.2909
SGSM3	1216.5372	SGSM3	1178.892
SGTA	3042.942	SGTA	1257.1959
SGTB	273.1156	SGTB	247.8304
SH2B1	785.2901	SH2B1	1301.4547
SH2B2	53.4491	SH2B2	20.1176
SH2B3	904.9794	SH2B3	801.6094
SH2D1A	263.5907	SH2D1A	22.2841
SH2D1B	26.9529	SH2D1B	6.19
SH2D2A	258.5656	SH2D2A	34.6642
SH2D3A	408.4057	SH2D3A	251.0059
SH2D3C	386.9347	SH2D3C	311.3587
SH2D4A	439.4701	SH2D4A	496.7502
SH2D5	5.482	removed	removed
SH3BGRL2	122.8872	SH3BGRL2	1266.1715
SH3BGRL3	4648.698	SH3BGRL3	1030.9502
SH3BGRL	13283.2069	SH3BGRL	5256.8771
SH3BGR	39.2873	SH3BGR	297.1216
SH3BP1	888.4833	SH3BP1	195.2708
SH3BP2	663.7734	SH3BP2	1365.831
SH3BP4	2033.8054	SH3BP4	2853.2962
SH3BP5L	570.1233	SH3BP5L	926.6481
SH3BP5	1402.0786	SH3BP5	1752.3955
SH3D19	288.2595	SH3D19	3172.7019
SH3D20	19.6437	SH3D20	7.428
SH3GL1	2725.9022	SH3GL1	996.905
removed	removed	SH3GL2	6.4995
SH3GLB1	1656.4641	SH3GLB1	3076.1374
SH3GLB2	1650.0685	SH3GLB2	1296.1931
SH3KBP1	764.2759	SH3KBP1	683.0703
SH3PXD2A	634.5363	SH3PXD2A	2665.7382
SH3PXD2B	781.6354	SH3PXD2B	1599.5048
SH3RF1	469.164	SH3RF1	965.9548
SH3RF2	28.7803	SH3RF2	667.5952
SH3RF3	55.7332	SH3RF3	140.2043
SH3TC1	213.7963	SH3TC1	145.4658
SH3TC2	11.4207	SH3TC2	171.7734
SH3YL1	1583.8282	SH3YL1	2402.9712
SHANK2	631.7953	SHANK2	1496.1312
SHANK3	299.6802	SHANK3	712.1634
SHARPIN	1976.2449	SHARPIN	532.9619
SHB	514.3901	SHB	389.0436
SHC1	2127.4555	SHC1	2635.0975
SHC2	9.5934	SHC2	259.6719
removed	removed	SHC3	21.3556
SHC4	7.7661	SHC4	103.0641
SHCBP1	178.1635	SHCBP1	19.8081
SHD	5.9388	removed	removed
SHE	92.7364	SHE	442.5874
SHFM1	1550.0228	SHFM1	928.1956
SHF	37.46	SHF	169.9164
SHISA2	16.9027	SHISA2	511.6063
removed	removed	SHISA3	8.3565
SHISA4	263.1339	SHISA4	172.3924
SHISA5	3314.7556	SHISA5	2107.0876
removed	removed	SHISA6	21.9746
SHISA9	390.5893	SHISA9	83.875
SHKBP1	1547.2819	SHKBP1	503.2498
SHMT1	670.8634	SHMT1	908.1275
SHMT2	2019.1868	SHMT2	1032.8072
SHOC2	1374.6003	SHOC2	1273.5995
SHOX2	38.8305	SHOX2	72.1139
SHPK	586.1124	SHPK	465.4348
SHPRH	455.8246	SHPRH	902.0768
SHQ1	483.3257	SHQ1	511.6063
SHROOM1	1093.6501	SHROOM1	204.8901
SHROOM2	539.5158	SHROOM2	350.3559
SHROOM3	3433.0745	SHROOM3	5279.1705
SHROOM4	123.8008	SHROOM4	436.3974
SIAE	1152.9511	SIAE	961.0028
SIAH1	301.841	SIAH1	629.217
SIAH2	3476.9301	SIAH2	793.8719
SIDT1	442.6679	SIDT1	569.7926
SIDT2	1048.2366	SIDT2	1844.5837
SIGIRR	401.0964	SIGIRR	412.2563
SIGLEC10	407.492	SIGLEC10	75.5184
SIGLEC14	159.4335	SIGLEC14	11.4516
SIGLEC15	8.2229	SIGLEC15	116.0631
removed	removed	SIGLEC16	5.571
SIGLEC1	1819.0955	SIGLEC1	208.2946
SIGLEC5	64.413	SIGLEC5	10.8326
SIGLEC6	15.0754	removed	removed
SIGLEC7	135.2216	SIGLEC7	8.666
SIGLEC8	97.3047	SIGLEC8	30.9502
SIGLEC9	118.7757	SIGLEC9	14.8561
SIGLECP3	10.5071	SIGLECP3	17.0226
SIGMAR1	1470.5345	SIGMAR1	974.3114
SIK1	332.1151	SIK1	626.7409
SIK2	333.4856	SIK2	1563.6026
SIK3	563.7277	SIK3	1666.6667
SIKE1	749.6574	SIKE1	897.8644
SIL1	696.2083	SIL1	645.0015
SILV	67.154	SILV	194.9861
removed	removed	SIM1	9.5946
SIM2	83.5998	SIM2	43.6397
SIN3A	1684.3307	SIN3A	2771.5877
SIN3B	934.6734	SIN3B	1350.0464
SIP1	198.264	SIP1	141.1328
SIPA1L1	754.6825	SIPA1L1	1556.1746
SIPA1L2	434.445	SIPA1L2	608.7898
SIPA1L3	1089.5386	SIPA1L3	1822.346
SIPA1	1334.8561	SIPA1	482.8227
SIRPA	1490.635	SIRPA	2013.3086
SIRPB1	312.0146	SIRPB1	123.1817
SIRPB2	166.286	SIRPB2	19.8081
SIRPG	245.3175	SIRPG	15.7846
SIRT1	408.8625	SIRT1	878.3658
SIRT2	830.973	SIRT2	981.1204
SIRT3	246.8205	SIRT3	969.0653
SIRT4	14.6185	SIRT4	34.6642
SIRT5	248.0585	SIRT5	403.5902
SIRT6	346.2768	SIRT6	134.6332
SIRT7	883.5085	SIRT7	212.0087
SIT1	145.7286	SIT1	22.2841
SIVA1	1144.3582	SIVA1	695.1408
SIX1	1172.2248	SIX1	262.1479
SIX2	19.1868	SIX2	19.1891
removed	removed	SIX3	6.4995
SIX4	400.6396	SIX4	326.2148
SIX5	414.3444	SIX5	761.0647
SKA1	301.9644	SKA1	7.428
SKA2	1404.2942	SKA2	384.7106
SKA3	228.9813	SKA3	13.6243
SKAP1	162.6313	SKAP1	125.0387
SKAP2	521.6994	SKAP2	1481.2751
SKIL	629.968	SKIL	442.2779
SKIV2L2	1217.5925	SKIV2L2	1692.9681
SKIV2L	800.6076	SKIV2L	785.3544
SKI	1960.2558	SKI	3280.718
SKP1	3710.8269	SKP1	5935.3141
SKP2	550.9365	SKP2	183.225
SLA2	231.6126	SLA2	35.5927
SLAIN1	57.5605	SLAIN1	206.7471
SLAIN2	1533.1201	SLAIN2	1464.5621
SLAMF1	164.4587	SLAMF1	28.1647
SLAMF6	421.6537	SLAMF6	41.1637
SLAMF7	2275.4683	SLAMF7	265.862
SLAMF8	2107.0672	SLAMF8	94.4475
SLA	912.2887	SLA	131.2287
SLBP	728.1864	SLBP	709.0684
SLC10A3	1125.1713	SLC10A3	421.8508
SLC10A4	5.482	removed	removed
removed	removed	SLC10A5	8.3565
SLC10A6	5.0251	SLC10A6	18.8796
SLC10A7	188.2138	SLC10A7	238.3163
SLC11A1	89.9954	SLC11A1	8.666
SLC11A2	1486.0667	SLC11A2	2365.831
removed	removed	SLC12A1	8.666
SLC12A2	504.7967	SLC12A2	5708.1399
SLC12A3	13.7049	removed	removed
SLC12A4	382.8232	SLC12A4	1186.1003
SLC12A6	393.4445	SLC12A6	890.1517
SLC12A7	1507.0809	SLC12A7	1465.4906
SLC12A8	199.1777	SLC12A8	255.6484
SLC12A9	817.725	SLC12A9	740.6376
SLC13A2	84.9703	SLC13A2	667.5952
SLC13A3	42.942	SLC13A3	69.4336
removed	removed	SLC13A4	12.0706
SLC14A1	35.6327	SLC14A1	454.658
SLC14A2	5.482	SLC14A2	20.1176
SLC15A2	57.5605	SLC15A2	197.1526
SLC15A3	1476.9301	SLC15A3	267.719
SLC15A4	564.6414	SLC15A4	724.5435
SLC16A10	5.482	SLC16A10	9.2851
removed	removed	SLC16A11	58.1863
removed	removed	SLC16A12	138.6568
SLC16A13	124.7145	SLC16A13	65.3049
SLC16A14	716.7656	SLC16A14	246.9824
SLC16A1	235.2672	SLC16A1	347.8799
SLC16A2	571.9507	SLC16A2	881.4608
SLC16A3	1958.4285	SLC16A3	95.017
SLC16A4	40.201	SLC16A4	361.8075
SLC16A5	491.5487	SLC16A5	268.338
SLC16A6	796.7108	SLC16A6	80.7799
SLC16A7	12.7912	SLC16A7	81.7084
removed	removed	SLC16A8	16.0941
SLC16A9	7.7661	SLC16A9	143.2993
SLC17A5	665.6007	SLC17A5	826.9885
removed	removed	SLC17A7	30.0217
SLC17A9	248.9721	SLC17A9	46.7348
SLC18A1	8.2229	removed	removed
SLC18A2	21.9278	SLC18A2	12.0706
SLC19A1	602.5582	SLC19A1	130.3002
SLC19A2	477.8438	SLC19A2	634.4785
SLC19A3	13.2481	SLC19A3	574.7447
SLC1A1	96.391	SLC1A1	155.6794
SLC1A2	180.9045	SLC1A2	163.4169
SLC1A3	719.0498	SLC1A3	175.178
SLC1A4	3762.9054	SLC1A4	2809.6565
SLC1A5	4427.5925	SLC1A5	3502.3213
removed	removed	SLC1A7	16.7131
SLC20A1	1476.0164	SLC20A1	631.3835
SLC20A2	910.0046	SLC20A2	1295.5741
removed	removed	SLC22A11	12.3801
SLC22A15	37.9169	SLC22A15	82.637
SLC22A17	179.534	SLC22A17	1253.7914
SLC22A18AS	17.8164	removed	removed
SLC22A18	483.3257	SLC22A18	200.5571
SLC22A20	9.1366	removed	removed
SLC22A23	1193.9287	SLC22A23	1165.2461
SLC22A3	47.9671	SLC22A3	86.97
SLC22A4	105.9845	SLC22A4	107.1619
SLC22A5	363.6364	SLC22A5	624.5744
SLC23A1	24.212	SLC23A1	15.1656
SLC23A2	402.9237	SLC23A2	1498.6072
SLC23A3	9.5934	SLC23A3	10.4178
SLC24A1	213.8831	SLC24A1	655.3049
SLC24A3	545.9114	SLC24A3	559.2696
SLC24A4	8.2229	removed	removed
removed	removed	SLC24A5	5.3358
SLC24A6	972.1334	SLC24A6	540.6995
SLC25A10	3423.9379	SLC25A10	470.4426
SLC25A11	1088.6249	SLC25A11	809.347
SLC25A12	366.3773	SLC25A12	679.9752
SLC25A13	448.1498	SLC25A13	467.6571
SLC25A14	163.0882	SLC25A14	119.1582
SLC25A15	389.5614	SLC25A15	330.164
SLC25A16	349.9315	SLC25A16	286.9081
SLC25A17	864.3216	SLC25A17	582.7917
SLC25A18	84.9703	SLC25A18	15.1656
SLC25A19	607.1265	SLC25A19	102.4451
SLC25A1	4169.9406	SLC25A1	1125.0387
SLC25A20	407.0352	SLC25A20	471.0616
removed	removed	SLC25A21	13.909
SLC25A22	359.0681	SLC25A22	255.6484
SLC25A23	3359.0681	SLC25A23	1577.5302
SLC25A24	1796.254	SLC25A24	1118.8487
SLC25A25	643.6729	SLC25A25	387.4961
SLC25A26	203.6729	SLC25A26	450.0867
SLC25A27	21.9278	SLC25A27	402.9712
SLC25A28	619.9178	SLC25A28	569.4831
SLC25A29	975.788	SLC25A29	780.5633
