gene_id	TCGA-BH-A0C0-01A-21R-A056-07	gene_id	TCGA-BH-A0C0-11A-21R-A089-07
RBM16	1273.7277	RBM16	1892.1603
RBM17	1662.8598	RBM17	1352.8319
RBM18	1306.5327	RBM18	957.9078
RBM19	1051.6217	RBM19	663.5716
RBM20	12.3344	RBM20	72.1139
RBM22	777.9808	RBM22	1240.4828
RBM23	1575.6053	RBM23	1626.7409
RBM24	66.2403	RBM24	61.9003
RBM25	1794.8835	RBM25	2351.2844
RBM26	744.1754	RBM26	1168.9879
RBM27	846.0484	RBM27	1207.0566
RBM28	534.4906	RBM28	388.7341
RBM33	870.2604	RBM33	1426.4933
RBM34	777.693	RBM34	515.113
RBM38	1152.1243	RBM38	617.1464
RBM39	3849.7031	RBM39	4909.935
RBM3	4999.5432	RBM3	3964.4073
RBM41	173.1384	RBM41	238.6258
RBM42	1010.5071	RBM42	806.2519
RBM43	179.0772	RBM43	599.1953
removed	removed	RBM44	5.571
RBM45	154.4084	RBM45	171.1544
RBM47	3279.5797	RBM47	2461.467
RBM4B	309.7305	RBM4B	430.2074
RBM4	2331.6217	RBM4	1907.1681
RBM5	1225.0662	RBM5	3318.598
RBM6	881.2243	RBM6	1813.8069
RBM7	455.4591	RBM7	635.0975
RBM8A	1568.8534	RBM8A	2170.2816
RBM9	1208.3143	RBM9	3767.5642
RBMS1	977.1585	RBMS1	1475.7041
RBMS2	714.4404	RBMS2	1684.5682
RBMS3	9.1366	RBMS3	226.8647
RBMX2	366.8342	RBMX2	420.6128
RBMXL1	385.4637	RBMXL1	963.7047
RBMX	3025.5825	RBMX	4409.4708
RBP1	593.8785	RBP1	363.974
RBP4	14.6185	RBP4	429.5884
RBP5	212.4258	RBP5	77.0659
RBP7	61.2152	RBP7	478.4896
RBPJ	530.3792	RBPJ	849.8917
RBPMS2	17.8164	RBPMS2	40.5447
RBPMS	638.6478	RBPMS	2022.5936
RBX1	935.7332	RBX1	493.5345
RC3H1	766.5601	RC3H1	1317.2392
RC3H2	631.7953	RC3H2	652.7391
RCAN1	603.9287	RCAN1	2393.9957
RCAN2	111.9233	RCAN2	404.8282
RCAN3	155.7789	RCAN3	251.6249
RCBTB1	640.9319	RCBTB1	735.376
RCBTB2	140.2467	RCBTB2	648.7156
RCC1	920.5802	RCC1	314.7106
RCC2	5026.0393	RCC2	2922.3151
RCCD1	309.2736	RCCD1	177.654
RCE1	383.28	RCE1	277.3135
RCHY1	482.8689	RCHY1	722.6865
RCL1	163.545	RCL1	353.1414
RCN1	679.3056	RCN1	2566.3881
RCN2	1118.7757	RCN2	923.2436
RCN3	296.4824	RCN3	235.5308
RCOR1	973.0471	RCOR1	1167.7499
RCOR2	121.5167	RCOR2	26.9266
RCOR3	614.4358	RCOR3	1439.8019
RCSD1	640.0183	RCSD1	541.009
RDBP	797.3824	RDBP	991.4949
RDH10	2089.9954	RDH10	360.5695
RDH11	2253.9973	RDH11	1510.3683
RDH13	386.9347	RDH13	192.2006
RDH14	574.6916	RDH14	393.2931
RDH16	50.2513	RDH16	6.809
RDH5	16.2768	RDH5	85.4782
RDM1	71.7222	removed	removed
RDX	1720.8771	RDX	1674.0947
REC8	140.7035	REC8	47.3538
RECK	105.0708	RECK	546.8895
RECQL4	1061.2152	RECQL4	77.6849
RECQL5	1033.3486	RECQL5	537.914
RECQL	807.7204	RECQL	770.7211
REEP1	18.73	REEP1	358.403
REEP2	116.9484	REEP2	157.5364
REEP3	557.3321	REEP3	670.3807
REEP4	952.9466	REEP4	200.5571
REEP5	3403.8374	REEP5	7230.5478
REEP6	4225.6738	REEP6	1131.2287
RELA	2789.8584	RELA	1914.5775
RELB	501.5989	RELB	217.8892
RELL1	269.2005	RELL1	809.415
RELL2	36.6651	RELL2	20.5757
RELN	11.8776	RELN	454.9675
RELT	293.7414	RELT	28.7837
REL	170.3974	REL	205.1996
REM1	20.5573	REM1	32.4977
REM2	56.19	REM2	12.0706
RENBP	248.9721	RENBP	30.9502
REN	5.9388	removed	removed
removed	removed	REP15	24.4506
REPIN1	2628.5975	REPIN1	1717.1154
REPS1	1005.482	REPS1	938.4092
REPS2	650.9822	REPS2	845.8682
RER1	3113.6227	RER1	2179.545
RERE	1599.3604	RERE	5414.1133
removed	removed	RERGL	175.797
RERG	1165.3723	RERG	1541.628
REST	419.3696	REST	665.7382
RETSAT	2198.7209	RETSAT	2407.9232
removed	removed	RET	168.9879
REV1	467.7935	REV1	994.7385
REV3L	568.296	REV3L	1338.9044
REXO1	966.1946	REXO1	540.6995
REXO2	517.5879	REXO2	594.2433
REXO4	941.069	REXO4	644.073
RFC1	1596.1626	RFC1	1955.4318
RFC2	797.1677	RFC2	386.5676
RFC3	487.894	RFC3	306.7162
RFC4	809.9589	RFC4	215.4132
RFC5	277.7524	RFC5	307.0257
RFESD	10.8406	RFESD	30.6221
RFFL	1366.5144	RFFL	819.3439
RFK	545.4545	RFK	426.1838
RFNG	1438.0996	RFNG	545.0325
RFPL1S	9.1366	RFPL1S	21.3928
RFPL3S	6.8524	RFPL3S	7.1185
RFT1	519.4153	RFT1	498.2977
RFTN1	1861.5806	RFTN1	487.4652
RFTN2	22.3847	RFTN2	79.8514
RFWD2	1116.9484	RFWD2	834.1071
RFWD3	830.5162	RFWD3	694.2123
RFX1	390.5893	RFX1	461.1575
RFX2	290.5436	RFX2	238.9353
RFX3	98.2184	RFX3	118.2297
RFX5	1153.9516	RFX5	885.1749
RFX6	13.7049	RFX6	29.0932
RFX7	465.0525	RFX7	956.6698
RFX8	5.482	RFX8	23.2126
RFXANK	1196.2631	RFXANK	489.3098
RFXAP	95.9342	RFXAP	157.5364
RG9MTD1	549.566	RG9MTD1	524.6054
RG9MTD2	195.9799	RG9MTD2	145.1563
RG9MTD3	117.862	RG9MTD3	285.3606
RGAG1	13.2481	RGAG1	12.6896
RGAG4	140.2467	RGAG4	824.822
RGL1	549.1092	RGL1	831.3216
RGL2	1093.6501	RGL2	1831.6311
RGL3	226.5875	RGL3	168.0068
RGL4	27.6565	RGL4	15.0356
RGMA	97.3047	RGMA	727.329
RGMB	256.2814	RGMB	1180.2816
RGNEF	230.2421	RGNEF	942.1232
removed	removed	RGN	150.4178
RGP1	116.9484	RGP1	255.3389
RGPD1	218.3783	RGPD1	391.7054
RGPD3	211.5121	RGPD3	470.4426
RGPD4	137.9625	RGPD4	228.7218
RGPD5	57.1037	RGPD5	318.5206
RGPD6	368.6615	RGPD6	956.5955
RGS10	883.0516	RGS10	405.1377
RGS11	127.3275	RGS11	60.4333
RGS12	301.5075	RGS12	892.6029
RGS13	20.5573	removed	removed
RGS14	257.1951	RGS14	198.0811
RGS16	1048.8808	RGS16	242.9588
removed	removed	RGS17	6.4995
RGS18	60.7583	RGS18	32.1882
RGS19	455.4591	RGS19	153.8223
RGS1	887.6199	RGS1	150.1083
removed	removed	RGS22	12.9991
RGS2	201.4619	RGS2	1679.0467
RGS3	1531.7497	RGS3	793.2529
removed	removed	RGS4	61.2813
RGS5	963.4536	RGS5	4978.9539
removed	removed	RGS6	79.2324
removed	removed	RGS7BP	47.3538
RGS9BP	16.9027	RGS9BP	6.4995
RGS9	18.73	RGS9	98.112
RHBDD1	286.4322	RHBDD1	454.3485
RHBDD2	1736.4093	RHBDD2	1120.7057
RHBDD3	691.1832	RHBDD3	156.6079
RHBDF1	567.3824	RHBDF1	701.6404
RHBDF2	1862.0375	RHBDF2	288.7651
RHBDL1	48.8808	RHBDL1	14.2371
RHBDL2	179.534	RHBDL2	37.1402
removed	removed	RHBDL3	74.8994
RHBG	12.7912	removed	removed
RHCE	9.6071	removed	removed
RHCG	207.4006	RHCG	39.6162
removed	removed	RHD	17.9759
RHEBL1	47.9671	RHEBL1	5.8805
RHEB	1444.952	RHEB	778.0873
RHOA	10674.2805	RHOA	8674.0947
RHOBTB1	489.2645	RHOBTB1	284.1226
RHOBTB2	382.7136	RHOBTB2	679.0065
RHOBTB3	220.6487	RHOBTB3	1286.5986
RHOB	9301.0507	RHOB	7142.0613
RHOC	3731.841	RHOC	3380.9966
RHOD	606.2129	RHOD	299.5976
RHOF	540.9502	RHOF	44.8004
RHOG	1416.1718	RHOG	655.5246
RHOH	293.2846	RHOH	311.9777
RHOJ	79.4884	RHOJ	525.2244
RHOQ	673.0105	RHOQ	1586.156
RHOT1	1092.7364	RHOT1	1095.636
RHOT2	1466.8799	RHOT2	938.4092
RHOU	205.5733	RHOU	1229.9598
RHOV	539.0589	RHOV	586.8152
removed	removed	RHOXF1	7.428
RHPN1	947.0078	RHPN1	213.5562
RHPN2	1326.1763	RHPN2	1054.1628
RIBC1	126.9986	RIBC1	38.3782
RIBC2	68.9813	RIBC2	18.2606
RIC3	10.5071	RIC3	363.974
RIC8A	939.1092	RIC8A	1765.6917
RIC8B	351.302	RIC8B	475.7041
RICH2	297.3961	RICH2	245.1253
RICTOR	751.0279	RICTOR	1440.7304
RIF1	835.5413	RIF1	1793.8719
RILPL1	115.6418	RILPL1	384.2309
RILPL2	459.1138	RILPL2	571.0306
RILP	138.8762	RILP	97.1835
RIMBP2	33.3486	RIMBP2	37.1402
RIMBP3C	6.8524	removed	removed
RIMBP3	61.672	RIMBP3	25.0696
RIMKLA	41.5715	RIMKLA	74.2804
RIMKLB	55.8291	RIMKLB	619.9041
RIMS1	17.3595	RIMS1	36.2117
RIMS3	137.0489	RIMS3	996.905
RIMS4	562.3572	RIMS4	18.2606
RIN1	54.3627	RIN1	212.0087
RIN2	1480.5847	RIN2	2139.5853
RIN3	468.7072	RIN3	368.6165
RING1	643.2161	RING1	801.2999
RINL	255.8246	RINL	196.5336
RINT1	503.0516	RINT1	425.9455
RIOK1	500.2284	RIOK1	503.2498
RIOK2	274.5546	RIOK2	600.1238
RIOK3	1683.4171	RIOK3	1324.9768
RIPK1	944.7236	RIPK1	1190.653
RIPK2	982.1836	RIPK2	254.4104
RIPK3	144.815	RIPK3	134.6332
RIPK4	305.1622	RIPK4	988.8579
RIT1	677.4783	RIT1	678.7372
RLF	1156.2357	RLF	1026.9266
RLIM	1572.8643	RLIM	1884.5559
RLN2	14.1617	RLN2	28.1647
RLTPR	155.3221	RLTPR	10.8326
RMI1	1249.429	RMI1	229.3408
RMND1	2291.4573	RMND1	511.2968
RMND5A	1285.5185	RMND5A	2459.3005
RMND5B	780.7218	RMND5B	655.2151
removed	removed	RMRP	9.5946
RNASE1	3210.1416	RNASE1	873.4138
RNASE2	25.5825	RNASE2	5.2615
RNASE4	621.1375	RNASE4	2251.8384
RNASE6	571.037	RNASE6	135.5617
removed	removed	RNASE7	108.9446
RNASEH1	325.2627	RNASEH1	253.4819
RNASEH2A	1269.9863	RNASEH2A	198.3906
RNASEH2B	381.4527	RNASEH2B	374.4971
RNASEH2C	780.0548	RNASEH2C	511.8353
RNASEK	1782.6039	RNASEK	1353.3705
RNASEL	366.3773	RNASEL	451.8725
RNASEN	2093.1932	RNASEN	1549.056
RNASET2	1253.0836	RNASET2	987.9294
RND1	438.5564	RND1	74.8994
RND2	72.1791	RND2	168.0594
RND3	460.0274	RND3	2564.2216
RNF103	972.0831	RNF103	1455.7722
RNF10	2217.9077	RNF10	3190.034
RNF111	588.3965	RNF111	1148.5608
removed	removed	RNF112	9.2851
RNF113A	275.0114	RNF113A	277.9325
RNF114	3550.9365	RNF114	1740.3281
RNF115	337.5971	RNF115	472.9186
RNF11	2789.8584	RNF11	2603.5283
RNF121	544.0841	RNF121	503.8688
RNF122	137.5057	RNF122	103.6831
RNF123	618.5473	RNF123	614.3609
RNF125	362.2659	RNF125	431.4454
RNF126P1	22.8415	RNF126P1	7.428
RNF126	684.3307	RNF126	324.3578
RNF128	455.4591	RNF128	444.4444
RNF130	1971.6766	RNF130	1597.9573
RNF135	816.8113	RNF135	710.9254
removed	removed	RNF138P1	10.8326
RNF138	592.0512	RNF138	578.4587
RNF139	2190.4979	RNF139	916.4655
RNF13	2708.9995	RNF13	1534.8189
RNF141	941.069	RNF141	1740.6376
RNF144A	158.9767	RNF144A	683.3798
RNF144B	2799.9086	RNF144B	1830.7026
RNF145	505.7104	RNF145	1632.931
RNF146	539.5158	RNF146	939.9567
RNF148	8.2229	removed	removed
RNF149	1372.773	RNF149	838.1306
RNF14	785.7469	RNF14	1457.4435
RNF150	11.8776	RNF150	356.546
RNF152	311.101	RNF152	108.0161
RNF157	71.2654	RNF157	111.0059
RNF160	741.8913	RNF160	1255.9579
removed	removed	RNF165	180.2074
RNF166	478.7574	RNF166	181.987
RNF167	1944.2668	RNF167	1840.2971
RNF168	327.5468	RNF168	340.7614
RNF169	513.8968	RNF169	921.1266
RNF170	487.894	RNF170	633.8595
RNF175	7.7661	RNF175	43.0207
RNF180	17.8164	RNF180	349.4274
RNF181	1272.2704	RNF181	707.5209
removed	removed	RNF182	15.7846
RNF183	229.3285	RNF183	19.1891
RNF185	1731.2654	RNF185	1584.8437
removed	removed	RNF186	73.0424
RNF187	2510.2787	RNF187	2176.416
RNF19A	5952.0329	RNF19A	1362.736
RNF19B	936.0439	RNF19B	550.913
RNF207	126.085	RNF207	169.2974
RNF208	377.3413	RNF208	93.4695
RNF20	1695.2947	RNF20	2017.6416
removed	removed	RNF212	55.0913
RNF213	7518.3417	RNF213	4571.238
RNF214	220.6487	RNF214	471.9901
RNF215	221.1055	RNF215	241.7208
RNF216L	193.2389	RNF216L	238.2204
RNF216	1144.815	RNF216	1471.3711
RNF217	41.5715	RNF217	129.3222
RNF219	352.6725	RNF219	470.1176
RNF220	1378.9447	RNF220	1300.5571
RNF24	243.0333	RNF24	411.0183
RNF25	291.4573	RNF25	325.9053
RNF26	1037.0032	RNF26	938.7187
RNF2	418.9127	RNF2	668.2142
RNF31	938.2184	RNF31	1046.9143
RNF32	51.1649	RNF32	43.3302
RNF34	560.0183	RNF34	604.005
RNF38	718.1361	RNF38	2281.0275
RNF39	31.9781	RNF39	415.3513
RNF40	3525.354	RNF40	2176.416
RNF41	798.0813	RNF41	922.9341
RNF43	391.0461	RNF43	818.3225
RNF44	1092.2796	RNF44	1209.2232
RNF4	996.8022	RNF4	1380.0681
RNF5P1	51.6217	RNF5P1	112.0396
RNF5	569.6665	RNF5	785.2058
RNF6	858.8397	RNF6	943.0517
RNF7	1590.6807	RNF7	945.2182
RNF8	230.6989	RNF8	364.2835
RNFT1	687.5286	RNFT1	232.4358
RNFT2	104.614	RNFT2	17.0226
RNGTT	472.8186	RNGTT	437.0164
RNH1	1765.6464	RNH1	2345.7134
RNLS	17.3595	RNLS	184.463
RNMTL1	437.1859	RNMTL1	280.4085
RNMT	734.1252	RNMT	1343.2374
RNPC3	160.3472	RNPC3	419.3717
RNPEPL1	1573.3212	RNPEPL1	1034.3547
RNPEP	3401.0964	RNPEP	1645.311
RNPS1	2964.3673	RNPS1	1949.2417
ROBLD3	760.6213	ROBLD3	403.8997
ROBO1	494.7465	ROBO1	1922.3151
removed	removed	ROBO2	16.7131
ROBO3	21.471	ROBO3	251.9344
ROBO4	219.2782	ROBO4	667.5952
ROCK1	1844.2211	ROCK1	2261.5289
ROCK2	752.8552	ROCK2	2052.6153
ROD1	4481.4984	ROD1	2531.7239
ROGDI	609.4107	ROGDI	379.4491
ROM1	101.873	ROM1	70.5664
ROMO1	774.783	ROMO1	322.8103
removed	removed	ROPN1B	277.9325
ROPN1L	48.8808	ROPN1L	5.8805
removed	removed	ROPN1	270.5045
ROR1	8.6798	ROR1	152.2748
ROR2	106.8981	ROR2	347.5704
RORA	218.8214	RORA	635.0975
removed	removed	RORB	17.0226
RORC	44.3125	RORC	874.3423
ROS1	5.9388	removed	removed
removed	removed	RP1L1	19.1891
RP1	32.4349	removed	removed
RP2	589.3102	RP2	489.0127
RP9P	54.8196	RP9P	149.1798
RP9	49.7944	RP9	150.4178
RPA1	2638.191	RPA1	2598.5763
RPA2	732.7547	RPA2	1086.97
RPA3	430.3335	RPA3	204.5806
RPAIN	347.862	RPAIN	595.9579
RPAP1	669.2554	RPAP1	718.0439
RPAP2	224.7602	RPAP2	294.9551
RPAP3	837.3687	RPAP3	672.2377
removed	removed	RPE65	5.2615
RPE	586.2723	RPE	763.126
RPF1	477.8438	RPF1	578.7682
RPF2	500.6852	RPF2	341.6899
RPGRIP1L	88.1681	RPGRIP1L	220.9842
RPGRIP1	6.3956	RPGRIP1	11.4516
RPGR	100.5025	RPGR	185.082
RPH3AL	39.7442	RPH3AL	215.7227
RPIA	448.6067	RPIA	363.6645
RPL10A	9479.6711	RPL10A	18473.5376
RPL10	21240.9593	RPL10	20644.6766
RPL11	9819.5523	RPL11	23933.1476
RPL12	12395.1576	RPL12	15498.9167
RPL13AP20	11.8776	RPL13AP20	40.5447
removed	removed	RPL13AP3	9.2851
removed	removed	RPL13AP6	14.5466
RPL13A	10030.6076	RPL13A	21004.333
RPL13P5	13.7049	RPL13P5	17.6416
RPL13	14312.0146	RPL13	24787.3723
RPL14	6065.3266	RPL14	11160.3219
RPL15	11636.3636	RPL15	28163.4169
RPL17	6451.5715	RPL17	9179.186
RPL18A	3367.7478	RPL18A	2240.1733
RPL18	8735.0388	RPL18	15879.6038
RPL19P12	37.9169	RPL19P12	82.3275
RPL19	24983.5541	RPL19	20431.7549
removed	removed	RPL21P44	7.1185
removed	removed	RPL21	17.9511
RPL22L1	355.8703	RPL22L1	460.848
RPL22	8651.8958	RPL22	12416.2798
RPL23AP53	124.7145	RPL23AP53	311.6682
removed	removed	RPL23AP64	6.809
RPL23AP7	121.9735	RPL23AP7	126.2767
RPL23AP82	149.3833	RPL23AP82	105.5772
RPL23A	7260.3929	RPL23A	6891.9839
RPL23P8	28.7803	RPL23P8	82.018
RPL23	15695.2947	RPL23	13488.7032
RPL24	4811.3294	RPL24	11909.6255
RPL26L1	276.3819	RPL26L1	140.8233
RPL26	7525.8109	RPL26	18956.6698
RPL27A	8962.0831	RPL27A	15196.5336
RPL27	8876.1992	RPL27	11774.0638
RPL28	16541.7999	RPL28	9094.7075
RPL29	8463.2252	RPL29	11952.6462
RPL30	28142.9877	RPL30	15768.8022
RPL31	8633.6227	RPL31	20841.5351
RPL32P3	146.5601	RPL32P3	299.3439
RPL32	15193.2389	RPL32	22804.0854
RPL34	4687.0717	RPL34	16248.8394
RPL35A	9185.4728	RPL35A	15217.5797
RPL35	11343.5359	RPL35	7026.6171
RPL36AL	2166.7428	RPL36AL	2529.8669
RPL36A	32.8917	RPL36A	42.7112
RPL36	9029.2371	RPL36	9536.676
RPL37A	8652.8095	RPL37A	16983.2869
RPL37	10602.1014	RPL37	13368.926
RPL38	10422.5674	RPL38	6823.2745
RPL39L	515.7606	RPL39L	163.7264
RPL39	430.3335	RPL39	729.4955
RPL3	28148.0128	RPL3	63872.1758
RPL41	18263.1339	RPL41	24092.8505
RPL4	17622.2019	RPL4	36768.1832
RPL5	10652.8095	RPL5	31264.3021
RPL6	13810.8725	RPL6	13894.1504
RPL7A	21931.9324	RPL7A	21018.2606
RPL7L1	768.794	RPL7L1	1301.7642
RPL7	2230.2421	RPL7	2095.636
RPL8	43846.9621	RPL8	31335.1903
RPL9	256.7382	RPL9	294.0266
RPLP0P2	149.3833	RPLP0P2	14.2371
RPLP0	17626.7702	RPLP0	27253.4819
RPLP1	13447.693	RPLP1	24129.9907
RPLP2	4849.7031	RPLP2	11314.1442
RPN1	7873.4582	RPN1	4043.9492
RPN2	8712.645	RPN2	5820.1548
RPP14	394.2439	RPP14	541.9375
RPP21	258.3737	RPP21	199.6286
RPP25	403.8374	RPP25	181.6775
RPP30	441.7542	RPP30	515.9393
RPP38	311.5578	RPP38	279.1705
RPP40	108.7254	RPP40	104.6116
RPPH1	7.3093	RPPH1	7.428
RPRD1A	1673.3668	RPRD1A	1510.6778
RPRD1B	1765.1896	RPRD1B	1011.7611
RPRD2	2054.3627	RPRD2	2167.7499
RPRML	22.8415	removed	removed
RPS10P7	47.0534	RPS10P7	126.8957
RPS10	3607.1265	RPS10	6627.0504
RPS11	14981.27	RPS11	28796.3479
RPS12	17701.2334	RPS12	17509.7493
RPS13	5994.0612	RPS13	12220.6747
RPS14	9527.6382	RPS14	20728.8765
removed	removed	RPS15AP10	12.3801
RPS15A	11246.2312	RPS15A	13909.0065
RPS15	7184.1023	RPS15	4596.4098
RPS16	7907.7204	RPS16	11421.2318
RPS17	7593.4217	RPS17	14797.2764
RPS18	17882.5948	RPS18	44326.2148
RPS19BP1	957.5148	RPS19BP1	694.2123
RPS19	10508.4513	RPS19	16133.3952
RPS20	19785.2901	RPS20	16056.3293
RPS21	5417.0854	RPS21	6207.9851
RPS23	8312.0146	RPS23	17360.879
RPS24	18492.0055	RPS24	21724.234
RPS25	5650.5254	RPS25	13690.4983
RPS26	1353.5861	RPS26	1692.3553
RPS27A	9377.3413	RPS27A	16607.2423
RPS27L	515.7606	RPS27L	873.1043
RPS27	515.3038	RPS27	1333.6428
RPS28	552.307	RPS28	528.6289
RPS29	6419.8264	RPS29	7303.3117
RPS2P32	5.0251	removed	removed
RPS2	17671.0827	RPS2	15065.9239
RPS3A	4275.4683	RPS3A	9361.8075
RPS3	18130.6533	RPS3	32068.3999
RPS4X	23962.54	RPS4X	56806.8709
RPS4Y1	34.2622	removed	removed
RPS5	14406.5783	RPS5	13095.9455
RPS6KA1	1343.5359	RPS6KA1	850.2012
RPS6KA2	367.7478	RPS6KA2	1231.5073
RPS6KA3	836.9118	RPS6KA3	1488.7032
RPS6KA4	878.9402	RPS6KA4	478.1801
RPS6KA5	163.0882	RPS6KA5	561.4361
removed	removed	RPS6KA6	141.7518
RPS6KB1	1147.556	RPS6KB1	920.7676
RPS6KB2	1825.0343	RPS6KB2	348.4989
RPS6KC1	735.9525	RPS6KC1	567.3166
RPS6KL1	43.3988	RPS6KL1	97.8025
RPS6	27480.1279	RPS6	44327.1433
RPS7	7548.1955	RPS7	7938.4092
RPS8	35822.7501	RPS8	28943.6707
RPS9	8877.5697	RPS9	15859.4862
RPSAP58	6978.529	RPSAP58	8510.6778
RPSAP9	13.7049	RPSAP9	23.5221
RPSA	4442.6679	RPSA	6546.2705
RPTN	9.5934	removed	removed
RPTOR	1865.2261	RPTOR	814.6085
RPUSD1	785.2901	RPUSD1	240.4828
RPUSD2	221.1055	RPUSD2	223.4602
RPUSD3	726.8159	RPUSD3	272.3615
RPUSD4	307.4463	RPUSD4	535.7474
RQCD1	232.5263	RQCD1	204.2711
RRAD	14.6185	RRAD	60.9718
RRAGA	1609.8675	RRAGA	1947.0752
RRAGB	190.9548	RRAGB	422.1603
RRAGC	549.0452	RRAGC	418.7558
RRAGD	192.3253	RRAGD	562.0551
RRAS2	296.9392	RRAS2	418.4463
RRAS	626.3134	RRAS	657.3816
RRBP1	4636.3636	RRBP1	4334.8808
RREB1	1174.0521	RREB1	1855.1532
removed	removed	RRH	9.5946
RRM1	1760.6213	RRM1	1429.5884
RRM2B	1213.7963	RRM2B	753.6366
RRM2	1555.9616	RRM2	36.8307
RRN3P1	23.2983	RRN3P1	51.3773
RRN3P2	13.7049	removed	removed
RRN3P3	36.1626	RRN3P3	57.0876
RRN3	1380.9959	RRN3	1401.4237
RRP12	2043.3988	RRP12	702.8784
RRP15	855.6418	RRP15	734.757
RRP1B	918.6843	RRP1B	1083.5655
RRP1	482.8689	RRP1	392.4482
RRP7A	969.8492	RRP7A	528.3194
RRP7B	54.9155	RRP7B	158.9755
RRP8	222.9328	RRP8	265.5525
RRP9	357.2407	RRP9	273.5995
RRS1	1423.9379	RRS1	347.8799
RSAD1	770.6715	RSAD1	835.6546
RSAD2	1452.2613	RSAD2	408.2327
RSBN1L	350.635	RSBN1L	594.7013
RSBN1	383.28	RSBN1	1101.5166
RSC1A1	233.7551	RSC1A1	471.3278
RSF1	596.1626	RSF1	1277.623
RSL1D1	4775.6967	RSL1D1	5946.4562
RSL24D1	1312.0146	RSL24D1	2750.5416
removed	removed	RSPH10B2	5.571
RSPH1	58.931	RSPH1	53.8533
RSPH3	89.9954	RSPH3	236.1498
RSPH4A	15.989	RSPH4A	19.1891
removed	removed	RSPH9	19.4986
removed	removed	RSPO1	101.5166
RSPO3	57.1037	RSPO3	450.944
RSPO4	8.6798	RSPO4	18.5701
RSPRY1	253.0836	RSPRY1	488.3937
RSRC1	456.3728	RSRC1	246.6729
RSRC2	1077.2042	RSRC2	1608.4803
RSU1	2016.4459	RSU1	1605.6948
RTBDN	33.3486	removed	removed
RTCD1	667.8849	RTCD1	469.2046
RTDR1	7.3093	removed	removed
RTEL1	293.5861	RTEL1	326.5336
RTF1	1546.825	RTF1	2112.0396
RTKN2	239.8355	RTKN2	38.0687
RTKN	803.1064	RTKN	565.4596
RTN1	309.2736	RTN1	497.9882
RTN2	257.1951	RTN2	326.2148
RTN3	14466.423	RTN3	4178.273
RTN4IP1	299.6802	RTN4IP1	121.0152
RTN4RL1	923.7095	RTN4RL1	697.9263
RTN4RL2	155.3221	RTN4RL2	24.1411
RTN4R	126.9986	RTN4R	44.2587
RTN4	6861.5806	RTN4	6042.0922
RTP4	150.7538	RTP4	142.6803
RTTN	184.1023	RTTN	370.783
RUFY1	669.2554	RUFY1	1059.4243
RUFY2	249.8858	RUFY2	368.6196
RUFY3	624.4861	RUFY3	847.1062
RUFY4	24.6688	RUFY4	7.428
RUNDC1	915.9434	RUNDC1	1196.2241
RUNDC2A	36.5464	RUNDC2A	98.112
RUNDC2C	14.0932	RUNDC2C	33.8409
removed	removed	RUNDC3A	8.3565
RUNDC3B	5.9388	RUNDC3B	112.9681
RUNX1T1	10.5071	RUNX1T1	139.2758
RUNX1	1759.2508	RUNX1	3783.9678
RUNX2	205.1165	RUNX2	202.4141
RUNX3	592.508	RUNX3	559.5791
RUSC1	820.466	RUSC1	557.0226
RUSC2	234.3536	RUSC2	894.4599
RUVBL1	977.3458	RUVBL1	661.6342
RUVBL2	1415.2581	RUVBL2	922.0056
RWDD1	628.1407	RWDD1	905.9115
RWDD2A	127.9123	RWDD2A	110.1826
RWDD2B	565.0982	RWDD2B	433.9214
RWDD3	146.1855	RWDD3	303.6212
RWDD4A	341.7085	RWDD4A	617.4559
RXRA	2655.0937	RXRA	2079.8514
RXRB	471.4481	RXRB	1224.6982
removed	removed	RXRG	7.1185
RYBP	802.1928	RYBP	1630.7645
RYK	1657.8346	RYK	1987.6199
RYR1	71.7222	RYR1	555.5556
removed	removed	RYR2	12.9991
RYR3	5.0251	RYR3	191.8911
S100A10	2588.8534	S100A10	1836.5831
S100A11	6909.0909	S100A11	3117.9201
S100A12	14.6185	removed	removed
S100A13	652.8095	S100A13	1073.3519
S100A14	4821.8365	S100A14	812.442
S100A16	3120.603	S100A16	1604.1473
S100A1	37.9169	S100A1	823.2745
S100A2	763.3623	S100A2	162.1789
S100A3	14.1617	removed	removed
S100A4	1374.6003	S100A4	1253.1724
S100A6	3008.6798	S100A6	5661.7146
S100A7A	42.942	removed	removed
S100A7	533.1201	removed	removed
S100A8	1606.6697	S100A8	41.4732
S100A9	7208.3143	S100A9	133.0857
S100B	23.2983	S100B	473.8471
removed	removed	S100G	7.428
S100PBP	398.3554	S100PBP	690.3993
S100P	258.1087	S100P	16.4036
S1PR1	322.0649	S1PR1	766.6357
S1PR2	534.4906	S1PR2	326.8338
S1PR3	927.2133	S1PR3	1242.7669
S1PR4	142.5308	S1PR4	19.8081
S1PR5	22.3847	S1PR5	45.8063
SAA1	36.5464	SAA1	1961.9313
SAA2	19.1868	SAA2	190.034
removed	removed	SAA4	11.7611
SAAL1	128.8259	SAAL1	165.5834
SAC3D1	483.7825	SAC3D1	115.7536
SACM1L	708.9995	SACM1L	1262.1479
SACS	146.6423	SACS	1082.3275
SAE1	1485.6099	SAE1	1108.6351
SAFB2	1482.4121	SAFB2	1423.7078
SAFB	1884.8789	SAFB	1818.3225
