gene_id	TCGA-BH-A0DZ-01A-11R-A00Z-07	gene_id	TCGA-BH-A0DZ-11A-22R-A089-07
TMEM71	14.4068	TMEM71	183.0674
TMEM79	519.4915	TMEM79	706.117
TMEM80	81.3559	TMEM80	371.4539
TMEM81	30.5085	TMEM81	50.5319
removed	removed	TMEM84	105.4965
TMEM85	2090.5254	TMEM85	1573.9539
TMEM86A	775.3983	TMEM86A	880.625
TMEM86B	24.5763	TMEM86B	49.6454
TMEM87A	2902.5424	TMEM87A	3144.0603
TMEM87B	2925.4237	TMEM87B	1189.7163
removed	removed	TMEM88	107.7128
TMEM8A	1443.2203	TMEM8A	1310.2837
TMEM8B	317.7966	TMEM8B	644.5035
TMEM90B	486.4407	TMEM90B	11.0816
TMEM91	92.3729	TMEM91	159.6853
TMEM92	25.4237	removed	removed
TMEM93	249.7034	TMEM93	303.6835
TMEM97	770.5424	TMEM97	994.5833
TMEM98	739.8305	TMEM98	1831.117
TMEM99	197.4576	TMEM99	425.5319
TMEM9B	979.661	TMEM9B	1327.5709
TMEM9	2158.4746	TMEM9	2844.4149
TMF1	722.8814	TMF1	703.9007
removed	removed	TMIE	7.0922
TMLHE	85.5932	TMLHE	188.8298
TMOD1	758.8644	TMOD1	236.578
TMOD2	145.7627	TMOD2	316.4894
TMOD3	1342.3729	TMOD3	925.5319
TMPO	1548.1356	TMPO	715.3014
TMPPE	30.5085	TMPPE	25.7092
TMPRSS13	116.1017	TMPRSS13	820.4787
TMPRSS2	244.0678	TMPRSS2	875.8865
TMPRSS3	84.7458	TMPRSS3	808.9539
TMPRSS4	159.322	TMPRSS4	126.773
removed	removed	TMPRSS5	8.8652
removed	removed	TMPRSS6	63.3865
removed	removed	TMPRSS9	21.281
TMSB10	44217.7966	TMSB10	22449.9113
TMSB15A	6.7797	TMSB15A	37.234
TMSB15B	88.1356	TMSB15B	52.305
TMSL3	51361.8644	TMSL3	21167.5532
TMTC1	198.3051	TMTC1	812.9433
TMTC2	406.7797	TMTC2	243.7943
TMTC3	941.5254	TMTC3	435.2837
TMTC4	735.5932	TMTC4	502.6596
TMUB1	464.4068	TMUB1	822.2518
TMUB2	346.6102	TMUB2	792.1099
TMX1	1944.0678	TMX1	814.7163
TMX2	2142.3729	TMX2	1907.8014
TMX3	812.7119	TMX3	738.9184
TMX4	1190.678	TMX4	1023.9362
TNC	4455.9322	TNC	9058.0674
TNFAIP1	1573.0169	TNFAIP1	2802.9122
TNFAIP2	534.7458	TNFAIP2	1711.8794
TNFAIP3	622.0339	TNFAIP3	462.3227
TNFAIP6	608.4746	TNFAIP6	51.4184
TNFAIP8L1	327.9661	TNFAIP8L1	128.1028
TNFAIP8L2	83.0508	TNFAIP8L2	82.4468
TNFAIP8L3	47.4576	TNFAIP8L3	31.9149
TNFAIP8	814.4068	TNFAIP8	375.4433
TNFRSF10A	98.3051	TNFRSF10A	95.7447
TNFRSF10B	517.7966	TNFRSF10B	815.1596
TNFRSF10C	6.7797	TNFRSF10C	59.3972
TNFRSF10D	31.3559	TNFRSF10D	176.8617
TNFRSF11A	44.9153	TNFRSF11A	105.4965
TNFRSF11B	50	TNFRSF11B	261.9681
TNFRSF12A	1090.678	TNFRSF12A	1659.1312
TNFRSF14	603.178	TNFRSF14	1200.1463
TNFRSF17	20.339	TNFRSF17	24.8227
TNFRSF18	89.8305	TNFRSF18	37.234
TNFRSF19	432.2034	TNFRSF19	617.0213
TNFRSF1A	3554.2373	TNFRSF1A	3505.7624
TNFRSF1B	568.6441	TNFRSF1B	955.6738
TNFRSF21	941.5254	TNFRSF21	2260.6383
TNFRSF25	13.5593	TNFRSF25	51.8617
TNFRSF4	23.7288	TNFRSF4	44.7695
TNFRSF6B	83.2119	TNFRSF6B	44.6897
TNFRSF8	5.9322	TNFRSF8	50.0887
TNFRSF9	10.1695	removed	removed
TNFSF10	6102.5424	TNFSF10	4363.4752
TNFSF11	38.1356	TNFSF11	39.4504
TNFSF12-TNFSF13	195.4831	TNFSF12-TNFSF13	66.9592
TNFSF12	286.2542	TNFSF12	761.5824
TNFSF13B	176.2712	TNFSF13B	9.3085
TNFSF13	409.7881	TNFSF13	1204.7074
TNFSF15	23.7288	TNFSF15	12.8546
TNFSF4	534.7458	TNFSF4	13.2979
TNFSF8	33.0508	TNFSF8	9.7518
TNFSF9	36.4407	TNFSF9	5.3191
TNF	18.6441	TNF	38.1206
TNIK	98.3051	TNIK	312.5
TNIP1	3285.5932	TNIP1	3478.7234
TNIP2	801.6949	TNIP2	772.6064
TNK1	326.2712	TNK1	569.5922
TNK2	690.5678	TNK2	1471.9725
TNKS1BP1	5672.0339	TNKS1BP1	6855.4965
TNKS2	2294.9153	TNKS2	1035.461
TNKS	1243.2203	TNKS	1027.3803
removed	removed	TNMD	14.1844
removed	removed	TNNC1	5.7624
removed	removed	TNNC2	15.9574
removed	removed	TNNI1	113.4752
removed	removed	TNNI2	9.3085
TNNI3K	7.2627	TNNI3K	8.1782
TNNT1	552.5424	TNNT1	7.9787
removed	removed	TNNT2	18.1738
removed	removed	TNNT3	31.4716
TNN	54.2373	TNN	537.234
TNPO1	2596.6102	TNPO1	1517.7305
TNPO2	1264.4068	TNPO2	1676.4184
TNPO3	988.9831	TNPO3	864.3617
TNRC18	1629.661	TNRC18	3238.0319
TNRC6A	562.7119	TNRC6A	706.5603
TNRC6B	505.0847	TNRC6B	805.8511
TNRC6C	187.0424	TNRC6C	352.9344
TNS1	3246.6102	TNS1	3808.0674
TNS3	2155.9322	TNS3	1890.0709
TNS4	133.0508	TNS4	3079.7872
TNXB	127.8136	TNXB	2665.953
TOB1	5412.8983	TOB1	4284.5745
TOB2	1361.8644	TOB2	1315.6028
TOE1	141.5508	TOE1	397.5177
TOLLIP	685.5932	TOLLIP	1992.9078
TOM1L1	8760.2373	TOM1L1	1523.883
TOM1L2	817.7966	TOM1L2	2468.0851
TOM1	1196.6102	TOM1	1457.8901
TOMM20	7025.4237	TOMM20	6306.7376
TOMM22	1727.9661	TOMM22	1543.4397
TOMM34	635.5932	TOMM34	975.1773
TOMM40L	270.1186	TOMM40L	376.7509
TOMM40	870.339	TOMM40	1197.695
TOMM5	1710.1356	TOMM5	832.8635
TOMM6	2623.6864	TOMM6	1962.1897
TOMM70A	2013.5593	TOMM70A	1849.6232
TOMM7	2009.322	TOMM7	3144.0603
TOP1MT	517.7966	TOP1MT	920.2128
TOP1P1	81.3559	TOP1P1	68.2624
TOP1P2	6.7797	removed	removed
TOP1	2904.2373	TOP1	2148.9362
TOP2A	2556.7797	TOP2A	302.7482
TOP2B	5356.7797	TOP2B	4092.1986
TOP3A	428.8136	TOP3A	422.4291
TOP3B	232.2034	TOP3B	382.0922
TOPBP1	729.661	TOPBP1	574.4681
TOPORS	422.0339	TOPORS	544.7695
TOR1AIP1	1289.8305	TOR1AIP1	1094.4149
TOR1AIP2	322.0339	TOR1AIP2	193.2624
TOR1A	728.8136	TOR1A	973.4043
TOR1B	547.4576	TOR1B	506.2057
TOR2A	204.2373	TOR2A	342.6418
TOR3A	1166.1017	TOR3A	1155.5851
TOX2	14.4068	TOX2	64.7163
TOX3	151.6949	TOX3	231.8262
TOX4	1904.9576	TOX4	1774.9202
TOX	49.1525	TOX	33.2447
TP53AIP1	17.7966	TP53AIP1	152.4823
TP53BP1	1002.5424	TP53BP1	967.6418
TP53BP2	694.9153	TP53BP2	885.6383
TP53I11	3538.1356	TP53I11	2769.0603
TP53I13	320.339	TP53I13	565.1596
TP53I3	380.5085	TP53I3	563.8298
TP53INP1	2400	TP53INP1	968.9716
TP53INP2	842.3729	TP53INP2	1113.4752
TP53RK	588.1356	TP53RK	544.7695
TP53TG1	201.6949	TP53TG1	421.9858
removed	removed	TP53	2647.1631
TP63	180.5085	TP63	1754.4326
TP73	27.1186	TP73	64.7163
TPBG	3172.8814	TPBG	1617.9078
TPCN1	487.2881	TPCN1	1512.4113
TPCN2	465.2373	TPCN2	262.4202
TPD52L1	55.9322	TPD52L1	1699.9113
TPD52L2	2550	TPD52L2	2279.6986
TPD52	10926.0254	TPD52	2371.742
TPI1P2	5.0847	TPI1P2	10.6383
TPI1	14298.3051	TPI1	7196.3652
TPK1	80.5085	TPK1	50.9752
TPM1	8812.5424	TPM1	14481.906
TPM2	4363.5593	TPM2	7405.5851
TPM3	14336.4407	TPM3	6254.8759
TPM4	25967.7966	TPM4	14830.6738
TPMT	750	TPMT	644.5035
TPO	10.1695	TPO	8.422
TPP1	2664.4068	TPP1	2484.0426
TPP2	783.8983	TPP2	816.0461
TPPP3	162.7119	TPPP3	301.4184
TPPP	85.5932	TPPP	232.2695
TPRA1	486.4407	TPRA1	795.2128
TPRG1L	922.8814	TPRG1L	1824.0248
removed	removed	TPRG1	100.6206
TPRKB	458.4746	TPRKB	378.1028
TPRN	484.7458	TPRN	646.2766
removed	removed	TPRXL	15.0709
TPR	2175.9915	TPR	2328.8874
TPSAB1	271.1864	TPSAB1	143.1738
TPSB2	375.4237	TPSB2	369.6809
TPSD1	68.6441	TPSD1	37.234
removed	removed	TPSG1	8.422
TPST1	439.8305	TPST1	230.0532
TPST2	584.7458	TPST2	357.7128
TPT1	88492.3729	TPT1	86199.9113
removed	removed	TPTE2P1	16.844
TPTE2P3	5.0847	removed	removed
TPX2	2481.3559	TPX2	299.2021
TRA2A	1532.2034	TRA2A	1140.0709
TRA2B	2838.9831	TRA2B	2854.1667
TRABD	377.1186	TRABD	769.9468
TRADD	159.322	TRADD	476.9504
TRAF1	123.7288	TRAF1	160.461
TRAF2	500.8475	TRAF2	614.3617
TRAF3IP1	372.0339	TRAF3IP1	595.3014
TRAF3IP2	2982.2034	TRAF3IP2	1305.8511
TRAF3IP3	32.2034	TRAF3IP3	70.0355
TRAF3	72.0339	TRAF3	169.3262
TRAF4	11012.7119	TRAF4	4478.7234
TRAF5	538.9831	TRAF5	296.0993
TRAF6	191.5254	TRAF6	181.2943
TRAF7	1782.0508	TRAF7	2885.7624
TRAFD1	3444.9153	TRAFD1	1288.1206
TRAIP	75.4237	TRAIP	88.2092
TRAK1	854.2373	TRAK1	1828.0142
TRAK2	2220.339	TRAK2	939.273
TRAM1L1	121.1864	TRAM1L1	122.3404
TRAM1	7485.5932	TRAM1	2824.9113
TRAM2	1280.5085	TRAM2	1039.0071
TRANK1	773.7288	TRANK1	391.844
TRAP1	1744.7119	TRAP1	2729.4149
TRAPPC10	749.1525	TRAPPC10	821.3652
TRAPPC1	990.678	TRAPPC1	1762.8546
TRAPPC2L	522.0339	TRAPPC2L	597.0745
TRAPPC2P1	202.2373	TRAPPC2P1	201.7066
TRAPPC2	106.7797	TRAPPC2	384.7518
TRAPPC3	1148.3051	TRAPPC3	1449.4681
TRAPPC4	896.6102	TRAPPC4	870.1241
TRAPPC5	494.9153	TRAPPC5	774.8227
TRAPPC6A	541.5254	TRAPPC6A	686.6135
TRAPPC6B	647.4576	TRAPPC6B	487.5887
TRAPPC9	696.6102	TRAPPC9	825.7979
TRAT1	21.1864	removed	removed
TRDMT1	52.5424	TRDMT1	92.1986
TREM1	154.2373	removed	removed
TREM2	453.3898	TREM2	379.4326
TRERF1	614.4068	TRERF1	236.7021
TREX1	188.1356	TREX1	389.9734
removed	removed	TREX2	5.7757
removed	removed	TRH	16.4007
TRIAP1	722.0339	TRIAP1	626.773
TRIB1	2585.5932	TRIB1	4244.2376
TRIB2	1691.5254	TRIB2	1306.7376
TRIB3	1055.9322	TRIB3	964.9823
TRIL	1144.9153	TRIL	1696.3652
TRIM11	538.9831	TRIM11	703.4574
TRIM13	722.4237	TRIM13	631.1348
TRIM14	784.7458	TRIM14	1346.6312
TRIM16L	87.0508	TRIM16L	155.5629
TRIM16	711.0169	TRIM16	629.8759
removed	removed	TRIM17	112.1454
TRIM21	472.8814	TRIM21	437.9433
TRIM22	833.8983	TRIM22	763.7411
TRIM23	343.2203	TRIM23	211.4362
TRIM24	964.4068	TRIM24	626.773
TRIM25	790.678	TRIM25	1531.9149
TRIM26	1761.8644	TRIM26	2066.0461
TRIM27	1147.4576	TRIM27	1953.4574
removed	removed	TRIM28	8538.5638
TRIM29	347.4576	TRIM29	6632.9787
TRIM2	286.4407	TRIM2	1354.1667
TRIM31	7.6271	removed	removed
TRIM32	447.4576	TRIM32	519.5035
TRIM33	1103.3898	TRIM33	597.961
TRIM34	221.1864	TRIM34	357.2695
TRIM35	347.4576	TRIM35	441.9326
TRIM36	145.7627	TRIM36	167.9965
removed	removed	TRIM37	798.9628
TRIM38	266.9492	TRIM38	412.6773
TRIM39	258.9237	TRIM39	402.2252
TRIM3	265.2542	TRIM3	620.1241
TRIM41	430.8305	TRIM41	750.4255
TRIM44	754.2373	TRIM44	648.4929
TRIM45	123.7288	TRIM45	213.6525
TRIM46	22.8814	TRIM46	63.3865
TRIM47	489.8305	TRIM47	1449.0248
TRIM4	717.7966	TRIM4	1405.5851
TRIM52	47.4576	TRIM52	115.6915
removed	removed	TRIM54	8.8652
TRIM56	120.339	TRIM56	148.4929
TRIM58	61.0169	TRIM58	103.2801
TRIM59	429.5424	TRIM59	80.2172
TRIM5	258.4746	TRIM5	678.8298
TRIM62	138.1356	TRIM62	312.5
TRIM63	45.7627	TRIM63	6.6489
TRIM65	214.4068	TRIM65	468.9716
TRIM66	25.4237	TRIM66	316.4894
TRIM68	136.4407	TRIM68	407.3582
TRIM69	11.8644	TRIM69	9.3085
TRIM6	72.8814	TRIM6	250
TRIM74	5.0847	removed	removed
removed	removed	TRIM78P	7.3404
TRIM7	23.7288	TRIM7	18.617
TRIM8	1488.1356	TRIM8	2609.9291
TRIM9	7.6271	TRIM9	110.8156
TRIOBP	1109.322	TRIOBP	2691.0461
TRIO	1573.7288	TRIO	1347.0745
TRIP10	617.7966	TRIP10	858.156
removed	removed	TRIP11	628.1028
TRIP12	3733.0508	TRIP12	2447.695
TRIP13	214.4068	TRIP13	141.844
TRIP4	787.2881	TRIP4	576.2411
TRIP6	1111.0169	TRIP6	2628.5461
TRIT1	186.4407	TRIT1	340.8688
TRMT112	3042.3729	TRMT112	2518.1738
TRMT11	113.5593	TRMT11	212.3227
TRMT12	434.7458	TRMT12	369.6809
TRMT1	267.7966	TRMT1	703.0142
TRMT2A	373.7288	TRMT2A	686.6135
TRMT2B	128.8136	TRMT2B	277.039
TRMT5	405.9322	TRMT5	516.4007
TRMT61A	200	TRMT61A	602.8369
TRMT61B	116.1017	TRMT61B	256.6888
TRMT6	222.8814	TRMT6	335.9929
TRMU	166.1017	TRMU	257.5355
TRNAU1AP	408.4746	TRNAU1AP	339.0957
TRNP1	22.8814	TRNP1	331.117
TRNT1	163.5593	TRNT1	236.6844
TROAP	311.0169	TROAP	46.0993
TROVE2	963.3136	TROVE2	688.3245
TRO	131.3559	TRO	346.6312
TRPC1	135.5932	TRPC1	59.8404
TRPC3	5.0847	removed	removed
TRPC4AP	1643.2203	TRPC4AP	2446.8085
TRPC4	9.322	removed	removed
TRPC6	51.6949	TRPC6	107.2695
TRPM2	516.9492	TRPM2	453.0142
TRPM4	972.0339	TRPM4	1578.9007
removed	removed	TRPM6	24.8227
TRPM7	430.5085	TRPM7	508.422
TRPM8	6.7797	TRPM8	22.1631
TRPS1	2912.7119	TRPS1	3312.9433
TRPT1	296.6102	TRPT1	450.3546
TRPV1	43.2203	TRPV1	121.0106
TRPV2	219.4915	TRPV2	156.4716
TRPV4	122.8814	TRPV4	223.8475
TRPV6	156.7797	TRPV6	543.4397
TRRAP	1101.0424	TRRAP	1687.6862
TRUB1	908.4746	TRUB1	332.8901
TRUB2	582.2034	TRUB2	832.4468
TSC1	285.5932	TSC1	577.5709
TSC22D1	8224.5763	TSC22D1	7414.0071
TSC22D2	726.2712	TSC22D2	496.8972
TSC22D3	2837.2881	TSC22D3	1733.5993
TSC22D4	559.322	TSC22D4	1905.5851
TSC2	701.6949	TSC2	2005.3191
TSEN15	723.7288	TSEN15	531.9149
TSEN2	139.8305	TSEN2	162.234
TSEN34	767.7966	TSEN34	1347.0745
TSEN54	122.8814	TSEN54	522.1631
TSFM	695.7627	TSFM	786.7908
TSG101	1066.1017	TSG101	1339.0957
TSGA10IP	7.6271	removed	removed
TSGA10	23.7288	TSGA10	58.5106
TSGA14	166.9492	TSGA14	291.6667
removed	removed	TSHR	14.1844
TSHZ1	476.2712	TSHZ1	672.8723
TSHZ2	72.8814	TSHZ2	258.8652
TSHZ3	622.0339	TSHZ3	314.7163
TSIX	68.8475	TSIX	815.2881
TSKU	1515.2542	TSKU	1855.4965
removed	removed	TSLP	64.273
TSNARE1	113.5593	TSNARE1	359.4858
removed	removed	TSNAXIP1	22.6064
TSNAX	940.678	TSNAX	652.4601
TSN	2907.6271	TSN	2218.5284
TSPAN10	5.9322	TSPAN10	52.7482
TSPAN11	100.8475	TSPAN11	180.8511
TSPAN12	271.1864	TSPAN12	157.8014
TSPAN13	8985.5932	TSPAN13	2721.1879
TSPAN14	2353.3898	TSPAN14	3512.8546
TSPAN15	4403.3898	TSPAN15	2605.4965
TSPAN17	1301.6949	TSPAN17	1280.1418
TSPAN18	376.2712	TSPAN18	339.9823
TSPAN1	4446.6102	TSPAN1	1829.7872
TSPAN2	178.8136	TSPAN2	142.7305
TSPAN31	1075.4237	TSPAN31	1306.2943
removed	removed	TSPAN32	11.5248
TSPAN33	401.6949	TSPAN33	651.1525
TSPAN3	2567.7966	TSPAN3	2679.9645
TSPAN4	516.9492	TSPAN4	819.5922
TSPAN5	133.0508	TSPAN5	180.4078
TSPAN6	427.1186	TSPAN6	1527.4823
TSPAN7	76.2712	TSPAN7	818.7057
TSPAN8	23.7288	TSPAN8	1279.2553
TSPAN9	1717.7966	TSPAN9	2149.3794
TSPO	2368.6441	TSPO	2917.5532
TSPYL1	3633.6356	TSPYL1	3028.7456
TSPYL2	314.4068	TSPYL2	629.8759
TSPYL3	18.6441	TSPYL3	40.7801
TSPYL4	982.2034	TSPYL4	850.1773
TSPYL5	1500.8475	TSPYL5	1253.9894
TSR1	917.8559	TSR1	1102.7748
TSR2	1146.6102	TSR2	1061.6135
TSSC1	478.8136	TSSC1	542.9965
TSSC4	334.7458	TSSC4	964.0957
removed	removed	TSSK3	17.6064
removed	removed	TSSK4	6.6489
TSSK6	5.0847	TSSK6	13.2979
TSTA3	6622.8814	TSTA3	2675.5319
TSTD1	1423.7288	TSTD1	1492.4512
TSTD2	488.0593	TSTD2	450.6472
TST	777.9661	TST	1043.883
TTBK1	8.4746	TTBK1	11.9681
TTBK2	58.4746	TTBK2	34.5745
TTC12	104.2373	TTC12	424.6454
TTC13	123.7288	TTC13	177.7482
TTC14	200	TTC14	330.2305
TTC15	416.1017	TTC15	942.8191
TTC17	1116.1017	TTC17	1264.1844
TTC18	18.6441	TTC18	68.0807
TTC19	459.3644	TTC19	1645.7624
TTC1	1491.5254	TTC1	1051.4184
TTC21A	73.7288	TTC21A	117.0213
TTC21B	420.339	TTC21B	390.5142
removed	removed	TTC22	113.4752
TTC23	209.322	TTC23	351.5071
TTC25	73.7288	TTC25	35.461
TTC26	66.1017	TTC26	77.5709
TTC27	384.7458	TTC27	552.305
TTC28	310.5	TTC28	662.4069
TTC30A	294.9153	TTC30A	226.5071
TTC30B	266.9492	TTC30B	186.1702
TTC31	300	TTC31	500
TTC32	33.8983	TTC32	52.7482
TTC33	300.8475	TTC33	221.6312
TTC35	922.8814	TTC35	530.5851
TTC36	52.5424	TTC36	93.5284
TTC37	838.9831	TTC37	852.3936
TTC38	705.0847	TTC38	1305.8511
TTC39A	605.9322	TTC39A	2091.7553
TTC39B	61.0169	TTC39B	33.6879
TTC39C	305.9322	TTC39C	447.2518
TTC3	3562.7119	TTC3	4539.8936
TTC4	315.2542	TTC4	608.1605
TTC5	293.2203	TTC5	211.8794
TTC7A	479.661	TTC7A	791.2057
TTC7B	238.1356	TTC7B	217.6418
TTC8	484.7458	TTC8	603.2801
TTC9C	307.6271	TTC9C	267.2872
TTC9	810.1695	TTC9	1282.8014
TTF1	320.339	TTF1	348.4043
TTF2	279.661	TTF2	231.8262
TTK	378.8136	TTK	69.5922
removed	removed	TTLL10	7.0922
TTLL11	17.7966	TTLL11	64.7163
TTLL12	1528.8136	TTLL12	1757.0922
TTLL1	193.2203	TTLL1	350.1773
TTLL3	83.9576	TTLL3	458.3688
TTLL4	218.6441	TTLL4	748.6702
TTLL5	340.678	TTLL5	605.9397
TTLL6	46.6102	removed	removed
TTLL7	89.8305	TTLL7	70.922
removed	removed	TTLL9	10.195
TTL	583.0508	TTL	618.3511
TTN	47.1186	TTN	62.5754
TTPAL	366.9492	TTPAL	428.6348
removed	removed	TTPA	7.0922
TTYH1	9.322	TTYH1	534.1312
TTYH2	84.3898	TTYH2	274.1933
TTYH3	1936.4407	TTYH3	2176.8617
TUBA1A	10846.0339	TUBA1A	11179.7961
TUBA1B	28470.4576	TUBA1B	23010.2128
TUBA1C	4810.1695	TUBA1C	3452.1277
TUBA3D	12.7119	TUBA3D	9.7518
removed	removed	TUBA3E	13.2979
TUBA4A	381.3559	TUBA4A	1140.5142
TUBA8	30.5085	TUBA8	37.2562
TUBAL3	31.3559	TUBAL3	16.844
removed	removed	TUBB1	15.0709
TUBB2A	1025.4237	TUBB2A	2082.8901
TUBB2B	44.8051	TUBB2B	352.8369
TUBB2C	6833.8983	TUBB2C	9471.6312
TUBB3	2369.4915	TUBB3	896.9326
TUBB4	67.7966	TUBB4	115.6915
TUBB6	1625.6271	TUBB6	1913.6613
removed	removed	TUBB8	16.4007
TUBBP5	91.5254	TUBBP5	143.1738
TUBB	21555.0847	TUBB	23219.4149
TUBD1	377.9661	TUBD1	158.6879
TUBE1	225.4237	TUBE1	167.1099
TUBG1	544.9153	TUBG1	1041.6667
TUBG2	45.7627	TUBG2	506.2057
TUBGCP2	1589.839	TUBGCP2	1983.5328
TUBGCP3	426.2712	TUBGCP3	489.805
TUBGCP4	177.1186	TUBGCP4	205.6738
TUBGCP5	277.1186	TUBGCP5	373.227
TUBGCP6	290.678	TUBGCP6	958.3333
TUB	86.4407	TUB	338.2092
TUFM	3956.7797	TUFM	5414.0071
TUFT1	1785.5932	TUFT1	725.1773
TUG1	3471.1864	TUG1	3128.1028
TULP3	526.2712	TULP3	564.7163
TULP4	1254.2373	TULP4	727.3936
TUSC1	448.3051	TUSC1	539.0071
TUSC2	267.7966	TUSC2	699.0248
TUSC3	532.2034	TUSC3	1277.4823
TUSC5	15.2542	TUSC5	377.2163
TUT1	388.9831	TUT1	734.9291
TWF1	2649.1525	TWF1	1448.5816
TWF2	1223.2288	TWF2	1653.5239
TWIST1	205.9322	TWIST1	137.8546
TWIST2	39.8305	TWIST2	162.234
TWISTNB	456.7797	TWISTNB	443.2624
TWSG1	1484.7458	TWSG1	523.9362
removed	removed	TXK	5.7624
TXLNA	876.2712	TXLNA	2507.9787
TXLNB	32.2034	TXLNB	64.7163
TXLNG	165.2542	TXLNG	130.3191
TXN2	1660.1695	TXN2	2420.2128
TXNDC11	1108.4746	TXNDC11	1148.0496
TXNDC12	1137.2881	TXNDC12	1331.117
TXNDC15	1174.5763	TXNDC15	1045.2128
TXNDC16	827.9661	TXNDC16	226.0638
TXNDC17	865.3983	TXNDC17	755.3945
TXNDC2	6.7797	removed	removed
TXNDC5	7986.7288	TXNDC5	6703.8963
TXNDC9	1047.4576	TXNDC9	533.6879
TXNIP	9814.4068	TXNIP	8995.5674
TXNL1	2210.1695	TXNL1	1596.6312
TXNL4A	1113.5593	TXNL4A	975.6206
TXNL4B	139.8305	TXNL4B	207.8901
TXNRD1	2066.1017	TXNRD1	1209.6631
TXNRD2	222.0339	TXNRD2	548.3156
TXNRD3IT1	118.6441	TXNRD3IT1	255.7624
TXN	6961.0169	TXN	3172.4291
TYK2	904.2373	TYK2	1348.4043
TYMP	1739.8305	TYMP	1069.5922
TYMS	1508.5424	TYMS	481.7021
TYRO3	138.9831	TYRO3	225.6206
TYROBP	1103.3898	TYROBP	782.8014
TYRP1	6.7797	removed	removed
TYSND1	362.7119	TYSND1	838.2092
TYW1B	29.661	TYW1B	65.1596
TYW1	473.7288	TYW1	523.4929
TYW3	284.1949	TYW3	503.7411
U2AF1L4	45.0339	U2AF1L4	110.7137
U2AF1	2013.5593	U2AF1	2032.3582
U2AF2	2661.8644	U2AF2	3785.9043
UACA	1245.7627	UACA	1331.5603
UAP1L1	399.1525	UAP1L1	283.6879
UAP1	1680.5085	UAP1	1376.773
UBA1	7620.339	UBA1	9568.2624
UBA2	2751.6949	UBA2	1676.8617
UBA3	969.4915	UBA3	1071.8085
UBA52	9925.4237	UBA52	13222.961
UBA5	569.4915	UBA5	701.7021
UBA6	988.1356	UBA6	645.3901
UBA7	527.9661	UBA7	1010.6383
UBAC1	570.339	UBAC1	1041.2234
UBAC2	1892.2119	UBAC2	1984.0603
UBAP1	1324.5763	UBAP1	1659.1268
UBAP2L	2796.6102	UBAP2L	2758.8652
UBAP2	716.9492	UBAP2	938.8298
removed	removed	UBASH3A	26.5957
UBASH3B	93.2203	UBASH3B	218.9716
UBB	17614.4068	UBB	14762.8546
UBC	44266.9492	UBC	31520.8333
UBD	1147.4576	UBD	457.8901
UBE2A	2191.5254	UBE2A	1021.2766
UBE2B	2521.1864	UBE2B	1022.6064
UBE2CBP	16.1017	UBE2CBP	65.6028
UBE2C	1174.5763	UBE2C	130.3191
UBE2D1	553.3898	UBE2D1	233.5993
UBE2D2	2387.2881	UBE2D2	1521.2766
UBE2D3	6154.2373	UBE2D3	5056.7376
UBE2D4	180.7627	UBE2D4	344.8271
UBE2E1	2283.8983	UBE2E1	1019.9468
UBE2E2	533.0508	UBE2E2	356.8262
UBE2E3	799.1525	UBE2E3	1254.4326
UBE2F	692.3729	UBE2F	493.3511
UBE2G1	1345.7627	UBE2G1	1008.422
UBE2G2	1078.8136	UBE2G2	1598.4043
UBE2H	1720.339	UBE2H	1233.5993
UBE2I	3044.9153	UBE2I	2118.7943
UBE2J1	2233.8983	UBE2J1	1371.8972
UBE2J2	1784.7458	UBE2J2	1118.7943
UBE2K	3147.4576	UBE2K	1549.2021
UBE2L3	2767.7966	UBE2L3	2085.5496
UBE2L6	4409.322	UBE2L6	1680.4078
UBE2MP1	94.0678	UBE2MP1	106.8262
UBE2M	966.1017	UBE2M	1295.656
UBE2NL	5.0847	removed	removed
UBE2N	3500.8475	UBE2N	1759.7518
UBE2O	472.0339	UBE2O	856.383
UBE2Q1	1386.4407	UBE2Q1	1668.4397
UBE2Q2	1904.2373	UBE2Q2	815.1596
UBE2QL1	133.0508	UBE2QL1	56.7376
UBE2R2	2505.9322	UBE2R2	1964.9823
UBE2S	500.8475	UBE2S	225.1773
UBE2T	589.8305	UBE2T	98.4043
UBE2V1	2821.1949	UBE2V1	3292.1277
UBE2V2	1094.9153	UBE2V2	591.3121
UBE2W	1219.4915	UBE2W	354.1667
UBE2Z	18644.0678	UBE2Z	5735.8156
UBE3A	1864.4068	UBE3A	1480.0443
UBE3B	1119.4915	UBE3B	1173.3156
UBE3C	1745.7627	UBE3C	1744.6809
UBE4A	975.4237	UBE4A	1251.3298
UBE4B	638.1356	UBE4B	1507.0922
UBFD1	1483.0508	UBFD1	1658.2447
UBIAD1	460.1695	UBIAD1	718.5284
UBL3	1911.8644	UBL3	846.6312
UBL4A	1289.8305	UBL4A	1257.0922
UBL4B	5.9322	UBL4B	9.7518
UBL5	3426.2712	UBL5	1838.2092
UBL7	893.2203	UBL7	1198.1383
UBLCP1	642.3729	UBLCP1	533.2447
UBN1	1353.3898	UBN1	1128.5461
UBN2	461.8644	UBN2	482.2695
UBOX5	285.5932	UBOX5	403.3688
UBP1	2072.0339	UBP1	1676.4184
UBQLN1	4239.8305	UBQLN1	2452.5709
UBQLN2	1150.8475	UBQLN2	1074.4681
