gene_id	TCGA-BH-A1FC-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FC-11A-32R-A13Q-07
RAPGEF4	129.4594	RAPGEF4	208.284
RAPGEF5	311.8794	RAPGEF5	1136.6864
RAPGEF6	254.2111	RAPGEF6	284.6154
RAPGEFL1	97.683	RAPGEFL1	113.0178
RAPH1	1593.8213	RAPH1	1776.9231
RARA	282.1626	RARA	2346.7456
RARB	135.9323	RARB	205.3254
RARG	661.4196	RARG	939.645
RARRES1	1134.2405	RARRES1	1444.3787
RARRES2	458.9923	RARRES2	1911.2426
RARRES3	900.9195	RARRES3	2808.284
RARS2	765.8698	RARS2	768.6391
RARS	1156.3075	RARS	1410.0592
RASA1	1131.2953	RASA1	1220.9763
RASA2	180.9489	RASA2	117.7515
RASA3	468.996	RASA3	1236.0947
RASA4P	57.3328	RASA4P	74.0414
RASA4	112.3943	RASA4	451.7633
RASAL1	175.0644	RASAL1	18.3432
RASAL2	2283.1747	RASAL2	957.9882
RASAL3	226.2597	RASAL3	171.0059
RASD1	50.0184	RASD1	1486.9822
RASD2	780.2869	RASD2	244.9704
RASEF	388.9665	RASEF	446.1538
RASGEF1A	279.2203	RASGEF1A	240.2367
RASGEF1B	991.2468	RASGEF1B	220.7101
RASGEF1C	22.0669	RASGEF1C	11.2426
RASGRF1	81.2063	RASGRF1	18.3432
RASGRF2	74.7334	RASGRF2	277.5148
RASGRP1	788.231	RASGRP1	145.5621
RASGRP2	51.4895	RASGRP2	175.1479
RASGRP3	300.6988	RASGRP3	286.3905
RASGRP4	19.4189	RASGRP4	47.929
RASIP1	54.4318	RASIP1	1048.5207
RASL10A	6.7672	RASL10A	36.0947
RASL10B	213.3137	RASL10B	42.6036
RASL11A	18.8305	RASL11A	463.9053
RASL11B	57.6683	RASL11B	53.8462
RASL12	29.7168	RASL12	579.2899
removed	removed	RASSF10	42.0118
RASSF1	833.2475	RASSF1	785.7988
RASSF2	796.1751	RASSF2	763.9053
RASSF3	253.3284	RASSF3	339.0533
RASSF4	2437.6609	RASSF4	678.3728
RASSF5	723.7955	RASSF5	664.497
RASSF6	164.178	RASSF6	123.6686
RASSF7	215.6675	RASSF7	245.5621
RASSF8	302.4641	RASSF8	710.6509
RASSF9	136.2266	RASSF9	90.5325
RAVER1	2682.751	RAVER1	1175.1479
RAVER2	863.847	RAVER2	482.8402
RAX	5.2961	removed	removed
RB1CC1	3695.4763	RB1CC1	1402.3669
RB1	321.0004	RB1	1407.1006
RBAK	473.0416	RBAK	534.3195
RBBP4	3527.2733	RBBP4	3618.9349
RBBP5	499.007	RBBP5	484.6154
RBBP6	1885.399	RBBP6	1369.8225
RBBP7	3575.7264	RBBP7	2362.7219
RBBP8	929.7536	RBBP8	1436.0947
RBBP9	339.5366	RBBP9	776.9231
RBCK1	710.5554	RBCK1	1478.1065
RBKS	83.2659	RBKS	100.5917
RBL1	296.5796	RBL1	72.1893
RBL2	1136.5649	RBL2	2245.4675
RBM10	1439.0585	RBM10	777.5148
RBM11	80.9121	RBM11	42.6036
RBM12B	609.3417	RBM12B	326.6272
RBM12	1920.4972	RBM12	1921.5207
RBM14	1412.2339	RBM14	1126.0414
RBM15B	2494.6613	RBM15B	1798.5562
RBM15	353.9537	RBM15	118.9349
RBM16	1266.5421	RBM16	1395.0118
RBM17	4880.3236	RBM17	1444.9704
RBM18	1281.3534	RBM18	808.8757
RBM19	572.2692	RBM19	408.8757
RBM20	5.5903	RBM20	57.9882
RBM22	1223.0967	RBM22	1312.426
RBM23	1244.281	RBM23	1423.6686
RBM24	270.3935	RBM24	90.5325
RBM25	1809.1946	RBM25	1934.3195
RBM26	773.5197	RBM26	728.9941
RBM27	995.3659	RBM27	892.3077
RBM28	679.3674	RBM28	309.4675
RBM33	1366.0905	RBM33	884.6154
RBM34	438.6377	RBM34	555.0828
RBM38	988.0103	RBM38	524.8521
RBM39	2929.9007	RBM39	4231.9527
RBM3	2879.5881	RBM3	7157.3964
RBM41	141.8168	RBM41	110.6509
RBM42	1879.2203	RBM42	912.426
RBM43	99.4483	RBM43	418.9349
removed	removed	RBM44	17.7515
RBM45	161.8242	RBM45	172.7811
RBM47	868.8488	RBM47	1923.0769
RBM4B	350.4229	RBM4B	274.5562
RBM4	2065.5153	RBM4	1772.7751
RBM5	1340.6341	RBM5	2249.8462
RBM6	1075.11	RBM6	1310.568
RBM7	400.7356	RBM7	666.8639
RBM8A	4657.7389	RBM8A	1510.432
RBM9	1477.0136	RBM9	2566.8639
RBMS1	1199.8529	RBMS1	2623.6686
RBMS2	517.0872	RBMS2	1958.1716
RBMS3	7.0614	RBMS3	109.4675
RBMX2	612.5782	RBMX2	403.5503
RBMXL1	859.6602	RBMXL1	739.5976
RBMX	5258.9923	RBMX	3081.6568
RBP1	386.907	RBP1	766.8639
removed	removed	RBP4	5142.0118
RBP5	37.9551	RBP5	80.4734
RBP7	693.4903	RBP7	1623.0769
RBPJ	681.7212	RBPJ	797.0414
RBPMS2	56.4914	RBPMS2	213.6095
RBPMS	144.1707	RBPMS	2455.6213
RBX1	595.0335	RBX1	867.9467
RC3H1	855.0202	RC3H1	951.4793
RC3H2	639.9412	RC3H2	279.8817
RCAN1	1582.0522	RCAN1	2130.7692
RCAN2	231.5557	RCAN2	1058.5799
RCAN3	418.9776	RCAN3	127.2189
RCBTB1	375.4321	RCBTB1	781.6568
RCBTB2	144.7591	RCBTB2	513.0178
RCC1	1555.0188	RCC1	335.0947
RCC2	4277.7492	RCC2	2394.0828
RCCD1	330.7098	RCCD1	138.4615
RCE1	514.8952	RCE1	342.0118
RCHY1	386.3185	RCHY1	589.9408
RCL1	1297.5359	RCL1	415.9763
RCN1	1973.0783	RCN1	3607.6923
RCN2	1115.4101	RCN2	1142.0118
RCN3	141.8168	RCN3	492.8994
RCOR1	1735.0497	RCOR1	1032.5444
RCOR2	579.0364	RCOR2	10.0592
RCOR3	667.5984	RCOR3	815.9763
RCSD1	584.0382	RCSD1	389.3491
RDBP	2226.9952	RDBP	918.2189
RDH10	13723.8691	RDH10	448.5207
RDH11	827.6572	RDH11	1311.8343
RDH13	217.7271	RDH13	172.7811
RDH14	469.5844	RDH14	396.7988
RDH16	7.3556	removed	removed
RDH5	9.2711	RDH5	729.1893
RDM1	36.7782	removed	removed
RDX	1408.459	RDX	1800.5917
REC8	64.7297	REC8	63.9053
RECK	240.6767	RECK	740.8284
RECQL4	504.0088	RECQL4	34.3195
RECQL5	471.9382	RECQL5	371.5976
RECQL	1040.6767	RECQL	1019.4615
REEP1	35.3071	REEP1	354.4379
REEP2	149.1725	REEP2	72.1893
REEP3	491.6513	REEP3	495.2663
REEP4	680.8385	REEP4	249.1124
REEP5	2161.2887	REEP5	8061.8639
REEP6	10.2979	REEP6	1266.2722
RELA	3023.1703	RELA	2566.2722
RELB	1355.4983	RELB	535.503
RELL1	371.6072	RELL1	1282.8402
RELL2	17.5623	RELL2	16.2959
RELN	48.5473	RELN	207.1006
RELT	217.4329	RELT	120.1183
REL	53.2549	REL	65.0888
REM1	11.4748	REM1	91.716
REM2	5.8845	REM2	10.6509
RENBP	184.1854	RENBP	79.2899
REP15	5.0018	REP15	22.4852
REPIN1	2259.9485	REPIN1	1765.6805
REPS1	1391.0997	REPS1	837.2781
REPS2	509.5991	REPS2	450.8876
RER1	1776.3825	RER1	2403.3195
RERE	1602.0596	RERE	4026.6272
removed	removed	RERGL	325.4438
RERG	39.132	RERG	1426.0355
REST	321.0004	REST	274.5562
RETSAT	757.043	RETSAT	5394.6746
RET	424.8621	RET	99.4083
REV1	553.4388	REV1	994.6746
REV3L	707.9073	REV3L	1089.9408
REXO1	499.5954	REXO1	462.7219
REXO2	533.7256	REXO2	784.6154
REXO4	1624.715	REXO4	370.4142
RFC1	2459.1394	RFC1	1415.9763
RFC2	1311.6587	RFC2	457.3964
RFC3	1396.69	RFC3	334.3195
RFC4	930.342	RFC4	177.5148
RFC5	1090.4009	RFC5	252.6627
RFESD	21.4785	RFESD	17.7515
RFFL	1010.5627	RFFL	616.3787
RFK	1101.2872	RFK	720.1183
RFNG	1245.1637	RFNG	542.6036
removed	removed	RFPL1S	5.8284
RFPL3S	8.8268	RFPL3S	6.5089
RFT1	659.3601	RFT1	498.8166
RFTN1	500.7723	RFTN1	1527.8107
RFTN2	25.0092	RFTN2	126.6272
RFWD2	1987.7896	RFWD2	927.2189
RFWD3	1024.4943	RFWD3	556.213
RFX1	394.851	RFX1	415.3846
RFX2	40.0147	RFX2	1040.8284
RFX3	157.9993	RFX3	27.2189
RFX5	3417.7271	RFX5	879.8817
removed	removed	RFX6	5.3254
RFX7	328.356	RFX7	459.7633
removed	removed	RFX8	10.0592
RFXANK	756.381	RFXANK	463.8876
RFXAP	180.0662	RFXAP	140.2367
RG9MTD1	944.7591	RG9MTD1	690.5325
RG9MTD2	245.0901	RG9MTD2	152.071
RG9MTD3	172.1221	RG9MTD3	220.1183
removed	removed	RGAG1	7.1006
RGAG4	37.6609	RGAG4	361.5385
RGL1	382.4936	RGL1	1163.3136
RGL2	563.4424	RGL2	1594.0828
removed	removed	RGL3	220.8225
RGL4	14.8202	RGL4	8.858
RGMA	471.9382	RGMA	605.9172
RGMB	664.9033	RGMB	944.6391
RGNEF	285.1048	RGNEF	610.6509
RGN	35.6013	RGN	81.6568
RGP1	222.9937	RGP1	132.5444
RGPD1	190.9908	RGPD1	224.9704
RGPD3	198.3082	RGPD3	353.2544
RGPD4	111.2174	RGPD4	188.7574
RGPD5	113.9949	RGPD5	60.497
RGPD6	518.8319	RGPD6	948.9704
RGS10	2081.0592	RGS10	430.7692
RGS11	74.3509	RGS11	95.1065
RGS12	610.5186	RGS12	492.3077
removed	removed	RGS13	16.568
RGS14	241.2652	RGS14	257.9882
RGS16	1073.63	RGS16	1032.5444
RGS17	7.0614	removed	removed
RGS18	28.2457	RGS18	44.9704
RGS19	265.6859	RGS19	307.1006
RGS1	824.4207	RGS1	403.5503
RGS20	37.3667	RGS20	6.5089
removed	removed	RGS22	40.2367
RGS2	197.4255	RGS2	1121.8935
RGS3	1391.0997	RGS3	1295.2663
RGS4	67.9662	RGS4	62.1302
RGS5	890.6216	RGS5	5819.5266
RGS6	13.5344	RGS6	99.4083
removed	removed	RGS7BP	20.1183
RGS9BP	19.1247	removed	removed
RGS9	6.7672	RGS9	28.4024
RHBDD1	368.665	RHBDD1	310.6509
RHBDD2	1950.7172	RHBDD2	1794.0828
RHBDD3	113.2769	RHBDD3	201.1834
RHBDF1	1070.6878	RHBDF1	826.0355
RHBDF2	1528.7974	RHBDF2	350.2959
removed	removed	RHBDL1	19.5266
RHBDL2	96.5061	RHBDL2	51.4793
removed	removed	RHBDL3	46.7456
RHCE	16.4825	RHCE	13.6095
removed	removed	RHCG	13.0178
RHEBL1	230.673	RHEBL1	13.0178
RHEB	2323.2071	RHEB	1191.716
RHOA	15937.9184	RHOA	12818.3432
RHOBTB1	378.6686	RHOBTB1	645.5621
RHOBTB2	100.4693	RHOBTB2	514.4201
RHOBTB3	425.7448	RHOBTB3	1427.2189
RHOB	1095.6969	RHOB	9576.3314
RHOC	2631.5557	RHOC	5831.9527
RHOD	256.8591	RHOD	287.574
RHOF	305.2828	RHOF	94.3373
RHOG	1170.7245	RHOG	1340.8284
RHOH	217.1387	RHOH	231.9527
RHOJ	40.3089	RHOJ	521.3018
RHOQ	1147.0217	RHOQ	3606.497
RHOT1	1274.292	RHOT1	942.0118
RHOT2	705.5535	RHOT2	765.6805
RHOU	254.5053	RHOU	1375.1479
RHOV	673.4829	RHOV	380.4734
RHPN1	641.7065	RHPN1	192.3077
RHPN2	3529.5329	RHPN2	919.5266
RIBC1	5.0018	RIBC1	30.7692
RIBC2	49.7242	removed	removed
RIC3	14.7113	RIC3	144.9704
RIC8A	1504.7679	RIC8A	1614.2308
RIC8B	591.6881	RIC8B	382.2485
RICH2	526.37	RICH2	304.142
RICTOR	391.3203	RICTOR	718.3432
RIF1	863.847	RIF1	640.8284
RILPL1	401.8889	RILPL1	283.2604
RILPL2	215.9618	RILPL2	581.6568
RILP	60.3163	RILP	225.4438
RIMBP2	5.2961	RIMBP2	8.8757
RIMBP3	18.8305	RIMBP3	18.9349
RIMKLA	7.0614	RIMKLA	66.8639
RIMKLB	348.0368	RIMKLB	635.8757
removed	removed	RIMS1	38.4615
RIMS2	196.2486	RIMS2	7.1006
RIMS3	120.0441	RIMS3	226.6272
removed	removed	RIMS4	50.8876
RIN1	82.3832	RIN1	133.7278
RIN2	471.0555	RIN2	2140.8284
RIN3	480.765	RIN3	575.1479
RING1	518.1317	RING1	668.0473
RINL	366.6054	RINL	148.5207
RINT1	509.1284	RINT1	399.4438
RIOK1	2330.5627	RIOK1	488.1657
RIOK2	503.4204	RIOK2	565.6805
RIOK3	1236.9253	RIOK3	1548.5207
RIPK1	1210.7392	RIPK1	1441.4201
RIPK2	1685.9139	RIPK2	341.4201
RIPK3	67.3777	RIPK3	254.4379
RIPK4	355.4248	RIPK4	414.2012
RIPPLY2	7.9441	removed	removed
RIT1	708.2015	RIT1	779.2899
RLBP1	6.1787	removed	removed
RLF	1151.5999	RLF	670.4142
RLIM	2566.5318	RLIM	1486.3905
removed	removed	RLN2	13.6095
RLTPR	131.5189	RLTPR	20.7101
RMI1	861.7874	RMI1	202.9586
RMND1	463.1114	RMND1	458.5799
RMND5A	2101.3608	RMND5A	1640.8284
RMND5B	635.2335	RMND5B	655.0296
RMRP	15.2997	RMRP	33.1361
RNASE1	2457.6683	RNASE1	5673.9645
RNASE2	13.5344	RNASE2	8.284
RNASE4	594.2038	RNASE4	2776.8817
RNASE6	530.7834	RNASE6	350.8876
removed	removed	RNASE7	19.5266
RNASEH1	701.4344	RNASEH1	184.0237
RNASEH2A	2133.7256	RNASEH2A	185.2071
RNASEH2B	364.84	RNASEH2B	404.7337
RNASEH2C	511.3645	RNASEH2C	397.6213
RNASEK	1360.8797	RNASEK	2081.3491
RNASEL	132.4016	RNASEL	338.4615
RNASEN	1124.5311	RNASEN	937.2781
RNASET2	779.9926	RNASET2	917.7515
RND1	49.7242	RND1	192.3077
RND2	17.0651	RND2	82.2485
RND3	1190.4377	RND3	3005.3254
RNF103	877.7315	RNF103	1383.1006
RNF10	3224.4207	RNF10	3409.4675
RNF111	380.434	RNF111	663.3136
RNF112	38.2494	RNF112	24.2604
RNF113A	396.3222	RNF113A	207.6923
RNF114	1307.5395	RNF114	1752.071
RNF115	851.1953	RNF115	441.4201
RNF11	1030.673	RNF11	3701.1834
RNF121	513.1298	RNF121	460.9467
RNF122	289.224	RNF122	286.9822
RNF123	529.6065	RNF123	510.0592
RNF125	176.8297	RNF125	605.3254
RNF126P1	37.6609	removed	removed
RNF126	462.8172	RNF126	468.0473
RNF128	17.9478	RNF128	333.7278
RNF130	2093.1225	RNF130	2663.3136
RNF135	947.4071	RNF135	715.3846
RNF138P1	16.4766	RNF138P1	15.3846
RNF138	889.1504	RNF138	639.645
RNF139	1446.4141	RNF139	1049.1124
RNF13	968.8856	RNF13	1639.645
RNF141	353.9537	RNF141	1909.4675
RNF144A	2205.811	RNF144A	629.5858
RNF144B	355.1306	RNF144B	1966.2722
RNF145	975.3586	RNF145	1577.5148
RNF146	571.0923	RNF146	809.4675
RNF149	1259.2865	RNF149	1033.1361
RNF14	1100.4046	RNF14	1395.858
RNF150	97.3887	RNF150	127.8107
RNF152	18.5362	RNF152	40.8284
RNF157	321.8507	RNF157	189.3491
RNF160	934.4612	RNF160	801.1834
RNF165	96.0294	RNF165	75.7396
RNF166	212.7253	RNF166	302.9586
RNF167	1720.9268	RNF167	1887.574
RNF168	299.8161	RNF168	211.8343
RNF169	927.641	RNF169	473.2071
RNF170	855.0202	RNF170	562.7219
RNF175	11.1806	RNF175	10.6509
RNF180	126.8113	RNF180	236.6864
RNF181	1073.63	RNF181	957.9882
RNF182	470.7613	RNF182	31.9527
removed	removed	RNF183	10.0592
RNF185	567.5793	RNF185	1534.355
removed	removed	RNF186	5.3254
RNF187	1736.5208	RNF187	2205.3254
RNF19A	4026.4803	RNF19A	1790.5325
RNF19B	941.8168	RNF19B	849.1124
RNF207	99.7426	RNF207	146.1538
RNF208	28.2457	RNF208	121.8935
RNF20	2412.6517	RNF20	1159.1716
RNF212	287.7529	RNF212	178.6982
RNF213	5983.6499	RNF213	3434.2663
RNF214	257.1534	RNF214	283.432
RNF215	151.8205	RNF215	205.9172
RNF216L	295.6675	RNF216L	281.6568
RNF216	1005.3696	RNF216	1135.503
RNF217	31.7764	RNF217	79.8698
RNF219	341.5962	RNF219	493.7041
RNF220	2521.7536	RNF220	943.2485
RNF24	323.6484	RNF24	219.5266
RNF25	361.3093	RNF25	384.6154
RNF26	1015.0791	RNF26	853.2544
RNF2	1032.7326	RNF2	578.6982
RNF31	905.5918	RNF31	914.7929
RNF32	29.1284	RNF32	26.0355
RNF34	1048.8444	RNF34	604.574
RNF38	1939.8308	RNF38	1444.3787
RNF39	36.484	RNF39	199.4083
RNF40	1443.7661	RNF40	1748.5207
RNF41	1175.4321	RNF41	1124.2604
RNF43	150.3494	RNF43	385.2071
RNF44	1607.0614	RNF44	911.2426
RNF4	2086.0611	RNF4	1620.1183
RNF5P1	120.0441	RNF5P1	75.7396
RNF5	1230.7466	RNF5	735.503
RNF6	799.4115	RNF6	891.716
RNF7	822.6554	RNF7	1176.9231
RNF8	1060.3898	RNF8	293.4911
RNFT1	183.8911	RNFT1	276.3314
RNFT2	233.0268	RNFT2	33.7278
RNGTT	551.6734	RNGTT	343.787
RNH1	1598.8231	RNH1	3175.1479
RNLS	70.0257	RNLS	175.1479
RNMTL1	388.0839	RNMTL1	266.8639
RNMT	2957.5579	RNMT	985.7988
RNPC3	97.071	RNPC3	204.1006
RNPEPL1	1267.8191	RNPEPL1	1614.7929
RNPEP	988.3045	RNPEP	1719.5266
RNPS1	5053.3284	RNPS1	2320.1183
ROBLD3	1782.7142	ROBLD3	556.8047
ROBO1	717.3225	ROBO1	562.7219
ROBO2	7.6499	ROBO2	22.4852
ROBO3	16.4766	ROBO3	197.0414
ROBO4	193.6006	ROBO4	2623.6686
ROCK1	1434.9393	ROCK1	1713.6095
ROCK2	1869.8051	ROCK2	1527.8107
ROD1	10337.0357	ROD1	2171.5976
ROGDI	253.3284	ROGDI	361.5385
ROM1	22.3612	ROM1	68.6391
ROMO1	450.1655	ROMO1	533.1361
ROPN1B	6.1787	ROPN1B	68.0473
removed	removed	ROPN1L	12.426
ROPN1	18.8305	ROPN1	42.6036
ROR1	35.8955	ROR1	54.4379
ROR2	155.3512	ROR2	314.2012
RORA	181.8316	RORA	408.284
RORB	33.2475	RORB	6.5089
RORC	875.616	RORC	485.7988
RP1	5.8845	removed	removed
RP2	280.6914	RP2	463.9053
RP9P	285.399	RP9P	224.8521
RP9	340.4193	RP9	153.8462
RPA1	3592.4972	RPA1	2025.4438
RPA2	941.2284	RPA2	1078.1065
RPA3	269.5108	RPA3	259.1716
RPAIN	523.8161	RPAIN	530.213
RPAP1	435.4542	RPAP1	502.9586
RPAP2	222.7289	RPAP2	204.142
RPAP3	888.2677	RPAP3	555.0296
removed	removed	RPE65	8.8757
RPE	778.3773	RPE	694.7041
RPF1	441.3387	RPF1	720.1183
RPF2	506.3626	RPF2	388.1657
RPGRIP1L	113.8654	RPGRIP1L	160.355
removed	removed	RPGRIP1	6.5089
RPGR	102.0964	RPGR	314.7929
RPH3AL	40.0147	RPH3AL	253.2544
removed	removed	RPH3A	20.7101
RPIA	1084.8106	RPIA	446.7456
RPL10A	18485.0313	RPL10A	10562.7219
RPL10	18089.1092	RPL10	16033.0592
RPL11	24571.6808	RPL11	16398.8166
RPL12	22737.1828	RPL12	9783.432
RPL13AP20	18.242	RPL13AP20	37.8698
RPL13AP3	5.0018	RPL13AP3	5.3254
RPL13A	8559.3233	RPL13A	16533.1361
RPL13P5	18.8305	RPL13P5	22.4852
RPL13	10543.8764	RPL13	13918.3432
RPL14	11269.1431	RPL14	9288.1657
RPL15	17428.7606	RPL15	21713.6095
RPL17	8669.9757	RPL17	6044.6805
RPL18A	2316.1456	RPL18A	1527.8107
RPL18	13749.1725	RPL18	10534.3195
RPL19P12	55.9029	RPL19P12	28.9941
RPL19	17288.4149	RPL19	16338.4615
removed	removed	RPL21P44	5.3254
RPL21	19.7131	RPL21	10.0592
RPL22L1	342.4789	RPL22L1	405.3254
RPL22	7196.1751	RPL22	9081.6568
removed	removed	RPL23AP32	7.6923
RPL23AP53	154.7628	RPL23AP53	221.8935
RPL23AP7	41.1916	RPL23AP7	47.3373
RPL23AP82	69.4373	RPL23AP82	63.9053
RPL23A	5525.2666	RPL23A	4026.0355
RPL23P8	60.9047	RPL23P8	95.858
RPL23	8602.5745	RPL23	10322.4852
RPL24	9438.7643	RPL24	7962.7219
RPL26L1	185.068	RPL26L1	156.8047
RPL26	14342.626	RPL26	13465.0888
RPL27A	7942.626	RPL27A	10850.8876
RPL27	14890.7687	RPL27	11249.1124
RPL28	7609.2681	RPL28	7062.7219
RPL29	13455.8293	RPL29	10622.4852
RPL30	30275.5425	RPL30	12637.2781
RPL31	11398.3082	RPL31	11018.9349
RPL32P3	198.9967	RPL32P3	152.0592
RPL32	19794.3362	RPL32	17031.9527
RPL34	7952.3354	RPL34	11679.2899
RPL35A	11477.4549	RPL35A	9661.5385
RPL35	13883.0452	RPL35	6479.8817
RPL36AL	2231.1144	RPL36AL	2656.213
RPL36A	41.1916	RPL36A	83.432
RPL36	12598.4553	RPL36	6139.645
RPL37A	14156.6752	RPL37A	13474.5562
RPL37	7869.0695	RPL37	11718.3432
RPL38	11413.0195	RPL38	5725.4438
RPL39L	686.4288	RPL39L	120.1183
RPL39	1685.0313	RPL39	778.6982
RPL3	23839.9412	RPL3	36601.7751
RPL41	23585.4358	RPL41	16062.1302
RPL4	22307.9073	RPL4	25404.7337
RPL5	21010.6657	RPL5	20607.6923
RPL6	10478.2641	RPL6	8531.9527
RPL7A	31501.2872	RPL7A	15367.4556
RPL7L1	1653.5491	RPL7L1	926.0355
RPL7	4862.9643	RPL7	1637.8698
RPL8	50041.3387	RPL8	19793.4911
RPL9	1323.1335	RPL9	2623.0769
RPLP0P2	19.1247	RPLP0P2	5.9172
RPLP0	29244.281	RPLP0	20597.0414
RPLP1	13559.1026	RPLP1	22541.4201
RPLP2	8295.1085	RPLP2	13189.3491
RPN1	7599.2644	RPN1	5182.8402
RPN2	7248.253	RPN2	6557.3846
RPP14	484.5899	RPP14	587.574
RPP21	833.2357	RPP21	224.2604
RPP25	769.989	RPP25	175.7396
RPP30	201.2505	RPP30	519.5266
RPP38	599.0408	RPP38	343.787
RPP40	578.448	RPP40	124.2604
RPPH1	6.1787	RPPH1	25.4438
RPRD1A	1709.7462	RPRD1A	1060.355
RPRD1B	882.9717	RPRD1B	950.8876
RPRD2	3030.2317	RPRD2	1159.1716
RPRML	22.3612	removed	removed
RPRM	10.8864	removed	removed
RPS10P7	19.1247	RPS10P7	55.0296
RPS10	17780.6547	RPS10	6864.497
RPS11	17485.5462	RPS11	19952.071
RPS12	12733.505	RPS12	14814.2012
RPS13	4624.053	RPS13	8490.5325
RPS14	12113.5712	RPS14	9885.2071
RPS15A	14556.8224	RPS15A	10562.7219
RPS15	2460.6105	RPS15	2964.497
RPS16	22022.5083	RPS16	9942.6036
RPS17	10629.7904	RPS17	9843.787
RPS18	58573.0048	RPS18	25224.2604
RPS19BP1	525.1931	RPS19BP1	588.7574
RPS19	27902.9055	RPS19	10263.3136
RPS20	27946.4509	RPS20	15171.5976
RPS21	6268.1868	RPS21	4802.9586
RPS23	10033.6889	RPS23	12012.426
RPS24	20263.0379	RPS24	14563.9053
RPS25	5126.5907	RPS25	10391.716
RPS26	895.6234	RPS26	962.1302
RPS27A	14019.8602	RPS27A	11557.9882
RPS27L	511.0702	RPS27L	1615.3846
RPS27	165.9434	RPS27	116.568
RPS28	491.9456	RPS28	590.5325
RPS29	6182.8613	RPS29	6038.4615
RPS2P32	22.9496	RPS2P32	8.284
RPS2	15987.3483	RPS2	9281.6568
RPS3A	8683.7808	RPS3A	6200
RPS3	27558.6613	RPS3	15417.1598
RPS4X	40743.5086	RPS4X	38458.5799
RPS5	11511.8794	RPS5	9643.1953
RPS6KA1	1002.1331	RPS6KA1	772.7811
RPS6KA2	343.6558	RPS6KA2	2026.0355
RPS6KA3	826.7745	RPS6KA3	2142.0118
RPS6KA4	1062.1552	RPS6KA4	534.9112
RPS6KA5	128.2825	RPS6KA5	253.8462
RPS6KA6	28.5399	RPS6KA6	24.8521
RPS6KB1	917.3961	RPS6KB1	828.4024
RPS6KB2	1004.4869	RPS6KB2	484.6154
RPS6KC1	466.3479	RPS6KC1	526.0355
RPS6KL1	280.9857	RPS6KL1	115.9763
RPS6	52445.1637	RPS6	29201.7751
RPS7	15670.1729	RPS7	5969.2308
RPS8	27904.3766	RPS8	20929.5858
RPS9	7856.4178	RPS9	9801.7751
RPSAP58	11724.0162	RPSAP58	6634.9112
RPSAP9	20.3016	RPSAP9	12.426
RPSA	9561.4564	RPSA	5313.0178
RPTOR	714.3803	RPTOR	623.0769
RPUSD1	586.0978	RPUSD1	245.5621
RPUSD2	149.1725	RPUSD2	178.6982
RPUSD3	783.5234	RPUSD3	297.6331
RPUSD4	427.5101	RPUSD4	443.787
RQCD1	422.5083	RQCD1	177.5148
RRAD	18.8305	RRAD	123.0769
RRAGA	2522.6922	RRAGA	2418.3432
RRAGB	522.2508	RRAGB	402.9586
RRAGC	825.6653	RRAGC	483.8462
removed	removed	RRAGD	539.0533
RRAS2	259.8014	RRAS2	614.2012
RRAS	211.5484	RRAS	1371.0059
RRBP1	2348.8047	RRBP1	2743.1953
RREB1	464.2883	RREB1	1071.5976
RRM1	2273.7771	RRM1	1261.5385
RRM2B	492.8282	RRM2B	937.2781
RRM2	2860.1692	RRM2	44.9704
RRN3P1	57.6683	RRN3P1	69.8225
RRN3P2	16.4766	RRN3P2	9.4675
RRN3P3	32.3913	RRN3P3	56.071
RRN3	1773.0048	RRN3	1352.6627
RRP12	1090.9893	RRP12	693.4911
RRP15	1242.2214	RRP15	593.4911
RRP1B	2922.5451	RRP1B	872.7811
RRP1	1708.2751	RRP1	276.9231
RRP7A	251.5631	RRP7A	318.9349
RRP7B	45.9051	RRP7B	136.5385
RRP8	236.5576	RRP8	297.0414
RRP9	709.3784	RRP9	237.8698
RRS1	1495.2556	RRS1	360.9467
RSAD1	1080.3972	RSAD1	765.0888
RSAD2	584.3325	RSAD2	515.3846
RSBN1L	471.5175	RSBN1L	503.071
RSBN1	416.0353	RSBN1	684.0237
RSC1A1	240.6296	RSC1A1	188.8876
RSF1	1001.2505	RSF1	607.1006
RSL1D1	5545.274	RSL1D1	3770.4142
RSL24D1	1551.4527	RSL24D1	2360.355
RSPH1	9.4152	RSPH1	47.929
RSPH3	70.9084	RSPH3	136.0947
removed	removed	RSPH4A	21.3018
removed	removed	RSPH9	5.3254
removed	removed	RSPO1	58.5799
RSPO3	23.8323	RSPO3	353.8462
RSPO4	95.6234	RSPO4	10.6509
RSPRY1	321.2946	RSPRY1	383.432
RSRC1	259.2129	RSRC1	190.5325
RSRC2	1725.046	RSRC2	1333.1361
RSU1	4419.2718	RSU1	1978.1065
RTBDN	7.3556	removed	removed
RTCD1	578.448	RTCD1	513.0178
RTEL1	217.2681	RTEL1	241.3077
RTF1	1687.9735	RTF1	1997.0414
RTKN2	237.4402	RTKN2	41.4201
RTKN	1819.4925	RTKN	486.9822
RTN1	113.8654	RTN1	594.0828
RTN2	143.8764	RTN2	320.7101
RTN3	4627.8779	RTN3	5960.355
RTN4IP1	199.1909	RTN4IP1	136.0947
RTN4RL1	250.3862	RTN4RL1	699.4083
