gene_id	TCGA-A7-A0DB-01A-11R-A00Z-07	gene_id	TCGA-A7-A0DB-11A-33R-A089-07
QSOX1	6173.7714	QSOX1	1758.2474
QSOX2	242.9351	QSOX2	261.3402
QTRT1	472.0759	QTRT1	255.1546
QTRTD1	702.3661	QTRTD1	344.3299
R3HCC1	556.7583	R3HCC1	481.9588
R3HDM1	592.0107	R3HDM1	700
R3HDM2	782.0902	R3HDM2	1437.1134
RAB10	3494.2044	RAB10	3180.4124
RAB11A	4275.1221	RAB11A	2955.1546
RAB11B	2251.1735	RAB11B	1616.4433
RAB11FIP1	1731.5835	RAB11FIP1	998.4536
RAB11FIP2	395.057	RAB11FIP2	777.3196
RAB11FIP3	1083.2455	RAB11FIP3	763.9175
RAB11FIP4	1297.4423	RAB11FIP4	36.5979
RAB11FIP5	820.0019	RAB11FIP5	1075.7732
RAB12	598.9079	RAB12	1152.5773
RAB13	2633.2024	RAB13	2187.6289
RAB14	3655.9057	RAB14	2911.3402
RAB15	1122.3297	RAB15	90.7216
RAB17	355.5896	RAB17	7.2165
RAB18	2602.165	RAB18	1803.6082
RAB19	43.2992	removed	removed
RAB1A	3934.0128	RAB1A	3833.9742
RAB1B	5515.444	RAB1B	4234.4948
RAB20	796.628	RAB20	480.4124
RAB21	900.4694	RAB21	1088.1443
RAB22A	1450.7137	RAB22A	1251.0309
RAB23	424.1786	RAB23	1125.7732
RAB24	391.9916	RAB24	293.299
RAB25	3676.9806	RAB25	17.0103
RAB26	292.7483	removed	removed
RAB27A	370.5336	RAB27A	351.5464
RAB27B	426.8608	RAB27B	7.2165
RAB28	272.0567	RAB28	330.4124
RAB2A	1282.8815	RAB2A	1311.3402
RAB2B	388.543	RAB2B	410.3093
RAB30	370.1504	RAB30	264.9485
RAB31	2301.753	RAB31	2094.3299
RAB32	511.5433	RAB32	1242.268
RAB33A	7.6636	RAB33A	7.2165
RAB33B	359.4214	RAB33B	415.9794
RAB34	1062.9371	RAB34	926.8041
RAB35	862.1515	RAB35	1157.732
RAB36	154.8041	RAB36	46.3918
RAB37	27.972	RAB37	59.2784
RAB38	272.0567	RAB38	77.8351
RAB39B	14.1776	removed	removed
RAB39	5.7477	RAB39	15.9794
RAB3A	131.4302	RAB3A	22.1649
RAB3C	6.8972	RAB3C	34.5361
RAB3D	3289.2039	RAB3D	579.3814
RAB3GAP1	1619.3122	RAB3GAP1	1881.9588
RAB3GAP2	1528.8821	RAB3GAP2	1106.1856
RAB3IL1	273.2062	RAB3IL1	1009.7938
RAB3IP	1136.1241	RAB3IP	91.2371
RAB40A	10.729	removed	removed
RAB40B	335.2812	RAB40B	214.9485
RAB40C	823.4505	RAB40C	262.3711
RAB42	57.0936	RAB42	99.4845
RAB43	216.1127	RAB43	157.732
RAB4A	1342.4964	RAB4A	720.5309
RAB4B	517.9538	RAB4B	329.8969
RAB5A	1622.7608	RAB5A	1272.1649
RAB5B	3881.5979	RAB5B	3738.6598
RAB5C	3665.4852	RAB5C	3473.7113
RAB6A	3068.11	RAB6A	3323.1959
RAB6B	136.0284	RAB6B	296.9072
RAB6C	122.3144	RAB6C	31.4124
RAB7A	6092.1544	RAB7A	6577.3196
RAB7L1	698.5343	RAB7L1	861.3402
RAB8A	2385.0062	RAB8A	1238.7216
RAB8B	732.6372	RAB8B	1760.3093
RAB9A	318.4213	RAB9A	472.1649
removed	removed	RAB9B	16.4948
RABAC1	2940.5115	RABAC1	1049.4845
RABEP1	4964.215	RABEP1	1996.7474
RABEP2	653.7025	RABEP2	200.5155
RABEPK	438.7393	RABEPK	255.6701
RABGAP1L	309.7117	RABGAP1L	407.7577
RABGAP1	1430.022	RABGAP1	1494.8351
RABGEF1	1023.964	RABGEF1	1285.7268
RABGGTA	469.3936	RABGGTA	223.7113
RABGGTB	732.6372	RABGGTB	905.1546
RABIF	441.8048	RABIF	254.6392
RABL2A	295.0474	RABL2A	198.4536
RABL2B	303.2896	RABL2B	239.6237
RABL3	1118.1148	RABL3	1001.0309
RABL5	1155.6663	RABL5	373.7113
RAC1	7595.3635	RAC1	6584.5361
RAC2	688.9549	RAC2	475.2577
RAC3	234.5052	RAC3	99.4845
RACGAP1	603.8893	RACGAP1	442.7835
RAD17	829.0526	RAD17	508.0206
RAD18	500.0479	RAD18	124.2268
RAD1	752.1793	RAD1	342.268
RAD21	4625.3473	RAD21	4349.4845
RAD23A	2324.3606	RAD23A	2420.6186
RAD23B	5148.3859	RAD23B	5436.0825
RAD50	2307.1175	RAD50	1443.299
RAD51AP1	122.6171	RAD51AP1	80.4124
RAD51C	215.3463	RAD51C	194.8454
RAD51L1	136.4115	RAD51L1	53.6082
RAD51L3	129.5143	RAD51L3	187.1134
RAD51	123.3835	RAD51	60.3093
RAD52	80.0843	RAD52	82.4742
RAD54B	92.346	RAD54B	20.201
removed	removed	RAD54L2	248.4536
RAD54L	83.9161	RAD54L	24.7423
RAD9A	160.0651	RAD9A	123.8402
RAD9B	19.9253	RAD9B	19.0722
RADIL	26.0561	RADIL	127.8351
RAE1	813.4879	RAE1	395.3608
RAET1E	62.4581	RAET1E	18.5567
RAET1G	8.633	RAET1G	20.6082
RAF1	2080.5671	RAF1	1951.5464
RAG1AP1	2624.0061	RAG1AP1	406.1856
RAG1	30.6543	RAG1	60.3093
RAGE	262.4772	RAGE	79.8969
RAI14	947.9835	RAI14	689.6907
RAI1	908.133	RAI1	401.5464
RAI2	1302.4236	RAI2	922.6804
RALA	1276.3675	RALA	1796.3918
RALBP1	1638.0879	RALBP1	2300
RALB	1416.6108	RALB	2204.6392
RALGAPA1	779.385	RALGAPA1	411.3402
RALGAPA2	516.1414	RALGAPA2	865.9794
RALGAPB	2800.2682	RALGAPB	1617.0103
RALGDS	854.3347	RALGDS	1311.0464
RALGPS1	504.2629	RALGPS1	91.2371
RALGPS2	2697.1932	RALGPS2	281.4433
RALY	2494.4918	RALY	1971.134
RAMP1	69.7385	RAMP1	6.1856
RAMP2	472.8422	RAMP2	1323.7113
RAMP3	286.6175	RAMP3	609.7938
RANBP10	370.5336	RANBP10	667.5258
RANBP17	111.5049	RANBP17	17.0103
RANBP1	446.0197	RANBP1	643.8144
RANBP2	3511.8306	RANBP2	3255.6701
RANBP3L	88.8974	RANBP3L	14.9485
RANBP3	1297.8255	RANBP3	931.9588
RANBP6	971.3574	RANBP6	627.8351
RANBP9	842.6094	RANBP9	1021.6495
RANGAP1	1373.6948	RANGAP1	1222.6804
RANGRF	277.904	RANGRF	378.0567
RAN	3633.6814	RAN	2568.5567
RAP1A	1441.5174	RAP1A	2292.7835
RAP1B	2300.6035	RAP1B	3926.8041
RAP1GAP2	395.4402	RAP1GAP2	156.701
RAP1GAP	373.2158	removed	removed
RAP1GDS1	1343.4237	RAP1GDS1	886.0825
RAP2A	730.3382	RAP2A	1213.9175
RAP2B	791.6467	RAP2B	1670.6186
RAP2C	967.1424	RAP2C	830.4124
RAPGEF1	1338.0592	RAPGEF1	2779.8969
RAPGEF2	436.0571	RAPGEF2	1363.4021
RAPGEF3	264.2897	RAPGEF3	1176.8505
RAPGEF4	393.9075	RAPGEF4	196.3918
RAPGEF5	311.9073	RAPGEF5	753.0928
RAPGEF6	347.1597	RAPGEF6	246.9072
RAPGEFL1	91.1965	RAPGEFL1	68.0412
RAPH1	1306.2554	RAPH1	1165.9794
RARA	1873.7427	RARA	801.0309
RARB	59.7758	RARB	95.8763
RARG	1002.778	RARG	1151.0309
RARRES1	380.8794	RARRES1	413.9175
RARRES2	1155.6663	RARRES2	2809.2784
RARRES3	2534.7255	RARRES3	342.268
RARS2	775.5532	RARS2	825.2577
RARS	2513.6507	RARS	1169.0722
RASA1	1407.2957	RASA1	1174.7938
RASA2	131.047	RASA2	159.7938
RASA3	478.9731	RASA3	2467.5258
RASA4P	58.0247	RASA4P	114.4227
RASA4	179.9713	RASA4	452.0619
RASAL1	32.9533	removed	removed
RASAL2	841.0767	RASAL2	930.9278
RASAL3	88.5142	RASAL3	72.1649
RASD1	205.3837	RASD1	2509.2784
RASD2	220.3276	RASD2	33.5052
RASEF	496.5993	removed	removed
RASGEF1A	45.9814	RASGEF1A	9.7938
RASGEF1B	183.1593	RASGEF1B	778.3505
RASGRF1	16.8599	removed	removed
RASGRF2	189.6733	RASGRF2	625.2577
RASGRP1	80.4675	RASGRP1	24.7423
RASGRP2	30.2711	RASGRP2	173.7113
RASGRP3	195.0378	RASGRP3	334.0206
RASGRP4	51.3459	RASGRP4	277.8351
RASIP1	202.3182	RASIP1	620.1031
RASL10A	7.6636	RASL10A	8.2474
RASL10B	80.4675	RASL10B	1044.3299
RASL11A	73.9534	RASL11A	277.3196
RASL11B	277.038	RASL11B	9.2784
RASL12	159.7854	RASL12	423.1959
RASSF10	10.3458	removed	removed
RASSF1	678.9922	RASSF1	717.5258
RASSF2	583.1976	RASSF2	1562.3711
RASSF3	203.0846	RASSF3	548.9691
RASSF4	387.0103	RASSF4	1633.7577
RASSF5	618.45	RASSF5	492.7835
RASSF6	32.5702	removed	removed
RASSF7	414.9823	RASSF7	34.0206
RASSF8	205.3837	RASSF8	802.5773
RASSF9	26.0561	RASSF9	114.9485
RAVER1	1493.6297	RAVER1	588.1443
RAVER2	234.5052	RAVER2	311.3402
RB1CC1	927.2919	RB1CC1	1633.5052
RB1	1312.3862	RB1	1369.0722
RBAK	642.2071	RBAK	373.7577
RBBP4	4286.8359	RBBP4	2650.9381
RBBP5	945.3013	RBBP5	476.2887
RBBP6	1434.6202	RBBP6	1103.6082
RBBP7	3188.428	RBBP7	1776.2887
RBBP8	678.6091	RBBP8	437.6289
RBBP9	1107.3858	RBBP9	635.567
RBCK1	1904.7802	RBCK1	1134.5361
RBKS	209.2078	RBKS	25.7732
RBL1	132.9629	RBL1	158.7629
RBL2	1039.2336	RBL2	2621.2423
RBM10	1170.227	RBM10	828.3505
removed	removed	RBM11	5.1546
RBM12B	447.1693	RBM12B	320.1031
RBM12	2138.2776	RBM12	1349.1134
RBM14	1112.9419	RBM14	735.5876
RBM15B	2440.7817	RBM15B	1675.2938
RBM15	177.4116	RBM15	158.2474
RBM16	1274.6163	RBM16	1034.5103
RBM17	920.3947	RBM17	1432.4742
RBM18	809.2729	RBM18	674.2268
RBM19	464.0291	RBM19	591.7526
RBM20	111.5049	RBM20	66.4948
RBM22	1363.349	RBM22	892.7835
RBM23	1617.7795	RBM23	1061.3402
RBM24	775.9364	RBM24	27.3196
RBM25	1993.2944	RBM25	1641.7526
RBM26	1008.9089	RBM26	834.0206
RBM27	1292.8441	RBM27	781.9588
RBM28	390.0757	RBM28	340.7216
RBM33	970.5911	RBM33	1087.6289
RBM34	924.2265	RBM34	594.1082
RBM38	269.7576	RBM38	201.0309
RBM39	4585.4967	RBM39	2903.6082
RBM3	4931.5068	RBM3	4364.433
RBM41	109.589	RBM41	139.1753
RBM42	1454.5455	RBM42	721.6495
RBM43	277.038	RBM43	350
RBM45	190.4397	RBM45	134.0206
RBM47	3692.3077	RBM47	686.5979
RBM4B	266.309	RBM4B	214.9485
RBM4	2534.1508	RBM4	1366.4742
RBM5	2605.376	RBM5	2080.7577
RBM6	1190.1217	RBM6	1383.3608
RBM7	572.0854	RBM7	542.7835
RBM8A	2603.8509	RBM8A	1179.9845
RBM9	1336.9097	RBM9	3088.1443
RBMS1	1452.6296	RBMS1	2585.0515
RBMS2	804.441	RBMS2	2212.5619
RBMS3	41.0001	RBMS3	333.5052
RBMX2	450.2347	RBMX2	426.8041
RBMXL1	496.0858	RBMXL1	532.3505
RBMX	3258.1665	RBMX	2523.1959
RBP1	137.1779	RBP1	124.7423
RBP4	580.1322	RBP4	6549.4845
RBP5	180.8602	RBP5	103.6082
RBP7	236.8043	RBP7	1310.3093
RBPJ	637.609	RBPJ	1620.6186
RBPMS2	53.2618	RBPMS2	406.701
RBPMS	1271.3861	RBPMS	2224.2268
RBX1	677.6396	RBX1	631.1649
RC3H1	898.5535	RC3H1	961.3402
RC3H2	296.197	RC3H2	552.5773
RCAN1	821.1515	RCAN1	1617.5258
RCAN2	208.4491	RCAN2	482.9897
RCAN3	130.6639	RCAN3	45.3608
RCBTB1	629.179	RCBTB1	713.9175
RCBTB2	288.1502	RCBTB2	623.1959
RCC1	581.1208	RCC1	211.6959
RCC2	3425.2323	RCC2	1786.5979
RCCD1	130.2807	RCCD1	121.134
RCE1	289.6829	RCE1	163.9175
RCHY1	593.9266	RCHY1	467.5258
RCL1	552.1602	RCL1	335.0515
RCN1	2821.343	RCN1	3554.6392
RCN2	1015.4229	RCN2	753.0928
RCN3	803.9084	RCN3	1118.0412
RCOR1	1553.7887	RCOR1	879.3814
RCOR2	10.729	RCOR2	15.9794
RCOR3	1711.275	RCOR3	900
RCSD1	280.8698	RCSD1	882.4742
removed	removed	RCVRN	17.5258
RDBP	1077.4097	RDBP	982.4742
RDH10	213.8136	RDH10	885.567
RDH11	2215.9211	RDH11	1398.9691
RDH13	297.8216	RDH13	101.5464
RDH14	431.5586	RDH14	407.5309
RDH5	192.7388	RDH5	2129.8969
RDM1	10.3458	removed	removed
RDX	1386.3397	RDX	2511.8557
REC8	10.3458	REC8	15.4639
RECK	401.1879	RECK	1641.7526
RECQL4	186.9911	RECQL4	64.433
RECQL5	447.9356	RECQL5	302.0619
RECQL	747.4394	RECQL	1607.3041
REEP1	646.4221	REEP1	69.5876
REEP2	73.1871	REEP2	60.3093
REEP3	770.9551	REEP3	862.3711
REEP4	464.7955	REEP4	298.9691
REEP5	7411.8172	REEP5	5007.5825
REEP6	6560.0153	REEP6	47.4227
REG4	9.1963	removed	removed
RELA	1823.5463	RELA	1504.6392
RELB	482.4217	RELB	181.4433
RELL1	799.5478	RELL1	905.6701
RELL2	30.1561	RELL2	10.1392
RELN	15.3271	RELN	391.7526
RELT	88.8974	RELT	128.866
REL	126.8321	REL	84.5361
REM1	10.3458	REM1	59.2784
REM2	43.2992	removed	removed
RENBP	183.9257	RENBP	525.2577
REP15	10.3458	REP15	23.7113
REPIN1	2706.0063	REPIN1	1222.6804
REPS1	890.8899	REPS1	545.3608
REPS2	902.7685	REPS2	317.5258
RER1	2888.1081	RER1	2544.8557
RERE	2709.0718	RERE	4174.2268
RERGL	23.7571	RERGL	236.5979
RERG	1333.0779	RERG	803.6082
REST	407.3187	REST	364.433
RETSAT	2283.3605	RETSAT	7675.2577
RET	208.0659	RET	14.9485
REV1	470.9263	REV1	683.5052
REV3L	478.5899	REV3L	1765.9794
REXO1	499.2815	REXO1	365.4639
REXO2	727.6559	REXO2	1072.1649
REXO4	506.9451	REXO4	435.567
RFC1	1322.3489	RFC1	1512.3711
RFC2	677.8427	RFC2	335.567
RFC3	305.7764	RFC3	162.3711
RFC4	357.8887	RFC4	157.2165
RFC5	257.8791	RFC5	199.4845
RFESD	40.6093	RFESD	26.0979
RFFL	727.1999	RFFL	692.5722
RFK	662.1324	RFK	473.1959
RFNG	602.3565	RFNG	573.7113
RFPL1S	33.9305	RFPL1S	20.8814
removed	removed	RFPL4A	6.1856
removed	removed	RFPL4B	13.9175
RFT1	788.5813	RFT1	503.0928
RFTN1	780.5345	RFTN1	2599.4845
RFTN2	97.3273	RFTN2	334.5361
RFWD2	1421.9753	RFWD2	1005.1546
RFWD3	533.3844	RFWD3	467.5258
RFX1	507.7115	RFX1	172.1649
RFX2	78.5516	RFX2	108.2474
RFX3	97.3273	RFX3	30.9278
RFX5	1327.7134	RFX5	670.1031
RFX7	601.207	RFX7	540.2062
RFX8	6.514	RFX8	11.8557
RFXANK	1098.2278	RFXANK	494.5722
RFXAP	91.9628	RFXAP	75.2577
RG9MTD1	814.6374	RG9MTD1	370.1031
RG9MTD2	194.6547	RG9MTD2	145.3608
RG9MTD3	125.2994	RG9MTD3	151.0309
RGAG1	14.5608	removed	removed
RGAG4	741.0672	RGAG4	472.1649
RGL1	473.9918	RGL1	3213.9175
removed	removed	RGL2	896.9072
RGL3	66.2899	RGL3	76.8041
RGL4	6.4106	RGL4	9
RGMA	163.234	RGMA	746.3918
RGMB	966.6022	RGMB	714.3454
RGNEF	503.8797	RGNEF	352.5773
RGN	15.7103	RGN	150.5155
RGP1	153.2714	RGP1	122.6804
RGPD1	340.3698	RGPD1	298.7784
RGPD3	229.1407	RGPD3	341.7526
RGPD4	125.6825	RGPD4	159.2784
RGPD5	51.07	RGPD5	236.0722
RGPD6	453.4764	RGPD6	724.2371
RGS10	643.3566	RGS10	559.2784
RGS11	136.0743	RGS11	183.4175
RGS12	619.5996	RGS12	497.9381
removed	removed	RGS13	10.8247
RGS14	318.4213	RGS14	88.6598
RGS16	196.9537	RGS16	130.4124
RGS17	6.514	RGS17	36.5979
RGS18	49.43	RGS18	74.7423
RGS19	331.4494	RGS19	275.2577
RGS1	774.7869	RGS1	457.732
removed	removed	RGS20	16.4948
RGS22	24.5234	RGS22	318.0412
RGS2	286.6175	RGS2	480.4124
RGS3	583.1976	RGS3	1838.6598
RGS4	133.3461	RGS4	16.4948
RGS5	1894.0512	RGS5	6160.3093
RGS6	8.8131	RGS6	125.2577
removed	removed	RGS7BP	67.0103
RGS7	6.1309	removed	removed
RGS9BP	11.8785	removed	removed
RGS9	21.0748	removed	removed
RHBDD1	457.5151	RHBDD1	377.3196
RHBDD2	2877.2871	RHBDD2	975.2577
RHBDD3	187.3743	RHBDD3	190.7216
RHBDF1	1127.6942	RHBDF1	522.1649
RHBDF2	256.3464	RHBDF2	272.1649
RHBDL1	113.4208	removed	removed
RHBDL2	34.8692	RHBDL2	15.9794
RHBDL3	11.8785	RHBDL3	28.866
RHCE	10.729	removed	removed
removed	removed	RHCG	50
RHD	7.3494	RHD	8.2474
RHEBL1	12.2617	RHEBL1	21.134
RHEB	1073.2829	RHEB	1208.7629
RHOA	20086.9815	RHOA	21036.0825
RHOBTB1	641.0576	RHOBTB1	738.6598
RHOBTB2	421.7645	RHOBTB2	527.3144
RHOBTB3	2335.8559	RHOBTB3	5804.1237
RHOB	12877.8619	RHOB	16362.3711
RHOC	7123.2877	RHOC	4787.1134
RHOD	412.3	RHOD	139.1753
RHOF	43.3222	RHOF	31.0979
RHOG	1065.6193	RHOG	1545.3608
RHOH	166.2995	RHOH	20.6186
RHOJ	109.2059	RHOJ	397.9381
RHOQ	1361.9389	RHOQ	5545.5979
RHOT1	925.376	RHOT1	912.8866
RHOT2	1541.1438	RHOT2	591.2371
RHOU	305.3932	RHOU	1150
RHOV	806.5907	RHOV	18.0412
removed	removed	RHOXF1	13.9175
removed	removed	RHOXF2B	8.7629
RHPN1	295.8138	RHPN1	34.0206
RHPN2	979.021	RHPN2	29.3814
RIBC1	29.5047	RIBC1	7.732
RIBC2	28.7384	removed	removed
RIC3	144.4583	RIC3	42.7835
RIC8A	2478.2374	RIC8A	1646.9897
RIC8B	244.851	RIC8B	418.5567
RICH2	304.2437	RICH2	123.1959
RICTOR	350.9915	RICTOR	786.0825
RIF1	723.8241	RIF1	817.5258
RILPL1	215.2735	RILPL1	280.4536
RILPL2	488.9357	RILPL2	493.8144
RILP	99.2432	RILP	279.3814
removed	removed	RIMBP2	19.5876
RIMBP3	24.5234	RIMBP3	54.6392
RIMKLA	47.131	RIMKLA	33.5052
RIMKLB	328.951	RIMKLB	752.2577
RIMS1	18.7757	removed	removed
RIMS3	188.907	RIMS3	219.5876
RIMS4	141.0097	RIMS4	53.6082
RIN1	103.4582	RIN1	80.9278
RIN2	2478.3983	RIN2	2053.0928
RIN3	483.5712	RIN3	809.7938
RING1	708.497	RING1	594.8454
RINL	111.1218	RINL	137.1134
RINT1	465.512	RINT1	338.0412
RIOK1	332.5989	RIOK1	352.5773
RIOK2	834.1795	RIOK2	463.9175
RIOK3	1355.6854	RIOK3	1326.8041
RIPK1	992.8154	RIPK1	1228.866
RIPK2	325.7017	RIPK2	390.2062
RIPK3	232.9725	RIPK3	155.6701
RIPK4	261.7109	RIPK4	11.3402
RIT1	897.7871	RIT1	871.6495
RLF	411.9169	RLF	550.5155
RLIM	2061.8833	RLIM	1351.5464
RLN1	6.1309	removed	removed
RLN2	29.8879	removed	removed
RMI1	499.2815	RMI1	160.3093
RMND1	507.7115	RMND1	496.3918
RMND5A	1717.4059	RMND5A	2171.134
RMND5B	1125.7783	RMND5B	657.732
RMRP	31.8038	RMRP	17.5258
RNASE1	3706.1021	RNASE1	26288.1443
RNASE2	20.3085	RNASE2	30.9278
RNASE4	1982.37	RNASE4	4218.6237
RNASE6	495.0666	RNASE6	632.4742
RNASE7	7.6636	removed	removed
RNASEH1	264.01	RNASEH1	297.4227
RNASEH2A	836.8618	RNASEH2A	270.1031
RNASEH2B	395.8234	RNASEH2B	532.4742
RNASEH2C	620.6916	RNASEH2C	530.8402
RNASEK	1976.9097	RNASEK	2275.2113
RNASEL	484.7208	RNASEL	559.7938
RNASEN	1539.2279	RNASEN	1102.0619
RNASET2	1031.8996	RNASET2	821.134
RND1	252.5146	RND1	8.2474
RND2	36.402	RND2	70.1031
RND3	642.2071	RND3	1380.4124
RNF103	2124.5177	RNF103	1004.4381
RNF10	4065.5235	RNF10	3679.3814
RNF111	732.254	RNF111	810.3093
RNF112	5.3645	RNF112	57.2165
RNF113A	244.851	RNF113A	235.567
RNF114	1549.5737	RNF114	1362.8866
RNF115	558.6742	RNF115	422.6804
RNF11	2743.1746	RNF11	3048.4536
RNF121	554.0761	RNF121	387.1134
RNF122	111.8881	RNF122	207.732
RNF123	805.4411	RNF123	550
RNF125	221.094	RNF125	905.6701
RNF126P1	16.8599	removed	removed
RNF126	300.0287	RNF126	191.2371
RNF128	482.8049	RNF128	19.0722
RNF130	2560.3985	RNF130	5387.1134
RNF135	761.3756	RNF135	890.7216
removed	removed	RNF138P1	13.9175
RNF138	496.5993	RNF138	375.7732
RNF139	1297.5074	RNF139	1095.3608
RNF13	1723.9199	RNF13	2070.6186
RNF141	1587.1252	RNF141	1238.1443
RNF144A	639.1417	RNF144A	1119.5876
RNF144B	2076.4441	RNF144B	767.0103
RNF145	544.8798	RNF145	2075.7732
RNF146	649.4875	RNF146	1013.4021
RNF148	6.514	removed	removed
RNF149	1114.283	RNF149	925.7732
RNF14	1794.8079	RNF14	1542.7835
RNF150	64.374	RNF150	683.5052
RNF152	62.4581	RNF152	21.134
RNF157	90.8056	RNF157	967.0103
RNF160	766.7401	RNF160	829.3814
RNF165	35.5934	RNF165	43.299
RNF166	113.804	RNF166	188.6598
RNF167	2673.053	RNF167	1625.2577
RNF168	174.3462	RNF168	276.8041
RNF169	453.3231	RNF169	558.8711
RNF170	585.1135	RNF170	561.3402
RNF175	16.4767	RNF175	19.5876
RNF180	197.7201	RNF180	208.7629
RNF181	1609.7327	RNF181	1025.2577
RNF182	5.7477	RNF182	11.3402
RNF183	19.5421	removed	removed
RNF185	938.224	RNF185	1267.1031
RNF187	5213.143	RNF187	1887.6289
RNF19A	1571.4149	RNF19A	1563.4021
RNF19B	391.2252	RNF19B	418.0412
RNF207	32.9533	RNF207	39.6907
RNF208	168.5985	RNF208	30.9278
RNF20	1896.3502	RNF20	1436.0825
RNF212	54.4113	RNF212	32.4742
RNF213	4260.1245	RNF213	4583.9278
RNF214	277.038	RNF214	348.9691
RNF215	123.0003	RNF215	161.3402
RNF216L	267.0754	RNF216L	227.2268
RNF216	1248.0123	RNF216	1076.8041
RNF217	76.241	RNF217	119
RNF219	452.8058	RNF219	398.4536
RNF220	983.0444	RNF220	1012.9433
RNF24	372.8326	RNF24	253.6082
RNF25	362.87	RNF25	259.7938
RNF26	1027.6846	RNF26	920.1031
RNF2	1047.9931	RNF2	391.7526
RNF31	1177.2507	RNF31	587.6289
RNF32	63.6076	RNF32	30.4124
RNF34	774.4382	RNF34	421.8814
RNF38	1252.9936	RNF38	1421.6495
RNF39	58.6263	removed	removed
RNF40	3391.8958	RNF40	1529.3814
RNF41	902.7685	RNF41	1163.9175
RNF43	298.1128	RNF43	8.2474
RNF44	1128.0774	RNF44	596.3918
RNF4	1502.0596	RNF4	1059.2784
RNF5P1	106.5236	RNF5P1	73.1959
RNF5	858.7029	RNF5	598.9691
RNF6	755.6279	RNF6	819.0722
RNF7	1608.2	RNF7	951.5464
RNF8	271.2904	RNF8	276.2887
RNFT1	218.7949	RNFT1	363.9175
RNFT2	58.2431	RNFT2	25.2577
RNGTT	382.0289	RNGTT	404.1237
RNH1	3361.2415	RNH1	4033.5052
RNLS	94.6451	RNLS	192.7835
RNMTL1	400.8047	RNMTL1	248.9691
RNMT	1018.1052	RNMT	936.0825
RNPC3	173.5798	RNPC3	235.1289
RNPEPL1	1546.5083	RNPEPL1	2065.9794
RNPEP	2569.978	RNPEP	1314.9485
RNPS1	2596.0341	RNPS1	1146.9072
ROBLD3	1689.0507	ROBLD3	720.6186
ROBO1	362.87	ROBO1	2256.1856
ROBO2	24.1402	ROBO2	48.9691
ROBO3	31.4206	ROBO3	192.268
ROBO4	417.6645	ROBO4	2246.9072
ROCK1	1099.339	ROCK1	2318.5567
ROCK2	553.3097	ROCK2	2246.3918
ROD1	3081.138	ROD1	1816.4948
ROGDI	761.3756	ROGDI	165.4639
ROM1	33.3365	ROM1	87.6289
ROMO1	795.0953	ROMO1	403.6082
ROPN1B	13.7944	removed	removed
ROPN1L	93.1124	removed	removed
ROPN1	6.1309	removed	removed
ROR1	30.6543	ROR1	146.3918
ROR2	518.4405	ROR2	93.8144
RORA	237.5706	RORA	456.1856
RORB	9.5795	RORB	93.299
RORC	1241.4982	RORC	20.1031
removed	removed	ROS1	10.8247
RP1	9.9626	removed	removed
RP2	441.0384	RP2	532.4742
RP9P	94.2619	RP9P	195.3608
RP9	117.6358	RP9	127.3196
RPA1	2700.6418	RPA1	2029.3814
RPA2	1577.1626	RPA2	1062.3711
RPA3	602.3565	RPA3	244.3299
RPAIN	353.4208	RPAIN	383.2062
RPAP1	465.1787	RPAP1	481.4433
RPAP2	240.6361	RPAP2	205.1546
RPAP3	600.4407	RPAP3	405.6701
RPE	965.5216	RPE	817.0567
RPF1	500.8143	RPF1	467.5258
RPF2	351.7578	RPF2	342.268
RPGRIP1L	190.4397	RPGRIP1L	114.9485
RPGRIP1	6.514	RPGRIP1	14.433
RPGR	119.1685	RPGR	220.1031
RPH3AL	139.8601	RPH3AL	445.8763
RPIA	285.468	RPIA	407.2165
RPL10A	12617.6837	RPL10A	8816.4948
RPL10	17861.5193	RPL10	14230.6237
RPL11	19593.4476	RPL11	17481.9588
RPL12	13555.3214	RPL12	8000.5155
RPL13AP20	28.7384	RPL13AP20	26.8041
RPL13AP3	18.7757	RPL13AP3	9.2784
RPL13AP6	9.9626	RPL13AP6	13.4021
RPL13A	19552.4476	RPL13A	9930.4124
RPL13P5	16.4767	RPL13P5	22.6804
RPL13	12372.0663	RPL13	11894.8454
RPL14	10657.3427	RPL14	6192.268
RPL15	26258.0707	RPL15	17357.2165
RPL17	7228.4548	RPL17	5217.5103
RPL18A	2797.9692	RPL18A	1326.8041
RPL18	19353.9611	RPL18	6237.6289
RPL19P12	59.3927	RPL19P12	122.6804
RPL19	16515.375	RPL19	13367.5258
RPL21	6.514	RPL21	13.9175
RPL22L1	533.7676	RPL22L1	397.9381
RPL22	8839.1608	RPL22	7851.0309
RPL23AP32	6.1309	removed	removed
RPL23AP53	116.1031	RPL23AP53	149.4845
removed	removed	RPL23AP64	5.6701
RPL23AP7	37.1683	RPL23AP7	52.5773
RPL23AP82	87.5524	RPL23AP82	103.6753
RPL23A	4958.7125	RPL23A	4181.9588
RPL23P8	44.4487	RPL23P8	69.0722
RPL23	14600.2491	RPL23	11609.2784
RPL24	12496.2161	RPL24	7689.1753
RPL26L1	332.2157	RPL26L1	172.6804
RPL26	12164.3836	RPL26	12048.9691
RPL27A	13865.3128	RPL27A	9498.9691
RPL27	10168.7901	RPL27	9708.2474
