gene_id	TCGA-E2-A1LB-01A-11R-A144-07	gene_id	TCGA-E2-A1LB-11A-22R-A144-07
ANKRD5	348.1972	ANKRD5	348.6276
ANKRD6	123.2259	ANKRD6	392.0197
ANKRD9	111.4231	ANKRD9	75.7886
ANKS1A	857.6884	ANKS1A	1441.6223
ANKS1B	61.5523	ANKS1B	158.1319
ANKS3	244.8613	ANKS3	366.653
ANKS6	118.1624	ANKS6	226.9562
ANKZF1	848.7027	ANKZF1	856.6161
ANLN	525.2162	ANLN	117.5748
ANO10	1674.0425	ANO10	773.8632
ANO1	980.3437	ANO1	13005.3257
removed	removed	ANO2	21.3027
removed	removed	ANO3	11.4707
ANO5	54.3637	ANO5	63.9082
ANO6	1468.7184	ANO6	1845.5551
ANO7	10.3336	ANO7	9.4224
ANO8	174.3233	ANO8	451.864
ANO9	74.5816	ANO9	124.9488
ANP32A	3124.3401	ANP32A	2396.5588
ANP32B	1262.9451	ANP32B	2610.8152
ANP32E	145.5689	ANP32E	841.0488
ANPEP	125.351	ANPEP	4350.2663
ANTXR1	5221.1614	ANTXR1	2234.3302
ANTXR2	712.1195	ANTXR2	608.7669
ANUBL1	111.4231	ANUBL1	220.4015
ANXA11	4105.5824	ANXA11	2663.2528
ANXA1	1077.8389	ANXA1	4020.8931
ANXA2P1	110.9738	ANXA2P1	26.6284
ANXA2P2	6302.5946	ANXA2P2	1699.7132
ANXA2	19997.7536	ANXA2	5326.5055
ANXA3	203.5269	ANXA3	1239.2462
ANXA4	3880.4897	ANXA4	1222.8595
ANXA5	10664.7198	ANXA5	4289.2257
ANXA6	4106.481	ANXA6	3590.3318
ANXA7	4768.7296	ANXA7	2122.0811
removed	removed	ANXA8L2	546.0877
removed	removed	ANXA8	1004.4408
ANXA9	598.0007	ANXA9	162.2286
AOAH	15.2757	AOAH	45.8828
AOC2	6.7393	AOC2	13.1094
AOC3	595.7542	AOC3	850.0615
AOX1	27.4065	AOX1	63.0889
AP1AR	290.2392	AP1AR	657.1077
AP1B1	8760.1932	AP1B1	2981.5649
AP1G1	4877.457	AP1G1	2819.746
AP1G2	2528.478	AP1G2	1191.5526
AP1M1	1040.0988	AP1M1	687.0135
AP1M2	3180.9502	AP1M2	1516.1819
AP1S1	736.8303	AP1S1	672.2655
AP1S2	174.3233	AP1S2	197.8697
AP1S3	463.6639	AP1S3	92.1753
AP2A1	2276.199	AP2A1	1710.5326
AP2A2	2121.9814	AP2A2	1635.805
AP2B1	2542.963	AP2B1	6543.6297
AP2M1	6977.4233	AP2M1	5021.7124
AP2S1	1908.1209	AP2S1	938.5498
AP3B1	1892.3958	AP3B1	1283.4904
AP3B2	17.5222	AP3B2	96.6817
AP3D1	5232.8429	AP3D1	3209.3404
AP3M1	1824.5535	AP3M1	1565.3421
AP3M2	223.2955	AP3M2	705.8583
AP3S1	843.3112	AP3S1	650.1434
AP3S2	1728.1366	AP3S2	1431.1061
AP4B1	513.1259	AP4B1	367.8247
AP4E1	283.0507	AP4E1	326.9152
AP4M1	260.4336	AP4M1	348.9717
AP4S1	64.6973	AP4S1	81.524
APAF1	490.6211	APAF1	541.1717
APBA1	101.0895	APBA1	789.0209
APBA2	48.9723	APBA2	313.8058
APBA3	332.9215	APBA3	231.4625
APBB1IP	182.4104	APBB1IP	143.3839
APBB1	119.9596	APBB1	793.5272
APBB2	1129.5069	APBB2	1486.2761
APBB3	145.1196	APBB3	340.0246
APC2	10.3695	APC2	6.6325
APCDD1L	15.2757	APCDD1L	1935.2724
APCDD1	120.8581	APCDD1	1836.1327
APC	1332.1352	APC	1168.3736
APEH	4870.2684	APEH	2018.4351
APEX1	3145.4566	APEX1	4606.3089
APEX2	1649.3317	APEX2	535.4363
APH1A	3353.0271	APH1A	4346.9889
APH1B	624.5086	APH1B	594.8382
API5	2476.0193	API5	2836.5424
APIP	350.4167	APIP	271.3929
APITD1	130.7424	APITD1	202.585
APLF	31.4501	APLF	112.7202
APLNR	818.6005	APLNR	736.993
APLN	128.0467	APLN	909.0537
APLP1	88.5095	APLP1	107.7427
APLP2	53634.0559	APLP2	14151.9869
APOA1BP	1137.1448	APOA1BP	977.8779
APOB48R	386.8359	APOB48R	193.773
removed	removed	APOBEC2	5.7354
APOBEC3A	9.7226	removed	removed
APOBEC3B	238.733	APOBEC3B	50.3892
APOBEC3C	43.5808	APOBEC3C	265.8746
APOBEC3D	80.4223	APOBEC3D	81.1143
APOBEC3F	194.9905	APOBEC3F	242.1139
APOBEC3G	65.1466	APOBEC3G	168.3736
removed	removed	APOB	7.374
APOC1	2670.5605	APOC1	207.7018
APOC2	585.4206	removed	removed
APOD	202693.0248	APOD	7817.6977
APOE	8691.003	APOE	2374.027
APOF	29.2036	removed	removed
APOL1	688.3073	APOL1	713.642
APOL2	845.5577	APOL2	519.0496
APOL3	158.5982	APOL3	707.4969
APOL4	223.2955	APOL4	103.2364
APOL6	949.7922	APOL6	1285.5387
APOLD1	253.3977	APOLD1	263.007
APOM	24.8141	APOM	45.4732
APOOL	151.4096	APOOL	244.5719
APOO	280.8042	APOO	145.8419
APPBP2	1226.1036	APPBP2	1340.8439
APPL1	1195.5521	APPL1	2255.2233
APPL2	1466.472	APPL2	1107.7427
APP	23807.7053	APP	53139.6968
APRT	2265.7531	APRT	2355.592
APTX	411.5467	APTX	597.7059
AQP11	123.5539	AQP11	30.3154
AQP1	2231.158	AQP1	10006.0385
removed	removed	AQP2	5.3257
AQP3	7022.352	AQP3	802.1303
AQP4	8.0872	AQP4	66.3662
removed	removed	AQP5	2437.9353
removed	removed	AQP6	21.7124
removed	removed	AQP7P1	47.9312
removed	removed	AQP7	77.4273
removed	removed	AQPEP	5.3257
AQR	1645.7374	AQR	1056.9439
ARAF	1237.785	ARAF	1099.1397
ARAP1	1181.1344	ARAP1	2363.3552
ARAP2	509.0419	ARAP2	438.3449
ARAP3	163.0911	ARAP3	571.4871
ARCN1	10460.2943	ARCN1	4023.3511
removed	removed	ARC	246.2106
AREG	5.8407	AREG	317.4928
ARF1	13984.4996	ARF1	7129.8648
ARF3	5534.3143	ARF3	4366.2433
ARF4	8400.7638	ARF4	3252.3556
ARF5	1691.0929	ARF5	2123.2405
ARF6	3200.7189	ARF6	3453.9123
ARFGAP1	2054.1391	ARFGAP1	1077.4273
ARFGAP2	2222.1723	ARFGAP2	2178.6153
ARFGAP3	2119.7349	ARFGAP3	1170.422
ARFGEF1	2068.1523	ARFGEF1	2055.0184
ARFGEF2	2028.979	ARFGEF2	2741.0897
ARFIP1	1656.9696	ARFIP1	1056.1245
ARFIP2	3873.3011	ARFIP2	1756.6571
ARFRP1	739.0767	ARFRP1	645.2274
ARG2	178.8161	ARG2	273.7485
ARGLU1	1240.4807	ARGLU1	2213.4371
ARHGAP10	800.629	ARHGAP10	274.8873
ARHGAP11A	335.6172	ARHGAP11A	145.4322
ARHGAP11B	15.9497	ARHGAP11B	15.1577
ARHGAP12	779.5125	ARHGAP12	1266.2843
ARHGAP15	68.7409	ARHGAP15	36.4605
ARHGAP17	1116.0283	ARHGAP17	979.1069
ARHGAP18	692.8002	ARHGAP18	694.3875
ARHGAP19	312.7036	ARHGAP19	1026.6284
ARHGAP1	4143.7718	ARHGAP1	2843.5068
ARHGAP20	14.3772	ARHGAP20	265.8746
ARHGAP21	865.7756	ARHGAP21	1646.4564
ARHGAP22	31.8994	ARHGAP22	49.1602
ARHGAP23	368.8644	ARHGAP23	631.7083
ARHGAP24	165.3375	ARHGAP24	255.6329
ARHGAP25	134.3367	ARHGAP25	344.1213
ARHGAP26	291.1378	ARHGAP26	1108.9717
ARHGAP27	446.1417	ARHGAP27	645.637
ARHGAP28	158.5982	ARHGAP28	79.066
ARHGAP29	2756.3743	ARHGAP29	1735.764
ARHGAP30	261.0356	ARHGAP30	219.9918
ARHGAP31	412.8945	ARHGAP31	832.4457
ARHGAP32	2221.723	ARHGAP32	2083.5723
ARHGAP33	67.393	ARHGAP33	138.8775
ARHGAP39	144.221	ARHGAP39	356.4113
ARHGAP42	35.0444	ARHGAP42	127.8165
ARHGAP4	177.019	ARHGAP4	272.0197
ARHGAP5	621.3636	ARHGAP5	3472.7571
ARHGAP6	56.1608	ARHGAP6	68.8243
ARHGAP8	2041.0828	ARHGAP8	407.1897
ARHGAP9	36.3922	ARHGAP9	35.6411
ARHGDIA	6599.5732	ARHGDIA	3573.1258
ARHGDIB	3832.8653	ARHGDIB	2278.5744
ARHGEF10L	571.942	ARHGEF10L	1583.3675
ARHGEF10	184.2076	ARHGEF10	882.4252
ARHGEF11	952.9372	ARHGEF11	1360.508
ARHGEF12	4694.148	ARHGEF12	5311.3478
ARHGEF15	244.412	ARHGEF15	407.2102
ARHGEF16	248.0063	ARHGEF16	272.0197
ARHGEF17	722.0038	ARHGEF17	1608.7669
ARHGEF18	755.7003	ARHGEF18	970.9136
ARHGEF19	284.3985	ARHGEF19	846.3744
ARHGEF1	1046.3889	ARHGEF1	1140.5162
ARHGEF2	752.5553	ARHGEF2	2111.0201
ARHGEF33	8.5364	ARHGEF33	22.5317
ARHGEF35	356.7337	ARHGEF35	670.2171
ARHGEF37	1762.1027	ARHGEF37	2115.5264
ARHGEF38	161.2939	ARHGEF38	68.0049
ARHGEF3	957.4301	ARHGEF3	788.6112
ARHGEF4	22.0151	ARHGEF4	402.7038
ARHGEF5	210.7155	ARHGEF5	644.408
ARHGEF6	248.9049	ARHGEF6	3453.093
ARHGEF7	1034.2581	ARHGEF7	1476.8537
ARHGEF9	399.4159	ARHGEF9	1304.3834
ARID1A	2683.1405	ARID1A	3653.8304
ARID1B	915.6464	ARID1B	2958.6235
ARID2	610.1314	ARID2	1156.0836
ARID3A	39.9865	ARID3A	34.8218
ARID3B	68.7409	ARID3B	136.0098
ARID4A	320.7907	ARID4A	791.0692
ARID4B	1010.0056	ARID4B	1402.7776
ARID5A	246.6584	ARID5A	3063.9082
ARID5B	1961.1367	ARID5B	2656.6981
ARIH1	1993.0361	ARIH1	2092.9947
ARIH2	1223.2686	ARIH2	1720.127
ARL10	11.6815	ARL10	92.585
ARL11	68.2916	ARL11	35.2315
ARL13B	164.439	ARL13B	222.0401
ARL15	362.5744	ARL15	424.4162
ARL16	284.8478	ARL16	418.6809
ARL17A	65.9014	ARL17A	58.4187
ARL1	3398.8543	ARL1	2073.7403
ARL2BP	1241.3793	ARL2BP	1131.9132
ARL2	497.8097	ARL2	854.9775
ARL3	434.011	ARL3	462.5154
ARL4A	1321.3524	ARL4A	2252.7653
ARL4C	625.8565	ARL4C	2056.5342
ARL4D	191.3962	ARL4D	158.9512
ARL5A	942.1543	ARL5A	737.4027
ARL5B	243.0641	ARL5B	262.1876
ARL6IP1	5241.3793	ARL6IP1	3615.3216
ARL6IP4	2479.6136	ARL6IP4	1800.9013
ARL6IP5	4126.2496	ARL6IP5	4527.6526
ARL6IP6	210.2662	ARL6IP6	277.755
ARL6	29.2036	ARL6	79.4756
ARL8A	726.4967	ARL8A	1018.0254
ARL8B	2517.3537	ARL8B	1675.1331
removed	removed	ARL9	7.7837
ARMC10	646.1732	ARMC10	1072.4007
ARMC1	772.3239	ARMC1	659.9754
ARMC2	43.5808	ARMC2	41.3765
ARMC3	5.8407	removed	removed
removed	removed	ARMC4	31.5444
ARMC5	352.2408	ARMC5	380.5817
ARMC6	1147.4559	ARMC6	853.2528
ARMC7	491.969	ARMC7	363.3757
ARMC8	640.2336	ARMC8	692.3392
ARMC9	145.5689	ARMC9	253.1749
ARMCX1	714.8152	ARMCX1	935.2724
ARMCX2	821.7455	ARMCX2	1837.7714
ARMCX3	2327.7547	ARMCX3	2416.2229
ARMCX5	559.362	ARMCX5	462.925
ARMCX6	257.4413	ARMCX6	415.4035
ARNT2	84.4659	ARNT2	512.9045
ARNTL2	17.9715	ARNTL2	15.1577
ARNTL	243.0641	ARNTL	283.0807
ARNT	854.0941	ARNT	1431.3806
ARPC1A	1208.1321	ARPC1A	2007.5051
ARPC1B	2573.9638	ARPC1B	719.2462
ARPC2	3964.5063	ARPC2	2632.118
ARPC3	6560.9345	ARPC3	2233.9205
ARPC4	3854.8444	ARPC4	2201.8558
ARPC5L	1471.8634	ARPC5L	539.533
ARPC5	3594.2941	ARPC5	2582.1385
ARPM1	58.4073	ARPM1	32.3638
ARPP19	3234.4154	ARPP19	3532.5686
ARRB1	421.431	ARRB1	1020.4834
ARRB2	430.4167	ARRB2	450.635
ARRDC1	2630.574	ARRDC1	756.2474
ARRDC2	307.7614	ARRDC2	469.4797
ARRDC3	2700.2134	ARRDC3	6169.193
ARRDC4	1067.9546	ARRDC4	1010.6514
ARSA	1152.4205	ARSA	668.9881
ARSB	723.3517	ARSB	168.7833
ARSD	4735.4824	ARSD	2619.8279
ARSE	28.3051	ARSE	38.5088
ARSF	55.7116	removed	removed
ARSG	137.4817	ARSG	195.8214
ARSH	34.1458	ARSH	12.29
ARSI	77.2773	ARSI	46.2925
ARSJ	66.4944	ARSJ	141.7452
ARSK	146.0182	ARSK	186.399
ART4	5.3914	removed	removed
removed	removed	ART5	15.5674
ARV1	681.568	ARV1	386.7268
ARVCF	398.0681	ARVCF	870.5449
ARX	139.2789	removed	removed
AR	2174.9972	AR	477.6731
AS3MT	22.0106	AS3MT	337.9762
ASAH1	5885.6565	ASAH1	2629.2503
ASAH2B	14.3772	removed	removed
removed	removed	ASAH2	9.832
ASAM	103.336	ASAM	351.4953
ASAP1	419.1845	ASAP1	743.1381
ASAP2	865.7756	ASAP2	601.3929
ASAP3	566.5506	ASAP3	1011.061
removed	removed	ASB12	7.7837
ASB13	214.7591	ASB13	820.5653
removed	removed	ASB14	7.374
removed	removed	ASB16	14.0639
ASB1	270.8435	ASB1	690.0655
ASB2	12.58	ASB2	23.3511
ASB3	238.5713	ASB3	382.2204
ASB6	743.4123	ASB6	994.6415
ASB7	326.6315	ASB7	556.3294
ASB8	867.1234	ASB8	868.9062
ASB9	26.0586	ASB9	20.0737
ASCC1	516.6798	ASCC1	411.3068
ASCC2	1888.8015	ASCC2	1209.3404
ASCC3	2179.4901	ASCC3	1200.7374
ASCL2	495.5633	ASCL2	5.7354
ASF1A	626.755	ASF1A	537.4846
ASF1B	487.9254	ASF1B	123.7198
ASGR1	5.8407	ASGR1	14.3384
ASH1L	1249.8708	ASH1L	3480.0615
ASH2L	1200.0449	ASH2L	1269.9713
ASL	941.2558	ASL	488.3245
ASMTL	806.0115	ASMTL	877.9189
ASNA1	1594.5187	ASNA1	890.2089
ASNSD1	410.6481	ASNSD1	897.1733
ASNS	693.2495	ASNS	432.1999
removed	removed	ASPA	11.8804
ASPHD1	6.7393	ASPHD1	108.5621
ASPHD2	40.8851	ASPHD2	29.9058
ASPH	7307.8423	ASPH	4293.941
ASPM	257.4413	ASPM	96.272
ASPN	4714.3659	ASPN	45.8828
ASPRV1	18.9914	ASPRV1	85.3707
ASPSCR1	596.6528	ASPSCR1	310.9381
ASRGL1	192.2947	ASRGL1	126.5875
ASS1	1216.6685	ASS1	810.7333
ASTE1	165.4813	ASTE1	254.2442
removed	removed	ASTN1	57.7632
ASTN2	1401.7747	ASTN2	575.9934
ASXL1	763.7875	ASXL1	2432.6096
ASXL2	325.2836	ASXL2	991.8066
ASXL3	8.0872	ASXL3	29.9058
ATAD1	744.4682	ATAD1	1315.8542
ATAD2B	392.2273	ATAD2B	468.2507
ATAD2	895.8778	ATAD2	456.3703
ATAD3A	382.343	ATAD3A	522.7366
ATAD3B	160.3954	ATAD3B	234.3302
ATAD3C	7.6379	ATAD3C	205.2438
ATAD5	22.4643	ATAD5	106.1041
ATE1	269.5721	ATE1	358.4596
ATF1	292.4857	ATF1	423.5969
ATF2	428.1703	ATF2	677.5912
ATF3	156.3518	ATF3	1507.1692
ATF4	11928.1141	ATF4	6396.5588
ATF5	592.1599	ATF5	496.9275
ATF6B	2523.6437	ATF6B	2204.0147
ATF6	1198.2478	ATF6	1514.1336
ATF7IP2	45.8272	ATF7IP2	74.1499
ATF7IP	835.6734	ATF7IP	1784.9242
ATF7	1463.592	ATF7	3071.5322
ATG10	131.641	ATG10	111.8394
ATG12	504.549	ATG12	461.696
ATG16L1	1520.3864	ATG16L1	638.6727
ATG16L2	172.7013	ATG16L2	271.3478
ATG2A	987.9816	ATG2A	1003.2773
ATG2B	828.9341	ATG2B	1292.5031
ATG3	957.4301	ATG3	630.4793
ATG4A	648.7701	ATG4A	226.1368
ATG4B	766.0339	ATG4B	860.7128
ATG4C	221.9477	ATG4C	213.4371
ATG4D	189.7113	ATG4D	266.4277
ATG5	751.6567	ATG5	752.1508
ATG7	1072.6227	ATG7	639.2544
ATG9A	1515.6239	ATG9A	1585.8624
ATG9B	10.6122	ATG9B	17.0053
ATHL1	93.0024	ATHL1	498.5662
ATIC	4995.6195	ATIC	1409.2585
ATL1	244.412	ATL1	553.4617
ATL2	774.5704	ATL2	3158.9512
ATL3	727.8445	ATL3	438.7546
ATMIN	1736.044	ATMIN	1870.1352
ATM	881.9499	ATM	1669.8075
ATN1	2506.1215	ATN1	8532.5686
ATOH8	6.29	ATOH8	74.9693
ATOX1	1349.2081	ATOX1	539.533
ATP10A	411.0974	ATP10A	198.6891
ATP10D	401.2131	ATP10D	564.5227
ATP11A	209.3676	ATP11A	996.313
ATP11B	2264.4053	ATP11B	1358.8693
ATP11C	401.6624	ATP11C	593.6092
ATP13A1	1793.1034	ATP13A1	1321.9992
ATP13A2	854.5434	ATP13A2	1413.3552
ATP13A3	1679.4339	ATP13A3	1587.4642
ATP13A4	2262.6081	ATP13A4	609.1766
ATP13A5	1178.0299	ATP13A5	1198.6891
ATP1A1	48839.699	ATP1A1	19815.6288
ATP1A2	207.1212	ATP1A2	226.9562
ATP1A3	6.7393	removed	removed
ATP1A4	9.435	ATP1A4	7.7837
ATP1B1	1987.6985	ATP1B1	4066.5383
ATP1B2	18.87	ATP1B2	74.9693
ATP1B3	3213.2989	ATP1B3	851.7001
ATP2A2	5073.7953	ATP2A2	5364.6047
ATP2A3	339.2115	ATP2A3	839.4101
ATP2B1	2353.8133	ATP2B1	2329.7829
removed	removed	ATP2B2	8.603
ATP2B4	575.087	ATP2B4	2639.492
ATP2C1	4348.952	ATP2C1	3177.5461
ATP2C2	927.3279	ATP2C2	182.3023
ATP5A1	15637.8749	ATP5A1	11465.7927
ATP5B	17937.3245	ATP5B	10916.4277
ATP5C1	4934.5165	ATP5C1	2725.1127
ATP5D	835.2241	ATP5D	1061.0406
ATP5EP2	38.1894	ATP5EP2	24.1704
ATP5E	3887.6783	ATP5E	2995.084
ATP5F1	3961.3613	ATP5F1	2493.2405
ATP5G1	13429.1812	ATP5G1	722.6546
ATP5G2	5151.0727	ATP5G2	6468.6604
ATP5G3	4101.0895	ATP5G3	2211.7984
ATP5H	2981.9162	ATP5H	1401.0651
ATP5I	1390.3403	ATP5I	756.3048
ATP5J2	735.4824	ATP5J2	956.8537
ATP5J	2374.1301	ATP5J	1110.7661
ATP5L	2888.9138	ATP5L	2370.7497
ATP5O	2763.1136	ATP5O	2385.9074
ATP5SL	704.0323	ATP5SL	1092.9947
ATP5S	134.3367	ATP5S	115.9361
ATP6AP1L	18.4208	ATP6AP1L	74.9693
ATP6AP1	7079.8607	ATP6AP1	3295.3707
ATP6AP2	3228.5746	ATP6AP2	2761.1635
ATP6V0A1	1081.8825	ATP6V0A1	1403.1135
ATP6V0A2	794.7883	ATP6V0A2	465.7927
removed	removed	ATP6V0A4	468.0377
ATP6V0B	3324.2727	ATP6V0B	998.771
ATP6V0C	3333.2585	ATP6V0C	1460
ATP6V0D1	3215.9946	ATP6V0D1	1197.4601
ATP6V0D2	25.6093	removed	removed
ATP6V0E1	4847.8041	ATP6V0E1	1772.6342
ATP6V0E2	845.1039	ATP6V0E2	1446.8865
ATP6V1A	2167.3593	ATP6V1A	2164.6866
removed	removed	ATP6V1B1	1179.8443
ATP6V1B2	1722.5654	ATP6V1B2	1385.0881
ATP6V1C1	1258.9015	ATP6V1C1	1322.4088
ATP6V1C2	59.4227	ATP6V1C2	69.0741
ATP6V1D	2561.3838	ATP6V1D	907.415
ATP6V1E1	1822.3071	ATP6V1E1	1401.0651
ATP6V1E2	99.2924	ATP6V1E2	123.3101
ATP6V1F	1227.4424	ATP6V1F	1042.6014
ATP6V1G1	5031.1131	ATP6V1G1	1981.1553
ATP6V1G2	13.2854	ATP6V1G2	36.4605
ATP6V1H	1719.8697	ATP6V1H	1121.6714
ATP7A	1071.5489	ATP7A	572.3064
ATP7B	487.4761	ATP7B	331.8312
ATP8A1	804.6726	ATP8A1	358.05
ATP8B1	1935.3566	ATP8B1	1377.2798
ATP8B2	376.053	ATP8B2	705.4486
ATP8B3	9.435	ATP8B3	12.6997
ATP8B4	48.0737	ATP8B4	47.9312
ATP8B5P	28.3051	ATP8B5P	15.5674
ATP9A	1957.0931	ATP9A	2487.0955
ATP9B	429.9674	ATP9B	645.2274
ATPAF1	1382.707	ATPAF1	1132.9906
ATPAF2	330.3156	ATPAF2	278.984
ATPBD4	116.3653	ATPBD4	176.9766
ATPIF1	2271.1446	ATPIF1	951.6592
ATRIP	202.7991	ATRIP	302.9742
removed	removed	ATRNL1	49.9795
ATRN	1562.1701	ATRN	2501.0242
ATRX	1353.2517	ATRX	2458.4187
ATR	826.6876	ATR	1045.8828
ATXN10	1890.5987	ATXN10	2295.7804
ATXN1L	1039.2003	ATXN1L	1958.2138
ATXN1	498.7083	ATXN1	800.4916
ATXN2L	1881.6129	ATXN2L	2482.1794
ATXN2	668.5387	ATXN2	808.2753
ATXN3	267.7749	ATXN3	499.3855
ATXN7L1	170.2797	ATXN7L1	253.9943
ATXN7L2	80.8716	ATXN7L2	92.9947
ATXN7L3B	3875.0983	ATXN7L3B	4248.6686
ATXN7L3	814.1076	ATXN7L3	1562.8841
ATXN7	484.3311	ATXN7	947.9721
AUH	150.0618	AUH	344.9406
AUP1	2428.6196	AUP1	1550.4138
AURKAIP1	1067.5053	AURKAIP1	916.8374
removed	removed	AURKAPS1	5.3257
AURKA	440.7503	AURKA	87.2593
AURKB	100.6402	AURKB	52.4375
AURKC	101.0895	AURKC	15.9771
AUTS2	1080.0854	AUTS2	2548.5457
AVEN	309.5586	AVEN	196.6407
AVIL	54.813	AVIL	55.7149
AVL9	486.1283	AVL9	444.8996
AVPI1	93.9009	AVPI1	153.6256
AVPR1A	22.4643	AVPR1A	36.4605
removed	removed	AVPR2	63.4986
AWAT2	58.4073	removed	removed
AXIN1	633.9436	AXIN1	920.934
AXIN2	38.6387	AXIN2	699.7132
AXL	691.4523	AXL	677.5912
AZGP1	93266.9887	AZGP1	27533.7976
AZI1	196.3383	AZI1	365.424
AZI2	991.1266	AZI2	1052.0279
AZIN1	4135.6846	AZIN1	3980.7456
B2M	25974.166	B2M	22540.762
B3GALNT1	513.9841	B3GALNT1	501.8435
B3GALNT2	863.92	B3GALNT2	686.9357
removed	removed	B3GALT1	31.1348
B3GALT2	5.3914	removed	removed
B3GALT4	172.5261	B3GALT4	133.9615
B3GALT5	47.6244	B3GALT5	416.2229
B3GALT6	282.1521	B3GALT6	635.3953
B3GALTL	223.7448	B3GALTL	250.7169
B3GAT1	2527.6873	B3GAT1	202.3761
B3GAT2	5.5172	B3GAT2	8.4023
B3GAT3	664.9444	B3GAT3	569.4388
B3GNT1	458.7218	B3GNT1	776.3212
B3GNT2	797.0347	B3GNT2	1086.44
B3GNT3	8.9857	B3GNT3	1163.0479
B3GNT5	38.1894	B3GNT5	402.2941
B3GNT7	106.481	B3GNT7	92.1753
B3GNT8	22.9136	B3GNT8	57.3535
B3GNT9	390.1471	B3GNT9	272.4252
B3GNTL1	62.7294	B3GNTL1	72.0115
B4GALNT1	38.45	B4GALNT1	18.263
B4GALNT3	203.5269	B4GALNT3	147.4805
removed	removed	B4GALNT4	450.2253
B4GALT1	4903.5157	B4GALT1	4794.3466
B4GALT2	637.5379	B4GALT2	977.8779
B4GALT3	1371.6725	B4GALT3	1106.9234
B4GALT4	538.6948	B4GALT4	396.9685
B4GALT5	1161.8556	B4GALT5	2149.9385
B4GALT6	29.6529	B4GALT6	122.4908
B4GALT7	451.9825	B4GALT7	347.8083
B9D1	132.6564	B9D1	148.0541
B9D2	159.4968	B9D2	63.4986
removed	removed	BAALC	57.3535
BACE1	830.7312	BACE1	1702.1712
BACE2	1389.1947	BACE2	893.4863
BACH1	1121.4197	BACH1	941.0078
BACH2	69.1902	BACH2	537.4846
BAD	860.2359	BAD	661.6673
BAG1	535.3611	BAG1	1183.433
BAG2	104.6838	BAG2	69.6436
BAG3	1585.9823	BAG3	1256.8619
BAG4	139.7282	BAG4	295.3707
BAG5	1011.7938	BAG5	1604.6702
BAHCC1	359.8787	BAHCC1	617.3699
BAHD1	1040.0988	BAHD1	893.4863
removed	removed	BAI1	94.2237
BAI2	55.7116	BAI2	158.1319
removed	removed	BAI3	14.7481
BAIAP2L1	815.9048	BAIAP2L1	697.6649
BAIAP2L2	15.2757	BAIAP2L2	6.5547
BAIAP2	2036.1676	BAIAP2	1174.9283
BAIAP3	11.6994	BAIAP3	233.0561
BAK1	500.5054	BAK1	354.363
BAMBI	309.5586	BAMBI	878.7382
BANF1	2527.238	BANF1	1993.4453
BANK1	14.3772	BANK1	27.0381
BANP	301.9207	BANP	333.0602
BAP1	1589.1273	BAP1	1917.247
BARD1	74.1323	BARD1	68.8243
removed	removed	BARX1	14.3384
BARX2	84.4659	BARX2	1753.3798
BASP1	275.8621	BASP1	95.4527
BAT1	4291.331	BAT1	5544.8587
BAT2L1	5631.8634	BAT2L1	8688.8734
BAT2L2	4540.492	BAT2L2	5314.6252
BAT2	6675.0534	BAT2	7820.5653
BAT3	4868.8173	BAT3	4483.8181
BAT4	294.2873	BAT4	362.1467
BAT5	1453.8919	BAT5	888.9799
BATF2	17.5222	BATF2	68.8243
BATF3	16.6236	BATF3	8.603
BATF	585.4206	BATF	93.814
BAX	511.7376	BAX	405.5715
BAZ1A	1461.0805	BAZ1A	1001.6387
BAZ1B	1734.6962	BAZ1B	2145.8419
BAZ2A	2093.1371	BAZ2A	3115.2438
BAZ2B	706.8089	BAZ2B	1742.5686
BBC3	227.3391	BBC3	162.2286
removed	removed	BBOX1	506.7595
BBS10	346.4001	BBS10	625.1536
BBS12	114.1188	BBS12	158.9512
BBS1	990.228	BBS1	1269.1151
BBS2	529.7091	BBS2	1428.5129
BBS4	565.2027	BBS4	379.3527
BBS5	167.4447	BBS5	236.0098
BBS7	216.1069	BBS7	301.5158
BBS9	289.3407	BBS9	362.1467
BBX	966.4158	BBX	2472.7571
BCAM	3871.9533	BCAM	5499.3855
removed	removed	BCAN	23.7608
BCAP29	1540.155	BCAP29	763.2118
BCAP31	7246.9954	BCAP31	3177.3863
BCAR1	1954.3974	BCAR1	1248.6686
BCAR3	518.4769	BCAR3	633.7526
BCAS1	1620.5773	BCAS1	170.0123
BCAS2	1357.3627	BCAS2	659.0168
BCAS3	429.0689	BCAS3	671.0365
BCAS4	890.0371	BCAS4	213.4371
BCAT1	378.7487	BCAT1	19.6641
BCAT2	313.6022	BCAT2	551.0037
BCCIP	1649.471	BCCIP	896.4728
BCDIN3D	178.7308	BCDIN3D	246.5096
BCHE	5.8407	BCHE	6.5547
BCKDHA	1133.1012	BCKDHA	1015.9771
BCKDHB	912.5014	BCKDHB	541.1717
BCKDK	589.0149	BCKDK	970.9136
BCL10	553.9706	BCL10	412.5358
BCL11A	18.4208	BCL11A	616.9603
BCL11B	37.7401	BCL11B	327.3249
BCL2A1	27.8558	BCL2A1	9.0127
removed	removed	BCL2L10	17.6157
BCL2L11	661.7994	BCL2L11	1090.5367
BCL2L12	166.2047	BCL2L12	187.5748
BCL2L13	1945.8609	BCL2L13	1393.6911
BCL2L14	34.5951	BCL2L14	143.3839
