gene_id	TCGA-E2-A1LB-01A-11R-A144-07	gene_id	TCGA-E2-A1LB-11A-22R-A144-07
removed	removed	SCARA5	530.1106
SCARB1	224.1941	SCARB1	2018.8447
SCARB2	13626.8673	SCARB2	7957.3945
SCARF1	119.061	SCARF1	175.7476
SCARF2	446.1417	SCARF2	150.7579
SCARNA17	6.7393	removed	removed
SCCPDH	152.7575	SCCPDH	439.9836
SCD5	121.7567	SCD5	345.3503
SCD	50691.677	SCD	541.1717
SCFD1	1397.7311	SCFD1	1024.5801
SCFD2	566.9999	SCFD2	502.2532
SCG2	27.4065	removed	removed
SCG5	36.8415	SCG5	165.5059
removed	removed	SCGB1D2	461.696
removed	removed	SCGB2A1	29.4961
SCGB2A2	5.3914	SCGB2A2	874.6415
SCGB3A1	2707.402	SCGB3A1	3058.1729
SCGN	122.206	SCGN	17.2061
SCHIP1	92.5531	SCHIP1	311.9213
SCIN	72.3352	SCIN	86.0057
SCLT1	175.6711	SCLT1	195.8214
SCLY	240.8177	SCLY	183.941
SCMH1	932.27	SCMH1	1339.6149
SCML1	131.1917	SCML1	125.3585
removed	removed	SCML2	69.2339
removed	removed	SCML4	18.4351
removed	removed	SCN11A	20.4834
SCN1B	173.4247	SCN1B	115.5264
removed	removed	SCN2A	650.5531
removed	removed	SCN2B	299.4674
removed	removed	SCN3A	76.1983
SCN3B	22.0151	SCN3B	45.4732
SCN4A	13.0293	SCN4A	120.0328
SCN4B	106.481	SCN4B	1070.0533
removed	removed	SCN5A	45.8828
SCN7A	59.7551	SCN7A	23.7608
SCN8A	57.0594	SCN8A	74.1499
SCN9A	12.1307	SCN9A	7.374
SCNM1	365.7194	SCNM1	338.7956
SCNN1A	592.6092	SCNN1A	1466.612
SCNN1B	28.7544	SCNN1B	120.8521
SCNN1D	11.6815	SCNN1D	58.5825
removed	removed	SCNN1G	145.8419
SCO1	385.0388	SCO1	437.9353
SCO2	509.4912	SCO2	352.3146
SCOC	3048.4106	SCOC	1650.5531
SCP2	40200.8312	SCP2	2850.4711
SCPEP1	5100.3033	SCPEP1	4331.4215
removed	removed	SCRG1	39.3281
SCRIB	869.8192	SCRIB	1929.1274
SCRN1	4684.2637	SCRN1	1024.9898
SCRN2	400.7638	SCRN2	1024.1704
SCRN3	357.183	SCRN3	321.9992
SCT	16.6236	removed	removed
SCUBE1	13.0293	SCUBE1	5.7354
SCUBE2	447.0403	SCUBE2	1548.5457
SCUBE3	18.87	removed	removed
SCYL1	2252.9529	SCYL1	1549.914
SCYL2	2149.8371	SCYL2	1253.9943
SCYL3	747.9097	SCYL3	560.3851
SDAD1	868.022	SDAD1	972.9619
SDC1	12067.8423	SDC1	2503.4822
SDC2	1192.4071	SDC2	1267.1036
SDC3	843.7605	SDC3	4884.4736
SDC4	3553.409	SDC4	5299.0578
SDCBP2	41.2535	SDCBP2	51.5649
SDCBP	2381.6691	SDCBP	2308.4801
SDCCAG1	868.9206	SDCCAG1	1033.5928
SDCCAG3	584.9714	SDCCAG3	620.6473
SDCCAG8	450.1853	SDCCAG8	568.2098
SDF2L1	553.9706	SDF2L1	159.3609
SDF2	4155.0039	SDF2	778.3695
SDF4	2456.2507	SDF4	2102.8267
SDHAF1	239.0206	SDHAF1	229.8238
SDHAF2	930.4729	SDHAF2	469.8894
SDHAP1	143.3225	SDHAP1	310.5285
SDHAP2	146.9168	SDHAP2	205.6534
SDHAP3	89.8574	SDHAP3	111.8394
SDHA	2382.5677	SDHA	1761.1635
SDHB	1548.2422	SDHB	1027.4478
SDHC	2174.5479	SDHC	1428.1032
SDHD	2309.3339	SDHD	1566.9807
SDK1	87.6109	SDK1	434.2483
SDK2	12.1307	SDK2	757.4764
SDPR	43.1315	SDPR	836.9521
SDR16C5	1720.319	SDR16C5	80.295
SDR39U1	645.1309	SDR39U1	598.3859
SDR42E1	402.5609	SDR42E1	367.882
SDSL	557.1156	SDSL	191.7247
SDS	434.9096	SDS	10.2417
SEC11A	1674.4917	SEC11A	1735.3544
SEC11C	2503.4258	SEC11C	696.8456
SEC13	3792.8788	SEC13	1517.8206
SEC14L1	990.6773	SEC14L1	3012.6997
SEC14L2	2944.0234	SEC14L2	743.3675
removed	removed	SEC14L5	9.0127
SEC16A	12168.0332	SEC16A	3627.202
SEC16B	110.5829	SEC16B	250.6514
removed	removed	SEC1	12.29
SEC22A	372.0094	SEC22A	345.3503
SEC22B	3701.2243	SEC22B	1194.5924
SEC22C	1078.2882	SEC22C	622.6956
SEC23A	817.2526	SEC23A	809.0946
SEC23B	4984.8366	SEC23B	2151.1676
SEC23IP	2225.7666	SEC23IP	1217.9435
SEC24A	1618.7802	SEC24A	862.7612
SEC24B	975.4016	SEC24B	1508.3982
SEC24C	6289.116	SEC24C	3134.3712
SEC24D	2439.1778	SEC24D	1175.7476
SEC31A	8208.0198	SEC31A	4035.7435
SEC31B	58.1647	SEC31B	170.7128
SEC61A1	19435.3544	SEC61A1	6842.6956
SEC61A2	157.0212	SEC61A2	78.0295
SEC61B	1563.9672	SEC61B	1021.3027
SEC61G	1501.5163	SEC61G	535.0266
SEC62	3549.8147	SEC62	3021.7124
SEC63	6357.4076	SEC63	3029.0864
SECISBP2L	1899.1351	SECISBP2L	1558.3777
SECISBP2	822.1948	SECISBP2	1183.941
SECTM1	31.4501	SECTM1	97.9107
SEH1L	527.4627	SEH1L	842.2778
SEL1L3	319.8922	SEL1L3	328.1442
SEL1L	5009.0981	SEL1L	3163.8673
SELENBP1	2246.4338	SELENBP1	3972.9619
SELE	74.1323	SELE	53.2569
SELK	495.114	SELK	361.3273
SELL	49.8708	SELL	40.9668
SELM	350.4437	SELM	888.9799
SELO	402.5609	SELO	409.2585
SELPLG	522.5205	SELPLG	179.8443
SELP	24.2615	SELP	102.0074
SELS	1296.1923	SELS	668.9881
SELT	1879.3665	SELT	1202.7857
SEMA3A	38.6387	SEMA3A	13.1094
SEMA3B	45.378	SEMA3B	120.4424
SEMA3C	2187.5772	SEMA3C	7281.442
SEMA3D	38.6387	SEMA3D	339.6149
SEMA3E	1058.5196	SEMA3E	360.508
SEMA3F	871.6163	SEMA3F	978.2876
SEMA3G	340.5594	SEMA3G	3145.0225
SEMA4A	497.8097	SEMA4A	934.4531
SEMA4B	5333.0338	SEMA4B	2328.1442
SEMA4C	434.9096	SEMA4C	951.2495
SEMA4D	158.1489	SEMA4D	678.0008
SEMA4F	50.3201	SEMA4F	294.9611
SEMA4G	13.7886	SEMA4G	268.5825
SEMA5A	296.5293	SEMA5A	2995.4937
SEMA5B	26.9572	SEMA5B	26.2188
SEMA6A	119.5103	SEMA6A	970.5039
SEMA6B	178.8161	SEMA6B	120.8521
SEMA6C	98.8431	SEMA6C	372.3884
SEMA6D	130.7424	SEMA6D	1070.8726
SEMA7A	101.5388	SEMA7A	88.898
SENP1	281.2535	SENP1	495.6985
SENP2	464.1132	SENP2	856.2065
SENP3	672.142	SENP3	1000.5203
SENP5	476.6932	SENP5	650.5531
SENP6	1274.6265	SENP6	2268.3327
SENP7	252.0499	SENP7	434.2483
SENP8	88.0602	SENP8	74.5596
SEP15	3065.0343	SEP15	2849.6518
SEPHS1	854.9927	SEPHS1	1412.9455
SEPHS2	5813.7706	SEPHS2	1514.5432
SEPN1	2367.7412	SEPN1	3284.3097
SEPP1	40922.7811	SEPP1	12816.2515
SEPSECS	547.6806	SEPSECS	490.3728
SEPT10	1413.4561	SEPT10	2327.7345
SEPT11	1582.388	SEPT11	1115.5264
SEPT1	39.9865	SEPT1	60.6309
SEPT2	10056.8348	SEPT2	8112.6587
SEPT3	24.2615	SEPT3	324.0475
SEPT4	149.6125	SEPT4	522.7366
SEPT5	235.8755	SEPT5	768.5375
SEPT6	1005.953	SEPT6	680.8685
SEPT7P2	73.2337	SEPT7P2	135.6002
SEPT7	2447.265	SEPT7	2563.7034
SEPT8	1956.4282	SEPT8	1372.0688
SEPT9	7914.1862	SEPT9	5253.1749
SEPW1	1880.2651	SEPW1	2082.3433
SEPX1	615.5229	SEPX1	335.9279
SERAC1	217.0055	SERAC1	253.1749
SERBP1	6597.3267	SERBP1	8956.9848
SERF1A	255.6442	SERF1A	463.3347
SERF2	11992.2992	SERF2	5101.8886
SERGEF	218.3534	SERGEF	288.8161
SERHL2	47065.3533	SERHL2	761.8394
SERHL	27329.0711	SERHL	466.2024
SERINC1	8106.9302	SERINC1	5712.0033
SERINC2	7929.462	SERINC2	3245.3912
SERINC3	2222.6216	SERINC3	2657.9271
removed	removed	SERINC4	8.6973
SERINC5	372.908	SERINC5	428.9226
SERP1	9929.9832	SERP1	4195.8705
SERP2	15.2757	SERP2	51.2085
removed	removed	SERPINA11	103.646
removed	removed	SERPINA12	5.3257
SERPINA1	1410.3111	SERPINA1	347.3986
SERPINA3	370.2123	SERPINA3	3440.8029
removed	removed	SERPINA4	16.3867
SERPINA5	31.0008	SERPINA5	1526.4236
SERPINB1	224.6434	SERPINB1	585.8255
SERPINB5	6.29	SERPINB5	1419.5002
SERPINB6	1258.4522	SERPINB6	1265.465
SERPINB7	17.9715	removed	removed
SERPINB8	230.0348	SERPINB8	136.4195
SERPINB9	97.0459	SERPINB9	134.7808
removed	removed	SERPIND1	6.9644
SERPINE1	763.3382	SERPINE1	129.4551
SERPINE2	998.7645	SERPINE2	446.5383
SERPINF1	6913.1753	SERPINF1	1164.6866
SERPINF2	22.9136	SERPINF2	145.8419
SERPING1	3610.4684	SERPING1	4036.0508
SERPINH1	5807.9299	SERPINH1	3683.3265
SERPINI1	916.545	SERPINI1	369.111
SERTAD1	488.3747	SERTAD1	356.4113
SERTAD2	764.2368	SERTAD2	1304.3834
SERTAD3	663.1473	SERTAD3	526.0139
SERTAD4	345.9508	SERTAD4	172.88
SESN1	1191.5085	SESN1	742.3187
SESN2	693.2495	SESN2	367.882
SESN3	204.8748	SESN3	436.2966
SESTD1	896.3271	SESTD1	1310.9381
SETBP1	170.729	SETBP1	743.1381
SETD1A	664.9444	SETD1A	1154.4449
SETD1B	1003.2573	SETD1B	1284.7194
SETD2	1804.7849	SETD2	3039.3281
SETD3	2212.7373	SETD3	1383.0397
SETD4	318.095	SETD4	398.1975
SETD5	2407.2784	SETD5	3320.7702
SETD6	627.0785	SETD6	631.9377
SETD7	5244.5243	SETD7	3059.4019
SETD8	1990.7896	SETD8	889.3896
SETDB1	984.3873	SETDB1	1547.7263
SETDB2	458.7218	SETDB2	638.6727
SETMAR	574.1885	SETMAR	642.3597
SETX	1593.1708	SETX	2250.3073
SET	6117.9378	SET	7243.3429
SEZ6L2	1151.0727	SEZ6L2	1389.1848
removed	removed	SEZ6L	5.7354
SF1	4006.29	SF1	5268.3327
SF3A1	3041.6084	SF3A1	4137.5666
SF3A2	923.2843	SF3A2	1590.3318
SF3A3	1942.2667	SF3A3	1891.4379
SF3B14	1104.7961	SF3B14	1049.1602
SF3B1	6299.0003	SF3B1	7086.8497
SF3B2	4635.2915	SF3B2	4147.4805
SF3B3	3452.7687	SF3B3	4069.6436
SF3B4	1584.6344	SF3B4	1325.2765
SF3B5	1590.0258	SF3B5	1122.9005
SF4	596.6528	SF4	551.0037
SFI1	406.6045	SFI1	482.9988
SFMBT1	248.0063	SFMBT1	353.5436
SFMBT2	79.5238	SFMBT2	156.9029
SFN	601.6174	SFN	860.3933
SFPQ	5524.4165	SFPQ	3703.1626
SFRP1	35.0444	SFRP1	61142.1549
SFRP2	15296.8662	SFRP2	1351.905
SFRP4	6482.3093	SFRP4	371.1594
removed	removed	SFRP5	5.7354
SFRS11	2429.7428	SFRS11	2711.1839
SFRS12IP1	395.3723	SFRS12IP1	598.1155
SFRS12	1234.64	SFRS12	1564.9324
SFRS13A	1916.6573	SFRS13A	1518.2302
removed	removed	SFRS13B	60.6309
SFRS14	1304.7512	SFRS14	1372.8841
SFRS15	744.4682	SFRS15	976.2392
SFRS16	316.2979	SFRS16	628.0213
SFRS17A	1256.6551	SFRS17A	927.4887
SFRS18	965.9665	SFRS18	2011.061
SFRS1	5256.6551	SFRS1	3486.6858
SFRS2B	1716.7247	SFRS2B	1802.5399
SFRS2IP	2386.162	SFRS2IP	3290.8644
SFRS2	3611.003	SFRS2	2454.0107
SFRS3	4827.5862	SFRS3	4635.805
SFRS4	1191.9578	SFRS4	1732.4867
SFRS5	4119.9596	SFRS5	3889.7993
SFRS6	5071.5489	SFRS6	4832.0361
SFRS7	1932.8316	SFRS7	1734.535
SFRS8	699.9888	SFRS8	944.6948
SFRS9	3641.4692	SFRS9	1880.7866
SFT2D1	423.6774	SFT2D1	507.5789
SFT2D2	48.9723	SFT2D2	99.492
SFT2D3	396.2709	SFT2D3	359.6887
SFTA1P	8.9857	SFTA1P	9.832
removed	removed	SFTA2	5.3257
SFTPD	6.29	SFTPD	22.1221
SFXN1	456.4753	SFXN1	394.9201
SFXN2	580.9278	SFXN2	440.8029
SFXN3	553.072	SFXN3	604.6702
SFXN4	577.7828	SFXN4	504.3015
SFXN5	417.3874	SFXN5	370.7497
removed	removed	SGCA	6.5547
SGCB	277.2099	SGCB	1195.002
SGCD	295.6307	SGCD	805.4076
SGCE	182.8597	SGCE	1134.7808
removed	removed	SGCG	6.5547
SGEF	2075.7048	SGEF	253.9943
SGIP1	99.7417	SGIP1	90.127
SGK196	11.2322	SGK196	42.6055
SGK1	2561.3838	SGK1	852.5195
SGK223	346.4001	SGK223	1316.2638
SGK269	540.492	SGK269	921.7534
removed	removed	SGK2	32.3638
SGK3	460.1865	SGK3	381.3437
SGK494	51.2187	SGK494	34.0721
SGMS1	1229.2486	SGMS1	396.5588
SGMS2	1306.9752	SGMS2	301.5158
SGOL1	55.2623	SGOL1	24.9898
SGOL2	199.4833	SGOL2	102.0074
SGPL1	2857.0145	SGPL1	1577.2224
SGPP1	615.9721	SGPP1	294.5514
SGPP2	242.1656	SGPP2	49.1602
SGSH	1327.1931	SGSH	995.084
SGSM1	38.6387	SGSM1	104.0557
SGSM2	1388.2961	SGSM2	2492.8308
SGSM3	3335.0556	SGSM3	1941.8271
SGTA	2206.8966	SGTA	1499.7952
SGTB	102.4868	SGTB	149.9918
SH2B1	691.9016	SH2B1	1371.9787
SH2B2	17.0729	SH2B2	42.1958
SH2B3	472.6497	SH2B3	660.3851
SH2D1A	6.29	SH2D1A	11.4707
SH2D2A	11.6815	SH2D2A	30.3154
SH2D3A	341.9072	SH2D3A	412.5358
SH2D3C	289.79	SH2D3C	245.8009
SH2D4A	533.7527	SH2D4A	190.9054
SH3BGRL2	632.5958	SH3BGRL2	1993.4453
SH3BGRL3	2693.0248	SH3BGRL3	1117.5748
SH3BGRL	4769.6282	SH3BGRL	3128.6194
SH3BGR	50.3201	SH3BGR	135.1905
SH3BP1	129.3362	SH3BP1	249.8566
SH3BP2	357.183	SH3BP2	1500.2048
SH3BP4	5582.388	SH3BP4	2874.2319
SH3BP5L	846.007	SH3BP5L	1059.4019
SH3BP5	273.072	SH3BP5	1698.7628
SH3D19	1196.0013	SH3D19	2032.7735
SH3D20	6.7393	SH3D20	8.603
SH3GL1	1989.891	SH3GL1	1351.905
removed	removed	SH3GL2	8.603
removed	removed	SH3GL3	6.9644
SH3GLB1	2571.7174	SH3GLB1	3088.898
SH3GLB2	836.5719	SH3GLB2	1340.0246
SH3KBP1	416.9381	SH3KBP1	450.2253
SH3PXD2A	2432.8878	SH3PXD2A	2068.0049
SH3PXD2B	1860.0472	SH3PXD2B	2099.959
SH3RF1	937.2122	SH3RF1	1094.2237
SH3RF2	231.3827	SH3RF2	593.1995
SH3RF3	107.8288	SH3RF3	189.6764
SH3TC1	211.6141	SH3TC1	99.959
SH3TC2	43.5808	SH3TC2	107.3331
SH3YL1	1732.899	SH3YL1	2941.0078
removed	removed	SHANK1	14.7481
SHANK2	319.8922	SHANK2	2243.3429
SHANK3	281.7028	SHANK3	809.5043
SHARPIN	611.4793	SHARPIN	766.0795
SHBG	13.0293	removed	removed
SHB	524.7669	SHB	374.027
SHC1	2748.2871	SHC1	2393.2814
SHC2	844.2098	SHC2	585.8255
removed	removed	SHC3	21.7124
removed	removed	SHC4	211.7984
SHCBP1	237.6727	SHCBP1	43.4248
SHE	128.496	SHE	312.1671
SHFM1	908.0085	SHFM1	882.0156
SHF	33.6965	SHF	219.9918
SHISA2	93.9009	SHISA2	212.6178
removed	removed	SHISA3	5.3257
SHISA4	84.0166	SHISA4	181.0733
SHISA5	6471.0772	SHISA5	2235.1495
removed	removed	SHISA6	8.1934
SHISA9	128.9453	SHISA9	29.9058
SHKBP1	890.4864	SHKBP1	477.6731
SHMT1	297.4278	SHMT1	1226.3867
SHMT2	7769.5159	SHMT2	1685.7845
SHOC2	1158.2613	SHOC2	1130.2745
SHOX2	82.2195	SHOX2	27.4478
SHPK	924.6321	SHPK	485.8664
SHPRH	231.4411	SHPRH	778.1073
SHQ1	801.5276	SHQ1	462.1057
SHROOM1	204.8748	SHROOM1	191.7247
SHROOM2	197.6862	SHROOM2	317.4928
SHROOM3	4431.7646	SHROOM3	5102.0074
SHROOM4	192.744	SHROOM4	374.8464
SIAE	1594.7973	SIAE	988.1196
SIAH1	474.4288	SIAH1	538.3982
SIAH2	493.7661	SIAH2	551.4134
SIDT1	2341.2333	SIDT1	570.6678
SIDT2	1576.7988	SIDT2	1686.9889
SIGIRR	443.446	SIGIRR	396.5588
SIGLEC10	132.0903	SIGLEC10	69.2339
SIGLEC14	8.9857	removed	removed
SIGLEC15	237.6727	SIGLEC15	8.1934
SIGLEC1	153.6561	SIGLEC1	77.4273
SIGLEC5	10.7829	removed	removed
SIGLEC7	24.7108	SIGLEC7	6.145
SIGLEC8	144.221	SIGLEC8	19.6641
SIGLEC9	33.6965	SIGLEC9	8.1934
removed	removed	SIGLECP3	12.29
SIGMAR1	739.526	SIGMAR1	1211.3888
SIK1	296.5293	SIK1	1042.6055
SIK2	676.6259	SIK2	1140.9259
SIK3	478.9397	SIK3	1497.3372
SIKE1	852.7463	SIKE1	991.397
SIL1	3584.4097	SIL1	577.2224
SILV	42.233	SILV	57.7632
removed	removed	SIM1	6.9644
SIM2	21.5658	SIM2	51.2085
SIN3A	1348.7588	SIN3A	2584.1868
SIN3B	731.8881	SIN3B	1310.9381
SIP1	109.626	SIP1	130.2745
SIPA1L1	606.0878	SIPA1L1	1272.4293
SIPA1L2	879.2542	SIPA1L2	1095.8624
SIPA1L3	1832.1914	SIPA1L3	1631.2986
SIPA1	579.5799	SIPA1	565.7517
SIRPA	740.8739	SIRPA	4365.424
SIRPB1	42.233	SIRPB1	219.9918
SIRPB2	57.0594	SIRPB2	13.1094
SIRPG	8.5364	removed	removed
SIRT1	719.3081	SIRT1	891.8476
SIRT2	1200.0449	SIRT2	1148.2999
SIRT3	946.9662	SIRT3	908.0418
SIRT4	38.1894	SIRT4	50.3892
SIRT5	311.3557	SIRT5	474.8054
SIRT6	365.2701	SIRT6	206.8824
SIRT7	361.2266	SIRT7	302.7448
SIT1	12.1307	SIT1	17.6157
SIVA1	704.9309	SIVA1	673.0848
SIX1	27.8558	SIX1	6.5547
SIX2	37.2908	SIX2	8.603
SIX4	420.0831	SIX4	264.6456
SIX5	579.5799	SIX5	799.6723
SKA1	67.8423	SKA1	24.5801
SKA2	803.3247	SKA2	344.5309
SKA3	141.8982	SKA3	54.9611
SKAP1	31.4501	SKAP1	192.544
SKAP2	645.1758	SKAP2	939.7788
SKIL	391.7781	SKIL	390.0041
SKIV2L2	1452.2565	SKIV2L2	1758.1975
SKIV2L	1238.5263	SKIV2L	950.1925
SKI	1267.4379	SKI	3373.6174
SKP1	5623.2731	SKP1	4824.662
SKP2	126.6989	SKP2	241.7042
SLA2	10.7829	SLA2	12.29
SLAIN1	88.9588	SLAIN1	231.0528
SLAIN2	2357.4076	SLAIN2	1156.9029
SLAMF1	8.9857	SLAMF1	11.8804
SLAMF6	25.1601	SLAMF6	20.8931
SLAMF7	202.6283	SLAMF7	112.2491
SLAMF8	136.363	SLAMF8	40.0369
SLA	148.7139	SLA	73.3306
SLBP	1144.7827	SLBP	846.7841
SLC10A3	432.6631	SLC10A3	487.9148
SLC10A6	8.5364	SLC10A6	9.4224
SLC10A7	296.5293	SLC10A7	230.6432
SLC11A1	80.4223	SLC11A1	9.832
SLC11A2	1347.411	SLC11A2	2328.9635
removed	removed	SLC12A1	202.3761
SLC12A2	1218.0164	SLC12A2	11335.9279
SLC12A3	32.7979	removed	removed
SLC12A4	1001.887	SLC12A4	879.7337
SLC12A6	585.9598	SLC12A6	671.0938
SLC12A7	1721.6669	SLC12A7	1471.1184
SLC12A8	593.5078	SLC12A8	423.5969
SLC12A9	540.492	SLC12A9	929.9467
removed	removed	SLC13A2	1711.1839
SLC13A3	127.1482	SLC13A3	262.1876
removed	removed	SLC13A4	13.1094
removed	removed	SLC13A5	15.9771
SLC14A1	27.4065	SLC14A1	787.7919
removed	removed	SLC14A2	6.9644
SLC15A1	342.3565	SLC15A1	8.603
SLC15A2	2591.9353	SLC15A2	321.5895
SLC15A3	724.6995	SLC15A3	188.857
SLC15A4	1337.0774	SLC15A4	640.721
SLC16A10	15.2757	SLC16A10	31.9541
removed	removed	SLC16A11	113.8878
SLC16A12	10.7829	SLC16A12	7.374
SLC16A13	161.7432	SLC16A13	94.6333
SLC16A14	83.1181	SLC16A14	161.8189
SLC16A1	137.0325	SLC16A1	536.2556
SLC16A2	572.3913	SLC16A2	484.2278
SLC16A3	290.2392	SLC16A3	79.066
SLC16A4	29.2036	SLC16A4	470.2991
SLC16A5	149.6125	SLC16A5	305.2028
SLC16A6	40.4358	SLC16A6	27.8574
SLC16A7	8.0872	SLC16A7	25.3994
SLC16A8	9.8843	SLC16A8	15.9771
SLC16A9	15.2757	SLC16A9	76.6079
SLC17A5	2084.6906	SLC17A5	571.8968
removed	removed	SLC17A7	125.7681
SLC17A9	28.7544	SLC17A9	22.1221
SLC19A1	361.2266	SLC19A1	231.8722
SLC19A2	1731.1019	SLC19A2	550.1844
removed	removed	SLC19A3	27.8574
SLC1A1	1063.4618	SLC1A1	92.1753
SLC1A2	182.8597	SLC1A2	166.3253
SLC1A3	244.412	SLC1A3	142.1549
SLC1A4	9834.8871	SLC1A4	626.7923
SLC1A5	6497.1358	SLC1A5	2367.0627
SLC1A7	13.4786	SLC1A7	9.832
SLC20A1	2295.8553	SLC20A1	546.4973
SLC20A2	581.3771	SLC20A2	948.7915
SLC22A15	83.1181	SLC22A15	44.6538
SLC22A17	604.2907	SLC22A17	875.0512
SLC22A18AS	16.6236	SLC22A18AS	6.145
SLC22A18	616.4214	SLC22A18	226.1368
SLC22A23	1739.0408	SLC22A23	599.7296
removed	removed	SLC22A3	193.773
SLC22A4	159.4788	SLC22A4	66.7759
SLC22A5	1415.7026	SLC22A5	503.4822
removed	removed	SLC23A1	8.603
SLC23A2	410.6481	SLC23A2	1312.9865
SLC23A3	6.2406	SLC23A3	11.3929
SLC24A1	245.7599	SLC24A1	591.2905
SLC24A3	83.1181	SLC24A3	482.1794
SLC24A5	15.5633	SLC24A5	7.5215
SLC24A6	1870.3808	SLC24A6	501.8435
SLC25A10	758.8453	SLC25A10	697.6649
SLC25A11	1317.3088	SLC25A11	842.6874
SLC25A12	264.1806	SLC25A12	633.7567
SLC25A13	535.9991	SLC25A13	646.4564
SLC25A14	132.0903	SLC25A14	99.959
SLC25A15	585.0298	SLC25A15	508.1237
SLC25A16	432.2139	SLC25A16	182.3023
SLC25A17	3011.1198	SLC25A17	483.4084
SLC25A18	392.2273	SLC25A18	28.6768
SLC25A19	218.8027	SLC25A19	162.2286
SLC25A1	1447.1526	SLC25A1	1037.6895
SLC25A20	398.5174	SLC25A20	485.0471
SLC25A21	10.8053	SLC25A21	14.4039
SLC25A22	417.8367	SLC25A22	387.9558
SLC25A23	1073.3461	SLC25A23	1573.1258
SLC25A24	565.2027	SLC25A24	902.499
SLC25A25	544.0863	SLC25A25	425.6452
SLC25A26	348.3365	SLC25A26	532.4949
SLC25A27	19.3193	SLC25A27	301.1061
SLC25A28	490.6211	SLC25A28	521.9172
SLC25A29	559.362	SLC25A29	936.5014
SLC25A30	400.3145	SLC25A30	543.6297
SLC25A32	337.4548	SLC25A32	383.3634
SLC25A33	382.7923	SLC25A33	188.4474
SLC25A34	6.29	SLC25A34	18.0254
SLC25A35	106.4855	SLC25A35	138.9472
SLC25A36	914.2986	SLC25A36	1818.517
SLC25A37	163.0911	SLC25A37	695.2069
SLC25A38	1041.896	SLC25A38	879.1479
SLC25A39	1751.3198	SLC25A39	1851.7001
SLC25A3	8608.3343	SLC25A3	8014.3384
SLC25A40	101.4085	SLC25A40	230.2335
SLC25A42	334.7186	SLC25A42	401.4748
SLC25A43	154.1054	SLC25A43	385.4977
SLC25A44	863.0799	SLC25A44	636.6243
SLC25A45	226.8898	SLC25A45	207.7018
SLC25A46	741.7724	SLC25A46	616.9603
SLC25A4	936.3136	SLC25A4	550.594
SLC25A5	6423.9021	SLC25A5	5458.8283
SLC25A6	11494.1031	SLC25A6	20179.025
SLC26A10	5.5801	SLC26A10	21.8845
SLC26A11	510.3898	SLC26A11	405.1618
SLC26A1	148.1478	SLC26A1	75.1495
SLC26A2	438.9532	SLC26A2	1161.8189
SLC26A3	3309.4463	SLC26A3	47.1118
SLC26A4	16.6236	SLC26A4	101.4912
removed	removed	SLC26A5	13.519
SLC26A6	1297.0909	SLC26A6	158.1442
SLC26A7	13.0293	SLC26A7	16.7022
SLC26A8	8.5364	removed	removed
SLC27A1	325.2836	SLC27A1	1955.3462
SLC27A2	792.9911	SLC27A2	11.4707
SLC27A3	115.916	SLC27A3	498.9758
SLC27A4	1104.3468	SLC27A4	485.4568
SLC27A5	49.763	SLC27A5	198.4719
removed	removed	SLC27A6	341.2536
removed	removed	SLC28A1	13.519
removed	removed	SLC28A3	151.5772
SLC29A1	1975.0646	SLC29A1	2201.5567
SLC29A2	206.5506	SLC29A2	315.3585
SLC29A3	181.0626	SLC29A3	124.1295
SLC29A4	24.2615	SLC29A4	61.0406
SLC2A10	524.7669	SLC2A10	686.1942
SLC2A11	83.5673	SLC2A11	265.0553
SLC2A12	50.3201	SLC2A12	285.129
SLC2A13	563.4056	SLC2A13	105.6944
removed	removed	SLC2A14	5.3257
SLC2A1	1123.2169	SLC2A1	846.3744
SLC2A3	191.3962	SLC2A3	203.1954
SLC2A4RG	2372.6834	SLC2A4RG	689.8812
removed	removed	SLC2A4	132.7325
SLC2A5	163.5404	SLC2A5	15.9771
SLC2A6	38.1894	SLC2A6	20.8931
SLC2A8	1050.8817	SLC2A8	275.7067
SLC2A9	53.9144	SLC2A9	262.1876
SLC30A1	415.141	SLC30A1	241.2946
removed	removed	SLC30A2	6.9644
SLC30A3	9.8843	removed	removed
SLC30A4	23.8122	SLC30A4	145.4322
SLC30A5	1467.8198	SLC30A5	1351.905
SLC30A6	383.6909	SLC30A6	333.0602
SLC30A7	1492.0813	SLC30A7	634.576
SLC30A9	1653.8246	SLC30A9	1774.6825
SLC31A1	5445.3555	SLC31A1	1244.1622
SLC31A2	986.6337	SLC31A2	474.8054
SLC33A1	1334.3817	SLC33A1	687.8329
removed	removed	SLC34A2	2065.9566
SLC35A1	1007.1482	SLC35A1	982.3597
SLC35A2	1546.445	SLC35A2	544.8587
SLC35A3	722.0038	SLC35A3	469.0701
SLC35A4	2578.0074	SLC35A4	2390.8234
SLC35A5	830.7312	SLC35A5	775.9115
SLC35B1	5166.3484	SLC35B1	555.1004
SLC35B2	1333.0338	SLC35B2	1650.1434
SLC35B3	795.6868	SLC35B3	544.449
SLC35B4	135.6846	SLC35B4	356.4113
SLC35C1	1133.1012	SLC35C1	505.1209
SLC35C2	1618.3309	SLC35C2	1075.7886
SLC35D1	734.5838	SLC35D1	491.6018
SLC35D2	153.2068	SLC35D2	508.8079
