gene_id	TCGA-BH-A1FM-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FM-11B-23R-A13Q-07
RAD1	831.8985	RAD1	581.635
RAD21	27224.6488	RAD21	5217.0033
RAD23A	2332.9406	RAD23A	1704.6027
RAD23B	8505.6638	RAD23B	4194.7943
RAD50	2376.4386	RAD50	1691.1686
RAD51AP1	519.4382	RAD51AP1	48.5459
RAD51C	1309.2886	RAD51C	285.7797
RAD51L1	49.2977	RAD51L1	143.5005
RAD51L3	77.9338	RAD51L3	162.7357
RAD51	292.8863	RAD51	25.0363
RAD52	102.2202	RAD52	207.6177
RAD54B	510.4812	RAD54B	57.9559
RAD54L2	50.7476	RAD54L2	363.331
RAD54L	85.9085	RAD54L	14.6554
RAD9A	87.5106	RAD9A	220.6916
RAD9B	22.4739	RAD9B	40.3023
RADIL	45.6729	RADIL	151.4388
RAE1	2214.7712	RAE1	510.1901
RAET1E	21.024	RAET1E	17.0979
removed	removed	RAET1G	14.0447
RAF1	2352.8772	RAF1	2322.2655
RAG1AP1	3746.6244	RAG1AP1	392.6418
RAG1	13.7744	RAG1	67.1704
RAGE	341.459	RAGE	180.4442
RAI14	2621.8396	RAI14	1515.9148
RAI1	389.3068	RAI1	719.3344
RAI2	175.0793	RAI2	999.0077
RALA	2343.8151	RALA	1298.2215
RALBP1	1098.3235	RALBP1	2204.4119
RALB	2427.9112	RALB	1279.597
RALGAPA1	2385.1382	RALGAPA1	918.0979
RALGAPA2	127.2315	RALGAPA2	1056.7132
RALGAPB	4110.9198	RALGAPB	2600.1069
RALGDS	915.2696	RALGDS	2430.7366
RALGPS1	173.6294	RALGPS1	290.0542
RALGPS2	3479.1119	RALGPS2	651.8586
RALY	1552.1522	RALY	1510.4191
RAMP1	91.3457	RAMP1	25.9522
RAMP2	217.1273	RAMP2	786.8102
RAMP3	483.5523	RAMP3	555.9881
RANBP10	448.029	RANBP10	1007.862
RANBP17	250.1133	RANBP17	44.5767
RANBP1	468.6905	RANBP1	585.9095
RANBP2	3666.5156	RANBP2	5414.2432
RANBP3L	27.9112	RANBP3L	105.3355
RANBP3	288.899	RANBP3	1044.5004
RANBP6	827.5487	RANBP6	977.33
RANBP9	2275.3058	RANBP9	1106.7857
RANGAP1	677.8432	RANGAP1	1085.108
RANGRF	178.4504	RANGRF	337.9711
RAN	7207.9746	RAN	2234.9439
RAP1A	2396.7377	RAP1A	1295.4736
RAP1B	5674.6715	RAP1B	2296.6186
RAP1GAP2	62.3471	RAP1GAP2	576.7499
RAP1GAP	107.295	RAP1GAP	499.1985
RAP1GDS1	1812.415	RAP1GDS1	853.6753
RAP2A	1943.9964	RAP2A	928.4787
RAP2B	1073.3122	RAP2B	645.7522
RAP2C	4266.0625	RAP2C	782.2304
RAPGEF1	469.053	RAPGEF1	2503.3204
RAPGEF2	750.3398	RAPGEF2	1523.8531
RAPGEF3	54.5863	RAPGEF3	1027.1643
RAPGEF4	91.3457	RAPGEF4	275.3988
RAPGEF5	664.4314	RAPGEF5	718.4184
RAPGEF6	641.2324	RAPGEF6	693.6875
RAPGEFL1	100.0453	RAPGEFL1	199.0688
RAPH1	1579.3385	RAPH1	2555.5301
RARA	1452.8319	RARA	1226.4713
RARB	136.6561	RARB	413.0982
RARG	685.0929	RARG	985.5736
RARRES1	130.1314	RARRES1	1401.1144
RARRES2	202.9905	RARRES2	1674.0707
RARRES3	435.3421	RARRES3	831.0816
RARS2	947.8931	RARS2	733.9898
RARS	2738.9216	RARS	1178.2307
RASA1	2255.8804	RASA1	1465.8331
RASA2	173.6294	RASA2	293.1074
RASA3	379.1572	RASA3	746.2026
RASA4P	81.4463	RASA4P	118.9283
RASA4	172.5419	RASA4	535.9102
RASAL1	14.1368	RASAL1	52.5151
RASAL2	1374.5356	RASAL2	1024.6485
RASAL3	10.512	RASAL3	94.3439
RASD1	11.237	RASD1	879.9328
RASD2	47.1228	RASD2	136.1728
RASEF	230.9017	RASEF	541.0274
RASGEF1A	86.6334	RASGEF1A	234.4859
RASGEF1B	122.8817	RASGEF1B	343.4852
removed	removed	RASGEF1C	31.448
RASGRF1	11.9619	RASGRF1	19.5405
RASGRF2	174.7168	RASGRF2	464.0867
RASGRP1	83.7336	RASGRP1	105.6408
removed	removed	RASGRP2	100.4503
RASGRP3	260.2628	RASGRP3	289.4436
RASGRP4	23.9239	RASGRP4	25.0363
RASIP1	95.333	RASIP1	613.6936
removed	removed	RASL10A	15.266
RASL10B	26.4613	RASL10B	114.8004
RASL11A	29.7236	RASL11A	215.2507
RASL11B	57.6348	RASL11B	23.2043
RASL12	83.3711	RASL12	505.6103
removed	removed	RASSF10	50.3778
RASSF1	148.9805	RASSF1	676.8949
RASSF2	488.2646	RASSF2	463.7814
RASSF3	287.0865	RASSF3	540.7221
RASSF4	188.4912	RASSF4	576.298
RASSF5	499.5016	RASSF5	514.1592
RASSF6	36.9733	RASSF6	650.6374
RASSF7	94.2456	RASSF7	142.2792
RASSF8	1598.1876	RASSF8	1098.8474
RASSF9	7.9746	RASSF9	126.7079
RAVER1	1391.2098	RAVER1	841.1572
RAVER2	589.3974	RAVER2	744.3707
RB1CC1	3047.0322	RB1CC1	2319.5176
RB1	4589.3974	RB1	1541.2564
RBAK	794.9035	RBAK	527.8986
RBBP4	6655.8151	RBBP4	4210.8114
RBBP5	915.6321	RBBP5	784.0623
RBBP6	1443.0449	RBBP6	2563.4684
RBBP7	7961.5768	RBBP7	2243.1875
RBBP8	796.0127	RBBP8	2285.3217
RBBP9	642.6824	RBBP9	773.0708
RBCK1	811.5995	RBCK1	1048.7749
RBKS	300.8609	RBKS	62.5906
RBL1	408.1559	RBL1	207.0071
RBL2	3921.8704	RBL2	3541.8457
RBM10	291.0739	RBM10	1057.3239
RBM11	724.966	RBM11	53.7364
RBM12B	915.9946	RBM12B	455.8431
RBM12	3223.6774	RBM12	2655.9255
RBM14	1064.7685	RBM14	1016.8812
RBM15B	727.913	RBM15B	2245.9079
RBM15	127.594	RBM15	159.6825
RBM16	1840.7757	RBM16	2204.4149
RBM17	813.0494	RBM17	1567.8193
RBM18	1355.6865	RBM18	866.4987
RBM19	277.2995	RBM19	642.0884
removed	removed	RBM20	35.1118
RBM22	1930.947	RBM22	1408.1368
RBM23	1854.8256	RBM23	1634.3791
RBM24	23.1989	RBM24	58.0108
RBM25	2179.6103	RBM25	2775.9713
RBM26	1274.4903	RBM26	1194.4126
RBM27	2422.4739	RBM27	1338.5238
RBM28	252.6507	RBM28	412.1823
RBM33	614.4087	RBM33	1363.56
RBM34	1051.9257	RBM34	619.9679
RBM38	294.6987	RBM38	571.5594
RBM39	6907.4762	RBM39	5620.6396
RBM3	5522.0662	RBM3	5239.2947
RBM41	215.6774	RBM41	197.5422
RBM42	364.2954	RBM42	638.1192
RBM43	472.6778	RBM43	367.3002
RBM44	13.4119	RBM44	13.4341
RBM45	357.4082	RBM45	148.0803
RBM47	6796.1939	RBM47	1672.8494
RBM4B	171.092	RBM4B	390.5045
RBM4	2001.4753	RBM4	1737.4124
RBM5	852.8935	RBM5	3143.4242
RBM6	324.4223	RBM6	2206.3965
RBM7	786.5881	RBM7	664.6821
RBM8A	1916.8536	RBM8A	2037.9605
RBM9	1501.4046	RBM9	3958.1711
RBMS1	1592.3879	RBMS1	2533.2417
RBMS2	714.2619	RBMS2	2162.8456
RBMS3	42.773	RBMS3	224.4104
RBMX2	368.2827	RBMX2	423.1738
RBMXL1	764.531	RBMXL1	1335.7148
RBMX	4785.5007	RBMX	4806.656
RBP1	75.3965	RBP1	788.0314
removed	removed	RBP4	2133.5776
RBP5	69.2343	RBP5	51.9044
RBP7	17.3992	RBP7	537.3636
RBPJ	996.8283	RBPJ	971.2236
RBPMS2	34.7984	RBPMS2	112.9685
RBPMS	1528.2284	RBPMS	1952.828
RBX1	1245.9882	RBX1	524.6592
RC3H1	1237.8795	RC3H1	1450.5763
RC3H2	2773.3575	RC3H2	603.9234
RCAN1	726.0535	RCAN1	3680.9404
RCAN2	463.9783	RCAN2	615.5255
RCAN3	117.807	RCAN3	163.3463
RCBTB1	578.5229	RCBTB1	564.5371
RCBTB2	287.449	RCBTB2	742.5387
RCC1	1285.372	RCC1	314.2478
RCC2	3040.145	RCC2	2089.3062
RCCD1	195.7408	RCCD1	103.8089
RCE1	264.9751	RCE1	310.5106
RCHY1	992.116	RCHY1	819.1741
RCL1	280.1994	RCL1	472.6357
RCN1	1515.9039	RCN1	2243.7982
RCN2	1987.1319	RCN2	1122.0518
RCN3	392.2066	RCN3	291.2755
RCOR1	10164.386	RCOR1	1056.7132
RCOR2	5.7997	RCOR2	13.7394
RCOR3	1619.9366	RCOR3	1347.9887
RCSD1	126.1441	RCSD1	370.3534
RDBP	537.9248	RDBP	954.0615
RDH10	481.7399	RDH10	534.005
RDH11	1975.1699	RDH11	1327.5322
RDH13	65.2469	RDH13	180.4442
RDH14	624.9352	RDH14	398.7482
RDH16	15.9493	RDH16	7.633
RDH5	5.7997	RDH5	647.059
RDM1	20.6615	removed	removed
RDX	1821.4771	RDX	2132.051
REC8	5.7997	REC8	50.9885
RECK	649.5696	RECK	1281.4289
RECQL4	135.9311	RECQL4	50.0725
RECQL5	285.6366	RECQL5	411.877
RECQL	1691.9039	RECQL	1026.6361
REEP1	476.6652	REEP1	168.5368
REEP2	36.9733	REEP2	58.9268
REEP3	1277.3901	REEP3	760.5526
REEP4	387.1319	REEP4	160.2931
REEP5	9246.3797	REEP5	5888.3017
REEP6	795.6502	REEP6	350.5076
RELA	1642.773	RELA	2303.9463
RELB	45.6729	RELB	228.6848
RELL1	1105.5732	RELL1	914.7393
RELL2	8.8663	RELL2	14.1088
removed	removed	RELN	650.9427
RELT	71.0467	RELT	31.448
REL	314.9977	REL	215.2507
removed	removed	REM1	43.9661
REM2	15.2243	REM2	6.717
RENBP	29.3611	RENBP	58.0108
REP15	19.2116	REP15	25.9522
REPIN1	1516.2664	REPIN1	1265.5522
REPS1	953.6928	REPS1	992.9013
REPS2	2083.5523	REPS2	667.1246
RER1	2009.816	RER1	2018.6764
RERE	2121.9755	RERE	4725.1355
removed	removed	RERGL	217.6933
RERG	849.2977	RERG	1232.5777
REST	482.8274	REST	520.2656
RETSAT	929.7689	RETSAT	4219.8305
RET	80.8337	RET	80.9099
REV1	788.0381	REV1	1228.6085
REV3L	937.3811	REV3L	1776.0476
REXO1	130.2474	REXO1	426.5323
REXO2	1229.1799	REXO2	571.2541
REXO4	172.1794	REXO4	383.1769
RFC1	2216.5836	RFC1	1899.397
RFC2	588.6724	RFC2	374.0173
RFC3	1521.3412	RFC3	307.1521
RFC4	342.5464	RFC4	269.5977
RFC5	811.9619	RFC5	345.9278
RFESD	19.9366	RFESD	20.7618
RFFL	669.3104	RFFL	555.3713
RFK	715.5415	RFK	588.352
RFNG	329.1346	RFNG	530.3412
RFPL1S	34.1205	RFPL1S	15.8767
RFPL1	5.0276	removed	removed
removed	removed	RFPL3S	6.4117
RFT1	348.3462	RFT1	443.9356
RFTN1	425.5551	RFTN1	871.3839
RFTN2	86.271	RFTN2	133.7302
RFWD2	1827.2768	RFWD2	868.0253
RFWD3	1096.1486	RFWD3	682.3907
RFX1	268.9624	RFX1	275.3988
RFX2	84.0961	RFX2	430.8068
RFX3	48.2102	RFX3	89.7641
RFX5	847.4853	RFX5	737.9589
removed	removed	RFX6	43.9661
RFX7	1398.097	RFX7	799.3283
RFX8	23.1989	RFX8	35.1118
RFXANK	293.401	RFXANK	476.6964
RFXAP	130.1314	RFXAP	197.8475
RG9MTD1	1467.3312	RG9MTD1	653.0799
RG9MTD2	316.0852	RG9MTD2	146.859
RG9MTD3	77.5714	RG9MTD3	272.3456
removed	removed	RGAG1	6.4117
RGAG4	65.2469	RGAG4	488.5123
RGL1	290.3489	RGL1	1230.1351
RGL2	742.0027	RGL2	1460.0412
RGL3	181.2415	RGL3	153.5761
removed	removed	RGL4	6.2743
RGMA	11.5995	RGMA	531.2572
RGMB	1063.4382	RGMB	867.604
RGNEF	337.4717	RGNEF	987.1002
RGN	6.1622	RGN	159.0718
RGP1	73.9465	RGP1	246.9552
RGPD1	152.9171	RGPD1	374.005
RGPD3	199.0032	RGPD3	548.9657
RGPD4	123.6067	RGPD4	246.6987
RGPD5	88.0181	RGPD5	359.945
RGPD6	498.7766	RGPD6	1175.8644
RGS10	506.7512	RGS10	325.4713
RGS11	30.8111	RGS11	75.7683
RGS12	90.6208	RGS12	704.9844
RGS13	7.9746	RGS13	9.7702
RGS14	41.3231	RGS14	130.0664
RGS16	325.1473	RGS16	446.0728
RGS17	20.299	RGS17	7.0224
RGS18	18.1242	RGS18	31.1427
RGS19	306.2981	RGS19	133.7302
RGS1	1088.899	RGS1	528.8146
RGS20	6.8872	removed	removed
RGS22	105.1201	RGS22	62.2853
RGS2	493.3394	RGS2	1671.0175
RGS3	354.8709	RGS3	1109.2283
RGS4	1191.4816	RGS4	76.9407
RGS5	2170.5483	RGS5	5349.8206
removed	removed	RGS6	75.4141
removed	removed	RGS7BP	20.1511
RGS9BP	11.237	removed	removed
RGS9	22.8364	RGS9	79.9939
RHBDD1	320.435	RHBDD1	405.7706
RHBDD2	1254.5537	RHBDD2	1233.7989
RHBDD3	85.1835	RHBDD3	102.5876
RHBDF1	553.1491	RHBDF1	654.3012
RHBDF2	350.8836	RHBDF2	267.1552
removed	removed	RHBDL1	6.4117
RHBDL2	47.4853	RHBDL2	40.6076
removed	removed	RHBDL3	67.1704
RHCE	24.6488	RHCE	14.6554
removed	removed	RHCG	20.7618
RHEBL1	9.4246	RHEBL1	7.3277
RHEB	2218.0335	RHEB	1024.6546
RHOA	16453.4662	RHOA	10230.0588
RHOBTB1	322.9724	RHOBTB1	454.9271
RHOBTB2	187.4436	RHOBTB2	701.0549
RHOBTB3	1527.5034	RHOBTB3	2380.887
RHOB	4294.3362	RHOB	7032.135
RHOC	5281.015	RHOC	3465.6896
RHOD	470.8654	RHOD	179.223
RHOF	193.4934	RHOF	56.927
RHOG	921.4318	RHOG	753.8356
RHOH	685.0929	RHOH	239.371
RHOJ	144.9932	RHOJ	616.7468
RHOQ	2699.5632	RHOQ	2724.5706
RHOT1	1059.5378	RHOT1	999.0077
RHOT2	255.5505	RHOT2	694.2981
RHOU	144.6307	RHOU	1643.5387
RHOV	148.2556	RHOV	457.9803
RHPN1	127.2315	RHPN1	96.1759
RHPN2	806.5247	RHPN2	684.5279
RIBC1	22.4739	RIBC1	30.532
RIBC2	13.4119	RIBC2	20.4565
RIC3	19.9366	RIC3	315.0905
RIC8A	1289.4499	RIC8A	1685.9079
RIC8B	569.8233	RIC8B	527.5933
RICH2	34.7984	RICH2	225.937
RICTOR	1826.1894	RICTOR	1498.5116
RIF1	1506.8419	RIF1	1844.134
RILPL1	152.2175	RILPL1	280.171
RILPL2	92.4332	RILPL2	481.49
RILP	11.237	RILP	130.3717
removed	removed	RIMBP2	18.0139
RIMBP3	10.1495	RIMBP3	14.6554
RIMKLA	153.6928	RIMKLA	57.0949
RIMKLB	690.2438	RIMKLB	901.7449
RIMS1	39.1482	RIMS1	9.7702
RIMS2	293.9737	RIMS2	13.1288
RIMS3	45.3104	RIMS3	677.8109
RIMS4	781.1509	RIMS4	48.2406
RIN1	65.2469	RIN1	106.2514
RIN2	1831.2642	RIN2	1694.8325
RIN3	110.9198	RIN3	389.2833
RING1	353.7834	RING1	669.8725
RINL	296.1486	RINL	137.0888
RINT1	1125.401	RINT1	448.5551
RIOK1	343.2714	RIOK1	552.9349
RIOK2	959.4925	RIOK2	596.901
RIOK3	1880.9243	RIOK3	1475.6125
RIPK1	696.3299	RIPK1	1313.7928
RIPK2	1041.7762	RIPK2	403.9386
RIPK3	228.7268	RIPK3	175.5591
RIPK4	100.0453	RIPK4	721.777
RIT1	1368.7358	RIT1	766.9644
RLF	914.9071	RLF	1345.8515
RLIM	4222.5646	RLIM	1878.6352
RLN1	10.8745	removed	removed
RLN2	94.9705	RLN2	16.7926
RLTPR	10.512	RLTPR	13.7394
RMI1	608.2465	RMI1	192.9624
RMND1	1493.0675	RMND1	483.0166
RMND5A	3062.6189	RMND5A	2334.173
RMND5B	1070.4123	RMND5B	671.7045
RMRP	12.3244	RMRP	5.1904
RNASE1	2393.8378	RNASE1	3161.5907
RNASE2	10.1495	removed	removed
RNASE4	466.9651	RNASE4	3478.5589
RNASE6	256.2755	RNASE6	210.6709
removed	removed	RNASE7	79.3833
RNASEH1	106.2075	RNASEH1	291.2755
RNASEH2A	350.8836	RNASEH2A	165.7889
RNASEH2B	821.749	RNASEH2B	407.9078
RNASEH2C	309.5931	RNASEH2C	379.9313
RNASEK	2133.0349	RNASEK	1064.5294
RNASEL	637.6076	RNASEL	464.6974
RNASEN	1437.6076	RNASEN	1386.7644
RNASET2	749.9773	RNASET2	577.3605
RND1	159.4925	RND1	179.5283
RND2	61.2596	RND2	173.1166
RND3	411.0557	RND3	3198.2291
RNF103	2775.2895	RNF103	1436.5041
RNF10	4297.2361	RNF10	3301.7327
RNF111	1272.3154	RNF111	796.5804
removed	removed	RNF112	11.2968
RNF113A	194.6534	RNF113A	208.839
RNF114	3156.1396	RNF114	1615.4492
RNF115	811.237	RNF115	446.6835
RNF11	5461.5315	RNF11	3309.671
RNF121	342.5464	RNF121	444.5462
RNF122	112.0072	RNF122	272.6509
RNF123	326.5972	RNF123	538.8902
RNF125	94.2456	RNF125	628.0437
RNF126	161.6674	RNF126	272.3456
RNF128	155.1427	RNF128	342.5693
RNF130	2238.6951	RNF130	1830.6999
RNF135	522.7005	RNF135	604.2287
RNF138P1	8.3371	RNF138P1	27.1735
RNF138	611.1464	RNF138	733.6845
RNF139	2685.6366	RNF139	1515.6095
RNF13	4204.0779	RNF13	1735.7454
RNF141	2175.623	RNF141	1548.5841
RNF144A	996.4658	RNF144A	990.4587
RNF144B	423.0177	RNF144B	1087.8559
RNF145	998.2782	RNF145	1912.2204
RNF146	707.2043	RNF146	882.0701
removed	removed	RNF148	6.717
RNF149	2190.4848	RNF149	810.3198
RNF14	2287.9928	RNF14	1233.1883
RNF150	58.7222	RNF150	476.9102
RNF152	46.0353	RNF152	113.8844
RNF157	205.517	RNF157	291.5716
RNF160	1667.0594	RNF160	1387.9856
RNF165	5.6837	RNF165	143.6532
RNF166	55.0974	RNF166	157.5452
RNF167	1481.1056	RNF167	1768.7199
RNF168	193.5659	RNF168	284.2531
RNF169	691.2225	RNF169	863.3936
RNF170	1050.8382	RNF170	589.8786
RNF175	10.8745	RNF175	48.2406
RNF180	82.6461	RNF180	269.5977
RNF181	2149.5242	RNF181	656.1331
RNF182	11.237	RNF182	28.7001
removed	removed	RNF183	26.2575
RNF185	773.5895	RNF185	1567.346
removed	removed	RNF186	7.0224
RNF187	2865.0657	RNF187	1899.397
RNF19A	1604.3498	RNF19A	2111.5945
RNF19B	396.9189	RNF19B	701.3205
RNF207	41.3231	RNF207	206.3965
RNF208	68.8718	RNF208	34.5012
RNF20	1040.6887	RNF20	1705.824
RNF212	237.7889	RNF212	55.5683
RNF213	3824.1849	RNF213	3928.1337
RNF214	380.6072	RNF214	441.7983
RNF215	54.01	RNF215	192.9624
RNF216L	252.6217	RNF216L	261.3541
RNF216	561.8487	RNF216	1496.6796
RNF217	36.2483	RNF217	155.64
RNF219	814.1368	RNF219	449.871
RNF220	399.2098	RNF220	1077.3773
RNF24	281.6493	RNF24	367.6055
RNF25	167.8296	RNF25	372.4906
RNF26	816.3117	RNF26	1014.2737
RNF2	1319.0757	RNF2	592.3212
RNF31	461.8034	RNF31	779.7237
RNF32	47.1228	RNF32	40.9129
RNF34	1167.4164	RNF34	456.7377
RNF38	1004.0779	RNF38	2234.9439
RNF39	202.628	RNF39	435.9973
RNF40	1714.9071	RNF40	1869.4756
RNF41	961.3049	RNF41	1275.6278
RNF43	581.4227	RNF43	714.144
RNF44	1031.2642	RNF44	726.3568
RNF4	2166.1985	RNF4	1229.8298
RNF5P1	129.4064	RNF5P1	154.492
RNF5	938.831	RNF5	672.3151
RNF6	1818.5773	RNF6	1064.0409
RNF7	2148.0743	RNF7	910.7702
RNF8	250.1133	RNF8	407.2972
RNFT1	1345.5369	RNFT1	301.351
RNFT2	109.8324	RNFT2	13.1288
RNGTT	1002.628	RNGTT	434.1653
RNH1	1187.4943	RNH1	2298.1452
RNLS	238.8763	RNLS	163.9569
RNMTL1	70.3217	RNMTL1	221.0518
RNMT	849.2977	RNMT	1434.089
RNPC3	250.4758	RNPC3	419.6016
RNPEPL1	345.8088	RNPEPL1	998.3971
RNPEP	7066.6063	RNPEP	1336.0812
RNPS1	2238.6951	RNPS1	1942.7525
ROBLD3	235.2515	ROBLD3	321.5022
ROBO1	768.1015	ROBO1	1309.213
ROBO2	28.2737	ROBO2	11.2968
ROBO3	8.3371	ROBO3	257.0796
ROBO4	227.2768	ROBO4	1316.846
ROCK1	1853.7381	ROCK1	2279.2153
ROCK2	1371.9982	ROCK2	2419.9679
ROD1	5463.3439	ROD1	2707.2743
ROGDI	328.0471	ROGDI	285.1691
ROM1	46.3978	ROM1	59.5374
ROMO1	359.9456	ROMO1	254.0264
removed	removed	ROPN1B	48.2406
removed	removed	ROPN1	65.9492
ROR1	38.0607	ROR1	203.3433
ROR2	280.9243	ROR2	409.4344
RORA	711.5541	RORA	719.0291
RORB	7.6121	RORB	23.2043
RORC	359.5831	RORC	594.7638
removed	removed	RP1L1	8.8543
RP1	56.5473	RP1	13.7394
RP2	811.5995	RP2	538.5848
RP9P	66.6969	RP9P	173.1166
RP9	73.2216	RP9	125.7919
RPA1	1057.3629	RPA1	2306.3888
RPA2	1526.0535	RPA2	1366.3079
RPA3	776.0761	RPA3	199.9847
RPAIN	454.6226	RPAIN	517.7986
RPAP1	460.3534	RPAP1	623.7692
RPAP2	422.6552	RPAP2	298.2978
RPAP3	2027.73	RPAP3	619.1894
RPE	1495.101	RPE	593.1669
RPF1	1974.0825	RPF1	622.2426
RPF2	628.908	RPF2	368.5215
RPGRIP1L	249.3883	RPGRIP1L	181.9708
RPGRIP1	9.0621	RPGRIP1	14.0447
RPGR	113.8197	RPGR	332.1884
RPH3AL	63.797	RPH3AL	169.4527
RPIA	390.7567	RPIA	347.1491
RPL10A	6366.2891	RPL10A	13891.764
RPL10	9906.3344	RPL10	14691.8556
RPL11	6092.9769	RPL11	19345.3935
RPL12	5389.0349	RPL12	9509.8084
RPL13AP20	6.5247	RPL13AP20	35.7225
removed	removed	RPL13AP3	14.6554
RPL13A	5156.6833	RPL13A	19418.6703
RPL13P5	6.8872	RPL13P5	15.5713
RPL13	5288.2646	RPL13	15033.0509
RPL14	3653.8287	RPL14	8614.6096
RPL15	29139.2841	RPL15	21769.3306
RPL17	3505.1019	RPL17	6836.8216
RPL18A	649.5696	RPL18A	1408.7474
RPL18	6052.7413	RPL18	9798.9466
RPL19P12	28.2737	RPL19P12	61.98
RPL19	4110.1948	RPL19	16782.5357
removed	removed	RPL21	11.6022
RPL22L1	1162.1205	RPL22L1	323.3341
RPL22	4368.6452	RPL22	9807.8009
RPL23AP53	251.2007	RPL23AP53	286.6957
RPL23AP64	7.6121	RPL23AP64	7.633
RPL23AP7	40.2356	RPL23AP7	63.5066
RPL23AP82	17.7617	RPL23AP82	70.529
RPL23A	4976.5292	RPL23A	4186.856
removed	removed	RPL23P8	150.5229
RPL23	4930.4939	RPL23	10231.5854
RPL24	10931.4001	RPL24	9313.7928
RPL26L1	407.0684	RPL26L1	130.677
RPL26	8568.7358	RPL26	9781.5434
RPL27A	4441.5043	RPL27A	10465.766
RPL27	5413.3213	RPL27	6537.5162
RPL28	3317.4445	RPL28	5008.778
RPL29	4147.1681	RPL29	9380.658
RPL30	13327.4128	RPL30	11423.5555
RPL31	7268.5093	RPL31	10520.113
RPL32P3	87.3584	RPL32P3	193.4723
RPL32	16560.0362	RPL32	17464.0104
RPL34	7920.6162	RPL34	12247.92
RPL35A	7996.3752	RPL35A	10992.138
RPL35	4198.6407	RPL35	5423.7081
RPL36AL	2665.7	RPL36AL	2286.543
RPL36A	146.4431	RPL36A	54.9576
RPL36	1287.1772	RPL36	5794.6722
RPL37A	5028.7268	RPL37A	12992.9013
RPL37	8282.3743	RPL37	10463.9341
RPL38	7074.5809	RPL38	4759.3313
RPL39L	230.9017	RPL39L	127.0132
RPL39	1140.3715	RPL39	730.0206
removed	removed	RPL3L	5.8011
RPL3	5923.3348	RPL3	43715.1362
RPL41	19396.1033	RPL41	14497.5193
RPL4	17195.8314	RPL4	29317.762
RPL5	11303.3077	RPL5	24973.3425
RPL6	9571.0014	RPL6	9024.3493
RPL7A	6202.4468	RPL7A	16122.1281
RPL7L1	1121.5224	RPL7L1	1283.8715
RPL7	1688.8083	RPL7	2077.0934
RPL8	8420.8428	RPL8	17694.5271
RPL9	2681.6493	RPL9	3025.7232
RPLP0P2	110.5573	RPLP0P2	10.6862
RPLP0	20730.7657	RPLP0	20159.3771
RPLP1	9003.353	RPLP1	17526.601
RPLP2	3331.2188	RPLP2	8326.3873
RPN1	6410.1495	RPN1	4179.223
RPN2	13869.3249	RPN2	4705.2866
RPP14	442.5918	RPP14	563.0105
RPP21	213.14	RPP21	160.3175
RPP25	80.4712	RPP25	113.8844
RPP30	510.0136	RPP30	519.655
RPP38	278.7494	RPP38	268.6818
RPP40	220.0272	RPP40	89.7641
removed	removed	RPPH1	5.4958
RPRD1A	1979.5197	RPRD1A	1220.0595
RPRD1B	1975.1699	RPRD1B	867.72
RPRD2	2149.8867	RPRD2	2286.543
RPS10P7	23.9239	RPS10P7	62.2853
RPS10	2663.5251	RPS10	5321.4258
RPS11	10660.6253	RPS11	22617.2048
RPS12	5638.4232	RPS12	14815.6629
RPS13	12057.2723	RPS13	8100.145
RPS14	5996.9189	RPS14	16035.7225
RPS15AP10	11.237	removed	removed
RPS15A	10517.082	RPS15A	11256.8506
RPS15	639.42	RPS15	2137.2414
RPS16	4342.184	RPS16	9905.1981
RPS17	4311.3729	RPS17	13564.766
RPS18	10815.043	RPS18	29979.3909
RPS19BP1	96.783	RPS19BP1	381.9556
RPS19	2624.0145	RPS19	10032.8219
RPS20	19944.5401	RPS20	15358.8276
RPS21	3076.0308	RPS21	4595.3744
RPS23	7082.193	RPS23	13212.1212
RPS24	9788.1287	RPS24	17886.8789
RPS25	5221.9302	RPS25	10409.5871
RPS26	412.8681	RPS26	131.593
RPS27A	6250.657	RPS27A	14173.8799
RPS27L	1923.3348	RPS27L	1171.2083
RPS27	120.7068	RPS27	115.1057
RPS28	346.1713	RPS28	760.5526
RPS29	9153.0585	RPS29	5163.5753
RPS2P32	15.2243	RPS2P32	7.9383
RPS2	13145.7725	RPS2	8440.8824
RPS3A	6048.3915	RPS3A	8168.8421
RPS3	6057.4536	RPS3	20716.8918
RPS4X	29604.7123	RPS4X	39506.6025
RPS5	4915.2696	RPS5	9686.8941
RPS6KA1	478.1151	RPS6KA1	661.0182
RPS6KA2	318.6226	RPS6KA2	1748.8741
RPS6KA3	1108.1106	RPS6KA3	2025.4942
RPS6KA4	157.3176	RPS6KA4	339.5161
RPS6KA5	265.7	RPS6KA5	475.0782
RPS6KA6	182.329	RPS6KA6	94.0386
RPS6KB1	4249.0258	RPS6KB1	1149.5306
RPS6KB2	307.3856	RPS6KB2	366.9949
RPS6KC1	1230.2673	RPS6KC1	691.5503
RPS6KL1	20.299	RPS6KL1	69.3077
RPS6	16712.6416	RPS6	32243.9508
RPS7	4417.5804	RPS7	6452.6372
RPS8	8824.6488	RPS8	19673.918
RPS9	1339.0122	RPS9	9769.0253
RPSAP58	3724.1504	RPSAP58	6234.0279
RPSAP9	14.8618	RPSAP9	17.7086
RPSA	3496.8736	RPSA	4927.5628
RPTOR	379.1536	RPTOR	831.9945
RPUSD1	241.0512	RPUSD1	160.2931
