gene_id	TCGA-GI-A2C9-01A-11R-A21T-07	gene_id	TCGA-GI-A2C9-11A-22R-A21T-07
TLR1	290.5326	TLR1	268.5332
TLR2	836.8676	TLR2	615.972
TLR3	249.4573	TLR3	307.0315
TLR4	394.7237	TLR4	1552.9749
TLR5	1065.6203	TLR5	473.1149
TLR6	42.4111	TLR6	42.3163
TLR7	199.3655	TLR7	191.5367
TLR8	51.0937	TLR8	55.3611
TLR9	30.89	TLR9	35.1129
TLX1	90.4992	removed	removed
TM2D1	493.5715	TM2D1	378.9373
TM2D2	771.7482	TM2D2	850.4613
TM2D3	821.5061	TM2D3	932.8667
TM4SF18	235.7656	TM4SF18	412.9812
TM4SF19	17.9195	removed	removed
TM4SF1	11458.6742	TM4SF1	16795.7366
TM6SF1	250.7931	TM6SF1	281.2599
TM6SF2	13.9623	TM6SF2	5.4088
TM7SF2	120.2204	TM7SF2	216.9901
TM7SF3	7372.1823	TM7SF3	1356.9838
TM7SF4	7.0129	removed	removed
TM9SF1	1975.1211	TM9SF1	1430.3054
TM9SF2	9948.5724	TM9SF2	3735.2848
TM9SF3	6323.2593	TM9SF3	6068.406
TM9SF4	2775.7556	TM9SF4	1618.8355
TMBIM1	3819.6694	TMBIM1	4115.8129
TMBIM4	1379.3588	TMBIM4	1524.518
TMBIM6	11807.6474	TMBIM6	14934.4575
TMC4	2272.1656	TMC4	1190.9004
TMC5	36.0661	TMC5	199.8091
TMC6	1105.0259	TMC6	681.5145
TMC7	181.6664	TMC7	101.8136
TMC8	94.8405	TMC8	196.3093
TMCC1	843.2126	TMCC1	770.2832
TMCC2	186.6756	TMCC2	107.2224
TMCC3	165.3031	TMCC3	451.4795
TMCO1	3472.366	TMCO1	1817.0538
TMCO3	2665.8875	TMCO3	1240.5345
TMCO4	785.106	TMCO4	698.3773
TMCO6	135.9158	TMCO6	204.2634
TMCO7	299.2152	TMCO7	350.3023
TMED10P1	40.7414	TMED10P1	26.0897
TMED10	8948.0715	TMED10	6859.37
TMED1	725.0359	TMED1	466.5002
TMED2	7007.5138	TMED2	5171.8104
TMED3	4315.9125	TMED3	1385.937
TMED4	757.0546	TMED4	847.2797
TMED5	1977.2616	TMED5	1576.8374
removed	removed	TMED6	9.545
TMED7-TICAM2	175.3815	TMED7-TICAM2	83.083
TMED7	2086.0578	TMED7	2362.5835
TMED8	285.1895	TMED8	369.0741
TMED9	5525.4633	TMED9	2999.0455
TMEFF1	146.9027	TMEFF1	50.9704
TMEM100	25.7138	TMEM100	206.4906
TMEM101	815.829	TMEM101	692.6503
TMEM102	180.9985	TMEM102	166.0834
TMEM104	897.9796	TMEM104	337.2574
TMEM105	307.8978	TMEM105	27.0442
TMEM106A	168.6425	TMEM106A	134.2666
TMEM106B	1311.7382	TMEM106B	1557.111
TMEM106C	1454.3329	TMEM106C	928.4123
TMEM107	135.5819	TMEM107	199.1728
TMEM108	183.0022	TMEM108	69.9968
TMEM109	3902.1539	TMEM109	3096.4047
TMEM110	96.8442	TMEM110	203.3089
TMEM111	1100.3506	TMEM111	853.643
TMEM115	770.7464	TMEM115	995.8638
TMEM116	163.6333	TMEM116	163.8562
TMEM117	83.8203	TMEM117	128.8578
TMEM119	1236.2665	TMEM119	1056.3156
TMEM11	388.3787	TMEM11	387.5278
TMEM120A	571.3809	TMEM120A	477.251
TMEM120B	316.4836	TMEM120B	409.0932
TMEM121	41.0753	TMEM121	44.8616
TMEM123	12714.6435	TMEM123	6297.4865
TMEM125	959.4256	TMEM125	244.0344
TMEM126A	280.1803	TMEM126A	220.8081
TMEM126B	495.9092	TMEM126B	449.2523
TMEM127	2644.8489	TMEM127	2201.3999
TMEM128	347.3034	TMEM128	476.9329
TMEM129	734.0124	TMEM129	747.057
TMEM130	36.4001	TMEM130	37.2256
TMEM131	974.1192	TMEM131	1510.3404
TMEM132A	3317.4153	TMEM132A	548.5205
removed	removed	TMEM132B	6.3633
removed	removed	TMEM132C	501.4318
TMEM132E	176.9912	TMEM132E	13.6812
TMEM133	217.7325	TMEM133	127.2669
TMEM134	546.3349	TMEM134	361.7563
TMEM135	346.6355	TMEM135	656.3793
TMEM136	369.3438	TMEM136	244.3525
TMEM138	489.8981	TMEM138	392.6185
TMEM139	164.3012	TMEM139	298.1228
TMEM140	414.7938	TMEM140	700.2482
TMEM141	615.1277	TMEM141	468.0242
TMEM143	99.8497	TMEM143	129.1759
TMEM144	262.8152	TMEM144	355.0748
TMEM145	94.8405	TMEM145	84.6325
TMEM147	1483.3862	TMEM147	748.966
TMEM149	127.801	TMEM149	77.8396
TMEM14A	1135.4149	TMEM14A	430.7986
TMEM14B	608.7828	TMEM14B	692.9685
TMEM14C	1521.456	TMEM14C	1763.2835
TMEM150A	203.7068	TMEM150A	264.0789
TMEM150B	21.3725	TMEM150B	10.1814
TMEM150C	225.0793	TMEM150C	313.713
TMEM151A	98.8479	removed	removed
TMEM151B	11.992	TMEM151B	13.6017
TMEM154	215.3949	TMEM154	128.5396
TMEM156	5.6771	TMEM156	15.9084
TMEM158	1309.0666	TMEM158	85.9052
TMEM159	1207.5472	TMEM159	911.2313
TMEM160	62.7818	TMEM160	32.4531
TMEM161A	862.2475	TMEM161A	322.6217
TMEM161B	215.0609	TMEM161B	328.0305
TMEM163	116.547	TMEM163	35.9529
TMEM164	604.1075	TMEM164	504.6134
TMEM165	1924.5283	TMEM165	1398.9819
TMEM167A	1675.7389	TMEM167A	1991.4095
TMEM167B	2080.4809	TMEM167B	1286.0325
TMEM168	700.9517	TMEM168	969.1378
TMEM169	63.1157	TMEM169	17.8174
TMEM170A	642.5113	TMEM170A	780.7827
TMEM170B	44.7487	TMEM170B	194.0821
TMEM171	78.8112	removed	removed
TMEM173	563.3662	TMEM173	1153.0385
TMEM175	247.1197	TMEM175	287.6233
TMEM176A	261.1454	TMEM176A	827.5533
TMEM176B	710.6362	TMEM176B	1892.1413
TMEM177	195.0242	TMEM177	93.223
TMEM178	12.356	TMEM178	75.0875
TMEM179B	825.5134	TMEM179B	679.9236
TMEM17	131.9085	TMEM17	64.588
TMEM180	107.5305	TMEM180	68.406
TMEM181	1249.6243	TMEM181	1492.5231
TMEM182	224.7454	TMEM182	94.4957
TMEM183A	1453.6651	TMEM183A	790.3277
TMEM184A	118.0063	TMEM184A	187.8715
TMEM184B	2610.1519	TMEM184B	1470.7445
TMEM184C	619.803	TMEM184C	595.2911
TMEM185A	478.8779	TMEM185A	594.6548
TMEM185B	452.4962	TMEM185B	662.4244
TMEM186	294.206	TMEM186	146.6752
TMEM187	206.0444	TMEM187	104.0407
TMEM188	322.2575	TMEM188	322.9399
TMEM189-UBE2V1	6.1813	TMEM189-UBE2V1	14.6484
TMEM189	1026.8726	TMEM189	562.574
TMEM18	639.5058	TMEM18	642.0617
removed	removed	TMEM190	5.4088
TMEM191A	33.7285	TMEM191A	9.8632
TMEM192	406.0778	TMEM192	616.2902
TMEM194A	1029.5542	TMEM194A	558.7019
TMEM194B	224.0775	TMEM194B	158.1292
TMEM195	6.345	TMEM195	26.0897
TMEM198	49.0933	TMEM198	52.8158
TMEM199	406.1947	TMEM199	409.7996
TMEM19	907.6641	TMEM19	669.4241
TMEM200A	331.6079	TMEM200A	333.1212
TMEM200B	141.7499	TMEM200B	167.5215
TMEM200C	156.6205	TMEM200C	41.3618
TMEM201	579.0616	TMEM201	342.6662
TMEM203	456.1696	TMEM203	526.2488
TMEM204	306.896	TMEM204	319.7582
TMEM205	475.8724	TMEM205	962.1381
TMEM206	718.6509	TMEM206	128.8578
TMEM208	1334.1125	TMEM208	404.7089
TMEM209	950.4091	TMEM209	528.7941
TMEM20	195.0242	TMEM20	88.1324
TMEM211	6.011	removed	removed
TMEM213	1159.5158	TMEM213	145.0843
TMEM214	3692.1022	TMEM214	1808.7814
TMEM215	7.3468	removed	removed
TMEM216	401.4026	TMEM216	266.6242
TMEM217	18.6041	TMEM217	32.9685
TMEM218	425.1127	TMEM218	275.8511
TMEM219	1510.7697	TMEM219	1377.3465
TMEM220	233.7619	TMEM220	257.7156
TMEM222	790.7831	TMEM222	562.2017
TMEM223	294.8739	TMEM223	181.9917
TMEM229B	80.1469	TMEM229B	201.7181
TMEM22	73.802	TMEM22	216.3538
TMEM231	360.3239	TMEM231	297.8046
TMEM232	11.0202	TMEM232	13.6812
removed	removed	TMEM233	6.0452
TMEM25	640.1737	TMEM25	531.3395
TMEM26	61.7799	TMEM26	123.8435
TMEM27	48.7561	TMEM27	51.8613
TMEM2	1146.4351	TMEM2	1732.7394
TMEM30A	4894.6402	TMEM30A	5029.5896
TMEM30B	630.1553	TMEM30B	921.4127
TMEM33	2347.3034	TMEM33	1376.392
removed	removed	TMEM35	94.8139
TMEM37	100.5176	TMEM37	408.5269
TMEM38A	378.0264	TMEM38A	70.315
TMEM38B	189.6811	TMEM38B	123.7671
TMEM39A	841.5428	TMEM39A	799.5546
TMEM39B	413.4246	TMEM39B	288.5778
TMEM40	25.0459	TMEM40	36.5892
TMEM41A	812.8235	TMEM41A	561.2472
TMEM41B	515.278	TMEM41B	590.2004
TMEM42	193.6884	TMEM42	157.4928
TMEM43	2705.9609	TMEM43	4070.6332
TMEM44	197.3618	TMEM44	223.6717
TMEM45A	836.1997	TMEM45A	233.5348
TMEM45B	59.1084	TMEM45B	41.9981
TMEM47	2594.0892	TMEM47	2238.9437
TMEM48	574.3864	TMEM48	263.1244
TMEM49	2271.1638	TMEM49	2581.6099
TMEM50A	3381.5328	TMEM50A	2781.419
TMEM50B	580.4007	TMEM50B	1118.3583
TMEM51	377.3585	TMEM51	352.2113
TMEM52	57.4386	TMEM52	21.9535
TMEM53	333.5315	TMEM53	174.8584
TMEM54	1469.0265	TMEM54	461.0245
TMEM55A	409.7512	TMEM55A	403.118
TMEM55B	512.2725	TMEM55B	538.3392
TMEM56	553.5415	TMEM56	267.3178
TMEM57	838.2034	TMEM57	727.3306
TMEM59L	18.701	removed	removed
TMEM59	6092.169	TMEM59	6115.8129
TMEM5	671.8985	TMEM5	331.5304
TMEM60	334.9474	TMEM60	254.8521
TMEM61	89.1635	TMEM61	54.7248
TMEM62	301.2189	TMEM62	386.8915
TMEM63A	1249.2904	TMEM63A	1968.1833
TMEM63B	1673.7352	TMEM63B	689.7868
TMEM63C	14.6936	TMEM63C	55.3611
TMEM64	935.0476	TMEM64	794.1457
TMEM65	1186.8425	TMEM65	755.6475
TMEM66	3878.7778	TMEM66	5839.6437
TMEM67	273.8354	TMEM67	291.4413
TMEM68	431.1237	TMEM68	436.2074
TMEM69	530.6395	TMEM69	456.5702
TMEM70	647.1865	TMEM70	715.2402
TMEM71	135.248	TMEM71	158.1292
TMEM72	21.3725	removed	removed
TMEM74	58.7744	TMEM74	5.4088
TMEM79	428.4522	TMEM79	203.3089
TMEM80	146.2682	TMEM80	275.692
TMEM81	42.4111	TMEM81	35.6347
TMEM84	25.7138	TMEM84	58.5428
TMEM85	745.6838	TMEM85	1113.5094
TMEM86A	127.8978	TMEM86A	173.9516
TMEM86B	39.0716	TMEM86B	68.7241
TMEM87A	2177.993	TMEM87A	2996.5002
TMEM87B	731.6747	TMEM87B	1131.7213
removed	removed	TMEM88	115.8129
TMEM8A	1754.55	TMEM8A	641.1072
TMEM8B	404.0741	TMEM8B	523.7035
TMEM90A	7.0129	TMEM90A	6.9997
TMEM90B	123.5599	TMEM90B	11.454
TMEM91	51.4276	TMEM91	138.0846
TMEM92	20.3707	removed	removed
TMEM93	287.9312	TMEM93	177.986
TMEM97	626.7724	TMEM97	328.0528
TMEM98	1064.6185	TMEM98	1307.0315
TMEM99	432.1256	TMEM99	227.8078
TMEM9B	1234.5968	TMEM9B	1342.6662
TMEM9	2199.6994	TMEM9	1260.5791
TMF1	1333.4446	TMF1	2032.4531
TMIE	17.3652	TMIE	15.5902
removed	removed	TMIGD2	9.8632
TMLHE	721.9903	TMLHE	231.3077
TMOD1	128.205	TMOD1	651.6227
TMOD2	1661.3792	TMOD2	1120.9036
TMOD3	1695.7756	TMOD3	1649.0614
TMPO	1054.4866	TMPO	1264.9634
TMPPE	152.2792	TMPPE	33.0894
TMPRSS13	672.2324	TMPRSS13	421.5717
TMPRSS2	1126.0645	TMPRSS2	1465.1607
TMPRSS3	1467.3568	TMPRSS3	683.7416
removed	removed	TMPRSS4	12.7267
TMPRSS5	144.5984	TMPRSS5	16.8629
removed	removed	TMPRSS6	51.5431
TMSB10	17411.9219	TMSB10	12772.8285
TMSB15A	86.8258	TMSB15A	15.9084
TMSB15B	116.7574	TMSB15B	57.022
TMSL3	20786.4418	TMSL3	33504.2953
TMTC1	159.9599	TMTC1	2578.7464
TMTC2	416.4301	TMTC2	333.7576
TMTC3	751.0436	TMTC3	907.0951
TMTC4	374.6869	TMTC4	328.0305
TMUB1	674.57	TMUB1	399.6182
TMUB2	1067.624	TMUB2	1013.0449
TMX1	1401.9035	TMX1	1142.2208
TMX2	3084.6552	TMX2	1255.8066
TMX3	679.5792	TMX3	1469.9332
TMX4	2460.8449	TMX4	1258.0337
TNC	9202.8719	TNC	6024.4989
TNFAIP1	1210.4358	TNFAIP1	2212.9908
TNFAIP2	3137.0847	TNFAIP2	3211.5813
TNFAIP3	819.8364	TNFAIP3	1557.7474
TNFAIP6	179.3288	TNFAIP6	611.8358
TNFAIP8L1	126.2314	TNFAIP8L1	111.6767
TNFAIP8L2	101.5195	TNFAIP8L2	61.4063
TNFAIP8L3	310.9033	TNFAIP8L3	174.6739
TNFAIP8	377.3585	TNFAIP8	335.3484
TNFRSF10A	168.6425	TNFRSF10A	212.2176
TNFRSF10B	929.7045	TNFRSF10B	1445.4343
TNFRSF10C	96.1763	TNFRSF10C	53.4521
TNFRSF10D	23.3762	TNFRSF10D	479.4782
TNFRSF11A	38.4037	TNFRSF11A	222.7171
TNFRSF11B	1101.0185	TNFRSF11B	208.0815
TNFRSF12A	1443.6467	TNFRSF12A	1190.9004
removed	removed	TNFRSF13B	8.5905
TNFRSF13C	9.0165	TNFRSF13C	5.0907
TNFRSF14	657.4119	TNFRSF14	1094.5434
removed	removed	TNFRSF17	41.3618
TNFRSF18	273.1675	TNFRSF18	19.09
TNFRSF19	1284.0207	TNFRSF19	504.6134
TNFRSF1A	3509.7679	TNFRSF1A	3268.8514
TNFRSF1B	693.6049	TNFRSF1B	1839.3255
TNFRSF21	2194.3563	TNFRSF21	1214.1266
TNFRSF25	61.112	TNFRSF25	102.7681
TNFRSF4	29.0533	TNFRSF4	40.0891
TNFRSF6B	65.3164	TNFRSF6B	55.4248
TNFRSF8	58.1065	TNFRSF8	55.9975
TNFRSF9	23.7101	removed	removed
TNFSF10	1320.7547	TNFSF10	3539.2937
TNFSF11	79.479	TNFSF11	12.4085
TNFSF12-TNFSF13	120.9851	TNFSF12-TNFSF13	96.9742
TNFSF12	460.9818	TNFSF12	859.7327
TNFSF13B	122.892	TNFSF13B	57.2701
TNFSF13	336.0494	TNFSF13	867.0283
removed	removed	TNFSF14	17.8174
TNFSF15	68.1249	TNFSF15	16.8629
TNFSF4	62.1139	TNFSF4	84.3143
TNFSF8	65.4533	TNFSF8	36.9074
TNFSF9	61.7799	TNFSF9	89.405
TNF	119.8865	TNF	50.9068
TNIK	223.7435	TNIK	233.5348
TNIP1	2190.349	TNIP1	2551.7022
TNIP2	591.4176	TNIP2	591.7913
TNK1	341.9603	TNK1	316.2584
TNK2	1830.1453	TNK2	1024.8584
TNKS1BP1	7990.3156	TNKS1BP1	6419.3446
TNKS2	1201.5361	TNKS2	2356.9838
TNKS	1077.8694	TNKS	1197.4992
removed	removed	TNMD	78.2692
TNNC1	13.0239	TNNC1	5.0907
TNNC2	13.0239	TNNC2	27.0442
TNNI1	11.3541	TNNI1	34.3621
TNNI2	9.3505	TNNI2	47.0888
TNNI3K	25.5101	TNNI3K	41.489
TNNI3	8.0147	TNNI3	11.454
TNNT1	849.2236	TNNT1	11.7722
TNNT2	36.734	TNNT2	15.5902
removed	removed	TNNT3	205.8543
TNN	15.0276	TNN	505.5679
TNPO1	2267.1565	TNPO1	2689.1505
TNPO2	2824.1777	TNPO2	1513.5221
TNPO3	1365.5034	TNPO3	765.8288
TNRC18	1447.988	TNRC18	2937.9574
TNRC6A	738.6876	TNRC6A	1411.0722
TNRC6B	968.4421	TNRC6B	1128.2214
TNRC6C	407.8076	TNRC6C	731.7881
TNS1	2292.8703	TNS1	13073.4967
TNS3	1835.6988	TNS3	2274.2603
TNS4	551.6781	TNS4	2446.3888
TNXB	173.0105	TNXB	26554.6452
TOB1	2098.5774	TOB1	3778.8737
TOB2	2321.9235	TOB2	2905.5043
TOE1	167.2633	TOE1	238.3964
TOLLIP	1139.0883	TOLLIP	1068.7241
TOM1L1	1151.9853	TOM1L1	573.2358
TOM1L2	583.4029	TOM1L2	1550.7477
TOM1	1782.2675	TOM1	1125.6761
TOMM20	8775.4216	TOMM20	6101.1772
TOMM22	1763.9005	TOMM22	958.3201
TOMM34	1394.8906	TOMM34	734.0121
TOMM40L	383.6166	TOMM40L	254.9284
TOMM40	1223.5766	TOMM40	614.3812
TOMM5	835.1945	TOMM5	725.7302
TOMM6	2865.0626	TOMM6	1422.6058
TOMM70A	1809.9115	TOMM70A	1667.8333
TOMM7	1644.014	TOMM7	1766.4652
TOP1MT	1703.7903	TOP1MT	764.8743
TOP1P1	76.4735	TOP1P1	87.8142
TOP1	2073.468	TOP1	2441.2981
TOP2A	2589.08	TOP2A	201.7181
TOP2B	3564.201	TOP2B	4104.6771
TOP3A	460.5109	TOP3A	397.7092
removed	removed	TOP3B	259.9427
TOPBP1	1025.5468	TOPBP1	824.6898
TOPORS	468.5256	TOPORS	1074.7693
TOR1AIP1	2243.4463	TOR1AIP1	2368.756
TOR1AIP2	497.9128	TOR1AIP2	369.0741
TOR1A	654.1994	TOR1A	875.2784
TOR1B	517.9496	TOR1B	540.5663
TOR2A	118.8846	TOR2A	142.2208
TOR3A	1196.8609	TOR3A	911.2313
TOX2	103.5231	TOX2	86.2234
TOX3	506.2615	TOX3	106.2679
TOX4	1267.5639	TOX4	1836.0229
TOX	779.7629	TOX	115.8129
removed	removed	TP53AIP1	92.9049
TP53BP1	705.293	TP53BP1	1293.0321
TP53BP2	2495.5752	TP53BP2	1108.8132
TP53I11	2213.3912	TP53I11	2239.2619
TP53I13	547.0028	TP53I13	355.3929
TP53I3	360.6612	TP53I3	349.3478
TP53INP1	330.2722	TP53INP1	827.5533
TP53INP2	455.1678	TP53INP2	954.8202
TP53RK	494.9073	TP53RK	515.1129
TP53TG1	273.8354	TP53TG1	188.9914
removed	removed	TP53TG3B	7.636
removed	removed	TP53	1485.5234
TP63	31.3909	TP63	1972.0013
TP73	11.0202	TP73	47.0888
TPBG	763.0656	TPBG	909.0041
TPCN1	454.4999	TPCN1	1845.3707
TPCN2	275.2813	TPCN2	298.231
TPD52L1	2228.7527	TPD52L1	1079.86
TPD52L2	2971.4477	TPD52L2	2192.4913
TPD52	5050.5894	TPD52	1656.6911
TPI1P2	14.3597	TPI1P2	7.3178
TPI1	14434.4632	TPI1	3604.1998
TPK1	33.0606	TPK1	82.4053
TPM1	5521.9269	TPM1	9301.9949
TPM2	3237.9362	TPM2	5313.0767
TPM3	10009.3505	TPM3	5879.7327
TPM4	19133.7452	TPM4	16915.3675
TPMT	1094.3396	TPMT	418.3901
removed	removed	TPO	126.6306
TPP1	3439.6393	TPP1	3282.5326
TPP2	1401.9035	TPP2	1026.7261
TPPP3	119.8865	TPPP3	3328.3487
TPPP	78.8112	TPPP	1227.8078
TPRA1	596.4268	TPRA1	630.6077
TPRG1L	3004.5083	TPRG1L	1674.5148
TPRG1	15.3615	TPRG1	101.4954
TPRKB	345.9676	TPRKB	264.0789
TPRN	134.2461	TPRN	209.3541
TPRXL	32.0588	TPRXL	6.9997
TPR	2517.6023	TPR	3747.1969
TPSAB1	430.7898	TPSAB1	855.552
TPSB2	436.4669	TPSB2	1011.1359
TPSD1	10.6863	TPSD1	18.7719
removed	removed	TPSG1	18.4537
TPST1	444.8155	TPST1	592.7458
TPST2	686.2581	TPST2	596.5638
TPT1	43623.9773	TPT1	62003.4998
TPTE2P1	9.6844	TPTE2P1	15.272
TPX2	1878.7778	TPX2	97.9955
TRA2A	884.2879	TRA2A	2011.454
TRA2B	2857.9062	TRA2B	3551.384
TRABD	1553.5148	TRABD	538.6573
TRADD	506.9294	TRADD	324.5307
TRAF1	302.5547	TRAF1	241.489
TRAF2	654.8673	TRAF2	250.3977
TRAF3IP1	405.7439	TRAF3IP1	652.2431
TRAF3IP2	1033.8955	TRAF3IP2	842.5072
TRAF3IP3	90.4992	TRAF3IP3	77.3147
TRAF3	334.2795	TRAF3	219.5355
TRAF4	1295.7088	TRAF4	1558.3837
TRAF5	532.6432	TRAF5	631.244
TRAF6	281.5161	TRAF6	285.3961
TRAF7	3589.3705	TRAF7	1687.6456
TRAFD1	589.4139	TRAFD1	971.3649
TRAIP	81.1488	TRAIP	34.6802
TRAK1	839.8731	TRAK1	1928.0942
TRAK2	1578.8946	TRAK2	1666.2424
TRAM1L1	144.5984	TRAM1L1	94.1775
TRAM1	10737.6858	TRAM1	6161.3108
TRAM2	1143.0957	TRAM2	1843.4617
TRANK1	355.3181	TRANK1	793.1912
TRAP1	2389.2603	TRAP1	1384.4003
TRAPPC10	926.365	TRAPPC10	1158.7655
TRAPPC1	1394.5567	TRAPPC1	931.594
TRAPPC2L	557.3552	TRAPPC2L	374.8011
TRAPPC2P1	84.6519	TRAPPC2P1	188.9023
TRAPPC2	270.162	TRAPPC2	263.4426
TRAPPC3	2053.4313	TRAPPC3	1148.5842
TRAPPC4	914.009	TRAPPC4	552.9749
TRAPPC5	472.533	TRAPPC5	292.0776
TRAPPC6A	544.9992	TRAPPC6A	300.6682
TRAPPC6B	444.4815	TRAPPC6B	699.65
TRAPPC9	1087.6607	TRAPPC9	499.8409
removed	removed	TRAT1	23.8626
TRDMT1	507.2633	TRDMT1	201.3999
removed	removed	TRDN	208.7178
TREM1	59.1084	TREM1	67.7696
TREM2	206.3784	TREM2	297.1683
TRERF1	282.184	TRERF1	366.2106
TREX1	335.7689	TREX1	308.8832
TREX2	9.0165	removed	removed
TRHDE	5.9776	TRHDE	53.5921
TRIAP1	348.9731	TRIAP1	461.6608
TRIB1	1805.9776	TRIB1	6860.9609
TRIB2	847.8878	TRIB2	1447.9796
TRIB3	667.2232	TRIB3	193.4458
TRIL	71.4644	TRIL	684.378
TRIM11	677.9095	TRIM11	388.1642
TRIM13	333.9489	TRIM13	725.9402
TRIM14	1149.7746	TRIM14	793.1912
TRIM16L	126.5387	TRIM16L	94.6071
TRIM16	535.1411	TRIM16	515.4311
TRIM17	52.7634	TRIM17	32.7712
TRIM21	322.9254	TRIM21	462.6153
TRIM22	887.2934	TRIM22	2359.2109
TRIM23	194.6903	TRIM23	428.2533
TRIM24	730.005	TRIM24	693.923
TRIM25	1132.4094	TRIM25	1387.5278
TRIM26	1795.2914	TRIM26	1692.6503
TRIM27	1649.6911	TRIM27	1200.7636
TRIM28	3120.7213	TRIM28	3874.3239
TRIM29	7431.9586	TRIM29	3564.4289
removed	removed	TRIM2	2110.0859
removed	removed	TRIM31	6.0452
TRIM32	360.3273	TRIM32	476.9329
TRIM33	2006.6789	TRIM33	1692.9685
TRIM34	121.2222	TRIM34	263.1244
TRIM35	361.3291	TRIM35	523.7035
TRIM36	140.2571	TRIM36	94.1775
TRIM37	1396.6305	TRIM37	644.5912
TRIM38	662.548	TRIM38	659.5609
TRIM39	430.2321	TRIM39	469.8409
TRIM3	183.6701	TRIM3	297.8046
removed	removed	TRIM41	567.7028
TRIM43	14.6936	removed	removed
TRIM44	2026.3817	TRIM44	1404.7089
TRIM45	146.6021	TRIM45	159.0837
TRIM46	127.2333	TRIM46	23.8626
TRIM47	3193.8554	TRIM47	949.7296
TRIM4	749.7078	TRIM4	1306.3952
TRIM50	8.6826	removed	removed
TRIM52	101.5195	TRIM52	168.9469
TRIM54	27.0496	TRIM54	5.4088
TRIM56	317.2483	TRIM56	556.1565
TRIM58	196.2498	TRIM58	33.7257
TRIM59	832.9437	TRIM59	52.7585
TRIM5	334.9307	TRIM5	630.3563
TRIM62	118.5507	TRIM62	175.9465
TRIM65	888.2952	TRIM65	483.2962
TRIM66	162.2975	TRIM66	414.5721
TRIM68	178.9948	TRIM68	285.7143
TRIM69	27.0496	TRIM69	13.9994
TRIM6	138.2535	TRIM6	217.9446
removed	removed	TRIM74	6.3633
TRIM78P	6.3617	TRIM78P	8.2055
TRIM7	33.7285	TRIM7	22.2717
TRIM8	1067.29	TRIM8	2189.9459
TRIM9	66.1212	TRIM9	68.7241
TRIML2	215.3949	removed	removed
TRIOBP	1876.4401	TRIOBP	2150.8113
TRIO	1758.8913	TRIO	3037.5437
TRIP10	1152.4462	TRIP10	1538.021
TRIP11	868.2585	TRIP11	1326.7579
TRIP12	3374.8539	TRIP12	3104.9952
TRIP13	405.076	TRIP13	67.1333
TRIP4	525.9643	TRIP4	626.7897
TRIP6	1491.4009	TRIP6	1433.6621
TRIT1	495.2413	TRIT1	363.9835
TRMT112	1900.8182	TRMT112	1544.0662
TRMT11	315.9125	TRMT11	288.2596
TRMT12	463.8504	TRMT12	348.3933
TRMT1	624.1443	TRMT1	555.5202
TRMT2A	798.7978	TRMT2A	552.3385
TRMT2B	322.9254	TRMT2B	282.5326
TRMT5	337.619	TRMT5	534.8393
TRMT61A	564.0341	TRMT61A	382.7553
TRMT61B	315.7222	TRMT61B	289.2364
TRMT6	675.2379	TRMT6	433.0258
TRMU	501.5862	TRMU	146.6752
TRNAU1AP	420.1035	TRNAU1AP	272.3513
TRNP1	231.7582	TRNP1	330.5759
TRNT1	712.8235	TRNT1	319.1696
TROAP	169.3104	TROAP	19.7264
TROVE2	1228.4655	TROVE2	1224.2571
TRO	378.3603	TRO	247.5342
TRPA1	28.7193	removed	removed
TRPC1	102.8552	TRPC1	284.4416
TRPC3	7.0129	removed	removed
TRPC4AP	2396.3934	TRPC4AP	1946.2297
removed	removed	TRPC4	6.9997
TRPC6	66.4552	TRPC6	228.7623
TRPM2	581.3992	TRPM2	219.5355
TRPM4	1346.4685	TRPM4	749.9205
TRPM6	12.6899	TRPM6	95.7684
TRPM7	1537.1514	TRPM7	1107.8587
TRPM8	1112.3727	TRPM8	6.0452
TRPS1	8234.0958	TRPS1	3788.7369
TRPT1	325.9309	TRPT1	241.489
TRPV1	101.1855	TRPV1	195.0366
TRPV2	153.9489	TRPV2	220.1718
TRPV3	15.6954	TRPV3	15.272
TRPV4	1517.1147	TRPV4	376.7101
TRPV6	245.116	TRPV6	221.4445
TRRAP	1548.6759	TRRAP	1923.6812
TRUB1	499.2486	TRUB1	545.9752
TRUB2	390.3824	TRUB2	419.9809
TSC1	479.2119	TSC1	897.8683
TSC22D1	3394.5567	TSC22D1	10124.4034
TSC22D2	535.9826	TSC22D2	1454.0248
TSC22D3	3133.7452	TSC22D3	5717.7856
TSC22D4	885.2897	TSC22D4	1034.3621
TSC2	1293.0372	TSC2	1633.4712
TSEN15	902.9888	TSEN15	517.3401
TSEN2	117.8828	TSEN2	166.4015
TSEN34	976.7908	TSEN34	579.0646
TSEN54	433.1274	TSEN54	311.4858
TSFM	801.4694	TSFM	433.6621
TSG101	1121.0553	TSG101	1389.1187
TSGA10	23.3762	TSGA10	54.0885
TSGA14	230.7564	TSGA14	310.2132
removed	removed	TSHR	18.4537
TSHZ1	307.5639	TSHZ1	1215.3993
TSHZ2	17.0312	TSHZ2	608.336
TSHZ3	189.6811	TSHZ3	701.2409
TSIX	293.4647	TSIX	41.7881
removed	removed	TSKS	8.9087
TSKU	747.0362	TSKU	1335.3484
TSLP	28.7193	TSLP	96.0865
TSNARE1	311.2373	TSNARE1	295.8956
