gene_id	TCGA-GI-A2C9-01A-11R-A21T-07	gene_id	TCGA-GI-A2C9-11A-22R-A21T-07
ANKRD34A	26.0478	ANKRD34A	13.0449
ANKRD35	85.824	ANKRD35	222.399
ANKRD36BP1	354.9841	ANKRD36BP1	191.2186
ANKRD36B	38.7377	ANKRD36B	53.7703
removed	removed	ANKRD36	416.4811
ANKRD37	69.8046	ANKRD37	373.1658
ANKRD39	88.1616	ANKRD39	100.5409
ANKRD40	1271.6647	ANKRD40	1727.6487
ANKRD42	159.9599	ANKRD42	354.7566
ANKRD43	29.7212	ANKRD43	38.1801
ANKRD44	123.8938	ANKRD44	91.314
ANKRD45	81.1488	ANKRD45	10.4995
ANKRD46	635.2146	ANKRD46	573.8816
ANKRD49	318.5841	ANKRD49	235.1257
ANKRD50	1013.5248	ANKRD50	1255.1702
ANKRD52	1635.6654	ANKRD52	1367.1651
ANKRD53	11.6881	ANKRD53	41.3618
ANKRD54	544.3313	ANKRD54	301.9408
ANKRD55	5.6771	removed	removed
ANKRD56	80.4809	ANKRD56	139.9936
ANKRD57	394.0558	ANKRD57	916.0038
ANKRD58	11.6881	ANKRD58	6.0452
ANKRD5	267.8243	ANKRD5	148.9023
ANKRD6	248.3453	ANKRD6	351.2504
ANKRD9	46.0845	ANKRD9	73.4967
ANKS1A	1245.283	ANKS1A	1218.2628
ANKS1B	60.1102	ANKS1B	67.4515
ANKS3	272.8335	ANKS3	239.2619
ANKS6	512.2725	ANKS6	308.3042
ANKZF1	432.7935	ANKZF1	632.8349
ANLN	1164.8021	ANLN	61.7245
ANO10	815.1611	ANO10	633.153
ANO1	2024.378	ANO1	6696.4683
ANO2	7.6807	ANO2	121.8581
removed	removed	ANO3	26.4079
removed	removed	ANO4	5.4088
ANO5	252.7968	ANO5	55.043
ANO6	1847.0529	ANO6	3450.525
ANO7	15.6954	ANO7	12.0904
ANO8	358.6575	ANO8	412.0267
ANO9	226.749	ANO9	104.6771
ANP32A	2174.3196	ANP32A	2335.3484
ANP32B	3030.556	ANP32B	2741.3299
ANP32E	2895.642	ANP32E	1259.9427
ANPEP	612.7901	ANPEP	4249.4432
ANTXR1	3462.0137	ANTXR1	5356.0293
ANTXR2	1254.6335	ANTXR2	2060.1336
ANTXRL	13.6918	removed	removed
ANUBL1	237.1014	ANUBL1	268.8514
ANXA11	2448.155	ANXA11	3454.6612
ANXA1	11177.826	ANXA1	19644.2889
ANXA2P1	65.1194	ANXA2P1	53.7703
ANXA2P2	6327.6006	ANXA2P2	5383.0735
ANXA2P3	6.345	removed	removed
ANXA2	17519.4523	ANXA2	14429.2078
ANXA3	2063.7836	ANXA3	1499.8409
ANXA4	3469.0265	ANXA4	1998.7273
ANXA5	8630.4892	ANXA5	7741.0118
ANXA6	5826.6823	ANXA6	4926.8215
ANXA7	2802.4712	ANXA7	2756.9201
ANXA8L1	9.7345	removed	removed
ANXA8L2	2472.199	ANXA8L2	456.8883
ANXA8	3916.1296	ANXA8	807.1906
ANXA9	36.0661	ANXA9	122.4944
AOAH	138.5874	AOAH	152.4022
AOC2	17.3652	AOC2	47.7251
AOC3	147.6039	AOC3	3884.5052
AOX1	217.7325	AOX1	1409.4814
AP1AR	712.3059	AP1AR	630.6077
AP1B1	3111.7048	AP1B1	2338.5301
AP1G1	2977.1247	AP1G1	2217.9446
AP1G2	641.3625	AP1G2	961.6004
AP1M1	1094.0057	AP1M1	827.8715
AP1M2	2108.1984	AP1M2	797.3274
AP1S1	1110.369	AP1S1	556.4747
AP1S2	472.199	AP1S2	501.7499
AP1S3	293.2042	AP1S3	93.223
AP2A1	2206.3817	AP2A1	1558.9787
AP2A2	1454.6669	AP2A2	1773.1467
AP2B1	5325.43	AP2B1	5149.5387
AP2M1	10019.7028	AP2M1	5167.0379
AP2S1	1328.4355	AP2S1	775.692
AP3B1	1581.2323	AP3B1	1173.4012
AP3B2	31.7248	AP3B2	73.1785
AP3D1	3432.2925	AP3D1	2389.1187
AP3M1	988.1449	AP3M1	1281.8963
AP3M2	610.1186	AP3M2	407.8906
AP3S1	959.7596	AP3S1	1104.9952
AP3S2	1015.4483	AP3S2	1199.4814
AP4B1	518.554	AP4B1	340.9418
AP4E1	277.8427	AP4E1	378.9373
AP4M1	212.9003	AP4M1	267.5437
AP4S1	46.0845	AP4S1	80.1782
APAF1	323.9272	APAF1	592.7458
APBA1	240.4408	APBA1	434.6166
APBA2	267.4904	APBA2	116.1311
APBA3	439.1384	APBA3	184.5371
APBB1IP	218.0665	APBB1IP	514.4766
APBB1	436.8008	APBB1	867.9605
APBB2	1339.4557	APBB2	1821.8263
APBB3	145.6003	APBB3	364.3016
APC2	7.4002	APC2	6.3952
APCDD1L	76.4735	APCDD1L	333.4394
APCDD1	905.9943	APCDD1	1139.9936
APC	668.893	APC	1271.7149
APEH	1011.8551	APEH	1140.9481
APEX1	2290.5326	APEX1	2708.5587
APEX2	679.9132	APEX2	441.6163
APH1A	6374.019	APH1A	3598.4728
APH1B	457.1715	APH1B	698.0592
API5	4511.6046	API5	2440.0255
APIP	737.3251	APIP	309.8218
APITD1	231.5913	APITD1	123.8976
APLF	164.6352	APLF	125.3579
APLNR	170.3122	APLNR	946.5479
APLN	198.0297	APLN	125.0398
APLP1	103.5231	APLP1	28.3169
APLP2	29783.6033	APLP2	12897.5501
APOA1BP	1949.2403	APOA1BP	882.9144
APOB48R	275.839	APOB48R	178.4919
APOBEC3A	27.5004	APOBEC3A	8.9087
APOBEC3B	395.2747	APOBEC3B	34.0439
APOBEC3C	353.6484	APOBEC3C	416.4811
APOBEC3D	144.5984	APOBEC3D	128.2214
APOBEC3F	137.9195	APOBEC3F	188.9914
APOBEC3G	120.2204	APOBEC3G	269.4878
removed	removed	APOB	98.95
APOC1	373.6851	APOC1	390.0732
APOC2	20.7046	APOC2	31.1804
APOD	1926.532	APOD	18836.462
APOE	3857.0713	APOE	2757.8746
APOL1	1161.7966	APOL1	1933.1849
APOL2	921.6898	APOL2	712.3767
APOL3	320.9217	APOL3	1592.1094
APOL4	103.1892	APOL4	318.8037
APOL6	3912.1723	APOL6	2271.0786
APOLD1	389.3371	APOLD1	5043.9071
APOM	16.3633	APOM	47.0888
APOOL	140.5911	APOOL	152.7203
APOO	326.9327	APOO	131.7213
APPBP2	1064.6185	APPBP2	1200.4454
APPL1	1516.4468	APPL1	1929.0487
APPL2	419.7696	APPL2	1354.4384
APP	30589.4139	APP	38108.1769
APRT	2328.2685	APRT	1007.636
APTX	496.2431	APTX	455.9338
AQP11	11.0202	AQP11	16.2265
AQP1	3935.7689	AQP1	15854.3812
AQP2	14.6936	removed	removed
AQP3	173.3177	AQP3	1073.8148
AQP4	36.0661	AQP4	100.8591
AQP5	1644.348	AQP5	414.5721
AQP6	27.0496	AQP6	15.9084
AQP7P1	7.6807	AQP7P1	75.7238
AQP7P3	5.0092	AQP7P3	13.363
removed	removed	AQP7	387.2097
AQP9	50.0918	AQP9	28.9532
removed	removed	AQPEP	104.3271
AQR	462.5146	AQR	955.7747
ARAF	1440.3072	ARAF	1035.9529
ARAP1	1610.2655	ARAP1	2808.4537
ARAP2	575.3882	ARAP2	450.2068
ARAP3	273.1675	ARAP3	825.6443
ARCN1	7445.9843	ARCN1	4082.0872
ARC	5.3431	ARC	301.6227
AREG	166.3049	AREG	1177.8556
ARF1	18319.5859	ARF1	6686.6052
ARF3	3462.3476	ARF3	4098.3137
ARF4	5874.1025	ARF4	4261.2154
ARF5	3347.4537	ARF5	1925.202
ARF6	3472.366	ARF6	4085.587
ARFGAP1	1434.9641	ARFGAP1	1004.7725
ARFGAP2	1546.168	ARFGAP2	1684.0598
ARFGAP3	2402.7384	ARFGAP3	1283.1689
ARFGEF1	2693.271	ARFGEF1	1611.5177
ARFGEF2	2180.6646	ARFGEF2	2152.4022
ARFIP1	793.1207	ARFIP1	1118.0401
ARFIP2	1121.7232	ARFIP2	1052.4976
ARFRP1	566.7056	ARFRP1	600.0636
ARG2	267.3869	ARG2	196.9074
ARGLU1	1686.0912	ARGLU1	3085.587
ARHGAP10	158.2902	ARHGAP10	582.8826
ARHGAP11A	396.0594	ARHGAP11A	70.315
ARHGAP11B	27.3835	ARHGAP11B	16.2265
ARHGAP12	1187.5104	ARHGAP12	1285.3961
ARHGAP15	39.7395	ARHGAP15	76.9965
ARHGAP17	676.2398	ARHGAP17	1600.0636
ARHGAP18	674.904	ARHGAP18	883.5507
ARHGAP19	206.7123	ARHGAP19	973.5921
ARHGAP1	2741.6931	ARHGAP1	2878.4601
ARHGAP20	7.0129	ARHGAP20	308.3042
ARHGAP21	6280.5143	ARHGAP21	2922.6853
ARHGAP22	347.3034	ARHGAP22	98.3137
ARHGAP23	379.0282	ARHGAP23	1217.3083
ARHGAP24	204.0407	ARHGAP24	440.6618
ARHGAP25	190.6829	ARHGAP25	346.8024
ARHGAP26	453.4981	ARHGAP26	1120.5854
ARHGAP27	791.7716	ARHGAP27	834.2348
ARHGAP28	133.2443	ARHGAP28	194.0821
ARHGAP29	718.6509	ARHGAP29	3824.0535
ARHGAP30	416.0962	ARHGAP30	608.6542
ARHGAP31	969.11	ARHGAP31	1467.0697
ARHGAP32	1704.4582	ARHGAP32	1270.1241
ARHGAP33	162.9654	ARHGAP33	173.7194
ARHGAP36	93.1708	ARHGAP36	129.8123
ARHGAP39	460.8449	ARHGAP39	166.4015
ARHGAP42	498.534	ARHGAP42	221.1263
ARHGAP4	366.3383	ARHGAP4	459.4337
ARHGAP5	2426.7824	ARHGAP5	2954.1839
removed	removed	ARHGAP6	217.3083
ARHGAP8	661.5094	ARHGAP8	225.972
ARHGAP9	119.8865	ARHGAP9	149.2205
ARHGDIA	7749.5408	ARHGDIA	4374.483
ARHGDIB	3983.9706	ARHGDIB	3511.6131
ARHGDIG	24.2879	ARHGDIG	14.8234
ARHGEF10L	1543.8304	ARHGEF10L	1143.4935
ARHGEF10	873.9355	ARHGEF10	1419.0264
ARHGEF11	1385.5402	ARHGEF11	1254.8521
ARHGEF12	6252.7968	ARHGEF12	5005.0907
ARHGEF15	59.7763	ARHGEF15	1345.2116
ARHGEF16	393.7218	ARHGEF16	179.1282
ARHGEF17	660.5443	ARHGEF17	1757.5565
ARHGEF18	1097.6791	ARHGEF18	774.1012
ARHGEF19	589.08	ARHGEF19	507.4769
ARHGEF1	1533.1441	ARHGEF1	1651.6067
ARHGEF2	3300.718	ARHGEF2	1976.7738
ARHGEF33	41.7432	ARHGEF33	16.8629
ARHGEF35	1018.8679	ARHGEF35	775.3738
ARHGEF37	894.9741	ARHGEF37	1267.5787
ARHGEF38	8.0147	ARHGEF38	31.1804
ARHGEF3	453.4981	ARHGEF3	1241.489
ARHGEF4	236.7674	ARHGEF4	228.4442
ARHGEF5	579.0616	ARHGEF5	440.98
ARHGEF6	905.6604	ARHGEF6	1977.092
ARHGEF7	1260.9785	ARHGEF7	1682.1508
ARHGEF9	1053.5983	ARHGEF9	727.3306
ARID1A	1842.3777	ARID1A	2515.7493
ARID1B	1679.0783	ARID1B	2298.1228
ARID2	517.2817	ARID2	785.237
ARID3A	55.7689	ARID3A	46.7706
ARID3B	120.5543	ARID3B	104.9952
ARID4A	383.0356	ARID4A	929.0487
ARID4B	1480.7948	ARID4B	1460.3373
ARID5A	407.7475	ARID5A	3805.9179
ARID5B	931.7081	ARID5B	4925.867
ARIH1	1651.3608	ARIH1	1809.7359
ARIH2	999.4724	ARIH2	1592.4276
ARL10	41.7432	ARL10	64.588
ARL11	37.7358	ARL11	44.5434
ARL13B	695.9426	ARL13B	410.1177
ARL15	172.3159	ARL15	586.3824
ARL16	672.5664	ARL16	369.0741
ARL17A	76.8242	ARL17A	66.5574
ARL17B	7.3201	removed	removed
ARL1	3068.2919	ARL1	2096.0865
ARL2BP	1671.3976	ARL2BP	1361.1199
ARL2	1276.34	ARL2	1143.8116
ARL3	614.4598	ARL3	542.4753
ARL4A	202.705	ARL4A	842.189
ARL4C	1866.4218	ARL4C	2405.3452
ARL4D	97.1782	ARL4D	220.1718
ARL5A	1181.8334	ARL5A	1015.5902
ARL5B	599.4323	ARL5B	524.658
ARL6IP1	5554.5166	ARL6IP1	4133.9485
ARL6IP4	1192.5196	ARL6IP4	1604.1998
ARL6IP5	4187.3435	ARL6IP5	5487.7506
ARL6IP6	479.5458	ARL6IP6	412.3449
ARL6	89.1635	ARL6	91.9504
ARL8A	1146.7691	ARL8A	1135.8575
ARL8B	4970.1119	ARL8B	1968.1833
ARL9	92.5029	ARL9	13.363
ARMC10	1250.9133	ARMC10	905.7302
ARMC1	851.5612	ARMC1	760.42
ARMC2	31.7248	ARMC2	63.3153
ARMC4	8.6826	ARMC4	32.4531
ARMC5	151.9452	ARMC5	384.3462
ARMC6	1042.2341	ARMC6	445.3484
ARMC7	473.5348	ARMC7	179.7646
ARMC8	663.5498	ARMC8	820.5536
ARMC9	196.36	ARMC9	182.6281
ARMCX1	638.17	ARMCX1	761.0563
ARMCX2	330.9401	ARMCX2	861.9154
ARMCX3	2459.843	ARMCX3	1827.2351
ARMCX5	249.7913	ARMCX5	342.0299
ARMCX6	333.6116	ARMCX6	231.6258
ARNT2	2751.0436	ARNT2	218.8991
ARNTL2	466.8559	ARNTL2	63.9516
ARNTL	198.3637	ARNTL	192.8094
ARNT	1596.5938	ARNT	1833.9166
ARPC1A	2048.2318	ARPC1A	1888.6192
ARPC1B	2608.3052	ARPC1B	2585.4502
ARPC2	5379.8631	ARPC2	3652.8794
ARPC3	3435.632	ARPC3	2665.2879
ARPC4	3992.7467	ARPC4	2672.574
ARPC5L	1480.3807	ARPC5L	607.6997
ARPC5	5736.8509	ARPC5	3222.399
ARPM1	111.8718	ARPM1	61.0881
ARPP19	3461.0119	ARPP19	3785.5552
ARRB1	249.7913	ARRB1	1203.3089
ARRB2	718.9848	ARRB2	597.2001
ARRDC1	972.1155	ARRDC1	621.699
ARRDC2	851.2272	ARRDC2	857.461
ARRDC3	1580.5644	ARRDC3	5271.3968
ARRDC4	368.008	ARRDC4	1901.6863
removed	removed	ARSA	678.651
ARSB	311.9052	ARSB	280.9418
ARSD	1688.7627	ARSD	1689.1505
ARSE	100.8516	ARSE	36.9074
ARSF	7.3468	removed	removed
ARSG	18.367	ARSG	132.6758
ARSI	110.8699	ARSI	39.4528
ARSJ	292.8703	ARSJ	216.9901
ARSK	199.0316	ARSK	187.0824
ART3	256.4702	ART3	7.636
removed	removed	ART4	37.2256
removed	removed	ART5	13.363
ARTN	28.7193	ARTN	7.9542
ARV1	597.7626	ARV1	314.0312
ARVCF	363.3328	ARVCF	662.7426
ARX	21.3725	removed	removed
AR	64.4515	AR	182.3099
AS3MT	145.6003	AS3MT	142.8571
ASAH1	3409.5842	ASAH1	4457.5247
removed	removed	ASAH2B	7.9542
ASAM	624.8122	ASAM	520.84
ASAP1	1806.3116	ASAP1	1523.7035
ASAP2	1205.5435	ASAP2	1082.0872
ASAP3	1152.1122	ASAP3	1260.2609
ASB13	1044.5817	ASB13	575.5647
ASB14	8.6826	ASB14	13.363
ASB16	17.1014	ASB16	9.6373
ASB1	289.1969	ASB1	662.7776
removed	removed	ASB2	55.6793
ASB3	330.9401	ASB3	359.8473
ASB6	515.4216	ASB6	669.2969
ASB7	385.3732	ASB7	420.6172
ASB8	428.7861	ASB8	636.3347
ASB9	28.7193	ASB9	71.2695
ASCC1	704.9591	ASCC1	430.4804
ASCC2	2989.1468	ASCC2	1029.9077
ASCC3	1391.5512	ASCC3	976.4556
ASCL2	16.3633	ASCL2	14.3175
ASF1A	566.0377	ASF1A	439.3891
ASF1B	504.5918	ASF1B	52.8158
ASGR1	11.6881	ASGR1	23.2262
ASGR2	10.3523	ASGR2	5.0907
ASH1L	2419.3755	ASH1L	2602.3799
ASH2L	773.084	ASH2L	1127.5851
ASL	556.3533	ASL	423.7989
ASMTL	330.2722	ASMTL	757.8365
ASNA1	1842.3777	ASNA1	995.8638
ASNSD1	1394.2227	ASNSD1	884.1871
ASNS	2637.1681	ASNS	383.0735
removed	removed	ASPA	101.8136
ASPHD1	114.5433	ASPHD1	41.6799
ASPHD2	48.7561	ASPHD2	40.4073
ASPH	4070.733	ASPH	6507.4769
ASPM	893.3044	ASPM	39.4528
ASPN	5131.7415	ASPN	1436.8438
ASPRV1	43.807	ASPRV1	74.9793
ASPSCR1	712.6398	ASPSCR1	274.2603
ASRGL1	177.3251	ASRGL1	178.1737
ASS1	4315.9125	ASS1	2612.4722
ASTE1	128.175	ASTE1	268.721
removed	removed	ASTN1	37.5437
ASTN2	44.0808	ASTN2	118.9946
ASXL1	1434.9641	ASXL1	1905.8225
ASXL2	714.6435	ASXL2	771.874
ASXL3	15.3615	ASXL3	17.8174
ATAD1	978.4605	ATAD1	1078.5873
ATAD2B	345.2997	ATAD2B	403.4362
ATAD2	1800.6345	ATAD2	328.985
ATAD3A	1063.6166	ATAD3A	365.5743
ATAD3B	304.5584	ATAD3B	272.3513
ATAD3C	10.6863	ATAD3C	70.9513
ATAD5	119.8865	ATAD5	66.497
ATE1	190.349	ATE1	261.8517
ATF1	457.8394	ATF1	605.7906
ATF2	765.4032	ATF2	534.5212
ATF3	1329.7712	ATF3	16317.2129
ATF4	12573.7185	ATF4	6147.9478
ATF5	490.566	ATF5	341.0754
ATF6B	2102.3343	ATF6B	1842.5072
ATF6	1729.838	ATF6	1513.8403
ATF7IP2	110.536	ATF7IP2	105.9497
ATF7IP	1629.9883	ATF7IP	1074.133
ATF7	1097.2049	ATF7	2166.0706
ATG10	62.4478	ATG10	75.4057
ATG12	366.0043	ATG12	510.9768
ATG16L1	576.724	ATG16L1	635.062
ATG16L2	162.9153	ATG16L2	321.5017
ATG2A	429.1201	ATG2A	639.1982
ATG2B	544.3313	ATG2B	1391.0277
ATG3	651.8617	ATG3	780.7827
ATG4A	796.1262	ATG4A	270.4423
ATG4B	816.163	ATG4B	848.5523
ATG4C	305.2262	ATG4C	280.9418
ATG4D	374.5099	ATG4D	202.3703
ATG5	1360.4942	ATG5	820.8718
ATG7	456.5103	ATG7	563.328
ATG9A	1258.6609	ATG9A	1262.0426
ATG9B	110.3657	ATG9B	21.3649
ATHL1	490.2321	ATHL1	721.2854
ATIC	1927.1999	ATIC	1020.999
ATL1	461.8467	ATL1	588.2914
ATL2	2666.8893	ATL2	2612.7903
ATL3	669.2269	ATL3	463.2517
ATMIN	1981.9669	ATMIN	1539.93
ATM	1331.107	ATM	1657.0156
ATN1	11900.4842	ATN1	6176.901
ATOH8	40.0735	ATOH8	621.699
ATOX1	750.7096	ATOX1	537.3847
ATP10A	288.8629	ATP10A	207.7633
ATP10B	5.6771	ATP10B	6.0452
ATP10D	568.0414	ATP10D	811.9631
ATP11A	1338.4538	ATP11A	1197.5819
ATP11B	2797.462	ATP11B	1448.2978
ATP11C	657.8728	ATP11C	830.4168
ATP12A	7.6807	removed	removed
ATP13A1	1574.2194	ATP13A1	917.5947
ATP13A2	1463.0155	ATP13A2	739.1028
ATP13A3	4005.3431	ATP13A3	2009.2269
ATP13A4	148.2718	ATP13A4	250.3977
ATP13A5	15.6954	ATP13A5	279.6691
ATP1A1	30054.7437	ATP1A1	14666.8565
removed	removed	ATP1A2	657.6519
removed	removed	ATP1A4	11.7722
ATP1B1	3615.0776	ATP1B1	3257.4928
ATP1B2	11.6881	ATP1B2	108.8132
ATP1B3	1937.5522	ATP1B3	1662.1063
ATP2A1	9.3505	ATP2A1	8.5905
ATP2A2	3821.3391	ATP2A2	6131.4031
ATP2A3	1542.8285	ATP2A3	969.4559
ATP2B1	1136.4168	ATP2B1	2008.5905
ATP2B2	12.6899	ATP2B2	65.5425
ATP2B4	2052.7634	ATP2B4	4799.2364
ATP2C1	4287.9212	ATP2C1	2594.4671
ATP2C2	603.1057	ATP2C2	118.9946
ATP5A1	4394.0558	ATP5A1	6884.8234
ATP5B	18130.2388	ATP5B	7666.5606
ATP5C1	6041.0753	ATP5C1	2099.5864
ATP5D	681.5829	ATP5D	502.0681
ATP5EP2	23.7101	ATP5EP2	18.1355
ATP5E	3635.6654	ATP5E	2931.2759
ATP5F1	3655.0342	ATP5F1	2029.5896
ATP5G1	1013.8587	ATP5G1	581.2918
ATP5G2	2564.0341	ATP5G2	3828.826
ATP5G3	4808.4822	ATP5G3	2008.5905
ATP5H	2560.6946	ATP5H	1457.2065
ATP5I	1105.9242	ATP5I	830.5918
ATP5J2	1246.5587	ATP5J2	865.7334
ATP5J	1062.6515	ATP5J	1141.0404
ATP5L	3705.46	ATP5L	2168.6287
ATP5O	2233.428	ATP5O	2113.9039
ATP5SL	628.8195	ATP5SL	605.7906
ATP5S	120.2204	ATP5S	103.7226
ATP6AP1L	17.3652	ATP6AP1L	42.6344
ATP6AP1	3928.8696	ATP6AP1	2339.4846
ATP6AP2	4198.3637	ATP6AP2	3147.6297
ATP6V0A1	1349.808	ATP6V0A1	1306.7133
ATP6V0A2	557.3552	ATP6V0A2	548.5205
ATP6V0A4	993.0973	ATP6V0A4	118.3583
removed	removed	ATP6V0B	1302.259
ATP6V0C	2596.6939	ATP6V0C	1388.4092
ATP6V0D1	1665.0526	ATP6V0D1	1346.1661
ATP6V0D2	25.3799	removed	removed
ATP6V0E1	3575.5552	ATP6V0E1	2552.0204
ATP6V0E2	2028.6726	ATP6V0E2	534.7375
ATP6V1A	1483.0523	ATP6V1A	1703.1499
ATP6V1B1	106.1947	ATP6V1B1	975.8193
ATP6V1B2	2295.8758	ATP6V1B2	2050.5886
ATP6V1C1	2211.0536	ATP6V1C1	1492.2049
ATP6V1C2	142.1439	ATP6V1C2	71.0054
ATP6V1D	1183.1691	ATP6V1D	967.2288
ATP6V1E1	3730.5059	ATP6V1E1	1973.9103
ATP6V1E2	130.2388	ATP6V1E2	64.9061
ATP6V1F	2126.8826	ATP6V1F	1260.8781
ATP6V1G1	1950.2421	ATP6V1G1	2040.4073
ATP6V1G2	5.0092	ATP6V1G2	12.5167
ATP6V1H	1004.5083	ATP6V1H	1039.4528
ATP7A	511.2707	ATP7A	690.4232
ATP7B	160.6278	ATP7B	269.4878
ATP8A1	262.4812	ATP8A1	1038.8164
removed	removed	ATP8A2	13.9994
ATP8B1	440.9551	ATP8B1	1087.0347
ATP8B2	547.0028	ATP8B2	1705.377
ATP8B3	34.7303	ATP8B3	35.3166
ATP8B4	165.9709	ATP8B4	199.1728
ATP8B5P	29.7212	ATP8B5P	28.3169
ATP9A	3186.8425	ATP9A	2133.9485
ATP9B	342.9621	ATP9B	515.4311
ATPAF1	1028.8195	ATPAF1	869.4941
ATPAF2	223.7435	ATPAF2	174.0375
ATPBD4	62.7818	ATPBD4	141.5845
ATPIF1	1206.5453	ATPIF1	960.2291
ATRIP	123.4062	ATRIP	253.6367
ATRNL1	34.3964	ATRNL1	15.5902
ATRN	1938.554	ATRN	2132.6758
ATRX	2090.1653	ATRX	2779.51
ATR	794.7904	ATR	930.9577
ATXN10	3231.9252	ATXN10	1720.0127
ATXN1L	1698.4472	ATXN1L	1615.832
ATXN1	597.4286	ATXN1	944.0025
ATXN2L	2033.3946	ATXN2L	2279.6691
ATXN2	576.724	ATXN2	786.5097
ATXN3	470.8632	ATXN3	703.7862
removed	removed	ATXN7L1	257.3974
ATXN7L2	87.1598	ATXN7L2	114.8584
ATXN7L3B	1935.5485	ATXN7L3B	2716.8311
ATXN7L3	1537.8193	ATXN7L3	1332.1667
ATXN7	623.4764	ATXN7	976.7738
AUH	173.9856	AUH	335.6666
AUP1	1678.2969	AUP1	1642.4181
AURKAIP1	1850.3924	AURKAIP1	703.1499
AURKAPS1	21.7065	AURKAPS1	16.2265
AURKA	470.1954	AURKA	55.3611
AURKB	358.6575	AURKB	21.3172
AURKC	6.011	AURKC	16.5447
AUTS2	1092.3359	AUTS2	1347.4388
AVEN	99.8497	AVEN	167.6742
AVIL	72.1322	AVIL	52.4976
AVL9	320.5877	AVL9	283.1689
AVPI1	157.6223	AVPI1	336.3029
AVPR1A	19.0349	AVPR1A	220.49
removed	removed	AVPR2	170.2195
AXIN1	1248.6225	AXIN1	687.8778
AXIN2	423.8571	AXIN2	265.0334
AXL	1335.4483	AXL	2575.5647
AZGP1	6321.2556	AZGP1	12863.5062
AZI1	388.0447	AZI1	295.2593
AZI2	1027.5505	AZI2	1085.2689
AZIN1	5101.3525	AZIN1	3457.8428
B2M	63455.0008	B2M	46753.1021
B3GALNT1	1058.2735	B3GALNT1	459.7518
B3GALNT2	1193.2343	B3GALNT2	645.9084
B3GALT1	13.6918	B3GALT1	8.5905
removed	removed	B3GALT2	16.5447
B3GALT4	224.4114	B3GALT4	189.9459
B3GALT5	37.4019	B3GALT5	105.6316
B3GALT6	583.7369	B3GALT6	432.7076
B3GALTL	199.3655	B3GALTL	268.5332
B3GAT1	21.3725	B3GAT1	114.8584
B3GAT2	15.0242	B3GAT2	10.7127
B3GAT3	1148.7728	B3GAT3	561.8836
B3GNT1	239.105	B3GNT1	524.658
B3GNT2	1288.6959	B3GNT2	1569.5196
B3GNT3	639.1718	B3GNT3	343.9389
B3GNT4	21.0386	removed	removed
B3GNT5	824.5116	B3GNT5	1319.1219
B3GNT7	453.1641	B3GNT7	172.4467
B3GNT8	26.0478	B3GNT8	84.6325
B3GNT9	331.7315	B3GNT9	297.5215
B3GNTL1	164.8522	B3GNTL1	56.217
B4GALNT1	475.1244	B4GALNT1	33.0067
B4GALNT2	5.6771	removed	removed
B4GALNT3	986.4752	B4GALNT3	129.1759
B4GALNT4	408.0815	B4GALNT4	231.6258
B4GALT1	3105.0259	B4GALT1	6514.1584
B4GALT2	1489.7312	B4GALT2	801.1454
B4GALT3	1120.3874	B4GALT3	790.6459
B4GALT4	550.6762	B4GALT4	422.8444
B4GALT5	1671.7315	B4GALT5	2745.1479
B4GALT6	41.0753	B4GALT6	178.1737
B4GALT7	487.2266	B4GALT7	301.3045
B9D1	180.9985	B9D1	104.9061
B9D2	59.1084	B9D2	99.2682
BAALC	19.0349	BAALC	146.0388
BACE1	1275.6721	BACE1	1250.0795
BACE2	4510.6028	BACE2	1463.5698
BACH1	914.6769	BACH1	1105.9497
BACH2	115.5452	BACH2	275.5329
BAD	935.5018	BAD	606.8851
BAG1	588.903	BAG1	1441.5813
BAG2	785.106	BAG2	238.6255
BAG3	947.7375	BAG3	2398.9819
BAG4	131.9085	BAG4	167.9924
BAG5	1385.8741	BAG5	1767.7378
BAHCC1	917.3485	BAHCC1	720.0127
BAHD1	294.54	BAHD1	891.1868
BAI1	8.3486	BAI1	32.1349
BAI2	225.0793	BAI2	68.7241
removed	removed	BAI3	12.7267
BAIAP2L1	1022.5079	BAIAP2L1	546.6115
BAIAP2L2	39.0716	BAIAP2L2	8.9087
BAIAP2	724.6619	BAIAP2	971.6831
BAIAP3	40.7814	BAIAP3	206.4652
BAK1	681.9168	BAK1	265.0334
BAMBI	4154.6168	BAMBI	630.6077
BANF1	2479.8798	BANF1	1607.0633
BANK1	13.3578	BANK1	40.7254
BANP	364.6686	BANP	216.672
BAP1	1071.9653	BAP1	1436.5256
BARD1	113.2075	BARD1	76.042
BARX1	132.5764	BARX1	9.545
BARX2	667.8911	BARX2	1402.7999
BASP1	783.1024	BASP1	718.7401
BAT1	4007.0129	BAT1	4918.441
BAT2L1	3266.3116	BAT2L1	6180.0318
BAT2L2	6034.0624	BAT2L2	5515.7493
BAT2	6553.3478	BAT2	5819.9173
BAT3	4965.4366	BAT3	3454.343
BAT4	360.3273	BAT4	412.3449
BAT5	984.1376	BAT5	826.5988
BATF2	81.8167	BATF2	61.7245
BATF3	72.1322	BATF3	41.9981
BATF	48.7561	BATF	87.496
BAX	844.8823	BAX	489.9777
BAZ1A	1255.3014	BAZ1A	1343.9389
BAZ1B	2752.3794	BAZ1B	2325.4852
BAZ2A	3145.48	BAZ2A	3453.4012
