gene_id	TCGA-BH-A0HA-01A-11R-A12P-07	gene_id	TCGA-BH-A0HA-11A-31R-A12P-07
removed	removed	TAS1R1	10.5434
TAS1R3	13.9163	removed	removed
TAS2R14	5.6036	TAS2R14	21.2287
TAS2R20	23.6577	TAS2R20	40.5515
removed	removed	TAS2R31	5.6772
removed	removed	TAS2R3	6.0827
removed	removed	TAS2R4	13.7875
removed	removed	TAS2R5	41.3625
TASP1	131.2768	TASP1	374.2903
TATDN1	266.2646	TATDN1	663.4225
TATDN2	1012.1767	TATDN2	1561.2328
TATDN3	297.3443	TATDN3	298.8646
TAT	5.1026	TAT	2967.5588
TAX1BP1	2418.6478	TAX1BP1	3206.4071
TAX1BP3	2983.9638	TAX1BP3	1397.3682
TAZ	461.5563	TAZ	335.3609
TBC1D10A	392.4852	TBC1D10A	672.2547
TBC1D10B	1446.8283	TBC1D10B	948.0941
TBC1D10C	115.9689	TBC1D10C	82.3195
TBC1D12	333.9905	TBC1D12	465.9367
TBC1D13	1162.9363	TBC1D13	1042.5791
TBC1D14	1440.7979	TBC1D14	2774.1281
TBC1D15	881.8277	TBC1D15	1843.8767
TBC1D16	428.1573	TBC1D16	330.0892
TBC1D17	940.5358	TBC1D17	1161.7194
TBC1D19	127.5658	TBC1D19	125.3041
TBC1D1	1274.2665	TBC1D1	1156.9343
TBC1D20	1655.5723	TBC1D20	1191.4031
TBC1D22A	416.0965	TBC1D22A	330.0892
TBC1D22B	395.0829	TBC1D22B	462.3479
TBC1D23	699.9884	TBC1D23	905.1095
TBC1D24	244.4625	TBC1D24	476.5896
TBC1D25	411.9216	TBC1D25	544.2011
removed	removed	TBC1D26	6.8938
TBC1D2B	1039.0815	TBC1D2B	789.9432
TBC1D2	562.2173	TBC1D2	308.5969
TBC1D3B	145.657	TBC1D3B	184.1038
TBC1D3C	68.6536	TBC1D3C	72.1817
TBC1D3G	13.4524	removed	removed
TBC1D3H	10.2053	TBC1D3H	15.8151
TBC1D3	245.3763	TBC1D3	626.0138
TBC1D4	447.64	TBC1D4	3862.5304
TBC1D5	815.9573	TBC1D5	2201.1354
TBC1D7	489.8527	TBC1D7	243.7145
TBC1D8B	196.2194	TBC1D8B	312.6521
TBC1D8	450.4233	TBC1D8	793.5929
TBC1D9B	5115.1571	TBC1D9B	3288.7267
TBC1D9	7467.4707	TBC1D9	4356.4477
TBCA	2689.5512	TBCA	1035.2798
TBCB	2518.1631	TBCB	504.7283
TBCCD1	236.1127	TBCCD1	352.3925
TBCC	752.4064	TBCC	310.219
removed	removed	TBCD	1333.3577
TBCEL	291.7778	TBCEL	480.5353
TBCE	364.4671	TBCE	386.0624
TBCK	334.9785	TBCK	606.6504
TBK1	754.7257	TBK1	658.9619
TBKBP1	185.0864	TBKBP1	305.3528
TBL1XR1	3181.7233	TBL1XR1	2999.5945
TBL1X	520.4685	TBL1X	1185.7259
TBL2	1337.8175	TBL2	710.4623
TBL3	982.4887	TBL3	717.7616
TBPL1	156.79	TBPL1	240.0649
TBP	169.7785	TBP	390.1054
TBRG1	531.4345	TBRG1	971.2084
TBRG4	763.5394	TBRG4	1143.9578
TBX15	179.9838	TBX15	102.5953
TBX18	153.079	TBX18	87.5912
TBX19	35.2546	TBX19	235.2352
TBX1	21.3383	TBX1	18.6537
TBX21	24.1215	TBX21	36.0908
removed	removed	TBX22	18.2482
TBX2	252.3484	TBX2	120.8435
TBX3	864.2004	TBX3	2456.6099
removed	removed	TBX5	24.3309
TBX6	35.7184	TBX6	25.1419
TBXA2R	84.8892	TBXA2R	18.2482
TBXAS1	185.5503	TBXAS1	130.9813
TC2N	2603.2703	TC2N	4358.0697
removed	removed	TCAM1P	6.0827
TCAP	7.8859	removed	removed
TCEA1	1951.9889	TCEA1	1571.7762
TCEA2	510.7271	TCEA2	311.03
TCEA3	2448.3358	TCEA3	935.1176
TCEAL1	395.686	TCEAL1	434.3066
TCEAL2	15.7718	TCEAL2	56.3666
TCEAL3	1203.7574	TCEAL3	390.1054
TCEAL4	4013.9163	TCEAL4	1872.2628
TCEAL5	28.2964	TCEAL5	132.1979
TCEAL6	29.2242	TCEAL6	19.8702
TCEAL7	44.0682	TCEAL7	238.4428
TCEAL8	1650.4697	TCEAL8	995.5393
TCEANC	52.8818	TCEANC	109.0835
TCEB1	795.5468	TCEB1	355.2311
TCEB2	2846.8051	TCEB2	755.4745
TCEB3	1192.0956	TCEB3	1496.249
TCERG1	607.2133	TCERG1	1818.3293
TCF12	1447.756	TCF12	2302.5142
TCF15	9.7414	removed	removed
TCF19	380.3781	TCF19	530.0081
TCF20	675.403	TCF20	1703.974
TCF21	6.4943	removed	removed
TCF25	1930.1867	TCF25	2557.1776
TCF3	1894.0044	TCF3	1280.6164
TCF4	2883.9151	TCF4	1178.4266
TCF7L1	597.4719	TCF7L1	1581.103
TCF7L2	753.798	TCF7L2	1828.4672
TCF7	326.1046	TCF7	1306.5693
TCFL5	369.245	TCFL5	311.4355
TCHH	14.3801	removed	removed
TCHP	344.1958	TCHP	425.0041
TCIRG1	807.6076	TCIRG1	449.7161
TCL1A	25.0493	removed	removed
TCN1	211.0634	TCN1	70.1541
TCN2	397.5415	TCN2	318.7348
TCOF1	1087.7885	TCOF1	1205.1906
TCP10L	16.1568	TCP10L	23.4874
TCP11L1	186.0141	TCP11L1	171.3017
TCP11L2	51.4902	TCP11L2	257.502
TCP1	2144.6457	TCP1	4060.6732
TCTA	1235.7648	TCTA	820.3569
removed	removed	TCTE1	9.7324
TCTE3	22.7299	TCTE3	51.9059
TCTEX1D1	12.9885	TCTEX1D1	8.1103
TCTEX1D2	256.9871	TCTEX1D2	71.7762
TCTEX1D4	5.1026	removed	removed
TCTN1	742.2011	TCTN1	706.0341
TCTN2	465.7312	TCTN2	703.5685
TCTN3	1053.4617	TCTN3	1109.4891
TDG	488.925	TDG	463.0981
TDH	5.1026	removed	removed
TDO2	74.684	removed	removed
TDP1	443.4652	TDP1	613.9497
TDP2	978.7777	TDP2	744.12
TDRD10	8.8136	TDRD10	42.1736
removed	removed	TDRD1	25.1419
TDRD3	460.6286	TDRD3	583.5361
TDRD5	35.2546	TDRD5	238.4428
removed	removed	TDRD6	49.4728
TDRD7	705.5549	TDRD7	398.2157
TDRD9	7.8859	TDRD9	66.0989
TDRKH	180.9115	TDRKH	227.8994
TEAD1	1033.515	TEAD1	2496.7559
TEAD2	1347.5589	TEAD2	838.605
TEAD3	875.3334	TEAD3	1101.3788
TEAD4	376.2032	TEAD4	97.7291
TECPR1	125.7103	TECPR1	226.2774
TECPR2	656.848	TECPR2	1326.8451
TECR	3028.1804	TECR	1379.562
TECTA	5.1026	TECTA	23.5199
TEC	19.0189	TEC	70.1541
removed	removed	TEDDM1	7.2993
TEF	828.482	TEF	1715.734
TEKT2	6.9581	TEKT2	30.0081
TEKT3	13.4524	TEKT3	10.9489
TEK	491.2443	TEK	344.6878
TELO2	629.9432	TELO2	579.4809
TENC1	1824.4231	TENC1	2604.6229
TEP1	448.1039	TEP1	867.8021
removed	removed	TEPP	19.8702
TERF1	532.0654	TERF1	773.7226
TERF2IP	2428.8531	TERF2IP	1560.0162
TERF2	820.1322	TERF2	721.4112
TESC	23.6577	TESC	116.3828
TESK1	986.1997	TESK1	652.8792
TESK2	92.7751	TESK2	372.2628
TES	1397.0961	TES	2659.6796
TET1	25.5132	TET1	231.9546
TET2	491.7082	TET2	1568.532
TET3	561.2896	TET3	918.4915
TEX10	316.8271	TEX10	835.3609
TEX14	8.3498	TEX14	19.8702
TEX261	2436.739	TEX261	2043.7956
TEX264	1530.3259	TEX264	689.781
TEX2	1028.4124	TEX2	2755.4745
TEX9	70.0452	TEX9	187.7534
TFAM	350.2261	TFAM	856.8532
TFAP2A	2755.4215	TFAP2A	2218.1387
TFAP2B	19.0189	TFAP2B	710.8678
TFAP2C	1364.7223	TFAP2C	5920.1135
TFAP2E	21.8022	TFAP2E	30.0081
TFAP4	234.2572	TFAP4	361.3139
TFB1M	115.9689	TFB1M	180.0487
TFB2M	276.9338	TFB2M	414.0308
TFCP2L1	161.8926	TFCP2L1	2321.1679
TFCP2	513.9743	TFCP2	845.0933
TFDP1	1551.6642	TFDP1	1494.3228
TFDP2	257.9149	TFDP2	371.0462
removed	removed	TFDP3	7.7048
removed	removed	TFE3	1004.0552
TFEB	304.3024	TFEB	285.8881
TFEC	178.5921	TFEC	50.2839
TFF1	15749.971	TFF1	141.5247
TFF2	17.1634	removed	removed
TFF3	8286.6752	TFF3	91.2409
TFG	3261.5099	TFG	1471.2084
TFIP11	686.086	TFIP11	799.9067
TFPI2	75.1479	TFPI2	104.2174
TFPI	428.6211	TFPI	284.266
TFPT	623.9499	TFPT	142.8305
TFR2	39.4294	TFR2	8.5158
TFRC	714.8324	TFRC	842.2547
TF	69.5814	TF	1744.5255
TGDS	161.8926	TGDS	321.1679
TGFA	257.451	TGFA	1566.0989
TGFB1I1	961.1504	TGFB1I1	1183.2928
TGFB1	1868.4912	TGFB1	236.8208
TGFB2	293.6333	TGFB2	505.6772
TGFB3	3223.4721	TGFB3	420.9246
TGFBI	2754.4938	TGFBI	908.3536
TGFBR1	1097.066	TGFBR1	1255.4745
TGFBR2	2636.2055	TGFBR2	5493.1062
TGFBR3	486.1417	TGFBR3	8147.6075
TGFBRAP1	140.5543	TGFBRAP1	474.047
TGIF1	1613.3596	TGIF1	1390.9165
TGIF2	681.0855	TGIF2	1412.6642
TGM1	18.555	TGM1	19.8702
TGM2	975.5306	TGM2	225.4663
TGM3	38.0378	removed	removed
TGM5	6.4943	TGM5	195.8637
TGOLN2	4119.2161	TGOLN2	7281.8329
TGS1	403.5718	TGS1	775.7502
TG	10.6691	removed	removed
TH1L	2159.8052	TH1L	2002.4331
THADA	840.0789	THADA	1296.026
THAP10	49.6347	THAP10	57.9886
THAP11	898.5272	THAP11	554.7445
THAP1	236.1127	THAP1	267.2344
THAP2	90.9196	THAP2	153.2847
THAP3	462.8644	THAP3	275.7461
THAP4	1519.1929	THAP4	847.1208
THAP5	702.7717	THAP5	893.3496
THAP6	279.717	THAP6	464.3147
THAP7	376.6671	THAP7	253.4469
THAP8	187.4058	THAP8	64.0714
THAP9	154.9345	THAP9	294.4039
THBD	589.1221	THBD	229.116
THBS1	8481.9668	THBS1	12979.7242
THBS2	15607.0973	THBS2	534.8743
THBS3	783.486	THBS3	626.5207
THBS4	1169.4306	THBS4	110.7056
removed	removed	THEG	8.9213
THEM4	362.2869	THEM4	347.5264
removed	removed	THEM5	6.8938
THEMIS	28.2964	THEMIS	104.6229
THG1L	282.9642	THG1L	210.0568
THNSL1	209.2079	THNSL1	384.0227
THNSL2	1457.4974	THNSL2	1082.3195
THOC1	651.2815	THOC1	658.5564
THOC2	1560.0139	THOC2	2091.6464
THOC3	1050.6784	THOC3	606.2449
THOC4	822.9155	THOC4	406.7315
THOC5	364.6063	THOC5	600.5677
THOC6	768.7301	THOC6	312.9765
THOC7	859.5616	THOC7	824.412
THOP1	946.3064	THOP1	515.0041
THPO	64.4787	removed	removed
THRAP3	3661.8346	THRAP3	4160.9895
THRA	1298.5457	THRA	1424.8418
THRB	333.0627	THRB	1798.8646
THRSP	54.2735	THRSP	48.6618
THSD1P1	118.4089	THSD1P1	393.897
THSD1	208.7441	THSD1	334.5499
THSD4	2624.1447	THSD4	2537.3074
THSD7A	46.8514	THSD7A	70.1541
THSD7B	61.6955	THSD7B	117.5994
THTPA	389.6556	THTPA	286.6991
THUMPD1	1702.8876	THUMPD1	3669.5053
THUMPD2	240.2876	THUMPD2	646.3909
THUMPD3	636.4374	THUMPD3	961.4761
THY1	9433.8397	THY1	384.0227
THYN1	1191.2327	THYN1	609.0835
TIA1	1174.0693	TIA1	2811.4355
TIAF1	470.7132	TIAF1	359.6594
TIAL1	1014.96	TIAL1	1680.0487
TIAM1	463.4118	TIAM1	220.6002
TIAM2	84.2027	TIAM2	393.3131
TICAM1	659.1673	TICAM1	506.8938
TICAM2	323.7806	TICAM2	98.1792
TIE1	933.3179	TIE1	480.5353
TIFAB	12.5246	removed	removed
TIFA	226.8352	TIFA	598.1346
TIGD1	136.8433	TIGD1	339.0105
TIGD2	159.1094	TIGD2	721.0057
TIGD3	20.4105	removed	removed
TIGD4	8.8136	TIGD4	24.7364
TIGD5	268.584	TIGD5	95.296
TIGD6	384.0891	TIGD6	233.9822
TIGD7	418.7127	TIGD7	524.2498
TIGIT	197.1472	TIGIT	27.9805
TIMD4	7.8859	removed	removed
TIMELESS	728.2848	TIMELESS	434.7121
TIMM10	583.0917	TIMM10	210.4623
TIMM13	1319.7263	TIMM13	662.206
TIMM16	240.5938	TIMM16	103.6983
TIMM17A	1184.2746	TIMM17A	622.871
TIMM17B	1011.249	TIMM17B	306.5693
TIMM22	466.1951	TIMM22	448.9051
TIMM44	676.7946	TIMM44	414.8418
TIMM50	814.1018	TIMM50	570.5596
TIMM8A	77.0034	TIMM8A	141.9303
TIMM8B	838.6872	TIMM8B	241.2814
TIMM9	643.3956	TIMM9	814.6796
TIMP1	9575.3218	TIMP1	873.0738
TIMP2	17539.6034	TIMP2	5976.4801
TIMP3	33326.6844	TIMP3	26276.1557
TIMP4	11.133	TIMP4	40.5515
TINAGL1	656.3841	TINAGL1	3729.5215
TINF2	1336.4258	TINF2	1017.8427
TIPARP	552.4574	TIPARP	3050.2758
TIPIN	142.4098	TIPIN	99.3512
TIPRL	944.9148	TIPRL	999.5945
TIRAP	173.9534	TIRAP	296.4315
TJAP1	402.1802	TJAP1	624.0876
TJP1	2088.8322	TJP1	2136.6586
TJP2	772.353	TJP2	1655.3122
TJP3	797.4023	TJP3	371.0462
TK1	972.7473	TK1	133.4144
TK2	1136.0315	TK2	965.9367
TKT	1620.3178	TKT	3056.7721
TLCD1	248.6374	TLCD1	37.3074
TLE1	330.2795	TLE1	1077.0479
TLE2	329.8156	TLE2	890.5109
TLE3	2756.8132	TLE3	1523.5199
TLE4	271.8311	TLE4	1078.6699
TLE6	14.3801	TLE6	18.6537
TLK1	1643.9754	TLK1	2018.6537
TLK2	750.087	TLK2	828.0616
TLL1	185.0864	TLL1	84.7526
TLL2	95.5584	removed	removed
TLN1	6440.45	TLN1	9631.7924
TLN2	617.4185	TLN2	1828.8727
TLR10	22.266	TLR10	30.8191
TLR1	199.9304	TLR1	214.1119
TLR2	234.2572	TLR2	489.0511
TLR3	318.2187	TLR3	345.9043
TLR4	425.374	TLR4	360.5028
TLR5	126.6381	TLR5	523.1144
TLR6	18.555	TLR6	32.8467
TLR7	212.4551	TLR7	106.2449
TLR8	25.0493	TLR8	13.382
removed	removed	TLR9	16.2206
TM2D1	320.0742	TM2D1	292.3763
TM2D2	928.2152	TM2D2	681.2652
removed	removed	TM2D3	622.871
TM4SF18	167.923	TM4SF18	393.7551
TM4SF1	4584.4834	TM4SF1	9284.6715
TM6SF1	105.2998	TM6SF1	97.3236
TM6SF2	30.973	TM6SF2	12.1655
TM7SF2	358.112	TM7SF2	363.747
TM7SF3	1021.4543	TM7SF3	1353.2036
TM7SF4	5.1026	removed	removed
TM9SF1	3257.618	TM9SF1	1254.0389
TM9SF2	2486.8375	TM9SF2	4333.7388
TM9SF3	5937.1448	TM9SF3	6293.9984
TM9SF4	2487.7653	TM9SF4	2240.0649
TMBIM1	1713.5568	TMBIM1	2470.8029
TMBIM4	1921.3777	TMBIM4	1169.0998
TMBIM6	30289.6904	TMBIM6	15925.7908
TMC3	208.2802	TMC3	12.571
TMC4	642.4678	TMC4	836.5775
TMC5	416.5604	TMC5	325.6285
TMC6	1196.3354	TMC6	364.1525
TMC7	67.262	TMC7	48.6618
TMC8	205.9608	TMC8	221.0057
TMCC1	943.987	TMCC1	1058.3942
TMCC2	24.5854	TMCC2	32.4412
TMCC3	243.9986	TMCC3	485.807
TMCO1	3813.0581	TMCO1	1615.1663
TMCO3	884.6109	TMCO3	866.18
TMCO4	689.7831	TMCO4	1408.7591
TMCO6	168.8507	TMCO6	415.6529
TMCO7	153.5429	TMCO7	559.6107
TMED10P1	34.3268	TMED10P1	58.7997
TMED10	10802.273	TMED10	8517.4371
TMED1	964.1007	TMED1	395.0649
TMED2	10094.3987	TMED2	5590.0243
TMED3	3471.1817	TMED3	1864.558
TMED4	1116.5488	TMED4	944.85
TMED5	906.877	TMED5	1283.8483
TMED6	6.0304	removed	removed
TMED7-TICAM2	37.5878	TMED7-TICAM2	78.6902
TMED7	3097.7572	TMED7	2405.8556
TMED8	757.509	TMED8	426.1963
TMED9	5769.6857	TMED9	1937.1452
TMEFF1	71.0889	TMEFF1	49.4972
TMEM100	52.8818	TMEM100	62.8548
TMEM101	997.7966	TMEM101	762.3682
TMEM102	157.2539	TMEM102	133.0089
TMEM104	538.0958	TMEM104	226.2774
TMEM105	15.3079	TMEM105	9.3268
TMEM106A	180.9115	TMEM106A	137.0641
TMEM106B	1061.3476	TMEM106B	1943.2279
TMEM106C	1973.3271	TMEM106C	1148.013
TMEM107	106.2275	TMEM107	173.5604
TMEM108	33.8629	TMEM108	141.1192
TMEM109	2846.3412	TMEM109	2521.8978
TMEM110	191.1168	TMEM110	143.9578
TMEM111	940.7399	TMEM111	620.8435
TMEM115	1162.9363	TMEM115	875.5069
TMEM116	215.2383	TMEM116	249.3917
TMEM117	90.4558	TMEM117	182.4818
TMEM119	1522.44	TMEM119	91.2409
TMEM11	404.4996	TMEM11	366.9911
TMEM120A	998.2605	TMEM120A	411.1922
TMEM120B	246.9349	TMEM120B	421.5612
TMEM121	78.395	TMEM121	37.7129
TMEM123	3649.31	TMEM123	7407.5426
TMEM125	1057.1727	TMEM125	345.4988
TMEM126A	404.9635	TMEM126A	171.9384
TMEM126B	696.2774	TMEM126B	369.4242
TMEM127	2203.8734	TMEM127	2078.2644
TMEM128	757.509	TMEM128	772.9116
TMEM129	1168.5028	TMEM129	722.6277
TMEM130	73.7562	TMEM130	47.0397
TMEM131	684.6805	TMEM131	1901.8654
TMEM132A	2004.8707	TMEM132A	470.3974
removed	removed	TMEM132B	26.3585
TMEM132C	24.1215	TMEM132C	26.764
TMEM132E	18.0912	removed	removed
TMEM133	78.395	TMEM133	87.1857
TMEM134	776.064	TMEM134	418.4915
TMEM135	379.4503	TMEM135	554.339
TMEM136	180.9115	TMEM136	105.8394
TMEM138	684.6805	TMEM138	403.4874
TMEM139	35.7184	TMEM139	404.704
TMEM140	726.086	TMEM140	306.1598
TMEM141	2006.7262	TMEM141	554.7445
TMEM143	152.1512	TMEM143	160.1784
TMEM144	630.8709	TMEM144	724.2498
TMEM145	7.422	removed	removed
TMEM147	1725.6175	TMEM147	683.2928
TMEM149	177.5531	TMEM149	44.927
TMEM14A	533.457	TMEM14A	300.8921
TMEM14B	883.2193	TMEM14B	608.678
TMEM14C	2338.8612	TMEM14C	1372.2628
TMEM150A	409.1384	TMEM150A	225.8719
TMEM150C	107.6192	TMEM150C	437.1452
TMEM151B	12.9885	TMEM151B	49.1281
TMEM154	172.0979	TMEM154	159.7729
TMEM156	22.7299	TMEM156	15.0041
TMEM158	223.1242	TMEM158	87.1857
TMEM159	788.5887	TMEM159	1326.8451
TMEM160	165.1397	TMEM160	23.9254
TMEM161A	429.5489	TMEM161A	469.1809
TMEM161B	202.7137	TMEM161B	410.7867
TMEM163	22.7299	TMEM163	90.8354
TMEM164	522.7879	TMEM164	641.9303
TMEM165	1278.9053	TMEM165	548.6618
TMEM167A	2925.2	TMEM167A	1693.0251
TMEM167B	1800.3015	TMEM167B	1522.3033
TMEM168	503.3051	TMEM168	1127.3317
TMEM169	32.0074	TMEM169	10.1379
TMEM170A	314.5077	TMEM170A	762.7737
TMEM170B	102.0526	TMEM170B	247.3642
TMEM173	763.0755	TMEM173	412.8143
TMEM175	564.0728	TMEM175	317.9238
TMEM176A	648.4982	TMEM176A	372.6683
TMEM176B	1416.2125	TMEM176B	753.0414
TMEM177	238.896	TMEM177	298.0535
TMEM178	81.1782	TMEM178	592.0519
TMEM179B	1918.1259	TMEM179B	710.0568
TMEM17	35.7184	TMEM17	65.2879
TMEM180	50.0986	TMEM180	57.9886
TMEM181	1184.2746	TMEM181	1751.0138
TMEM182	91.3835	TMEM182	157.3398
TMEM183A	1192.6244	TMEM183A	1084.7526
TMEM184A	649.0038	TMEM184A	342.3601
TMEM184B	1789.4561	TMEM184B	866.5207
TMEM184C	412.3855	TMEM184C	685.3204
TMEM185A	667.981	TMEM185A	591.6464
TMEM185B	557.1147	TMEM185B	670.3163
TMEM186	229.1546	TMEM186	245.3366
TMEM187	349.7623	TMEM187	190.5921
TMEM188	341.4125	TMEM188	215.3285
TMEM189-UBE2V1	5.2928	removed	removed
TMEM189	846.3365	TMEM189	468.3698
TMEM18	898.0633	TMEM18	1029.6026
TMEM191A	16.6995	TMEM191A	11.3544
TMEM192	496.8109	TMEM192	886.0503
TMEM194A	354.401	TMEM194A	620.438
TMEM194B	87.2086	TMEM194B	137.8751
TMEM198	73.7562	TMEM198	79.8865
TMEM199	561.7535	TMEM199	445.661
TMEM19	768.642	TMEM19	416.0584
TMEM200A	218.9493	TMEM200A	294.8094
TMEM200B	607.3571	TMEM200B	81.2652
TMEM200C	23.6577	TMEM200C	85.1582
TMEM201	422.1269	TMEM201	371.4517
TMEM203	1033.9789	TMEM203	748.5807
TMEM204	558.9702	TMEM204	185.7259
TMEM205	2116.6647	TMEM205	950.1217
TMEM206	161.8926	TMEM206	102.1898
TMEM208	1331.7871	TMEM208	313.4631
TMEM209	727.8209	TMEM209	835.7664
TMEM20	19.9467	TMEM20	87.1857
removed	removed	TMEM213	243.309
TMEM214	3678.5342	TMEM214	1791.1598
TMEM215	50.5624	removed	removed
TMEM216	337.2376	TMEM216	351.987
TMEM217	17.3026	TMEM217	12.1046
TMEM218	284.8197	TMEM218	304.9473
TMEM219	5546.5615	TMEM219	1405.1095
TMEM220	37.1101	TMEM220	378.751
TMEM222	1669.9525	TMEM222	727.8994
TMEM223	501.9135	TMEM223	190.9976
TMEM229B	1156.4421	TMEM229B	218.1671
TMEM22	61.6955	TMEM22	64.4769
TMEM231	136.8433	TMEM231	416.0341
TMEM232	10.2053	TMEM232	25.953
TMEM233	13.4524	removed	removed
TMEM25	2539.2555	TMEM25	872.2628
TMEM26	82.9456	TMEM26	257.0722
TMEM27	22.7299	TMEM27	51.5004
TMEM2	1312.7682	TMEM2	773.7226
TMEM30A	3401.1365	TMEM30A	4083.9416
TMEM30B	1364.7223	TMEM30B	1454.1768
TMEM31	5.1026	TMEM31	5.2717
TMEM33	2062.3913	TMEM33	1327.2506
TMEM35	12.5246	TMEM35	25.1419
TMEM37	111.794	TMEM37	51.0949
TMEM38A	28.2964	TMEM38A	64.0714
TMEM38B	29.2242	TMEM38B	53.9335
TMEM39A	635.0458	TMEM39A	775.3447
TMEM39B	358.112	TMEM39B	263.9903
TMEM40	25.977	TMEM40	28.3861
TMEM41A	784.4138	TMEM41A	613.5442
TMEM41B	1253.3921	TMEM41B	606.2449
TMEM42	121.0716	TMEM42	182.0762
TMEM43	1902.818	TMEM43	3428.6294
TMEM44	313.58	TMEM44	142.3358
TMEM45A	728.2848	TMEM45A	215.3285
TMEM45B	260.2343	TMEM45B	50.2839
TMEM47	652.6731	TMEM47	1531.2247
TMEM48	172.5618	TMEM48	427.8183
TMEM49	2283.66	TMEM49	1495.1338
TMEM50A	5720.9788	TMEM50A	2112.3277
TMEM50B	1001.0437	TMEM50B	1135.442
TMEM51	390.1194	TMEM51	146.3909
TMEM52	67.7258	TMEM52	30.4136
TMEM53	253.5684	TMEM53	118.6375
TMEM54	2337.9334	TMEM54	400.2433
TMEM55A	124.7826	TMEM55A	257.9075
TMEM55B	660.559	TMEM55B	461.8816
TMEM56	18.94	TMEM56	252.2303
TMEM57	1793.8073	TMEM57	862.5304
TMEM59L	24.5854	TMEM59L	17.8427
TMEM59	8454.5982	TMEM59	5321.1679
TMEM5	319.1465	TMEM5	411.5977
TMEM60	629.0154	TMEM60	233.9822
TMEM61	7.8859	TMEM61	91.2409
TMEM62	1121.1875	TMEM62	511.3544
TMEM63A	970.4279	TMEM63A	2841.0381
TMEM63B	1724.2259	TMEM63B	468.3698
TMEM63C	529.2822	TMEM63C	73.3982
TMEM64	384.0891	TMEM64	1009.7324
TMEM65	411.9216	TMEM65	746.1476
TMEM66	6273.4547	TMEM66	6533.2522
TMEM67	89.528	TMEM67	351.176
TMEM68	380.8419	TMEM68	454.5823
TMEM69	991.7662	TMEM69	723.8443
TMEM70	392.9027	TMEM70	296.026
TMEM71	22.7299	TMEM71	343.8767
removed	removed	TMEM74	6.4882
TMEM79	365.9979	TMEM79	240.4704
TMEM80	386.8723	TMEM80	510.1379
TMEM81	50.5624	TMEM81	36.4964
TMEM84	180.9115	TMEM84	145.9854
TMEM85	2117.9775	TMEM85	1109.7932
TMEM86A	541.2826	TMEM86A	170.9813
TMEM86B	44.9959	TMEM86B	62.0438
TMEM87A	2397.7734	TMEM87A	4950.9327
TMEM87B	1212.1072	TMEM87B	1135.8475
TMEM88	39.4294	TMEM88	38.5239
TMEM8A	1577.6412	TMEM8A	306.1638
TMEM8B	506.0884	TMEM8B	780.6164
TMEM90B	464.8034	removed	removed
TMEM91	188.0645	TMEM91	98.4712
TMEM92	10.6691	removed	removed
TMEM93	319.6103	TMEM93	119.2295
TMEM97	284.5877	TMEM97	588.3455
TMEM98	1409.2543	TMEM98	1766.0178
TMEM99	403.5718	TMEM99	446.8775
TMEM9B	2014.1482	TMEM9B	854.0146
TMEM9	3176.1568	TMEM9	1488.6456
TMF1	785.3415	TMF1	2165.4501
removed	removed	TMIE	21.8978
TMLHE	197.1472	TMLHE	353.6091
TMOD1	304.2004	TMOD1	260.0365
TMOD2	179.5199	TMOD2	733.9822
TMOD3	1148.0923	TMOD3	1175.1825
TMPO	1020.2343	TMPO	1950.9205
TMPPE	17.1634	TMPPE	37.7129
TMPRSS13	269.9756	TMPRSS13	495.5393
TMPRSS2	147.0486	TMPRSS2	3207.2182
TMPRSS3	4356.2565	TMPRSS3	465.9367
TMPRSS4	128.0297	removed	removed
removed	removed	TMPRSS5	10.9489
TMPRSS6	145.1931	removed	removed
TMSB10	38718.3115	TMSB10	5287.1046
TMSB15A	9.7414	TMSB15A	42.1736
TMSB15B	62.1593	TMSB15B	94.854
TMSL3	52906.877	TMSL3	8823.601
TMTC1	189.7252	TMTC1	2398.6212
TMTC2	166.0675	TMTC2	445.661
TMTC3	734.7791	TMTC3	809.8135
TMTC4	723.1822	TMTC4	352.3925
TMUB1	928.6791	TMUB1	235.6042
TMUB2	923.5765	TMUB2	1041.3625
TMX1	1078.0471	TMX1	858.0697
TMX2	1592.9491	TMX2	1451.3382
TMX3	1149.0201	TMX3	1193.8362
TMX4	574.2781	TMX4	1147.2019
TNC	4828.0181	TNC	6373.0738
TNFAIP1	1517.3884	TNFAIP1	1392.4331
TNFAIP2	1033.9789	TNFAIP2	888.0779
TNFAIP3	618.3463	TNFAIP3	1152.0681
TNFAIP6	700.4523	TNFAIP6	16.6261
TNFAIP8L1	169.7785	TNFAIP8L1	60.4217
TNFAIP8L2	130.3491	TNFAIP8L2	29.1971
TNFAIP8L3	121.9993	TNFAIP8L3	21.0868
TNFAIP8	356.2565	TNFAIP8	270.073
TNFRSF10A	72.8285	TNFRSF10A	148.013
TNFRSF10B	844.7176	TNFRSF10B	815.8962
TNFRSF10C	62.6232	TNFRSF10C	9.3268
TNFRSF10D	14.844	TNFRSF10D	157.3398
TNFRSF11A	26.9048	TNFRSF11A	203.974
TNFRSF11B	20.4105	TNFRSF11B	22.7088
TNFRSF12A	1260.8141	TNFRSF12A	272.5061
TNFRSF13B	19.9467	TNFRSF13B	13.382
removed	removed	TNFRSF13C	9.3268
TNFRSF14	1083.9615	TNFRSF14	915.0649
