gene_id	TCGA-BH-A0BT-01A-11R-A12P-07	gene_id	TCGA-BH-A0BT-11A-21R-A12P-07
SNAI1	56.3709	SNAI1	160.9739
SNAI2	248.8755	SNAI2	912.0515
SNAI3	14.5721	SNAI3	12.8458
SNAP23	1203.7289	SNAP23	1635.0289
SNAP25	6.5191	SNAP25	13.6487
SNAP29	887.3618	SNAP29	1135.6486
SNAP47	1293.0902	SNAP47	693.8817
removed	removed	SNAP91	9.2329
SNAPC1	317.5175	SNAPC1	225.2028
SNAPC2	1134.7034	SNAPC2	443.9828
SNAPC3	513.8569	SNAPC3	444.3842
SNAPC4	223.5661	SNAPC4	266.5503
SNAPC5	88.5406	SNAPC5	105.1147
SNAPIN	1449.5366	SNAPIN	630.2468
SNCAIP	31.0615	SNCAIP	167.7982
SNCA	27.9937	SNCA	209.547
SNCG	476.2763	SNCG	500.5846
SND1	5313.05	SND1	4388.8462
SNED1	527.2785	SNED1	486.1331
SNF8	1164.231	SNF8	633.8597
SNHG10	84.748	SNHG10	62.2218
SNHG11	259.3942	SNHG11	222.156
SNHG12	89.3497	SNHG12	185.8626
SNHG1	748.9272	SNHG1	478.5059
SNHG3-RCC1	12.9538	SNHG3-RCC1	237.7395
SNHG3	19.5572	SNHG3	46.1646
removed	removed	SNHG4	9.3614
SNHG5	1334.8775	SNHG5	2093.8646
SNHG6	993.201	SNHG6	777.572
SNHG7	231.9527	SNHG7	545.9062
SNHG8	722.084	SNHG8	920.0801
SNHG9	26.4598	SNHG9	28.1002
SNIP1	272.2675	SNIP1	466.8644
SNN	546.8358	SNN	1077.8425
SNORA39	6.7377	removed	removed
SNORA7B	5.1271	SNORA7B	6.5795
SNORA8	356.2831	SNORA8	254.7241
removed	removed	SNORD116-20	16.0572
removed	removed	SNORD116-28	78.5159
removed	removed	SNORD116-4	15.3507
SNORD17	5.3687	removed	removed
SNORD1C	11.4007	SNORD1C	17.2254
SNPH	42.1823	SNPH	185.8626
SNRK	662.2618	SNRK	1160.9387
SNRNP200	5108.6577	SNRNP200	7185.6167
SNRNP25	1236.7078	SNRNP25	358.478
SNRNP27	372.3545	SNRNP27	439.5671
SNRNP35	585.5399	SNRNP35	343.7254
SNRNP40	531.1133	SNRNP40	998.3592
SNRNP48	403.416	SNRNP48	452.8143
SNRNP70	3053.2302	SNRNP70	2134.8106
SNRPA1	457.486	SNRPA1	225.2028
SNRPA	1265.4684	SNRPA	1083.0611
SNRPB2	2072.6839	SNRPB2	952.1946
SNRPB	4545.3325	SNRPB	1692.835
SNRPC	3317.0612	SNRPC	938.1445
SNRPD1	1089.4533	SNRPD1	604.9567
SNRPD2	4487.4278	SNRPD2	2633.388
SNRPD3	2075.3682	SNRPD3	1706.0541
SNRPE	1627.8526	SNRPE	720.9703
SNRPF	1848.7343	SNRPF	597.7309
SNRPG	1005.8557	SNRPG	519.4518
SNRPN	375.7636	SNRPN	2826.9782
SNTA1	890.8131	SNTA1	338.8078
SNTB1	108.907	SNTB1	191.4826
SNTB2	507.3378	SNTB2	873.5141
removed	removed	SNTG2	10.8386
SNTN	5.7521	SNTN	9.2329
SNUPN	433.7105	SNUPN	481.7173
SNURF	7.3282	SNURF	151.6567
SNW1	3193.1987	SNW1	1477.2665
SNX10	730.5204	SNX10	352.8579
SNX11	500.8187	SNX11	759.1062
SNX12	163.7439	SNX12	348.0408
SNX13	629.6664	SNX13	1183.0175
SNX14	929.1606	SNX14	1491.718
SNX15	595.9206	SNX15	501.7889
SNX16	159.9092	SNX16	275.3817
SNX17	2776.7445	SNX17	2316.6589
SNX18	460.1703	SNX18	1227.9777
SNX19	2102.2115	SNX19	2227.5412
removed	removed	SNX1	4000.2609
SNX20	36.6871	SNX20	16.7798
SNX21	613.0811	SNX21	441.9355
SNX22	124.4799	SNX22	140.4728
SNX24	297.1933	SNX24	143.7123
SNX25	236.6042	SNX25	404.2411
SNX27	1797.4714	SNX27	1004.5452
SNX29	741.6412	SNX29	588.498
SNX2	890.8131	SNX2	1424.2775
SNX30	305.6298	SNX30	821.328
removed	removed	SNX32	6.0215
SNX33	784.9739	SNX33	965.8432
SNX3	1817.2894	SNX3	2641.8181
SNX4	721.317	SNX4	906.8329
SNX5	2447.7227	SNX5	1613.3516
SNX6	1949.9718	SNX6	1302.6439
SNX7	289.5238	SNX7	672.7985
SNX8	253.4772	SNX8	235.6401
SNX9	1155.411	SNX9	1875.4861
SOAT1	258.8458	SOAT1	364.098
SOBP	35.2797	SOBP	171.4111
SOCS1	83.2141	SOCS1	24.0859
SOCS2	2205.7498	SOCS2	632.254
SOCS3	1346.3817	SOCS3	1263.7051
SOCS4	659.961	SOCS4	747.8661
SOCS5	436.0114	SOCS5	1476.4636
removed	removed	SOCS6	1410.2275
SOCS7	25.6928	SOCS7	101.9635
SOD1	8117.7883	SOD1	3341.5125
SOD2	2015.9296	SOD2	5341.8437
SOD3	2186.1926	SOD3	843.8082
SOLH	837.8935	SOLH	292.2418
SON	3934.4564	SON	7066.7931
SORBS1	253.0937	SORBS1	1853.8088
SORBS2	604.7405	SORBS2	2732.1401
SORBS3	870.4889	SORBS3	2205.8639
removed	removed	SORCS1	61.8204
SORCS2	176.7821	SORCS2	69.849
SORD	3033.2895	SORD	852.6397
SORL1	1584.1364	SORL1	4153.6076
SORT1	4254.2748	SORT1	3414.573
SOS1	874.7071	SOS1	1474.055
SOS2	1212.5488	SOS2	1563.9756
SOSTDC1	123.479	SOSTDC1	690.4615
SOX10	81.2968	SOX10	3193.7858
SOX11	42.9492	SOX11	55.3975
SOX12	2059.2623	SOX12	536.312
SOX13	2240.6461	SOX13	930.9187
SOX15	9.9704	SOX15	55.7989
SOX17	41.7988	SOX17	108.3864
SOX18	110.8244	SOX18	249.2887
removed	removed	SOX2	7.2258
SOX4	5117.4777	SOX4	3236.3375
removed	removed	SOX5	33.7202
SOX6	166.8117	SOX6	125.6479
SOX7	116.193	SOX7	264.7157
SOX8	7.286	SOX8	42.5517
SOX9	3632.6614	SOX9	4090.9844
SP100	2872.6133	SP100	1346.3999
SP110	1708.7659	SP110	427.1227
SP140L	499.6683	SP140L	267.7545
SP140	52.9196	SP140	10.4372
SP1	2931.6685	SP1	4042.0098
SP2	450.9669	SP2	860.6683
SP3	1915.8425	SP3	2801.1862
SP4	71.3264	SP4	428.7284
SP5	47.1675	SP5	11.6415
SP6	113.8922	SP6	147.7266
SPA17	380.791	SPA17	246.4787
SPACA4	8.8199	removed	removed
SPAG16	497.3674	SPAG16	401.4311
SPAG17	111.2078	SPAG17	13.6487
SPAG1	128.4642	SPAG1	260.9302
SPAG4	172.5639	SPAG4	25.6916
SPAG5	252.3267	SPAG5	75.469
removed	removed	SPAG6	37.3331
SPAG7	1225.9705	SPAG7	680.4257
SPAG8	62.5065	SPAG8	27.6987
SPAG9	1011.9913	SPAG9	1779.5441
SPARCL1	4783.8542	SPARCL1	14116.7261
SPARC	45542.675	SPARC	14048.4828
SPAST	427.5749	SPAST	591.308
removed	removed	SPATA12	5.2186
SPATA13	249.6424	SPATA13	536.3521
SPATA17	134.2163	SPATA17	42.1503
SPATA18	110.4409	SPATA18	377.7467
SPATA20	2000.2799	SPATA20	1064.5953
SPATA24	31.8284	SPATA24	46.9674
SPATA2L	273.0344	SPATA2L	201.9198
SPATA2	547.2192	SPATA2	600.1395
SPATA3	17.2564	removed	removed
SPATA4	9.5869	SPATA4	20.8744
SPATA5L1	125.7799	SPATA5L1	168.6011
SPATA5	97.7862	SPATA5	219.9842
SPATA6	39.498	SPATA6	167.7982
SPATA7	283.3882	SPATA7	241.6615
SPATS2L	1142.3729	SPATS2L	975.4776
SPATS2	668.7809	SPATS2	590.1037
SPC24	13.8051	removed	removed
SPC25	90.5002	SPC25	15.2544
SPCS1	3751.4965	SPCS1	2014.7145
SPCS2	1068.3621	SPCS2	662.7627
SPCS3	1997.1393	SPCS3	3214.6603
SPDEF	13631.0124	SPDEF	2715.28
SPDYA	14.0084	SPDYA	8.6067
SPDYC	27.9937	removed	removed
SPDYE1	15.7225	SPDYE1	9.6343
SPDYE3	115.3724	SPDYE3	88.2908
SPDYE5	7.6695	SPDYE5	8.8315
SPDYE6	20.3242	SPDYE6	22.4801
SPDYE7P	12.2712	removed	removed
SPDYE8P	36.0467	SPDYE8P	17.663
SPEF1	89.3497	SPEF1	20.0716
SPEF2	152.6232	SPEF2	310.3062
SPEG	394.2126	SPEG	708.5259
SPEN	770.4018	SPEN	3180.9401
SPERT	5.7521	removed	removed
SPESP1	9.9704	SPESP1	104.336
SPG11	1048.8049	SPG11	2244.4013
SPG20	614.3274	SPG20	1684.4049
SPG21	1837.6136	SPG21	1636.6346
SPG7	1005.0887	SPG7	1111.9642
SPHAR	112.4733	SPHAR	153.4149
SPHK1	248.6492	SPHK1	345.861
SPHK2	324.2475	SPHK2	174.3736
removed	removed	SPHKAP	105.5764
SPI1	281.8543	SPI1	119.6265
SPIB	18.4068	SPIB	7.2258
SPIN1	1963.7769	SPIN1	3908.7346
SPIN2B	140.5897	SPIN2B	82.8313
SPIN3	475.8928	SPIN3	395.4096
SPIN4	121.5617	SPIN4	265.7474
removed	removed	SPINK1	41.3474
removed	removed	SPINK5	17.2615
SPINK8	66.7247	SPINK8	47.7703
removed	removed	SPINLW1	9.6343
SPINT1	2280.144	SPINT1	4504.057
SPINT2	24430.8268	SPINT2	9846.7035
SPIRE1	320.2019	SPIRE1	774.3606
SPIRE2	177.1656	SPIRE2	103.1678
SPNS1	1950.455	SPNS1	553.8625
SPNS2	415.5377	SPNS2	518.8096
SPNS3	9.2034	SPNS3	8.0286
SPN	134.9833	SPN	103.1678
SPOCD1	55.9874	SPOCD1	5.62
SPOCK1	503.503	SPOCK1	78.2791
SPOCK2	478.1937	SPOCK2	201.9198
SPOCK3	8.4365	SPOCK3	297.4604
SPON1	883.9105	SPON1	1499.3452
SPON2	474.3589	SPON2	211.9556
SPOPL	1488.2676	SPOPL	1834.5401
SPOP	1911.6243	SPOP	1572.0042
SPP1	2200.7646	SPP1	1338.7727
SPPL2A	363.1511	SPPL2A	668.7842
SPPL2B	560.6409	SPPL2B	627.8382
SPPL3	2150.5294	SPPL3	1491.3165
SPRED1	410.3186	SPRED1	1787.5727
SPRED2	1240.5425	SPRED2	1490.1123
SPRN	67.8751	SPRN	47.3689
SPRY1	505.4204	SPRY1	1434.3133
SPRY2	236.6042	SPRY2	1117.1828
SPRY3	51.0022	SPRY3	57.8061
SPRY4	373.5049	SPRY4	715.7517
SPRYD3	1363.2546	SPRYD3	1761.8811
SPRYD4	1067.2117	SPRYD4	389.3882
SPR	708.2788	SPR	778.3749
SPSB1	590.5519	SPSB1	369.3166
SPSB2	476.6598	SPSB2	102.7664
SPSB3	1318.7715	SPSB3	649.917
SPSB4	14.5721	removed	removed
SPTAN1	3829.3842	SPTAN1	7706.2729
SPTBN1	2279.3771	SPTBN1	8696.6034
SPTBN2	1627.8526	SPTBN2	812.4966
SPTBN4	139.2015	SPTBN4	31.3116
SPTBN5	150.3223	SPTBN5	122.0832
SPTB	47.1675	SPTB	113.605
SPTLC1	891.9635	SPTLC1	2096.2732
SPTLC2	3260.3069	SPTLC2	1752.6482
SPTLC3	707.5119	SPTLC3	430.7356
SPTY2D1	692.5334	SPTY2D1	1281.4724
SQLE	1701.4798	SQLE	623.4225
SQRDL	1441.8671	SQRDL	1471.6464
SQSTM1	7940.7876	SQSTM1	7032.7718
SR140	2247.1652	SR140	2205.4625
SRA1	623.1473	SRA1	520.2547
SRBD1	440.6131	SRBD1	517.8461
SRCAP	5029.6618	SRCAP	4075.3285
SRCIN1	374.2719	SRCIN1	363.2951
SRCRB4D	19.5879	SRCRB4D	14.4636
SRC	1146.5911	SRC	1033.6851
SRD5A1	213.5957	SRD5A1	172.2139
SRD5A3	768.8488	SRD5A3	714.9086
SREBF1	10533.2991	SREBF1	4302.94
SREBF2	1512.043	SREBF2	3089.4138
SRFBP1	128.0807	SRFBP1	329.9764
SRF	1431.1298	SRF	2574.3777
SRGAP1	351.6468	SRGAP1	541.1291
SRGAP2	334.7739	SRGAP2	535.9105
SRGAP3	218.9644	SRGAP3	374.5352
SRGN	664.1792	SRGN	642.6912
SRI	1926.9633	SRI	1722.1394
SRL	14.1886	SRL	28.903
SRMS	37.9641	SRMS	16.0572
SRM	1151.1928	SRM	1003.5778
SRP14	4267.6964	SRP14	4492.8169
SRP19	655.9115	SRP19	703.4117
SRP54	2070.7665	SRP54	1315.8912
SRP68	2210.3515	SRP68	1895.5577
SRP72	1819.9737	SRP72	2629.7751
SRP9	5882.5108	SRP9	4837.2448
SRPK1	1623.6343	SRPK1	918.4744
SRPK2	1262.7841	SRPK2	1479.675
SRPK3	42.5581	SRPK3	10.1281
SRPRB	2326.5445	SRPRB	1385.3387
SRPR	4238.9358	SRPR	3714.442
SRPX2	280.3204	SRPX2	189.4755
SRPX	176.0152	SRPX	521.459
SRRD	194.0385	SRRD	272.1703
SRRM1	979.3959	SRRM1	2467.1956
SRRM2	9486.795	SRRM2	15318.2094
SRRM3	61.356	SRRM3	63.0247
SRRM5	62.4068	SRRM5	34.5993
SRRT	2516.3648	SRRT	1347.2028
SRR	276.8538	SRR	289.1749
SRXN1	968.2751	SRXN1	798.8479
SS18L1	289.9073	SS18L1	434.7499
SS18L2	593.2363	SS18L2	333.1878
SS18	1918.9103	SS18	2539.0517
SSBP1	2067.6987	SSBP1	975.4776
SSBP2	323.6531	SSBP2	769.142
SSBP3	648.0732	SSBP3	744.2533
SSBP4	615.4778	SSBP4	314.3206
SSB	2611.551	SSB	1933.4608
SSC5D	471.6746	SSC5D	237.6472
SSFA2	647.3063	SSFA2	2903.1497
SSH1	657.2766	SSH1	1048.538
SSH2	246.9581	SSH2	391.3953
SSH3	2065.3979	SSH3	1244.8378
SSNA1	929.5441	SSNA1	500.986
SSPN	969.809	SSPN	2103.0975
SSPO	55.6039	SSPO	34.9245
SSR1	5946.5512	SSR1	3860.5629
SSR2	9680.8335	SSR2	6082.0826
SSR3	3337.7689	SSR3	4147.5861
SSR4	4442.1777	SSR4	2513.7616
SSRP1	4307.9613	SSRP1	3666.6717
SSSCA1	575.9799	SSSCA1	310.3062
removed	removed	SSTR1	44.5589
SSTR2	359.3163	SSTR2	44.5589
SSU72	2567.367	SSU72	2541.4603
SSX2IP	286.456	SSX2IP	489.3445
SSX2	7.286	removed	removed
ST13	2538.2229	ST13	7124.1978
ST14	3874.6343	ST14	2243.197
ST20	50.9294	ST20	36.2693
ST3GAL1	862.4359	ST3GAL1	1156.1216
ST3GAL2	268.8162	ST3GAL2	288.2275
ST3GAL3	213.2123	ST3GAL3	221.9914
ST3GAL4	312.1489	ST3GAL4	221.1885
ST3GAL5	411.0855	ST3GAL5	96.7449
ST3GAL6	46.017	ST3GAL6	173.8197
ST5	555.2722	ST5	2659.0796
ST6GAL1	1150.8093	ST6GAL1	1557.1512
ST6GAL2	199.0237	ST6GAL2	114.4079
removed	removed	ST6GALNAC1	29.7059
ST6GALNAC2	554.5053	ST6GALNAC2	1425.8833
ST6GALNAC3	9.2034	ST6GALNAC3	63.8275
ST6GALNAC4	149.1719	ST6GALNAC4	229.2172
ST6GALNAC5	60.5891	ST6GALNAC5	423.5098
ST6GALNAC6	617.3952	ST6GALNAC6	1220.3505
ST7L	451.7339	ST7L	444.7857
ST7OT1	69.6276	ST7OT1	55.8632
ST7	1099.9567	ST7	547.4717
ST8SIA1	192.5046	ST8SIA1	306.2919
ST8SIA2	16.106	ST8SIA2	189.074
ST8SIA4	142.2693	ST8SIA4	128.458
ST8SIA6	89.7332	ST8SIA6	161.3753
STAB1	372.7533	STAB1	578.113
STAB2	5.3687	STAB2	57.0032
STAC2	185.2186	STAC2	6244.6622
STAC3	42.9492	STAC3	21.2758
STAC	13.8051	STAC	122.4365
STAG1	506.4328	STAG1	984.0883
STAG2	1825.3423	STAG2	3684.7361
STAG3L1	68.6421	STAG3L1	82.8795
STAG3L2	59.8221	STAG3L2	93.132
STAG3L3	146.1769	STAG3L3	191.7275
STAG3L4	163.7439	STAG3L4	109.9921
STAG3	9.2226	STAG3	25.0292
STAM2	813.3511	STAM2	1264.1065
STAMBPL1	45.6336	STAMBPL1	87.1105
STAMBP	855.5334	STAMBP	750.2747
STAM	317.1341	STAM	479.3087
STAP1	22.625	removed	removed
STAP2	825.2388	STAP2	582.878
STARD10	7544.4927	STARD10	2256.4442
STARD13	1137.7712	STARD13	539.5234
STARD3NL	585.5668	STARD3NL	587.6951
STARD3	944.4996	STARD3	696.8844
STARD4	23.392	STARD4	18.4658
STARD5	149.9388	STARD5	137.2894
STARD7	3505.7234	STARD7	3838.8977
STARD8	106.2227	STARD8	117.2179
STAR	6.1356	STAR	20.0716
STAT1	15146.8902	STAT1	2736.9573
STAT2	3499.9789	STAT2	2113.5348
STAT3	7481.6028	STAT3	7577.012
STAT4	64.0404	STAT4	73.8633
STAT5A	596.3041	STAT5A	1349.6114
STAT5B	1422.6933	STAT5B	2977.4145
STAT6	2872.6133	STAT6	3733.7107
STAU1	3346.9723	STAU1	2791.9533
STAU2	1158.8623	STAU2	804.8694
STBD1	265.2153	STBD1	606.3818
STC1	779.6053	STC1	2311.4403
STC2	36596.1967	STC2	15137.164
STEAP1	57.5213	STEAP1	121.2322
STEAP2	131.1485	STEAP2	743.8518
STEAP3	1381.6614	STEAP3	1415.4461
STEAP4	222.4157	STEAP4	1876.6904
STIL	144.5702	STIL	87.1105
STIM1	771.9357	STIM1	2075.8002
STIM2	301.795	STIM2	804.4679
STIP1	3814.4286	STIP1	2609.7036
STK10	335.1574	STK10	481.3159
STK11IP	261.5301	STK11IP	418.2912
STK11	597.4545	STK11	629.8454
STK16	821.7875	STK16	808.8837
STK17A	633.1177	STK17A	822.9338
STK17B	432.1766	STK17B	1018.0293
STK19	786.8568	STK19	315.6493
STK24	3782.9837	STK24	2510.5501
STK25	1501.6892	STK25	1409.0232
STK32B	80.1463	STK32B	311.912
STK32C	209.0209	STK32C	72.2576
STK35	699.4589	STK35	1170.5731
STK36	876.6245	STK36	646.7055
STK38L	834.4422	STK38L	1188.6375
STK38	1818.0563	STK38	1230.7878
STK39	535.3315	STK39	537.1148
STK3	507.7213	STK3	644.2969
STK40	928.0102	STK40	1538.6854
STK4	862.0524	STK4	815.708
STMN1	3875.4012	STMN1	1176.5946
STMN2	24.1589	STMN2	13.6487
STMN3	344.7443	STMN3	853.4425
STOML1	187.1359	STOML1	148.9309
STOML2	3323.1968	STOML2	1409.0232
removed	removed	STOML3	6.0215
STOM	2468.0469	STOM	5602.7739
STON1	135.7503	STON1	365.3023
STON2	55.9874	STON2	335.9978
STOX1	15.339	STOX1	180.2426
removed	removed	STOX2	61.419
STRA13	1263.1676	STRA13	315.5248
STRA6	153.0066	STRA6	56.6018
STRADA	729.7535	STRADA	577.6594
STRADB	337.0748	STRADB	242.8658
STRAP	2188.8769	STRAP	2301.4045
STRBP	557.1896	STRBP	887.1627
STRC	5.7521	STRC	41.3956
STRN3	780.3722	STRN3	781.5864
STRN4	2348.4026	STRN4	1238.0135
STRN	111.9748	STRN	390.191
STS	161.8266	STS	409.4597
STT3A	5083.3484	STT3A	3647.403
STT3B	859.3681	STT3B	2554.7075
STUB1	3260.3529	STUB1	978.5124
STX10	471.6746	STX10	218.3785
STX11	50.6187	STX11	82.6948
STX12	668.0139	STX12	1788.777
STX16	1364.4051	STX16	1741.0067
STX17	753.5289	STX17	1205.4976
STX18	671.4652	STX18	529.4876
STX19	50.6187	STX19	38.136
STX1A	88.1725	STX1A	53.3622
STX1B	55.2204	STX1B	71.0533
STX2	121.1782	STX2	168.6011
STX3	901.9339	STX3	880.3384
STX4	1955.7239	STX4	475.2944
STX5	1467.9434	STX5	1358.4428
STX6	1531.8112	STX6	985.7502
STX7	688.7216	STX7	1519.0153
STX8	602.0562	STX8	367.3095
STXBP1	149.5554	STXBP1	831.7652
STXBP2	921.4911	STXBP2	1280.1638
STXBP3	998.5696	STXBP3	1156.1216
STXBP4	136.1337	STXBP4	197.5041
STXBP5	191.7338	STXBP5	430.7235
removed	removed	STXBP6	26.8959
STYK1	39.8814	STYK1	111.5978
STYXL1	1695.3442	STYXL1	658.7484
STYX	802.2303	STYX	551.9678
SUB1	2467.6634	SUB1	7419.6511
SUCLA2	755.6764	SUCLA2	863.2816
SUCLG1	2023.9825	SUCLG1	1910.812
SUCLG2	2212.6524	SUCLG2	1394.5716
removed	removed	SUCNR1	10.0358
SUDS3	1632.0708	SUDS3	1812.8629
SUFU	608.5753	SUFU	784.7978
SUGT1L1	53.9013	SUGT1L1	123.3036
removed	removed	SUGT1P1	6.4229
SUGT1	582.499	SUGT1	512.6275
SULF1	8074.4556	SULF1	1106.3441
SULF2	2917.0965	SULF2	2508.9444
SULT1A1	800.6964	SULT1A1	301.8762
SULT1A2	90.1167	SULT1A2	6.0215
SULT1A3	495.3925	SULT1A3	346.6759
SULT1C2	5.7521	SULT1C2	7.2258
removed	removed	SULT1C3	6.0215
SULT1C4	8.4365	SULT1C4	77.4762
removed	removed	SULT1E1	54.5946
SULT2B1	199.0237	SULT2B1	344.8293
removed	removed	SULT4A1	14.0501
SUMF1	4761.2291	SUMF1	2147.255
SUMF2	4098.5838	SUMF2	3379.247
SUMO1P3	207.4601	SUMO1P3	164.5868
SUMO1	2608.3989	SUMO1	2301.0031
SUMO2	3235.7644	SUMO2	3055.6935
SUMO3	2843.0857	SUMO3	2386.5079
SUN1	1520.096	SUN1	3107.4782
SUN2	1041.5189	SUN2	4510.0784
SUOX	1867.9081	SUOX	995.5491
SUPT16H	4852.1128	SUPT16H	3417.7844
SUPT3H	194.0385	SUPT3H	130.8665
SUPT4H1	2020.8572	SUPT4H1	1363.5691
SUPT5H	3767.6447	SUPT5H	2467.1956
SUPT6H	3050.5459	SUPT6H	2996.6832
SUPT7L	1133.5529	SUPT7L	1086.2726
SUPV3L1	767.334	SUPV3L1	533.1005
SURF1	1220.6018	SURF1	822.9338
SURF2	234.3034	SURF2	153.7481
SURF4	3703.2208	SURF4	4452.6738
SURF6	668.7809	SURF6	442.7785
SUSD1	41.7988	SUSD1	219.1814
SUSD2	495.4501	SUSD2	677.6157
SUSD3	3120.7219	SUSD3	824.9409
SUSD4	203.2419	SUSD4	565.6164
SUSD5	75.9281	SUSD5	44.5589
SUV39H1	324.8036	SUV39H1	204.3284
SUV39H2	211.2949	SUV39H2	148.9309
SUV420H1	1184.5551	SUV420H1	1534.2697
SUV420H2	221.2652	SUV420H2	135.6837
SUZ12P	158.3753	SUZ12P	105.5764
SUZ12	763.4993	SUZ12	967.449
SV2A	44.8666	SV2A	248.0844
SV2B	14.1886	SV2B	89.1177
SVEP1	178.316	SVEP1	625.5742
SVIL	825.4114	SVIL	3151.2703
SVIP	554.8887	SVIP	487.3374
SVOPL	224.7165	SVOPL	23.283
SWAP70	1268.1528	SWAP70	2333.1176
SYAP1	2145.9277	SYAP1	1347.2028
SYBU	273.4179	SYBU	742.2461
SYCE1L	5.3687	SYCE1L	7.2258
SYCE1	614.2545	SYCE1	17.4502
SYCE2	54.4535	removed	removed
SYCP1	10.3538	removed	removed
SYCP2	280.3204	SYCP2	347.6393
SYDE1	179.083	SYDE1	246.8801
SYDE2	147.2545	SYDE2	238.4501
SYF2	992.8175	SYF2	1337.5684
SYK	163.3605	SYK	644.2969
SYMPK	3289.8345	SYMPK	1838.5544
SYN1	84.748	SYN1	20.0716
SYN2	10.7373	SYN2	238.0486
removed	removed	SYN3	6.4229
SYNCRIP	3274.112	SYNCRIP	4502.8527
SYNC	795.1168	SYNC	272.8166
SYNE1	344.3608	SYNE1	1696.0464
SYNE2	2394.8031	SYNE2	4610.4362
SYNGAP1	398.0473	SYNGAP1	378.951
SYNGR1	392.5828	SYNGR1	1194.5586
SYNGR2	11285.6776	SYNGR2	3693.1661
SYNGR3	18.7903	SYNGR3	9.6343
SYNGR4	13.4216	removed	removed
SYNJ1	231.6191	SYNJ1	352.0551
SYNJ2BP	1532.7507	SYNJ2BP	1458.3992
SYNJ2	347.4286	SYNJ2	838.991
SYNM	471.2911	SYNM	28937.5624
SYNPO2L	1609.4458	SYNPO2L	63.4261
SYNPO2	208.994	SYNPO2	3178.9329
SYNPO	1104.0253	SYNPO	2198.6381
SYNRG	810.6667	SYNRG	1107.9498
SYPL1	3742.7188	SYPL1	3953.2935
SYPL2	9.2034	SYPL2	10.0358
SYP	39.1145	SYP	28.903
SYS1-DBNDD2	16.1788	SYS1-DBNDD2	29.4088
SYS1	1123.2336	SYS1	1373.1874
SYT11	191.7376	SYT11	221.9914
SYT12	219.3479	SYT12	712.5402
SYT13	75.1612	SYT13	23.283
SYT15	35.6632	SYT15	132.0708
SYT17	367.3693	SYT17	188.2712
SYT1	21.8581	SYT1	116.415
removed	removed	SYT2	10.8386
removed	removed	SYT3	23.6844
removed	removed	SYT6	8.4301
SYT7	1141.9894	SYT7	1694.8421
SYT8	34.8963	SYT8	227.6114
removed	removed	SYT9	116.415
SYTL1	508.8717	SYTL1	539.5234
SYTL2	281.4709	SYTL2	2452.3426
SYTL3	150.7058	SYTL3	228.4143
SYTL4	495.0666	SYTL4	547.1506
SYTL5	470.5242	SYTL5	328.7721
SYVN1	1872.8933	SYVN1	1528.2482
TAB1	642.0335	TAB1	683.3361
TAB2	2841.9353	TAB2	2838.1179
TAB3	1013.5252	TAB3	1038.5023
removed	removed	TAC1	32.9174
TACC1	2328.4619	TACC1	2604.485
TACC2	638.1029	TACC2	1008.3949
TACC3	755.0628	TACC3	95.1392
TACO1	1018.8938	TACO1	324.3563
TACR1	37.1971	TACR1	337.6036
TACR2	74.3942	TACR2	16.0572
TACSTD2	10521.4113	TACSTD2	12851.8167
TADA1	408.4012	TADA1	381.761
TADA2A	191.7376	TADA2A	173.0168
TADA2B	955.2369	TADA2B	1266.1137
TADA3	2976.4393	TADA3	1881.2667
TAF10	2022.4486	TAF10	558.7921
TAF11	1181.1039	TAF11	579.6665
TAF12	488.931	TAF12	385.7753
TAF13	169.1126	TAF13	183.0526
TAF15	3809.4435	TAF15	1549.9255
TAF1A	97.0192	TAF1A	81.0891
TAF1B	200.1741	TAF1B	214.3642
TAF1C	563.7087	TAF1C	699.293
TAF1D	658.6687	TAF1D	585.5194
TAF1L	17.2564	TAF1L	38.5374
TAF1	1183.0212	TAF1	1402.6003
TAF2	578.6642	TAF2	692.4687
TAF3	133.0659	TAF3	230.4215
TAF4B	100.087	TAF4B	202.3213
TAF4	484.7128	TAF4	374.9366
TAF5L	501.9691	TAF5L	628.6411
TAF5	105.8392	TAF5	83.4977
TAF6L	333.24	TAF6L	185.8626
TAF6	2318.4916	TAF6	1174.9888
TAF7	2594.9772	TAF7	3908.7346
TAF8	570.9947	TAF8	360.4851
TAF9B	847.0969	TAF9B	1020.4379
TAF9	902.3173	TAF9	1162.143
TAGAP	89.7332	TAGAP	162.1782
TAGLN2	8330.6171	TAGLN2	10602.1968
TAGLN3	30.678	removed	removed
TAGLN	7718.6173	TAGLN	27151.5954
TAL1	17.6399	TAL1	79.8848
TALDO1	4530.7605	TALDO1	2258.4514
TANC1	314.0663	TANC1	1415.4461
TANC2	456.7191	TANC2	808.0808
TANK	649.2237	TANK	2003.1412
TAOK1	113.1252	TAOK1	425.1155
TAOK2	1608.6788	TAOK2	982.7033
TAOK3	1804.6347	TAOK3	971.4633
TAP1	12421.5314	TAP1	912.4529
TAP2	4270.6147	TAP2	723.2022
TAPBPL	1347.1755	TAPBPL	734.2456
TAPBP	15370.8398	TAPBP	4528.9457
TAPT1	736.2725	TAPT1	1020.4379
TARBP1	1172.6674	TARBP1	756.6976
TARBP2	776.5374	TARBP2	335.9978
TARDBP	3791.4201	TARDBP	3520.9522
TARP	566.7765	TARP	12.0429
