gene_id	TCGA-BH-A1FD-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FD-11B-21R-A13Q-07
RAB17	692.8654	RAB17	125.513
RAB18	3076.8561	RAB18	2561.9015
RAB19	22.9118	RAB19	7.5239
RAB1A	5823.373	RAB1A	3952.8044
RAB1B	5281.8155	RAB1B	3759.5554
RAB20	180.9745	RAB20	416.5527
RAB21	1627.6102	RAB21	1277.7018
RAB22A	1547.8538	RAB22A	1326.2654
RAB23	462.587	RAB23	316.0055
RAB24	370.9397	RAB24	240.0821
RAB25	2365.7193	RAB25	720.5882
RAB26	265.6613	RAB26	10.9439
RAB27A	383.7007	RAB27A	521.2038
RAB27B	264.2111	RAB27B	145.0068
RAB28	237.819	RAB28	448.7004
RAB2A	1406.9026	RAB2A	1356.0192
RAB2B	543.2135	RAB2B	776.3338
RAB30	349.1879	RAB30	211.0123
RAB31	2955.6265	RAB31	1977.0862
RAB32	369.4896	RAB32	498.974
RAB33A	13.9211	RAB33A	10.2599
RAB33B	336.1369	RAB33B	558.1395
RAB34	649.652	RAB34	785.5677
RAB35	1724.478	RAB35	809.1655
RAB36	157.7726	RAB36	144.3228
RAB37	48.7239	RAB37	45.8276
RAB38	709.1067	RAB38	89.6033
RAB39B	336.7169	RAB39B	18.4679
RAB39	8.9907	removed	removed
RAB3A	213.1671	RAB3A	51.2996
RAB3B	19.4316	removed	removed
removed	removed	RAB3C	8.5499
RAB3D	1272.9118	RAB3D	943.2285
RAB3GAP1	2300.174	RAB3GAP1	1730.1642
RAB3GAP2	1907.4826	RAB3GAP2	1449.3844
RAB3IL1	224.768	RAB3IL1	363.8851
RAB3IP	1246.2297	RAB3IP	374.829
RAB40B	344.5476	RAB40B	460.6703
RAB40C	676.6241	RAB40C	296.1696
RAB42	47.8538	RAB42	17.7839
RAB43	136.9751	RAB43	164.2476
RAB4A	844.7941	RAB4A	884.1724
RAB4B	192.8364	RAB4B	271.2996
RAB5A	2495.6497	RAB5A	1688.4405
RAB5B	4823.0858	RAB5B	5157.6607
RAB5C	2859.0487	RAB5C	2772.5718
RAB6A	5289.1531	RAB6A	3534.5417
RAB6B	93.6775	RAB6B	352.9412
RAB6C	128.7152	RAB6C	140.1129
RAB7A	6144.1415	RAB7A	6259.2339
RAB7L1	388.3411	RAB7L1	1218.1943
RAB8A	1630.3741	RAB8A	1215.7969
RAB8B	718.3875	RAB8B	866.9631
RAB9A	361.0789	RAB9A	724.3502
removed	removed	RAB9B	7.5239
RABAC1	1211.1369	RABAC1	768.8098
RABEP1	5477.5464	RABEP1	3758.9877
RABEP2	267.4014	RABEP2	123.803
RABEPK	251.7401	RABEPK	409.7127
RABGAP1L	238.022	RABGAP1L	329.0014
RABGAP1	862.239	RABGAP1	2081.0534
RABGEF1	1103.6891	RABGEF1	1254.8016
RABGGTA	405.7425	RABGGTA	361.8331
RABGGTB	2004.9304	RABGGTB	942.5445
RABIF	360.2088	RABIF	264.7059
RABL2A	182.4246	RABL2A	295.4856
RABL2B	215.4872	RABL2B	379.275
RABL3	1106.1485	RABL3	1311.2175
RABL5	919.0835	RABL5	470.9302
RAC1	11600.348	RAC1	7351.9152
RAC2	237.819	RAC2	327.2914
RAC3	276.6821	RAC3	136.7989
RACGAP1	1466.3573	RACGAP1	211.6963
RAD17	414.4432	RAD17	844.3912
RAD18	633.7007	RAD18	259.2339
RAD1	746.5197	RAD1	541.7237
RAD21	24975.6294	RAD21	5412.4453
RAD23A	2849.1879	RAD23A	2213.0643
RAD23B	4078.3063	RAD23B	5445.2804
RAD50	2529.8724	RAD50	1534.8837
RAD51AP1	415.0232	RAD51AP1	43.0917
RAD51C	395.0116	RAD51C	314.9795
RAD51L1	29.5824	RAD51L1	102.2572
RAD51L3	78.3063	RAD51L3	140.5609
RAD51	241.0093	RAD51	13.6799
RAD52	68.7355	RAD52	122.777
RAD54B	179.8434	RAD54B	42.2161
RAD54L2	436.7749	RAD54L2	169.2886
RAD54L	301.6241	RAD54L	5.13
RAD9A	423.1526	RAD9A	156.2517
RAD9B	44.6636	RAD9B	27.0178
RADIL	31.3225	RADIL	73.1874
RAE1	1361.6589	RAE1	537.9617
RAET1E	54.2343	RAET1E	19.8358
RAET1G	13.051	RAET1G	11.775
RAET1K	6.0905	removed	removed
RAET1L	11.891	removed	removed
RAF1	3422.5638	RAF1	2085.8413
RAG1AP1	2055.3944	RAG1AP1	563.6115
RAG1	27.8422	RAG1	55.7456
RAGE	179.8144	RAGE	140.9029
RAI14	1271.1717	RAI14	672.7086
RAI1	762.181	RAI1	487.6881
RAI2	890.9513	RAI2	1313.6115
RALA	2520.8817	RALA	1580.7114
RALBP1	1152.8422	RALBP1	2309.8495
RALB	1564.9652	RALB	1668.9466
RALGAPA1	816.1253	RALGAPA1	653.2148
RALGAPA2	197.7958	RALGAPA2	660.7387
RALGAPB	2371.5197	RALGAPB	2223.3242
RALGDS	882.6015	RALGDS	1752.736
RALGPS1	129.9304	RALGPS1	290.6977
RALGPS2	1673.1439	RALGPS2	696.9904
RALY	2560.9049	RALY	1419.6306
RAMP1	200.406	RAMP1	17.7839
RAMP2	119.4896	RAMP2	1313.9535
RAMP3	78.5963	RAMP3	576.9494
RANBP10	516.8213	RANBP10	696.9904
RANBP17	5.5104	RANBP17	37.2777
RANBP1	1033.6427	RANBP1	554.3776
RANBP2	4630.8005	RANBP2	4132.0109
RANBP3L	120.3596	RANBP3L	171.3406
RANBP3	1055.9745	RANBP3	860.8071
RANBP6	1350.058	RANBP6	1011.2859
RANBP9	1599.478	RANBP9	1330.3694
RANGAP1	3535.6729	RANGAP1	873.119
RANGRF	214.1531	RANGRF	422.9925
RAN	8663.5731	RAN	2258.8919
RAP1A	1745.9397	RAP1A	1657.3187
RAP1B	2411.2529	RAP1B	3355.3352
RAP1GAP2	335.5568	RAP1GAP2	338.5773
RAP1GAP	160.0928	RAP1GAP	154.2408
RAP1GDS1	1006.3805	RAP1GDS1	953.4884
RAP2A	526.1021	RAP2A	1072.5034
RAP2B	341.9374	RAP2B	743.1601
RAP2C	1433.5847	RAP2C	840.2873
RAPGEF1	699.2459	RAPGEF1	2216.8263
RAPGEF2	661.5429	RAPGEF2	1155.2668
RAPGEF3	156.1717	RAPGEF3	945.7627
RAPGEF4	428.0742	RAPGEF4	378.933
RAPGEF5	2305.1044	RAPGEF5	964.7743
RAPGEF6	801.0441	RAPGEF6	330.7114
RAPGEFL1	110.2088	RAPGEFL1	127.223
RAPH1	1458.2367	RAPH1	2028.0438
RARA	1370.0696	RARA	728.7962
RARB	29.0023	RARB	208.9603
RARG	696.0557	RARG	734.6101
RARRES1	109.0487	RARRES1	856.0192
RARRES2	682.1346	RARRES2	3120.725
RARRES3	2685.0348	RARRES3	833.1053
RARS2	457.9466	RARS2	824.2134
RARS	2298.4339	RARS	1360.8071
RASA1	615.0667	RASA1	1502.9514
RASA2	191.7053	RASA2	170.6566
RASA3	420.8237	RASA3	1532.8317
RASA4P	148.9588	RASA4P	109.8564
RASA4	153.5354	RASA4	415.0752
removed	removed	RASAL1	9.9179
RASAL2	895.3016	RASAL2	1247.264
RASAL3	62.935	RASAL3	55.4036
RASD1	249.42	RASD1	1397.4008
RASD2	162.993	RASD2	82.7633
RASEF	433.8747	RASEF	278.0438
RASGEF1A	88.1671	RASGEF1A	157.3187
RASGEF1B	293.7935	RASGEF1B	676.8126
removed	removed	RASGEF1C	5.472
RASGRF1	9.2807	RASGRF1	16.0739
RASGRF2	159.5128	RASGRF2	346.1012
RASGRP1	308.0046	RASGRP1	81.0534
RASGRP2	5.5104	RASGRP2	85.4993
removed	removed	RASGRP3	285.9097
RASGRP4	29.5824	RASGRP4	61.2175
RASIP1	54.5244	RASIP1	657.3187
removed	removed	RASL10A	9.9179
RASL10B	27.5522	RASL10B	158.6867
RASL11A	69.3155	RASL11A	411.4227
RASL11B	118.3295	RASL11B	27.7018
RASL12	50.7541	RASL12	225.0342
removed	removed	RASSF10	21.2038
RASSF1	906.6125	RASSF1	591.3133
RASSF2	216.6473	RASSF2	433.3105
RASSF3	525.8121	RASSF3	485.2941
RASSF4	272.3318	RASSF4	735.6293
RASSF5	394.7216	RASSF5	429.5486
removed	removed	RASSF6	157.6607
RASSF7	506.3805	RASSF7	72.1614
RASSF8	810.3248	RASSF8	773.9398
RASSF9	5.8005	RASSF9	100.5472
RAVER1	1407.1926	RAVER1	709.6443
RAVER2	635.7309	RAVER2	404.2408
RB1CC1	921.6937	RB1CC1	2273.2558
RB1	1076.8561	RB1	1546.5116
RBAK	1365.3045	RBAK	605.6259
RBBP4	6913.6108	RBBP4	4132.3735
RBBP5	1047.2738	RBBP5	527.7018
RBBP6	2246.5197	RBBP6	1846.1012
RBBP7	5432.4246	RBBP7	2225.7182
RBBP8	6382.2506	RBBP8	801.9836
RBBP9	379.0603	RBBP9	801.2996
RBCK1	817.2854	RBCK1	1009.5759
RBKS	182.7146	RBKS	76.2654
RBL1	239.2691	RBL1	111.4911
RBL2	1283.2396	RBL2	2990.1949
RBM10	1197.7958	RBM10	621.409
removed	removed	RBM11	56.7715
RBM12B	378.7703	RBM12B	332.4213
RBM12	2343.1148	RBM12	2130.1676
RBM14	1759.2575	RBM14	832.7565
RBM15B	2242.9814	RBM15B	1876.8605
RBM15	244.1995	RBM15	125.171
RBM16	1951.5023	RBM16	1855.7079
RBM17	1929.5244	RBM17	1561.2175
RBM18	759.8608	RBM18	983.2421
RBM19	1225.9281	RBM19	452.8044
RBM20	58.0046	RBM20	76.2654
RBM22	1287.123	RBM22	1411.0807
RBM23	1207.0766	RBM23	1085.1573
RBM24	21.4617	RBM24	75.5814
RBM25	1703.8863	RBM25	2025.3078
RBM26	979.1183	RBM26	832.4213
RBM27	2179.2343	RBM27	977.0862
RBM28	769.4316	RBM28	363.2011
RBM33	1004.3503	RBM33	1133.7209
RBM34	812.297	RBM34	683.9945
RBM38	230.5684	RBM38	380.985
RBM39	4587.297	RBM39	4099.1792
RBM3	5965.4872	RBM3	7991.1081
RBM41	145.8817	RBM41	167.5787
RBM42	1128.4803	RBM42	661.4227
RBM43	255.5104	RBM43	403.8988
RBM44	19.4316	RBM44	12.3119
RBM45	201.2761	RBM45	169.6306
RBM47	2964.6172	RBM47	1947.3324
RBM4B	222.4478	RBM4B	285.2257
RBM4	3398.5151	RBM4	1606.71
RBM5	1979.2633	RBM5	1964.617
RBM6	1405.9281	RBM6	1524.6785
RBM7	508.7007	RBM7	783.8577
RBM8A	3067.1752	RBM8A	1435.1573
RBM9	1218.6775	RBM9	2834.1313
RBMS1	803.6543	RBMS1	2695.6224
RBMS2	571.2848	RBMS2	2098.974
RBMS3	49.3039	RBMS3	211.0123
RBMX2	446.6357	RBMX2	332.4213
RBMXL1	743.7094	RBMXL1	867.6744
RBMX	3222.1578	RBMX	3718.8782
RBP1	46.6937	RBP1	292.4077
RBP4	9.5708	RBP4	9657.6607
RBP5	825.6961	RBP5	64.2955
RBP7	45.2436	RBP7	1640.2189
RBPJ	787.993	RBPJ	766.0739
RBPMS2	16.8213	RBPMS2	338.2353
RBPMS	712.007	RBPMS	3566.3475
RBX1	799.2401	RBX1	766.8776
RC3H1	790.8933	RC3H1	1342.3393
RC3H2	550.174	RC3H2	493.5021
RCAN1	1447.7958	RCAN1	3743.844
RCAN2	133.4107	RCAN2	629.275
RCAN3	244.1995	RCAN3	91.3133
RCBTB1	583.2367	RCBTB1	751.368
RCBTB2	177.4942	RCBTB2	527.3598
RCC1	953.3295	RCC1	137.8317
RCC2	2609.6288	RCC2	1791.0397
RCCD1	112.239	RCCD1	121.751
RCE1	402.8422	RCE1	261.6279
RCHY1	768.5615	RCHY1	650.1368
RCL1	772.6218	RCL1	887.1409
RCN1	2429.8144	RCN1	2720.2462
RCN2	1361.3689	RCN2	1177.1546
RCN3	455.0464	RCN3	266.7579
RCOR1	790.8933	RCOR1	1057.1135
RCOR2	197.5058	removed	removed
RCOR3	868.3295	RCOR3	1375.855
RCSD1	142.6914	RCSD1	409.7127
RDBP	1399.3619	RDBP	803.6183
RDH10	508.4107	RDH10	679.2066
RDH11	1187.645	RDH11	1229.4802
RDH13	203.5963	RDH13	114.9111
RDH14	312.065	RDH14	414.5007
RDH16	378.4803	RDH16	5.472
RDH5	17.6943	RDH5	1391.067
RDX	1462.007	RDX	2314.6375
REC8	75.116	REC8	37.2777
RECK	304.2343	RECK	897.0588
RECQL4	625.58	RECQL4	27.3598
RECQL5	349.478	RECQL5	337.5513
RECQL	1119.0661	RECQL	1107.9446
REEP1	339.0371	REEP1	245.212
REEP2	618.9095	REEP2	56.0876
REEP3	863.9791	REEP3	711.3543
REEP4	417.0534	REEP4	188.7825
REEP5	4668.2048	REEP5	6477.0759
REEP6	892.4014	REEP6	655.6088
RELA	2227.9582	RELA	1872.777
RELB	477.6682	RELB	152.5308
RELL1	385.3973	RELL1	1271.4466
RELL2	32.094	RELL2	6.58
removed	removed	RELN	348.1532
RELT	152.2622	RELT	36.9357
REL	217.5174	REL	70.7934
REM1	5.8005	REM1	102.5992
REM2	15.3712	REM2	7.1819
RENBP	59.1647	RENBP	100.2052
REP15	12.761	REP15	16.0739
REPIN1	2860.7889	REPIN1	1416.2107
REPS1	1377.9002	REPS1	1054.7196
REPS2	1057.4246	REPS2	498.632
RER1	2553.3585	RER1	2553.0951
RERE	1302.2042	RERE	4902.5308
removed	removed	RERGL	555.7456
RERG	1620.3596	RERG	1532.8317
REST	839.9072	REST	299.5896
RETSAT	1923.4339	RETSAT	9815.6635
RET	7350.6381	RET	77.2914
REV1	755.8005	REV1	931.9425
REV3L	656.3225	REV3L	1506.8399
REXO1	711.4269	REXO1	393.2969
REXO2	814.0951	REXO2	641.5869
REXO4	341.3573	REXO4	299.2476
RFC1	2147.9118	RFC1	1937.7565
RFC2	815.5452	RFC2	347.4692
RFC3	887.761	RFC3	250.684
RFC4	491.8794	RFC4	184.6785
RFC5	648.2019	RFC5	282.8317
RFESD	31.8706	RFESD	32.8317
RFFL	411.0035	RFFL	493.3447
RFK	494.1995	RFK	605.3352
RFNG	605.8585	RFNG	537.9617
RFPL1S	6.4153	RFPL1S	7.8659
RFT1	407.7726	RFT1	477.0862
RFTN1	465.7773	RFTN1	2081.7373
RFTN2	48.1439	RFTN2	162.1067
RFWD2	761.3109	RFWD2	1015.3899
RFWD3	714.9072	RFWD3	542.4077
RFX1	297.2738	RFX1	246.922
RFX2	143.2715	RFX2	184.6785
RFX3	114.2691	RFX3	45.8276
RFX5	826.8561	RFX5	641.5869
removed	removed	RFX6	10.9439
RFX7	583.5267	RFX7	719.9042
RFX8	18.2715	RFX8	11.2859
RFXANK	744.0081	RFXANK	344.9145
RFXAP	63.2251	RFXAP	182.9685
RG9MTD1	965.4872	RG9MTD1	686.0465
RG9MTD2	130.2204	RG9MTD2	168.6047
RG9MTD3	87.877	RG9MTD3	206.5663
RGAG1	9.5708	RGAG1	16.0739
RGAG4	257.5406	RGAG4	314.2955
RGL1	690.8353	RGL1	1433.3105
RGL2	2002.3202	RGL2	1114.5691
RGL3	50.7541	RGL3	119.7709
removed	removed	RGL4	5.6943
RGMA	57.7146	RGMA	666.2107
RGMB	709.9014	RGMB	893.2387
RGNEF	266.5313	RGNEF	1039.6717
RGN	109.9188	RGN	91.6553
RGP1	130.2204	RGP1	122.777
RGPD1	445.9078	RGPD1	377.565
RGPD3	204.7564	RGPD3	358.7551
RGPD4	139.5012	RGPD4	276.3338
removed	removed	RGPD5	118.2353
RGPD6	134.2807	RGPD6	931.3372
RGPD8	6.0905	removed	removed
RGS10	1118.0394	RGS10	361.1491
RGS11	193.2773	RGS11	76.6929
RGS12	263.3411	RGS12	443.2285
removed	removed	RGS13	33.8577
RGS14	267.6914	RGS14	71.1354
RGS16	954.4664	RGS16	414.1587
RGS17	8.7007	RGS17	16.4159
RGS18	11.3109	RGS18	35.2257
RGS19	151.6821	RGS19	142.2709
RGS1	988.3991	RGS1	818.7415
RGS22	6.6705	RGS22	303.6936
RGS2	348.8979	RGS2	2137.1409
RGS3	861.0789	RGS3	3111.4911
RGS4	89.9072	RGS4	82.4213
RGS5	1171.1137	RGS5	6988.3721
removed	removed	RGS6	93.3653
removed	removed	RGS7BP	39.3297
RGS9BP	6.6705	removed	removed
RGS9	18.5615	RGS9	17.4419
RHBDD1	361.0789	RHBDD1	458.2763
RHBDD2	2536.2529	RHBDD2	1422.7086
RHBDD3	238.3991	RHBDD3	98.8372
RHBDF1	653.7123	RHBDF1	512.9959
RHBDF2	659.8028	RHBDF2	257.1819
RHBDL1	19.4316	RHBDL1	8.5499
RHBDL2	50.7541	RHBDL2	49.2476
removed	removed	RHBDL3	24.6238
RHCE	9.2807	removed	removed
removed	removed	RHCG	5.472
RHEBL1	47.5638	RHEBL1	11.2859
RHEB	1696.6357	RHEB	1062.5855
RHOA	20094.2575	RHOA	16322.1614
RHOBTB1	184.1647	RHOBTB1	652.1888
RHOBTB2	221.7923	RHOBTB2	507.6539
RHOBTB3	2855.8585	RHOBTB3	4043.7756
RHOB	8055.9745	RHOB	16089.2613
RHOC	5349.478	RHOC	3283.8577
RHOD	489.2691	RHOD	235.2941
RHOF	62.877	RHOF	12.8899
RHOG	848.3179	RHOG	900.4788
RHOH	351.5081	RHOH	228.4542
RHOJ	78.5963	RHOJ	495.212
RHOQ	596.5081	RHOQ	6464.6101
RHOT1	685.3248	RHOT1	1183.9945
RHOT2	833.2367	RHOT2	426.8126
RHOU	53.9443	RHOU	1385.7729
RHOV	702.1462	RHOV	202.1204
removed	removed	RHOXF1	18.1259
RHPN1	279.2923	RHPN1	76.2654
RHPN2	658.6427	RHPN2	519.8358
RIBC1	37.703	RIBC1	24.6238
RIBC2	47.2738	RIBC2	7.8659
removed	removed	RIC3	161.4227
RIC8A	1986.5313	RIC8A	1359.3605
RIC8B	591.9374	RIC8B	543.0917
RICH2	15.3712	RICH2	243.844
RICTOR	828.3063	RICTOR	1028.3858
RIF1	2085.8469	RIF1	1005.472
RILPL1	245.609	RILPL1	236.1457
RILPL2	503.1903	RILPL2	481.8741
RILP	36.2529	RILP	274.2818
RIMBP2	5.5104	RIMBP2	18.4679
RIMBP3	37.123	RIMBP3	17.0999
RIMKLA	281.9026	RIMKLA	43.0917
RIMKLB	269.7854	RIMKLB	827.801
RIMS3	57.4246	RIMS3	251.368
RIMS4	39.1531	RIMS4	20.8618
RIN1	228.8283	RIN1	60.8755
RIN2	1996.8097	RIN2	1923.3926
RIN3	273.4919	RIN3	405.6088
RING1	469.5476	RING1	523.9398
RINL	184.7448	RINL	101.2312
RINT1	1243.9878	RINT1	422.0622
RIOK1	1078.0162	RIOK1	471.9562
RIOK2	872.9698	RIOK2	614.5691
RIOK3	2167.0534	RIOK3	1801.6416
RIPK1	1046.1137	RIPK1	1260.2599
RIPK2	1714.0371	RIPK2	333.1053
RIPK3	35.6729	RIPK3	167.5787
RIPK4	127.0302	RIPK4	287.2777
RIT1	672.8538	RIT1	791.3817
RLF	1108.7587	RLF	883.0369
RLIM	3059.4548	RLIM	1504.788
removed	removed	RLN2	31.8057
RLTPR	10.7309	RLTPR	5.472
RMI1	324.2459	RMI1	240.0821
RMND1	464.0371	RMND1	622.435
RMND5A	2840.7773	RMND5A	2437.7565
RMND5B	584.3968	RMND5B	655.2668
RMRP	9.5708	RMRP	5.13
RMST	5.5104	removed	removed
RNASE1	2287.993	RNASE1	8038.3037
RNASE4	1821.2094	RNASE4	6055.4754
RNASE6	203.5963	RNASE6	279.4118
removed	removed	RNASE7	18.8098
RNASEH1	567.5754	RNASEH1	191.1765
RNASEH2A	596.8677	RNASEH2A	136.1149
RNASEH2B	232.0186	RNASEH2B	305.7456
RNASEH2C	598.0249	RNASEH2C	360.4891
RNASEK	1065.3973	RNASEK	1927.5616
RNASEL	228.5383	RNASEL	449.3844
RNASEN	1736.3689	RNASEN	1253.078
RNASET2	491.0093	RNASET2	572.5034
RND1	675.464	RND1	70.4514
RND2	84.1067	RND2	63.6115
RND3	790.8933	RND3	3080.3694
RNF103	1779.2778	RNF103	1685.0103
RNF10	7820.7657	RNF10	3614.5691
RNF111	1103.2483	RNF111	837.2093
removed	removed	RNF112	9.5759
RNF113A	387.471	RNF113A	170.3146
RNF114	2538.8631	RNF114	1575.5814
RNF115	488.3991	RNF115	597.4692
RNF11	3680.9745	RNF11	4036.9357
RNF121	712.297	RNF121	433.6525
RNF122	76.5661	RNF122	108.7551
RNF123	729.6984	RNF123	546.8536
RNF125	449.536	RNF125	906.9767
RNF126	646.7517	RNF126	340.9713
RNF128	32.1926	RNF128	336.8673
RNF130	1376.4501	RNF130	3148.4268
removed	removed	RNF133	5.814
RNF135	472.4478	RNF135	737.6881
RNF138P1	15.0812	RNF138P1	15.7319
RNF138	703.8863	RNF138	556.7715
RNF139	786.8329	RNF139	1504.788
RNF13	1339.9072	RNF13	2178.1806
RNF141	1073.3759	RNF141	2965.1163
RNF144A	351.5081	RNF144A	683.9945
RNF144B	1755.2204	RNF144B	1584.8153
RNF145	482.8886	RNF145	1899.7948
RNF146	330.6265	RNF146	995.212
RNF148	8.7007	RNF148	5.13
RNF149	1062.935	RNF149	930.2326
RNF14	1283.0626	RNF14	1796.1696
RNF150	27.8422	RNF150	480.5062
RNF152	120.6497	RNF152	43.7756
RNF157	126.9809	RNF157	699.039
RNF160	1365.1392	RNF160	1055.0616
RNF165	68.3614	RNF165	75.5814
RNF166	111.3689	RNF166	153.5568
RNF167	3461.1369	RNF167	1911.0807
RNF168	483.1787	RNF168	213.0643
RNF169	965.7889	RNF169	593.4952
RNF170	507.5406	RNF170	683.3105
removed	removed	RNF175	22.9138
RNF180	35.3828	RNF180	390.5609
RNF181	1895.0116	RNF181	928.5226
RNF182	5.2204	RNF182	29.4118
RNF183	110.4988	RNF183	38.3037
RNF185	1080.1044	RNF185	1484.829
removed	removed	RNF186	21.2038
RNF187	3780.4524	RNF187	1815.6635
RNF19A	1573.6659	RNF19A	1740.4241
RNF19B	1018.5615	RNF19B	491.7921
RNF207	97.7378	RNF207	128.933
RNF208	86.4269	RNF208	70.1094
RNF20	781.9026	RNF20	1545.1436
RNF212	94.2575	RNF212	38.3037
RNF213	10497.0505	RNF213	2986.6074
RNF214	239.5592	RNF214	442.2025
RNF215	132.8306	RNF215	158.3447
RNF216L	391.192	RNF216L	283.4679
RNF216	1336.1369	RNF216	1110.1231
RNF217	22.6218	RNF217	103.6252
RNF219	253.1061	RNF219	502.2161
RNF220	558.547	RNF220	856.922
RNF24	218.9675	RNF24	219.9042
RNF25	633.9907	RNF25	317.3735
RNF26	646.7517	RNF26	991.7921
RNF2	355.8585	RNF2	556.7715
RNF31	1455.3277	RNF31	666.5527
RNF32	17.1114	RNF32	27.3598
RNF34	1249.3213	RNF34	604.7025
RNF38	859.6288	RNF38	2207.9343
RNF39	277.2622	RNF39	377.565
RNF40	3366.8794	RNF40	1353.2832
RNF41	1391.2413	RNF41	1545.8276
RNF43	164.1531	RNF43	440.4925
RNF44	1176.0441	RNF44	844.3912
RNF4	3292.6334	RNF4	1331.0534
RNF5P1	87.007	RNF5P1	55.7456
RNF5	851.5081	RNF5	722.9822
RNF6	1481.7285	RNF6	1070.4514
RNF7	1408.3527	RNF7	930.9166
RNF8	418.2135	RNF8	325.2394
RNFT1	401.9722	RNFT1	399.7948
RNFT2	137.471	RNFT2	25.3078
RNGTT	249.1299	RNGTT	478.7962
RNH1	2195.4756	RNH1	2031.1218
RNLS	205.0464	RNLS	233.5841
RNMTL1	175.464	RNMTL1	220.2462
RNMT	2093.0974	RNMT	1161.4227
RNPC3	110.6177	RNPC3	313.7141
RNPEPL1	940.8353	RNPEPL1	1426.4706
RNPEP	1130.2204	RNPEP	1046.8536
RNPS1	3179.2343	RNPS1	1849.5212
ROBLD3	642.4014	ROBLD3	376.881
ROBO1	1263.6311	ROBO1	920.6566
ROBO2	367.7494	ROBO2	11.2859
ROBO3	33.9327	ROBO3	147.4008
ROBO4	247.0998	ROBO4	1739.7401
ROCK1	1985.4988	ROCK1	2285.5677
ROCK2	450.116	ROCK2	2085.8413
ROD1	1933.2947	ROD1	2214.7743
ROGDI	858.4687	ROGDI	163.4747
ROM1	115.7193	ROM1	49.2476
ROMO1	576.8561	ROMO1	315.6635
removed	removed	ROPN1B	63.6115
ROPN1L	39.1531	ROPN1L	5.13
removed	removed	ROPN1	44.4596
ROR1	40.0232	ROR1	85.4993
ROR2	581.2065	ROR2	200.4104
RORA	405.1624	RORA	476.0602
removed	removed	RORB	5.472
RORC	91.3573	RORC	521.8878
RP1L1	27.8422	RP1L1	5.814
RP1	240.7193	RP1	6.4979
RP2	498.5499	RP2	469.9042
RP9P	144.7216	RP9P	164.5007
RP9	273.7819	RP9	127.223
RPA1	1450.6961	RPA1	2225.7182
RPA2	877.3202	RPA2	972.2982
RPA3	505.8005	RPA3	241.4501
RPAIN	558.4078	RPAIN	480.1197
RPAP1	592.8074	RPAP1	578.3174
RPAP2	365.4292	RPAP2	278.0438
RPAP3	727.3782	RPAP3	601.9152
RPE	832.1288	RPE	597.4384
RPF1	970.9977	RPF1	656.9767
RPF2	404.0023	RPF2	433.9945
RPGRIP1L	231.1485	RPGRIP1L	146.7168
removed	removed	RPGRIP1	14.0219
RPGR	186.7749	RPGR	408.3447
RPH3AL	94.2575	RPH3AL	219.2202
RPIA	368.6195	RPIA	391.2449
RPL10A	8224.768	RPL10A	13052.6676
RPL10	14771.7836	RPL10	17570.0274
RPL11	11646.7517	RPL11	17656.6347
RPL12	5196.9258	RPL12	12132.0109
RPL13AP20	55.1044	RPL13AP20	21.2038
RPL13AP3	10.7309	RPL13AP3	6.8399
RPL13AP6	6.3805	RPL13AP6	6.8399
RPL13A	21683.8747	RPL13A	13299.2476
RPL13P5	14.5012	RPL13P5	11.9699
RPL13	6018.2715	RPL13	11830.0274
RPL14	12667.0534	RPL14	7434.6785
RPL15	14513.9211	RPL15	25186.7305
RPL17	5993.9617	RPL17	7498.2045
RPL18A	2523.2019	RPL18A	1350.2052
RPL18	10471.8677	RPL18	8449.7264
RPL19P12	45.5336	RPL19P12	102.2572
RPL19	12796.4037	RPL19	14132.0109
RPL21	14.7912	removed	removed
RPL22L1	497.3898	RPL22L1	382.3529
RPL22	5559.4548	RPL22	10392.9549
RPL23AP53	131.9606	RPL23AP53	295.1436
removed	removed	RPL23AP64	5.472
RPL23AP7	113.9791	RPL23AP7	136.1149
RPL23AP82	66.9954	RPL23AP82	113.5431
RPL23A	3604.1183	RPL23A	4551.2996
RPL23P8	38.2831	RPL23P8	83.1053
RPL23	3519.7216	RPL23	12121.409
RPL24	6294.6636	RPL24	9054.3776
RPL26L1	307.7146	RPL26L1	179.5486
RPL26	4001.1601	RPL26	14459.6443
RPL27A	17153.7123	RPL27A	9942.8865
RPL27	3242.7494	RPL27	11599.5212
RPL28	17381.9606	RPL28	6980.1642
RPL29	6969.5476	RPL29	9237.3461
RPL30	53140.3712	RPL30	13466.8263
removed	removed	RPL31P11	6.156
RPL31	8895.3016	RPL31	15189.1245
RPL32P3	135.1972	RPL32P3	145.684
RPL32	12470.1276	RPL32	19891.2449
RPL34	2473.8979	RPL34	12955.8824
RPL35A	7386.6009	RPL35A	10027.7018
RPL35	2187.355	RPL35	4756.8399
RPL36AL	2019.4316	RPL36AL	2895.0068
RPL36A	30.7425	RPL36A	53.6936
RPL36	3970.4176	RPL36	4004.788
RPL37A	5168.5035	RPL37A	14247.948
RPL37	6190.8353	RPL37	11121.409
RPL38	3164.1531	RPL38	5574.5554
RPL39L	47.5638	RPL39L	120.383
RPL39	595.4176	RPL39	486.6621
RPL3	21725.4118	RPL3	31765.7319
RPL41	13792.9234	RPL41	17587.2093
RPL4	42957.0766	RPL4	31688.4405
RPL5	15193.4455	RPL5	22368.6731
