gene_id	TCGA-BH-A1ET-01A-11R-A137-07	gene_id	TCGA-BH-A1ET-11B-23R-A137-07
ANKRD56	17.0066	ANKRD56	62.4363
ANKRD57	953.6623	ANKRD57	788.9908
ANKRD58	8.1804	ANKRD58	5.8614
ANKRD5	374.7915	ANKRD5	205.6575
ANKRD6	262.7824	ANKRD6	405.3746
ANKRD9	52.0962	ANKRD9	56.3201
ANKS1A	816.9636	ANKS1A	1567.2783
ANKS1B	125.7198	ANKS1B	177.37
ANKS3	251.4396	ANKS3	220.948
ANKS6	63.2905	ANKS6	265.2905
ANKZF1	453.7969	ANKZF1	827.2171
ANLN	161.6705	ANLN	31.3456
ANO10	1226.8446	ANO10	750.2548
ANO1	2519.1324	ANO1	4966.6157
ANO2	13.9928	ANO2	220.6932
ANO3	331.0909	ANO3	53.5168
removed	removed	ANO4	5.3517
ANO5	45.8533	ANO5	54.2813
ANO6	2428.0717	ANO6	4940.367
ANO7	20.8815	ANO7	6.6259
ANO8	241.1065	ANO8	257.6453
ANO9	145.3097	ANO9	88.685
ANP32A	2302.5671	ANP32A	2411.5698
ANP32B	1689.2525	ANP32B	2188.8379
ANP32E	567.4614	ANP32E	1175.841
ANPEP	23093.2673	ANPEP	2683.7411
ANTXR1	4780.367	ANTXR1	4275.739
ANTXR2	2231.5268	ANTXR2	2040.265
ANUBL1	413.9713	ANUBL1	357.2885
ANXA11	2507.7229	ANXA11	3209.9898
removed	removed	ANXA13	6.8807
ANXA1	1432.0004	ANXA1	10611.1111
ANXA2P1	61.353	ANXA2P1	42.5586
ANXA2P2	3357.4081	ANXA2P2	3043.0683
ANXA2	10254.1306	ANXA2	9297.9103
ANXA3	210.7529	ANXA3	1225.79
ANXA4	1648.1352	ANXA4	1430.4281
ANXA5	5781.1743	ANXA5	7902.6504
ANXA6	2952.2631	ANXA6	5336.1366
ANXA7	3829.0727	ANXA7	2838.9399
ANXA8L2	26.0481	ANXA8L2	143.7309
ANXA8	43.7006	ANXA8	248.9806
ANXA9	591.1415	ANXA9	121.5596
AOAH	146.6014	AOAH	137.3598
AOC2	7.104	AOC2	54.0265
AOC3	648.8348	AOC3	7371.3048
AOX1	157.5803	AOX1	875.1274
AP1AR	1156.6654	AP1AR	762.9969
AP1B1	1772.9939	AP1B1	1870.2854
AP1G1	2943.2216	AP1G1	2829.001
AP1G2	1383.9277	AP1G2	1079.0775
AP1M1	619.5576	AP1M1	749.7452
AP1M2	2144.5563	AP1M2	602.7013
AP1S1	667.3484	AP1S1	399.0826
AP1S2	529.7885	AP1S2	587.9205
AP1S3	178.6771	AP1S3	65.7492
AP2A1	1455.997	AP2A1	1241.236
AP2A2	1599.2681	AP2A2	1681.4475
AP2B1	13598.407	AP2B1	7490.8257
AP2M1	4869.2751	AP2M1	4262.2324
AP2S1	1144.6101	AP2S1	475.0255
AP3B1	1416.2855	AP3B1	1246.6871
AP3B2	5.1666	AP3B2	72.3751
AP3D1	2474.3555	AP3D1	2359.8369
AP3M1	2206.3398	AP3M1	1540.7747
AP3M2	585.9749	AP3M2	538.736
AP3S1	1340.7244	AP3S1	1018.8583
AP3S2	1878.1034	AP3S2	1313.6493
AP4B1	414.3179	AP4B1	383.3818
AP4E1	607.9328	AP4E1	518.0938
AP4M1	390.4634	AP4M1	267.4873
AP4S1	94.9357	AP4S1	97.8593
APAF1	760.5619	APAF1	841.7431
APBA1	75.5611	APBA1	352.1916
APBA2	12.0553	APBA2	80.5301
APBA3	110.8659	APBA3	137.6147
APBB1IP	268.4463	APBB1IP	347.8593
APBB1	228.6206	APBB1	762.2324
APBB2	2314.4072	APBB2	3116.9725
APBB3	200.2045	APBB3	331.0398
removed	removed	APC2	5.4001
APCDD1L	36.8118	APCDD1L	344.0367
APCDD1	197.8365	APCDD1	1310.3976
APC	1346.1062	APC	1819.5719
APEH	2423.7662	APEH	1014.526
APEX1	2742.3712	APEX1	1860.3466
APEX2	426.0266	APEX2	339.1947
APH1A	4071.0403	APH1A	3357.7982
APH1B	1385.286	APH1B	947.5025
API5	3181.3142	API5	2807.8491
APIP	484.0751	APIP	408.922
APITD1	273.3222	APITD1	101.896
APLF	23.8954	APLF	135.8716
APLNR	780.5823	APLNR	883.0275
APLN	43.27	APLN	99.3884
APLP1	18.7288	APLP1	27.0133
APLP2	11646.5206	APLP2	16829.7655
APOA1BP	1895.6999	APOA1BP	712.0285
APOA1	19.3746	removed	removed
APOB48R	555.6213	APOB48R	72.8848
removed	removed	APOBEC3A	8.9195
APOBEC3B	20.6232	APOBEC3B	12.9969
APOBEC3C	99.887	APOBEC3C	323.6493
APOBEC3D	43.0547	APOBEC3D	103.9755
APOBEC3F	88.0469	APOBEC3F	217.8899
APOBEC3G	174.5869	APOBEC3G	289.7554
APOBEC3H	13.1317	removed	removed
removed	removed	APOB	82.8236
APOC1	547.6562	APOC1	260.4485
APOC2	124.2129	APOC2	6.6259
APOD	13010.7099	APOD	17759.4292
APOE	769.3881	APOE	962.2834
APOF	226.4679	removed	removed
APOL1	1067.7574	APOL1	1189.0928
APOL2	373.9304	APOL2	623.8532
APOL3	441.9568	APOL3	1734.7095
APOL4	241.3218	APOL4	335.1172
APOL6	1839.944	APOL6	3792.3038
APOLD1	488.0254	APOLD1	2182.0897
APOM	76.4222	APOM	37.9715
APOOL	302.6748	APOOL	310.1427
APOO	234.0025	APOO	108.053
APPBP2	2026.8016	APPBP2	1755.8614
APPL1	3170.7658	APPL1	2652.3955
APPL2	912.7603	APPL2	1714.3221
APP	12261.9881	APP	28595.5657
APRT	573.2738	APRT	602.7013
APTX	536.6773	APTX	408.5117
AQP11	41.5478	AQP11	43.0683
AQP1	2722.7813	AQP1	12554.6738
AQP3	1779.2369	AQP3	387.6147
removed	removed	AQP4	75.1784
AQP5	6.2429	AQP5	126.6565
removed	removed	AQP6	5.3517
removed	removed	AQP7P1	246.9419
removed	removed	AQP7P3	10.7034
AQP7	9.9026	AQP7	799.1845
removed	removed	AQP9	7.9001
removed	removed	AQPEP	167.6249
AQR	2336.1498	AQR	1447.5025
ARAF	1156.4501	ARAF	912.0795
ARAP1	1195.2683	ARAP1	1994.0928
ARAP2	322.9105	ARAP2	482.4159
ARAP3	286.0987	ARAP3	1165.9021
ARCN1	8460.4704	ARCN1	4395.2599
ARC	9.6873	ARC	70.5912
AREG	70.3945	AREG	409.0214
ARF1	8147.4625	ARF1	5617.737
ARF3	6199.4511	ARF3	4097.6045
ARF4	7965.5562	ARF4	2942.9154
ARF5	2153.3717	ARF5	1355.7314
ARF6	3857.4888	ARF6	2871.8145
ARFGAP1	705.0213	ARFGAP1	710.7543
ARFGAP2	1596.4695	ARFGAP2	1722.4771
ARFGAP3	1043.2162	ARFGAP3	1019.1131
ARFGEF1	3207.9005	ARFGEF1	2344.6407
ARFGEF2	3083.7953	ARFGEF2	3220.4383
ARFIP1	1944.7823	ARFIP1	1171.7635
ARFIP2	3253.4309	ARFIP2	1041.0296
ARFRP1	255.9604	ARFRP1	380.9888
ARG2	148.1535	ARG2	162.8619
ARGLU1	1918.0884	ARGLU1	3887.3598
ARHGAP10	115.1714	ARHGAP10	581.8043
ARHGAP11A	133.2544	ARHGAP11A	74.9235
ARHGAP11B	12.7011	ARHGAP11B	5.6779
ARHGAP12	1499.8116	ARHGAP12	1530.581
ARHGAP15	111.2965	ARHGAP15	70.0815
ARHGAP17	1009.8488	ARHGAP17	1728.3384
ARHGAP18	659.168	ARHGAP18	739.2966
ARHGAP19	467.7897	ARHGAP19	1109.8369
ARHGAP1	4455.3038	ARHGAP1	2879.9694
ARHGAP20	71.4709	ARHGAP20	413.6086
ARHGAP21	1435.0143	ARHGAP21	3401.1213
ARHGAP22	23.6801	ARHGAP22	35.423
ARHGAP23	404.0687	ARHGAP23	1237.7676
ARHGAP24	242.6134	ARHGAP24	494.3935
ARHGAP25	194.3921	ARHGAP25	454.893
ARHGAP26	296.8624	ARHGAP26	1333.0785
ARHGAP27	251.8465	ARHGAP27	626.6437
ARHGAP28	184.7048	ARHGAP28	256.6259
ARHGAP29	4115.1714	ARHGAP29	5290.5199
ARHGAP30	375.0067	ARHGAP30	451.0703
ARHGAP31	956.4609	ARHGAP31	2471.4577
ARHGAP32	4410.5269	ARHGAP32	1977.0642
ARHGAP33	71.4709	ARHGAP33	199.7961
ARHGAP39	241.9676	ARHGAP39	176.3507
ARHGAP42	173.9325	ARHGAP42	300.4511
ARHGAP4	127.442	ARHGAP4	329.001
ARHGAP5	2876.4867	ARHGAP5	3840.7238
ARHGAP6	111.727	ARHGAP6	230.1223
ARHGAP8	229.2105	ARHGAP8	382.2452
ARHGAP9	114.3103	ARHGAP9	114.6789
ARHGDIA	2884.4519	ARHGDIA	2704.6381
ARHGDIB	8790.7002	ARHGDIB	3120.5403
ARHGEF10L	708.6809	ARHGEF10L	868.5015
ARHGEF10	637.4253	ARHGEF10	1274.9745
ARHGEF11	1414.1327	ARHGEF11	1468.9093
ARHGEF12	9507.3462	ARHGEF12	8378.1855
ARHGEF15	349.6044	ARHGEF15	1647.0438
ARHGEF16	407.0825	ARHGEF16	173.5474
ARHGEF17	1072.4934	ARHGEF17	1997.1967
ARHGEF18	760.5619	ARHGEF18	745.4128
ARHGEF19	259.1895	ARHGEF19	227.8287
ARHGEF1	744.8469	ARHGEF1	1206.422
ARHGEF2	1269.6841	ARHGEF2	2023.9551
ARHGEF33	7.7499	ARHGEF33	17.8389
ARHGEF35	299.4457	ARHGEF35	479.3578
ARHGEF37	543.566	ARHGEF37	1749.4903
ARHGEF38	168.344	ARHGEF38	74.9235
ARHGEF3	1884.5057	ARHGEF3	1301.7329
ARHGEF4	20.2357	ARHGEF4	149.5923
ARHGEF5	487.5949	ARHGEF5	700.3058
ARHGEF6	696.6256	ARHGEF6	3383.792
ARHGEF7	1334.912	ARHGEF7	2078.2365
ARHGEF9	492.5461	ARHGEF9	669.9796
ARID1A	4102.4703	ARID1A	3126.1468
ARID1B	2335.2887	ARID1B	2650.3568
ARID2	2035.6278	ARID2	1360.3466
ARID3A	54.4642	ARID3A	55.0459
ARID3B	127.2267	ARID3B	142.2018
ARID4A	899.8439	ARID4A	1268.8583
ARID4B	1979.5555	ARID4B	2115.1733
ARID5A	267.1546	ARID5A	1291.5392
ARID5B	2243.1516	ARID5B	4442.9154
ARIH1	2701.6845	ARIH1	2379.7146
ARIH2	1130.8326	ARIH2	1813.2008
ARL10	26.9092	ARL10	107.0336
ARL11	154.3512	ARL11	43.8328
ARL13B	332.5978	ARL13B	383.0275
ARL15	954.5234	ARL15	711.7737
ARL16	236.5858	ARL16	308.104
ARL17A	95.3469	ARL17A	95.6524
ARL1	4646.6821	ARL1	2153.4149
ARL2BP	1353.6408	ARL2BP	1584.0979
ARL2	549.1631	ARL2	805.3007
ARL3	1395.8345	ARL3	590.2141
ARL4A	263.2797	ARL4A	1811.9266
ARL4C	591.7873	ARL4C	1595.0561
ARL4D	78.3596	ARL4D	120.7951
ARL5A	1424.0353	ARL5A	1030.581
ARL5B	417.2004	ARL5B	446.738
ARL6IP1	6849.147	ARL6IP1	5108.3078
ARL6IP4	734.9443	ARL6IP4	1081.2946
ARL6IP5	5479.5759	ARL6IP5	4033.894
ARL6IP6	318.1745	ARL6IP6	354.9949
ARL6	73.4083	ARL6	99.1335
ARL8A	875.3027	ARL8A	865.9531
ARL8B	2648.5119	ARL8B	2297.1458
ARMC10	1101.5554	ARMC10	691.1978
ARMC1	890.3719	ARMC1	802.7523
ARMC2	47.1449	ARMC2	74.4139
ARMC3	90.1997	removed	removed
removed	removed	ARMC4	10.9582
ARMC5	247.9953	ARMC5	183.4862
ARMC6	379.0625	ARMC6	297.4006
ARMC7	404.9298	ARMC7	255.3517
ARMC8	855.9281	ARMC8	894.7503
ARMC9	484.7963	ARMC9	206.6769
ARMCX1	913.4062	ARMCX1	1009.1743
ARMCX2	807.7068	ARMCX2	930.4281
ARMCX3	2217.534	ARMCX3	2168.7054
ARMCX5	497.0669	ARMCX5	416.6667
ARMCX6	216.9959	ARMCX6	233.6901
ARNT2	3199.182	ARNT2	337.6656
ARNTL2	24.3259	ARNTL2	43.0683
ARNTL	174.1564	ARNTL	234.9643
ARNT	1521.339	ARNT	2197.5025
ARPC1A	1738.0119	ARPC1A	1743.629
ARPC1B	1242.6672	ARPC1B	1068.2977
ARPC2	3324.4712	ARPC2	3081.5494
ARPC3	4211.1835	ARPC3	1940.8767
ARPC4	2628.2288	ARPC4	2107.2477
ARPC5L	702.438	ARPC5L	421.7635
ARPC5	3026.1019	ARPC5	2694.4444
ARPM1	38.1034	ARPM1	30.8359
ARPP19	4900.4897	ARPP19	4918.4506
ARRB1	356.0626	ARRB1	1218.1448
ARRB2	395.0272	ARRB2	541.0296
ARRDC1	849.0393	ARRDC1	441.6412
ARRDC2	304.397	ARRDC2	656.2181
ARRDC3	2052.4191	ARRDC3	5046.3812
ARRDC4	988.752	ARRDC4	1718.6544
ARSA	511.9208	ARSA	441.6412
ARSB	277.0572	ARSB	261.4679
ARSD	7794.8442	ARSD	3084.8624
ARSE	50.5893	ARSE	30.0714
ARSG	412.0338	ARSG	303.7717
ARSH	14.4233	removed	removed
ARSI	61.5683	ARSI	21.4067
ARSJ	44.5616	ARSJ	157.2375
ARSK	158.6567	ARSK	217.3802
removed	removed	ART3	5.8614
removed	removed	ART4	84.0979
ART5	6.8888	ART5	18.3486
ARTN	40.2562	removed	removed
ARV1	639.7933	ARV1	304.0265
ARVCF	125.9351	ARVCF	381.2436
AR	2811.9046	AR	897.8084
AS3MT	30.1383	AS3MT	177.37
ASAH1	15427.1568	ASAH1	4981.9062
removed	removed	ASAH2B	5.0968
ASAH2	24.5412	removed	removed
ASAM	204.2947	ASAM	945.9735
ASAP1	1298.1002	ASAP1	1925.5861
ASAP2	1146.117	ASAP2	1306.3201
ASAP3	1130.402	ASAP3	1024.21
removed	removed	ASB12	6.6259
ASB13	691.6743	ASB13	710.2446
ASB14	13.9928	ASB14	24.9745
ASB16	5.7457	ASB16	11.4806
ASB1	239.6211	ASB1	742.4694
ASB2	19.5899	ASB2	32.6198
ASB3	493.4072	ASB3	349.1335
ASB6	462.2851	ASB6	680.2701
ASB7	531.726	ASB7	634.8114
ASB8	962.4886	ASB8	915.3925
ASB9	17.2219	ASB9	53.0071
ASCC1	531.0801	ASCC1	404.9439
ASCC2	613.9605	ASCC2	952.8542
ASCC3	1749.0985	ASCC3	1299.4393
ASCL2	9.472	ASCL2	23.1906
ASF1A	547.4409	ASF1A	546.6361
ASF1B	200.8503	ASF1B	62.946
removed	removed	ASGR1	11.7227
ASH1L	4929.6916	ASH1L	4695.13
ASH2L	1043.2162	ASH2L	1108.8175
ASL	289.3278	ASL	344.0367
ASMTL	575.6203	ASMTL	539.7401
ASNA1	1308.8639	ASNA1	724.7706
ASNSD1	878.5318	ASNSD1	1128.4404
ASNS	221.0861	ASNS	336.6463
ASPA	13.1317	ASPA	93.527
ASPHD1	45.8533	ASPHD1	14.0163
ASPHD2	90.1997	ASPHD2	35.9327
ASPH	4586.8575	ASPH	8954.5999
ASPM	131.9628	ASPM	10.4485
ASPN	3476.2392	ASPN	631.2436
ASPRV1	30.5129	ASPRV1	95.3848
ASPSCR1	178.6771	ASPSCR1	159.2762
ASRGL1	87.4011	ASRGL1	172.2732
ASS1	200.6351	ASS1	1836.3914
ASTE1	434.9734	ASTE1	315.4766
ASTN1	18.2983	ASTN1	72.3751
ASTN2	399.9785	ASTN2	226.8094
ASXL1	1272.0521	ASXL1	2677.1152
ASXL2	1029.8692	ASXL2	1319.8267
ASXL3	8.3957	ASXL3	39.5005
ATAD1	1308.2181	ATAD1	1281.0907
ATAD2B	750.8745	ATAD2B	564.7299
ATAD2	644.5294	ATAD2	445.209
ATAD3A	141.6501	ATAD3A	224.261
ATAD3B	87.1858	ATAD3B	203.8736
ATAD3C	172.8648	ATAD3C	119.0112
ATAD5	74.9152	ATAD5	108.5627
ATE1	428.1793	ATE1	414.8828
ATF1	571.7669	ATF1	672.7829
ATF2	725.4723	ATF2	783.894
ATF3	321.1883	ATF3	6802.7523
ATF4	2423.3357	ATF4	5343.7819
ATF5	545.0729	ATF5	461.264
ATF6B	2433.8475	ATF6B	1822.2324
ATF6	2291.1576	ATF6	1963.3028
ATF7IP2	220.8708	ATF7IP2	93.2722
ATF7IP	1682.3637	ATF7IP	1722.7319
ATF7	2373.2027	ATF7	2953.5219
ATG10	49.9435	ATG10	76.1978
ATG12	706.5282	ATG12	643.9857
ATG16L1	1016.5223	ATG16L1	771.4067
ATG16L2	225.7919	ATG16L2	410.9811
ATG2A	530.6496	ATG2A	689.3476
ATG2B	1753.1887	ATG2B	2022.9358
ATG3	854.4212	ATG3	696.738
ATG4A	472.3104	ATG4A	254.5872
ATG4B	607.9328	ATG4B	755.3517
ATG4C	263.0644	ATG4C	254.5872
ATG4D	240.5791	ATG4D	173.9297
ATG5	898.1217	ATG5	881.7533
ATG7	656.3651	ATG7	580.5097
ATG9A	997.8193	ATG9A	1295.4715
ATG9B	11.6764	ATG9B	21.6259
ATHL1	192.4547	ATHL1	1121.8145
ATIC	2229.1588	ATIC	931.7023
ATL1	453.7969	ATL1	503.5678
ATL2	1109.0899	ATL2	1876.9113
ATL3	908.0243	ATL3	713.5576
ATMIN	1622.9482	ATMIN	2291.0296
ATM	2002.6909	ATM	2012.2299
ATN1	2847.4248	ATN1	5085.3721
ATOH8	26.0481	ATOH8	666.157
ATOX1	450.3525	ATOX1	366.7176
ATP10A	182.7673	ATP10A	176.0958
removed	removed	ATP10B	7.1356
ATP10D	762.4993	ATP10D	875.6371
ATP11A	373.0693	ATP11A	1051.2232
ATP11B	961.8427	ATP11B	1898.8277
ATP11C	619.5576	ATP11C	986.2385
ATP13A1	1139.2282	ATP13A1	856.2691
ATP13A2	1107.3677	ATP13A2	698.2671
ATP13A3	2580.2702	ATP13A3	2653.4149
ATP13A4	203.8642	ATP13A4	247.7064
ATP13A5	27.7703	ATP13A5	317.5331
ATP1A1	11921.1991	ATP1A1	12328.7309
ATP1A2	54.8948	ATP1A2	1158.2569
ATP1A4	27.9856	ATP1A4	6.371
ATP1B1	1158.0023	ATP1B1	3496.1493
ATP1B2	48.6518	ATP1B2	169.2151
ATP1B3	780.7976	ATP1B3	1067.0234
removed	removed	ATP2A1	6.1162
ATP2A2	5482.3745	ATP2A2	5228.8481
ATP2A3	1669.232	ATP2A3	614.4241
ATP2B1	1362.6823	ATP2B1	2044.5973
removed	removed	ATP2B2	11.9776
ATP2B4	2168.8822	ATP2B4	7132.5178
ATP2C1	3442.1054	ATP2C1	2678.1524
ATP2C2	532.3718	ATP2C2	178.1346
ATP5A1	11479.8988	ATP5A1	6936.7992
ATP5B	9187.6648	ATP5B	7155.9633
ATP5C1	2930.0899	ATP5C1	1904.9439
ATP5D	299.4457	ATP5D	315.4944
ATP5EP2	20.8815	ATP5EP2	18.3486
ATP5E	2524.7296	ATP5E	2226.5545
ATP5F1	2602.2281	ATP5F1	1764.0163
ATP5G1	593.94	ATP5G1	365.6983
ATP5G2	4806.4152	ATP5G2	3096.3303
ATP5G3	2143.4799	ATP5G3	1472.4771
ATP5H	1884.0751	ATP5H	1127.1662
ATP5I	834.7904	ATP5I	512.5408
ATP5J2	1315.9679	ATP5J2	690.8767
ATP5J	1455.2091	ATP5J	1063.6162
ATP5L	2003.1215	ATP5L	1644.7503
ATP5O	2096.335	ATP5O	1901.1213
ATP5SL	640.0086	ATP5SL	576.9623
ATP5S	196.5449	ATP5S	131.2436
ATP6AP1L	71.4709	ATP6AP1L	49.6942
ATP6AP1	4568.1072	ATP6AP1	2195.209
ATP6AP2	4280.7169	ATP6AP2	3040.7747
ATP6V0A1	1230.9348	ATP6V0A1	1371.5596
ATP6V0A2	541.6285	ATP6V0A2	698.0122
ATP6V0A4	83.5262	ATP6V0A4	53.0071
ATP6V0B	1852.6452	ATP6V0B	855.2497
ATP6V0C	1839.2379	ATP6V0C	1067.1305
ATP6V0D1	1301.3293	ATP6V0D1	1103.211
ATP6V0E1	3034.9282	ATP6V0E1	1978.3384
ATP6V0E2	1301.973	ATP6V0E2	383.9602
ATP6V1A	3393.5741	ATP6V1A	1927.6249
ATP6V1B1	55.1101	ATP6V1B1	182.212
ATP6V1B2	2426.3495	ATP6V1B2	1724.0061
ATP6V1C1	1707.766	ATP6V1C1	1927.37
ATP6V1C2	33.7485	ATP6V1C2	97.3981
ATP6V1D	1298.1002	ATP6V1D	763.7615
ATP6V1E1	1210.2686	ATP6V1E1	1731.9062
ATP6V1E2	37.4576	ATP6V1E2	63.9653
ATP6V1F	1179.9128	ATP6V1F	754.3298
ATP6V1G1	3304.2355	ATP6V1G1	1899.8471
ATP6V1G2	85.0331	ATP6V1G2	31.4526
ATP6V1H	1653.7323	ATP6V1H	950.3058
ATP7A	1214.3588	ATP7A	1174.8216
ATP7B	2611.7001	ATP7B	304.791
ATP8A1	206.0169	ATP8A1	689.0928
ATP8A2	6.0277	ATP8A2	26.5036
ATP8B1	5642.7017	ATP8B1	1551.3634
ATP8B2	738.8192	ATP8B2	1565.7492
ATP8B3	52.742	ATP8B3	14.0163
ATP8B4	113.2339	ATP8B4	189.6024
ATP8B5P	36.166	ATP8B5P	21.4067
ATP9A	1852.6452	ATP9A	3364.4241
ATP9B	570.2599	ATP9B	549.6942
ATPAF1	2477.5136	ATPAF1	1042.0515
ATPAF2	425.1999	ATPAF2	220.4383
ATPBD4	122.4907	ATPBD4	155.7085
ATPIF1	1385.7166	ATPIF1	622.579
ATRIP	405.8059	ATRIP	248.0046
ATRNL1	1251.6011	ATRNL1	68.5525
ATRN	2263.1721	ATRN	2798.1651
ATRX	4073.8389	ATRX	3758.4098
ATR	1245.1429	ATR	1123.8532
ATXN10	1804.2086	ATXN10	1681.9572
ATXN1L	977.8548	ATXN1L	2355.8537
ATXN1	1767.8274	ATXN1	1183.2314
ATXN2L	1845.5411	ATXN2L	1988.787
ATXN2	807.2762	ATXN2	1049.4393
ATXN3	490.6087	ATXN3	817.788
ATXN7L1	292.1264	ATXN7L1	335.1172
ATXN7L2	34.8743	ATXN7L2	75.4332
ATXN7L3B	3886.3355	ATXN7L3B	3486.4934
ATXN7L3	1135.9991	ATXN7L3	1126.4016
ATXN7	787.9016	ATXN7	1178.3894
AUH	306.5497	AUH	341.7431
AUP1	2022.1775	AUP1	1380.1147
AURKAIP1	635.2726	AURKAIP1	430.9378
removed	removed	AURKAPS1	10.7034
AURKA	71.0403	AURKA	40.265
AURKB	28.4161	removed	removed
AURKC	5.5971	AURKC	11.7227
AUTS2	2096.7655	AUTS2	1876.6565
AVEN	157.7956	AVEN	155.9633
AVIL	25.187	AVIL	83.843
AVL9	539.0453	AVL9	458.7156
AVPI1	117.3241	AVPI1	264.7808
AVPR1A	43.27	AVPR1A	178.3894
AVPR2	13.9928	AVPR2	194.1896
AWAT1	19.5899	removed	removed
AWAT2	5.8124	removed	removed
AXIN1	591.7873	AXIN1	531.0907
AXIN2	215.0584	AXIN2	392.2401
AXL	1171.9498	AXL	1637.105
AZGP1	54017.9754	AZGP1	17042.5586
AZI1	85.4636	AZI1	188.0734
AZI2	1158.6029	AZI2	1231.1417
AZIN1	4239.169	AZIN1	3779.5617
removed	removed	AZU1	7.6453
B2M	25234.5945	B2M	39414.8828
B3GALNT1	615.4674	B3GALNT1	446.9929
B3GALNT2	946.6875	B3GALNT2	597.1738
removed	removed	B3GALT1	27.2681
B3GALT2	7.3193	B3GALT2	27.7778
B3GALT4	130.8864	B3GALT4	137.6147
B3GALT5	12.7011	B3GALT5	85.6269
B3GALT6	430.7626	B3GALT6	335.3721
B3GALTL	343.3615	B3GALTL	351.4271
removed	removed	B3GAT1	39.5005
B3GAT2	7.4958	B3GAT2	16.5418
B3GAT3	426.6724	B3GAT3	347.3496
B3GNT1	619.1271	B3GNT1	604.2304
B3GNT2	1217.1573	B3GNT2	1349.1335
B3GNT3	10.5484	B3GNT3	119.7757
B3GNT5	160.3789	B3GNT5	659.7859
B3GNT7	24.1107	B3GNT7	95.5657
B3GNT8	25.8328	B3GNT8	56.5749
B3GNT9	471.8368	B3GNT9	195.7085
B3GNTL1	39.182	B3GNTL1	42.8364
B4GALNT1	15.5234	B4GALNT1	26.8323
B4GALNT2	69.1028	removed	removed
B4GALNT3	817.6094	B4GALNT3	101.9368
B4GALNT4	178.4619	B4GALNT4	125.6371
B4GALT1	7052.3653	B4GALT1	3333.0785
B4GALT2	767.4506	B4GALT2	565.4944
B4GALT3	1186.3732	B4GALT3	699.5413
B4GALT4	549.5937	B4GALT4	356.0143
B4GALT5	1665.5724	B4GALT5	1833.0785
B4GALT6	52.742	B4GALT6	148.8277
B4GALT7	371.5623	B4GALT7	252.8033
B9D1	204.2689	B9D1	94.6203
B9D2	57.0152	B9D2	55.5556
BAALC	8.6109	BAALC	182.212
BACE1	1004.2517	BACE1	1427.8797
BACE2	348.9586	BACE2	1169.9796
BACH1	1107.1525	BACH1	1379.7146
BACH2	91.7066	BACH2	384.0469
BAD	519.0593	BAD	428.9653
BAG1	1237.7655	BAG1	1185.6065
BAG2	146.3861	BAG2	144.2406
BAG3	2063.8286	BAG3	1264.7808
BAG4	343.792	BAG4	284.1488
BAG5	1616.7052	BAG5	1743.1193
BAGE2	8.0039	BAGE2	10.1478
BAHCC1	77.9291	BAHCC1	529.8165
BAHD1	768.7423	BAHD1	803.7717
BAI1	12.2706	BAI1	23.1906
BAI2	1895.6999	BAI2	71.1009
BAI3	14.6386	BAI3	27.7778
BAIAP2L1	387.4926	BAIAP2L1	499.7452
removed	removed	BAIAP2L2	7.1356
BAIAP2	1244.2818	BAIAP2	733.6901
BAIAP3	410.9574	BAIAP3	207.5612
BAK1	292.7722	BAK1	183.7411
BAMBI	738.604	BAMBI	787.4618
BANF1	1693.3427	BANF1	1165.9021
BANK1	16.7913	BANK1	68.5525
BANP	148.1083	BANP	226.5545
BAP1	1246.8651	BAP1	1490.0612
BARD1	74.2694	BARD1	108.053
removed	removed	BARX1	5.0968
BARX2	457.026	BARX2	572.3751
BASP1	479.6297	BASP1	352.4465
BAT1	4625.37	BAT1	5906.1111
BAT2L1	3824.7479	BAT2L1	6805.2064
BAT2L2	5961.7889	BAT2L2	6475.2803
BAT2	4196.3296	BAT2	5638.634
BAT3	3287.0136	BAT3	3293.0683
BAT4	200.2045	BAT4	301.7329
BAT5	1265.1633	BAT5	628.4404
BATF2	92.3524	BATF2	73.9042
BATF3	10.5484	BATF3	16.8196
BATF	129.81	BATF	94.0367
BAX	234.8636	BAX	229.8675
BAZ1A	1805.7155	BAZ1A	1267.8389
BAZ1B	3248.6949	BAZ1B	2794.8522
BAZ2A	2884.6348	BAZ2A	4471.6361
BAZ2B	1634.418	BAZ2B	2104.1488
BBC3	74.2694	BBC3	82.8236
BBOX1	26.2634	BBOX1	338.1753
BBS10	391.5828	BBS10	708.4608
BBS12	340.1324	BBS12	232.6707
BBS1	1207.6853	BBS1	1048.9297
BBS2	2933.7495	BBS2	1411.0601
BBS4	1012.6473	BBS4	393.476
BBS5	270.9886	BBS5	235.3772
BBS7	202.3572	BBS7	418.1957
BBS9	294.0638	BBS9	345.5657
BBX	2906.4098	BBX	2935.525
BCAM	5868.1449	BCAM	3703.6188
BCAN	7.7499	BCAN	18.3486
BCAP29	1744.7931	BCAP29	1626.6565
BCAP31	3320.1658	BCAP31	2971.4577
BCAR1	499.8655	BCAR1	871.0499
BCAR3	1495.067	BCAR3	810.9021
BCAS1	1043.862	BCAS1	226.5545
BCAS2	1023.9148	BCAS2	685.4918
BCAS3	520.9623	BCAS3	455.9123
BCAS4	1532.7485	BCAS4	396.5341
BCAT1	299.4457	BCAT1	513.5066
BCAT2	857.0045	BCAT2	312.4363
