gene_id	TCGA-AC-A2FB-01A-11R-A17B-07	gene_id	TCGA-AC-A2FB-11A-13R-A17B-07
SPAG9	1632.8714	SPAG9	2433.7258
SPARCL1	14689.3589	SPARCL1	25416.408
SPARC	30043.9258	SPARC	47711.1281
SPAST	615.2849	SPAST	541.8302
SPATA13	925.1965	SPATA13	374.3349
SPATA17	60.2966	SPATA17	21.9498
SPATA18	350.4336	SPATA18	483.1971
removed	removed	SPATA1	5.7821
SPATA20	634.4112	SPATA20	1086.6673
removed	removed	SPATA22	8.1756
SPATA24	20.0989	SPATA24	32.7744
SPATA2L	119.9449	SPATA2L	119.371
SPATA2	412.3511	SPATA2	435.0879
SPATA4	5.511	removed	removed
SPATA5L1	114.1097	SPATA5L1	125.3847
SPATA5	273.9282	SPATA5	232.127
SPATA6	138.4229	SPATA6	159.3618
SPATA7	137.4504	SPATA7	189.1294
SPATA9	5.1998	SPATA9	14.4328
SPATS2L	1379.0421	SPATS2L	1582.4931
SPATS2	601.3453	SPATS2	411.0333
SPC24	7.1319	removed	removed
SPC25	46.6813	SPC25	12.328
SPCS1	2510.4012	SPCS1	1870.7966
SPCS2	660.6694	SPCS2	640.7548
SPCS3	2694.8699	SPCS3	2741.6249
SPDEF	2708.1611	SPDEF	1061.4099
SPDYA	6.4025	SPDYA	10.6081
SPDYE1	9.0769	SPDYE1	9.9225
SPDYE3	109.7398	SPDYE3	88.2834
SPDYE5	6.4835	removed	removed
SPDYE6	23.0165	SPDYE6	22.2505
SPDYE8P	24.3132	SPDYE8P	18.041
SPEF1	16.2088	SPEF1	7.5171
SPEF2	236.9722	SPEF2	166.2775
SPEG	114.7581	SPEG	527.6981
SPEN	3090.0397	SPEN	2635.4839
removed	removed	SPESP1	28.2131
SPG11	1505.4705	SPG11	1009.0911
SPG20	1439.987	SPG20	1860.3239
SPG21	1878.9205	SPG21	1987.212
SPG7	846.4219	SPG7	1015.4055
SPHAR	95.8651	SPHAR	157.5156
SPHK1	221.2789	SPHK1	352.9714
SPHK2	192.2684	SPHK2	201.2379
removed	removed	SPHKAP	92.911
SPI1	593.5651	SPI1	476.8828
SPIB	321.582	SPIB	5.1116
SPIN1	2842.6939	SPIN1	2961.1232
removed	removed	SPIN2A	6.3143
SPIN2B	69.1304	SPIN2B	117.2602
SPIN3	209.7415	SPIN3	265.2021
SPIN4	166.302	SPIN4	178.3048
SPINK2	5.511	SPINK2	6.0137
SPINK5	6.1593	SPINK5	15.6355
SPINK8	74.8845	removed	removed
SPINLW1	10.3736	removed	removed
SPINT1	3995.4615	SPINT1	2199.494
SPINT2	8100.8185	SPINT2	5400.2613
SPIRE1	915.4713	SPIRE1	742.6863
SPIRE2	111.8405	SPIRE2	54.1229
SPNS1	605.7249	SPNS1	581.0362
SPNS2	857.2202	SPNS2	846.7255
SPNS3	28.5274	SPNS3	9.0205
SPN	847.3944	SPN	223.1066
SPOCD1	44.412	SPOCD1	6.0137
SPOCK1	683.3617	SPOCK1	706.905
SPOCK2	2815.7873	SPOCK2	462.45
SPOCK3	16.5329	SPOCK3	48.4099
SPON1	731.0155	SPON1	1134.4758
SPON2	689.8452	SPON2	1034.6492
SPOPL	2249.1288	SPOPL	925.2007
SPOP	1133.6413	SPOP	1558.1378
SPP1	884.3504	SPP1	646.4678
SPPL2A	867.1691	SPPL2A	614.2948
SPPL2B	596.8069	SPPL2B	562.5773
SPPL3	1363.4816	SPPL3	1650.1467
SPRED1	875.5977	SPRED1	1587.0033
SPRED2	2134.6949	SPRED2	1309.4732
SPRN	37.9285	SPRN	37.2847
removed	removed	SPRR2F	7.8178
SPRY1	2164.8432	SPRY1	2186.5646
SPRY2	488.2081	SPRY2	2084.9338
SPRY3	58.6757	SPRY3	67.9543
SPRY4	896.9933	SPRY4	978.4215
SPRYD3	1396.5475	SPRYD3	2100.87
SPRYD4	314.4501	SPRYD4	252.8742
SPR	1078.5315	SPR	639.5521
SPSB1	485.6147	SPSB1	761.6293
SPSB2	87.8515	SPSB2	95.9178
SPSB3	518.0323	SPSB3	567.3883
removed	removed	SPSB4	29.4669
removed	removed	SPTA1	8.1184
SPTAN1	9631.8989	SPTAN1	10303.1934
SPTBN1	7521.193	SPTBN1	23577.4326
SPTBN2	962.8009	SPTBN2	665.1101
SPTBN4	15.8846	SPTBN4	51.1161
SPTBN5	89.4692	SPTBN5	82.793
SPTB	82.3405	SPTB	128.0908
SPTLC1	1677.2834	SPTLC1	1741.8549
SPTLC2	3892.0496	SPTLC2	1826.6474
SPTLC3	272.9557	SPTLC3	305.1929
SPTY2D1	1272.4435	SPTY2D1	876.0511
SQLE	518.0323	SQLE	284.1452
SQRDL	2290.2991	SQRDL	1348.5619
SQSTM1	10530.7043	SQSTM1	7972.6559
SR140	1986.5467	SR140	1795.0757
SRA1	542.9938	SRA1	440.1995
SRBD1	421.7522	SRBD1	441.7029
SRCAP	4561.1476	SRCAP	3048.9226
SRCIN1	558.23	SRCIN1	131.3983
SRCRB4D	13.3333	SRCRB4D	41.822
SRC	752.0869	SRC	845.2191
SRD5A1	308.615	SRD5A1	141.0202
removed	removed	SRD5A2	6.0137
SRD5A3	1195.5361	SRD5A3	387.5199
SREBF1	6009.8873	SREBF1	2600.6047
SREBF2	3313.0724	SREBF2	3101.2414
SRFBP1	286.2469	SRFBP1	205.3663
SRF	912.2295	SRF	1718.4016
SRGAP1	344.9226	SRGAP1	469.6664
SRGAP2	811.7351	SRGAP2	878.8955
SRGAP3	366.6424	SRGAP3	289.8581
SRGN	3230.7318	SRGN	1825.7454
SRI	1658.8054	SRI	1662.7753
SRL	64.1867	SRL	62.8427
SRM	886.6197	SRM	1101.4007
SRP14	3972.1209	SRP14	4463.9354
SRP19	596.862	SRP19	484.0901
SRP54	1253.9104	SRP54	1044.5717
SRP68	1958.0193	SRP68	2127.9315
SRP72	3149.3638	SRP72	2497.4705
SRP9	6619.3371	SRP9	3514.6801
SRPK1	1373.5311	SRPK1	793.5016
SRPK2	1220.5203	SRPK2	959.4785
SRPK3	56.2963	SRPK3	8.6085
SRPRB	1380.6629	SRPRB	1138.6854
SRPR	3300.7537	SRPR	3868.5836
SRPX2	163.3844	SRPX2	603.4702
SRPX	258.0436	SRPX	1996.5331
SRRD	280.4117	SRRD	242.0496
SRRM1	2323.6891	SRRM1	1746.3651
SRRM2	13920.7359	SRRM2	9350.0292
SRRM3	44.7362	SRRM3	68.5557
SRRM5	24.0246	SRRM5	15.3228
SRRT	1325.8773	SRRT	956.7724
SRR	228.307	SRR	295.0479
SRXN1	994.8942	SRXN1	602.5681
SS18L1	336.1699	SS18L1	314.2134
SS18L2	264.8513	SS18L2	264.3001
SS18	2358.0517	SS18	1940.0048
SSBP1	973.8228	SSBP1	955.2689
SSBP2	491.774	SSBP2	770.0484
SSBP3	665.5321	SSBP3	860.8546
SSBP4	425.3181	SSBP4	524.992
SSB	1782.7409	SSB	2060.1125
SSC5D	491.774	SSC5D	1222.5759
SSFA2	2443.634	SSFA2	2800.5587
SSH1	1354.7289	SSH1	1298.9493
SSH2	931.68	SSH2	782.3764
SSH3	1411.7838	SSH3	961.884
SSNA1	623.3893	SSNA1	462.45
SSPN	1018.8832	SSPN	2910.0072
SSPO	31.445	SSPO	18.3416
SSR1	4519.0048	SSR1	3790.4061
SSR2	6046.195	SSR2	4942.3215
SSR3	3164.2759	SSR3	4630.5136
SSR4	2458.5461	SSR4	2678.4815
SSRP1	3515.682	SSRP1	3615.4088
SSSCA1	248.3183	SSSCA1	250.4687
SSTR1	53.8131	SSTR1	48.1092
SSTR2	153.335	SSTR2	33.3758
SSTR3	7.1319	SSTR3	6.3143
SSU72	2471.1889	SSU72	2591.8849
SSX2IP	556.6091	SSX2IP	244.455
ST13	5624.1186	ST13	6728.9781
ST14	1778.7503	ST14	1793.5723
ST20	21.0033	ST20	29.8608
ST3GAL1	4072.2911	ST3GAL1	1325.71
ST3GAL2	526.4608	ST3GAL2	550.55
ST3GAL3	168.8954	ST3GAL3	424.8647
ST3GAL4	377.6643	ST3GAL4	434.1858
ST3GAL5	289.1644	ST3GAL5	523.1879
ST3GAL6	70.6702	ST3GAL6	155.7536
ST5	984.8448	ST5	2537.762
ST6GAL1	2091.2554	ST6GAL1	2438.236
ST6GAL2	28.2033	ST6GAL2	136.2093
ST6GALNAC1	134.2086	ST6GALNAC1	115.1615
ST6GALNAC2	718.0485	ST6GALNAC2	694.8777
ST6GALNAC3	158.1976	ST6GALNAC3	161.4666
ST6GALNAC4	201.6371	ST6GALNAC4	326.2407
ST6GALNAC5	1135.5864	ST6GALNAC5	196.0451
ST6GALNAC6	914.1746	ST6GALNAC6	2385.9172
ST7L	521.274	ST7L	424.564
ST7OT1	27.6878	ST7OT1	56.7328
ST7	501.6646	ST7	667.5427
ST8SIA1	167.2745	ST8SIA1	280.8376
ST8SIA2	70.6702	ST8SIA2	49.312
ST8SIA4	600.3728	ST8SIA4	275.726
ST8SIA5	6.8077	removed	removed
ST8SIA6	370.2083	ST8SIA6	52.0181
STAB1	789.2082	STAB1	2089.408
STAB2	9.0769	STAB2	138.6147
STAC2	2423.5351	STAC2	5036.1345
STAC3	76.9884	STAC3	38.4333
STAC	33.0659	STAC	221.3025
STAG1	1041.0763	STAG1	1178.8416
STAG2	3370.4514	STAG2	3206.781
STAG3L1	99.846	STAG3L1	16.8382
STAG3L2	38.2527	STAG3L2	96.2185
STAG3L3	159.8282	STAG3L3	179.1949
STAG3L4	93.6867	STAG3L4	125.3847
STAG3	30.5633	STAG3	24.1238
STAM2	1029.581	STAM2	937.8293
STAMBPL1	157.2251	STAMBPL1	134.7058
STAMBP	634.087	STAMBP	607.9804
STAM	588.0541	STAM	473.5753
STAP1	120.2691	STAP1	21.3485
STAP2	312.1809	STAP2	322.0312
STARD10	1060.7018	STARD10	1217.1636
STARD13	584.164	STARD13	953.4648
STARD3NL	618.5266	STARD3NL	581.5203
STARD3	3997.7308	STARD3	700.8914
STARD4	58.6757	STARD4	23.4533
STARD5	185.4283	STARD5	166.8789
STARD7	3596.4957	STARD7	3597.2776
STARD8	330.0105	STARD8	541.2289
STAR	12.967	STAR	13.8314
STAT1	15327.0119	STAT1	3613.0033
STAT2	3053.7321	STAT2	1876.8614
STAT3	10076.0191	STAT3	7737.1672
STAT4	290.7853	STAT4	109.1478
STAT5A	1929.816	STAT5A	2514.6094
STAT5B	2795.0401	STAT5B	3555.2722
STAT6	3035.9024	STAT6	4100.41
STAU1	3266.3911	STAU1	2905.1962
STAU2	911.257	STAU2	653.3835
STBD1	755.2217	STBD1	1112.2794
STC1	575.7355	STC1	948.9546
STC2	7038.1717	STC2	7704.9942
STEAP1	141.0163	STEAP1	401.7121
STEAP2	1585.2176	STEAP2	1002.7768
STEAP3	2803.7929	STEAP3	1540.9988
STEAP4	836.0483	STEAP4	4151.8267
STIL	173.758	STIL	51.1161
STIM1	1793.6624	STIM1	2377.1974
STIM2	609.1255	STIM2	679.8436
STIP1	2887.1059	STIP1	1912.9433
STK10	1561.5528	STK10	837.4013
STK11IP	409.7577	STK11IP	277.5301
STK11	769.9165	STK11	728.8549
STK16	680.4441	STK16	608.2811
STK17A	755.0045	STK17A	662.1033
STK17B	2239.4035	STK17B	1196.4165
STK19	391.8729	STK19	290.8053
STK24	3123.754	STK24	2810.4812
STK25	1168.6522	STK25	1376.8261
removed	removed	STK32A	32.7744
STK32B	142.6372	STK32B	278.1315
STK32C	83.3487	STK32C	87.2401
STK35	1543.399	STK35	1176.5714
STK36	503.1202	STK36	321.4298
STK38L	814.0044	STK38L	930.613
STK38	1082.0974	STK38	1473.6459
STK39	1183.8885	STK39	574.304
STK3	632.7903	STK3	650.978
STK40	1390.7124	STK40	1676.6067
STK4	2059.162	STK4	1003.9795
removed	removed	STL	6.3655
STMN1	2113.2993	STMN1	1424.9353
STMN2	6.8077	STMN2	44.501
STMN3	419.1588	STMN3	720.7364
STOML1	170.1921	STOML1	248.3639
STOML2	1271.0917	STOML2	1310.6759
STOM	9319.0696	STOM	8771.5157
STON1	286.571	STON1	620.6091
STON2	254.4777	STON2	390.8875
STOX1	50.8955	STOX1	92.3096
STOX2	38.2527	STOX2	47.5079
STRA13	362.4281	STRA13	224.3093
STRA6	254.8018	STRA6	59.8359
STRADA	667.8013	STRADA	558.6685
STRADB	368.9116	STRADB	279.0335
STRAP	2702.326	STRAP	2153.4895
STRBP	1841.6403	STRBP	478.6869
STRC	70.0219	STRC	17.4546
STRN3	744.3067	STRN3	734.5678
STRN4	1359.9157	STRN4	1229.7922
STRN	515.763	STRN	318.7237
STS	561.7959	STS	887.916
STT3A	2608.3151	STT3A	3398.3159
STT3B	2569.0899	STT3B	1507.0217
STUB1	1323.3455	STUB1	1257.8249
STX10	247.9942	STX10	227.9175
STX11	256.7469	STX11	390.5868
STX12	1408.542	STX12	2016.0775
STX16	1220.1961	STX16	1304.0609
STX17	1268.4983	STX17	983.8338
STX18	564.7135	STX18	494.3224
removed	removed	STX19	25.558
STX1A	38.8946	STX1A	24.9567
STX1B	58.6757	STX1B	49.0113
STX2	170.8404	STX2	394.7964
STX3	836.3725	STX3	558.9691
STX4	551.7465	STX4	629.9303
STX5	1085.3392	STX5	1136.2799
STX6	1545.5385	STX6	975.9138
STX7	1200.4214	STX7	1802.8935
STX8	290.137	STX8	488.9101
STXBP1	491.4499	STXBP1	1276.3981
STXBP2	1360.5641	STXBP2	677.1374
STXBP3	1120.3501	STXBP3	965.1915
STXBP4	159.4943	STXBP4	125.6854
STXBP5	512.518	STXBP5	441.9464
STXBP6	11.022	STXBP6	76.0727
STYK1	94.335	STYK1	54.7243
STYXL1	625.3343	STYXL1	477.1834
STYX	686.6035	STYX	487.4067
SUB1	2816.1115	SUB1	3557.9784
SUCLA2	767.3134	SUCLA2	1106.6416
SUCLG1	1482.454	SUCLG1	1886.1826
SUCLG2	1472.0804	SUCLG2	1430.949
SUCNR1	18.8022	SUCNR1	32.4737
SUDS3	1106.7347	SUDS3	1243.6236
SUFU	783.5319	SUFU	736.6726
SUGT1L1	62.7539	SUGT1L1	62.7525
SUGT1	459.0323	SUGT1	517.7756
SULF1	3072.5342	SULF1	2596.6958
SULF2	2549.9635	SULF2	3632.247
SULT1A1	566.0102	SULT1A1	726.1487
SULT1A2	36.6318	SULT1A2	27.9635
SULT1A3	425.4413	SULT1A3	899.8651
SULT1C2	24.9615	SULT1C2	35.4806
SULT1C4	52.5164	SULT1C4	76.6741
SULT1E1	5.511	removed	removed
SULT2B1	103.4119	SULT2B1	167.7809
SULT4A1	9.0769	removed	removed
SUMF1	1247.4269	SUMF1	1384.0425
SUMF2	3366.8855	SUMF2	3332.767
SUMO1P3	181.214	SUMO1P3	180.7103
SUMO1	2161.2773	SUMO1	1877.4628
SUMO2	3137.0451	SUMO2	3361.9333
SUMO3	2611.2327	SUMO3	2736.8139
SUN1	1710.3493	SUN1	2960.5219
SUN2	3377.2591	SUN2	5394.5483
SUOX	995.8668	SUOX	638.0487
SUPT16H	4062.5658	SUPT16H	3240.4575
SUPT3H	76.8296	SUPT3H	143.125
SUPT4H1	1478.2559	SUPT4H1	1343.1707
SUPT5H	2282.1947	SUPT5H	2323.6759
SUPT6H	4275.5491	SUPT6H	3038.098
SUPT7L	766.8109	SUPT7L	916.1802
SUPV3L1	450.2796	SUPV3L1	518.6777
SURF1	534.241	SURF1	583.9258
SURF2	163.3844	SURF2	156.0543
SURF4	4290.7853	SURF4	5856.6976
SURF6	438.9335	SURF6	556.8644
SUSD1	438.2851	SUSD1	265.8035
SUSD2	3650.8631	SUSD2	448.6186
SUSD3	1097.982	SUSD3	262.496
SUSD4	532.6201	SUSD4	158.7605
SUSD5	61.9175	SUSD5	61.3393
SUV39H1	235.6755	SUV39H1	214.0861
SUV39H2	119.2965	SUV39H2	122.9792
SUV420H1	1223.7621	SUV420H1	1190.4028
SUV420H2	71.6428	SUV420H2	79.0796
SUZ12P	195.8019	SUZ12P	72.4645
SUZ12	1296.0532	SUZ12	751.4061
SV2A	128.3735	SV2A	141.0202
SV2B	77.1537	SV2B	322.0312
SVEP1	1302.5918	SVEP1	5783.1627
SVIL	2609.3427	SVIL	4031.253
SVIP	482.6971	SVIP	231.8264
SVOPL	10.0494	SVOPL	9.0205
SWAP70	2483.1834	SWAP70	2878.1348
SYAP1	1445.498	SYAP1	937.5287
SYBU	490.8015	SYBU	919.3734
removed	removed	SYCE1L	12.328
removed	removed	SYCE1	11.3688
SYCE2	11.6703	SYCE2	5.4123
SYCP2L	6.1593	SYCP2L	5.713
SYCP2	95.3076	SYCP2	155.7536
SYDE1	171.4888	SYDE1	565.8848
SYDE2	979.658	SYDE2	98.9246
SYF2	1144.3391	SYF2	1456.2063
SYK	1388.7673	SYK	833.4924
SYMPK	2037.7664	SYMPK	1405.9923
SYN1	16.2088	SYN1	17.7403
SYN2	236.3239	SYN2	276.0267
SYN3	6.4835	SYN3	16.5375
SYNCRIP	4321.9062	SYNCRIP	3740.7935
SYNC	161.7959	SYNC	393.0163
SYNE1	1679.5526	SYNE1	3087.41
SYNE2	4726.1528	SYNE2	4244.1363
SYNGAP1	431.4774	SYNGAP1	344.5824
SYNGR1	879.9352	SYNGR1	992.8813
SYNGR2	5012.3997	SYNGR2	2956.9137
SYNGR3	16.5329	SYNGR3	6.615
SYNJ1	507.6586	SYNJ1	384.2725
SYNJ2BP	1945.7006	SYNJ2BP	1256.8537
SYNJ2	730.3671	SYNJ2	680.445
SYNM	5422.4816	SYNM	19120.4129
SYNPO2L	28.8516	SYNPO2L	28.5649
SYNPO2	1799.4975	SYNPO2	6238.264
SYNPO	2315.9089	SYNPO	5412.5893
SYNRG	1544.3715	SYNRG	1149.51
SYPL1	3240.7813	SYPL1	3721.5498
SYPL2	10.6978	SYPL2	23.7539
SYP	23.6648	SYP	39.9908
SYS1-DBNDD2	19.5121	SYS1-DBNDD2	20.3953
SYS1	1221.4863	SYS1	1170.2029
SYT11	737.499	SYT11	676.5361
SYT12	356.9171	SYT12	602.5681
SYT13	20.423	SYT13	48.4099
SYT15	465.84	SYT15	420.3544
SYT17	166.6261	SYT17	76.3734
SYT1	46.3571	SYT1	126.8881
SYT2	11.6703	SYT2	10.2232
SYT6	17.1813	SYT6	25.2573
SYT7	2594.6997	SYT7	799.816
SYT8	41.4944	SYT8	174.0953
SYT9	77.4779	SYT9	31.271
SYTL1	371.1808	SYTL1	410.1312
SYTL2	1396.5475	SYTL2	808.8365
SYTL3	251.2359	SYTL3	210.7786
SYTL4	441.5269	SYTL4	645.5658
SYTL5	213.3074	SYTL5	93.5123
SYVN1	1515.5199	SYVN1	1594.5204
TAB1	740.2934	TAB1	703.5705
TAB2	3674.8521	TAB2	2617.1422
TAB3	999.7569	TAB3	690.0668
TAC1	50.5714	TAC1	23.7539
TACC1	2820.3258	TACC1	7299.0725
TACC2	1035.092	TACC2	1618.8757
TACC3	577.3563	TACC3	194.8424
TACO1	385.1204	TACO1	348.4912
TACR1	256.4227	TACR1	631.4337
TACR2	12.3187	TACR2	20.7471
TACSTD2	7343.5449	TACSTD2	8205.9316
TADA1	331.3072	TADA1	273.0199
TADA2A	131.6152	TADA2A	205.3663
TADA2B	1500.6078	TADA2B	1052.0888
TADA3	1682.9792	TADA3	1768.5495
TAF10	766.0264	TAF10	694.2764
TAF11	509.2795	TAF11	468.163
TAF12	445.7411	TAF12	365.3295
TAF13	181.8624	TAF13	162.6693
TAF15	1418.9156	TAF15	1941.5082
TAF1A	68.7252	TAF1A	72.1638
TAF1B	247.0216	TAF1B	239.3434
TAF1C	349.7852	TAF1C	605.575
TAF1D	323.8188	TAF1D	478.1998
TAF1L	36.6318	TAF1L	25.8587
TAF1	1325.5531	TAF1	1327.8148
TAF2	739.1199	TAF2	592.3449
TAF3	243.1315	TAF3	251.6714
TAF4B	143.2855	TAF4B	206.8697
TAF4	431.4774	TAF4	355.407
TAF5L	757.2737	TAF5L	605.8756
TAF5	71.6428	TAF5	98.0226
TAF6L	163.7086	TAF6L	169.8857
TAF6	1103.493	TAF6	1042.8518
TAF7	2563.5789	TAF7	3208.2844
TAF8	503.4444	TAF8	469.3657
TAF9B	955.0207	TAF9B	835.2965
TAF9	1226.3555	TAF9	1030.2622
TAGAP	920.9823	TAGAP	368.637
TAGLN2	14986.3036	TAGLN2	11730.8349
TAGLN	5379.5543	TAGLN	36071.1265
TAL1	140.3679	TAL1	307.2977
TALDO1	1833.5359	TALDO1	2505.2883
TANC1	1177.7292	TANC1	1333.8285
TANC2	2021.2335	TANC2	607.3791
TANK	1089.2293	TANK	1743.659
TAOK1	957.6141	TAOK1	337.6667
TAOK2	1297.9982	TAOK2	1186.1933
TAOK3	1053.8942	TAOK3	1071.0318
TAP1	4448.9829	TAP1	2032.0137
TAP2	1635.28	TAP2	1140.7721
TAPBPL	583.8463	TAPBPL	657.0278
TAPBP	5962.2336	TAPBP	3489.7234
TAPT1	1347.5971	TAPT1	818.1576
TARBP1	793.5813	TARBP1	427.2701
TARBP2	247.9942	TARBP2	248.9653
TARDBP	3571.7643	TARDBP	3177.9155
TARP	71.9669	TARP	11.4259
TARS2	706.7023	TARS2	383.9718
TARSL2	228.8678	TARSL2	279.0335
TARS	2229.0299	TARS	1355.7783
TAS1R1	5.8352	TAS1R1	6.0137
TAS1R3	38.5769	TAS1R3	7.5171
TAS2R14	5.3294	TAS2R14	8.38
TAS2R20	16.8571	TAS2R20	21.6492
TAS2R4	8.7527	removed	removed
TAS2R5	9.4011	TAS2R5	6.0137
TASP1	170.5162	TASP1	274.5233
TATDN1	299.8622	TATDN1	406.8237
TATDN2	1672.0966	TATDN2	1493.491
TATDN3	391.6039	TATDN3	308.5005
TAT	531.3234	TAT	1627.5955
TAX1BP1	3775.9948	TAX1BP1	3209.7878
TAX1BP3	1572.3154	TAX1BP3	2613.7114
TAZ	209.0931	TAZ	250.7694
TBC1D10A	532.7077	TBC1D10A	491.7154
TBC1D10B	1030.2294	TBC1D10B	1004.8816
TBC1D10C	244.1041	TBC1D10C	51.7174
TBC1D12	602.3179	TBC1D12	481.9944
TBC1D13	1204.9599	TBC1D13	1410.8032
TBC1D14	2074.0741	TBC1D14	2462.892
TBC1D15	1254.2345	TBC1D15	1433.6551
TBC1D16	740.0924	TBC1D16	589.0374
TBC1D17	810.9895	TBC1D17	1144.0105
TBC1D19	136.1537	TBC1D19	117.2663
TBC1D1	1279.8444	TBC1D1	1383.4411
TBC1D20	1584.5693	TBC1D20	1510.9306
TBC1D22A	386.4171	TBC1D22A	454.6322
TBC1D22B	547.114	TBC1D22B	407.407
TBC1D23	768.2956	TBC1D23	843.1143
TBC1D24	374.7467	TBC1D24	268.5097
TBC1D25	381.2302	TBC1D25	499.1333
TBC1D2B	1824.1349	TBC1D2B	2394.9377
TBC1D2	272.6315	TBC1D2	520.4818
TBC1D3B	85.2581	TBC1D3B	64.9475
TBC1D3C	14.9121	TBC1D3C	14.1321
TBC1D3H	6.1593	removed	removed
TBC1D3	242.4119	TBC1D3	166.5061
TBC1D4	1378.7179	TBC1D4	1827.2488
TBC1D5	1675.0142	TBC1D5	2150.182
TBC1D7	180.5657	TBC1D7	162.3777
TBC1D8B	186.725	TBC1D8B	286.5506
TBC1D8	1389.7398	TBC1D8	798.6133
TBC1D9B	3565.2808	TBC1D9B	4189.1114
TBC1D9	13827.7008	TBC1D9	3644.575
TBCA	1151.4709	TBCA	1109.8198
TBCB	728.6976	TBCB	769.011
TBCCD1	253.5051	TBCCD1	227.3161
TBCC	432.45	TBCC	501.5387
TBCD	1421.8754	TBCD	1165.8851
TBCEL	336.494	TBCEL	382.7691
TBCE	280.6419	TBCE	232.4728
TBCK	590.4952	TBCK	441.4022
TBK1	713.1858	TBK1	669.019
TBKBP1	177.9723	TBKBP1	312.4093
TBL1XR1	7011.2651	TBL1XR1	2950.5993
TBL1X	2300.6727	TBL1X	1209.6465
TBL2	999.1085	TBL2	715.0235
TBL3	630.5211	TBL3	670.8231
TBPL1	193.5327	TBPL1	245.9584
TBP	227.5711	TBP	285.6486
TBRG1	493.3949	TBRG1	881.1927
TBRG4	626.3068	TBRG4	579.4156
TBX15	92.39	TBX15	478.6869
TBX18	71.9669	TBX18	180.7103
TBX19	59.0194	TBX19	74.5723
TBX1	27.8791	TBX1	108.2458
TBX20	12.3187	removed	removed
TBX21	109.5713	TBX21	23.4533
TBX2	156.9009	TBX2	176.8014
TBX3	3324.0943	TBX3	1334.1291
TBX5	40.5219	TBX5	106.7424
TBX6	24.3132	TBX6	30.0683
TBXA2R	58.6757	TBXA2R	57.7311
TBXAS1	328.7138	TBXAS1	461.8486
TC2N	2336.6561	TC2N	1859.1211
TCAM1P	18.8022	removed	removed
TCAP	35.0109	removed	removed
TCEA1	1450.3606	TCEA1	1436.0606
TCEA2	179.5932	TCEA2	337.6667
TCEA3	1000.7294	TCEA3	790.7955
TCEAL1	348.4885	TCEAL1	582.7231
TCEAL2	16.8571	TCEAL2	70.0591
TCEAL3	431.4774	TCEAL3	535.8166
TCEAL4	1502.2287	TCEAL4	2385.6165
TCEAL5	22.3681	TCEAL5	56.829
TCEAL6	16.5329	TCEAL6	22.8519
TCEAL7	51.5439	TCEAL7	220.7011
TCEAL8	852.5812	TCEAL8	1148.6079
TCEANC	60.945	TCEANC	71.5625
TCEB1	505.0652	TCEB1	468.7643
TCEB2	1140.449	TCEB2	1240.6168
TCEB3	1523.4265	TCEB3	1361.5815
TCERG1	827.6197	TCERG1	783.8798
TCF12	1956.7226	TCF12	1899.1901
removed	removed	TCF15	15.0341
TCF19	372.1533	TCF19	353.3022
TCF20	1556.366	TCF20	1125.4553
removed	removed	TCF21	13.5307
TCF25	1506.7672	TCF25	2232.569
TCF3	1177.7292	TCF3	944.4444
TCF4	2701.0293	TCF4	3477.6961
TCF7L1	322.2303	TCF7L1	1464.3247
TCF7L2	613.3398	TCF7L2	1343.1496
TCF7	1091.4985	TCF7	816.0528
TCFL5	314.1259	TCFL5	414.6414
TCHH	8.1044	TCHH	7.8178
TCHP	266.2128	TCHP	328.6552
TCIRG1	519.0048	TCIRG1	609.4838
TCL1A	392.9006	removed	removed
TCL6	13.2912	removed	removed
TCN1	182.8349	TCN1	339.1701
TCN2	647.0541	TCN2	1189.2001
TCOF1	744.955	TCOF1	827.4788
TCP10L	33.3576	TCP10L	11.1854
TCP11L1	177.7778	TCP11L1	238.4985
TCP11L2	174.0822	TCP11L2	253.4755
TCP1	3448.1692	TCP1	3707.1561
TCTA	994.5701	TCTA	996.4625
TCTE3	26.2582	TCTE3	34.2778
removed	removed	TCTEX1D1	17.7403
TCTEX1D2	129.6702	TCTEX1D2	96.8168
TCTN1	540.9871	TCTN1	736.9793
TCTN2	456.7631	TCTN2	610.3859
TCTN3	1438.042	TCTN3	1305.865
TDG	469.7301	TDG	270.3137
TDO2	52.5164	removed	removed
TDP1	457.0873	TDP1	342.7783
TDP2	842.5318	TDP2	884.6085
TDRD10	6.4835	TDRD10	47.8085
removed	removed	TDRD1	10.2232
TDRD3	382.2028	TDRD3	406.8237
TDRD5	114.7581	TDRD5	94.1137
TDRD6	11.022	TDRD6	10.8246
TDRD7	837.9934	TDRD7	483.7985
TDRD9	5.511	TDRD9	6.3143
TDRG1	13.6154	removed	removed
TDRKH	450.2796	TDRKH	256.1817
TEAD1	1846.8271	TEAD1	2658.0351
TEAD2	374.7467	TEAD2	887.916
TEAD3	627.9277	TEAD3	804.0255
TEAD4	148.4723	TEAD4	173.7946
TECPR1	311.8567	TECPR1	241.4482
TECPR2	788.7187	TECPR2	1021.7198
TECR	2511.3867	TECR	1795.0757
TECTA	22.3681	TECTA	13.5307
TEC	52.1922	TEC	45.4031
TEDDM1	5.1868	removed	removed
TEF	1349.8663	TEF	2249.4073
TEKT1	15.5604	removed	removed
