gene_id	TCGA-E9-A1RD-01A-11R-A157-07	gene_id	TCGA-E9-A1RD-11A-33R-A157-07
ANKS1A	846.7228	ANKS1A	1123.0961
ANKS1B	204.5411	ANKS1B	39.7886
ANKS3	184.9875	ANKS3	156.9786
ANKS6	60.4618	ANKS6	389.4933
ANKZF1	548.7875	ANKZF1	473.4224
ANLN	500.4181	ANLN	62.4806
ANO10	1372.8694	ANO10	1127.7588
ANO1	2357.2393	ANO1	1912.3407
ANO2	16.2089	ANO2	82.9966
removed	removed	ANO3	95.7414
removed	removed	ANO4	30.1523
removed	removed	ANO5	70.2518
ANO6	2301.9232	ANO6	10695.6792
ANO7	35.7625	ANO7	8.3929
ANO8	359.6835	ANO8	219.4591
ANO9	204.7984	ANO9	23.6245
ANP32A	2584.6787	ANP32A	2308.9835
ANP32B	1897.9867	ANP32B	3205.1601
ANP32E	837.2033	ANP32E	918.5577
ANPEP	14768.8943	ANPEP	3807.5847
ANTXR1	4100.0836	ANTXR1	5167.5474
ANTXR2	853.4122	ANTXR2	4583.152
ANUBL1	425.5483	ANUBL1	150.7616
ANXA11	2722.0686	ANXA11	5973.8887
ANXA1	1198.6878	ANXA1	23510.1026
ANXA2P1	77.6999	ANXA2P1	134.9083
ANXA2P2	4318.518	ANXA2P2	8460.056
removed	removed	ANXA2P3	7.1495
ANXA2	13234.7077	ANXA2	24935.3435
ANXA3	96.2244	ANXA3	1303.6991
ANXA4	1629.8964	ANXA4	1964.5633
ANXA5	5632.9839	ANXA5	19246.503
ANXA6	6301.9232	ANXA6	12287.2241
ANXA7	3905.8339	ANXA7	3870.3761
ANXA8L2	14.1506	ANXA8L2	156.6677
ANXA8	31.9033	ANXA8	287.2241
ANXA9	1138.9979	ANXA9	91.3895
AOAH	87.4767	AOAH	130.8673
AOC2	5.1457	AOC2	323.9043
AOC3	402.1355	AOC3	33958.0354
AOX1	187.8176	AOX1	2850.171
AP1AR	960.6998	AP1AR	436.7423
AP1B1	1992.4101	AP1B1	1949.9534
AP1G1	3277.2882	AP1G1	2390.7367
AP1G2	1800.1209	AP1G2	504.1094
AP1M1	730.6876	AP1M1	1244.9487
AP1M2	3086.1259	AP1M2	316.133
AP1S1	598.958	AP1S1	371.7749
AP1S2	319.0326	AP1S2	785.5145
AP1S3	229.4977	AP1S3	41.9646
AP2A1	1514.7591	AP2A1	1505.959
AP2A2	1764.4562	AP2A2	2055.6419
AP2B1	11254.6472	AP2B1	6285.6699
AP2M1	4365.3438	AP2M1	5470.314
AP2S1	1592.0756	AP2S1	806.6522
AP3B1	2132.1155	AP3B1	1538.3898
AP3B2	33.447	AP3B2	29.5306
AP3D1	2829.0989	AP3D1	2223.5002
AP3M1	1937.094	AP3M1	1882.8101
AP3M2	752.5568	AP3M2	631.6444
AP3S1	1582.0416	AP3S1	1587.193
AP3S2	2323.1157	AP3S2	2464.3767
AP4B1	360.3422	AP4B1	358.1194
AP4E1	456.4225	AP4E1	408.1442
AP4M1	409.854	AP4M1	263.2888
AP4S1	69.4668	AP4S1	85.7942
APAF1	526.6611	APAF1	515.6979
APBA1	63.0347	APBA1	261.1128
APBA2	33.1897	APBA2	29.8415
APBA3	165.9484	APBA3	102.58
APBB1IP	230.2695	APBB1IP	1309.6052
APBB1	319.8045	APBB1	654.0255
APBB2	4212.7742	APBB2	2966.7392
APBB3	376.1497	APBB3	263.2888
APC2	5.4493	removed	removed
APCDD1L	11.5778	APCDD1L	98.539
APCDD1	442.5291	APCDD1	1828.7224
APC	1331.4466	APC	1491.7625
APEH	2425.9343	APEH	1042.5863
APEX1	2433.1382	APEX1	2147.3422
APEX2	977.4233	APEX2	309.2944
APH1A	6195.922	APH1A	2927.5723
APH1B	1123.3035	APH1B	633.1986
API5	2687.5925	API5	2449.7979
APIP	421.8126	APIP	678.9555
APITD1	350.3647	APITD1	136.0584
APLF	32.6751	APLF	128.3805
APLNR	682.0608	APLNR	1987.5661
APLN	81.8164	APLN	39.1669
APLP1	90.5641	APLP1	35.4367
APLP2	18068.8236	APLP2	19115.9465
APOA1BP	3671.1906	APOA1BP	1074.9145
APOB48R	108.3167	APOB48R	103.2017
APOBEC3A	9.7768	removed	removed
APOBEC3B	86.1903	APOBEC3B	24.557
APOBEC3C	101.6273	APOBEC3C	293.7519
APOBEC3D	87.2194	APOBEC3D	55.0202
APOBEC3F	342.9601	APOBEC3F	116.2574
APOBEC3G	369.9749	APOBEC3G	280.6963
APOBEC3H	8.2331	removed	removed
removed	removed	APOB	663.9726
APOC1	339.8726	APOC1	398.8188
APOC2	68.9522	APOC2	16.475
APOD	36294.8479	APOD	25151.6941
APOE	867.5629	APOE	1381.7221
APOF	13.6361	removed	removed
APOL1	1402.7144	APOL1	1520.0497
APOL2	701.8717	APOL2	738.8872
APOL3	834.3732	APOL3	1792.3531
APOL4	103.4283	APOL4	380.7896
APOL6	1924.7443	APOL6	7765.6201
APOLD1	367.9166	APOLD1	2101.0258
APOM	52.7433	APOM	33.8825
APOOL	425.0338	APOOL	253.0308
APOO	360.97	APOO	144.2338
APPBP2	1611.1147	APPBP2	1585.9496
APPL1	2026.6264	APPL1	1878.4582
APPL2	1332.9903	APPL2	1566.9879
APP	29793.7866	APP	20391.9801
APRT	628.5457	APRT	583.7737
APTX	702.6436	APTX	440.4725
AQP11	24.9566	AQP11	29.8415
AQP1	1846.5556	AQP1	15821.4113
AQP3	784.7173	AQP3	287.2241
removed	removed	AQP4	26.4221
AQP5	6.1748	AQP5	36.991
removed	removed	AQP7P1	1100.715
removed	removed	AQP7P3	87.0376
removed	removed	AQP7	4802.922
removed	removed	AQP9	121.231
removed	removed	AQPEP	977.7308
AQR	1484.5308	AQR	1164.4389
ARAF	1694.9894	ARAF	1158.2219
ARAP1	1312.8681	ARAP1	2335.0389
ARAP2	543.8991	ARAP2	322.9717
ARAP3	252.1387	ARAP3	907.9888
ARCN1	6499.2603	ARCN1	4563.8794
removed	removed	ARC	22.3811
AREG	109.8604	AREG	48.4924
ARF1	12369.4603	ARF1	6115.9465
ARF3	6440.3422	ARF3	3898.9742
ARF4	6423.6187	ARF4	3632.8878
ARF5	2250.7107	ARF5	1476.2076
ARF6	4097.2535	ARF6	2232.2039
ARFGAP1	650.9294	ARFGAP1	691.3273
ARFGAP2	1879.4623	ARFGAP2	1679.8259
ARFGAP3	1247.8292	ARFGAP3	1137.7059
ARFGEF1	2805.3747	ARFGEF1	1825.6823
ARFGEF2	2305.2679	ARFGEF2	2180.2922
ARFIP1	1294.3976	ARFIP1	1006.8387
ARFIP2	2005.017	ARFIP2	689.4622
ARFRP1	197.8517	ARFRP1	467.8272
ARG2	153.218	ARG2	380.2052
ARGLU1	1180.6779	ARGLU1	2809.7606
ARHGAP10	86.4475	ARHGAP10	1192.7261
ARHGAP11A	219.9781	ARHGAP11A	97.2956
ARHGAP11B	17.5365	ARHGAP11B	7.7805
ARHGAP12	1054.8659	ARHGAP12	1183.4007
ARHGAP15	66.3794	ARHGAP15	80.1989
ARHGAP17	931.3694	ARHGAP17	1635.6854
ARHGAP18	634.9778	ARHGAP18	902.7044
ARHGAP19	439.4417	ARHGAP19	511.6568
ARHGAP1	4740.979	ARHGAP1	3505.129
ARHGAP20	39.1072	ARHGAP20	924.4638
ARHGAP21	1624.2362	ARHGAP21	7322.6609
ARHGAP22	35.5052	ARHGAP22	63.724
ARHGAP23	288.1585	ARHGAP23	926.018
ARHGAP24	147.9385	ARHGAP24	675.7849
ARHGAP25	185.2447	ARHGAP25	449.1763
ARHGAP26	419.8881	ARHGAP26	822.5054
ARHGAP27	377.1557	ARHGAP27	399.7513
ARHGAP28	138.9336	ARHGAP28	393.2235
ARHGAP29	5082.9099	ARHGAP29	4580.3544
ARHGAP30	328.0376	ARHGAP30	638.1722
ARHGAP31	630.8613	ARHGAP31	3045.6947
ARHGAP32	3473.5962	ARHGAP32	957.4137
ARHGAP33	169.8077	ARHGAP33	66.8325
ARHGAP39	207.6285	ARHGAP39	70.8735
ARHGAP42	162.0891	ARHGAP42	362.1324
ARHGAP4	181.6428	ARHGAP4	293.7519
ARHGAP5	1725.0917	ARHGAP5	2474.0441
ARHGAP6	66.6367	ARHGAP6	219.77
ARHGAP8	375.0331	ARHGAP8	106.6615
ARHGAP9	97.7681	ARHGAP9	120.2984
ARHGDIA	3089.9852	ARHGDIA	3254.2742
ARHGDIB	9366.9518	ARHGDIB	3302.1449
removed	removed	ARHGDIG	15.2316
ARHGEF10L	715.5078	ARHGEF10L	912.0298
ARHGEF10	551.875	ARHGEF10	1305.875
ARHGEF11	2293.1755	ARHGEF11	1437.9857
ARHGEF12	8401.6209	ARHGEF12	5156.6677
ARHGEF15	257.5416	ARHGEF15	1623.8732
ARHGEF16	339.3581	ARHGEF16	147.9639
ARHGEF17	1305.4609	ARHGEF17	1331.6755
ARHGEF18	784.2027	ARHGEF18	665.216
ARHGEF19	495.0151	ARHGEF19	211.3771
ARHGEF1	925.7091	ARHGEF1	1073.982
ARHGEF2	1540.3615	ARHGEF2	2363.6929
ARHGEF33	12.3496	ARHGEF33	9.0146
ARHGEF35	340.3872	ARHGEF35	306.1859
ARHGEF37	185.7593	ARHGEF37	925.0855
ARHGEF38	167.4921	ARHGEF38	13.9882
ARHGEF3	1402.4571	ARHGEF3	793.9074
ARHGEF4	22.8983	ARHGEF4	304.3208
ARHGEF5	391.3295	ARHGEF5	220.0808
ARHGEF6	747.4111	ARHGEF6	6153.8701
ARHGEF7	1067.7301	ARHGEF7	2446.6895
ARHGEF9	584.2928	ARHGEF9	565.7445
ARID1A	3880.6201	ARID1A	2218.8374
ARID1B	1928.3463	ARID1B	2017.0967
ARID2	1388.3064	ARID2	917.3143
ARID3A	99.569	ARID3A	55.0202
ARID3B	129.1568	ARID3B	86.7268
ARID4A	694.6678	ARID4A	1001.8651
ARID4B	2056.9962	ARID4B	1283.438
ARID5A	370.4895	ARID5A	747.9018
ARID5B	1338.6505	ARID5B	3156.3569
ARIH1	1955.1039	ARIH1	2235.9341
ARIH2	1364.8935	ARIH2	1698.4768
ARL10	26.5003	ARL10	47.249
ARL11	43.2238	ARL11	50.6683
ARL13B	209.944	ARL13B	261.7345
ARL15	562.6809	ARL15	528.1318
ARL16	369.7176	ARL16	398.5079
ARL17A	174.5752	ARL17A	101.8806
ARL1	3278.8319	ARL1	2160.087
ARL2BP	1689.3291	ARL2BP	2150.7616
ARL2	615.6815	ARL2	1534.3488
ARL3	1063.099	ARL3	520.6714
ARL4A	143.5647	ARL4A	1205.7818
ARL4C	280.9545	ARL4C	692.8816
ARL4D	69.9813	ARL4D	140.5036
ARL5A	1106.3228	ARL5A	921.3553
ARL5B	284.5565	ARL5B	218.2157
ARL6IP1	7729.8514	ARL6IP1	4787.3795
ARL6IP4	665.0801	ARL6IP4	1596.5185
ARL6IP5	3976.3298	ARL6IP5	6537.7681
ARL6IP6	215.347	ARL6IP6	235.9341
ARL6	59.69	ARL6	78.023
ARL8A	1263.2662	ARL8A	917.3143
ARL8B	2721.0394	ARL8B	2394.4669
removed	removed	ARL9	7.1495
ARMC10	974.1944	ARMC10	801.2931
ARMC1	712.1631	ARMC1	781.1626
ARMC2	54.287	ARMC2	64.9674
ARMC5	196.8225	ARMC5	138.3276
ARMC6	429.6263	ARMC6	308.3618
ARMC7	326.4939	ARMC7	215.4181
ARMC8	759.2462	ARMC8	894.6223
ARMC9	402.3927	ARMC9	129.0022
ARMCX1	1043.2881	ARMCX1	949.9534
ARMCX2	1476.8122	ARMCX2	690.7056
ARMCX3	2019.6823	ARMCX3	2309.2944
ARMCX5	569.113	ARMCX5	253.3416
ARMCX6	272.2069	ARMCX6	213.2422
ARNT2	7341.8666	ARNT2	254.8959
ARNTL2	23.4129	ARNTL2	66.2108
ARNTL	240.8182	ARNTL	283.4939
ARNT	2040.0077	ARNT	2395.0886
ARPC1A	2114.26	ARPC1A	1978.6789
ARPC1B	1067.0612	ARPC1B	1492.5676
ARPC2	3465.8777	ARPC2	4393.8452
ARPC3	3929.5041	ARPC3	2843.0214
ARPC4	2446.4964	ARPC4	2528.3929
ARPC5L	701.6145	ARPC5L	479.9503
ARPC5	3001.2221	ARPC5	3060.6155
ARPM1	53.2579	ARPM1	49.1141
ARPP19	4604.1037	ARPP19	5814.4234
ARRB1	374.3487	ARRB1	1237.1775
ARRB2	588.1521	ARRB2	820.0187
ARRDC1	862.9318	ARRDC1	345.042
ARRDC2	375.8925	ARRDC2	885.6077
ARRDC3	558.3071	ARRDC3	3044.1405
ARRDC4	781.6299	ARRDC4	1238.11
ARSA	745.3528	ARSA	534.9705
ARSB	320.319	ARSB	417.1588
ARSD	4080.53	ARSD	1728.94
ARSE	64.8357	ARSE	20.8269
ARSG	510.7095	ARSG	109.7296
ARSI	26.5003	ARSI	18.6509
ARSJ	42.4519	ARSJ	70.2518
ARSK	107.2876	ARSK	215.1072
removed	removed	ART4	17.4075
ARTN	87.734	ARTN	5.5953
ARV1	947.8356	ARV1	344.4203
ARVCF	93.9088	ARVCF	161.3304
AR	1442.3361	AR	495.8035
AS3MT	574.0014	AS3MT	308.8747
ASAH1	16873.4804	ASAH1	10198.0106
ASAH2B	20.0682	removed	removed
ASAH2	10.5487	ASAH2	9.3255
ASAM	147.4239	ASAM	2129.6239
ASAP1	1756.4803	ASAP1	1566.0553
ASAP2	725.5419	ASAP2	1861.3615
ASAP3	1241.6543	ASAP3	1248.0572
ASB13	754.3578	ASB13	461.6102
ASB14	9.2648	ASB14	15.8533
ASB16	33.1305	ASB16	6.5278
ASB1	283.5788	ASB1	793.2111
ASB2	10.5487	ASB2	11.5014
ASB3	338.5862	ASB3	294.0628
ASB6	516.4469	ASB6	504.0814
ASB7	473.9178	ASB7	476.2201
ASB8	975.6223	ASB8	883.4318
ASB9	37.0489	ASB9	79.8881
ASCC1	492.6996	ASCC1	535.2813
ASCC2	770.0521	ASCC2	1471.5574
ASCC3	1388.0491	ASCC3	1024.8679
ASCL2	11.0632	ASCL2	7.4604
ASF1A	505.3065	ASF1A	473.4224
ASF1B	391.3295	ASF1B	27.3547
removed	removed	ASGR1	6.8387
ASH1L	4229.9685	ASH1L	3492.9375
ASH2L	1325.7863	ASH2L	1384.2089
ASL	436.6116	ASL	338.2033
ASMTL	360.1698	ASMTL	590.5844
ASNA1	1673.3775	ASNA1	923.2204
ASNSD1	902.2963	ASNSD1	1175.3186
ASNS	288.9303	ASNS	295.617
ASPA	10.0341	ASPA	222.8785
ASPHD1	12.8642	ASPHD1	16.475
ASPHD2	103.9429	ASPHD2	48.8032
ASPH	4333.1369	ASPH	25723.1986
ASPM	305.3965	ASPM	36.991
ASPN	3061.9412	ASPN	1169.4125
ASPRV1	36.4032	ASPRV1	80.9667
ASPSCR1	247.7648	ASPSCR1	191.4827
ASRGL1	168.0067	ASRGL1	148.2748
ASS1	350.6786	ASS1	4437.364
ASTE1	285.3232	ASTE1	216.0149
ASTN1	5.9175	ASTN1	35.1259
ASTN2	1007.011	ASTN2	112.2164
ASXL1	1292.5966	ASXL1	1845.8191
ASXL2	761.3044	ASXL2	951.8185
removed	removed	ASXL3	40.4103
ATAD1	1173.2167	ATAD1	1193.3478
ATAD2B	501.4472	ATAD2B	407.8334
ATAD2	973.3067	ATAD2	333.8514
ATAD3A	146.6521	ATAD3A	183.7115
ATAD3B	91.5932	ATAD3B	112.2164
ATAD3C	19.039	ATAD3C	42.8971
ATAD5	112.6906	ATAD5	44.7622
ATE1	276.0661	ATE1	372.3966
ATF1	374.606	ATF1	422.7541
ATF2	499.9035	ATF2	695.6792
ATF3	138.1617	ATF3	453.839
ATF4	3011.7708	ATF4	7577.2459
ATF5	1054.094	ATF5	538.079
ATF6B	2250.209	ATF6B	1513.9322
ATF6	2704.5732	ATF6	1597.1402
ATF7IP2	149.4822	ATF7IP2	109.7296
ATF7IP	1282.048	ATF7IP	1404.7249
ATF7	1942.6307	ATF7	2452.8256
ATG10	150.2541	ATG10	146.4097
ATG12	788.3193	ATG12	706.8698
ATG16L1	1321.4125	ATG16L1	570.0964
ATG16L2	309.3278	ATG16L2	261.3584
ATG2A	545.9574	ATG2A	417.1588
ATG2B	1272.0139	ATG2B	1313.3354
ATG3	844.6646	ATG3	804.1654
ATG4A	653.7596	ATG4A	410.9419
ATG4B	613.6232	ATG4B	579.7327
ATG4C	235.4152	ATG4C	319.2415
ATG4D	335.2518	ATG4D	146.3506
ATG5	775.9696	ATG5	900.2176
ATG7	733.9268	ATG7	751.3926
ATG9A	1245.7786	ATG9A	1590.9885
ATG9B	6.4295	ATG9B	5.53
ATHL1	156.4289	ATHL1	269.1949
ATIC	2468.9008	ATIC	1168.1691
ATL1	287.6439	ATL1	271.6817
ATL2	1047.9192	ATL2	1018.9618
ATL3	758.7316	ATL3	850.7927
ATMIN	1908.7927	ATMIN	2279.1421
ATM	1296.9705	ATM	1376.4377
ATN1	4304.3674	ATN1	4771.8371
ATOH8	10.2914	ATOH8	923.8421
ATOX1	1064.3854	ATOX1	588.1256
ATP10A	222.2937	ATP10A	401.9273
ATP10D	555.9915	ATP10D	608.3307
ATP11A	436.3543	ATP11A	927.5723
ATP11B	671.2549	ATP11B	1859.1856
ATP11C	406.7666	ATP11C	951.8185
ATP13A1	1774.4903	ATP13A1	651.2279
ATP13A2	1853.9911	ATP13A2	581.9086
ATP13A3	1920.1132	ATP13A3	3030.4632
ATP13A4	560.1081	ATP13A4	21.1377
removed	removed	ATP13A5	9.3255
ATP1A1	13679.03	ATP1A1	8652.4681
ATP1A2	116.5498	ATP1A2	2616.4128
ATP1A3	9.2622	removed	removed
ATP1A4	106.5157	ATP1A4	17.0967
ATP1B1	2751.911	ATP1B1	1409.1079
ATP1B2	58.1463	ATP1B2	105.9994
ATP1B3	1100.4052	ATP1B3	1806.3413
ATP2A2	5443.8798	ATP2A2	5177.1837
ATP2A3	2335.1129	ATP2A3	499.2229
ATP2B1	818.6788	ATP2B1	1193.037
removed	removed	ATP2B2	67.1433
ATP2B4	2172.5092	ATP2B4	11534.0379
ATP2C1	3116.4906	ATP2C1	3040.1243
ATP2C2	390.5577	ATP2C2	35.1259
ATP5A1	13926.8026	ATP5A1	9694.7467
ATP5B	9779.3787	ATP5B	11213.553
ATP5C1	2922.2358	ATP5C1	2550.2021
ATP5D	387.9848	ATP5D	390.115
ATP5EP2	32.1605	ATP5EP2	44.1405
ATP5E	3977.8735	ATP5E	4066.5216
ATP5F1	2583.3923	ATP5F1	2354.0566
ATP5G1	708.0466	ATP5G1	464.097
ATP5G2	5299.0288	ATP5G2	3043.8297
ATP5G3	2559.2076	ATP5G3	3082.9966
ATP5H	2461.4395	ATP5H	1961.4548
ATP5I	1396.9898	ATP5I	937.2583
ATP5J2	1582.5561	ATP5J2	1080.8206
ATP5J	1904.3237	ATP5J	1959.5524
ATP5L	2458.0948	ATP5L	2397.5754
ATP5O	3037.7565	ATP5O	2868.8219
ATP5SL	835.145	ATP5SL	586.2605
ATP5S	189.104	ATP5S	147.9639
ATP6AP1L	91.3359	ATP6AP1L	44.1405
ATP6AP1	6675.7574	ATP6AP1	2297.793
ATP6AP2	7261.0793	ATP6AP2	4543.6742
ATP6V0A1	1402.9716	ATP6V0A1	1315.8222
ATP6V0A2	479.8353	ATP6V0A2	576.0025
ATP6V0A4	11.5778	ATP6V0A4	14.299
ATP6V0B	2246.6071	ATP6V0B	895.8657
ATP6V0C	2338.7149	ATP6V0C	1158.8436
ATP6V0D1	1671.0619	ATP6V0D1	1415.6046
ATP6V0D2	8.7477	ATP6V0D2	10.8797
ATP6V0E1	3869.5568	ATP6V0E1	3514.1436
ATP6V0E2	494.7527	ATP6V0E2	583.2546
ATP6V1A	2776.6129	ATP6V1A	1979.7948
ATP6V1B1	425.0338	ATP6V1B1	91.7003
ATP6V1B2	2540.6831	ATP6V1B2	2483.6804
ATP6V1C1	1758.0241	ATP6V1C1	1825.6139
ATP6V1C2	47.2477	ATP6V1C2	72.9779
ATP6V1D	1468.8364	ATP6V1D	1335.0948
ATP6V1E1	1953.8175	ATP6V1E1	2733.2919
ATP6V1E2	48.1122	ATP6V1E2	56.2636
ATP6V1F	1521.572	ATP6V1F	1337.2676
ATP6V1G1	2286.2289	ATP6V1G1	1118.1225
ATP6V1G2	23.1556	ATP6V1G2	23.6245
ATP6V1H	1361.5489	ATP6V1H	1094.498
ATP7A	991.8312	ATP7A	634.1312
ATP7B	611.0504	ATP7B	282.5614
ATP8A1	86.9621	ATP8A1	533.4162
ATP8A2	10.5487	ATP8A2	8.0821
ATP8B1	5289.535	ATP8B1	973.5002
ATP8B2	610.7931	ATP8B2	1313.9571
ATP8B3	71.2678	ATP8B3	22.0703
ATP8B4	74.8697	ATP8B4	387.6282
ATP8B5P	47.3403	ATP8B5P	41.9646
ATP9A	2316.3311	ATP9A	8668.6354
ATP9B	714.9932	ATP9B	494.5601
ATPAF1	2348.3836	ATPAF1	2155.8191
ATPAF2	365.3798	ATPAF2	198.6323
ATPBD4	104.2002	ATPBD4	98.2282
ATPIF1	1895.1566	ATPIF1	674.5415
ATRIP	429.9325	ATRIP	196.705
ATRNL1	2136.7466	ATRNL1	83.6183
ATRN	2164.7906	ATRN	2419.0239
ATRX	3480.5429	ATRX	2865.7134
ATR	1039.4288	ATR	871.3087
ATXN10	2157.844	ATXN10	1653.0929
ATXN1L	1054.6318	ATXN1L	2316.3102
ATXN1	1353.0585	ATXN1	1113.1489
ATXN2L	2301.6659	ATXN2L	1448.5546
ATXN2	1111.7257	ATXN2	930.9916
ATXN3	490.8986	ATXN3	674.8523
ATXN7L1	323.4064	ATXN7L1	249.6114
ATXN7L2	87.4767	ATXN7L2	51.6009
ATXN7L3B	3381.7457	ATXN7L3B	2500.1554
ATXN7L3	1144.1436	ATXN7L3	990.3637
ATXN7	700.328	ATXN7	718.3712
AUH	344.2465	AUH	375.816
AUP1	2475.6725	AUP1	1762.6422
AURKAIP1	470.8304	AURKAIP1	615.4803
AURKAPS1	12.0924	removed	removed
AURKA	207.8858	AURKA	56.2636
AURKB	80.7873	AURKB	10.8797
AURKC	7.204	AURKC	8.0821
AUTS2	1971.5701	AUTS2	842.0889
AVEN	162.861	AVEN	302.7666
AVIL	36.2771	AVIL	47.249
AVL9	455.9079	AVL9	298.4147
AVPI1	139.4481	AVPI1	671.1222
AVPR1A	22.1265	AVPR1A	135.53
removed	removed	AVPR2	195.5238
AWAT1	31.1314	AWAT1	5.5953
AXIN1	499.6462	AXIN1	431.4579
AXIN2	205.8275	AXIN2	389.1825
AXL	963.7872	AXL	2353.124
AZGP1	37533.1575	AZGP1	6916.0709
AZI1	98.0253	AZI1	107.2428
AZI2	1126.6482	AZI2	1825.9248
AZIN1	3185.1804	AZIN1	4079.2664
B2M	53577.1531	B2M	45181.8464
B3GALNT1	589.6958	B3GALNT1	259.5586
B3GALNT2	956.6424	B3GALNT2	549.198
removed	removed	B3GALT2	21.4486
B3GALT4	81.3019	B3GALT4	200.8082
removed	removed	B3GALT5	26.4221
B3GALT6	417.058	B3GALT6	248.6789
B3GALTL	288.4158	B3GALTL	260.1803
removed	removed	B3GAT1	13.3665
B3GAT2	8.6962	B3GAT2	8.9214
B3GAT3	322.12	B3GAT3	294.3736
B3GNT1	544.671	B3GNT1	729.2509
B3GNT2	910.5294	B3GNT2	642.5241
removed	removed	B3GNT3	94.1871
B3GNT5	85.1611	B3GNT5	271.3708
B3GNT7	34.9907	B3GNT7	79.8881
B3GNT8	37.5635	B3GNT8	56.8853
B3GNT9	612.751	B3GNT9	225.2658
B3GNTL1	48.1019	B3GNTL1	30.0435
B4GALNT1	28.6589	B4GALNT1	19.484
B4GALNT2	15.4371	removed	removed
B4GALNT3	469.2867	B4GALNT3	64.3457
B4GALNT4	217.148	B4GALNT4	41.3429
B4GALT1	7330.8034	B4GALT1	2621.0755
B4GALT2	739.4353	B4GALT2	1016.475
B4GALT3	1777.835	B4GALT3	523.7799
B4GALT4	529.2339	B4GALT4	425.2409
B4GALT5	916.9615	B4GALT5	2175.0078
B4GALT6	53.2579	B4GALT6	134.9083
B4GALT7	411.3977	B4GALT7	310.5378
B9D1	212.0023	B9D1	73.4566
B9D2	79.5009	B9D2	42.5863
BAALC	13.1215	BAALC	310.5378
BACE1	1209.4938	BACE1	1833.0743
BACE2	416.2861	BACE2	959.9005
BACH1	532.8359	BACH1	838.6696
BACH2	56.8598	BACH2	219.77
BAD	518.9091	BAD	490.7616
BAG1	1373.9397	BAG1	1364.498
BAG2	120.6664	BAG2	150.1399
BAG3	1359.2333	BAG3	1666.4594
BAG4	251.8814	BAG4	304.9425
BAG5	1346.1118	BAG5	1759.714
BAGE2	6.252	BAGE2	5.6606
BAHCC1	302.8237	BAHCC1	340.3792
BAHD1	530.0058	BAHD1	673.2981
removed	removed	BAI1	6.217
BAI2	2666.4951	BAI2	101.6475
removed	removed	BAI3	27.3547
BAIAP2L1	633.4341	BAIAP2L1	269.5058
removed	removed	BAIAP2L2	12.4339
BAIAP2	1066.4437	BAIAP2	395.3994
BAIAP3	132.0821	BAIAP3	116.0647
BAK1	316.4598	BAK1	242.4619
BAMBI	152.3123	BAMBI	204.8492
BANF1	1740.2714	BANF1	1307.1184
removed	removed	BANK1	277.5878
BANP	180.0991	BANP	151.6941
BAP1	1269.441	BAP1	1527.5101
BARD1	113.2051	BARD1	54.7094
BARX2	129.6713	BARX2	257.3827
BASP1	1253.2321	BASP1	562.9468
BAT1	6668.2961	BAT1	4557.6624
BAT2L1	4745.5869	BAT2L1	5455.6823
BAT2L2	6456.2938	BAT2L2	4422.4433
BAT2	4566.5402	BAT2	4126.8262
BAT3	3253.8753	BAT3	3340.6901
BAT4	217.4053	BAT4	292.8194
BAT5	1175.275	BAT5	724.5881
BATF2	119.8945	BATF2	59.0612
BATF3	7.7185	BATF3	17.4075
BATF	129.1568	BATF	40.7212
BAX	362.771	BAX	263.5996
BAZ1A	1663.858	BAZ1A	916.0709
BAZ1B	2831.1571	BAZ1B	2944.0472
BAZ2A	2914.9238	BAZ2A	2701.3771
BAZ2B	1146.171	BAZ2B	1165.7476
BBC3	40.3936	BBC3	55.6419
BBOX1	5.1457	BBOX1	285.9807
BBS10	444.0728	BBS10	696.6118
BBS12	252.396	BBS12	193.9695
BBS1	1115.585	BBS1	740.4414
BBS2	906.9274	BBS2	1062.7914
BBS4	769.7948	BBS4	412.807
BBS5	285.5187	BBS5	203.2484
BBS7	234.9006	BBS7	371.1532
BBS9	296.1343	BBS9	423.065
BBX	1757.2522	BBX	2330.1212
BCAM	6153.4701	BCAM	2760.3357
BCAN	5.6603	BCAN	6.8387
BCAP29	1910.851	BCAP29	2216.0398
BCAP31	5012.414	BCAP31	7679.2042
BCAR1	567.312	BCAR1	555.7973
BCAR3	1001.6003	BCAR3	785.5113
BCAS1	1302.888	BCAS1	82.9966
BCAS2	937.4722	BCAS2	680.9978
BCAS3	930.083	BCAS3	595.5859
BCAS4	870.1357	BCAS4	509.4809
BCAT1	308.9985	BCAT1	768.1069
BCAT2	1150.3184	BCAT2	321.4175
BCCIP	1752.5671	BCCIP	789.9565
BCDIN3D	404.5694	BCDIN3D	171.2123
BCHE	8.2331	BCHE	156.046
BCKDHA	897.3538	BCKDHA	762.8349
BCKDHB	551.6177	BCKDHB	543.3634
BCKDK	1366.18	BCKDK	733.2919
BCL10	538.7535	BCL10	391.6693
removed	removed	BCL11A	75.8471
BCL11B	19.8109	BCL11B	50.3575
BCL2A1	6.4321	BCL2A1	42.8971
BCL2L11	2287.7726	BCL2L11	653.4038
BCL2L12	200.3293	BCL2L12	92.8598
BCL2L13	993.8895	BCL2L13	2080.5098
BCL2L14	18.7818	BCL2L14	7.7712
BCL2L15	5.9175	removed	removed
BCL2L1	1998.8422	BCL2L1	1603.3572
