gene_id	TCGA-BH-A18R-01A-11R-A12D-07	gene_id	TCGA-BH-A18R-11A-42R-A12D-07
TP53	2117.3848	TP53	1411.7274
TP63	512.63	TP63	2308.3994
TP73	33.2838	TP73	32.3296
TPBG	439.2273	TPBG	499.8415
TPCN1	1734.0267	TPCN1	2265.9271
TPCN2	147.8276	TPCN2	364.5737
TPD52L1	963.1501	TPD52L1	880.8241
TPD52L2	2605.052	TPD52L2	2280.8241
TPD52	2825.4324	TPD52	2341.8764
removed	removed	TPH1	12.6783
TPI1P2	10.4012	TPI1P2	10.4596
TPI1	15614.8588	TPI1	3060.2219
TPK1	45.7652	TPK1	75.4358
TPM1	2069.8247	TPM1	6165.9271
TPM2	589.5988	TPM2	3252.9319
TPM3	10359.2868	TPM3	3543.5816
TPM4	8684.6954	TPM4	7724.5642
TPMT	415.7504	TPMT	391.7591
TPO	10.9955	TPO	82.7258
TPP1	2327.1917	TPP1	2651.664
TPP2	1156.9094	TPP2	1191.7591
TPPP3	55.2749	TPPP3	653.8827
TPPP	206.8351	TPPP	327.4168
TPRA1	675.1857	TPRA1	585.42
TPRG1L	639.2273	TPRG1L	2113.1537
TPRG1	20.208	TPRG1	327.0998
TPRKB	274.8886	TPRKB	255.7845
TPRN	771.471	TPRN	170.206
removed	removed	TPRXL	6.0222
TPR	5751.5215	TPR	4368.2155
TPSAB1	166.7162	TPSAB1	517.9081
TPSB2	463.2987	TPSB2	1514.7385
TPSD1	9.5097	TPSD1	42.1553
TPSG1	37.4443	TPSG1	58.6371
TPST1	172.3626	TPST1	390.1743
TPST2	297.7712	TPST2	524.5642
TPT1	46886.4785	TPT1	58561.0143
removed	removed	TPTE2P1	24.4057
TPX2	2922.734	TPX2	69.4136
TRA2A	1176.8202	TRA2A	1338.8273
TRA2B	3302.2288	TRA2B	2528.3677
TRABD	605.3492	TRABD	334.0729
TRADD	264.7845	TRADD	194.9287
TRAF1	145.3195	TRAF1	221.5531
TRAF2	817.5334	TRAF2	206.0222
TRAF3IP1	660.6241	TRAF3IP1	549.6038
TRAF3IP2	1758.9896	TRAF3IP2	858.3201
TRAF3IP3	87.9643	TRAF3IP3	91.6006
TRAF3	216.3447	TRAF3	250.0792
TRAF4	1032.6895	TRAF4	927.4168
TRAF5	1221.9911	TRAF5	472.5832
TRAF6	218.1278	TRAF6	348.336
TRAF7	2863.4443	TRAF7	1229.7781
TRAFD1	1995.8395	TRAFD1	875.1189
TRAIP	108.1724	TRAIP	56.1014
TRAK1	1643.0906	TRAK1	2149.2868
TRAK2	3015.156	TRAK2	1722.6624
TRAM1L1	93.3135	TRAM1L1	124.2472
TRAM1	2708.7667	TRAM1	4933.7559
TRAM2	1203.2689	TRAM2	1603.8035
TRANK1	518.2764	TRANK1	905.2298
TRAP1	4057.9227	TRAP1	1514.3677
TRAPPC10	1695.6909	TRAPPC10	1391.7591
TRAPPC1	1379.792	TRAPPC1	724.2472
TRAPPC2L	608.9153	TRAPPC2L	427.2583
TRAPPC2P1	157.1887	TRAPPC2P1	124.2124
TRAPPC2	313.8187	TRAPPC2	314.1046
TRAPPC3	1032.9866	TRAPPC3	867.8288
TRAPPC4	562.5557	TRAPPC4	534.7068
TRAPPC5	308.1724	TRAPPC5	228.8431
TRAPPC6A	284.101	TRAPPC6A	255.4675
TRAPPC6B	753.9376	TRAPPC6B	733.439
TRAPPC9	1746.8053	TRAPPC9	586.0539
TRAT1	13.0758	TRAT1	18.3835
TRDMT1	57.6523	TRDMT1	182.2504
TRDN	55.2749	TRDN	8.5578
TREM1	9.8068	removed	removed
TREM2	146.211	TREM2	123.9303
TREML2	9.8068	TREML2	11.0935
TRERF1	1580.9807	TRERF1	513.7876
TREX1	430.1872	TREX1	242.9033
TREX2	5.6464	removed	removed
removed	removed	TRHDE	124.8304
TRIAP1	1078.7519	TRIAP1	406.9731
TRIB1	5262.4071	TRIB1	2085.2615
TRIB2	2339.6731	TRIB2	1432.6466
TRIB3	770.2823	TRIB3	369.5721
TRIL	554.8291	TRIL	744.2155
TRIM11	1098.6627	TRIM11	283.9937
TRIM13	643.4621	TRIM13	823.1379
TRIM14	1154.5319	TRIM14	965.4517
TRIM16L	913.5186	TRIM16L	100.0475
TRIM16	2752.3834	TRIM16	326.4659
TRIM17	10.104	TRIM17	29.477
TRIM21	242.4963	TRIM21	474.168
TRIM22	465.6761	TRIM22	1573.0586
TRIM23	459.7325	TRIM23	573.3756
TRIM24	1021.3967	TRIM24	744.8494
TRIM25	1888.8559	TRIM25	1868.2916
TRIM26	2379.4948	TRIM26	1200.6339
TRIM27	1849.6285	TRIM27	1146.4342
TRIM28	6912.3328	TRIM28	3715.3724
TRIM29	381.8722	TRIM29	2753.4073
TRIM2	443.9822	TRIM2	2559.4295
TRIM32	968.4993	TRIM32	549.2868
TRIM33	1907.8752	TRIM33	1638.6688
TRIM34	144.7251	TRIM34	311.2108
TRIM35	345.3195	TRIM35	462.1236
TRIM36	125.7058	TRIM36	91.6006
TRIM37	15517.8722	TRIM37	628.3835
TRIM38	455.5721	TRIM38	513.1537
TRIM39	420.5498	TRIM39	458.7987
TRIM3	1095.3938	TRIM3	255.1506
TRIM41	463.6612	TRIM41	499.2678
TRIM44	1816.0475	TRIM44	1727.7338
TRIM45	213.0758	TRIM45	299.2076
TRIM46	42.1991	TRIM46	41.2044
TRIM47	735.8098	TRIM47	454.5166
TRIM4	864.4874	TRIM4	1370.523
TRIM52	182.7637	TRIM52	234.5483
TRIM54	7.4294	removed	removed
removed	removed	TRIM55	14.2631
TRIM56	216.6419	TRIM56	464.6593
TRIM58	207.688	TRIM58	28.4406
TRIM59	460.5319	TRIM59	102.561
TRIM5	135.4473	TRIM5	485.1379
removed	removed	TRIM61	6.3391
TRIM62	200.5944	TRIM62	179.0808
removed	removed	TRIM63	7.9239
TRIM65	910.847	TRIM65	377.1791
TRIM66	185.7355	TRIM66	645.9588
TRIM68	178.0089	TRIM68	423.4548
TRIM69	9.7949	TRIM69	13.9461
TRIM6	77.8603	TRIM6	215.9081
removed	removed	TRIM74	9.5087
removed	removed	TRIM78P	12.4849
TRIM7	6.8351	TRIM7	34.8653
TRIM8	1347.9941	TRIM8	2178.4469
TRIM9	16.3447	TRIM9	150.5547
TRIOBP	960.7727	TRIOBP	2129.0016
TRIO	1929.5691	TRIO	2822.187
TRIP10	592.2734	TRIP10	956.5769
TRIP11	1308.4695	TRIP11	1577.813
TRIP12	4854.6805	TRIP12	4330.5864
TRIP13	439.2273	TRIP13	57.0523
TRIP4	601.1887	TRIP4	499.8415
TRIP6	1750.0743	TRIP6	926.7829
TRIT1	373.2541	TRIT1	411.0935
TRMT112	957.5037	TRMT112	1160.0634
TRMT11	135.2155	TRMT11	266.561
TRMT12	608.321	TRMT12	316.3233
TRMT1	519.7623	TRMT1	485.5784
TRMT2A	458.5438	TRMT2A	453.2488
TRMT2B	335.2155	TRMT2B	406.6561
TRMT5	673.997	TRMT5	694.7702
TRMT61A	238.0386	TRMT61A	245.0079
TRMT61B	362.9896	TRMT61B	286.4564
TRMT6	214.5617	TRMT6	328.6846
TRMU	316.7905	TRMU	200.6339
TRNAU1AP	167.3105	TRNAU1AP	266.878
TRNP1	46.0624	TRNP1	285.8954
TRNT1	493.4532	TRNT1	304.4532
TROAP	955.7207	TROAP	12.0444
TROVE2	1509.5007	TROVE2	1280.6624
TRO	401.4859	TRO	359.7464
TRPC1	59.1382	TRPC1	271.3154
removed	removed	TRPC3	7.607
TRPC4AP	2280.5349	TRPC4AP	2328.0507
TRPC6	55.2749	TRPC6	202.8526
TRPM2	192.5706	TRPM2	97.9398
removed	removed	TRPM3	16.4818
TRPM4	1916.1961	TRPM4	642.4723
TRPM6	11.5899	TRPM6	31.0618
TRPM7	1679.6434	TRPM7	1733.7559
TRPS1	10194.948	TRPS1	6282.7258
TRPT1	156.315	TRPT1	246.2758
TRPV1	241.679	TRPV1	278.6054
TRPV2	103.4175	TRPV2	182.2504
TRPV3	6.5379	removed	removed
TRPV4	69.8366	TRPV4	224.7227
TRPV6	152.4517	TRPV6	470.0475
TRRAP	3940.0862	TRRAP	2573.0967
TRUB1	507.578	TRUB1	589.5404
TRUB2	1408.0238	TRUB2	464.9762
TSC1	846.0624	TSC1	1524.8811
TSC22D1	7589.5988	TSC22D1	6927.7338
TSC22D2	870.7281	TSC22D2	535.0238
TSC22D3	3128.9747	TSC22D3	5233.5975
TSC22D4	725.1114	TSC22D4	904.9128
TSC2	1290.0446	TSC2	1923.6133
TSEN15	450.2229	TSEN15	406.6561
TSEN2	295.9881	TSEN2	166.7195
TSEN34	832.0951	TSEN34	609.1918
TSEN54	833.2838	TSEN54	263.7084
TSFM	1585.7355	TSFM	375.2773
TSG101	1409.8068	TSG101	1206.0222
TSGA10	36.2556	TSGA10	71.9493
TSGA14	233.581	TSGA14	225.0396
removed	removed	TSHR	31.0618
TSHZ1	1059.7325	TSHZ1	1566.4025
TSHZ2	88.2615	TSHZ2	485.8954
TSHZ3	193.7593	TSHZ3	654.1997
TSIX	36.0059	TSIX	24.8811
removed	removed	TSKS	11.4105
TSKU	1192.8678	TSKU	1068.7797
TSLP	8.321	TSLP	86.2124
TSNARE1	182.1694	TSNARE1	292.8685
TSNAXIP1	7.4294	TSNAXIP1	12.9952
TSNAX	1928.6776	TSNAX	1055.6038
TSN	2289.4502	TSN	2008.2409
TSPAN10	6.5379	TSPAN10	12.6783
TSPAN11	85.2897	TSPAN11	398.4152
TSPAN12	196.4339	TSPAN12	345.1664
TSPAN13	3853.4918	TSPAN13	1964.8177
TSPAN14	3238.633	TSPAN14	3178.13
TSPAN15	1074.2942	TSPAN15	1220.2853
TSPAN17	861.8128	TSPAN17	388.2726
TSPAN18	213.6701	TSPAN18	589.2235
TSPAN1	4389.3016	TSPAN1	159.7464
TSPAN2	97.474	TSPAN2	235.8162
TSPAN31	1160.1783	TSPAN31	1045.3249
TSPAN32	5.9435	TSPAN32	16.7987
TSPAN33	272.5111	TSPAN33	234.2314
TSPAN3	2207.7266	TSPAN3	4881.141
TSPAN4	488.5587	TSPAN4	1002.8526
TSPAN5	81.1293	TSPAN5	182.8843
TSPAN6	615.7504	TSPAN6	2237.401
TSPAN7	188.1129	TSPAN7	993.6609
removed	removed	TSPAN8	12.6783
TSPAN9	1048.1426	TSPAN9	1524.2472
TSPO	653.4918	TSPO	903.3281
TSPYL1	6597.8692	TSPYL1	3066.317
TSPYL2	515.0074	TSPYL2	1243.7401
TSPYL3	24.3685	TSPYL3	51.3471
TSPYL4	1024.9629	TSPYL4	1313.4707
TSPYL5	2534.9183	TSPYL5	1190.8082
TSR1	2580.1248	TSR1	1229.2964
TSR2	568.2021	TSR2	765.1347
TSSC1	480.5349	TSSC1	246.2758
TSSC4	356.0178	TSSC4	356.5769
TSSK3	10.9807	TSSK3	38.7861
TSSK4	17.5334	TSSK4	20.6022
TSSK6	14.8588	TSSK6	13.3122
TSTA3	3353.6404	TSTA3	516.6403
TSTD1	1159.8811	TSTD1	474.7892
TSTD2	478.6657	TSTD2	640.0729
TST	770.2823	TST	507.4485
TTBK2	115.0074	TTBK2	403.1696
TTC12	249.3314	TTC12	518.225
TTC13	738.7816	TTC13	262.7575
TTC14	631.5007	TTC14	1197.4643
TTC15	471.6196	TTC15	630.7448
TTC16	6.2407	removed	removed
TTC17	2292.7192	TTC17	2265.2932
TTC18	45.3046	TTC18	158.7797
TTC19	1779.4948	TTC19	1309.6228
TTC1	792.8678	TTC1	813.6292
TTC21A	33.581	TTC21A	92.5515
TTC21B	693.0074	TTC21B	720.1236
TTC22	32.6895	TTC22	53.5658
removed	removed	TTC23L	36.4501
TTC23	132.838	TTC23	519.4929
removed	removed	TTC25	31.3788
TTC26	145.0223	TTC26	117.2742
TTC27	788.7073	TTC27	511.5689
TTC28	347.5423	TTC28	1709.2425
TTC30A	397.6226	TTC30A	444.691
TTC30B	254.0862	TTC30B	263.7084
TTC31	523.0312	TTC31	470.3645
TTC32	60.6241	TTC32	84.6276
TTC33	287.0728	TTC33	541.6799
TTC35	1031.7979	TTC35	782.5674
TTC36	50.8172	TTC36	25.0396
TTC37	1529.2719	TTC37	2529.3185
TTC38	389.0045	TTC38	803.1696
TTC39A	2388.7073	TTC39A	537.5594
TTC39B	57.6523	TTC39B	179.0808
TTC39C	746.5082	TTC39C	560.3803
TTC3	7990.4903	TTC3	8958.1616
TTC4	547.6969	TTC4	605.0903
TTC5	272.8083	TTC5	208.8748
TTC7A	300.7013	TTC7A	683.6767
TTC7B	246.6568	TTC7B	589.2235
TTC8	706.6865	TTC8	563.8669
TTC9C	166.1218	TTC9C	258.6371
TTC9	1388.7073	TTC9	481.775
TTF1	472.5111	TTF1	502.6941
TTF2	993.1649	TTF2	367.6704
TTK	525.7058	TTK	45.6418
removed	removed	TTLL10	9.5087
TTLL11	82.318	TTLL11	122.6624
TTLL12	3020.8024	TTLL12	914.4216
TTLL13	5.6939	TTLL13	6.8273
TTLL1	109.6582	TTLL1	199.0491
removed	removed	TTLL2	6.6561
TTLL3	208.6686	TTLL3	913.6609
TTLL4	558.3952	TTLL4	516.3233
TTLL5	1025.5572	TTLL5	639.6197
TTLL7	117.9792	TTLL7	212.6783
TTLL9	18.425	TTLL9	7.607
TTL	476.3744	TTL	555.626
TTN	112.1486	TTN	361.9556
TTPAL	343.8336	TTPAL	556.8938
removed	removed	TTPA	17.7496
TTYH1	37.7415	TTYH1	522.6624
TTYH2	862.3834	TTYH2	293.2742
TTYH3	642.4963	TTYH3	425.0396
TUBA1A	3267.899	TUBA1A	6033.2139
TUBA1B	29182.4993	TUBA1B	8772.1997
TUBA1C	6046.6568	TUBA1C	822.187
TUBA4A	183.9525	TUBA4A	689.065
TUBA8	29.1233	TUBA8	25.6735
TUBAL3	10.6984	TUBAL3	10.1426
TUBB1	30.312	TUBB1	17.7496
TUBB2A	194.0565	TUBB2A	827.2583
TUBB2B	7.4294	TUBB2B	85.2615
TUBB2C	10751.5572	TUBB2C	2784.1521
TUBB3	147.0966	TUBB3	22.9604
TUBB4	69.8366	TUBB4	38.6688
TUBB6	558.7816	TUBB6	2071.42
TUBBP5	35.6612	TUBBP5	25.0396
TUBB	31981.8722	TUBB	12925.1981
TUBD1	3854.9777	TUBD1	241.8384
TUBE1	166.419	TUBE1	311.8859
TUBG1	746.5082	TUBG1	488.4311
TUBG2	105.4978	TUBG2	455.1506
TUBGCP2	2019.7177	TUBGCP2	1364.4501
TUBGCP3	941.159	TUBGCP3	708.7163
TUBGCP4	401.7831	TUBGCP4	390.8082
TUBGCP5	519.1679	TUBGCP5	415.2139
TUBGCP6	681.1293	TUBGCP6	1293.5024
TUB	195.2452	TUB	759.4295
TUFM	5361.9614	TUFM	2576.5452
TUFT1	1320.3566	TUFT1	447.8605
TUG1	6604.1605	TUG1	5545.8003
TULP3	871.0253	TULP3	883.6767
TULP4	1522.734	TULP4	1058.954
TUSC1	495.0966	TUSC1	370.206
TUSC2	333.4324	TUSC2	522.0285
TUSC3	843.0906	TUSC3	623.4548
TUSC5	8.0238	TUSC5	7078.9223
TUT1	212.7786	TUT1	516.6403
TWF1	3057.6523	TWF1	1631.6957
TWF2	434.3091	TWF2	794.2282
TWIST1	196.7311	TWIST1	393.3439
TWIST2	16.0475	TWIST2	92.8685
TWISTNB	597.6226	TWISTNB	694.4532
TWSG1	933.7296	TWSG1	891.9176
TXK	7.1322	TXK	10.4596
TXLNA	1274.2942	TXLNA	1965.1347
TXLNB	157.5037	TXLNB	80.5071
TXLNG	431.2036	TXLNG	470.6815
TXN2	2180.3863	TXN2	1425.3566
TXNDC11	1247.8455	TXNDC11	1274.4849
TXNDC12	1348.5884	TXNDC12	1054.8336
TXNDC15	764.3388	TXNDC15	1244.374
TXNDC16	769.688	TXNDC16	599.0491
TXNDC17	664.2823	TXNDC17	239.6006
TXNDC5	6644.425	TXNDC5	10723.0206
TXNDC9	731.055	TXNDC9	477.6545
TXNIP	10248.1426	TXNIP	50281.458
TXNL1	1501.0401	TXNL1	1051.3471
TXNL4A	1233.581	TXNL4A	485.5784
TXNL4B	280.8321	TXNL4B	191.4422
TXNRD1	2857.3551	TXNRD1	1410.4596
TXNRD2	535.8098	TXNRD2	340.0951
TXNRD3IT1	206.2407	TXNRD3IT1	299.2076
TXN	4077.266	TXN	1315.0555
TYK2	978.3061	TYK2	1073.5341
TYMP	1094.5022	TYMP	220.9192
TYMS	1216.3863	TYMS	100.2472
TYRO3	227.0431	TYRO3	889.3819
TYROBP	323.9227	TYROBP	214.58
TYRP1	32.6895	removed	removed
TYSND1	542.0505	TYSND1	539.7781
TYW1B	77.5632	TYW1B	65.2932
TYW1	794.3536	TYW1	524.2472
TYW3	641.5007	TYW3	797.0998
U2AF1L4	66.4963	U2AF1L4	114.3011
U2AF1	1137.2957	U2AF1	1076.0697
U2AF2	2959.584	U2AF2	1934.3899
UACA	1159.8811	UACA	3181.6165
UAP1L1	976.2259	UAP1L1	283.3597
UAP1	2625.26	UAP1	1465.2932
UBA1	7373.8484	UBA1	5527.4168
UBA2	3219.6137	UBA2	2873.5341
UBA3	719.1679	UBA3	1012.0444
UBA52	7325.1114	UBA52	7431.0618
UBA5	1738.5052	UBA5	847.5563
UBA6	1364.0416	UBA6	982.8843
UBA7	263.5958	UBA7	967.0365
UBAC1	614.2645	UBAC1	579.3978
UBAC2	1504.2675	UBAC2	1087.8352
UBAP1	1279.3403	UBAP1	1600.6339
UBAP2L	5098.6627	UBAP2L	2819.6513
UBAP2	1414.8588	UBAP2	900.4754
UBASH3A	17.8306	UBASH3A	31.0618
UBASH3B	57.6523	UBASH3B	105.2298
UBB	13209.8068	UBB	10381.2995
UBC	37833.581	UBC	32597.1474
UBD	391.9762	UBD	198.0983
UBE2A	1605.9435	UBE2A	916.6403
UBE2B	1145.9138	UBE2B	1183.5182
UBE2CBP	75.7801	UBE2CBP	59.271
UBE2C	937.89	UBE2C	8.2409
UBE2D1	276.0773	UBE2D1	311.8859
UBE2D2	1716.1961	UBE2D2	1278.9223
UBE2D3	5243.9822	UBE2D3	5201.9017
UBE2D4	175.9168	UBE2D4	326.6846
UBE2E1	2214.8588	UBE2E1	1216.7987
UBE2E2	833.581	UBE2E2	370.8399
UBE2E3	390.4903	UBE2E3	1042.4723
UBE2F	414.5617	UBE2F	330.9033
UBE2G1	1796.7311	UBE2G1	1240.5705
UBE2G2	1744.4279	UBE2G2	1671.6323
UBE2H	1853.4918	UBE2H	1508.0824
UBE2I	1915.0074	UBE2I	1434.2314
UBE2J1	2371.7682	UBE2J1	2392.0761
UBE2J2	410.104	UBE2J2	542.9477
UBE2K	3241.3076	UBE2K	1814.58
UBE2L3	2295.0966	UBE2L3	1464.3423
UBE2L6	1761.9614	UBE2L6	994.2948
UBE2MP1	104.0119	UBE2MP1	52.2979
UBE2M	1023.7741	UBE2M	503.645
UBE2NL	14.2645	removed	removed
UBE2N	3091.2333	UBE2N	1264.9762
UBE2O	2118.2764	UBE2O	785.103
UBE2Q1	2232.3923	UBE2Q1	1493.1854
UBE2Q2P1	8.321	UBE2Q2P1	55.1506
UBE2Q2	1263.893	UBE2Q2	1064.9762
UBE2QL1	20.208	UBE2QL1	82.4089
UBE2R2	1895.9881	UBE2R2	1657.0523
UBE2S	383.9525	UBE2S	56.4184
UBE2T	673.997	UBE2T	25.6735
UBE2V1	3998.8053	UBE2V1	2176.3867
UBE2V2	1292.7192	UBE2V2	601.5848
UBE2W	426.4487	UBE2W	633.9144
UBE2Z	5534.9183	UBE2Z	2203.8035
UBE3A	3161.0698	UBE3A	2469.0967
UBE3B	1479.6434	UBE3B	1525.1981
UBE3C	2275.7801	UBE3C	2198.0983
UBE4A	1276.6716	UBE4A	2442.1553
UBE4B	1135.2155	UBE4B	1901.4263
UBFD1	2667.4591	UBFD1	1220.9192
UBIAD1	564.3388	UBIAD1	700.4754
UBL3	1263.2987	UBL3	1817.7496
UBL4A	1121.8425	UBL4A	832.9635
removed	removed	UBL4B	6.6561
UBL5	1356.315	UBL5	872.2662
UBL7	662.7043	UBL7	643.4231
UBLCP1	541.159	UBLCP1	557.2108
UBN1	1786.3299	UBN1	1623.7718
UBN2	1091.5305	UBN2	1278.9223
UBOX5	235.9584	UBOX5	464.8494
UBP1	3308.4695	UBP1	2005.0713
UBQLN1	4979.4948	UBQLN1	3379.7147
UBQLN2	745.9138	UBQLN2	1500.1585
UBQLN4	2134.3239	UBQLN4	1114.1046
removed	removed	UBQLNL	17.7496
UBR1	1293.3135	UBR1	1161.6482
UBR2	1311.1441	UBR2	1306.1807
UBR3	2217.8306	UBR3	2041.2044
UBR4	3865.6761	UBR4	5896.9889
UBR5	5899.5542	UBR5	4766.4025
UBR7	2252.0059	UBR7	1177.1791
UBTD1	239.8217	UBTD1	232.9635
UBTD2	886.4785	UBTD2	985.42
UBTF	2104.6062	UBTF	2313.4707
UBXN10	93.9079	UBXN10	258.3201
UBXN11	134.3239	UBXN11	317.9081
UBXN1	486.4785	UBXN1	1346.4342
UBXN2A	268.0535	UBXN2A	361.6482
UBXN2B	504.9034	UBXN2B	931.8542
UBXN4	3838.9302	UBXN4	3496.9889
UBXN6	1085.5869	UBXN6	1230.4279
UBXN7	738.1872	UBXN7	737.8764
UBXN8	349.7771	UBXN8	142.6307
UCHL1	123.9227	UCHL1	82.0919
UCHL3	287.6672	UCHL3	221.5531
UCHL5	546.6657	UCHL5	403.6482
UCK1	515.0074	UCK1	678.2884
UCK2	668.945	UCK2	269.7306
UCKL1AS	18.8886	UCKL1AS	18.2726
UCKL1	868.63	UCKL1	504.5769
UCN2	5.9435	removed	removed
removed	removed	UCP1	10.7765
UCP2	5061.8128	UCP2	1650.3962
UCP3	22.2883	UCP3	26.9414
UEVLD	529.5691	UEVLD	324.2472
UFC1	2041.6048	UFC1	1573.0586
UFD1L	1364.2972	UFD1L	638.3296
UFM1	1780.0892	UFM1	1736.2916
UFSP1	17.2363	UFSP1	10.7765
UFSP2	331.0728	UFSP2	895.1886
UGCG	641.3076	UGCG	386.3708
UGDH	843.9822	UGDH	1051.3471
UGGT1	2603.8633	UGGT1	1693.5024
UGGT2	534.3239	UGGT2	483.0428
UGP2	1411.8871	UGP2	4555.309
UGT2B11	14.8202	UGT2B11	862.8431
UGT2B15	30.0149	UGT2B15	77.3376
removed	removed	UGT2B28	21.2361
removed	removed	UGT2B4	15.5309
UGT3A2	188.1129	UGT3A2	6.3391
UGT8	49.9257	UGT8	201.5848
UHMK1	1086.7756	UHMK1	849.4453
UHRF1BP1L	1396.7311	UHRF1BP1L	788.2726
UHRF1BP1	1057.3551	UHRF1BP1	831.3788
UHRF1	849.6285	UHRF1	14.897
UHRF2	742.3477	UHRF2	1060.5388
UIMC1	353.9376	UIMC1	496.038
ULBP1	7.1322	removed	removed
ULBP2	8.321	ULBP2	6.0222
ULBP3	10.4012	ULBP3	26.3074
ULK1	1822.5854	ULK1	1108.3994
ULK2	566.7162	ULK2	944.2155
ULK3	1331.055	ULK3	557.8447
ULK4	88.8559	ULK4	92.8685
UMODL1	22.2883	removed	removed
UMPS	1713.8187	UMPS	563.5499
UNC119B	1201.4859	UNC119B	1960.0634
UNC119	233.2838	UNC119	385.7369
UNC13A	19.0193	UNC13A	5.0713
UNC13B	503.7147	UNC13B	1447.8605
UNC13C	17.2363	UNC13C	7.607
UNC13D	146.8053	UNC13D	253.5658
UNC45A	1416.0475	UNC45A	1646.5927
UNC50	480.2377	UNC50	664.6593
UNC5A	186.627	UNC5A	33.5975
UNC5B	527.786	UNC5B	490.6498
UNC5CL	22.8945	UNC5CL	24.4279
UNC5C	22.2883	UNC5C	107.4485
UNC93B1	579.1976	UNC93B1	334.7068
UNG	2986.627	UNG	878.2884
UNKL	276.3952	UNKL	567.0555
UNK	1308.1724	UNK	777.813
UPB1	8.0238	removed	removed
removed	removed	UPF0639	20.6022
UPF1	2581.575	UPF1	2062.7575
UPF2	1343.8336	UPF2	1277.6545
UPF3A	630.9064	UPF3A	680.1902
UPF3B	245.1709	UPF3B	223.1379
UPK1A	5.3165	removed	removed
UPK3BL	358.9391	UPK3BL	135.1474
UPP1	35.6612	UPP1	93.8193
UPRT	420.208	UPRT	264.9762
UQCC	1302.526	UQCC	790.1743
UQCR10	1491.8276	UQCR10	717.5911
UQCR11	1034.7697	UQCR11	655.4675
UQCRB	3664.4874	UQCRB	2834.2314
UQCRC1	4627.0431	UQCRC1	1975.5943
UQCRC2	2105.7949	UQCRC2	4450.3962
UQCRFS1	2728.3804	UQCRFS1	1284.3106
UQCRHL	581.8722	UQCRHL	271.9493
UQCRH	2084.6954	UQCRH	1193.3439
UQCRQ	2401.4859	UQCRQ	838.6688
URB1	1418.1278	URB1	1340.4849
URB2	1158.9896	URB2	335.9746
URGCP	723.9227	URGCP	924.8811
URM1	904.9034	URM1	718.859
UROD	888.5587	UROD	1201.5848
UROS	465.3789	UROS	427.5753
USE1	126.003	USE1	218.0666
USF1	736.7013	USF1	615.5309
USF2	1226.1516	USF2	1472.9002
USH1G	12.7786	removed	removed
USH2A	18.425	USH2A	7.607
USHBP1	9.2125	USHBP1	144.5325
USMG5	1189.3016	USMG5	501.1094
USO1	2754.8291	USO1	2521.3946
USP10	3043.9822	USP10	1528.0507
USP11	1188.4101	USP11	1673.2171
USP12	516.4933	USP12	493.8193
USP13	1405.9435	USP13	969.8891
USP14	2752.4517	USP14	1327.4168
USP15	1262.11	USP15	1113.4707
USP16	1189.5988	USP16	1404.7544
USP18	408.9153	USP18	187.0048
USP19	2600.2972	USP19	1794.2948
USP1	1950.9658	USP1	1449.7623
USP20	489.153	USP20	689.3819
USP21	595.5423	USP21	524.2472
USP22	6443.685	USP22	6011.0935
USP24	1837.1471	USP24	2402.8526
USP25	839.2273	USP25	1701.4263
USP27X	179.1976	USP27X	202.8526
USP28	363.4473	USP28	641.8384
USP2	123.6256	USP2	171.4739
USP30	566.1218	USP30	834.5483
USP31	585.4383	USP31	1187.3217
USP32	17938.7816	USP32	1243.1062
USP33	1400.5944	USP33	2362.916
USP34	3351.263	USP34	4974.9604
USP35	445.4681	USP35	144.5325
USP36	2593.1649	USP36	1354.3582
USP37	936.107	USP37	660.5388
USP38	3200.2972	USP38	741.046
USP39	1358.9896	USP39	896.6719
USP3	459.0877	USP3	518.1933
USP40	945.0223	USP40	1190.4913
USP42	580.3863	USP42	487.7971
USP43	200.2972	USP43	109.3502
USP44	6.2407	USP44	50.7132
USP45	222.8826	USP45	222.187
USP46	1087.37	USP46	612.6783
USP47	2931.9465	USP47	2906.1807
USP48	1000.2972	USP48	1678.9223
USP49	26.4487	USP49	32.3296
USP4	2580.3863	USP4	1597.7813
USP51	135.8098	USP51	116.6403
USP53	1146.8053	USP53	1885.5784
USP54	665.0817	USP54	1134.7068
USP5	5517.9792	USP5	1168.6212
USP6NL	511.1441	USP6NL	609.8257
USP6	251.1144	USP6	103.962
USP7	4263.2987	USP7	3072.9002
USP8	1609.2897	USP8	1637.3439
USP9X	5734.9183	USP9X	4527.4168
removed	removed	USPL1	797.7813
UST	106.6865	UST	535.6577
UTP11L	651.7088	UTP11L	421.5531
UTP14A	561.367	UTP14A	500.7924
UTP14C	1804.7548	UTP14C	1668.4628
UTP15	430.9064	UTP15	316.3233
UTP18	1696.2853	UTP18	536.2916
UTP20	2738.4844	UTP20	951.1886
UTP23	1171.1738	UTP23	682.0919
UTP3	923.3284	UTP3	709.9842
UTP6	495.6909	UTP6	698.5737
UTRN	2847.8455	UTRN	7866.878
removed	removed	UTS2D	11.7274
UVRAG	1209.5097	UVRAG	1154.6751
UXS1	548.8856	UXS1	577.496
UXT	607.2689	UXT	759.065
VAC14	904.3091	VAC14	809.1918
VAMP1	169.9733	VAMP1	284.3043
VAMP2	1066.5676	VAMP2	3406.6561
