gene_id	TCGA-BH-A18V-01A-11R-A12D-07	gene_id	TCGA-BH-A18V-11A-52R-A12D-07
SDC4	5709.8351	SDC4	8368.0841
SDCBP2	23.7667	SDCBP2	106.1008
SDCBP	4595.5754	SDCBP	3877.2482
SDCCAG1	996.6029	SDCCAG1	393.8901
SDCCAG3	1103.654	SDCCAG3	781.4192
SDCCAG8	322.1477	SDCCAG8	645.8818
SDF2L1	184.6052	SDF2L1	399.2724
SDF2	461.0158	SDF2	1323.5684
SDF4	2917.226	SDF4	3239.6845
SDHAF1	185.268	SDHAF1	495.6654
SDHAF2	586.2955	SDHAF2	727.5957
SDHAP1	197.5309	SDHAP1	214.8046
SDHAP2	186.5938	SDHAP2	213.3367
SDHAP3	45.4056	SDHAP3	208.4437
SDHA	2261.6621	SDHA	2733.2545
SDHB	1003.5628	SDHB	1535.9266
SDHC	5177.8938	SDHC	1067.1729
SDHD	1179.5509	SDHD	1522.7153
SDK1	163.3938	SDK1	519.152
SDK2	21.8742	SDK2	205.5079
SDPR	35.4628	SDPR	1338.7369
SDR16C5	200.5137	SDR16C5	87.0962
SDR39U1	240.1293	SDR39U1	1076.6752
SDR42E1	1025.7685	SDR42E1	158.0453
SDSL	79.5426	SDSL	480.0076
SDS	275.0849	SDS	42.5695
SEC11A	2829.7291	SEC11A	2563.9551
SEC11C	390.0903	SEC11C	946.804
SEC13	4095.7826	SEC13	1928.3487
SEC14L1	1034.717	SEC14L1	1459.1058
SEC14L2	51.4807	SEC14L2	1649.0635
SEC14L5	9.9428	SEC14L5	25.9331
SEC16A	5553.4013	SEC16A	2743.0406
SEC16B	147.2069	SEC16B	129.1764
removed	removed	SEC1	12.7219
SEC22A	593.2554	SEC22A	458.9675
SEC22B	2844.9747	SEC22B	808.3309
SEC22C	570.3869	SEC22C	746.1892
SEC23A	2330.2676	SEC23A	422.759
SEC23B	1406.5788	SEC23B	1397.4534
SEC23IP	1141.4367	SEC23IP	588.1439
SEC24A	1391.6646	SEC24A	267.6495
SEC24B	2288.5077	SEC24B	742.2748
SEC24C	2667.6609	SEC24C	2992.5858
SEC24D	2997.1	SEC24D	460.9248
SEC31A	8750.6836	SEC31A	3037.6018
SEC31B	104.065	SEC31B	254.9472
SEC61A1	17174.4966	SEC61A1	6731.6496
SEC61A2	109.4606	SEC61A2	72.833
SEC61B	1497.39	SEC61B	1988.0438
SEC61G	1566.327	SEC61G	1158.6729
removed	removed	SEC62	3860.6119
SEC63	3294.0592	SEC63	2362.3617
SECISBP2L	1905.046	SECISBP2L	520.1306
SECISBP2	487.8615	SECISBP2	1298.1246
SECTM1	324.7991	SECTM1	261.7779
SEH1L	858.729	SEH1L	744.232
removed	removed	SEL1L2	33.2727
SEL1L3	1458.613	SEL1L3	493.7082
SEL1L	2688.5409	SEL1L	1517.333
SELENBP1	814.3177	SELENBP1	3615.9596
SELE	755.9864	SELE	680.1331
SELK	429.8616	SELK	794.1411
SELL	285.3592	SELL	119.3903
SELM	482.5586	SELM	990.3521
SELO	259.1764	SELO	672.7936
SELPLG	477.2558	SELPLG	547.0423
SELP	66.2855	SELP	331.2591
SELS	2463.1701	SELS	1222.7717
SELT	2677.6038	SELT	1507.5469
SEMA3A	202.5023	SEMA3A	77.3101
removed	removed	SEMA3B	509.8552
SEMA3C	643.9639	SEMA3C	1674.3997
SEMA3D	19.8857	SEMA3D	150.7058
SEMA3E	1189.1623	SEMA3E	186.9143
SEMA3F	552.1584	SEMA3F	864.6009
SEMA3G	122.9596	SEMA3G	2133.3673
SEMA4A	586.9583	SEMA4A	497.6226
SEMA4B	1927.9145	SEMA4B	1883.822
SEMA4C	969.0944	SEMA4C	1151.8226
SEMA4D	683.4038	SEMA4D	646.8604
SEMA4F	239.2907	SEMA4F	267.6495
SEMA4G	30.0771	SEMA4G	119.586
SEMA5A	923.6888	SEMA5A	1280.5097
SEMA5B	2232.8279	SEMA5B	26.9117
SEMA6A	532.6042	SEMA6A	767.7186
SEMA6B	95.7826	SEMA6B	214.3153
SEMA6C	64.6284	SEMA6C	350.342
SEMA6D	562.7641	SEMA6D	321.9623
SEMA7A	211.4508	SEMA7A	76.8208
SENP1	711.2437	SENP1	246.1201
SENP2	1336.3162	SENP2	731.0208
SENP3	1014.8082	SENP3	1017.259
SENP5	2184.108	SENP5	625.8203
SENP6	2057.5027	SENP6	1572.1351
SENP7	132.571	SENP7	226.0586
SENP8	27.1771	SENP8	69.4812
SEP15	2717.7065	SEP15	3223.5375
SEPHS1	2235.4793	SEPHS1	768.2079
SEPHS2	1971.3315	SEPHS2	2006.6374
SEPN1	3650.3439	SEPN1	2999.4361
SEPP1	1021.1351	SEPP1	16001.3896
SEPSECS	146.8224	SEPSECS	319.0265
SEPT10	2169.8567	SEPT10	743.7427
SEPT11	2901.6489	SEPT11	1095.5526
SEPT1	60.6513	SEPT1	145.3234
SEPT2	10297.1249	SEPT2	7274.9781
SEPT3	413.2902	SEPT3	148.2592
SEPT4	73.2455	SEPT4	725.1491
SEPT5	315.1877	SEPT5	680.1331
SEPT6	547.5184	SEPT6	696.7695
SEPT7P2	117.6568	SEPT7P2	270.096
SEPT7	4874.3061	SEPT7	2703.4069
SEPT8	1845.3227	SEPT8	1106.2243
SEPT9	4126.9368	SEPT9	5370.116
SEPW1	1812.2463	SEPW1	5365.7122
SEPX1	242.9364	SEPX1	595.4835
SERAC1	301.9306	SERAC1	162.4491
SERBP1	5463.9158	SERBP1	5467.9769
SERF1A	273.0964	SERF1A	1036.3468
SERF2	7994.6773	SERF2	9597.0749
SERGEF	144.8339	SERGEF	503.9835
SERHL2	22.9282	SERHL2	1697.7836
SERHL	101.4169	SERHL	830.3496
SERINC1	3420.6645	SERINC1	4304.9003
SERINC2	607.8383	SERINC2	4357.2558
SERINC3	3206.5623	SERINC3	1429.2582
removed	removed	SERINC4	8.9396
SERINC5	102.4111	SERINC5	15.6577
SERP1	10032.7948	SERP1	4122.879
SERP2	24.8571	SERP2	144.8341
removed	removed	SERPINA11	216.7619
removed	removed	SERPINA12	5.8717
SERPINA1	1442.0416	SERPINA1	9316.3561
SERPINA3	2377.3304	SERPINA3	9195.9872
removed	removed	SERPINA4	5.8717
SERPINA5	6.2971	SERPINA5	915.4886
removed	removed	SERPINA6	280.8607
SERPINB1	636.6725	SERPINB1	1016.2853
SERPINB2	1460.6015	removed	removed
SERPINB5	3295.0534	SERPINB5	647.3497
SERPINB6	785.8149	SERPINB6	3050.813
SERPINB7	1337.9733	removed	removed
SERPINB8	210.4565	SERPINB8	177.6175
SERPINB9	463.6672	SERPINB9	209.4223
removed	removed	SERPIND1	15.1684
SERPINE1	918.3859	SERPINE1	1337.7583
SERPINE2	278.3992	SERPINE2	702.1518
SERPINF1	2585.7983	SERPINF1	10881.6409
SERPINF2	27.1771	SERPINF2	163.4277
SERPING1	5242.5222	SERPING1	13417.2164
SERPINH1	9285.6078	SERPINH1	4121.9004
SERPINI1	45.0742	SERPINI1	279.3928
SERTAD1	133.2339	SERTAD1	1600.0254
SERTAD2	1981.2743	SERTAD2	971.2693
SERTAD3	376.8332	SERTAD3	1904.8621
SERTAD4	22.2057	SERTAD4	62.1417
SESN1	145.4967	SESN1	978.1195
SESN2	470.2958	SESN2	476.0932
SESN3	395.7246	SESN3	55.2914
SESTD1	1997.5143	SESTD1	1082.8307
SETBP1	174.3309	SETBP1	420.8018
SETD1A	1303.5048	SETD1A	649.307
SETD1B	729.4722	SETD1B	497.6226
SETD2	3950.2859	SETD2	1585.3463
SETD3	2075.3998	SETD3	1640.6377
SETD4	240.285	SETD4	527.4702
SETD5	3351.3961	SETD5	1424.8545
SETD6	307.0147	SETD6	418.3015
SETD7	2277.9021	SETD7	1918.0733
SETD8	660.2038	SETD8	979.0981
SETDB1	1628.6353	SETDB1	925.2747
SETDB2	329.4391	SETDB2	487.8365
SETMAR	245.2564	SETMAR	867.0474
SETX	3545.2813	SETX	1274.638
SET	13696.578	SET	6354.5965
SEZ6L2	2164.5538	SEZ6L2	903.7453
SF1	4885.5746	SF1	6252.8211
SF3A1	2736.926	SF3A1	3341.9345
SF3A2	727.1522	SF3A2	1928.838
SF3A3	2541.387	SF3A3	2199.9127
SF3B14	1593.1726	SF3B14	1555.4987
SF3B1	10469.4672	SF3B1	4642.031
SF3B2	5765.8464	SF3B2	6443.1606
SF3B3	7929.7373	SF3B3	3024.3906
SF3B4	3687.7952	SF3B4	1926.3915
SF3B5	635.6782	SF3B5	1994.8941
SF4	381.1418	SF4	961.4832
SFI1	211.1194	SFI1	588.6332
SFMBT1	612.8097	SFMBT1	262.7565
SFMBT2	86.5026	SFMBT2	24.4652
SFN	1424.8074	SFN	1732.4116
SFPQ	4797.6667	SFPQ	3956.0507
SFRP1	3117.0768	SFRP1	23499.3339
SFRP2	3236.0593	SFRP2	6938.3366
SFRP4	1106.9683	SFRP4	6074.225
SFRS11	2233.4908	SFRS11	2304.6238
SFRS12IP1	306.2391	SFRS12IP1	758.9112
SFRS12	1146.0767	SFRS12	877.3228
SFRS13A	1933.5488	SFRS13A	1261.9161
SFRS13B	78.8798	SFRS13B	33.2727
SFRS14	1433.4311	SFRS14	987.4163
SFRS15	637.6667	SFRS15	854.3255
SFRS16	421.5759	SFRS16	862.6437
SFRS17A	516.0328	SFRS17A	1253.1086
SFRS18	1599.1383	SFRS18	2178.3833
SFRS1	6733.9465	SFRS1	2128.4742
SFRS2B	1769.4921	SFRS2B	2412.7601
SFRS2IP	2481.0672	SFRS2IP	1400.3892
SFRS2	3178.666	SFRS2	2566.1228
SFRS3	6121.1368	SFRS3	8266.7981
SFRS4	1767.5035	SFRS4	2713.193
SFRS5	2538.0727	SFRS5	9334.4604
SFRS6	3449.1673	SFRS6	5148.9504
SFRS7	1957.743	SFRS7	2644.6904
SFRS8	328.1133	SFRS8	1090.1702
SFRS9	1622.0068	SFRS9	2232.6961
SFT2D1	406.3303	SFT2D1	678.6652
SFT2D2	444.7626	SFT2D2	53.3342
SFT2D3	396.056	SFT2D3	374.3179
removed	removed	SFTA1P	12.7219
removed	removed	SFTPA2	9.2968
removed	removed	SFTPD	57.2486
SFXN1	764.2721	SFXN1	237.3126
SFXN2	205.8166	SFXN2	230.4624
SFXN3	739.7465	SFXN3	1203.1996
SFXN4	297.622	SFXN4	599.8872
SFXN5	182.2852	SFXN5	323.4302
removed	removed	SGCA	17.1257
SGCB	798.0777	SGCB	971.7586
SGCD	199.5194	SGCD	242.695
SGCE	407.9874	SGCE	1542.2875
removed	removed	SGCG	78.2887
SGEF	147.4853	SGEF	334.6842
SGIP1	88.4912	SGIP1	31.8048
SGK196	65.9541	removed	removed
SGK1	887.8946	SGK1	1206.1354
SGK223	1127.8482	SGK223	756.4646
SGK269	2431.0216	SGK269	614.077
removed	removed	SGK2	97.3716
SGK3	1465.3542	SGK3	522.538
SGK494	25.8514	SGK494	50.3984
SGMS1	2773.7178	SGMS1	348.3847
SGMS2	1641.8925	SGMS2	111.8746
SGOL1	429.1988	removed	removed
SGOL2	599.884	SGOL2	76.3315
SGPL1	2288.5077	SGPL1	1102.4029
SGPP1	279.7249	SGPP1	251.5025
SGPP2	72.2512	SGPP2	20.5508
SGSH	280.7192	SGSH	975.1837
SGSM1	64.297	SGSM1	158.0453
SGSM2	665.1752	SGSM2	2321.7495
SGSM3	1525.2299	SGSM3	2258.6292
SGTA	1238.2136	SGTA	2056.0572
SGTB	251.8154	SGTB	124.6552
SH2B1	871.6547	SH2B1	2013.4877
SH2B2	73.2455	SH2B2	32.2941
SH2B3	1212.6937	SH2B3	471.2002
SH2D1A	51.7027	SH2D1A	20.0615
SH2D1B	9.28	removed	removed
SH2D2A	232.6622	SH2D2A	38.1657
SH2D3A	423.2331	SH2D3A	520.1306
SH2D3C	143.1767	SH2D3C	467.2857
SH2D4A	253.2107	SH2D4A	214.8046
SH2D4B	9.28	removed	removed
SH3BGRL2	73.2455	SH3BGRL2	851.879
SH3BGRL3	2695.8323	SH3BGRL3	3534.2458
SH3BGRL	2002.8171	SH3BGRL	2016.9128
SH3BGR	16.5714	SH3BGR	203.5506
SH3BP1	679.0157	SH3BP1	286.6932
SH3BP2	1473.1958	SH3BP2	1092.1275
SH3BP4	1366.4761	SH3BP4	1735.5628
SH3BP5L	609.8268	SH3BP5L	874.387
SH3BP5	1883.1088	SH3BP5	2155.7921
SH3D19	1199.4366	SH3D19	1626.4479
SH3GL1	2349.4904	SH3GL1	1776.6643
removed	removed	SH3GL3	9.2968
SH3GLB1	2187.4223	SH3GLB1	2596.7385
SH3GLB2	624.0782	SH3GLB2	2372.6371
SH3KBP1	2165.8795	SH3KBP1	1030.9644
SH3PXD2A	2317.342	SH3PXD2A	1184.606
SH3PXD2B	3022.6199	SH3PXD2B	1630.8516
SH3RF1	668.4895	SH3RF1	434.9916
SH3RF2	11.2685	SH3RF2	255.4169
SH3RF3	140.8567	SH3RF3	208.4437
SH3TC1	372.1932	SH3TC1	184.4678
SH3TC2	61.977	SH3TC2	47.4625
SH3YL1	1008.2028	SH3YL1	1362.7128
SHANK2	1467.8929	SHANK2	484.4114
SHANK3	588.9469	SHANK3	592.5476
SHARPIN	881.9289	SHARPIN	1415.0684
removed	removed	SHBG	5.3823
SHB	1659.7895	SHB	674.2615
SHC1	3791.2006	SHC1	2969.5885
SHC2	21.2114	SHC2	902.2773
SHC3	22.2057	SHC3	14.1898
SHC4	3357.3618	SHC4	54.3128
SHCBP1	1209.7108	SHCBP1	14.1898
SHE	90.4797	SHE	263.2458
SHFM1	2094.2912	SHFM1	1939.1134
SHF	93.1312	SHF	251.0132
SHISA2	26.8456	SHISA2	217.2512
SHISA3	5.6343	SHISA3	7.3396
SHISA4	163.0624	SHISA4	297.4971
SHISA5	2590.4383	SHISA5	3830.275
removed	removed	SHISA6	6.8503
removed	removed	SHISA9	27.8904
SHKBP1	1158.0081	SHKBP1	740.8069
SHMT1	258.6461	SHMT1	1331.3582
SHMT2	2215.5937	SHMT2	1615.1939
SHOC2	928.9916	SHOC2	651.7535
SHOX2	170.3538	SHOX2	127.2191
SHPK	226.6965	SHPK	356.2136
SHPRH	311.3564	SHPRH	48.5047
SHQ1	365.2332	SHQ1	383.1254
SHROOM1	55.017	SHROOM1	493.7082
SHROOM2	63.6341	SHROOM2	182.0212
SHROOM3	1829.8119	SHROOM3	3126.6552
SHROOM4	260.8335	SHROOM4	174.6817
SIAE	307.8963	SIAE	1017.2639
SIAH1	1269.6131	SIAH1	516.7642
SIAH2	2037.617	SIAH2	973.2265
SIDT1	31.4856	SIDT1	304.3473
SIDT2	731.3315	SIDT2	1645.4916
SIGIRR	232.3308	SIGIRR	750.593
SIGLEC10	469.3015	SIGLEC10	114.4972
SIGLEC11	13.5885	SIGLEC11	11.7433
SIGLEC12	20.5485	removed	removed
SIGLEC14	130.9139	SIGLEC14	26.4224
SIGLEC15	9.9428	SIGLEC15	16.6364
removed	removed	SIGLEC16	11.7433
SIGLEC1	797.0834	SIGLEC1	516.7055
SIGLEC5	66.9484	SIGLEC5	6.361
SIGLEC6	7.6228	removed	removed
SIGLEC7	62.6398	SIGLEC7	22.0187
SIGLEC8	11.6	SIGLEC8	37.1871
SIGLEC9	113.3482	SIGLEC9	23.4866
removed	removed	SIGLECP3	27.8904
SIGMAR1	3042.837	SIGMAR1	1272.6808
SIK1	2121.7997	SIK1	3171.1819
SIK2	546.5242	SIK2	977.6302
SIK3	615.1297	SIK3	1033.4109
SIKE1	831.2205	SIKE1	367.9569
SIL1	378.8218	SIL1	1119.0392
SILV	28.1713	SILV	243.1843
SIM2	188.9137	SIM2	78.778
SIN3A	1977.9601	SIN3A	1392.5604
SIN3B	1129.1739	SIN3B	975.673
SIP1	141.5196	SIP1	184.4678
SIPA1L1	1314.7734	SIPA1L1	692.3658
SIPA1L2	392.7417	SIPA1L2	618.9701
SIPA1L3	1555.3898	SIPA1L3	562.7001
SIPA1	521.3357	SIPA1	1120.9964
SIRPA	1688.9552	SIRPA	3045.92
SIRPB1	120.3082	SIRPB1	40.6123
SIRPB2	149.8053	SIRPB2	34.2513
SIRPG	43.0856	SIRPG	15.6577
SIRT1	341.7019	SIRT1	616.5236
SIRT2	836.1919	SIRT2	1803.0868
SIRT3	298.381	SIRT3	1277.2558
removed	removed	SIRT4	54.8021
SIRT5	231.6679	SIRT5	533.8311
SIRT6	139.8625	SIRT6	367.4676
SIRT7	199.8509	SIRT7	541.1707
SIT1	34.4685	SIT1	35.2299
SIVA1	872.9804	SIVA1	1224.729
SIX1	197.1994	SIX1	117.9224
SIX2	151.4624	SIX2	44.0374
SIX3	397.3817	SIX3	13.2112
SIX4	429.5302	SIX4	98.3502
SIX5	564.0898	SIX5	1029.9858
SKA1	329.7705	SKA1	7.8289
SKA2	509.4043	SKA2	348.3847
SKA3	801.6803	SKA3	15.6577
SKAP1	187.9195	SKAP1	132.6015
SKAP2	1183.1966	SKAP2	1029.4965
SKIL	1512.9671	SKIL	87.0962
removed	removed	SKIV2L2	911.9656
SKIV2L	1287.5599	SKIV2L	1194.0104
SKI	3434.253	SKI	1988.5332
SKP1	3089.2369	SKP1	5659.2949
SKP2	378.8218	SKP2	16.6364
SLA2	66.2855	SLA2	22.0187
SLAIN1	114.674	SLAIN1	117.4331
SLAIN2	1004.8886	SLAIN2	828.3924
SLAMF1	48.057	SLAMF1	29.8476
removed	removed	SLAMF6	50.3984
SLAMF7	528.9585	SLAMF7	406.1227
SLAMF8	1158.3462	SLAMF8	78.6312
SLAMF9	38.777	SLAMF9	5.8717
SLA	517.3585	SLA	154.6202
SLBP	1234.8993	SLBP	799.0341
SLC10A3	625.7354	SLC10A3	800.502
SLC10A4	19.8857	removed	removed
removed	removed	SLC10A5	16.147
SLC10A6	19.8857	SLC10A6	15.1684
SLC10A7	511.0614	SLC10A7	97.8609
SLC11A1	377.8275	SLC11A1	74.8636
SLC11A2	1860.3033	SLC11A2	1130.7825
SLC12A1	375.1761	SLC12A1	8.3182
SLC12A2	694.3409	SLC12A2	2905.4896
SLC12A4	639.3239	SLC12A4	1250.0162
SLC12A6	471.6779	SLC12A6	338.6476
SLC12A7	4581.6555	SLC12A7	1258.0017
SLC12A8	1323.6126	SLC12A8	202.0827
SLC12A9	563.7584	SLC12A9	870.9619
removed	removed	SLC13A2	1034.8788
SLC13A3	217.7479	SLC13A3	107.1577
SLC13A4	6.2971	SLC13A4	5.8717
removed	removed	SLC13A5	5.8717
SLC14A1	6.6286	SLC14A1	107.1577
removed	removed	SLC14A2	11.7433
SLC15A2	408.9817	SLC15A2	108.1363
SLC15A3	1843.7319	SLC15A3	504.9622
SLC15A4	341.039	SLC15A4	493.7082
SLC16A10	57.0056	SLC16A10	19.5722
SLC16A11	29.8285	SLC16A11	152.1737
removed	removed	SLC16A12	21.5294
SLC16A13	83.1883	SLC16A13	77.7994
SLC16A14	71.2569	SLC16A14	129.6657
SLC16A1	1661.7781	SLC16A1	350.8313
SLC16A2	274.0906	SLC16A2	525.0236
SLC16A3	791.4492	SLC16A3	203.5506
SLC16A4	47.0627	SLC16A4	332.2377
SLC16A5	278.3992	SLC16A5	164.8956
SLC16A6	56.3427	SLC16A6	19.0829
SLC16A7	24.5256	SLC16A7	13.2112
SLC16A8	12.5942	SLC16A8	17.1257
SLC16A9	303.2563	SLC16A9	57.7379
SLC17A5	1190.8195	SLC17A5	529.4274
removed	removed	SLC17A7	91.9892
SLC17A9	681.7466	SLC17A9	77.3101
SLC19A1	175.3252	SLC19A1	159.5132
SLC19A2	366.2275	SLC19A2	455.0531
SLC19A3	197.1994	SLC19A3	864.1116
SLC1A1	73.2455	SLC1A1	79.7566
SLC1A2	15.5771	SLC1A2	105.6898
SLC1A3	463.9987	SLC1A3	173.2138
SLC1A4	3888.6403	SLC1A4	1052.4938
SLC1A5	6178.1423	SLC1A5	3339.0133
removed	removed	SLC1A7	64.0989
SLC20A1	1107.9625	SLC20A1	784.355
SLC20A2	634.6839	SLC20A2	722.2133
SLC22A15	39.1085	SLC22A15	47.9518
SLC22A17	86.5026	SLC22A17	1253.5979
SLC22A18AS	9.28	SLC22A18AS	8.3182
SLC22A18	175.3252	SLC22A18	395.358
SLC22A20	21.2114	removed	removed
SLC22A23	374.5364	SLC22A23	942.6743
SLC22A3	7.9543	SLC22A3	112.54
SLC22A4	24.5256	SLC22A4	66.8879
SLC22A5	100.754	SLC22A5	452.1173
removed	removed	SLC23A1	5.8717
SLC23A2	520.0099	SLC23A2	486.8579
SLC23A3	11.1592	SLC23A3	39.1444
SLC24A1	366.0055	SLC24A1	313.6637
SLC24A2	6.96	removed	removed
SLC24A3	463.6672	SLC24A3	615.0557
removed	removed	SLC24A5	12.8198
SLC24A6	362.2504	SLC24A6	942.8896
SLC25A10	395.3932	SLC25A10	718.7882
SLC25A11	621.7582	SLC25A11	1245.769
SLC25A12	630.7068	SLC25A12	503.0049
SLC25A13	471.9529	SLC25A13	343.4917
SLC25A14	75.2341	SLC25A14	237.3126
SLC25A15	713.6134	SLC25A15	190.8777
SLC25A16	175.9881	SLC25A16	169.7886
SLC25A17	551.4956	SLC25A17	590.5904
removed	removed	SLC25A18	96.393
SLC25A19	419.5874	SLC25A19	178.1068
SLC25A1	841.1633	SLC25A1	1849.5707
SLC25A20	424.5588	SLC25A20	639.5209
SLC25A22	841.4947	SLC25A22	359.6387
SLC25A23	886.5689	SLC25A23	1440.5122
SLC25A24	1419.8359	SLC25A24	277.9249
SLC25A25	597.8954	SLC25A25	2240.0356
SLC25A26	606.4032	SLC25A26	581.093
SLC25A27	35.1313	SLC25A27	326.366
SLC25A28	394.0674	SLC25A28	1182.1595
SLC25A29	534.9242	SLC25A29	1983.6401
SLC25A30	319.8277	SLC25A30	387.0398
SLC25A32	2033.673	SLC25A32	395.2356
SLC25A33	192.8909	SLC25A33	319.0265
SLC25A34	10.6057	SLC25A34	53.8235
SLC25A35	117.6899	SLC25A35	237.5622
SLC25A36	1495.7329	SLC25A36	1204.1782
SLC25A37	1487.4472	SLC25A37	725.1491
SLC25A38	466.3187	SLC25A38	1006.0099
SLC25A39	3053.1113	SLC25A39	2785.1207
SLC25A3	4665.1752	SLC25A3	8827.541
SLC25A40	205.4851	SLC25A40	13.2112
SLC25A42	113.0168	SLC25A42	451.628
SLC25A43	852.1004	SLC25A43	362.5746
SLC25A44	1873.2289	SLC25A44	566.1252
SLC25A45	209.4623	SLC25A45	231.9303
SLC25A46	530.2842	SLC25A46	175.6603
SLC25A4	300.6049	SLC25A4	1078.4269
SLC25A5	4664.8438	SLC25A5	3448.6175
SLC25A6	3560.1955	SLC25A6	17690.8012
SLC26A10	14.5994	SLC26A10	57.8896
SLC26A11	98.7654	SLC26A11	652.7321
SLC26A1	5.3161	SLC26A1	13.2259
SLC26A2	337.3933	SLC26A2	431.0772
removed	removed	SLC26A3	13.7005
removed	removed	SLC26A4	30.3369
removed	removed	SLC26A5	9.7861
SLC26A6	195.8737	SLC26A6	221.1656
removed	removed	SLC26A7	12.2326
SLC26A8	5.9657	removed	removed
SLC26A9	29.8285	removed	removed
SLC27A1	197.1994	SLC27A1	2159.3004
SLC27A2	28.8342	SLC27A2	36.2085
SLC27A3	316.5134	SLC27A3	1097.9991
SLC27A4	472.2844	SLC27A4	593.037
SLC27A5	30.3919	SLC27A5	238.5702
SLC27A6	63.9655	SLC27A6	266.6709
removed	removed	SLC28A1	5.3823
SLC28A3	170.0224	SLC28A3	26.4224
SLC29A1	1444.693	SLC29A1	3317.4839
SLC29A2	802.8436	SLC29A2	388.9432
SLC29A3	200.5137	SLC29A3	382.6361
SLC29A4	13.92	SLC29A4	488.3258
SLC2A10	961.4715	SLC2A10	466.3071
SLC2A11	119.9768	SLC2A11	208.4437
SLC2A12	27.5085	SLC2A12	168.81
SLC2A13	157.0967	SLC2A13	57.7379
SLC2A14	41.4285	SLC2A14	22.9973
SLC2A1	1285.9392	SLC2A1	806.863
SLC2A3	1759.2178	SLC2A3	1937.6455
SLC2A4RG	853.7576	SLC2A4RG	1373.4775
SLC2A4	7.9543	SLC2A4	177.1282
SLC2A5	386.1132	SLC2A5	21.5294
SLC2A6	365.5647	SLC2A6	34.2513
SLC2A8	174.6624	SLC2A8	460.4355
SLC2A9	92.1369	SLC2A9	59.6951
SLC30A1	459.0273	SLC30A1	93.9464
SLC30A4	295.6334	SLC30A4	15.6577
SLC30A5	1337.3105	SLC30A5	677.6866
SLC30A6	726.8208	SLC30A6	63.6096
SLC30A7	571.3812	SLC30A7	437.9275
SLC30A9	1412.5445	SLC30A9	884.1731
SLC31A1	3472.6986	SLC31A1	937.5073
SLC31A2	462.0101	SLC31A2	582.2723
SLC33A1	1252.1336	SLC33A1	275.9677
SLC34A2	16544.867	SLC34A2	726.1278
SLC35A1	479.3007	SLC35A1	908.149
SLC35A2	1697.2409	SLC35A2	520.1306
SLC35A3	305.9077	SLC35A3	142.8769
SLC35A4	2040.2685	SLC35A4	2561.9979
SLC35A5	463.6672	SLC35A5	304.8367
SLC35B1	922.3631	SLC35B1	830.3496
SLC35B2	1756.235	SLC35B2	971.2693
SLC35B3	399.0389	SLC35B3	534.8097
SLC35B4	313.5305	SLC35B4	239.2699
SLC35C1	1145.0824	SLC35C1	577.8685
SLC35C2	1316.4305	SLC35C2	1490.4213
SLC35D1	383.1303	SLC35D1	328.8126
SLC35D2	289.0049	SLC35D2	822.5207
SLC35E1	3871.7375	SLC35E1	1673.4211
SLC35E2	1186.5076	SLC35E2	2322.18
SLC35E2	61.9803	SLC35E2	26.9705
SLC35E3	137.211	SLC35E3	88.0748
SLC35E4	39.4399	SLC35E4	99.4169
SLC35F1	5.3028	SLC35F1	22.0187
SLC35F2	191.2337	SLC35F2	205.0186
SLC35F3	13.5885	SLC35F3	262.7565
SLC35F5	1058.5798	SLC35F5	308.7511
SLC36A1	521.0042	SLC36A1	162.4491
SLC36A4	394.7303	SLC36A4	79.2673
SLC37A1	304.9134	SLC37A1	421.2911
SLC37A2	544.867	SLC37A2	190.3394
SLC37A3	1502.3614	SLC37A3	639.5209
SLC37A4	405.6674	SLC37A4	472.1788
SLC38A10	1796.0063	SLC38A10	2872.2169
SLC38A1	5115.254	SLC38A1	2631.4792
SLC38A2	4633.6896	SLC38A2	2105.9662
removed	removed	SLC38A3	15.6577
removed	removed	SLC38A4	11.7433
SLC38A5	206.4794	SLC38A5	48.9304
SLC38A6	102.0797	SLC38A6	197.679
SLC38A7	369.8732	SLC38A7	47.9518
SLC38A9	143.8396	SLC38A9	193.7645
SLC39A10	698.318	SLC39A10	351.3206
SLC39A11	789.792	SLC39A11	835.2426
removed	removed	SLC39A12	11.254
SLC39A13	692.0209	SLC39A13	1113.6569
SLC39A14	2710.4151	SLC39A14	741.2962
SLC39A1	5763.195	SLC39A1	2878.5779
SLC39A2	167.371	SLC39A2	12.2326
SLC39A3	245.2564	SLC39A3	457.0103
SLC39A4	491.8386	SLC39A4	274.9891
SLC39A6	1917.9717	SLC39A6	5621.1291
SLC39A7	7396.4703	SLC39A7	3535.2244
SLC39A8	1742.9779	SLC39A8	761.3577
SLC39A9	1896.0974	SLC39A9	1602.9613
removed	removed	SLC3A1	17.0082
SLC3A2	13171.5967	SLC3A2	4231.9939
SLC40A1	236.6393	SLC40A1	2611.907
SLC41A1	508.7414	SLC41A1	606.2482
SLC41A2	484.5472	SLC41A2	78.778
SLC41A3	1350.2361	SLC41A3	1921.4984
SLC43A1	394.3989	SLC43A1	485.39
SLC43A2	520.3414	SLC43A2	834.264
SLC43A3	3956.9144	SLC43A3	1738.0093
SLC44A1	4058.3313	SLC44A1	1836.8488
SLC44A2	14404.176	SLC44A2	5986.1502
SLC44A3	111.3597	SLC44A3	368.4462
SLC44A4	102.4111	SLC44A4	361.596
removed	removed	SLC44A5	19.5722
