gene_id	TCGA-BH-A18V-01A-11R-A12D-07	gene_id	TCGA-BH-A18V-11A-52R-A12D-07
SLC45A1	53.3598	SLC45A1	75.3529
SLC45A3	120.0066	SLC45A3	167.3421
SLC45A4	591.2669	SLC45A4	435.4809
SLC46A1	198.8168	SLC46A1	951.5992
SLC46A2	7.6228	removed	removed
SLC46A3	442.7873	SLC46A3	404.6548
SLC47A1	19.8857	SLC47A1	51.8663
removed	removed	SLC47A2	6.8503
SLC48A1	415.6102	SLC48A1	1282.4669
SLC4A11	19.5542	SLC4A11	198.6576
SLC4A1AP	843.4833	SLC4A1AP	913.5313
SLC4A2	1114.8132	SLC4A2	1802.9889
SLC4A3	217.0851	SLC4A3	317.0693
SLC4A4	16.9028	SLC4A4	42.5695
SLC4A5	326.1679	SLC4A5	172.9691
SLC4A7	742.7293	SLC4A7	410.0371
SLC4A8	18.8914	SLC4A8	93.9464
removed	removed	SLC5A11	14.6791
SLC5A1	100.754	SLC5A1	533.8311
SLC5A3	517.8026	SLC5A3	354.3004
SLC5A6	5423.4783	SLC5A6	1341.8342
removed	removed	SLC5A8	12.7219
removed	removed	SLC5A9	20.0615
SLC6A11	175.9881	removed	removed
SLC6A12	35.4628	SLC6A12	22.9973
SLC6A14	392.4103	SLC6A14	711.4486
SLC6A15	15.9085	removed	removed
SLC6A16	11.6	SLC6A16	32.2941
SLC6A17	26.1828	SLC6A17	16.147
SLC6A1	13.92	SLC6A1	8.8075
removed	removed	SLC6A20	16.147
SLC6A2	902.8088	SLC6A2	9.7861
SLC6A6	1012.5114	SLC6A6	518.6627
removed	removed	SLC6A7	5.8717
SLC6A8	862.0433	SLC6A8	853.8362
SLC6A9	2465.4106	SLC6A9	146.302
removed	removed	SLC7A10	198.7506
SLC7A11	717.8689	SLC7A11	41.1016
removed	removed	SLC7A14	10.7647
SLC7A1	7238.0479	SLC7A1	556.3391
SLC7A2	50.7084	SLC7A2	1598.5575
removed	removed	SLC7A3	149.2378
SLC7A4	27.1771	SLC7A4	43.5481
SLC7A5P2	8.7663	removed	removed
SLC7A5	27177.7281	SLC7A5	430.5879
SLC7A6OS	240.0099	SLC7A6OS	118.0692
SLC7A6	2120.749	SLC7A6	641.3313
SLC7A7	834.5348	SLC7A7	246.6094
SLC7A8	288.0106	SLC7A8	1287.3599
SLC7A9	5.6343	SLC7A9	5.8717
SLC8A1	434.1702	SLC8A1	92.4785
removed	removed	SLC8A3	7.8289
SLC9A1	707.2666	SLC9A1	1432.194
SLC9A2	92.1369	SLC9A2	20.5508
SLC9A3R1	1335.3219	SLC9A3R1	3921.2856
SLC9A3R2	831.2205	SLC9A3R2	2567.3803
SLC9A5	10.9371	SLC9A5	40.123
SLC9A6	491.5072	SLC9A6	236.334
SLC9A7	475.5986	SLC9A7	28.869
SLC9A8	1383.7103	SLC9A8	712.9165
SLC9A9	116.3311	SLC9A9	257.3741
removed	removed	SLCO1A2	96.393
SLCO2A1	397.7131	SLCO2A1	495.6654
SLCO2B1	1400.9446	SLCO2B1	556.3391
SLCO3A1	2940.4259	SLCO3A1	432.0558
SLCO4A1	30.1599	SLCO4A1	47.4234
SLCO4C1	533.5985	SLCO4C1	10.7647
SLCO5A1	18.8914	removed	removed
SLFN11	1464.9101	SLFN11	432.5451
SLFN12L	14.5828	SLFN12L	6.361
SLFN12	98.434	SLFN12	31.8048
SLFN13	585.964	SLFN13	543.1279
SLFN5	1287.5963	SLFN5	246.6094
removed	removed	SLFNL1	12.7219
SLIT1	5.9657	SLIT1	12.7219
SLIT2	124.6168	SLIT2	81.2245
SLIT3	684.398	SLIT3	1779.6002
SLITRK1	45.0742	removed	removed
SLITRK2	9.6114	removed	removed
SLITRK4	28.5028	SLITRK4	82.2031
SLITRK5	395.0617	SLITRK5	75.8422
removed	removed	SLITRK6	222.6335
SLK	1318.4191	SLK	583.7402
SLMAP	1412.5445	SLMAP	861.1758
SLMO1	59.3255	SLMO1	51.8663
SLMO2	2388.2675	SLMO2	947.7827
SLPI	11871.0747	SLPI	5700.8858
SLTM	2972.2429	SLTM	1970.4289
SLU7	566.7412	SLU7	1367.1165
removed	removed	SLURP1	7.3396
SMAD1	1837.7662	SMAD1	515.2376
SMAD2	1440.3845	SMAD2	1601.9827
SMAD3	1495.4014	SMAD3	1531.0335
SMAD4	1638.7207	SMAD4	1675.3783
removed	removed	SMAD5OS	7.8289
SMAD5	1064.2141	SMAD5	1018.2425
SMAD6	103.7368	SMAD6	107.647
SMAD7	591.9297	SMAD7	480.4969
SMAD9	25.1885	SMAD9	6.361
SMAGP	633.0268	SMAGP	358.1708
SMAP1	733.6614	SMAP1	761.7736
SMAP2	854.7518	SMAP2	1026.0714
SMARCA1	776.8664	SMARCA1	1260.4482
SMARCA2	3053.4427	SMARCA2	4453.1595
SMARCA4	3981.4401	SMARCA4	2457.7761
SMARCA5	7162.8138	SMARCA5	1289.8064
SMARCAD1	1502.3614	SMARCAD1	526.0022
SMARCAL1	879.2775	SMARCAL1	954.1436
SMARCB1	935.9516	SMARCB1	1818.7445
SMARCC1	6750.1864	SMARCC1	1744.3702
SMARCC2	1596.1554	SMARCC2	3188.7969
SMARCD1	1136.1339	SMARCD1	1082.8307
SMARCD2	1929.5716	SMARCD2	4260.3736
SMARCD3	87.8283	SMARCD3	1020.1997
SMARCE1	2035.297	SMARCE1	2679.9203
SMC1A	4240.9479	SMC1A	1073.5339
SMC1B	80.5369	removed	removed
SMC2	2276.5764	SMC2	238.7806
SMC3	2175.4909	SMC3	836.7106
SMC4	7915.486	SMC4	505.4515
SMC5	728.8093	SMC5	649.7963
SMC6	847.4604	SMC6	347.4061
SMCHD1	1430.1102	SMCHD1	417.3767
SMCR7L	1988.8972	SMCR7L	824.9672
SMCR7	86.834	SMCR7	621.4166
SMCR8	849.3164	SMCR8	317.5977
SMEK1	2718.3694	SMEK1	1281.4883
SMEK2	3526.7214	SMEK2	1076.959
SMG1	5467.8929	SMG1	1039.2826
SMG5	9034.3856	SMG5	1726.266
SMG6	705.6094	SMG6	1415.0684
SMG7	2724.6665	SMG7	1503.1432
SMN1	9.1176	SMN1	7.0117
SMN2	1228.7646	SMN2	1885.1284
SMNDC1	1060.237	SMNDC1	591.569
SMOC1	65.6227	SMOC1	260.3099
SMOC2	1529.5385	SMOC2	2231.2281
SMOX	192.228	SMOX	288.2003
SMO	1189.4937	SMO	846.9859
SMPD1	420.5817	SMPD1	819.5849
SMPD2	257.1878	SMPD2	349.3634
SMPD3	43.0856	SMPD3	194.7432
SMPD4	3221.1451	SMPD4	1951.346
SMPDL3A	118.3197	SMPDL3A	327.3447
SMPDL3B	97.1083	SMPDL3B	306.7939
removed	removed	SMPX	5.8717
removed	removed	SMR3B	83.1818
SMS	1956.4173	SMS	1733.6055
SMTNL1	13.5885	removed	removed
SMTNL2	9.28	SMTNL2	13.7005
SMTN	462.0101	SMTN	1509.9934
SMU1	2161.9024	SMU1	1723.8195
SMUG1	311.2105	SMUG1	660.561
SMURF1	1100.3397	SMURF1	692.811
SMURF2	549.1756	SMURF2	456.0317
removed	removed	SMYD1	295.0506
SMYD2	1409.8931	SMYD2	525.0236
SMYD3	130.2511	SMYD3	324.4088
SMYD4	254.8678	SMYD4	385.0826
SMYD5	1426.7959	SMYD5	813.7132
SNAI1	334.7419	SNAI1	167.3421
SNAI2	260.8335	SNAI2	210.4009
SNAI3	7.6228	SNAI3	22.0187
SNAP23	1217.9965	SNAP23	816.1598
removed	removed	SNAP25	21.5294
SNAP29	534.2613	SNAP29	1030.9644
SNAP47	658.0065	SNAP47	956.1351
SNAP91	53.6913	SNAP91	5.3823
SNAPC1	185.5995	SNAPC1	251.0132
SNAPC2	119.6454	SNAPC2	680.6224
SNAPC3	647.941	SNAPC3	252.9704
SNAPC4	366.2275	SNAPC4	448.6922
SNAPC5	125.2796	SNAPC5	91.8571
SNAPIN	846.4662	SNAPIN	734.4459
SNCAIP	15.2457	SNCAIP	147.2806
SNCA	20.2171	SNCA	162.9384
SNCG	27.8399	SNCG	2169.0865
SND1	7078.6312	SND1	3947.708
SNED1	188.2509	SNED1	548.0209
SNF8	688.7066	SNF8	1338.7369
SNHG10	126.9368	SNHG10	159.0239
SNHG11	69.5633	SNHG11	316.7463
SNHG12	366.1347	SNHG12	414.4408
SNHG1	2047.5599	SNHG1	734.9352
SNHG3-RCC1	136.4156	SNHG3-RCC1	330.9313
SNHG3	57.337	SNHG3	60.1844
SNHG4	12.8362	SNHG4	5.8717
SNHG5	1808.932	SNHG5	4122.879
SNHG6	917.0602	SNHG6	1540.8196
SNHG7	710.5875	SNHG7	2238.7536
SNHG8	239.6222	SNHG8	2198.4447
SNHG9	25.5199	SNHG9	97.8609
SNIP1	263.8164	SNIP1	225.08
SNN	829.2319	SNN	971.2693
SNORA39	7.3279	removed	removed
SNORA7B	7.8051	SNORA7B	21.2358
SNORA8	629.4606	SNORA8	289.311
SNORD116-28	5.6177	SNORD116-28	9.5317
SNORD116-4	8.6271	removed	removed
SNORD1C	14.0128	removed	removed
SNPH	21.5428	SNPH	172.7245
SNRK	828.9005	SNRK	947.7827
SNRNP200	10491.3415	SNRNP200	4730.5951
SNRNP25	358.9361	SNRNP25	485.8793
SNRNP27	506.09	SNRNP27	480.0076
SNRNP35	67.4223	SNRNP35	834.1075
SNRNP40	891.5403	SNRNP40	801.4806
SNRNP48	375.1761	SNRNP48	380.6788
SNRNP70	1143.4253	SNRNP70	5735.6264
SNRPA1	1880.1889	SNRPA1	398.2938
SNRPA	1450.3273	SNRPA	1744.3702
SNRPB2	638.9925	SNRPB2	1059.3441
SNRPB	1802.6348	SNRPB	2042.8459
SNRPC	2018.0628	SNRPC	1478.1886
SNRPD1	921.7002	SNRPD1	860.1972
SNRPD2	2640.8153	SNRPD2	5122.5279
SNRPD3	1585.2482	SNRPD3	1794.1472
SNRPE	776.8664	SNRPE	855.7934
SNRPF	592.924	SNRPF	986.4377
SNRPG	1155.3567	SNRPG	753.5288
SNRPN	588.6917	SNRPN	2975.328
SNTA1	77.8855	SNTA1	545.5744
SNTB1	690.6952	SNTB1	659.5824
SNTB2	851.769	SNTB2	670.8364
removed	removed	SNTG2	6.361
SNUPN	424.5588	SNUPN	663.4968
SNURF	38.0379	SNURF	90.0027
SNW1	1419.8359	SNW1	1794.2793
SNX10	918.3859	SNX10	186.9143
SNX11	525.6442	SNX11	581.2936
SNX12	277.0735	SNX12	79.2673
SNX13	479.5758	SNX13	385.0826
SNX14	639.3239	SNX14	1142.5258
SNX15	269.4507	SNX15	794.6304
SNX16	269.1192	SNX16	128.1978
SNX17	2596.404	SNX17	3248.9813
SNX18	2059.1598	SNX18	666.9219
SNX19	1882.8403	SNX19	1245.769
SNX1	1736.0179	SNX1	2880.5351
SNX20	95.3451	SNX20	22.919
SNX21	222.7326	SNX21	1135.0786
SNX22	123.3507	SNX22	265.7804
SNX24	186.5938	SNX24	173.7031
SNX25	256.525	SNX25	288.6896
SNX27	1849.1308	SNX27	764.8024
SNX29	442.1245	SNX29	604.291
SNX2	1003.5628	SNX2	1658.2527
SNX30	383.4618	SNX30	319.0265
removed	removed	SNX31	12.7219
SNX32	7.2914	SNX32	38.1657
SNX33	622.0897	SNX33	1394.0283
SNX3	3105.8083	SNX3	3163.8424
SNX4	742.0665	SNX4	623.8631
SNX5	1559.6984	SNX5	2044.3139
SNX6	1526.5556	SNX6	908.149
SNX7	393.736	SNX7	564.168
SNX8	351.3133	SNX8	341.0452
SNX9	1314.1105	SNX9	1813.8515
SOAT1	781.1749	SOAT1	203.5506
SOBP	37.1199	SOBP	320.0051
SOCS1	39.7713	SOCS1	77.3101
SOCS2	47.0627	SOCS2	812.7346
SOCS3	1837.1033	SOCS3	7123.2937
SOCS4	589.6097	SOCS4	320.4944
SOCS5	874.6375	SOCS5	664.9647
SOCS6	1051.9513	SOCS6	707.0449
SOCS7	118.3197	SOCS7	6.361
SOD1	2377.9932	SOD1	4846.5603
SOD2	8444.7759	SOD2	5166.5653
SOD3	147.4853	SOD3	1545.2233
SOHLH1	10.9371	removed	removed
removed	removed	SOHLH2	48.9304
SOLH	723.1751	SOLH	453.5852
removed	removed	SON	3526.4169
SORBS1	652.581	SORBS1	2750.3801
SORBS2	2266.6335	SORBS2	2075.14
SORBS3	3907.5317	SORBS3	4252.0554
removed	removed	SORCS1	24.4652
SORCS2	25.1885	SORCS2	45.9946
SORD	1189.8252	SORD	302.3901
SORL1	772.2264	SORL1	1965.0465
SORT1	1435.0816	SORT1	1590.7287
SOS1	2902.6431	SOS1	921.3602
SOS2	1049.6313	SOS2	895.4271
SOSTDC1	82.1941	SOSTDC1	331.7484
SOX10	748.695	SOX10	4064.6518
SOX11	23.8628	SOX11	17.1257
SOX12	166.3767	SOX12	633.1599
SOX13	261.4964	SOX13	1015.796
SOX15	12.5942	SOX15	72.9064
SOX17	18.8914	SOX17	304.8367
SOX18	44.4113	SOX18	423.2483
SOX4	4659.8724	SOX4	2722.0005
SOX5	219.4051	SOX5	11.7433
removed	removed	SOX6	60.6737
SOX7	171.6431	SOX7	369.9875
SOX8	8.6171	SOX8	312.1762
SOX9	5096.0312	SOX9	2602.1209
SP100	1446.6816	SP100	1780.0895
SP110	433.8388	SP110	642.4567
SP140L	239.2907	SP140L	370.4034
SP140	95.1197	SP140	36.6978
SP1	3045.157	SP1	2490.5595
SP2	553.8156	SP2	836.7106
SP3	3273.5106	SP3	1130.2932
SP4	110.034	SP4	71.9277
removed	removed	SP5	14.6791
SP6	189.2452	SP6	186.9143
SPA17	22.5371	SPA17	200.6148
removed	removed	SPACA4	5.8717
SPAG16	322.4791	SPAG16	481.4755
removed	removed	SPAG17	19.0829
SPAG1	372.5246	SPAG1	96.393
SPAG4	14.9142	SPAG4	74.8636
SPAG5	1070.5112	SPAG5	94.4358
removed	removed	SPAG6	23.9759
SPAG7	475.9301	SPAG7	1605.8971
removed	removed	SPAG8	30.8262
SPAG9	3912.5031	SPAG9	1150.844
SPARCL1	1269.6992	SPARCL1	8565.7631
SPARC	30386.2789	SPARC	32191.8269
SPAST	591.2669	SPAST	358.6601
SPATA13	250.8642	SPATA13	27.5234
SPATA17	11.2685	SPATA17	19.0829
SPATA18	75.2341	SPATA18	436.9488
SPATA20	190.9023	SPATA20	1082.8894
SPATA22	6.022	removed	removed
SPATA24	26.8456	SPATA24	66.0561
SPATA2L	178.3081	SPATA2L	548.5103
SPATA2	518.0214	SPATA2	514.2589
removed	removed	SPATA4	5.3823
SPATA5L1	469.3015	SPATA5L1	350.8313
SPATA5	301.9306	SPATA5	163.917
SPATA6	36.7885	SPATA6	55.2914
SPATA7	85.5083	SPATA7	339.5773
removed	removed	SPATA9	14.2828
SPATC1	5.3028	removed	removed
SPATS2L	6849.2833	SPATS2L	1413.1112
SPATS2	521.0042	SPATS2	432.5451
SPC24	63.9655	removed	removed
SPC25	305.5763	SPC25	24.4652
SPCS1	1499.0471	SPCS1	2224.8672
SPCS2	900.4889	SPCS2	548.5103
SPCS3	1807.9377	SPCS3	1907.3086
SPDEF	9.9428	SPDEF	2901.5752
SPDYA	5.7536	SPDYA	13.1134
SPDYC	12.9257	removed	removed
SPDYE1	9.0944	removed	removed
SPDYE3	83.417	SPDYE3	43.9493
SPDYE5	8.2857	removed	removed
SPDYE6	31.4856	SPDYE6	13.2112
SPDYE7P	6.6286	removed	removed
SPDYE8P	18.5599	SPDYE8P	12.7219
removed	removed	SPEF1	19.5722
SPEF2	22.2057	SPEF2	241.2271
SPEG	901.8146	SPEG	633.6492
SPEN	2349.4904	SPEN	1455.6806
SPESP1	5.3028	SPESP1	67.5191
SPG11	4002.32	SPG11	1205.1568
SPG20	1885.4918	SPG20	1333.8438
SPG21	2101.2511	SPG21	1843.2097
SPG7	1498.3843	SPG7	1816.298
SPHAR	50.0456	SPHAR	192.8838
SPHK1	280.6927	SPHK1	564.1337
SPHK2	145.3211	SPHK2	322.0015
SPHKAP	74.2398	SPHKAP	20.5508
SPI1	575.3584	SPI1	376.2751
SPIB	582.9812	SPIB	13.2112
SPIN1	2175.1595	SPIN1	1702.2901
SPIN2B	81.1003	SPIN2B	200.6148
SPIN3	437.4845	SPIN3	149.7272
SPIN4	641.3125	SPIN4	65.0775
removed	removed	SPINK1	7.8289
removed	removed	SPINK2	6.8503
removed	removed	SPINK5	25.9331
removed	removed	SPINK8	72.4171
SPINT1	8109.3711	SPINT1	4947.357
SPINT2	10547.6841	SPINT2	10769.5902
SPIRE1	943.243	SPIRE1	323.9195
SPIRE2	289.6677	SPIRE2	210.8902
SPNS1	741.4102	SPNS1	1037.6532
SPNS2	607.4339	SPNS2	1055.596
SPNS3	8.6171	SPNS3	22.9973
SPN	200.1823	SPN	114.0079
SPOCD1	70.9255	SPOCD1	15.1684
SPOCK1	417.2674	SPOCK1	420.8018
SPOCK2	606.1811	SPOCK2	427.1628
removed	removed	SPOCK3	6.8503
SPON1	773.5521	SPON1	549.4889
SPON2	173.9995	SPON2	2287.9875
SPOPL	1000.9114	SPOPL	408.5692
SPOP	987.9857	SPOP	1068.1515
SPP1	18889.7175	SPP1	603.3123
SPPL2A	629.7125	SPPL2A	400.251
SPPL2B	379.4846	SPPL2B	1089.1916
SPPL3	1359.8475	SPPL3	1735.5628
SPRED1	1088.0769	SPRED1	795.1197
SPRED2	239.9536	SPRED2	876.3442
SPRN	54.0227	SPRN	180.064
SPRY1	303.9191	SPRY1	1971.8968
SPRY2	233.9879	SPRY2	1289.8064
SPRY3	62.6398	SPRY3	39.1444
SPRY4	446.1016	SPRY4	672.7936
SPRYD3	759.9635	SPRYD3	1976.7898
SPRYD4	234.3193	SPRYD4	480.9862
SPR	1008.8657	SPR	1133.7183
SPSB1	729.4722	SPSB1	654.6893
SPSB2	64.297	SPSB2	176.6389
SPSB3	584.3069	SPSB3	1669.5067
removed	removed	SPSB4	19.5722
SPTAN1	18495.3186	SPTAN1	6383.4654
SPTBN1	11161.4881	SPTBN1	8746.8058
SPTBN2	3949.623	SPTBN2	538.2349
SPTBN4	161.0738	SPTBN4	459.4568
SPTBN5	226.4181	SPTBN5	188.3822
SPTB	66.9484	SPTB	52.3556
SPTLC1	1653.161	SPTLC1	1161.6087
SPTLC2	1436.4073	SPTLC2	857.2613
SPTLC3	256.1936	SPTLC3	201.5934
SPTY2D1	1114.2497	SPTY2D1	612.6091
SQLE	7981.1086	SQLE	197.1897
SQRDL	2516.1985	SQRDL	1525.6512
SQSTM1	11936.3792	SQSTM1	11953.1785
SR140	2069.1027	SR140	1415.0684
SRA1	375.8389	SRA1	877.8121
SRBD1	333.7476	SRBD1	343.981
SRCAP	4614.4668	SRCAP	2642.7332
SRCIN1	18.8914	SRCIN1	324.4088
SRCRB4D	62.4343	SRCRB4D	29.8671
SRC	797.4149	SRC	804.4165
SRD5A1	4575.6898	SRD5A1	189.8501
removed	removed	SRD5A2	45.9946
SRD5A3	407.6063	SRD5A3	510.8093
SREBF1	1691.938	SREBF1	2228.2923
SREBF2	7436.573	SREBF2	2509.1531
SRFBP1	246.2507	SRFBP1	80.2459
SRF	3670.8924	SRF	3470.1469
SRGAP1	324.4676	SRGAP1	331.7484
SRGAP2	975.3915	SRGAP2	638.5423
SRGAP3	50.377	SRGAP3	255.9062
SRGN	2083.6855	SRGN	954.6329
SRI	1261.0821	SRI	1988.0438
removed	removed	SRL	21.5294
SRMS	44.7427	removed	removed
SRM	1355.2076	SRM	1362.2235
SRP14	3037.5342	SRP14	5506.1426
SRP19	593.3416	SRP19	828.6224
SRP54	1103.3226	SRP54	930.1677
SRP68	1772.8064	SRP68	2579.1236
SRP72	2556.9641	SRP72	1558.4346
SRP9	4826.5805	SRP9	3360.0534
SRPK1	3745.4636	SRPK1	585.6974
SRPK2	1841.4119	SRPK2	411.505
SRPK3	68.3702	SRPK3	71.9571
SRPRB	3598.3097	SRPRB	1117.5713
SRPR	3542.6299	SRPR	3091.4253
SRPX2	240.6165	SRPX2	429.12
SRPX	205.8166	SRPX	1874.0359
SRRD	151.7939	SRRD	135.5373
SRRM1	1899.7431	SRRM1	1062.2799
SRRM2	15149.2253	SRRM2	7627.2773
SRRM3	40.7656	SRRM3	162.9384
SRRM5	29.7821	SRRM5	58.5404
SRRT	1598.4754	SRRT	2449.9472
SRR	52.9886	SRR	208.8107
SRXN1	322.4791	SRXN1	450.1601
SS18L1	439.473	SS18L1	331.7484
SS18L2	279.3935	SS18L2	505.9408
SS18	1276.3278	SS18	1934.7097
SSBP1	2332.2562	SSBP1	1425.8331
SSBP2	149.8053	SSBP2	589.6118
SSBP3	365.8961	SSBP3	959.526
SSBP4	207.4737	SSBP4	715.3631
SSB	4534.1089	SSB	2724.354
SSC5D	143.1767	SSC5D	457.0103
SSFA2	2182.7823	SSFA2	1326.5043
SSH1	1385.3675	SSH1	582.2723
SSH2	509.4043	SSH2	280.3714
SSH3	533.9299	SSH3	1427.301
SSNA1	902.8088	SSNA1	1103.8708
SSPN	1164.6367	SSPN	999.1596
SSPO	6.96	SSPO	8.8075
SSR1	5129.8368	SSR1	2730.808
SSR2	9085.7569	SSR2	8710.1079
SSR3	7362.9961	SSR3	2902.0645
SSR4	2343.5247	SSR4	4001.0422
SSRP1	7905.2117	SSRP1	5221.3674
SSSCA1	597.8954	SSSCA1	484.4114
removed	removed	SSTR1	44.5267
SSTR2	35.4628	SSTR2	30.3369
SSU72	4469.3015	SSU72	4173.2774
SSX2IP	339.3819	SSX2IP	212.8474
ST13	4978.0429	ST13	8364.1697
ST14	3318.2534	ST14	3082.1285
ST18	10.2743	removed	removed
ST20	80.9313	ST20	54.4792
ST3GAL1	3832.9605	ST3GAL1	776.5261
ST3GAL2	322.8105	ST3GAL2	474.136
ST3GAL3	105.7254	ST3GAL3	337.62
ST3GAL4	1137.4596	ST3GAL4	431.0772
ST3GAL5	138.8682	ST3GAL5	606.7375
ST3GAL6	151.4624	ST3GAL6	190.3394
ST5	1679.6752	ST5	2283.0944
ST6GAL1	2186.428	ST6GAL1	1212.007
ST6GAL2	55.017	ST6GAL2	75.3529
removed	removed	ST6GALNAC1	56.7593
ST6GALNAC2	199.188	ST6GALNAC2	780.9298
ST6GALNAC3	17.5657	ST6GALNAC3	60.6737
ST6GALNAC4	307.2334	ST6GALNAC4	494.6868
ST6GALNAC5	706.6037	ST6GALNAC5	110.0935
ST6GALNAC6	526.9699	ST6GALNAC6	2378.9981
ST7L	112.6854	ST7L	255.4169
ST7OT1	36.8017	ST7OT1	148.6947
ST7	530.9272	ST7	606.2335
ST8SIA1	816.9691	ST8SIA1	309.2404
ST8SIA2	12.5942	ST8SIA2	100.3074
ST8SIA4	387.4389	ST8SIA4	128.1978
removed	removed	ST8SIA5	7.8289
removed	removed	ST8SIA6	8.8075
STAB1	1645.9458	STAB1	2103.7497
removed	removed	STAB2	154.6202
removed	removed	STAC2	3476.5079
STAC3	96.3825	STAC3	69.9705
STAC	326.4562	STAC	109.1149
STAG1	2336.5747	STAG1	284.4522
STAG2	3455.4644	STAG2	1580.4533
STAG3L1	79.2112	STAG3L1	19.4743
STAG3L2	129.5882	STAG3L2	29.8476
STAG3L3	366.5523	STAG3L3	189.0232
STAG3L4	157.0967	STAG3L4	101.7753
STAG3	22.6299	STAG3	18.9703
STAM2	869.0032	STAM2	598.4193
removed	removed	STAMBPL1	148.2592
STAMBP	1490.7615	STAMBP	726.1278
STAM	686.718	STAM	373.8286
STAP1	6.6286	STAP1	8.3182
STAP2	315.1877	STAP2	974.2051
STARD10	1364.819	STARD10	2676.9845
STARD13	306.902	STARD13	669.8577
STARD3NL	582.3183	STARD3NL	540.6814
STARD3	575.0269	STARD3	1203.6889
STARD4	82.1941	STARD4	9.2968
STARD5	37.7827	STARD5	150.7058
STARD7	5408.8093	STARD7	3182.0298
STARD8	153.451	STARD8	184.9571
removed	removed	STAR	10.7647
STAT1	9653.4924	STAT1	1373.9668
STAT2	1851.6861	STAT2	2504.7493
STAT3	8411.6331	STAT3	3945.7508
STAT4	56.3427	STAT4	64.0989
STAT5A	982.6829	STAT5A	3225.984
STAT5B	1333.3333	STAT5B	2547.8081
STAT6	1659.4581	STAT6	4579.4
STAU1	4683.4038	STAU1	1938.6241
STAU2	743.7236	STAU2	428.6307
STBD1	266.4214	STBD1	843.8104
STC1	769.9064	STC1	1059.8334
STC2	3081.9455	STC2	10132.5159
STEAP1	88.8226	STEAP1	330.2805
STEAP2	129.5882	STEAP2	454.5638
STEAP3	1635.9268	STEAP3	1733.6055
STEAP4	258.845	STEAP4	1565.2848
STIL	1290.5792	STIL	49.9091
STIM1	2438.9759	STIM1	1500.2073
STIM2	251.885	STIM2	644.9032
STIP1	8595.5754	STIP1	2559.5514
removed	removed	STK10	642.946
STK11IP	495.8157	STK11IP	523.0664
STK11	449.4159	STK11	1079.4055
STK16	506.7528	STK16	910.5955
STK17A	638.3296	STK17A	669.8577
STK17B	2159.5824	STK17B	711.9379
STK19	423.7965	STK19	694.1762
STK24	8219.4051	STK24	2126.517
STK25	1220.6479	STK25	2193.5517
STK31	48.3884	removed	removed
STK32B	14.5828	STK32B	209.4223
STK32C	48.468	STK32C	152.1737
STK33	16.9028	removed	removed
STK35	895.8489	STK35	898.8522
STK36	204.1594	STK36	635.6064
STK38L	2516.8614	STK38L	641.9674
STK38	4974.0658	STK38	1629.3837
STK39	691.6895	STK39	451.1387
STK3	1290.5792	STK3	434.5023
STK40	1739.0007	STK40	1582.8998
STK4	1600.1326	STK4	489.3044
STL	6.2971	removed	removed
STMN1	3770.3207	STMN1	1800.151
STMN2	23.5314	STMN2	34.7406
STMN3	175.6566	STMN3	905.2132
removed	removed	STMN4	6.8503
STOML1	446.1016	STOML1	367.9569
STOML2	2176.8166	STOML2	1778.6216
STOM	3997.0172	STOM	5391.1561
STON1	332.064	STON1	298.965
removed	removed	STON2	426.1841
STOX1	89.4855	STOX1	123.794
STOX2	29.1656	STOX2	36.6978
STRA13	223.7136	STRA13	679.6438
STRA6	367.8847	STRA6	111.0721
STRADA	269.1192	STRADA	636.585
STRADB	122.6282	STRADB	445.267
removed	removed	STRAP	2026.2096
STRBP	3550.9156	STRBP	643.4353
STRC	10.9371	STRC	41.1016
STRN3	868.9601	STRN3	304.8367
STRN4	2326.6219	STRN4	1543.2661
STRN	580.3298	STRN	22.0187
STS	272.7649	STS	510.8338
STT3A	3995.0286	STT3A	2983.289
STT3B	4064.9598	STT3B	441.3526
STUB1	813.0185	STUB1	2924.3719
STX10	317.5077	STX10	491.7509
STX11	170.3538	STX11	208.4437
STX12	458.033	STX12	1657.2741
STX16	1168.6138	STX16	1897.0332
STX17	1401.9389	STX17	756.4646
STX18	319.1648	STX18	640.4995
removed	removed	STX19	171.2565
STX1A	121.9422	STX1A	137.0052
STX1B	227.3594	STX1B	64.5882
STX2	172.3424	STX2	282.818
STX3	715.2208	STX3	642.946
STX4	716.5465	STX4	1225.2183
STX5	1748.9436	STX5	1846.6349
STX6	1328.9983	STX6	821.9678
STX7	727.4836	STX7	1245.769
STX8	114.0111	STX8	744.232
STXBP1	173.3366	STXBP1	1011.3922
STXBP2	946.5573	STXBP2	1370.5417
STXBP3	531.9413	STXBP3	838.1785
STXBP4	43.7484	STXBP4	62.1417
STXBP5	301.9239	STXBP5	183.9344
removed	removed	STXBP6	15.1684
STYK1	306.2391	STYK1	80.7352
STYXL1	945.8944	STYXL1	959.526
STYX	467.313	STYX	293.5827
SUB1	2750.5179	SUB1	4345.5125
SUCLA2	1072.7583	SUCLA2	835.6488
SUCLG1	1929.2402	SUCLG1	2378.0195
SUCLG2	758.3064	SUCLG2	824.9672
SUCNR1	36.1256	removed	removed
SUDS3	961.4715	SUDS3	1042.7077
SUFU	469.9644	SUFU	674.2615
SUGT1L1	23.1502	SUGT1L1	94.8761
