gene_id	TCGA-E9-A1N5-01A-11R-A14D-07	gene_id	TCGA-E9-A1N5-11A-41R-A14D-07
C1orf151	1485.7263	C1orf151	582.7735
C1orf152	13.8024	C1orf152	10.7672
C1orf156	126.1931	C1orf156	97.5776
C1orf159	204.0779	C1orf159	163.5265
C1orf162	176.9661	C1orf162	69.3137
C1orf163	241.0485	C1orf163	339.1661
C1orf168	167.1072	C1orf168	12.786
C1orf170	42.8859	C1orf170	20.8614
C1orf172	375.1286	C1orf172	400.4044
C1orf173	6.9012	C1orf173	105.6529
C1orf174	431.324	C1orf174	406.461
C1orf175	6.704	C1orf175	12.1131
C1orf183	39.4353	C1orf183	80.0809
C1orf186	41.4071	C1orf186	6.0565
C1orf187	7.3941	C1orf187	6.7295
C1orf190	24.6914	C1orf190	75.0472
C1orf192	33.0271	C1orf192	18.1696
C1orf198	1608.4687	C1orf198	3368.7809
removed	removed	C1orf200	5.3836
C1orf201	224.2885	C1orf201	179.6773
C1orf203	52.2715	C1orf203	73.3581
C1orf204	15.9861	C1orf204	26.8776
C1orf210	220.3449	C1orf210	240.9156
C1orf212	607.3042	C1orf212	452.2215
C1orf213	76.5193	C1orf213	56.2316
C1orf216	548.6441	C1orf216	333.1096
C1orf21	2207.3929	C1orf21	1383.5824
C1orf220	9.8588	C1orf220	16.8237
C1orf226	1490.6557	C1orf226	1335.1301
C1orf228	31.0553	removed	removed
removed	removed	C1orf229	15.4778
C1orf25	512.6594	C1orf25	490.5796
C1orf26	139.5025	C1orf26	135.9356
C1orf27	445.1263	C1orf27	367.43
C1orf31	196.1908	C1orf31	143.3381
C1orf35	188.7967	C1orf35	179.6773
C1orf38	287.385	C1orf38	216.0165
C1orf43	4350.2104	C1orf43	3197.8519
C1orf50	137.5307	C1orf50	111.0365
C1orf51	278.0191	C1orf51	159.4888
C1orf52	252.3861	C1orf52	299.4621
C1orf53	10.3518	C1orf53	20.1885
C1orf54	148.3754	C1orf54	109.0177
C1orf55	576.2488	C1orf55	710.6338
C1orf56	139.3201	C1orf56	114.3205
C1orf57	248.4426	C1orf57	302.1539
C1orf58	444.0912	C1orf58	364.718
C1orf59	101.546	C1orf59	226.1107
removed	removed	C1orf61	16.8237
C1orf63	610.7548	C1orf63	511.441
C1orf64	147.3896	C1orf64	39.031
C1orf66	459.9146	C1orf66	444.1461
C1orf69	155.7696	C1orf69	267.8336
C1orf70	20.2106	C1orf70	8.7483
C1orf74	101.546	C1orf74	109.0177
C1orf77	1913.5996	C1orf77	1780.6221
C1orf83	203.5849	C1orf83	188.4256
C1orf84	9.4448	C1orf84	10.6393
C1orf85	772.4396	C1orf85	761.7779
C1orf86	440.5026	C1orf86	282.4769
C1orf88	107.4613	C1orf88	111.0365
C1orf89	102.5319	C1orf89	76.7161
C1orf91	140.4095	C1orf91	172.9478
C1orf93	2034.188	C1orf93	899.4228
C1orf95	18.7318	C1orf95	144.684
C1orf96	303.6521	C1orf96	410.4987
C1orf97	98.5883	C1orf97	71.3326
C1orf9	1468.9662	C1orf9	1419.2487
C20orf103	307.5956	C20orf103	74.0244
C20orf108	3234.6834	C20orf108	3932.0389
C20orf111	836.522	C20orf111	512.1139
C20orf112	1386.152	C20orf112	1897.0422
C20orf114	522.0253	C20orf114	52.49
C20orf117	999.6857	C20orf117	879.5439
C20orf118	34.4862	C20orf118	20.1817
C20orf11	1667.1288	C20orf11	1677.661
C20orf12	84.786	C20orf12	250.3369
C20orf132	23.6711	C20orf132	35.0001
C20orf134	13.3094	C20orf134	32.3015
C20orf135	27.6047	C20orf135	43.0687
C20orf151	117.8131	C20orf151	203.2305
C20orf160	96.1236	C20orf160	60.5654
C20orf165	7.8871	C20orf165	14.1319
C20orf177	247.9497	C20orf177	367.43
C20orf194	387.9451	C20orf194	934.7257
C20orf195	5.4224	removed	removed
C20orf196	23.1683	C20orf196	42.3958
removed	removed	C20orf197	10.0942
C20orf199	1349.6744	C20orf199	2004.0411
C20orf201	7.3941	removed	removed
C20orf20	366.2557	C20orf20	259.0852
C20orf24	1379.2607	C20orf24	582.6255
C20orf27	445.1263	C20orf27	553.8367
C20orf29	145.9107	C20orf29	252.3557
C20orf30	1234.8189	C20orf30	1598.926
C20orf3	1471.4309	C20orf3	2080.0843
C20orf43	2271.9683	C20orf43	1572.681
C20orf46	16.2671	C20orf46	16.8237
C20orf4	1198.8342	C20orf4	949.5305
C20orf54	69.0118	C20orf54	173.6207
C20orf72	302.1733	C20orf72	713.9985
C20orf7	75.913	C20orf7	129.2061
C20orf85	14.2953	removed	removed
C20orf94	28.5906	C20orf94	39.704
C20orf96	243.5132	C20orf96	310.2293
C21orf119	78.3777	C21orf119	76.0432
C21orf122	25.14	C21orf122	26.245
C21orf125	5.4224	removed	removed
C21orf130	8.873	removed	removed
C21orf15	328.2992	C21orf15	32.9745
C21orf2	391.8886	C21orf2	368.7759
C21orf33	1495.5851	C21orf33	1803.5024
C21orf34	25.14	C21orf34	127.8602
C21orf45	275.0615	C21orf45	201.8846
removed	removed	C21orf49	9.4213
C21orf56	231.6826	C21orf56	179.6773
C21orf57	200.1343	C21orf57	156.797
C21orf58	156.2625	C21orf58	161.5077
C21orf59	795.5487	C21orf59	528.6819
C21orf63	277.0332	C21orf63	425.9765
C21orf67	34.5059	C21orf67	61.2383
C21orf70	81.8283	C21orf70	177.6584
C21orf71	7.3941	removed	removed
C21orf7	63.5895	C21orf7	25.572
C21orf81	42.393	removed	removed
C21orf82	9.8588	removed	removed
removed	removed	C21orf88	78.735
C21orf91	408.1557	C21orf91	816.9597
C22orf13	3542.2642	C22orf13	2015.0774
C22orf23	27.6047	C22orf23	119.7849
C22orf25	474.2099	C22orf25	299.4621
C22orf26	15.7741	C22orf26	8.0754
C22orf27	108.9401	C22orf27	100.2693
C22orf28	1548.8228	C22orf28	1716.692
C22orf29	762.0879	C22orf29	859.1603
C22orf30	1679.9453	C22orf30	1494.6189
C22orf32	347.5239	C22orf32	454.2403
C22orf36	192.2473	C22orf36	351.9521
C22orf39	468.2847	C22orf39	458.278
C22orf40	139.9954	C22orf40	137.2815
C22orf45	11.3524	C22orf45	7.4024
C22orf46	390.9028	C22orf46	643.3389
C22orf9	2581.5356	C22orf9	1742.937
C2CD2L	377.0018	C2CD2L	322.6721
C2CD2	709.3431	C2CD2	749.6648
C2CD3	561.4606	C2CD3	809.5572
C2CD4A	56.6883	C2CD4A	20.8614
C2CD4B	22.6753	C2CD4B	39.704
C2CD4C	34.9989	C2CD4C	10.0942
C2CD4D	9.6469	C2CD4D	11.4401
C2orf14	140.9813	C2orf14	27.5909
C2orf15	175.5119	C2orf15	128.1698
C2orf16	48.3083	C2orf16	49.1253
C2orf18	2499.7073	C2orf18	919.2478
C2orf24	1541.9216	C2orf24	1148.7233
C2orf27A	25.633	C2orf27A	13.459
C2orf28	1566.0807	C2orf28	1325.1099
C2orf29	1076.5847	C2orf29	703.2313
C2orf34	111.8978	C2orf34	101.6152
C2orf39	14.2953	removed	removed
C2orf3	387.4522	C2orf3	621.8045
removed	removed	C2orf40	917.9019
C2orf42	227.7391	C2orf42	211.9788
C2orf43	263.2309	C2orf43	324.3612
C2orf44	281.9626	C2orf44	296.7704
C2orf47	268.5398	C2orf47	297.9278
C2orf48	12.3235	C2orf48	5.3836
C2orf49	123.7284	C2orf49	147.3758
C2orf50	13.8024	C2orf50	8.0754
C2orf54	32.5342	C2orf54	15.4778
C2orf55	366.2557	C2orf55	253.7016
C2orf56	199.1484	C2orf56	265.1418
removed	removed	C2orf58	14.8049
C2orf60	295.3854	C2orf60	248.5065
C2orf62	10.8447	removed	removed
C2orf63	63.0965	C2orf63	84.7915
C2orf64	517.0958	C2orf64	405.1151
C2orf65	10.8447	C2orf65	13.459
C2orf67	367.9021	C2orf67	428.3924
C2orf68	745.3278	C2orf68	808.2113
C2orf69	499.8429	C2orf69	360.7005
removed	removed	C2orf70	12.1131
removed	removed	C2orf71	20.1885
C2orf72	127.179	C2orf72	370.1218
C2orf74	262.7379	C2orf74	249.6639
C2orf76	61.1248	C2orf76	44.4146
C2orf77	328.7921	C2orf77	58.5465
C2orf79	159.2202	C2orf79	369.4488
C2orf7	232.6685	C2orf7	236.8779
C2orf81	177.7055	C2orf81	58.8292
removed	removed	C2orf82	116.4201
C2orf86	103.5178	C2orf86	112.3824
C2orf88	18.7318	C2orf88	947.5117
C2orf89	12.8165	C2orf89	37.6851
C2	797.6487	C2	305.6869
C3AR1	438.2252	C3AR1	209.96
C3orf10	2980.8184	C3orf10	2434.7282
C3orf14	436.7463	C3orf14	235.532
C3orf15	229.7108	C3orf15	48.4523
C3orf17	760.1161	C3orf17	1085.4662
C3orf18	406.6769	C3orf18	144.011
C3orf19	430.3381	C3orf19	395.6938
C3orf1	1071.1623	C3orf1	820.9973
C3orf21	464.844	C3orf21	434.0519
C3orf23	441.1828	C3orf23	559.2203
C3orf26	316.4686	C3orf26	306.1916
C3orf31	133.5872	C3orf31	193.1363
C3orf32	9.8588	C3orf32	14.8049
C3orf33	36.4777	C3orf33	96.9046
C3orf34	83.8001	C3orf34	67.2949
C3orf35	8.38	C3orf35	6.0565
C3orf36	8.873	removed	removed
C3orf37	834.0573	C3orf37	808.8843
C3orf38	374.6012	C3orf38	305.5187
C3orf39	600.8959	C3orf39	512.7869
C3orf42	8.38	C3orf42	8.7483
C3orf47	39.9283	C3orf47	28.9368
C3orf52	408.1557	C3orf52	60.5654
C3orf54	31.0553	C3orf54	44.4146
removed	removed	C3orf55	30.2827
C3orf57	441.6758	C3orf57	242.9345
C3orf58	288.3709	C3orf58	1907.1365
C3orf59	126.1931	C3orf59	196.501
C3orf62	147.3896	C3orf62	139.3004
C3orf63	2144.4442	C3orf63	2157.4195
C3orf64	293.7932	C3orf64	869.4496
C3orf67	277.5262	C3orf67	30.9556
C3orf70	114.3625	C3orf70	55.8547
C3orf71	14.8228	C3orf71	21.5344
C3orf75	340.1298	C3orf75	367.43
C3	13245.3432	C3	16121.8306
C4A	28186.4798	C4A	6141.9148
removed	removed	C4BPA	24.8991
C4orf10	225.092	C4orf10	253.1431
C4orf12	18.7318	C4orf12	22.2073
C4orf14	561.4606	C4orf14	1215.3452
C4orf19	113.1548	C4orf19	524.301
C4orf21	168.5861	C4orf21	162.8536
C4orf23	364.2839	C4orf23	417.9011
C4orf27	263.2309	C4orf27	289.3679
C4orf29	176.9661	C4orf29	164.8724
C4orf31	33.0271	C4orf31	42.3958
C4orf32	1210.1719	C4orf32	493.2714
C4orf33	63.0965	C4orf33	153.4323
C4orf34	1639.0311	C4orf34	871.4685
C4orf36	11.8306	C4orf36	6.7295
C4orf38	8.873	C4orf38	10.0942
C4orf39	15.2812	C4orf39	22.8803
C4orf3	2715.1228	C4orf3	2592.1982
C4orf41	933.1386	C4orf41	1129.2078
C4orf42	417.0287	C4orf42	405.788
C4orf43	266.6815	C4orf43	359.3546
C4orf44	11.8306	removed	removed
C4orf46	329.285	C4orf46	235.532
C4orf47	16.2671	removed	removed
C4orf48	42.8859	removed	removed
C4orf49	5.4224	C4orf49	32.9745
C4orf52	279.4979	C4orf52	368.7759
removed	removed	C4orf7	292.0597
C5AR1	269.1462	C5AR1	136.6086
C5orf13	2446.9626	C5orf13	1737.5534
C5orf15	1411.785	C5orf15	1656.7996
C5orf20	22.6753	C5orf20	11.4401
C5orf22	576.7418	C5orf22	485.196
C5orf23	54.7165	C5orf23	16.8237
C5orf24	1236.2978	C5orf24	1533.65
C5orf25	218.3732	C5orf25	211.3059
removed	removed	C5orf27	51.817
C5orf28	198.1626	C5orf28	317.6318
C5orf30	1017.4317	C5orf30	401.0774
C5orf32	598.4312	C5orf32	430.6871
C5orf33	893.7033	C5orf33	810.9031
C5orf34	63.5895	C5orf34	78.062
C5orf35	97.1095	C5orf35	168.2372
C5orf36	89.7154	C5orf36	83.4456
C5orf38	51.2659	C5orf38	107.6718
C5orf39	26.6189	C5orf39	19.5155
C5orf41	420.9722	C5orf41	525.5729
C5orf42	594.4877	C5orf42	855.3177
C5orf43	1259.959	C5orf43	977.7944
C5orf44	409.5705	C5orf44	459.597
C5orf45	164.8151	C5orf45	175.4579
C5orf46	14.2953	C5orf46	14.1319
C5orf49	46.3365	C5orf49	6.7295
C5orf4	245.485	C5orf4	1136.6103
C5orf51	970.6022	C5orf51	968.3731
C5orf53	289.8497	C5orf53	372.1406
C5orf54	111.8978	C5orf54	136.6086
C5orf55	47.3224	C5orf55	46.4335
C5orf56	106.6233	C5orf56	79.556
C5orf62	488.0123	C5orf62	299.4621
C5	200.1343	C5	288.695
C6orf105	8.38	C6orf105	54.5088
C6orf106	3197.7128	C6orf106	2740.2469
C6orf108	224.2885	C6orf108	365.4111
C6orf114	22.9119	C6orf114	14.1319
C6orf115	422.451	C6orf115	471.064
C6orf120	516.5585	C6orf120	816.5088
C6orf122	8.38	C6orf122	13.0014
removed	removed	C6orf123	27.5909
removed	removed	C6orf124	47.7794
C6orf125	790.3975	C6orf125	516.192
C6orf127	11.3377	removed	removed
C6orf129	264.7097	C6orf129	100.9423
C6orf130	409.3585	C6orf130	398.9845
C6orf132	293.7932	C6orf132	164.1995
C6orf134	315.4827	C6orf134	298.1162
C6orf136	197.1767	C6orf136	209.287
removed	removed	C6orf138	37.0122
C6orf141	176.4731	C6orf141	53.1629
C6orf145	353.4392	C6orf145	530.2835
C6orf147	8.1878	C6orf147	5.3836
C6orf150	117.8131	C6orf150	60.5654
C6orf153	621.5995	C6orf153	458.951
C6orf154	84.293	C6orf154	5.3836
C6orf155	271.1179	C6orf155	103.6341
removed	removed	C6orf15	99.5964
C6orf162	49.235	C6orf162	85.8884
removed	removed	C6orf163	14.8049
removed	removed	C6orf164	15.7268
C6orf165	12.0081	C6orf165	8.4253
C6orf167	134.0801	C6orf167	367.43
C6orf168	33.0271	C6orf168	209.96
C6orf170	94.1519	C6orf170	204.5764
C6orf174	50.773	C6orf174	33.782
removed	removed	C6orf176	31.4671
C6orf182	120.2778	C6orf182	150.0675
removed	removed	C6orf186	46.4335
C6orf192	177.459	C6orf192	667.5651
removed	removed	C6orf195	13.459
C6orf1	359.3545	C6orf1	134.5897
C6orf201	14.7981	C6orf201	14.1387
C6orf203	91.6872	C6orf203	173.6207
C6orf204	25.14	C6orf204	67.2949
C6orf211	713.7796	C6orf211	852.6259
removed	removed	C6orf217	12.786
C6orf225	116.8272	C6orf225	189.0986
C6orf226	55.2095	C6orf226	43.0687
C6orf26	38.6121	C6orf26	22.7053
C6orf27	24.1541	C6orf27	23.5532
C6orf35	274.5685	C6orf35	397.0397
C6orf41	5.9153	C6orf41	6.0565
C6orf47	748.7784	C6orf47	543.0696
C6orf48	767.5102	C6orf48	1491.9271
C6orf52	24.1541	C6orf52	7.4024
C6orf57	34.9989	C6orf57	104.98
removed	removed	C6orf59	8.7483
C6orf62	3126.1771	C6orf62	2643.7258
C6orf64	607.7971	C6orf64	628.534
C6orf70	244.992	C6orf70	333.1096
C6orf72	469.7734	C6orf72	732.1681
C6orf81	6.4082	removed	removed
C6orf89	3028.6338	C6orf89	2643.3423
C6orf97	116.8272	C6orf97	273.8901
C6	33.52	C6	8.7483
C7orf10	54.7165	C7orf10	43.0687
C7orf11	314.0039	C7orf11	307.5375
C7orf13	57.6742	C7orf13	63.2572
C7orf23	223.3026	C7orf23	213.8429
C7orf25	239.7521	C7orf25	269.8524
C7orf26	457.4499	C7orf26	504.7115
C7orf27	1014.474	C7orf27	801.4818
C7orf28A	589.5583	C7orf28A	564.6039
C7orf28B	615.1912	C7orf28B	547.7802
C7orf29	156.2625	C7orf29	137.2815
C7orf30	255.3438	C7orf30	232.8402
C7orf31	86.2648	C7orf31	86.8104
C7orf36	153.7978	C7orf36	160.8347
C7orf40	249.9214	C7orf40	321.6695
C7orf41	617.163	C7orf41	1330.4195
C7orf42	3143.4892	C7orf42	2486.5452
C7orf43	366.2557	C7orf43	284.6573
C7orf44	556.0382	C7orf44	526.2458
C7orf46	92.673	C7orf46	84.1186
C7orf47	242.5273	C7orf47	124.4955
C7orf49	555.4023	C7orf49	577.2015
C7orf50	942.0116	C7orf50	597.5784
C7orf51	14.7883	C7orf51	25.572
C7orf53	8.873	C7orf53	7.4024
C7orf55	112.3907	C7orf55	244.4149
C7orf58	328.2992	C7orf58	557.2015
C7orf59	1033.2058	C7orf59	611.7103
C7orf60	285.4132	C7orf60	419.247
C7orf61	6.9012	C7orf61	19.5155
C7orf63	143.939	C7orf63	107.6718
C7orf64	214.4296	C7orf64	233.5132
C7orf68	386.9592	C7orf68	174.2937
C7orf70	566.39	C7orf70	445.492
C7	129.1507	C7	102.2882
C8ORFK29	18.1156	removed	removed
C8orf30A	758.6373	C8orf30A	504.7115
C8orf31	6.9012	C8orf31	10.7672
C8orf33	1343.2661	C8orf33	1126.516
C8orf34	7.8871	C8orf34	7.4024
C8orf37	115.8413	C8orf37	88.8292
C8orf38	339.1439	C8orf38	151.4134
C8orf39	16.76	C8orf39	10.7672
C8orf40	558.5029	C8orf40	432.033
C8orf41	428.9086	C8orf41	252.45
C8orf42	392.3816	C8orf42	479.8124
C8orf44	39.9431	C8orf44	33.4523
C8orf45	44.8577	C8orf45	34.3204
C8orf46	13.8024	C8orf46	33.6474
removed	removed	C8orf47	34.9933
C8orf48	40.9142	C8orf48	22.8803
C8orf4	4213.1726	C8orf4	1281.9672
C8orf51	112.8836	C8orf51	47.7794
C8orf55	937.5751	C8orf55	955.5871
C8orf58	226.7532	C8orf58	211.9788
C8orf59	422.8552	C8orf59	331.3666
C8orf73	470.2664	C8orf73	82.7727
C8orf76	302.7106	C8orf76	259.7582
C8orf77	15.7741	C8orf77	6.7295
C8orf79	81.8283	C8orf79	267.8336
C8orf80	5.4224	C8orf80	10.0942
C8orf83	692.5831	C8orf83	390.9832
C8orf84	81.3354	C8orf84	367.43
C8orf85	219.3591	C8orf85	335.1284
C9orf100	124.4382	C9orf100	125.9625
C9orf102	170.474	C9orf102	286.4137
C9orf103	61.1248	C9orf103	52.49
C9orf109	6.9012	C9orf109	39.704
C9orf110	74.9271	C9orf110	258.4123
C9orf114	662.1291	C9orf114	577.861
C9orf116	226.7532	C9orf116	41.0499
C9orf117	8.873	C9orf117	10.0942
C9orf119	386.4663	C9orf119	253.7016
C9orf122	35.4918	C9orf122	73.3514
C9orf123	473.717	C9orf123	688.4265
C9orf125	35.4918	C9orf125	56.5277
C9orf129	182.625	C9orf129	112.4901
C9orf130	68.5386	C9orf130	179.2668
C9orf139	11.0813	C9orf139	5.8748
C9orf140	838.9868	C9orf140	762.4508
C9orf142	383.0157	C9orf142	249.6639
C9orf150	1118.4847	C9orf150	598.9243
C9orf152	616.6701	C9orf152	377.5242
C9orf156	221.3308	C9orf156	254.3746
C9orf163	19.2247	C9orf163	10.0942
C9orf167	145.9107	C9orf167	81.4268
C9orf169	41.1606	removed	removed
C9orf16	577.2347	C9orf16	693.1371
C9orf172	30.0694	C9orf172	7.4024
removed	removed	C9orf173	5.3836
C9orf21	133.0943	C9orf21	143.3381
C9orf23	300.2015	C9orf23	293.4056
C9orf25	620.6136	C9orf25	394.3479
C9orf30	190.5269	C9orf30	250.9627
C9orf37	132.1084	C9orf37	100.9423
C9orf3	267.0314	C9orf3	260.5792
C9orf40	55.7024	C9orf40	156.797
C9orf41	144.9249	C9orf41	251.6828
C9orf43	6.4082	C9orf43	10.0942
C9orf45	139.5025	C9orf45	105.6529
C9orf46	595.9665	C9orf46	306.1916
C9orf47	21.2754	removed	removed
removed	removed	C9orf4	7.4024
C9orf5	1756.3512	C9orf5	1904.4447
C9orf64	604.8395	C9orf64	318.9777
C9orf66	6.4082	C9orf66	22.3217
C9orf68	66.5471	C9orf68	47.1064
C9orf69	822.2267	C9orf69	766.4885
C9orf6	386.4663	C9orf6	364.7382
C9orf72	237.105	C9orf72	260.4311
C9orf78	1341.2943	C9orf78	1024.2278
C9orf7	910.9562	C9orf7	431.3601
C9orf80	366.7486	C9orf80	265.8147
C9orf82	285.9062	C9orf82	368.7759
C9orf85	123.2354	C9orf85	211.9788
C9orf86	2524.8473	C9orf86	1757.0689
C9orf89	532.377	C9orf89	208.6141
C9orf91	1046.5152	C9orf91	530.9565
C9orf93	109.926	C9orf93	126.5143
C9orf95	235.6261	C9orf95	156.797
C9orf96	31.0553	C9orf96	11.4401
C9orf98	152.319	C9orf98	28.2638
C9orf9	162.1778	C9orf9	170.929
CA11	135.559	CA11	261.1041
CA12	10733.3124	CA12	2701.2158
CA13	35.9847	CA13	200.5252
CA14	54.2236	CA14	6.7295
CA2	227.2461	CA2	954.2412
CA3	10.8447	CA3	92.2074
removed	removed	CA4	50.4711
CA5BP	246.9638	CA5BP	195.1551
CA5B	343.8761	CA5B	248.318
removed	removed	CA6	88.8292
CA8	116.8272	CA8	360.7005
CAB39L	511.6735	CAB39L	910.4995
CAB39	2220.7023	CAB39	1685.7363
CABC1	605.2732	CABC1	1246.1326
CABIN1	2333.093	CABIN1	1867.4325
CABLES1	916.8715	CABLES1	827.7268
CABLES2	282.4556	CABLES2	201.8846
removed	removed	CABP1	16.1508
CABP4	30.2962	CABP4	13.5128
CABYR	41.4071	CABYR	255.7205
CACHD1	202.599	CACHD1	1155.4528
CACNA1A	15.2812	CACNA1A	13.459
CACNA1B	22.1824	removed	removed
CACNA1C	201.6132	CACNA1C	711.9797
CACNA1D	736.9478	CACNA1D	149.3946
CACNA1F	94.6448	CACNA1F	14.1319
removed	removed	CACNA1G	740.2435
CACNA1H	933.2323	CACNA1H	29.6097
CACNA1I	69.0118	CACNA1I	7.4024
CACNA2D1	112.8836	CACNA2D1	133.9168
CACNA2D2	296.258	CACNA2D2	230.1484
removed	removed	CACNA2D3	8.0754
CACNA2D4	51.7589	CACNA2D4	28.9368
CACNB1	148.3754	CACNB1	85.4645
CACNB2	46.3365	CACNB2	38.3581
removed	removed	CACNB3	561.9121
CACNB4	90.2083	CACNB4	102.2882
CACNG1	34.9989	removed	removed
CACNG4	4630.2013	CACNG4	506.7303
CACYBP	1100.7388	CACYBP	1000.0017
CADM1	1118.4847	CADM1	1091.5227
CADM2	34.9989	CADM2	6.7295
CADM3	47.6477	CADM3	102.5574
CADM4	815.3256	CADM4	631.8988
CADPS2	738.4267	CADPS2	928.6691
CAD	1959.4432	CAD	2234.1895
CAGE1	5.9153	removed	removed
CALB2	59.153	CALB2	121.1308
CALCOCO1	1698.1841	CALCOCO1	2197.8503
CALCOCO2	3417.5647	CALCOCO2	1711.9813
CALCRL	714.2725	CALCRL	336.4743
CALD1	5950.2992	CALD1	11738.2432
CALHM1	5.4224	removed	removed
CALHM2	887.788	CALHM2	436.7437
CALM1	6682.8105	CALM1	4532.9821
CALM2	7502.0796	CALM2	8160.8482
CALM3	4693.7908	CALM3	4941.4619
removed	removed	CALML3	111.7095
CALML4	256.3297	CALML4	236.8779
removed	removed	CALML5	253.7016
CALML6	6.9012	removed	removed
CALN1	10.3518	CALN1	10.7672
CALR	12538.4649	CALR	11931.3794
CALU	5700.3777	CALU	5211.9872
CALY	24.6471	removed	removed
CAMK1D	94.1519	CAMK1D	56.5277
removed	removed	CAMK1G	6.0565
CAMK1	276.7276	CAMK1	308.4864
CAMK2A	22.6753	CAMK2A	12.786
CAMK2B	160.699	CAMK2B	179.0043
CAMK2D	694.0619	CAMK2D	971.0649
CAMK2G	664.9783	CAMK2G	960.2977
CAMK2N1	1052.4305	CAMK2N1	793.4064
CAMK2N2	14.2953	CAMK2N2	10.0942
CAMK4	33.52	CAMK4	8.0754
CAMKK1	241.0485	CAMKK1	427.3224
CAMKK2	1860.8549	CAMKK2	1818.3072
CAMLG	708.3572	CAMLG	850.6071
CAMSAP1L1	1025.3187	CAMSAP1L1	1378.1988
CAMSAP1	935.1104	CAMSAP1	1130.5537
CAMTA1	549.63	CAMTA1	510.0951
CAMTA2	984.8975	CAMTA2	1366.7587
CAND1	3303.6952	CAND1	3617.099
CAND2	115.3484	CAND2	115.7472
CANT1	2370.5566	CANT1	1643.3406
CANX	14568.3987	CANX	17628.5626
CAP1	7224.5534	CAP1	4923.2923
CAP2	1326.999	CAP2	312.2482
CAPG	3003.0008	CAPG	2098.2539
CAPN10	230.4256	CAPN10	275.3437
CAPN11	8.38	CAPN11	228.8025
CAPN12	101.5854	CAPN12	52.0458
CAPN13	435.7605	CAPN13	121.8037
CAPN1	2589.4227	CAPN1	4615.7547
CAPN2	3558.0531	CAPN2	3181.0282
CAPN3	37.4636	CAPN3	170.5386
CAPN5	206.5426	CAPN5	596.9054
CAPN6	52.2518	CAPN6	2674.2979
CAPN7	786.7349	CAPN7	851.953
CAPN8	381.0439	CAPN8	132.5709
CAPN9	82.3213	removed	removed
CAPNS1	6248.5289	CAPNS1	5061.2467
CAPRIN1	18960.0163	CAPRIN1	7198.5316
CAPRIN2	281.4697	CAPRIN2	289.3679
CAPS2	31.0553	CAPS2	47.1064
CAPSL	20.2106	removed	removed
CAPS	1015.9528	CAPS	117.766
CAPZA1	3269.1893	CAPZA1	2415.8856
CAPZA2	1736.1406	CAPZA2	1733.5157
removed	removed	CAPZA3	15.4778
CAPZB	6489.5774	CAPZB	3127.8653
CARD10	711.8078	CARD10	568.6416
CARD11	190.7684	CARD11	81.4268
CARD14	242.0344	CARD14	135.2627
CARD16	114.8554	CARD16	63.2572
CARD6	253.865	CARD6	391.6561
CARD8	628.5007	CARD8	641.993
CARD9	64.0824	CARD9	189.0986
CARHSP1	2126.5554	CARHSP1	699.1802
CARKD	1200.313	CARKD	1039.7057
CARM1	1532.0628	CARM1	1078.0637
CARNS1	93.166	CARNS1	34.3204
CARS2	723.4659	CARS2	657.094
CARS	609.7689	CARS	656.7979
CASC1	66.5471	CASC1	29.6097
CASC2	64.5754	CASC2	54.5088
CASC3	1532.0628	CASC3	3299.4672
CASC4	3357.4259	CASC4	2710.6371
CASC5	317.9474	CASC5	318.3047
CASD1	715.2584	CASD1	623.8234
CASKIN1	114.7568	CASKIN1	72.0055
CASKIN2	1055.1515	CASKIN2	836.6434
CASK	998.6999	CASK	1633.2464
CASP10	211.472	CASP10	207.2682
CASP1	276.0473	CASP1	465.6805
CASP2	1302.8449	CASP2	1496.6378
CASP3	713.7796	CASP3	569.9875
CASP4	466.8158	CASP4	829.7457
CASP6	343.0874	CASP6	409.1528
CASP7	1037.6423	CASP7	664.2003
CASP8AP2	423.4369	CASP8AP2	783.3122
CASP8	655.6124	CASP8	469.7182
CASP9	361.3263	CASP9	331.7637
CASQ1	20.7036	removed	removed
CASQ2	19.2247	CASQ2	20.1885
CASS4	32.0412	CASS4	48.4523
CAST	4378.4658	CAST	4423.6077
CASZ1	1380.2367	CASZ1	1058.5482
CATSPER1	6.4082	removed	removed
CATSPER2P1	25.8992	CATSPER2P1	18.3311
CATSPER2	26.6189	CATSPER2	29.6097
CATSPER3	6.4082	removed	removed
CATSPERB	7.3941	CATSPERB	47.7794
CATSPERG	44.3648	CATSPERG	19.5155
CAT	3104.0538	CAT	2377.5276
CAV1	1807.6172	CAV1	3318.3098
CAV2	476.6746	CAV2	1083.4473
CBARA1	1208.2001	CBARA1	1161.5094
CBFA2T2	1194.8907	CBFA2T2	946.8387
CBFA2T3	250.9073	CBFA2T3	121.1308
CBFB	728.5678	CBFB	953.5682
CBLB	484.0687	CBLB	529.6106
CBLC	283.9344	CBLC	264.4688
CBLL1	872.5068	CBLL1	708.6149
CBLN1	31.5483	CBLN1	10.7672
CBLN2	663.0066	CBLN2	8.7483
CBLN3	137.0378	CBLN3	56.5277
CBLN4	22.6753	CBLN4	13.459
CBL	849.3385	CBL	1258.414
CBR1	631.8576	CBR1	661.2595
CBR3	204.0779	CBR3	120.4578
CBR4	625.543	CBR4	645.3577
CBS	805.9597	CBS	230.1484
CBWD1	1197.3554	CBWD1	998.6558
