gene_id	TCGA-E9-A1N5-01A-11R-A14D-07	gene_id	TCGA-E9-A1N5-11A-41R-A14D-07
ANO8	596.9524	ANO8	563.258
ANO9	279.4979	ANO9	178.3314
ANP32A	2697.8699	ANP32A	2354.6473
ANP32B	2706.7428	ANP32B	3091.5261
ANP32E	1063.7682	ANP32E	1419.2487
ANPEP	1911.6279	ANPEP	7121.1425
ANTXR1	9598.0677	ANTXR1	3909.8316
ANTXR2	941.0257	ANTXR2	1165.547
ANUBL1	219.3591	ANUBL1	175.6396
ANXA11	3395.8753	ANXA11	2592.1982
ANXA1	2175.3517	ANXA1	6387.6285
ANXA2P1	103.5178	ANXA2P1	53.8359
ANXA2P2	5212.3654	ANXA2P2	3079.413
ANXA2P3	9.3659	ANXA2P3	6.7295
ANXA2	16076.3074	ANXA2	8335.8148
ANXA3	119.2919	ANXA3	913.8643
ANXA4	1675.5088	ANXA4	1076.7178
ANXA5	6652.2481	ANXA5	5903.1055
ANXA6	5181.8031	ANXA6	4934.7324
ANXA7	2778.7123	ANXA7	1989.2362
removed	removed	ANXA8L2	1152.761
removed	removed	ANXA8	1444.316
ANXA9	387.9451	ANXA9	110.3636
AOAH	236.1191	AOAH	149.3946
AOC2	12.8165	AOC2	14.8049
AOC3	1106.1612	AOC3	1450.2043
AOX1	233.1614	AOX1	57.8736
AP1AR	1057.8529	AP1AR	611.0374
AP1B1	3575.799	AP1B1	3602.2941
AP1G1	1766.2101	AP1G1	2670.2602
AP1G2	1574.855	AP1G2	1348.1853
AP1M1	1204.2566	AP1M1	810.9031
AP1M2	1700.6488	AP1M2	1197.8486
AP1S1	1052.9235	AP1S1	767.1615
AP1S2	366.7486	AP1S2	301.481
AP1S3	112.8836	AP1S3	86.1374
AP2A1	2043.2581	AP2A1	1754.9357
AP2A2	1083.9788	AP2A2	1682.3716
AP2B1	5778.2625	AP2B1	6835.8123
AP2M1	6922.8731	AP2M1	5195.1635
AP2S1	1478.3321	AP2S1	1077.3908
AP3B1	1626.2146	AP3B1	1507.405
AP3B2	68.026	AP3B2	73.3514
AP3D1	3871.564	AP3D1	3716.6954
AP3M1	1656.2841	AP3M1	1467.701
AP3M2	757.6514	AP3M2	671.6027
AP3S1	861.1691	AP3S1	835.8022
AP3S2	1453.7984	AP3S2	1251.0654
AP4B1	351.3491	AP4B1	358.4528
AP4E1	367.2416	AP4E1	415.2093
AP4M1	298.0818	AP4M1	278.6007
AP4S1	71.4765	AP4S1	72.6785
APAF1	570.8265	APAF1	736.2058
APBA1	98.5883	APBA1	707.269
APBA2	63.5895	APBA2	203.9034
APBA3	244.992	APBA3	234.8591
APBB1IP	367.7345	APBB1IP	412.5175
APBB1	407.1698	APBB1	602.962
APBB2	3913.957	APBB2	1762.4525
APBB3	267.6673	APBB3	418.5741
APC2	32.1891	APC2	10.8076
APCDD1L	28.5906	APCDD1L	743.6082
APCDD1	319.9192	APCDD1	2807.5417
APC	1052.4305	APC	1401.0791
APEH	2743.7135	APEH	2107.0022
APEX1	2599.7745	APEX1	4181.7029
APEX2	637.3736	APEX2	491.9255
APH1A	4173.2444	APH1A	3633.2497
APH1B	354.4251	APH1B	452.8944
API5	2534.7062	API5	2566.6261
APIP	620.8946	APIP	330.438
APITD1	236.5085	APITD1	209.9667
APLF	55.7024	APLF	115.0742
APLNR	839.4797	APLNR	932.0339
APLN	118.306	APLN	1523.5557
APLP1	166.6143	APLP1	133.2438
APLP2	6809.9895	APLP2	13647.3985
APOA1BP	1437.9109	APOA1BP	985.1968
APOB48R	408.6487	APOB48R	248.318
removed	removed	APOBEC2	6.7295
APOBEC3A	16.76	APOBEC3A	8.7416
APOBEC3B	223.3026	APOBEC3B	156.8038
APOBEC3C	173.5155	APOBEC3C	383.5807
APOBEC3D	147.8825	APOBEC3D	80.7538
APOBEC3F	201.1202	APOBEC3F	277.2548
APOBEC3G	466.8158	APOBEC3G	248.991
APOBEC3H	11.8306	removed	removed
removed	removed	APOB	22.8803
APOC1	826.1703	APOC1	1148.7233
APOC2	245.485	APOC2	135.2627
APOD	1068.2046	APOD	3413.8685
APOE	3463.9013	APOE	5315.6213
APOL1	2533.7203	APOL1	917.9019
APOL2	1276.719	APOL2	659.4897
APOL3	1447.7697	APOL3	633.2447
APOL4	446.1122	APOL4	323.0153
APOL6	2543.5791	APOL6	1782.641
APOLD1	640.1144	APOLD1	842.5317
APOM	34.9989	APOM	42.3958
APOOL	217.3873	APOOL	294.0786
APOO	178.4449	APOO	135.2627
APPBP2	1151.5118	APPBP2	1314.9416
APPL1	1870.2208	APPL1	2400.4078
APPL2	1186.5107	APPL2	1129.8808
APP	17265.2827	APP	50436.1548
APRT	1002.6434	APRT	1676.3151
APTX	589.5583	APTX	464.3346
AQP11	16.76	AQP11	17.4967
AQP1	4255.5656	AQP1	6668.4634
removed	removed	AQP2	7.4024
AQP3	158.2343	AQP3	1161.5094
AQP4	5.4224	AQP4	25.572
AQP5	78.8707	AQP5	1523.5557
removed	removed	AQP6	22.8803
AQP7P1	5.4224	AQP7P1	14.1319
AQP7	52.2518	AQP7	137.2815
AQP9	11.8306	AQP9	20.8614
AQPEP	12.3235	AQPEP	11.4401
AQR	1364.4626	AQR	1266.4893
ARAF	1121.4423	ARAF	1008.0771
ARAP1	1905.0274	ARAP1	2119.1153
ARAP2	200.6273	ARAP2	349.2603
ARAP3	269.6391	ARAP3	801.4818
ARCN1	2937.9325	ARCN1	4304.1795
ARC	293.7932	ARC	26.9179
AREG	1589.737	AREG	707.269
ARF1	8101.4967	ARF1	6395.7039
ARF3	6846.4671	ARF3	4053.1697
ARF4	4532.1059	ARF4	3696.5069
ARF5	2334.9514	ARF5	2075.9995
ARF6	3000.5361	ARF6	3364.7432
ARFGAP1	1557.2028	ARFGAP1	1224.0936
ARFGAP2	1922.4726	ARFGAP2	1715.3461
ARFGAP3	797.5797	ARFGAP3	1196.5027
ARFGEF1	3522.7486	ARFGEF1	2173.1867
ARFGEF2	3017.2961	ARFGEF2	2988.5649
ARFIP1	1017.4317	ARFIP1	1022.209
ARFIP2	999.1928	ARFIP2	1487.2165
ARFRP1	428.8593	ARFRP1	526.2458
ARG2	164.3024	ARG2	166.9518
ARGLU1	1419.1791	ARGLU1	2403.0996
ARHGAP10	276.5403	ARHGAP10	374.8324
ARHGAP11A	452.5205	ARHGAP11A	563.931
ARHGAP11B	47.3224	ARHGAP11B	56.7228
ARHGAP12	921.308	ARHGAP12	1084.7932
ARHGAP15	104.9966	ARHGAP15	42.3958
ARHGAP17	1876.629	ARHGAP17	1048.454
ARHGAP18	709.836	ARHGAP18	754.3754
ARHGAP19	483.0829	ARHGAP19	889.6381
ARHGAP1	4867.7992	ARHGAP1	3758.4182
ARHGAP20	56.6883	ARHGAP20	334.4555
ARHGAP21	1721.3524	ARHGAP21	2232.1706
ARHGAP22	92.1801	ARHGAP22	47.1064
ARHGAP23	421.4651	ARHGAP23	744.2812
ARHGAP24	246.9638	ARHGAP24	194.4822
ARHGAP25	348.0168	ARHGAP25	321.6695
ARHGAP26	402.2404	ARHGAP26	1859.3571
ARHGAP27	391.3612	ARHGAP27	805.5128
ARHGAP28	215.9085	ARHGAP28	475.7747
ARHGAP29	1710.5077	ARHGAP29	1224.7665
ARHGAP30	714.7655	ARHGAP30	422.6117
ARHGAP31	839.4797	ARHGAP31	982.505
ARHGAP32	1832.7572	ARHGAP32	1825.7097
ARHGAP33	486.0405	ARHGAP33	271.8713
removed	removed	ARHGAP36	6.7295
ARHGAP39	639.8383	ARHGAP39	327.726
ARHGAP42	112.8689	ARHGAP42	341.8579
ARHGAP4	453.0134	ARHGAP4	357.3357
ARHGAP5	1765.7171	ARHGAP5	3059.8975
ARHGAP6	82.8142	ARHGAP6	174.2937
ARHGAP8	596.6961	ARHGAP8	422.7194
ARHGAP9	171.5437	ARHGAP9	101.6152
ARHGDIA	4970.3311	ARHGDIA	3930.693
ARHGDIB	2673.7157	ARHGDIB	1818.9802
ARHGEF10L	1147.0753	ARHGEF10L	1431.3618
ARHGEF10	1126.8647	ARHGEF10	938.7634
ARHGEF11	1373.8285	ARHGEF11	1314.9416
ARHGEF12	4922.5157	ARHGEF12	5308.8918
ARHGEF15	379.0722	ARHGEF15	358.6816
ARHGEF16	584.6288	ARHGEF16	369.4488
ARHGEF17	1180.1024	ARHGEF17	1813.5966
ARHGEF18	1480.3039	ARHGEF18	909.1536
ARHGEF19	835.5362	ARHGEF19	653.4331
ARHGEF1	1762.2665	ARHGEF1	1225.4395
ARHGEF2	1661.2135	ARHGEF2	2246.3026
ARHGEF33	6.9012	ARHGEF33	6.0565
ARHGEF35	588.0794	ARHGEF35	1058.5482
ARHGEF37	711.8078	ARHGEF37	1267.8352
ARHGEF38	60.6318	ARHGEF38	107.6718
ARHGEF3	2202.4635	ARHGEF3	707.269
ARHGEF4	59.6459	ARHGEF4	150.0675
ARHGEF5	484.5617	ARHGEF5	732.1681
ARHGEF6	1319.112	ARHGEF6	1990.5821
ARHGEF7	1223.4813	ARHGEF7	1517.4992
ARHGEF9	522.0253	ARHGEF9	1042.3974
ARID1A	3623.1214	ARID1A	4031.6353
ARID1B	1276.226	ARID1B	2556.5319
ARID2	1253.0578	ARID2	1078.7367
ARID3A	80.8424	ARID3A	54.5088
ARID3B	183.3743	ARID3B	151.4134
ARID4A	621.5995	ARID4A	824.3621
ARID4B	1322.4443	ARID4B	1621.5572
ARID5A	661.5277	ARID5A	1253.0304
ARID5B	1251.086	ARID5B	2309.5597
ARIH1	1734.1689	ARIH1	1776.5844
ARIH2	1312.1763	ARIH2	1530.2852
ARL10	36.9706	ARL10	135.2627
ARL11	51.7589	ARL11	32.3015
ARL13B	227.7391	ARL13B	234.8591
ARL15	377.5933	ARL15	298.7892
ARL16	374.6357	ARL16	405.1151
ARL17A	59.5178	ARL17A	64.3945
ARL1	1978.175	ARL1	1901.7529
ARL2BP	1261.9307	ARL2BP	1141.9938
ARL2	622.0924	ARL2	646.7036
ARL3	1658.7488	ARL3	495.9631
ARL4A	317.9474	ARL4A	1123.8242
ARL4C	997.714	ARL4C	2001.3493
ARL4D	164.6425	ARL4D	90.1751
ARL5A	648.2183	ARL5A	784.6581
ARL5B	275.5544	ARL5B	315.6129
ARL6IP1	13585.473	ARL6IP1	3926.6553
ARL6IP4	1828.8137	ARL6IP4	1566.6244
ARL6IP5	3362.8482	ARL6IP5	4002.0256
ARL6IP6	275.0615	ARL6IP6	316.9588
ARL6	79.8566	ARL6	56.5277
ARL8A	1046.0223	ARL8A	904.443
ARL8B	2358.726	ARL8B	1493.273
removed	removed	ARL9	19.5155
ARMC10	891.6181	ARMC10	755.9165
ARMC1	880.8868	ARMC1	666.2192
ARMC2	44.8577	ARMC2	51.1441
ARMC3	12.8165	removed	removed
ARMC4	8.38	ARMC4	6.0565
ARMC5	470.2664	ARMC5	298.7892
ARMC6	560.9479	ARMC6	696.4682
ARMC7	425.9016	ARMC7	289.3679
ARMC8	683.7101	ARMC8	641.993
ARMC9	632.4442	ARMC9	364.0652
ARMCX1	551.6018	ARMCX1	685.7347
ARMCX2	654.6266	ARMCX2	1382.9095
ARMCX3	1672.0582	ARMCX3	2275.9123
ARMCX5	259.7803	ARMCX5	385.5996
ARMCX6	208.5143	ARMCX6	338.4932
ARNT2	2980.3255	ARNT2	571.3334
ARNTL2	95.1377	ARNTL2	88.1563
ARNTL	174.9943	ARNTL	113.0554
ARNT	1401.9262	ARNT	1348.5891
ARPC1A	1811.0678	ARPC1A	1560.5679
ARPC1B	2643.6463	ARPC1B	1148.7233
ARPC2	4657.806	ARPC2	3245.6313
ARPC3	3084.3362	ARPC3	2170.9323
ARPC4	2969.4561	ARPC4	2227.1033
ARPC5L	687.1607	ARPC5L	458.951
ARPC5	2920.6795	ARPC5	2802.1581
ARPM1	29.5765	ARPM1	36.3392
ARPP19	4255.0727	ARPP19	3438.7676
ARRB1	401.2545	ARRB1	787.3499
ARRB2	716.2443	ARRB2	563.931
ARRDC1	1244.1848	ARRDC1	820.9973
ARRDC2	549.137	ARRDC2	536.3401
ARRDC3	963.2081	ARRDC3	5629.8883
ARRDC4	466.8158	ARRDC4	576.044
ARSA	845.8879	ARSA	893.0028
ARSB	599.4171	ARSB	436.0707
ARSD	1861.8408	ARSD	2164.2028
ARSE	45.8436	ARSE	22.2073
ARSG	355.9039	ARSG	162.8536
removed	removed	ARSH	13.459
ARSI	92.673	ARSI	83.4456
ARSJ	63.5895	ARSJ	143.3381
ARSK	128.6578	ARSK	211.9788
ART5	6.4082	ART5	14.1319
ARTN	167.6002	ARTN	6.0565
ARV1	404.7051	ARV1	341.185
ARVCF	570.8265	ARVCF	784.6581
AR	1466.5015	AR	425.9765
AS3MT	161.1919	AS3MT	197.174
ASAH1	6276.1336	ASAH1	2975.7789
ASAH2	11.8306	ASAH2	15.4778
ASAM	342.5945	ASAM	790.7147
ASAP1	1155.4553	ASAP1	1289.3696
ASAP2	1163.3424	ASAP2	791.3876
ASAP3	1389.1097	ASAP3	893.6758
ASB13	1877.122	ASB13	768.5073
ASB14	9.8588	ASB14	13.459
ASB16	39.5241	ASB16	12.8533
ASB1	274.8889	ASB1	461.4543
ASB2	28.5906	ASB2	35.6663
ASB3	236.612	ASB3	274.563
removed	removed	ASB5	7.4024
ASB6	800.6507	ASB6	938.7028
ASB7	546.1794	ASB7	493.2714
ASB8	687.1607	ASB8	681.697
ASB9	116.3342	ASB9	28.2638
ASCC1	714.2725	ASCC1	425.3035
ASCC2	1262.9166	ASCC2	1018.1713
ASCC3	696.5266	ASCC3	1572.681
ASCL2	12.3235	ASCL2	6.0565
ASF1A	252.8791	ASF1A	396.3668
ASF1B	735.469	ASF1B	346.5686
ASGR1	9.3659	ASGR1	14.8049
ASGR2	5.4224	removed	removed
ASH1L	2391.4031	ASH1L	3570.2752
ASH2L	1300.8731	ASH2L	1098.2522
ASL	359.3545	ASL	421.2659
ASMTL	1078.029	ASMTL	726.7845
ASNA1	1701.6347	ASNA1	960.2977
ASNSD1	893.7033	ASNSD1	1008.0771
ASNS	558.01	ASNS	407.8069
ASPA	16.2671	ASPA	34.3204
ASPHD1	92.673	ASPHD1	61.9113
ASPHD2	147.8825	ASPHD2	34.9933
ASPH	4271.2067	ASPH	6157.7829
ASPM	466.8158	ASPM	616.421
ASPN	6154.87	ASPN	121.8037
ASPRV1	53.6173	ASPRV1	54.3406
ASPSCR1	438.7181	ASPSCR1	275.9089
ASRGL1	72.9554	ASRGL1	127.8602
ASS1	292.8074	ASS1	2169.5864
ASTE1	223.0758	ASTE1	194.3476
ASTN1	21.1965	ASTN1	592.1948
ASTN2	817.7903	ASTN2	415.8823
ASXL1	1834.236	ASXL1	2312.2515
ASXL2	1094.8235	ASXL2	1179.006
ASXL3	14.2953	ASXL3	20.1885
ATAD1	1038.6281	ATAD1	1292.7343
ATAD2B	494.4205	ATAD2B	550.472
ATAD2	1732.69	ATAD2	1022.209
ATAD3A	647.7254	ATAD3A	604.3079
ATAD3B	332.7356	ATAD3B	323.6883
ATAD3C	423.4369	ATAD3C	136.6086
ATAD5	87.2507	ATAD5	172.9478
ATE1	317.4544	ATE1	370.1218
ATF1	358.8616	ATF1	470.3911
ATF2	619.6277	ATF2	744.2812
ATF3	925.2516	ATF3	1258.414
ATF4	4944.2052	ATF4	5627.8695
ATF5	905.0409	ATF5	806.1925
ATF6B	2239.927	ATF6B	2059.2228
ATF6	1526.1475	ATF6	1637.957
ATF7IP2	151.826	ATF7IP2	59.8924
ATF7IP	1165.3142	ATF7IP	1888.2939
ATF7	1810.8065	ATF7	2730.5699
ATG10	81.3354	ATG10	109.6906
ATG12	475.1958	ATG12	417.2282
ATG16L1	770.4679	ATG16L1	574.6981
ATG16L2	267.0364	ATG16L2	357.9616
ATG2A	501.3217	ATG2A	911.8454
ATG2B	1069.1905	ATG2B	1224.7665
ATG3	725.6102	ATG3	671.6027
ATG4A	298.2297	ATG4A	222.0731
ATG4B	868.5633	ATG4B	767.8344
ATG4C	202.1061	ATG4C	201.2116
ATG4D	337.039	ATG4D	241.0031
ATG5	473.717	ATG5	696.5018
ATG7	722.199	ATG7	740.829
ATG9A	1280.0217	ATG9A	1273.4611
ATG9B	28.6695	ATG9B	11.0296
ATHL1	3367.2847	ATHL1	608.3456
ATIC	1950.0773	ATIC	1483.8518
ATL1	209.9932	ATL1	606.3267
ATL2	724.1313	ATL2	2815.6171
ATL3	579.6994	ATL3	660.1626
ATMIN	1398.9685	ATMIN	1724.7674
ATM	848.8456	ATM	1993.2739
ATN1	4908.7134	ATN1	6774.574
ATOH8	26.6189	ATOH8	51.817
ATOX1	843.9162	ATOX1	535.6671
ATP10A	423.9299	ATP10A	403.7692
removed	removed	ATP10B	7.4024
ATP10D	620.6136	ATP10D	759.0861
ATP11A	597.9383	ATP11A	1401.0791
ATP11B	954.8281	ATP11B	1526.2475
ATP11C	536.8135	ATP11C	798.79
ATP13A1	2021.0609	ATP13A1	1526.9205
ATP13A2	2995.1137	ATP13A2	1082.7744
ATP13A3	1620.7923	ATP13A3	1832.4392
ATP13A4	173.0225	ATP13A4	633.9176
removed	removed	ATP13A5	467.6993
ATP1A1	9347.6336	ATP1A1	14722.0907
ATP1A2	33.52	ATP1A2	74.0244
ATP1A3	19.2247	removed	removed
ATP1A4	27.6047	removed	removed
ATP1B1	4135.2139	ATP1B1	3599.1447
ATP1B2	40.4212	ATP1B2	55.8547
ATP1B3	1006.5869	ATP1B3	1161.5094
ATP2A1	22.6753	ATP2A1	9.4213
ATP2A2	4557.2459	ATP2A2	5851.2884
ATP2A3	1184.0459	ATP2A3	445.492
ATP2B1	983.9116	ATP2B1	2032.9778
removed	removed	ATP2B2	5.3836
ATP2B4	3181.4457	ATP2B4	2790.0451
ATP2C1	2597.5365	ATP2C1	2972.5487
ATP2C2	490.9699	ATP2C2	127.8602
ATP5A1	7328.5641	ATP5A1	11565.2954
ATP5B	8064.0331	ATP5B	12211.999
ATP5C1	2144.7893	ATP5C1	2641.3234
ATP5D	702.4419	ATP5D	765.1426
ATP5EP2	25.633	ATP5EP2	28.2638
ATP5E	3721.7098	ATP5E	2636.6128
ATP5F1	2242.3918	ATP5F1	2516.155
ATP5G1	919.8292	ATP5G1	709.2879
ATP5G2	4240.7774	ATP5G2	4741.5961
ATP5G3	2161.0564	ATP5G3	2493.2747
ATP5H	1741.0701	ATP5H	1209.2887
ATP5I	1089.7708	ATP5I	918.4134
ATP5J2	898.6327	ATP5J2	828.3998
ATP5J	1036.9374	ATP5J	846.9664
ATP5L	1280.6625	ATP5L	1829.0744
ATP5O	1950.0773	ATP5O	2102.9645
ATP5SL	892.2245	ATP5SL	779.9475
ATP5S	74.9271	ATP5S	126.5143
ATP6AP1L	78.3777	ATP6AP1L	43.7417
ATP6AP1	4109.6549	ATP6AP1	2615.0784
ATP6AP2	4743.085	ATP6AP2	2783.9885
ATP6V0A1	1129.3294	ATP6V0A1	1263.7976
ATP6V0A2	576.2488	ATP6V0A2	383.5807
removed	removed	ATP6V0A4	477.0062
ATP6V0B	2120.1422	ATP6V0B	915.8831
ATP6V0C	4151.5549	ATP6V0C	1347.9161
ATP6V0D1	1688.8182	ATP6V0D1	1619.7874
ATP6V0D2	50.773	ATP6V0D2	88.8292
ATP6V0E1	2564.7756	ATP6V0E1	1568.6433
ATP6V0E2	1839.6485	ATP6V0E2	1166.8593
ATP6V1A	2221.1953	ATP6V1A	2164.2028
ATP6V1B1	74.4342	ATP6V1B1	2646.707
ATP6V1B2	2193.0976	ATP6V1B2	1770.5279
ATP6V1C1	1764.7313	ATP6V1C1	1136.6103
ATP6V1C2	36.0143	ATP6V1C2	100.626
ATP6V1D	932.6457	ATP6V1D	718.0362
ATP6V1E1	1889.4455	ATP6V1E1	1349.935
ATP6V1E2	70.4907	ATP6V1E2	101.6152
ATP6V1F	1269.3002	ATP6V1F	950.19
ATP6V1G1	2236.9694	ATP6V1G1	1521.5369
ATP6V1G2	70.4907	ATP6V1G2	26.2383
ATP6V1H	1220.0307	ATP6V1H	1058.5482
ATP7A	639.3454	ATP7A	553.1638
ATP7B	664.9783	ATP7B	266.4877
ATP8A1	215.9085	ATP8A1	260.4311
ATP8A2	6.9012	removed	removed
ATP8B1	2230.0682	ATP8B1	1345.9646
ATP8B2	1289.5355	ATP8B2	909.1536
ATP8B3	165.1355	ATP8B3	25.572
ATP8B4	71.9695	ATP8B4	54.5088
ATP8B5P	16.76	ATP8B5P	14.1319
ATP9A	3903.6053	ATP9A	1979.8149
ATP9B	540.757	ATP9B	602.962
ATPAF1	1135.8017	ATPAF1	940.9504
ATPAF2	222.8096	ATPAF2	257.7393
ATPBD4	123.2354	ATPBD4	117.766
ATPIF1	2462.2437	ATPIF1	978.4673
ATRIP	393.4316	ATRIP	271.4877
ATRNL1	5.9153	ATRNL1	29.6097
ATRN	1345.2379	ATRN	2409.8291
ATRX	2614.5627	ATRX	3129.8841
ATR	767.0173	ATR	1252.3574
ATXN10	2377.9507	ATXN10	2102.9645
ATXN1L	1173.6942	ATXN1L	1730.151
ATXN1	1361.9979	ATXN1	954.2412
ATXN2L	4546.8942	ATXN2L	2656.1283
ATXN2	827.1562	ATXN2	859.3554
ATXN3	455.4781	ATXN3	441.4543
ATXN7L1	163.6566	ATXN7L1	270.5254
ATXN7L2	67.533	ATXN7L2	88.1563
ATXN7L3B	3270.6681	ATXN7L3B	3131.23
ATXN7L3	1480.7968	ATXN7L3	1459.6256
ATXN7	677.3019	ATXN7	907.8077
AUH	170.0649	AUH	281.2925
AUP1	2244.053	AUP1	1485.7091
AURKAIP1	1085.9505	AURKAIP1	755.7213
AURKA	373.6498	AURKA	257.0664
AURKB	109.4331	AURKB	193.1363
AURKC	7.8871	AURKC	16.8237
AUTS2	1461.0792	AUTS2	2275.2394
AVEN	116.8272	AVEN	236.205
AVIL	51.2659	AVIL	16.8237
AVL9	401.7475	AVL9	492.5984
AVPI1	216.8943	AVPI1	134.5897
AVPR1A	50.773	AVPR1A	84.1186
AVPR2	20.2106	AVPR2	22.2073
AXIN1	1658.2558	AXIN1	786.004
AXIN2	234.241	AXIN2	759.759
AXL	2038.3139	AXL	1275.2377
AZGP1	10759.4383	AZGP1	10187.7695
AZI1	553.0806	AZI1	390.9832
AZI2	799.0585	AZI2	1133.9185
AZIN1	4124.4431	AZIN1	3759.7641
B2M	40550.3694	B2M	28302.201
B3GALNT1	237.5979	B3GALNT1	574.6981
B3GALNT2	781.0464	B3GALNT2	742.9891
removed	removed	B3GALT1	27.5909
B3GALT4	156.7555	B3GALT4	102.2882
B3GALT5	6.9012	B3GALT5	228.8025
B3GALT6	533.8559	B3GALT6	491.2525
B3GALTL	174.0084	B3GALTL	358.0087
B3GAT1	8.873	B3GAT1	115.0742
B3GAT2	13.2503	B3GAT2	9.0175
B3GAT3	1627.2005	B3GAT3	560.5662
B3GNT1	854.7609	B3GNT1	553.1638
B3GNT2	951.8704	B3GNT2	905.7889
B3GNT3	42.393	B3GNT3	1024.2278
B3GNT5	112.3907	B3GNT5	419.92
B3GNT7	159.7131	B3GNT7	72.6785
B3GNT8	59.6459	B3GNT8	38.3581
B3GNT9	339.1242	B3GNT9	406.3466
B3GNTL1	61.4895	B3GNTL1	72.2074
B4GALNT1	79.2404	B4GALNT1	69.6569
B4GALNT3	575.7559	B4GALNT3	212.6518
B4GALNT4	470.7593	B4GALNT4	545.7613
B4GALT1	6692.6693	B4GALT1	5955.5955
B4GALT2	1171.2295	B4GALT2	1109.6923
B4GALT3	764.5526	B4GALT3	757.0672
B4GALT4	456.464	B4GALT4	494.6173
B4GALT5	1821.4195	B4GALT5	2288.0254
B4GALT6	39.4353	B4GALT6	196.501
B4GALT7	327.3133	B4GALT7	339.8391
B9D1	65.1472	B9D1	164.4956
B9D2	70.9836	B9D2	48.4523
BAALC	21.1965	BAALC	67.9678
BACE1	972.081	BACE1	2053.1663
BACE2	1153.4836	BACE2	1188.4273
BACH1	768.4961	BACH1	1152.0881
BACH2	116.8272	BACH2	413.8634
BAD	513.6452	BAD	475.2229
BAG1	3125.206	BAG1	1094.053
BAG2	80.3495	BAG2	162.1806
BAG3	1893.389	BAG3	768.5073
BAG4	313.5109	BAG4	281.2925
BAG5	1385.1662	BAG5	1371.4693
BAGE2	5.171	BAGE2	12.389
BAHCC1	1022.854	BAHCC1	563.258
BAHD1	910.9562	BAHD1	757.0672
BAI1	58.1671	BAI1	83.4456
BAI2	2955.1854	BAI2	457.6051
removed	removed	BAI3	11.4401
BAIAP2L1	800.5373	BAIAP2L1	560.5662
BAIAP2L2	16.76	BAIAP2L2	5.3836
BAIAP2	1104.6232	BAIAP2	835.1293
BAIAP3	470.0889	BAIAP3	117.9141
BAK1	439.211	BAK1	347.9144
BAMBI	1016.9387	BAMBI	658.1438
BANF1	3896.7041	BANF1	1602.9637
BANK1	14.7883	BANK1	18.1696
BANP	188.7967	BANP	215.3436
BAP1	2142.8175	BAP1	1934.0544
BARD1	271.1179	BARD1	166.8913
BARX2	487.0264	BARX2	1689.774
BASP1	499.3499	BASP1	262.45
BAT1	5599.3247	BAT1	5163.5417
BAT2L1	6177.8361	BAT2L1	7963.0888
BAT2L2	4742.592	BAT2L2	6254.3847
BAT2	8034.9496	BAT2	8337.1607
BAT3	3868.6064	BAT3	4224.0986
BAT4	349.0027	BAT4	279.9466
BAT5	1050.9517	BAT5	733.514
BATF2	42.8859	BATF2	55.1818
BATF3	20.7036	BATF3	9.4213
BATF	243.5132	BATF	79.4079
BAX	522.0253	BAX	425.3035
BAZ1A	1067.7117	BAZ1A	1327.0547
BAZ1B	2751.1076	BAZ1B	2816.963
BAZ2A	3460.0021	BAZ2A	3336.2775
BAZ2B	737.8795	BAZ2B	1533.7173
BBC3	296.7509	BBC3	123.1496
removed	removed	BBOX1	298.1162
BBS10	388.4381	BBS10	471.064
BBS12	190.2755	BBS12	137.2815
BBS1	2949.0237	BBS1	1024.9008
BBS2	618.6418	BBS2	1343.2055
BBS4	483.0829	BBS4	331.7637
BBS5	245.485	BBS5	224.9398
BBS7	259.7803	BBS7	346.5686
BBS9	389.9169	BBS9	407.8069
BBX	1804.6595	BBX	2396.3701
BCAM	4815.0544	BCAM	3917.907
BCAN	24.6471	BCAN	34.9933
BCAP29	634.416	BCAP29	709.2879
BCAP31	3427.4236	BCAP31	2652.7635
BCAR1	1041.5858	BCAR1	1177.6601
BCAR3	1195.8765	BCAR3	483.1502
BCAS1	456.9569	BCAS1	23.5532
BCAS2	607.4323	BCAS2	547.2082
BCAS3	427.3804	BCAS3	578.7358
BCAS4	740.8914	BCAS4	374.1594
BCAT1	585.6147	BCAT1	523.554
BCAT2	1038.1352	BCAT2	602.289
BCCIP	964.7559	BCCIP	832.9691
BCDIN3D	191.917	BCDIN3D	164.832
BCHE	16.2671	BCHE	21.5344
BCKDHA	992.7846	BCKDHA	933.3798
BCKDHB	438.2252	BCKDHB	575.3711
BCKDK	1880.0796	BCKDK	1004.7123
BCL10	482.5899	BCL10	351.2792
BCL11A	5.4224	BCL11A	561.9121
BCL11B	87.2507	BCL11B	117.766
BCL2A1	31.5483	BCL2A1	37.0122
removed	removed	BCL2L10	8.0754
BCL2L11	1505.9369	BCL2L11	941.4552
BCL2L12	307.3639	BCL2L12	152.3287
BCL2L13	1012.5022	BCL2L13	1139.975
BCL2L14	9.3659	BCL2L14	149.3946
BCL2L15	7.8871	BCL2L15	14.1319
BCL2L1	2435.132	BCL2L1	2009.4246
BCL2L2	1189.7641	BCL2L2	1382.5595
BCL2	3186.868	BCL2	1427.997
BCL3	1296.4366	BCL3	337.1473
BCL6B	474.7028	BCL6B	372.1406
BCL6	696.0337	BCL6	1412.5192
BCL7A	471.2523	BCL7A	877.525
BCL7B	906.0268	BCL7B	542.3966
