gene_id	TCGA-BH-A18J-01A-11R-A12D-07	gene_id	TCGA-BH-A18J-11A-31R-A12D-07
RBM16	1558.8423	RBM16	1611.992
RBM17	1497.8014	RBM17	1407.754
RBM18	730.3791	RBM18	792.7807
RBM19	582.2065	RBM19	706.328
RBM20	31.8012	RBM20	80.6595
RBM22	1182.5852	RBM22	1172.9055
RBM23	1838.1791	RBM23	1676.9162
RBM24	78.9788	RBM24	133.6898
RBM25	1778.7703	RBM25	2032.9768
RBM26	993.8748	RBM26	950.9804
RBM27	1060.2729	RBM27	982.1747
RBM28	459.8942	RBM28	363.1907
RBM33	785.5944	RBM33	1014.7059
RBM34	750.648	RBM34	555.869
RBM38	755.5405	RBM38	703.6542
RBM39	4288.2691	RBM39	4792.3351
RBM3	2837.9947	RBM3	3609.18
RBM41	128.6026	RBM41	188.057
RBM42	969.7618	RBM42	890.3743
RBM43	196.0491	RBM43	260.6952
RBM45	226.8019	RBM45	142.6025
RBM47	3264.6899	RBM47	2166.6667
RBM4B	382.3133	RBM4B	334.6702
RBM4	3633.769	RBM4	1881.8939
RBM5	1267.7704	RBM5	2955.2807
RBM6	978.764	RBM6	2370.3164
RBM7	349.1142	RBM7	584.2246
RBM8A	2132.1794	RBM8A	1881.172
RBM9	1467.3981	RBM9	2684.492
RBMS1	1387.7204	RBMS1	1948.7522
RBMS2	909.9616	RBMS2	1473.1016
RBMS3	18.1721	RBMS3	114.5276
RBMX2	622.7443	RBMX2	422.4599
RBMXL1	369.17	RBMXL1	990.5615
RBMX	3627.0838	RBMX	3786.9875
RBP1	263.4956	RBP1	190.2852
RBP4	24.113	RBP4	3069.5187
RBP5	112.8768	RBP5	62.8342
RBP7	25.8603	RBP7	479.0553
RBPJ	786.9923	RBPJ	845.8111
RBPMS2	125.4575	RBPMS2	77.0945
RBPMS	996.6705	RBPMS	2253.1194
RBX1	717.7251	RBX1	527.5446
RC3H1	379.5176	RC3H1	1150.1783
RC3H2	531.5343	RC3H2	479.5009
RCAN1	1016.2405	RCAN1	5806.1497
RCAN2	189.7588	RCAN2	254.902
RCAN3	104.1402	RCAN3	142.1569
RCBTB1	857.5839	RCBTB1	701.8717
RCBTB2	273.9795	RCBTB2	528.0749
RCC1	917.8769	RCC1	380.1515
RCC2	3274.8244	RCC2	2979.9465
RCCD1	192.5545	RCCD1	188.5027
RCE1	512.3138	RCE1	264.2602
RCHY1	924.681	RCHY1	520.0535
RCL1	369.7326	RCL1	480.8378
RCN1	3367.7817	RCN1	2548.1283
RCN2	1023.9287	RCN2	753.1194
RCN3	988.9823	RCN3	348.0392
RCOR1	644.0616	RCOR1	887.2549
RCOR2	116.3714	RCOR2	11.5865
RCOR3	1103.9558	RCOR3	923.3512
RCSD1	234.8396	RCSD1	717.9144
RDBP	1043.5371	RDBP	1149.7326
RDH10	1257.7199	RDH10	421.123
RDH11	1889.5502	RDH11	1225.4902
RDH13	248.8182	RDH13	214.3494
RDH14	392.7972	RDH14	338.2353
RDH16	131.3984	removed	removed
RDH5	13.5452	RDH5	874.7772
RDM1	5.5914	removed	removed
RDX	845.7022	RDX	1530.7487
REC8	15.0269	REC8	73.5294
RECK	480.1631	RECK	708.1105
RECQL4	313.8184	RECQL4	52.5847
RECQL5	473.5233	RECQL5	476.3815
RECQL	1067.346	RECQL	750.9982
REEP1	435.0823	REEP1	221.9251
REEP2	61.1561	REEP2	59.2692
REEP3	1155.6765	REEP3	595.8111
REEP4	466.1846	REEP4	192.959
REEP5	4393.0174	REEP5	5846.2389
REEP6	300.5388	REEP6	856.0606
RELA	2421.7835	RELA	2236.1854
RELB	472.4749	RELB	208.5561
RELL1	983.7089	RELL1	673.4091
RELL2	20.87	RELL2	11.9029
removed	removed	RELN	62.8342
RELT	187.3125	RELT	71.3012
REL	67.4465	REL	178.2531
REM1	18.1721	REM1	40.107
REM2	18.5216	REM2	15.5971
RENBP	86.667	RENBP	127.0053
REP15	37.7421	REP15	14.2602
REPIN1	3451.3035	REPIN1	1799.9109
REPS1	993.1758	REPS1	868.5383
REPS2	1234.3058	REPS2	515.1515
RER1	1861.1074	RER1	2058.6765
RERE	2804.4462	RERE	4383.6898
removed	removed	RERGL	94.9198
RERG	1116.1871	RERG	1247.7718
REST	510.5665	REST	458.1105
RETSAT	1159.87	RETSAT	4029.4118
RET	4523.8077	RET	707.2193
REV1	716.7501	REV1	842.246
REV3L	473.8728	REV3L	1348.4848
REXO1	367.2864	REXO1	565.508
REXO2	520.7009	REXO2	670.2317
REXO4	618.9002	REXO4	497.7718
RFC1	1556.8608	RFC1	1436.2745
RFC2	615.0561	RFC2	322.1925
RFC3	348.7648	RFC3	217.4688
RFC4	427.7436	RFC4	212.5668
RFC5	358.2003	RFC5	238.4135
RFESD	29.0055	RFESD	17.8253
RFFL	396.8999	RFFL	527.3307
RFK	587.798	RFK	371.2121
RFNG	621.3465	RFNG	578.4314
RFPL1S	7.7511	RFPL1S	12.6426
removed	removed	RFPL3S	7.1301
RFT1	310.3238	RFT1	459.893
RFTN1	864.9227	RFTN1	1092.246
RFTN2	58.3604	RFTN2	92.6916
RFWD2	649.653	RFWD2	807.041
RFWD3	618.9002	RFWD3	569.5187
RFX1	573.1205	RFX1	385.918
RFX2	268.0387	RFX2	359.18
RFX3	69.5433	RFX3	71.3012
RFX5	635.6745	RFX5	771.3904
removed	removed	RFX6	14.7059
RFX7	388.2542	RFX7	610.0713
RFX8	27.2582	RFX8	20.9447
RFXANK	1906.8312	RFXANK	485.5214
RFXAP	78.2799	RFXAP	109.18
RG9MTD1	503.9267	RG9MTD1	549.4652
RG9MTD2	114.9736	RG9MTD2	145.7219
RG9MTD3	116.7209	RG9MTD3	185.8289
RGAG1	6.9893	RGAG1	10.6952
RGAG4	258.2537	RGAG4	376.1141
RGL1	510.5665	RGL1	971.0339
RGL2	1867.8835	RGL2	1965.6863
RGL3	20.2969	RGL3	228.6988
removed	removed	RGL4	6.7023
RGMA	402.5822	RGMA	773.1729
RGMB	701.7231	RGMB	635.303
RGNEF	535.0289	RGNEF	766.934
RGN	5.242	RGN	83.3333
RGP1	288.643	RGP1	223.6007
RGPD1	199.9736	RGPD1	325.6551
RGPD3	272.2322	RGPD3	413.1016
RGPD4	136.6403	RGPD4	198.3066
RGPD5	59.7828	RGPD5	100.713
RGPD6	610.4886	RGPD6	812.6604
RGS10	1180.8379	RGS10	471.4795
RGS11	91.0947	RGS11	70.1159
RGS12	804.8149	RGS12	785.6506
RGS14	369.0337	RGS14	191.1765
RGS16	1085.4343	RGS16	303.0303
RGS17	6.6398	RGS17	16.934
RGS18	7.3387	RGS18	24.9554
RGS19	329.5443	RGS19	180.9269
RGS1	808.659	RGS1	502.2282
RGS22	11.8818	RGS22	32.9768
RGS2	264.544	RGS2	3852.4955
RGS3	1291.9673	RGS3	1303.0303
RGS4	115.6725	RGS4	32.5312
RGS5	2033.8788	RGS5	3076.6488
RGS6	10.1344	RGS6	120.3209
removed	removed	RGS7BP	20.9447
RGS9BP	12.2312	removed	removed
RGS9	20.2689	RGS9	46.3458
RHBDD1	294.5979	RHBDD1	378.7879
RHBDD2	2124.3899	RHBDD2	1089.1266
RHBDD3	336.1841	RHBDD3	201.426
RHBDF1	1171.4023	RHBDF1	690.7308
RHBDF2	729.3308	RHBDF2	403.7433
RHBDL1	21.3173	RHBDL1	9.8039
RHBDL2	140.4844	RHBDL2	34.3137
RHBDL3	16.0753	RHBDL3	104.7237
RHCE	27.9571	RHCE	5.3476
removed	removed	RHCG	6.6845
removed	removed	RHD	5.6105
RHEBL1	30.7528	RHEBL1	5.3476
RHEB	1316.7792	RHEB	930.4813
RHOA	8977.7226	RHOA	9359.18
RHOBTB1	581.5076	RHOBTB1	509.3583
RHOBTB2	571.1984	RHOBTB2	698.3021
RHOBTB3	2381.9446	RHOBTB3	1489.3048
RHOB	14208.1458	RHOB	8753.5651
RHOC	8459.4679	RHOC	3495.098
RHOD	700.3253	RHOD	251.7825
RHOF	62.8091	RHOF	21.9519
RHOG	1166.5098	RHOG	778.9661
RHOH	309.6248	RHOH	141.2656
RHOJ	110.78	RHOJ	277.6292
RHOQ	1021.3741	RHOQ	3031.5419
RHOT1	681.1048	RHOT1	1005.7932
RHOT2	1048.7406	RHOT2	1031.6399
RHOU	489.2492	RHOU	1276.738
RHOV	314.5173	RHOV	724.5989
RHPN1	340.3776	RHPN1	201.8717
RHPN2	343.8723	RHPN2	972.8164
RIBC1	33.898	RIBC1	20.0535
RIBC2	28.656	RIBC2	23.6185
removed	removed	RIC3	267.3797
RIC8A	2772.4808	RIC8A	1565.7665
RIC8B	465.4857	RIC8B	388.1462
RICH2	353.6573	RICH2	227.2727
RICTOR	490.9965	RICTOR	1179.1444
RIF1	905.4605	RIF1	1410.4278
RILPL1	280.5495	RILPL1	395.8422
RILPL2	360.996	RILPL2	744.6524
RILP	42.6346	RILP	158.6453
RIMBP2	24.113	RIMBP2	6.6845
RIMBP3	52.769	RIMBP3	6.2389
RIMKLA	603.1744	RIMKLA	57.041
RIMKLB	455.816	RIMKLB	763.1417
RIMS1	34.5969	RIMS1	19.6078
RIMS3	181.7211	RIMS3	549.0196
RIMS4	1141.3485	RIMS4	20.9447
RIN1	68.4949	RIN1	166.6667
RIN2	3659.5839	RIN2	1787.4332
RIN3	374.2756	RIN3	458.5561
RING1	739.4652	RING1	978.6096
RINL	142.2317	RINL	187.6114
RINT1	518.2721	RINT1	347.9367
RIOK1	569.6258	RIOK1	512.9234
removed	removed	RIOK2	507.1301
RIOK3	1131.9129	RIOK3	1197.4153
RIPK1	1260.865	RIPK1	1281.6399
RIPK2	405.7274	RIPK2	439.3939
RIPK3	27.6076	RIPK3	203.2086
RIPK4	660.4864	RIPK4	895.2763
RIT1	655.9434	RIT1	600.2674
removed	removed	RLF	1037.4332
RLIM	1271.6984	RLIM	1806.1497
RLN2	9.0861	RLN2	22.2816
removed	removed	RLTPR	8.9127
RMI1	579.4108	RMI1	172.4599
RMND1	396.9908	RMND1	382.7986
RMND5A	1303.8491	RMND5A	2175.1337
RMND5B	1378.9838	RMND5B	605.615
RMRP	35.9948	removed	removed
RNASE1	2407.8049	RNASE1	3152.4064
RNASE2	11.1828	removed	removed
RNASE4	777.9412	RNASE4	2228.877
RNASE6	182.0706	RNASE6	202.7629
removed	removed	RNASE7	66.3993
RNASEH1	316.6141	RNASEH1	230.3922
RNASEH2A	1216.8326	RNASEH2A	183.1551
RNASEH2B	502.5288	RNASEH2B	333.779
RNASEH2C	633.7105	RNASEH2C	570.8868
RNASEK	1033.815	RNASEK	1191.172
RNASEL	257.2053	RNASEL	401.0695
RNASEN	1675.6785	RNASEN	1331.9964
RNASET2	1345.4353	RNASET2	916.6667
RND1	485.7545	RND1	223.262
RND2	119.1671	RND2	77.5401
RND3	437.878	RND3	2884.1355
RNF103	1552.2444	RNF103	1366.4617
RNF10	5086.4442	RNF10	2868.0927
RNF111	442.0716	RNF111	653.7433
removed	removed	RNF112	12.9234
RNF113A	248.1192	RNF113A	177.3619
RNF114	1425.113	RNF114	1636.8093
RNF115	601.427	RNF115	426.4706
RNF11	2475.2514	RNF11	2469.697
RNF121	956.1327	RNF121	448.7522
RNF122	135.9414	RNF122	393.9394
RNF123	474.2222	RNF123	657.754
RNF125	208.6298	RNF125	550.3565
RNF126P1	5.242	removed	removed
RNF126	219.4632	RNF126	327.9857
RNF128	110.0811	RNF128	363.1907
RNF130	2666.7575	RNF130	2110.5169
removed	removed	RNF133	6.6845
RNF135	467.9319	RNF135	576.6488
RNF138P1	12.9302	RNF138P1	12.9234
RNF138	507.0718	RNF138	462.5668
RNF139	1133.6603	RNF139	1401.9608
RNF13	1016.2405	RNF13	1384.1355
RNF141	1082.988	RNF141	1433.6007
RNF144A	715.3522	RNF144A	472.3708
RNF144B	1371.9945	RNF144B	1687.1658
RNF145	455.0017	RNF145	1606.9519
RNF146	635.325	RNF146	743.7611
RNF149	1164.4131	RNF149	815.0624
RNF14	1556.5113	RNF14	1151.9608
RNF150	28.3066	RNF150	272.2816
RNF152	125.108	RNF152	128.3422
RNF157	70.5917	RNF157	421.5597
RNF160	754.1427	RNF160	1034.3137
RNF165	55.8513	RNF165	115.2273
RNF166	155.5113	RNF166	144.385
RNF167	1796.5929	RNF167	1550.3565
RNF168	135.2425	RNF168	246.8806
RNF169	793.1987	RNF169	740.5793
RNF170	254.759	RNF170	480.3922
removed	removed	RNF175	24.0642
removed	removed	RNF180	243.7611
RNF181	1318.1771	RNF181	608.2888
RNF182	21.6667	RNF182	23.1729
removed	removed	RNF183	26.2923
RNF185	709.5861	RNF185	1410.459
removed	removed	RNF186	39.2157
RNF187	8110.7031	RNF187	1905.5258
RNF19A	1382.4784	RNF19A	2801.6934
RNF19B	590.5937	RNF19B	593.1373
RNF207	52.4196	RNF207	148.8414
RNF208	170.8878	RNF208	51.2478
RNF20	1300.005	RNF20	1466.1319
RNF212	221.9095	RNF212	39.2157
RNF213	7653.8737	RNF213	3909.1845
RNF214	193.9524	RNF214	379.6791
RNF215	292.5011	RNF215	217.9144
RNF216L	274.6785	RNF216L	202.705
RNF216	1597.7481	RNF216	1460.3387
RNF217	91.5525	RNF217	159.0463
RNF219	450.256	RNF219	324.8663
RNF220	1286.1592	RNF220	1118.7166
RNF24	698.5779	RNF24	263.369
RNF25	507.7708	RNF25	424.6881
RNF26	836.2666	RNF26	877.451
RNF2	339.3293	RNF2	458.5561
RNF31	1180.3207	RNF31	952.7629
RNF32	36.3442	RNF32	31.6399
RNF34	1563.6928	RNF34	480.5749
RNF38	988.9823	RNF38	1475.4902
RNF39	61.8551	RNF39	403.7433
RNF40	3641.4118	RNF40	2307.9323
RNF41	1298.2577	RNF41	1077.0945
RNF43	728.2824	RNF43	426.025
RNF44	1253.5263	RNF44	1026.738
RNF4	1869.6308	RNF4	1182.7094
RNF5P1	100.995	RNF5P1	77.9857
RNF5	881.3475	RNF5	711.2299
RNF6	666.4273	RNF6	818.6275
RNF7	1281.4834	RNF7	858.2888
RNF8	508.8192	RNF8	290.9982
RNFT1	291.8022	RNFT1	310.6061
RNFT2	189.4093	RNFT2	20.0535
RNGTT	579.4108	RNGTT	374.3316
RNH1	3438.7228	RNH1	3134.1355
RNLS	123.3607	RNLS	106.9519
RNMTL1	154.8124	RNMTL1	318.1818
RNMT	965.9177	RNMT	1164.8841
RNPC3	126.8553	RNPC3	308.3779
RNPEPL1	1748.7164	RNPEPL1	1407.754
RNPEP	1522.6134	RNPEP	1072.1925
RNPS1	3118.9636	RNPS1	1946.9697
ROBLD3	1055.0309	ROBLD3	483.9572
ROBO1	488.8997	ROBO1	680.4813
ROBO2	23.4141	ROBO2	10.6952
ROBO3	43.3335	ROBO3	192.0677
ROBO4	566.1312	ROBO4	1337.7897
ROCK1	1938.1257	ROCK1	1911.3191
ROCK2	1045.2459	ROCK2	2038.7701
ROD1	3099.3936	ROD1	1897.9501
ROGDI	1320.9728	ROGDI	389.9287
ROM1	87.3659	ROM1	47.6827
ROMO1	680.0564	ROMO1	362.7451
removed	removed	ROPN1B	196.0784
ROPN1L	12.2312	removed	removed
removed	removed	ROPN1	115.8645
ROR1	45.7797	ROR1	79.3226
ROR2	1136.1065	ROR2	270.0535
RORA	150.9683	RORA	448.7522
removed	removed	RORB	8.9127
RORC	744.7072	RORC	769.6078
removed	removed	RP1L1	26.2923
RP1	47.5271	RP1	112.2995
RP2	331.6411	RP2	373.4403
removed	removed	RP9P	139.0374
RP9	163.1995	RP9	94.4742
RPA1	1687.5602	RPA1	1849.8217
RPA2	1030.219	RPA2	836.0071
RPA3	409.5715	RPA3	204.9911
RPAIN	342.8519	RPAIN	513.3155
RPAP1	403.6306	RPAP1	705.8824
RPAP2	197.0975	RPAP2	265.1515
RPAP3	784.1966	RPAP3	512.9234
RPE	731.6302	RPE	589.6836
RPF1	435.4318	RPF1	603.8324
RPF2	346.668	RPF2	377.451
RPGRIP1L	271.8828	RPGRIP1L	129.6791
removed	removed	RPGRIP1	12.0321
RPGR	162.8501	RPGR	335.1159
RPH3AL	132.0973	RPH3AL	288.3244
removed	removed	RPH3A	10.6952
RPIA	340.3776	RPIA	330.6595
RPL10A	10791.4392	RPL10A	15932.7094
RPL10	14521.1675	RPL10	18006.582
RPL11	9748.29	RPL11	19590.9091
RPL12	8267.6123	RPL12	12769.1622
RPL13AP20	35.2958	RPL13AP20	29.4118
RPL13AP3	10.4839	RPL13AP3	11.5865
removed	removed	RPL13AP6	6.2389
RPL13A	17408.5344	RPL13A	17606.0606
RPL13P5	27.2582	RPL13P5	20.9447
RPL13	9889.8228	RPL13	20718.3601
RPL14	4422.4632	RPL14	9405.9715
RPL15	17942.8644	RPL15	20737.5223
RPL17	7848.2664	RPL17	6786.3369
RPL18A	2880.6293	RPL18A	2207.6649
RPL18	11683.2706	RPL18	12795.4545
RPL19P12	26.2098	RPL19P12	53.4759
RPL19	10165.8992	RPL19	19213.9037
RPL21	6.2903	RPL21	9.8039
RPL22L1	234.1407	RPL22L1	386.3636
RPL22	7068.6023	RPL22	9786.0963
removed	removed	RPL23AP32	8.9127
RPL23AP53	146.0758	RPL23AP53	248.2175
removed	removed	RPL23AP64	7.5758
RPL23AP7	119.1671	RPL23AP7	113.6364
RPL23AP82	102.0434	RPL23AP82	95.3654
RPL23A	4061.8166	RPL23A	4909.0909
RPL23P8	68.4949	RPL23P8	86.4528
RPL23	5771.0436	RPL23	15091.8004
RPL24	8634.8987	RPL24	8698.7522
RPL26L1	301.5872	RPL26L1	126.1141
RPL26	7427.5016	RPL26	14221.0339
RPL27A	15680.7859	RPL27A	11835.5615
RPL27	4391.3609	RPL27	6836.4528
RPL28	10892.0847	RPL28	7918.8948
RPL29	5539.3492	RPL29	10467.0232
RPL30	9967.4038	RPL30	14132.7986
RPL31	12399.3217	RPL31	12302.5847
RPL32P3	92.9364	RPL32P3	172.3797
RPL32	8016.6974	RPL32	19344.4742
RPL34	3682.2991	RPL34	8959.0018
RPL35A	10486.7068	RPL35A	9602.0499
RPL35	6857.1768	RPL35	6648.3957
RPL36AL	2840.441	RPL36AL	2285.205
RPL36A	25.5109	RPL36A	54.8128
RPL36	4974.9653	RPL36	7822.6381
RPL37A	14603.0398	RPL37A	16134.1355
RPL37	9637.1606	RPL37	12385.0267
RPL38	5769.9952	RPL38	5407.3084
RPL39L	364.4906	RPL39L	112.7451
RPL39	521.0504	RPL39	497.3262
RPL3	26065.7988	RPL3	51363.1907
RPL41	14794.5459	RPL41	17176.025
RPL4	14133.7101	RPL4	30962.5668
RPL5	10667.729	RPL5	24154.6346
RPL6	10057.2159	RPL6	10648.3957
RPL7A	20823.4937	RPL7A	16692.959
RPL7L1	1045.5954	RPL7L1	1155.9715
RPL7	1566.2963	RPL7	2129.2335
RPL8	22345.4082	RPL8	27725.0446
RPL9	239.7321	RPL9	297.2371
RPLP0P2	54.5163	RPLP0P2	6.2389
RPLP0	27717.3642	RPLP0	22264.2602
RPLP1	20198.3032	RPLP1	20593.5829
RPLP2	10113.4796	RPLP2	10749.5544
RPN1	7774.519	RPN1	4235.7398
RPN2	10910.9558	RPN2	5057.9189
RPP14	285.1624	RPP14	547.6827
RPP21	382.6628	RPP21	233.066
RPP25	238.3342	RPP25	204.0998
RPP30	451.5071	RPP30	413.1016
RPP38	356.453	RPP38	305.2585
RPP40	217.017	RPP40	88.2353
RPPH1	60.8067	RPPH1	7.5758
RPRD1A	748.2018	RPRD1A	1107.8431
RPRD1B	1053.2836	RPRD1B	850.2674
RPRD2	787.6912	RPRD2	1665.7754
removed	removed	RPRML	6.6845
RPS10P7	39.4894	RPS10P7	103.8324
RPS10	7754.2501	RPS10	5770.4991
RPS11	23966.2208	RPS11	22629.6791
RPS12	15760.1141	RPS12	16305.7041
RPS13	7897.5303	RPS13	7811.0517
RPS14	10443.3733	RPS14	15239.7504
RPS15A	10666.6806	RPS15A	11350.2674
RPS15	2320.439	RPS15	3491.533
RPS16	10431.4916	RPS16	10967.0232
RPS17	11962.4921	RPS17	12078.4314
RPS18	22042.4231	RPS18	30069.5187
RPS19BP1	566.8301	RPS19BP1	617.2014
RPS19	16174.2286	RPS19	15373.4403
RPS20	13097.2007	RPS20	16110.5169
RPS21	4424.2105	RPS21	5729.9465
RPS23	8279.1446	RPS23	11679.59
RPS24	20129.8083	RPS24	19166.6667
RPS25	5181.1489	RPS25	11282.9768
RPS26	285.1624	RPS26	235.2941
RPS27A	8678.9311	RPS27A	8893.4938
RPS27L	1040.004	RPS27L	1025.8467
RPS27	107.9843	RPS27	194.7415
RPS28	469.3298	RPS28	589.5722
RPS29	5450.9349	RPS29	6082.8877
RPS2P32	5.9409	RPS2P32	15.1515
RPS2	17152.0281	RPS2	12271.3904
RPS3A	3358.3462	RPS3A	6627.451
RPS3	22276.2144	RPS3	23844.4742
RPS4X	37132.6154	RPS4X	39206.7736
RPS5	10879.504	RPS5	10944.7415
RPS6KA1	1679.872	RPS6KA1	834.6702
RPS6KA2	1598.7964	RPS6KA2	1620.3209
RPS6KA3	515.459	RPS6KA3	1348.4848
RPS6KA4	1091.0257	RPS6KA4	574.4207
RPS6KA5	119.8661	RPS6KA5	399.7326
removed	removed	RPS6KA6	28.0749
RPS6KB1	894.2776	RPS6KB1	871.6578
RPS6KB2	761.8309	RPS6KB2	393.9394
RPS6KC1	1238.4994	RPS6KC1	482.6203
RPS6KL1	73.7368	RPS6KL1	124.3316
RPS6	25977.035	RPS6	34223.7077
RPS7	5756.3661	RPS7	6269.6078
RPS8	18126.3329	RPS8	21341.8004
RPS9	10770.8208	RPS9	14094.9198
RPSAP58	5217.4931	RPSAP58	6772.2816
RPSAP9	14.6775	RPSAP9	16.4884
RPSA	3337.0289	RPSA	4513.8146
RPTOR	1001.563	RPTOR	875.6684
RPUSD1	536.0773	RPUSD1	196.9697
RPUSD2	109.0327	RPUSD2	180.0357
RPUSD3	447.3135	RPUSD3	298.574
RPUSD4	244.9741	RPUSD4	484.4029
RQCD1	325.3507	RQCD1	164.8841
RRAD	27.6076	RRAD	75.7576
RRAGA	2102.0242	RRAGA	1941.6221
RRAGB	328.8453	RRAGB	311.4973
RRAGC	572.6557	RRAGC	432.7852
RRAGD	177.877	RRAGD	631.4617
RRAS2	410.6199	RRAS2	479.9465
RRAS	968.7134	RRAS	1142.1569
RRBP1	5614.1344	RRBP1	4446.0784
RREB1	1439.7905	RREB1	1505.3476
RRM1	2534.3108	RRM1	1090.0178
RRM2B	760.7825	RRM2B	1050.8021
RRM2	1278.6877	RRM2	77.0945
RRN3P1	10.4839	RRN3P1	59.2692
RRN3P2	6.2903	RRN3P2	16.4884
RRN3P3	51.3257	RRN3P3	60.8111
RRN3	1685.8129	RRN3	1526.2923
RRP12	1360.8117	RRP12	879.6791
RRP15	461.6416	RRP15	631.9073
RRP1B	1263.6608	RRP1B	1008.467
RRP1	512.3138	RRP1	460.7843
RRP7A	963.122	RRP7A	868.984
RRP7B	42.2711	RRP7B	175.2629
RRP8	344.5712	RRP8	260.6952
RRP9	234.1407	RRP9	390.82
RRS1	346.3185	RRS1	644.385
RSAD1	487.5019	RSAD1	726.3815
RSAD2	689.8414	RSAD2	159.0909
RSBN1L	505.2197	RSBN1L	470.0223
RSBN1	552.8516	RSBN1	712.5668
RSC1A1	178.3208	RSC1A1	423.1105
RSF1	1064.8159	RSF1	1012.4777
RSL1D1	3548.4545	RSL1D1	4954.5455
RSL24D1	1003.3103	RSL24D1	2117.2014
removed	removed	RSPH10B2	6.6845
RSPH1	155.8608	RSPH1	40.5526
RSPH3	181.0222	RSPH3	184.0463
RSPH4A	15.3764	RSPH4A	28.0749
RSPH9	5.5914	removed	removed
RSPO1	30.4033	RSPO1	28.9661
RSPO3	41.2367	RSPO3	129.6791
RSPRY1	504.9751	RSPRY1	385.4724
RSRC1	258.6031	RSRC1	194.7415
RSRC2	1864.7383	RSRC2	1540.9982
RSU1	1808.1252	RSU1	1867.2014
RTCD1	988.2834	RTCD1	376.1141
RTEL1	327.762	RTEL1	340.6551
RTF1	1543.2317	RTF1	1714.795
RTKN2	145.7264	RTKN2	49.0196
RTKN	1066.2138	RTKN	519.1622
RTN1	309.2754	RTN1	288.7701
RTN2	120.9144	RTN2	296.7914
RTN3	7198.2534	RTN3	4943.4046
RTN4IP1	153.0651	RTN4IP1	148.8414
RTN4RL1	851.643	RTN4RL1	596.7023
RTN4RL2	24.4625	RTN4RL2	19.1622
RTN4R	164.9469	RTN4R	43.672
RTN4	6414.7558	RTN4	7026.2923
RTP4	139.7855	RTP4	124.3316
RTTN	318.3614	RTTN	273.1729
RUFY1	1672.8828	RUFY1	1155.0802
RUFY2	325.0012	RUFY2	338.2353
RUFY3	1371.9945	RUFY3	786.5419
RUNDC1	709.7608	RUNDC1	971.4795
RUNDC2A	42.6346	RUNDC2A	76.6488
RUNDC2C	25.067	RUNDC2C	29.18
RUNDC3B	9.4355	RUNDC3B	84.2246
RUNX1T1	25.8603	RUNX1T1	85.1159
RUNX1	5072.1162	RUNX1	3620.3209
RUNX2	438.9264	RUNX2	170.6774
RUNX3	195.3502	RUNX3	423.7968
RUSC1	2883.425	RUSC1	619.4296
RUSC2	795.7289	RUSC2	840.4635
RUVBL1	861.8369	RUVBL1	693.4002
RUVBL2	1477.882	RUVBL2	1055.2585
RWDD1	1197.6121	RWDD1	803.4759
RWDD2A	121.2639	RWDD2A	71.7469
RWDD2B	314.1679	RWDD2B	307.4866
RWDD3	185.2158	RWDD3	231.3725
RWDD4A	380.2165	RWDD4A	470.5882
RXRA	4051.6822	RXRA	3027.6292
RXRB	986.536	RXRB	1175.5793
removed	removed	RXRG	13.369
RYBP	1010.9985	RYBP	1544.1176
RYK	1542.8823	RYK	1693.4046
RYR1	49.2744	RYR1	218.3601
RYR2	12.9302	RYR2	16.0428
RYR3	5.242	RYR3	186.7201
S100A10	6136.9321	S100A10	3689.3939
S100A11	19703.1131	S100A11	3755.3476
S100A13	826.1322	S100A13	1417.5579
S100A14	1757.8024	S100A14	863.1907
S100A16	2124.7393	S100A16	2225.4902
S100A1	293.2	S100A1	854.7237
S100A2	85.9681	S100A2	95.8111
S100A3	9.0861	S100A3	6.6845
S100A4	1918.2063	S100A4	1434.9376
S100A6	3825.5792	S100A6	8075.7576
removed	removed	S100A7	6.2389
S100A8	31.8012	S100A8	113.1907
S100A9	134.893	S100A9	562.3886
removed	removed	S100B	661.3191
S100PBP	356.8024	S100PBP	478.0793
S100P	922.9336	S100P	8.467
S1PR1	293.899	S1PR1	1282.9768
S1PR2	223.3073	S1PR2	386.8093
S1PR3	854.0788	S1PR3	724.5276
S1PR4	7.3387	S1PR4	26.2923
S1PR5	41.2367	S1PR5	16.4884
SAA1	160.4038	SAA1	9009.3583
SAA2	13.9785	SAA2	3856.9519
removed	removed	SAA4	56.1497
SAAL1	285.1624	SAAL1	151.0695
SAC3D1	475.6201	SAC3D1	122.9947
SACM1L	539.2225	SACM1L	1077.0945
SACS	440.6737	SACS	1669.3405
SAE1	2608.7466	SAE1	1221.9251
SAFB2	1107.7999	SAFB2	1310.6061
SAFB	1460.4088	SAFB	1594.0285
SALL1	70.5917	SALL1	56.5954
SALL2	791.5353	SALL2	629.2335
SALL4	73.3874	removed	removed
SAMD10	174.0329	SAMD10	100.713
SAMD11	112.2338	SAMD11	11.172
SAMD12	501.131	SAMD12	661.3191
removed	removed	SAMD13	32.0856
SAMD14	52.4196	removed	removed
SAMD1	798.5246	SAMD1	196.9697
removed	removed	SAMD3	6.2389
SAMD4A	227.8503	SAMD4A	823.5294
SAMD4B	1741.7271	SAMD4B	1608.7344
SAMD5	152.3662	SAMD5	646.1676
SAMD8	91.5595	SAMD8	185.3832
SAMD9L	1174.198	SAMD9L	821.3012
SAMD9	964.1704	SAMD9	504.902
