gene_id	TCGA-BH-A18L-01A-32R-A12D-07	gene_id	TCGA-BH-A18L-11A-42R-A12D-07
SNRNP25	2181.2139	SNRNP25	319.1758
SNRNP27	821.3873	SNRNP27	486.1228
SNRNP35	424.8613	SNRNP35	365.9504
SNRNP40	779.1908	SNRNP40	652.6493
SNRNP48	955.7803	SNRNP48	375.1051
SNRNP70	1824.5665	SNRNP70	2510.0925
SNRPA1	521.0983	SNRPA1	238.8562
SNRPA	934.6821	SNRPA	806.9807
SNRPB2	887.2832	SNRPB2	714.0454
SNRPB	2825.7225	SNRPB	1307.8217
SNRPC	713.8728	SNRPC	636.2489
SNRPD1	1228.6127	SNRPD1	438.6039
SNRPD2	2848.5549	SNRPD2	1528.5955
SNRPD3	1165.0867	SNRPD3	1144.5963
SNRPE	1363.8728	SNRPE	450.3785
SNRPF	612.4277	SNRPF	389.4029
SNRPG	595.9538	SNRPG	402.0185
SNRPN	971.1821	SNRPN	1509.2262
SNTA1	236.9942	SNTA1	640.4542
SNTB1	124.5665	SNTB1	384.3566
SNTB2	535.5491	SNTB2	1432.7166
SNTG1	5.7803	removed	removed
removed	removed	SNTG2	11.7746
SNUPN	400.8671	SNUPN	481.4971
SNURF	112.0549	SNURF	67.9689
SNW1	2043.9306	SNW1	1391.926
SNX10	880.6358	SNX10	278.3852
SNX11	926.3006	SNX11	545.8368
SNX12	339.5954	SNX12	218.2506
SNX13	2207.2254	SNX13	1097.1405
SNX14	843.3526	SNX14	1124.8949
SNX15	300.578	SNX15	539.1085
SNX16	469.9422	SNX16	268.2927
SNX17	2376.8786	SNX17	2429.7729
SNX18	723.4104	SNX18	1331.3709
SNX19	2067.6301	SNX19	2287.6367
SNX1	2201.4451	SNX1	4457.1068
SNX20	12.4277	SNX20	20.185
SNX21	277.1416	SNX21	846.5139
SNX22	69.6301	SNX22	140.5383
SNX24	374.8555	SNX24	157.6955
SNX25	548.2659	SNX25	363.7511
SNX27	3351.5	SNX27	959.5458
SNX29	730.3468	SNX29	867.1152
SNX2	2087.5723	SNX2	1670.7317
SNX30	1059.5376	SNX30	688.3936
SNX33	1542.1965	SNX33	1544.9958
SNX3	1221.3873	SNX3	3209.8402
SNX4	746.2428	SNX4	793.524
SNX5	1500	SNX5	2001.6821
SNX6	1279.4798	SNX6	1518.0824
SNX7	315.3179	SNX7	381.8335
SNX8	408.6705	SNX8	297.7292
SNX9	1374.5665	SNX9	2847.7712
SOAT1	675.1445	SOAT1	530.6981
SOBP	13.5838	SOBP	254.4155
SOCS1	16.185	SOCS1	33.2212
SOCS2	50.578	SOCS2	685.8705
SOCS3	607.8035	SOCS3	13156.8545
SOCS4	721.3873	SOCS4	623.6333
SOCS5	549.1329	SOCS5	1063.0782
SOCS6	5456.9364	SOCS6	1046.6779
SOCS7	220.5202	SOCS7	95.8789
SOD1	4963.8728	SOD1	3029.4365
SOD2	1332.659	SOD2	5037.4264
SOD3	68.4971	SOD3	2648.0235
SOLH	738.7283	SOLH	403.7006
SON	7127.1676	SON	6983.1791
SORBS1	917.341	SORBS1	17108.4945
SORBS2	289.0173	SORBS2	1869.2178
SORBS3	959.2486	SORBS3	2703.5324
SORCS1	669.0751	SORCS1	38.2675
SORCS2	6.9364	SORCS2	185.0294
SORD	4329.7688	SORD	449.5374
SORL1	2993.9306	SORL1	2210.6812
SORT1	3622.2543	SORT1	4166.947
SOS1	1817.9191	SOS1	2299.4113
SOS2	1245.6647	SOS2	1396.9722
removed	removed	SOSTDC1	618.1665
SOX10	8.9595	SOX10	1282.1699
SOX11	26.5896	SOX11	23.1287
SOX12	738.1503	SOX12	308.2422
SOX13	1939.3064	SOX13	1125.3154
SOX15	103.1792	SOX15	21.4466
SOX17	17.6301	SOX17	209.8402
SOX18	83.815	SOX18	316.2321
SOX2OT	6.6474	removed	removed
SOX4	2752.6012	SOX4	2038.688
SOX5	26.0116	SOX5	101.7662
removed	removed	SOX6	108.074
SOX7	126.8786	SOX7	695.963
SOX8	6.3584	SOX8	56.3499
SOX9	145.3757	SOX9	2880.5719
SP100	1535.8382	SP100	2472.6661
SP110	995.9538	SP110	659.7981
SP140L	170.2312	SP140L	349.0328
SP140	35.8382	SP140	20.6056
SP1	3307.5145	SP1	3525.6518
SP2	885.5491	SP2	763.2464
SP3	2348.8439	SP3	2167.3675
SP4	400.578	SP4	284.2725
removed	removed	SP5	13.4567
SP6	36.9942	SP6	79.058
SPA17	44.2197	SPA17	80.3196
SPAG16	1314.4509	SPAG16	321.2784
removed	removed	SPAG17	66.4424
SPAG1	1138.7283	SPAG1	185.0294
SPAG4	79.4798	SPAG4	26.4929
SPAG5	2018.526	SPAG5	89.0244
removed	removed	SPAG6	9.2515
SPAG7	457.2254	SPAG7	697.6451
SPAG8	14.4509	SPAG8	17.6619
SPAG9	2670.2312	SPAG9	2227.0816
SPARCL1	2528.0347	SPARCL1	15289.7393
SPARC	12725.7225	SPARC	64201.8503
SPAST	747.9769	SPAST	450.799
SPATA13	1087.0029	SPATA13	561.7662
SPATA16	6.6474	removed	removed
SPATA17	62.7168	SPATA17	15.1388
SPATA18	14.7399	SPATA18	483.1791
SPATA20	1041.9422	SPATA20	885.6182
removed	removed	SPATA22	8.1119
SPATA24	19.9422	SPATA24	27.7544
SPATA2L	134.3931	SPATA2L	212.7839
SPATA2	687.8613	SPATA2	403.7006
removed	removed	SPATA4	8.831
SPATA5L1	174.8555	SPATA5L1	164.4239
SPATA5	443.3526	SPATA5	247.2666
SPATA6	105.4913	SPATA6	134.1463
SPATA7	142.7746	SPATA7	159.3776
removed	removed	SPATA9	28.1749
SPATS2L	1122.2543	SPATS2L	1645.9209
SPATS2	947.9769	SPATS2	420.5214
SPC24	26.5896	removed	removed
SPC25	178.3237	SPC25	6.7283
SPCS1	2608.8815	SPCS1	1333.4315
SPCS2	439.3064	SPCS2	402.0185
SPCS3	2748.5549	SPCS3	2215.307
SPDEF	2595.9538	SPDEF	1309.0833
removed	removed	SPDYA	5.3574
SPDYC	632.659	removed	removed
removed	removed	SPDYE1	9.672
SPDYE3	63.8988	SPDYE3	78.8604
SPDYE5	5.2023	SPDYE5	6.7283
SPDYE6	16.474	SPDYE6	18.0824
SPDYE8P	6.0694	SPDYE8P	11.3541
SPEF1	54.0462	SPEF1	17.6619
SPEF2	233.815	SPEF2	209.4197
SPEG	28.9017	SPEG	506.7283
SPEN	3245.3757	SPEN	2840.6224
SPERT	13.8728	removed	removed
SPESP1	155.9249	SPESP1	21.8671
SPG11	2271.3873	SPG11	2192.1783
SPG20	1422.2543	SPG20	1813.709
SPG21	1715.0289	SPG21	1655.1724
SPG7	590.1734	SPG7	1154.3314
SPHAR	104.1416	SPHAR	102.0858
SPHK1	35.6532	SPHK1	316.0135
SPHK2	409.2659	SPHK2	244.3314
removed	removed	SPHKAP	42.0521
SPI1	163.0058	SPI1	328.0067
SPIN1	2282.0809	SPIN1	2769.9748
SPIN2B	72.2023	SPIN2B	96.5685
SPIN3	328.3237	SPIN3	235.492
SPIN4	160.1156	SPIN4	124.8949
removed	removed	SPINK1	15.5593
removed	removed	SPINK5	26.4929
SPINK8	11.5607	removed	removed
SPINT1	3515.896	SPINT1	2237.1741
SPINT2	7836.9942	SPINT2	4882.6745
SPIRE1	681.2139	SPIRE1	804.037
SPIRE2	284.3931	SPIRE2	79.4786
SPNS1	1775.8844	SPNS1	551.5013
SPNS2	76.3988	SPNS2	885.45
SPN	73.4104	SPN	113.5408
SPOCD1	51.1561	SPOCD1	25.6518
SPOCK1	39.0173	SPOCK1	635.8284
SPOCK2	94.7977	SPOCK2	150.1262
removed	removed	SPOCK3	5.0463
SPON1	65.6069	SPON1	2468.0404
SPON2	152.0231	SPON2	831.3709
SPOPL	2260.6936	SPOPL	1129.1001
SPOP	2073.6994	SPOP	1346.9302
SPP1	545.0867	SPP1	777.1236
SPPL2A	1063.5838	SPPL2A	632.8848
SPPL2B	799.422	SPPL2B	660.2187
SPPL3	1613.2948	SPPL3	1224.5585
SPRED1	235.2601	SPRED1	1162.3213
SPRED2	1238.4393	SPRED2	1221.6148
SPRN	78.9017	SPRN	51.7241
SPRY1	480.9249	SPRY1	3350.7149
SPRY2	58.3815	SPRY2	1127.8385
SPRY3	28.0347	SPRY3	97.561
SPRY4	369.3642	SPRY4	921.3625
SPRYD3	1615.896	SPRYD3	1841.4634
SPRYD4	326.3006	SPRYD4	318.3347
SPR	2667.6301	SPR	700.5887
SPSB1	234.9711	SPSB1	851.9765
SPSB2	124.5665	SPSB2	91.2532
SPSB3	974.2775	SPSB3	675.778
removed	removed	SPSB4	25.2313
removed	removed	SPTA1	11.7746
SPTAN1	5340.4624	SPTAN1	9225.82
SPTBN1	7297.9769	SPTBN1	29842.3045
SPTBN2	3355.2023	SPTBN2	628.259
SPTBN4	166.474	SPTBN4	66.4424
SPTBN5	61.5607	SPTBN5	145.4079
SPTB	18.7861	SPTB	261.1438
SPTLC1	2566.185	SPTLC1	1686.291
SPTLC2	2813.2948	SPTLC2	2066.8629
SPTLC3	28.6127	SPTLC3	363.7511
SPTY2D1	1259.815	SPTY2D1	1153.4903
SQLE	10702.3121	SQLE	329.2683
SQRDL	832.948	SQRDL	1055.9294
SQSTM1	26085.0462	SQSTM1	8850.2902
SR140	2233.237	SR140	1888.1413
SRA1	773.1214	SRA1	471.4045
SRBD1	372.5434	SRBD1	465.5172
SRCAP	7365.0289	SRCAP	3847.7712
SRCIN1	541.6185	SRCIN1	216.148
SRCRB4D	29.3526	SRCRB4D	51.3961
SRC	1129.4798	SRC	825.0631
SRD5A1	497.9769	SRD5A1	113.9613
SRD5A3	2164.6908	SRD5A3	404.1001
SREBF1	15793.0636	SREBF1	4043.7342
SREBF2	3762.4277	SREBF2	2574.8528
SRFBP1	444.5087	SRFBP1	257.3591
SRF	814.7399	SRF	2238.0151
SRGAP1	457.8035	SRGAP1	400.3364
SRGAP2	1608.3815	SRGAP2	672.8343
SRGAP3	172.8324	SRGAP3	247.6871
SRGN	519.6532	SRGN	1563.9193
SRI	581.2139	SRI	1433.9781
SRL	8.6705	SRL	45.4163
SRMS	51.7341	SRMS	5.8873
SRM	828.6127	SRM	792.2624
SRP14	3354.3353	SRP14	3348.6123
SRP19	844.789	SRP19	636.6779
SRP54	1637.2832	SRP54	920.5214
SRP68	3014.7399	SRP68	1712.7839
SRP72	3620.2312	SRP72	2218.2506
SRP9	5197.3988	SRP9	2973.0866
SRPK1	860.9827	SRPK1	681.2447
SRPK2	1249.1329	SRPK2	1116.905
SRPK3	27.4711	SRPK3	8.5071
SRPRB	1341.3295	SRPRB	912.5315
SRPR	2371.0983	SRPR	3569.8066
SRPX2	47.3988	SRPX2	849.4533
SRPX	30.3468	SRPX	2453.3221
SRRD	184.9711	SRRD	261.5643
SRRM1	1572.5434	SRRM1	1911.27
SRRM2	19777.1676	SRRM2	14437.3423
SRRM3	117.341	SRRM3	97.561
SRRM5	26.9624	SRRM5	14.3566
SRRT	1586.4162	SRRT	1449.9579
SRR	78.3642	SRR	366.0303
SRXN1	2579.4798	SRXN1	663.1623
SS18L1	780.9249	SS18L1	368.7973
SS18L2	210.1156	SS18L2	227.5021
SS18	2223.4104	SS18	1825.9041
SSBP1	612.1387	SSBP1	715.307
SSBP2	574.8555	SSBP2	559.714
SSBP3	689.3064	SSBP3	656.434
SSBP4	291.6185	SSBP4	441.5475
SSB	2271.3035	SSB	2100.2607
SSC5D	93.0636	SSC5D	1463.8352
SSFA2	2589.3064	SSFA2	2877.6283
SSH1	1069.3642	SSH1	1268.2927
SSH2	1082.0809	SSH2	553.4062
SSH3	2755.2023	SSH3	976.0303
SSNA1	901.7341	SSNA1	543.7342
SSPN	90.7514	SSPN	1928.5114
SSPO	11.8497	SSPO	23.5492
SSR1	6144.7977	SSR1	3444.0706
SSR2	6559.8266	SSR2	3723.2969
SSR3	1545.3757	SSR3	3356.6022
SSR4	1944.7977	SSR4	1673.2548
SSRP1	3893.0636	SSRP1	2582.4222
SSSCA1	258.0925	SSSCA1	266.1901
removed	removed	SSTR1	50.0421
SSTR2	110.4046	SSTR2	129.1001
SSU72	1356.6474	SSU72	2435.6602
SSX1	128.9017	removed	removed
SSX2IP	605.2023	SSX2IP	268.7132
ST13	3907.5145	ST13	5436.5013
ST14	2026.8786	ST14	1940.286
ST20	36.3728	ST20	26.413
ST3GAL1	16635.5491	ST3GAL1	1403.2801
ST3GAL2	151.4451	ST3GAL2	577.7965
ST3GAL3	153.4682	ST3GAL3	377.2077
ST3GAL4	472.2543	ST3GAL4	445.3322
ST3GAL5	133.815	ST3GAL5	476.0303
ST3GAL6	35.2601	ST3GAL6	184.1884
ST5	461.8497	ST5	1451.2195
ST6GAL1	250	ST6GAL1	1280.9083
ST6GAL2	16.474	ST6GAL2	49.6215
removed	removed	ST6GALNAC1	56.7704
ST6GALNAC2	886.9942	ST6GALNAC2	492.4306
ST6GALNAC3	37.2832	ST6GALNAC3	180.4037
ST6GALNAC4	799.422	ST6GALNAC4	256.5181
ST6GALNAC5	141.6185	ST6GALNAC5	155.1724
ST6GALNAC6	703.7572	ST6GALNAC6	2425.5677
ST7L	145.6647	ST7L	294.365
removed	removed	ST7OT1	53.1876
ST7	499.315	ST7	622.1615
removed	removed	ST8SIA1	185.0294
removed	removed	ST8SIA2	103.0278
ST8SIA4	178.9017	ST8SIA4	257.7796
ST8SIA6	25.1445	ST8SIA6	88.73
STAB1	674.5665	STAB1	2456.5433
removed	removed	STAB2	10.0925
STAC2	6.9364	STAC2	2740.9588
STAC3	24.2775	STAC3	46.2574
removed	removed	STAC	163.1623
STAG1	988.1329	STAG1	1087.8638
STAG2	3428.9017	STAG2	2842.3045
STAG3L1	29.7688	STAG3L1	15.9798
STAG3L2	60.4046	STAG3L2	162.3213
STAG3L3	53.7572	STAG3L3	218.5029
STAG3L4	100.578	STAG3L4	160.2187
STAG3	23.422	STAG3	18.4945
STAM2	1260.4046	STAM2	1039.529
STAMBPL1	126.3006	STAMBPL1	126.9975
STAMBP	1085.5491	STAMBP	557.1909
STAM	781.7919	STAM	484.0202
STAP2	222.5434	STAP2	333.894
STARD10	4036.7052	STARD10	1126.1564
STARD13	227.1676	STARD13	1069.8066
STARD3NL	798.2659	STARD3NL	513.8772
STARD3	1404.9133	STARD3	724.5585
STARD4	222.8324	STARD4	35.3238
STARD5	63.5838	STARD5	106.8124
STARD7	4618.0347	STARD7	2742.9647
STARD8	126.3006	STARD8	378.0488
removed	removed	STAR	8.831
STAT1	10812.4277	STAT1	7492.4306
STAT2	1369.6532	STAT2	2563.9193
STAT3	7255.4913	STAT3	6301.0934
STAT4	13.8728	STAT4	69.386
STAT5A	821.6763	STAT5A	2572.7502
STAT5B	3344.7977	STAT5B	3680.8242
STAT6	1986.1272	STAT6	4018.0824
STAU1	5042.7746	STAU1	2708.5786
STAU2	3175.1445	STAU2	830.9504
STBD1	449.2428	STBD1	1606.0387
STC1	2578.3237	STC1	2020.6056
STC2	1094.7977	STC2	12232.5484
STEAP1	15.3179	STEAP1	616.4844
STEAP2	19.3642	STEAP2	1013.8772
STEAP3	171.0983	STEAP3	1268.2927
STEAP4	117.341	STEAP4	2262.4054
STIL	393.9306	STIL	66.8629
STIM1	2273.9884	STIM1	2321.6989
STIM2	582.659	STIM2	709.4197
STIP1	7614.4509	STIP1	2004.6257
STK10	715.896	STK10	908.7468
STK11IP	483.237	STK11IP	332.2119
STK11	569.6532	STK11	866.6947
STK16	947.1098	STK16	523.9697
STK17A	377.4566	STK17A	742.2204
STK17B	764.1618	STK17B	896.1312
STK19	399.2341	STK19	277.8848
STK24	2182.0809	STK24	2187.5526
STK25	1212.4277	STK25	1428.9319
STK31	5.7803	removed	removed
removed	removed	STK32A	9.672
STK32B	19.9422	STK32B	167.3675
STK32C	251.1908	STK32C	87.0479
STK35	1503.7572	STK35	991.5896
STK36	507.2254	STK36	456.2658
STK38L	632.3699	STK38L	1160.6392
STK38	460.1156	STK38	1461.312
STK39	636.4162	STK39	659.7981
STK3	1616.474	STK3	575.2733
STK40	843.0636	STK40	2055.9294
STK4	1819.0751	STK4	788.4777
removed	removed	STL	5.0547
STMN1	4403.7572	STMN1	840.2019
STMN2	10.4046	STMN2	60.9756
STMN3	3491.3295	STMN3	586.2069
STOML1	385.2601	STOML1	288.4777
STOML2	1071.0983	STOML2	1235.492
STOM	8439.8844	STOM	7041.6316
removed	removed	STON1-GTF2A1L	42.6493
STON1	94.2225	STON1	958.1791
STON2	179.4798	STON2	258.6207
STOX1	67.052	STOX1	297.3087
STOX2	6.9364	STOX2	65.1808
STRA13	838.1503	STRA13	280.0673
STRA6	25.1445	STRA6	52.5652
STRADA	796.8208	STRADA	507.9899
STRADB	178.9017	STRADB	542.4727
STRAP	2484.104	STRAP	2062.2372
STRBP	2260.9827	STRBP	553.8267
STRC	5.5145	STRC	19.7645
STRN3	897.1098	STRN3	758.2002
STRN4	1909.2486	STRN4	1543.3137
STRN	500	STRN	446.1733
STS	531.2139	STS	1558.873
STT3A	2543.0636	STT3A	2883.9361
STT3B	2651.7341	STT3B	1664.0034
STUB1	1889.9653	STUB1	1302.7418
STX10	144.5087	STX10	251.0513
STX11	44.5087	STX11	753.1539
STX12	1379.1908	STX12	1728.3431
STX16	2234.6821	STX16	1646.762
STX17	658.6705	STX17	1031.9596
STX18	864.4509	STX18	419.2599
removed	removed	STX19	19.7645
STX1A	319.6329	STX1A	63.0782
STX1B	5.4913	STX1B	58.873
STX2	246.5318	STX2	375.5257
STX3	846.8208	STX3	573.5913
STX4	728.6127	STX4	764.0875
STX5	836.4162	STX5	1090.8326
STX6	2159.0578	STX6	939.0664
STX7	828.0347	STX7	1889.4029
STX8	195.0867	STX8	367.1152
STXBP1	1838.7283	STXBP1	1256.0976
STXBP2	1143.6416	STXBP2	841.0429
STXBP3	904.9133	STXBP3	937.3423
STXBP4	334.104	STXBP4	143.8183
STXBP5L	120.2312	removed	removed
STXBP5	183.815	STXBP5	507.9437
removed	removed	STXBP6	29.4365
STYK1	54.9133	STYK1	71.4886
STYXL1	182.3699	STYXL1	375.9462
STYX	460.1156	STYX	503.3642
SUB1	3234.3931	SUB1	4603.0278
SUCLA2	854.5665	SUCLA2	1311.3541
SUCLG1	815.896	SUCLG1	1947.0143
SUCLG2	1541.3295	SUCLG2	1319.1758
SUCNR1	13.2948	SUCNR1	48.7805
SUDS3	2041.6185	SUDS3	1140.0336
SUFU	744.7977	SUFU	722.0353
SUGT1L1	24.1185	SUGT1L1	56.106
SUGT1	643.6416	SUGT1	460.0505
SULF1	961.8497	SULF1	1246.4256
SULF2	842.4855	SULF2	2435.2397
SULT1A1	494.2197	SULT1A1	569.386
SULT1A2	31.7919	SULT1A2	30.6981
SULT1A3	1169.0694	SULT1A3	878.5408
removed	removed	SULT1C3	24.8108
SULT1C4	15.6069	SULT1C4	42.4727
SULT2B1	120.5202	SULT2B1	206.8966
removed	removed	SULT4A1	9.2515
SUMF1	1396.2428	SUMF1	1186.291
SUMF2	5820.8092	SUMF2	3029.4365
SUMO1P3	119.9422	SUMO1P3	122.3717
SUMO1	1882.0809	SUMO1	1649.2851
SUMO2	4017.6301	SUMO2	2270.8158
SUMO3	1421.9653	SUMO3	1993.6922
SUN1	2364.7399	SUN1	3214.0454
SUN2	2053.1792	SUN2	6058.032
SUOX	525.4335	SUOX	916.7368
SUPT16H	5754.9133	SUPT16H	2655.1724
SUPT3H	22.8324	SUPT3H	107.233
SUPT4H1	1858.0231	SUPT4H1	985.2145
SUPT5H	2780.0578	SUPT5H	2555.5088
SUPT6H	5755.7803	SUPT6H	2981.4971
SUPT7L	842.4855	SUPT7L	1004.6257
SUPV3L1	558.0925	SUPV3L1	498.7384
SURF1	860.1156	SURF1	615.6434
SURF2	284.6821	SURF2	175.3574
SURF4	4947.6879	SURF4	5984.0202
SURF6	536.9942	SURF6	604.7098
SUSD1	167.9191	SUSD1	303.196
SUSD2	172.5434	SUSD2	891.0849
SUSD3	1257.5145	SUSD3	228.7637
SUSD4	180.0578	SUSD4	146.762
SUSD5	10.1156	SUSD5	27.3339
SUV39H1	358.0925	SUV39H1	167.3675
SUV39H2	208.3815	SUV39H2	121.5307
SUV420H1	3210.6936	SUV420H1	1337.6787
SUV420H2	171.3873	SUV420H2	148.8646
SUZ12P	229.7688	SUZ12P	142.5568
SUZ12	2328.0347	SUZ12	798.1497
SV2A	741.9075	SV2A	159.3776
SV2B	72.8324	SV2B	282.1699
SVEP1	218.5405	SVEP1	6183.6375
SVIL	1122.7168	SVIL	3592.931
SVIP	310.4046	SVIP	244.323
removed	removed	SVOPL	7.9899
SVOP	17.052	removed	removed
SWAP70	1350.8671	SWAP70	2508.4104
SYAP1	1425.7225	SYAP1	1132.8848
SYBU	5033.0202	SYBU	732.8806
SYCE1L	7.2254	SYCE1L	6.3078
removed	removed	SYCE1	9.0917
SYCE2	22.8324	removed	removed
removed	removed	SYCP1	7.5694
SYCP2	2307.2254	SYCP2	182.0858
SYDE1	76.3006	SYDE1	484.0202
SYDE2	563.2948	SYDE2	174.9369
SYF2	1289.0173	SYF2	1012.6156
SYK	486.1272	SYK	506.7283
SYMPK	1750.289	SYMPK	1576.5349
SYN1	16.474	SYN1	10.9336
SYN2	7.8035	SYN2	272.0774
removed	removed	SYN3	10.513
SYNCRIP	2814.7399	SYNCRIP	3989.487
SYNC	24.0694	SYNC	599.487
SYNE1	336.9942	SYNE1	2465.0967
SYNE2	3674.8555	SYNE2	5248.9487
SYNGAP1	385.8382	SYNGAP1	409.5879
SYNGR1	1266.0405	SYNGR1	905.3322
SYNGR2	4224.5665	SYNGR2	2554.6678
SYNGR3	12.1387	SYNGR3	7.5694
SYNGR4	5.2023	removed	removed
SYNJ1	463.8728	SYNJ1	393.1876
SYNJ2BP	1802.3121	SYNJ2BP	1363.3305
SYNJ2	1488.7283	SYNJ2	847.3507
SYNM	141.9075	SYNM	13556.7704
removed	removed	SYNPO2L	34.0622
SYNPO2	895.6647	SYNPO2	4619.0076
SYNPO	637.2832	SYNPO	9240.9588
SYNRG	1927.4566	SYNRG	1228.7637
SYPL1	2213.2948	SYPL1	2856.1817
SYPL2	10.6936	SYPL2	43.3137
SYP	2073.9884	SYP	55.9294
SYS1-DBNDD2	44.2861	SYS1-DBNDD2	21.1522
SYS1	2609.9306	SYS1	970.4205
SYT11	155.7803	SYT11	463.4146
SYT12	216.763	SYT12	637.09
SYT13	15050	SYT13	28.1749
SYT15	28.3237	SYT15	337.2582
SYT17	631.5029	SYT17	119.0076
SYT1	7397.3988	SYT1	60.1346
SYT2	5.4913	SYT2	22.7082
removed	removed	SYT3	5.4668
SYT4	622.8324	removed	removed
removed	removed	SYT6	13.0362
SYT7	3035.8382	SYT7	1030.2775
removed	removed	SYT8	156.0135
SYT9	260.4046	SYT9	39.9495
SYTL1	265.6069	SYTL1	401.598
SYTL2	312.1387	SYTL2	1377.6283
SYTL3	34.3931	SYTL3	177.0395
SYTL4	246.2428	SYTL4	734.651
SYTL5	8.9595	SYTL5	89.1505
SYVN1	1979.1908	SYVN1	1663.5828
TAB1	611.4162	TAB1	767.0816
TAB2	1449.711	TAB2	2600.5046
TAB3	831.5029	TAB3	755.677
removed	removed	TAC1	34.9033
TACC1	533.526	TACC1	5734.2304
TACC2	1322.2543	TACC2	1433.9781
TACC3	1171.9653	TACC3	162.3213
TACO1	773.4104	TACO1	292.2624
TACR1	10.1156	TACR1	462.1531
TACR2	11.2717	TACR2	16.4003
TACSTD2	3539.3064	TACSTD2	6916.7368
TADA1	637.8613	TADA1	230.4458
TADA2A	359.5376	TADA2A	190.9167
TADA2B	1502.8902	TADA2B	1013.4567
TADA3	914.8699	TADA3	1612.6997
TAF10	647.6879	TAF10	505.8873
TAF11	354.0462	TAF11	492.8511
TAF12	484.6821	TAF12	331.7914
TAF13	168.4971	TAF13	212.7839
TAF15	3100.578	TAF15	2226.6611
TAF1A	70.2312	TAF1A	92.5147
TAF1B	241.0405	TAF1B	248.1077
TAF1C	265.3179	TAF1C	713.6249
TAF1D	1861.078	TAF1D	460.3196
TAF1L	39.8844	TAF1L	37.4264
TAF1	1491.9075	TAF1	1341.4634
TAF2	3721.9653	TAF2	661.0597
TAF3	343.0636	TAF3	246.8461
TAF4B	246.2428	TAF4B	188.8141
TAF4	1022.2543	TAF4	337.2582
TAF5L	949.422	TAF5L	667.7881
TAF5	169.0751	TAF5	113.9613
TAF6L	158.9595	TAF6L	202.6913
TAF6	843.0636	TAF6	892.3465
TAF7	2811.5607	TAF7	2864.5921
TAF8	284.6821	TAF8	570.6476
TAF9B	829.7688	TAF9B	697.2246
TAF9	1948.0954	TAF9	1050.8831
TAGAP	85.2601	TAGAP	254.836
TAGLN2	10205.4913	TAGLN2	8677.0395
TAGLN	1258.3815	TAGLN	20934.1884
TAL1	31.2139	TAL1	134.9874
TALDO1	4014.4509	TALDO1	2735.492
TANC1	601.7341	TANC1	1212.3633
TANC2	2710.9827	TANC2	848.6123
TANK	621.9653	TANK	1385.1976
TAOK1	1466.474	TAOK1	686.7115
TAOK2	2349.711	TAOK2	1439.0244
TAOK3	891.6185	TAOK3	970.984
TAP1	5414.4509	TAP1	1730.0252
TAP2	3848.7746	TAP2	1738.3978
TAPBPL	670.5434	TAPBPL	832.2246
TAPBP	3002.8902	TAPBP	3825.0631
TAPT1	1242.1965	TAPT1	823.8015
TARBP1	1261.8497	TARBP1	539.1085
TARBP2	264.1618	TARBP2	262.8259
TARDBP	3434.104	TARDBP	3055.0883
TARP	120.5202	TARP	6.7283
TARS2	1477.4566	TARS2	437.3423
TARSL2	183.526	TARSL2	296.0471
TARS	2542.7746	TARS	1375.1051
removed	removed	TAS1R1	5.4668
TAS1R3	43.6416	TAS1R3	5.0463
TAS2R14	7.7457	TAS2R14	7.9016
TAS2R20	15.3179	TAS2R20	18.9235
removed	removed	TAS2R5	10.513
TASP1	210.9827	TASP1	232.9689
TATDN1	1371.0983	TATDN1	278.8057
TATDN2	2068.2081	TATDN2	1343.566
TATDN3	707.8035	TATDN3	255.677
removed	removed	TAT	1131.2027
TAX1BP1	5413.0058	TAX1BP1	3067.704
TAX1BP3	441.3295	TAX1BP3	1796.3751
TAZ	453.1792	TAZ	285.5341
TBC1D10A	230.6358	TBC1D10A	716.6947
TBC1D10B	2150	TBC1D10B	1043.7342
TBC1D10C	19.9422	TBC1D10C	31.1186
TBC1D12	686.9942	TBC1D12	431.0345
TBC1D13	779.7688	TBC1D13	1189.6552
TBC1D14	2895.6647	TBC1D14	1878.0488
TBC1D15	1218.2081	TBC1D15	1246.4256
TBC1D16	527.4566	TBC1D16	1014.7183
TBC1D17	684.6416	TBC1D17	1070.0126
TBC1D19	93.0636	TBC1D19	133.3053
TBC1D1	1065.0289	TBC1D1	1003.3642
TBC1D20	1045.0867	TBC1D20	1468.4609
TBC1D22A	177.1676	TBC1D22A	389.4029
TBC1D22B	263.5578	TBC1D22B	404.9243
TBC1D23	651.1561	TBC1D23	981.4971
TBC1D24	1015.5289	TBC1D24	423.4651
TBC1D25	379.1908	TBC1D25	526.0723
TBC1D2B	780.6358	TBC1D2B	2270.3953
TBC1D2	326.8786	TBC1D2	341.4634
TBC1D3B	39.3064	TBC1D3B	95.8789
TBC1D3C	8.6705	TBC1D3C	15.5593
removed	removed	TBC1D3H	5.0463
TBC1D3	335.0145	TBC1D3	223.73
TBC1D4	1034.3931	TBC1D4	2285.1135
TBC1D5	1472.5434	TBC1D5	1906.2237
TBC1D7	433.0838	TBC1D7	172.8343
TBC1D8B	108.3815	TBC1D8B	398.2338
TBC1D8	2333.815	TBC1D8	928.0908
TBC1D9B	6077.7457	TBC1D9B	4309.0833
TBC1D9	19745.9538	TBC1D9	4869.2178
TBCA	1728.9017	TBCA	850.2944
