gene_id	TCGA-BH-A1FH-01A-12R-A13Q-07	gene_id	TCGA-BH-A1FH-11B-42R-A13Q-07
SSTR2	73.3803	SSTR2	64.4172
SSU72	1765.7713	SSU72	2458.589
SSX2IP	699.1253	SSX2IP	315.9509
ST13	5096.3697	ST13	5988.2413
ST14	1929.5611	ST14	1968.3027
ST20	46.9169	ST20	34.2945
ST3GAL1	1196.9967	ST3GAL1	1271.4724
ST3GAL2	933.1992	ST3GAL2	549.0798
ST3GAL3	219.212	ST3GAL3	301.1247
ST3GAL4	1022.0605	ST3GAL4	534.2536
ST3GAL5	406.533	ST3GAL5	604.8057
ST3GAL6	60.0666	ST3GAL6	127.3006
ST5	2382.847	ST5	2254.6012
ST6GAL1	1627.3705	ST6GAL1	1712.1677
ST6GAL2	654.5398	ST6GAL2	57.2597
ST6GALNAC1	39.6316	ST6GALNAC1	77.7096
ST6GALNAC2	1034.4454	ST6GALNAC2	728.5276
ST6GALNAC3	154.1915	ST6GALNAC3	201.4315
ST6GALNAC4	217.9735	ST6GALNAC4	413.5992
ST6GALNAC5	156.3589	ST6GALNAC5	270.9611
ST6GALNAC6	1270.377	ST6GALNAC6	1862.9857
ST7L	473.7209	ST7L	414.1104
ST7OT1	48.7251	ST7OT1	163.3384
ST7	515.0522	ST7	547.2699
ST8SIA1	96.6019	ST8SIA1	276.0736
ST8SIA2	491.9885	ST8SIA2	83.3333
ST8SIA4	342.751	ST8SIA4	270.4499
ST8SIA6	89.4806	ST8SIA6	21.9836
STAB1	1614.3664	STAB1	2642.2495
STAB2	30.6525	STAB2	125.7669
STAC2	2198.6222	STAC2	4710.1227
STAC3	35.9161	STAC3	32.7198
STAC	92.5768	STAC	207.0552
STAG1	1320.0217	STAG1	1059.4939
STAG2	3494.3881	STAG2	3117.0757
STAG3L1	52.0164	STAG3L1	58.7935
STAG3L2	53.2549	STAG3L2	101.7382
STAG3L3	183.9152	STAG3L3	171.2117
STAG3L4	76.7861	STAG3L4	118.0982
STAG3	16.2242	STAG3	12.183
STAM2	1189.5658	STAM2	970.3476
STAMBPL1	112.083	STAMBPL1	139.0593
STAMBP	719.2507	STAMBP	573.6196
STAM	682.4058	STAM	535.7873
STAP1	10.2175	STAP1	8.6912
STAP2	262.559	STAP2	584.3558
STARD10	2642.3098	STARD10	689.1616
STARD13	1190.185	STARD13	677.4029
STARD3NL	661.3515	STARD3NL	830.2658
STARD3	683.9539	STARD3	720.3476
STARD4	53.5645	STARD4	36.8098
STARD5	101.5558	STARD5	79.7546
STARD7	2934.3664	STARD7	3129.8722
STARD8	391.3616	STARD8	435.5828
STAR	8.3598	STAR	11.2474
STAT1	4722.9662	STAT1	2894.683
STAT2	2499.2646	STAT2	2026.0736
STAT3	6861.8314	STAT3	7389.0593
STAT4	63.782	STAT4	77.1984
STAT5A	1173.7751	STAT5A	2262.7812
STAT5B	2626.5191	STAT5B	3499.4888
STAT6	3239.8792	STAT6	3749.4888
STAU1	2953.4794	STAU1	2727.5051
STAU2	911.8353	STAU2	718.3027
STBD1	476.7645	STBD1	928.0112
STC1	1039.3993	STC1	1252.045
STC2	5655.2365	STC2	1449.3865
STEAP1	380.8344	STEAP1	564.9284
STEAP2	1473.179	STEAP2	968.8139
STEAP3	718.0122	STEAP3	1515.3374
STEAP4	4427.8969	STEAP4	1810.8384
STIL	143.3547	STIL	86.9121
STIM1	1720.5666	STIM1	2111.9632
STIM2	780.8654	STIM2	642.638
STIP1	1967.9542	STIP1	1733.6401
STK10	843.4089	STK10	701.9427
STK11IP	404.3657	STK11IP	299.591
STK11	770.0286	STK11	678.9366
STK16	535.6452	STK16	593.047
STK17A	648.3474	STK17A	1231.5951
STK17B	1266.9711	STK17B	1595.092
STK19	393.5723	STK19	287.3415
STK24	1936.0632	STK24	2977.5051
STK25	1148.3861	STK25	1365.0307
STK31	65.0205	removed	removed
removed	removed	STK32A	16.8712
STK32B	152.6434	STK32B	312.8834
STK32C	134.995	STK32C	101.9376
removed	removed	STK33	7.1575
STK35	1800.1393	STK35	901.3292
STK36	432.8508	STK36	445.8078
STK38L	1735.4284	STK38L	1383.4356
STK38	1524.2666	STK38	1502.045
STK39	1354.2844	STK39	528.6299
STK3	704.6985	STK3	646.2168
STK40	1094.2023	STK40	1828.2209
STK4	1022.6798	STK4	843.5583
STMN1	1673.8138	STMN1	1594.0695
STMN2	23.8409	STMN2	56.2372
STMN3	876.5384	STMN3	906.4417
STOML1	205.5887	STOML1	160.5317
STOML2	774.673	STOML2	1370.1431
STOM	5931.7285	STOM	10475.9714
STON1-GTF2A1L	27.6833	STON1-GTF2A1L	16.0378
STON1	776.8496	STON1	633.2413
STON2	303.4291	STON2	335.8896
STOX1	84.8363	STOX1	155.4192
STOX2	126.3256	STOX2	36.8098
STRA13	219.8313	STRA13	219.8364
STRA6	191.6557	STRA6	34.2536
STRADA	757.0245	STRADA	588.4458
STRADB	229.4295	STRADB	278.1186
STRAP	2344.1443	STRAP	2681.4928
STRBP	864.4632	STRBP	472.9039
removed	removed	STRC	10.7464
STRN3	931.0287	STRN3	668.7065
STRN4	1506.3085	STRN4	1449.8978
STRN	770.0286	STRN	333.3333
STS	834.4299	STS	786.8098
STT3A	3870.8878	STT3A	2305.2147
STT3B	1795.495	STT3B	1416.1554
STUB1	959.0495	STUB1	971.9785
STX10	221.9986	STX10	190.6953
STX11	89.4806	STX11	742.8425
STX12	1861.4444	STX12	2221.8814
STX16	1223.3145	STX16	1629.3456
STX17	1287.0965	STX17	900.818
STX18	561.3438	STX18	402.863
STX19	10.8368	STX19	42.4335
STX1A	64.553	STX1A	34.1309
STX1B	116.1081	STX1B	58.2822
STX2	350.4915	STX2	405.9305
STX3	1295.7659	STX3	772.4949
STX4	632.5567	STX4	535.2761
STX5	1043.4244	STX5	1292.9448
STX6	1136.5864	STX6	910.8947
STX7	1625.8224	STX7	1836.4008
STX8	239.9567	STX8	449.3865
STXBP1	937.5339	STXBP1	1115.5419
STXBP2	768.4805	STXBP2	664.6217
STXBP3	1109.3738	STXBP3	1365.0307
STXBP4	552.3647	STXBP4	112.4744
STXBP5	960.9939	STXBP5	465.6442
STXBP6	27.8659	STXBP6	79.2434
STYK1	86.3844	STYK1	37.3211
STYXL1	330.3661	STYXL1	313.9059
STYX	586.1135	STYX	583.8446
SUB1	3565.2914	SUB1	3239.7751
SUCLA2	749.1911	SUCLA2	1035.2249
SUCLG1	1168.5115	SUCLG1	1680.4703
SUCLG2	902.237	SUCLG2	1356.3395
SUCNR1	10.5271	SUCNR1	11.2474
SUDS3	1305.6738	SUDS3	1180.9816
SUFU	940.9397	SUFU	630.3681
SUGT1L1	51.487	SUGT1L1	62.4284
removed	removed	SUGT1P1	5.1125
SUGT1	375.2612	SUGT1	552.6585
SULF1	5740.3824	SULF1	1804.1922
SULF2	4470.0054	SULF2	3671.2679
SULT1A1	171.2207	SULT1A1	331.7996
removed	removed	SULT1A2	15.3374
SULT1A3	321.3128	SULT1A3	643.0828
SULT1C2	45.5144	SULT1C2	63.3947
SULT1C4	64.7109	SULT1C4	38.3436
SULT2B1	95.3634	SULT2B1	96.1145
SULT4A1	24.7697	SULT4A1	5.1125
SUMF1	695.1002	SUMF1	1146.728
SUMF2	2234.8479	SUMF2	2420.7566
SUMO1P3	115.1792	SUMO1P3	159.5092
SUMO1	1477.2041	SUMO1	2001.5337
SUMO2	2305.4416	SUMO2	3196.8303
SUMO3	2293.676	SUMO3	2695.2965
SUN1	2439.1981	SUN1	3679.4479
SUN2	4026.9371	SUN2	4267.3824
SUOX	637.201	SUOX	599.6933
SUPT16H	3657.5586	SUPT16H	2854.8057
SUPT3H	109.606	SUPT3H	142.638
SUPT4H1	2549.6308	SUPT4H1	1307.6329
SUPT5H	2792.7858	SUPT5H	2169.2229
SUPT6H	4001.8577	SUPT6H	2509.2025
SUPT7L	968.3443	SUPT7L	929.6881
SUPV3L1	376.8094	SUPV3L1	482.1063
SURF1	578.9922	SURF1	698.8753
SURF2	136.2335	SURF2	137.0143
SURF4	5953.7116	SURF4	5250.5112
SURF6	591.6867	SURF6	344.5808
SUSD1	405.6041	SUSD1	177.4029
SUSD2	619.243	SUSD2	327.1984
SUSD3	256.6762	SUSD3	145.1943
SUSD4	193.2038	SUSD4	286.2986
SUSD5	68.1167	SUSD5	39.8773
SUV39H1	169.0533	SUV39H1	222.9039
SUV39H2	133.1372	SUV39H2	134.9693
SUV420H1	1651.8306	SUV420H1	1218.8139
SUV420H2	98.15	SUV420H2	112.9857
SUZ12P	132.518	SUZ12P	121.6769
SUZ12	1116.8047	SUZ12	918.7117
SV2A	222.6178	SV2A	179.9591
SV2B	67.8071	SV2B	108.3845
SVEP1	2080.5264	SVEP1	2568.7474
SVIL	2930.2516	SVIL	3088.4509
SVIP	797.8946	SVIP	305.2147
removed	removed	SVOPL	21.9836
SWAP70	2089.6354	SWAP70	3029.1411
SYAP1	1875.9966	SYAP1	1045.501
SYBU	827.9929	SYBU	578.2209
removed	removed	SYCE1L	22.4949
removed	removed	SYCE2	8.18
SYCP2	154.1915	SYCP2	146.728
SYDE1	434.7086	SYDE1	425.3579
SYDE2	233.145	SYDE2	92.0245
SYF2	983.3578	SYF2	1359.9182
SYK	871.5845	SYK	700.409
SYMPK	1710.0395	SYMPK	1266.3599
SYN1	20.1254	SYN1	8.6912
SYN2	175.865	SYN2	142.1268
SYN3	23.8409	SYN3	10.7362
SYNCRIP	4901.6178	SYNCRIP	4533.2311
SYNC	558.5169	SYNC	252.3517
SYNE1	2639.2136	SYNE1	2160.0204
SYNE2	5571.9483	SYNE2	4004.6012
SYNGAP1	576.8248	SYNGAP1	382.4131
SYNGR1	733.9237	SYNGR1	785.6748
SYNGR2	2350.956	SYNGR2	2880.8793
SYNGR3	10.8368	SYNGR3	5.1125
SYNJ1	504.0638	SYNJ1	370.1431
SYNJ2BP	1419.9241	SYNJ2BP	1266.3599
SYNJ2	1414.6606	SYNJ2	850.2045
SYNM	5303.1968	SYNM	13518.9162
SYNPO2L	5.2636	SYNPO2L	7.1575
SYNPO2	3335.5523	SYNPO2	3892.638
SYNPO	2634.8789	SYNPO	4788.3436
SYNRG	1389.5812	SYNRG	1044.4785
SYPL1	2524.344	SYPL1	3613.4969
SYPL2	33.4391	SYPL2	29.6524
SYP	45.2047	SYP	48.5685
SYS1-DBNDD2	22.8098	SYS1-DBNDD2	54.6217
SYS1	775.3448	SYS1	1169.8006
SYT11	735.351	SYT11	514.8262
SYT12	147.3798	SYT12	306.2372
SYT13	935.0569	SYT13	20.4499
SYT14	21.6735	removed	removed
SYT15	260.3917	SYT15	257.1575
SYT17	72.761	SYT17	71.5746
SYT1	230.9776	SYT1	98.1595
SYT2	22.6024	SYT2	14.8262
SYT3	26.6274	removed	removed
SYT6	14.5522	SYT6	8.6912
SYT7	3606.1615	SYT7	690.184
SYT8	74.3092	SYT8	222.3926
SYT9	24.4601	SYT9	29.1411
SYTL1	381.4537	SYTL1	432.5153
SYTL2	4472.792	SYTL2	978.5276
SYTL3	164.409	SYTL3	195.8078
SYTL4	640.6069	SYTL4	498.4663
SYTL5	191.0365	SYTL5	51.1247
SYVN1	1493.6141	SYVN1	1473.9264
TAB1	644.5112	TAB1	582.4233
TAB2	3450.1122	TAB2	2701.9427
TAB3	1094.2023	TAB3	771.9836
TAC1	65.6398	TAC1	42.9448
TACC1	3596.8728	TACC1	5540.8998
TACC2	722.9662	TACC2	915.6442
TACC3	208.3753	TACC3	241.82
TACO1	569.7035	TACO1	279.6524
TACR1	433.1605	TACR1	384.9693
TACR2	13.6233	TACR2	17.3824
TACSTD2	3023.7634	TACSTD2	13758.6912
TADA1	284.8518	TADA1	273.5174
TADA2A	161.0032	TADA2A	192.7403
TADA2B	1301.3391	TADA2B	947.3415
TADA3	1497.4503	TADA3	1542.0961
TAF10	388.2653	TAF10	611.4519
TAF11	529.1431	TAF11	711.1452
TAF12	362.5668	TAF12	435.0716
TAF13	253.8896	TAF13	260.7362
TAF15	2530.846	TAF15	1294.4785
TAF1A	88.5517	TAF1A	64.4172
TAF1B	264.7264	TAF1B	276.0736
TAF1C	547.4108	TAF1C	591.5133
TAF1D	382.8005	TAF1D	733.3231
TAF1L	41.4893	TAF1L	23.5174
TAF1	1538.8188	TAF1	1033.2311
TAF2	977.1654	TAF2	622.6994
TAF3	290.1153	TAF3	251.5337
TAF4B	209.3041	TAF4B	264.8262
TAF4	386.098	TAF4	358.3845
TAF5L	564.7496	TAF5L	705.5215
TAF5	98.4596	TAF5	73.1084
TAF6L	198.777	TAF6L	186.6053
TAF6	951.7765	TAF6	975.4601
TAF7	2261.1657	TAF7	3329.7546
TAF8	501.5868	TAF8	514.3149
TAF9B	763.8362	TAF9B	709.6115
TAF9	949.6091	TAF9	1278.3947
TAGAP	150.476	TAGAP	390.0818
TAGLN2	7200.2477	TAGLN2	15771.4724
TAGLN	14075.8975	TAGLN	22759.0644
TAL1	123.2294	TAL1	203.9877
TALDO1	1199.7833	TALDO1	2357.362
TANC1	1637.588	TANC1	1059.3047
TANC2	3277.9627	TANC2	590.4908
TANK	838.7646	TANK	2246.9325
TAOK1	1142.1937	TAOK1	272.4949
TAOK2	1543.1535	TAOK2	967.2802
TAOK3	1084.6041	TAOK3	1073.1084
TAP1	1219.9087	TAP1	1354.2945
TAP2	1043.5452	TAP2	1115.7618
TAPBPL	446.18	TAPBPL	658.0112
TAPBP	2762.1333	TAPBP	3768.4049
TAPT1	697.2676	TAPT1	736.7076
TARBP1	550.1974	TARBP1	480.0613
TARBP2	319.5294	TARBP2	286.8098
TARDBP	3035.2194	TARDBP	2795.501
TARP	10.2175	TARP	10.2249
TARS2	445.2357	TARS2	381.9018
TARSL2	420.7756	TARSL2	333.8446
TARS	1941.3267	TARS	1510.2249
TAS1R1	5.8828	TAS1R1	7.6687
TAS1R3	10.8368	removed	removed
TAS2R14	7.1801	removed	removed
TAS2R20	14.8618	TAS2R20	12.7812
TAS2R5	5.5732	TAS2R5	6.135
TASP1	399.1021	TASP1	301.636
TATDN1	328.818	TATDN1	552.1472
TATDN2	1336.9456	TATDN2	1219.3252
TATDN3	262.559	TATDN3	353.7832
TAT	1012.1526	TAT	176.3804
TAX1BP1	3911.1386	TAX1BP1	3705.5215
TAX1BP3	1857.8528	TAX1BP3	3120.2658
TAZ	178.4503	TAZ	327.1984
TBC1D10A	532.9669	TBC1D10A	477.2342
TBC1D10B	948.9899	TBC1D10B	923.8241
TBC1D10C	40.2508	TBC1D10C	73.6196
TBC1D12	429.7546	TBC1D12	557.771
TBC1D13	961.6843	TBC1D13	1123.7219
TBC1D14	2199.551	TBC1D14	2447.3415
TBC1D15	1388.962	TBC1D15	1575.6646
TBC1D16	587.6616	TBC1D16	402.3517
TBC1D17	758.8761	TBC1D17	1127.9039
TBC1D19	179.2708	TBC1D19	112.4744
TBC1D1	1433.2379	TBC1D1	1319.0184
TBC1D20	5594.5507	TBC1D20	1366.0532
TBC1D22A	287.948	TBC1D22A	433.0266
TBC1D22B	323.5606	TBC1D22B	417.8528
TBC1D23	1208.143	TBC1D23	1011.7587
TBC1D24	357.2784	TBC1D24	235.5828
TBC1D25	405.6041	TBC1D25	550.1022
TBC1D2B	2489.3568	TBC1D2B	2055.2147
TBC1D2	365.3534	TBC1D2	417.6892
TBC1D3B	96.2923	TBC1D3B	86.9121
TBC1D3C	36.0245	TBC1D3C	43.456
TBC1D3G	11.038	removed	removed
TBC1D3H	25.0793	removed	removed
TBC1D3	388.3737	TBC1D3	180.1074
TBC1D4	1874.7581	TBC1D4	1740.2863
TBC1D5	1908.5069	TBC1D5	1926.8916
TBC1D7	229.4295	TBC1D7	209.1002
TBC1D8B	598.1887	TBC1D8B	242.8425
TBC1D8	899.1408	TBC1D8	771.9836
TBC1D9B	4156.0492	TBC1D9B	2952.9652
TBC1D9	20315.8139	TBC1D9	3694.274
TBCA	743.7108	TBCA	1138.0368
TBCB	831.3554	TBCB	791.5798
TBCCD1	315.5043	TBCCD1	268.6043
TBCC	340.274	TBCC	430.4703
TBCD	1252.5737	TBCD	1542.5767
TBCEL	640.6069	TBCEL	339.9796
TBCE	274.1234	TBCE	330.1022
TBCK	611.0442	TBCK	377.8119
TBK1	773.7441	TBK1	786.2986
TBKBP1	243.9817	TBKBP1	229.5501
TBL1XR1	3616.379	TBL1XR1	2436.6053
TBL1X	1161.6998	TBL1X	905.9305
TBL2	788.6059	TBL2	525.5624
TBL3	550.8166	TBL3	686.6053
TBPL1	171.5303	TBPL1	294.9898
TBP	249.2453	TBP	317.9959
TBRG1	754.5476	TBRG1	1015.7924
TBRG4	578.0633	TBRG4	601.227
TBX15	379.5959	TBX15	514.3149
TBX18	500.9676	TBX18	192.229
TBX19	74.6188	TBX19	92.5358
TBX1	90.7191	TBX1	143.1493
TBX21	13.3137	TBX21	21.4724
TBX2	1643.1612	TBX2	100.7157
TBX3	2392.4452	TBX3	1110.9407
TBX5	127.2544	TBX5	98.6708
TBX6	14.2426	TBX6	21.9836
TBXA2R	55.4222	TBXA2R	57.2597
TBXAS1	201.8732	TBXAS1	438.6503
TC2N	1668.5502	TC2N	2949.3865
removed	removed	TCAM1P	5.6237
TCEA1	1437.8822	TCEA1	1456.0327
TCEA2	301.5713	TCEA2	317.4847
TCEA3	1173.7751	TCEA3	633.9468
TCEAL1	842.1704	TCEAL1	553.1697
TCEAL2	76.4765	TCEAL2	88.9571
TCEAL3	842.1704	TCEAL3	342.0245
TCEAL4	2935.2117	TCEAL4	1719.3252
TCEAL5	102.4847	TCEAL5	47.546
TCEAL6	45.5144	TCEAL6	14.8262
TCEAL7	143.0451	TCEAL7	225.9714
TCEAL8	1251.7997	TCEAL8	1157.4642
TCEANC	74.6188	TCEANC	49.591
TCEB1	485.7961	TCEB1	548.0573
TCEB2	973.1403	TCEB2	1418.7117
TCEB3	1723.3749	TCEB3	1269.0798
TCERG1	795.7272	TCERG1	814.9284
TCF12	2593.08	TCF12	1898.773
TCF15	5.2636	TCF15	10.2249
TCF19	309.0022	TCF19	353.272
TCF20	1374.7194	TCF20	983.6401
TCF25	2098.3048	TCF25	2018.9162
TCF3	1477.5137	TCF3	997.4438
TCF4	4481.4614	TCF4	2521.9836
TCF7L1	590.4482	TCF7L1	1813.3947
TCF7L2	1183.0637	TCF7L2	1446.319
TCF7	681.4769	TCF7	813.9059
TCFL5	434.7086	TCFL5	438.6503
removed	removed	TCHH	13.8037
TCHP	388.8846	TCHP	259.2025
TCIRG1	402.1983	TCIRG1	729.0389
TCL1A	7.4309	TCL1A	6.6462
TCL1B	10.2175	removed	removed
TCL6	314.8851	removed	removed
TCN1	230.0488	TCN1	584.3558
TCN2	772.8152	TCN2	1227.5051
TCOF1	892.0195	TCOF1	707.0552
TCP10L	14.3757	TCP10L	12.2699
TCP11L1	215.221	TCP11L1	216.2577
TCP11L2	312.4081	TCP11L2	375.7669
TCP11	7.7405	removed	removed
TCP1	3051.103	TCP1	3704.3303
TCTA	648.0378	TCTA	857.8732
TCTE3	36.2257	TCTE3	28.1186
TCTEX1D1	14.5522	TCTEX1D1	11.2474
TCTEX1D2	73.3803	TCTEX1D2	101.227
removed	removed	TCTEX1D4	5.1125
TCTN1	500.9676	TCTN1	700.409
TCTN2	569.7035	TCTN2	617.0757
TCTN3	1365.7404	TCTN3	1428.4254
TDGF1	17.0292	TDGF1	32.7198
removed	removed	TDGF3	5.1125
TDG	539.9799	TDG	442.7403
TDO2	37.4642	removed	removed
TDP1	343.3702	TDP1	407.4642
TDP2	761.6689	TDP2	707.0552
TDRD10	20.435	TDRD10	75.6646
TDRD3	400.9598	TDRD3	458.589
TDRD5	145.5221	TDRD5	49.0798
TDRD6	28.1756	TDRD6	11.7587
TDRD7	463.813	TDRD7	425.8691
TDRD9	10.8368	TDRD9	10.7362
TDRKH	246.4587	TDRKH	185.0716
TEAD1	2304.8224	TEAD1	1849.6933
TEAD2	834.7395	TEAD2	940.6953
TEAD3	1102.5621	TEAD3	728.0164
TEAD4	158.5262	TEAD4	143.6605
TECPR1	274.3246	TECPR1	182.5153
TECPR2	1061.6921	TECPR2	901.3292
TECR	1047.7591	TECR	1378.8344
TECTA	20.435	TECTA	22.4949
TEC	60.3762	TEC	48.0573
TEF	973.45	TEF	1057.2597
removed	removed	TEKT2	12.7812
TEKT3	6.8117	TEKT3	24.5399
TEKT4	5.5732	TEKT4	6.6462
TEK	701.6023	TEK	977.5051
TELO2	452.357	TELO2	281.6973
TENC1	2738.9117	TENC1	5352.7607
TEP1	1139.0975	TEP1	820.5521
removed	removed	TEPP	6.6462
TERF1	777.4596	TERF1	703.9877
TERF2IP	1880.3313	TERF2IP	1646.728
TERF2	635.9625	TERF2	584.8671
TESC	177.1035	TESC	212.6789
TESK1	589.8289	TESK1	1070.5521
TESK2	442.7587	TESK2	276.5849
TES	1767.1956	TES	3232.7096
TET1	121.6812	TET1	38.3436
TET2	1017.1066	TET2	649.7955
TET3	831.3337	TET3	359.9182
TEX10	478.3652	TEX10	443.7628
TEX14	7.4309	removed	removed
TEX261	2493.6915	TEX261	2255.1125
TEX264	700.0542	TEX264	810.3272
TEX2	2219.3668	TEX2	1969.8364
TEX9	89.4806	TEX9	81.7996
TFAM	847.434	TFAM	569.0184
TFAP2A	1569.7593	TFAP2A	836.9121
TFAP2B	489.5116	TFAP2B	414.6217
TFAP2C	2485.6413	TFAP2C	1955.0102
TFAP2E	14.3943	TFAP2E	11.7587
TFAP4	176.4842	TFAP4	125.7669
TFB1M	125.7063	TFB1M	164.6217
TFB2M	367.5207	TFB2M	361.9632
TFCP2L1	368.7592	TFCP2L1	870.1431
TFCP2	685.502	TFCP2	538.8548
TFDP1	1144.0514	TFDP1	1610.9407
TFDP2	302.5002	TFDP2	290.3885
TFDP3	33.4391	TFDP3	7.1575
TFE3	1238.1763	TFE3	1873.7219
TFEB	370.6169	TFEB	354.8057
TFEC	120.7524	TFEC	115.5419
TFF1	213.3292	TFF1	52.6585
TFF3	2154.0367	TFF3	579.7546
TFG	1912.2223	TFG	2155.9305
TFIP11	807.7343	TFIP11	816.0174
TFPI2	76.4765	TFPI2	157.4642
TFPI	1095.4408	TFPI	2454.499
TFPT	287.1306	TFPT	114.6012
removed	removed	TFR2	5.6237
TFRC	1793.018	TFRC	2181.4928
TF	1055.8093	TF	1071.0634
TGDS	178.6516	TGDS	189.1616
TGFA	257.6051	TGFA	241.82
TGFB1I1	987.6925	TGFB1I1	1401.3292
TGFB1	930.4126	TGFB1	1013.2924
TGFB2	366.2822	TGFB2	1154.908
TGFB3	4927.3164	TGFB3	755.6237
TGFBI	3379.2089	TGFBI	4517.8937
TGFBR1	2444.152	TGFBR1	1862.9857
TGFBR2	6511.9591	TGFBR2	10661.5542
TGFBR3	3977.3976	TGFBR3	5672.8016
TGFBRAP1	841.2416	TGFBRAP1	352.7607
TGIF1	1323.6319	TGIF1	946.319
TGIF2	419.5185	TGIF2	892.2393
TGM1	6.5021	TGM1	48.5685
TGM2	988.931	TGM2	778.6299
TGM3	98.7693	TGM3	6.135
TGM5	34.368	TGM5	36.2986
TGOLN2	7837.1391	TGOLN2	6212.6789
TGS1	659.4938	TGS1	625.2556
TG	7.7405	removed	removed
TH1L	1279.6656	TH1L	1281.6973
THADA	1077.4828	THADA	978.0164
THAP10	77.0958	THAP10	60.8384
THAP11	514.5909	THAP11	664.6217
THAP1	242.4336	THAP1	224.9489
THAP2	177.4131	THAP2	93.047
THAP3	170.3414	THAP3	153.1339
THAP4	672.1882	THAP4	827.7096
THAP5	763.8362	THAP5	634.4581
THAP6	326.9603	THAP6	240.2863
THAP7	206.8272	THAP7	300.6135
THAP8	92.2672	THAP8	65.4397
THAP9	188.8691	THAP9	158.4867
THBD	949.6091	THBD	3447.3415
THBS1	22144.748	THBS1	17830.2658
THBS2	19480.4551	THBS2	5610.4294
THBS3	852.1062	THBS3	1105.317
THBS4	1982.1937	THBS4	678.9366
THEM4	255.1281	THEM4	433.0266
THEMIS	43.6566	THEMIS	51.1247
THG1L	168.4341	THG1L	163.0879
THNSL1	230.0488	THNSL1	146.2168
THNSL2	723.5854	THNSL2	692.229
THOC1	387.6461	THOC1	384.9693
THOC2	1951.2346	THOC2	1235.6851
THOC3	586.7327	THOC3	455.5215
THOC4	413.0351	THOC4	528.1186
THOC5	513.3524	THOC5	559.3047
THOC6	260.983	THOC6	307.9959
THOC7	622.6488	THOC7	1007.1575
THOP1	429.445	THOP1	327.1984
THPO	18.2677	THPO	14.8262
THRAP3	4286.0903	THRAP3	2792.4335
THRA	1069.8754	THRA	1145.7413
THRB	1445.6227	THRB	1327.7096
THRSP	55.4222	THRSP	823.6196
THSD1P1	152.7951	THSD1P1	178.9213
THSD1	271.2284	THSD1	350.2045
THSD4	5958.3559	THSD4	1492.8425
THSD7A	322.9352	THSD7A	104.8057
THSD7B	72.4514	THSD7B	60.3272
THTPA	263.1783	THTPA	292.9448
THUMPD1	1947.8288	THUMPD1	1696.8303
THUMPD2	265.6552	THUMPD2	229.0389
THUMPD3	869.7268	THUMPD3	790.8998
THY1	6420.6208	THY1	2788.3436
THYN1	574.9671	THYN1	763.2924
TIA1	1443.1458	TIA1	1389.0593
TIAF1	186.5655	TIAF1	524.6268
TIAL1	1149.6246	TIAL1	1332.8221
TIAM1	408.3907	TIAM1	311.8609
TIAM2	221.6549	TIAM2	122.8885
TICAM1	431.6124	TICAM1	764.3149
TICAM2	162.8609	TICAM2	160.0716
TIE1	871.5845	TIE1	1234.6626
TIFA	360.709	TIFA	369.6319
TIGD1	97.2211	TIGD1	95.092
TIGD2	169.6726	TIGD2	205.5215
removed	removed	TIGD3	5.1125
TIGD4	20.7446	TIGD4	11.2474
TIGD5	67.1879	TIGD5	57.771
TIGD6	191.6557	TIGD6	150.3067
TIGD7	310.86	TIGD7	258.2669
TIGIT	20.435	TIGIT	18.4049
TIMD4	5.8828	TIMD4	28.6299
TIMELESS	476.1978	TIMELESS	277.0961
TIMM10	337.797	TIMM10	397.2393
TIMM13	531.0009	TIMM13	506.135
TIMM16	68.8877	TIMM16	101.5235
TIMM17A	924.8394	TIMM17A	719.3252
TIMM17B	397.8636	TIMM17B	395.7055
TIMM22	334.3912	TIMM22	384.4581
TIMM44	357.6128	TIMM44	333.8446
TIMM50	458.859	TIMM50	620.6544
TIMM8A	84.5267	TIMM8A	87.9346
TIMM8B	313.9562	TIMM8B	339.4683
TIMM9	307.7638	TIMM9	535.7873
TIMP1	3791.9344	TIMP1	4520.4499
TIMP2	23816.3945	TIMP2	30681.4928
TIMP3	22893.7224	TIMP3	26572.5971
TIMP4	77.715	TIMP4	687.6278
TINAGL1	1579.3792	TINAGL1	2288.3436
TINF2	1196.9967	TINF2	1503.5787
TIPARP	956.4115	TIPARP	2743.8497
TIPIN	99.3885	TIPIN	87.9346
TIPRL	961.6843	TIPRL	1020.9611
TIRAP	239.9567	TIRAP	145.1943
TJAP1	445.2357	TJAP1	629.8569
TJP1	2815.6978	TJP1	2271.4724
TJP2	1566.0655	TJP2	1841.002
TJP3	439.9721	TJP3	252.5562
TK1	80.8112	TK1	171.7791
TK2	1175.9424	TK2	1299.0798
TKT	1273.1636	TKT	3495.91
TLCD1	106.2002	TLCD1	43.456
TLE1	758.5726	TLE1	1270.4499
TLE2	501.5868	TLE2	1237.7301
TLE3	2158.3714	TLE3	1173.3129
TLE4	644.3223	TLE4	834.3558
TLE6	10.8368	TLE6	27.6074
TLK1	1901.3856	TLK1	1593.5583
TLK2	1105.3487	TLK2	608.3845
TLL1	320.1486	TLL1	288.8548
TLL2	33.1295	removed	removed
TLN1	9356.1421	TLN1	10397.7505
TLN2	1314.6528	TLN2	1669.729
TLR10	29.7237	TLR10	30.1636
TLR1	470.9343	TLR1	385.9918
TLR2	316.4332	TLR2	580.2658
