gene_id	TCGA-BH-A0BA-01A-11R-A056-07	gene_id	TCGA-BH-A0BA-11A-22R-A19E-07
ANKRD40	1037.1005	ANKRD40	1745.7314
ANKRD42	330.0488	ANKRD42	264.4209
ANKRD43	878.4166	ANKRD43	43.3779
ANKRD44	89.7952	ANKRD44	97.8311
removed	removed	ANKRD45	15.2284
ANKRD46	521.4326	ANKRD46	718.6387
ANKRD49	300.2313	ANKRD49	201.1998
ANKRD50	1784.5943	ANKRD50	1299.4924
ANKRD52	1197.1553	ANKRD52	1270.8814
ANKRD53	7.1973	ANKRD53	44.7623
ANKRD54	236.4836	ANKRD54	237.1943
ANKRD56	83.2834	ANKRD56	112.1366
ANKRD57	421.9004	ANKRD57	746.6544
ANKRD58	11.6528	ANKRD58	5.0761
ANKRD5	365.0073	ANKRD5	214.1209
ANKRD6	194.8008	ANKRD6	315.6899
ANKRD9	184.0459	ANKRD9	61.8366
ANKS1A	1172.1361	ANKS1A	1560.683
ANKS1B	105.5608	ANKS1B	77.988
ANKS3	292.6913	ANKS3	159.6677
ANKS6	104.5326	ANKS6	255.1915
ANKZF1	769.0858	ANKZF1	422.2427
ANLN	767.3721	ANLN	106.599
ANO10	1087.1391	ANO10	841.2552
ANO1	3219.9469	ANO1	6131.0568
ANO2	15.4228	ANO2	35.0715
removed	removed	ANO3	73.8348
removed	removed	ANO4	5.9991
ANO5	27.0757	ANO5	62.7596
ANO6	2674.6637	ANO6	4965.8514
ANO7	17.822	ANO7	21.2275
ANO8	366.7209	ANO8	273.1887
ANO9	109.3308	ANO9	97.8311
ANP32A	1846.2857	ANP32A	1894.7854
ANP32B	2523.5198	ANP32B	1781.7259
ANP32E	810.8988	ANP32E	1012.4596
ANPEP	2483.4204	ANPEP	2603.138
ANTXR1	2777.4826	ANTXR1	4093.6779
ANTXR2	769.7712	ANTXR2	2851.8689
ANUBL1	144.9747	ANUBL1	197.9695
removed	removed	ANXA10	29.0725
ANXA11	1860.3376	ANXA11	3996.7697
ANXA13	6.8546	ANXA13	10.1523
ANXA1	1993.3168	ANXA1	8493.7702
ANXA2P1	35.9866	ANXA2P1	57.222
ANXA2P2	2044.3835	ANXA2P2	4431.4721
removed	removed	ANXA2P3	5.9991
ANXA2	6196.8983	ANXA2	11921.5505
ANXA3	694.7134	ANXA3	867.5588
ANXA4	1486.7621	ANXA4	1396.4006
ANXA5	5870.9622	ANXA5	7989.3862
ANXA6	4816.7252	ANXA6	7300.8768
ANXA7	2678.7765	ANXA7	2839.4093
ANXA8L2	32.5593	ANXA8L2	465.1592
ANXA8	90.4807	ANXA8	505.7683
ANXA9	178.2195	ANXA9	113.0595
AOAH	116.8709	AOAH	161.5136
AOC2	14.0519	AOC2	77.0651
AOC3	1702.3391	AOC3	9292.5704
AOX1	189.1869	AOX1	996.3083
AP1AR	609.7164	AP1AR	486.3867
AP1B1	2312.741	AP1B1	2345.6391
AP1G1	3497.558	AP1G1	2740.1938
AP1G2	1769.8226	AP1G2	640.8168
AP1M1	782.1095	AP1M1	978.7725
AP1M2	2810.042	AP1M2	810.7983
AP1S1	1103.5901	AP1S1	432.395
AP1S2	369.8055	AP1S2	423.6271
AP1S3	61.3486	AP1S3	75.2192
AP2A1	1602.6253	AP2A1	1634.9792
AP2A2	1137.1776	AP2A2	1717.5819
AP2B1	5737.6403	AP2B1	6757.2681
AP2M1	3946.1914	AP2M1	4949.7
AP2S1	1102.2192	AP2S1	837.102
AP3B1	1679.0335	AP3B1	1240.4246
AP3B2	22.6202	AP3B2	62.7596
AP3D1	2903.6072	AP3D1	2430.0877
AP3M1	1364.7502	AP3M1	1530.2261
AP3M2	496.6155	AP3M2	383.018
AP3S1	1548.7962	AP3S1	709.737
AP3S2	1239.342	AP3S2	1605.8053
AP4B1	227.8742	AP4B1	255.4684
AP4E1	461.3144	AP4E1	411.1675
AP4M1	361.532	AP4M1	262.2381
AP4S1	126.4673	AP4S1	70.1431
APAF1	1178.3052	APAF1	666.359
APBA1	161.083	APBA1	369.6354
APBA2	29.8175	APBA2	96.9082
APBA3	251.221	APBA3	193.3549
APBB1IP	251.5637	APBB1IP	709.737
APBB1	237.5118	APBB1	792.3396
APBB2	1873.0186	APBB2	2802.9534
APBB3	236.4836	APBB3	161.0521
APCDD1L	19.1929	APCDD1L	260.2677
APCDD1	300.2313	APCDD1	1590.6784
APC	1269.1286	APC	1240.886
APEH	2008.3969	APEH	1517.7665
APEX1	2783.9945	APEX1	2473.9271
APEX2	721.789	APEX2	557.9142
APH1A	6432.6964	APH1A	3980.6184
APH1B	512.0384	APH1B	947.8542
API5	2298.3463	API5	2625.2884
APIP	343.1068	APIP	355.9206
APITD1	126.433	APITD1	139.3632
APLF	54.8368	APLF	84.4485
APLNR	1022.7059	APLNR	1622.9811
APLN	70.2596	APLN	145.3623
APLP1	113.4436	APLP1	85.3715
APLP2	15078.3995	APLP2	15554.6839
APOA1BP	1565.5899	APOA1BP	1162.4365
APOB48R	196.0415	APOB48R	119.5201
APOBEC3A	29.8175	APOBEC3A	6.6036
APOBEC3B	204.267	APOBEC3B	87.5358
APOBEC3C	146.0029	APOBEC3C	394.0932
APOBEC3D	59.9777	APOBEC3D	77.988
APOBEC3F	85.6825	APOBEC3F	212.275
APOBEC3G	167.2522	APOBEC3G	226.1191
APOBEC3H	5.1409	APOBEC3H	6.922
APOB	14.3947	APOB	342.8703
APOC1	173.0786	APOC1	236.2713
APOC2	46.2685	APOC2	23.0734
APOD	195077.7243	APOD	22522.8426
APOE	2075.2292	APOE	2785.8791
APOF	77.7997	removed	removed
removed	removed	APOH	10.6138
APOL1	1097.7637	APOL1	1417.6281
APOL2	574.0725	APOL2	642.8242
APOL3	764.2876	APOL3	1010.6138
APOL4	219.6898	APOL4	509.9216
APOL6	1393.1968	APOL6	2170.743
APOLD1	2360.3804	APOLD1	3631.749
APOM	22.2774	APOM	33.6871
APOOL	387.2847	APOOL	308.7217
APOO	222.7744	APOO	125.0577
APPBP2	1073.0871	APPBP2	1588.371
APPL1	2087.5675	APPL1	2102.9072
APPL2	1358.5811	APPL2	1185.5099
APP	24135.721	APP	29966.3129
APRT	824.2653	APRT	1066.4513
APTX	800.9596	APTX	375.1731
AQP11	26.7329	AQP11	23.9963
AQP1	5317.8134	AQP1	14958.4679
AQP3	8409.2194	AQP3	3042.9165
AQP4	5.4837	AQP4	144.4393
AQP5	9.2537	AQP5	215.5053
AQP7P1	36.6721	AQP7P1	228.4264
removed	removed	AQP7P3	11.9982
AQP7	181.3041	AQP7	1187.3558
removed	removed	AQP9	27.2266
AQPEP	14.7374	AQPEP	111.629
AQR	1565.9327	AQR	1211.8136
ARAF	1300.6598	ARAF	1138.9017
ARAP1	1267.744	ARAP1	2447.5727
ARAP2	276.9257	ARAP2	395.0162
ARAP3	434.2387	ARAP3	514.9977
ARCN1	4957.5872	ARCN1	4352.0997
removed	removed	ARC	104.7531
AREG	258.0756	AREG	209.5062
ARF1	15689.144	ARF1	7697.7388
ARF3	6166.3953	ARF3	4736.0406
ARF4	5466.8837	ARF4	3532.072
ARF5	2453.178	ARF5	1752.6073
ARF6	5238.2829	ARF6	2833.4102
ARFGAP1	1944.6491	ARFGAP1	885.5561
ARFGAP2	1873.3613	ARFGAP2	2005.0761
ARFGAP3	693.6852	ARFGAP3	885.0946
ARFGEF1	4097.2702	ARFGEF1	1741.1168
ARFGEF2	5342.1301	ARFGEF2	2600.3692
ARFIP1	1207.4372	ARFIP1	1006.922
ARFIP2	1464.4846	ARFIP2	1171.2044
ARFRP1	554.1942	ARFRP1	451.3152
ARG2	133.6201	ARG2	217.5081
ARGLU1	1255.4194	ARGLU1	1818.1818
ARHGAP10	262.8738	ARHGAP10	526.5344
ARHGAP11A	355.7536	ARHGAP11A	124.1347
ARHGAP11B	37.0148	ARHGAP11B	11.0752
ARHGAP12	1199.8972	ARHGAP12	1134.7485
ARHGAP15	147.0311	ARHGAP15	68.7587
ARHGAP17	1111.4729	ARHGAP17	1067.8357
ARHGAP18	702.5962	ARHGAP18	702.3535
ARHGAP19	557.9642	ARHGAP19	1169.82
ARHGAP1	2611.6014	ARHGAP1	3151.3613
ARHGAP20	76.086	ARHGAP20	332.2566
ARHGAP21	1101.5337	ARHGAP21	2628.5187
ARHGAP22	29.4748	ARHGAP22	54.4532
ARHGAP23	501.4138	ARHGAP23	1018.9202
ARHGAP24	153.8857	ARHGAP24	359.0217
ARHGAP25	273.8411	ARHGAP25	403.784
ARHGAP26	871.562	ARHGAP26	925.2423
ARHGAP27	516.4904	ARHGAP27	558.3756
ARHGAP28	143.6038	ARHGAP28	297.185
ARHGAP29	2205.4665	ARHGAP29	2719.8892
ARHGAP30	476.3945	ARHGAP30	641.9012
ARHGAP31	772.5131	ARHGAP31	1419.0125
ARHGAP32	1976.523	ARHGAP32	1465.6207
ARHGAP33	284.8085	ARHGAP33	93.2164
removed	removed	ARHGAP36	205.353
ARHGAP39	553.166	ARHGAP39	151.8228
ARHGAP42	89.7952	ARHGAP42	270.4107
ARHGAP4	309.8278	ARHGAP4	334.5639
ARHGAP5	1122.0975	ARHGAP5	3370.5584
ARHGAP6	144.632	ARHGAP6	215.5053
ARHGAP8	468.8818	ARHGAP8	284.1763
ARHGAP9	134.6928	ARHGAP9	108.9063
ARHGDIA	2505.3552	ARHGDIA	3595.7545
ARHGDIB	7971.8962	ARHGDIB	3115.3669
removed	removed	ARHGDIG	31.1121
ARHGEF10L	421.215	ARHGEF10L	824.6424
ARHGEF10	673.4641	ARHGEF10	973.6964
ARHGEF11	1911.0616	ARHGEF11	1272.7273
ARHGEF12	4712.1926	ARHGEF12	6285.1869
ARHGEF15	490.1037	ARHGEF15	551.9151
ARHGEF16	386.942	ARHGEF16	247.808
ARHGEF17	1030.2459	ARHGEF17	2001.8459
ARHGEF18	1349.6701	ARHGEF18	860.1754
ARHGEF19	211.1216	ARHGEF19	416.2437
ARHGEF1	1459.6864	ARHGEF1	1202.5842
ARHGEF2	3632.5936	ARHGEF2	1950.623
ARHGEF33	5.4837	ARHGEF33	7.8449
ARHGEF35	861.9656	ARHGEF35	791.4167
ARHGEF37	1845.9429	ARHGEF37	1211.3521
ARHGEF38	76.7715	ARHGEF38	35.533
ARHGEF3	1744.1522	ARHGEF3	875.8653
ARHGEF4	43.184	ARHGEF4	253.8071
ARHGEF5	679.976	ARHGEF5	685.7407
ARHGEF6	805.7579	ARHGEF6	2282.8796
ARHGEF7	1108.3883	ARHGEF7	1593.4472
ARHGEF9	540.1422	ARHGEF9	721.2737
ARID1A	3109.5879	ARID1A	3201.1998
ARID1B	1638.2487	ARID1B	2337.7942
ARID2	1652.986	ARID2	1126.4421
ARID3A	107.6172	ARID3A	76.6036
ARID3B	98.7062	ARID3B	104.7531
ARID4A	960.6718	ARID4A	647.9003
ARID4B	2405.3534	ARID4B	1073.3733
ARID5A	582.6407	ARID5A	1098.2926
ARID5B	1935.7382	ARID5B	4888.3249
ARIH1	1645.446	ARIH1	2034.6101
ARIH2	1172.232	ARIH2	1321.1814
ARL10	30.1602	ARL10	66.9128
ARL11	20.5638	ARL11	52.6073
ARL13B	267.3293	ARL13B	311.4905
removed	removed	ARL14	8.7679
ARL15	610.4019	ARL15	481.3106
ARL16	155.9421	ARL16	242.7319
ARL17A	61.1978	ARL17A	76.5944
ARL1	5815.44	ARL1	2179.0494
ARL2BP	1176.2488	ARL2BP	1544.9931
ARL2	384.8856	ARL2	941.3936
ARL3	325.9361	ARL3	429.6262
ARL4A	732.4137	ARL4A	841.7167
ARL4C	649.1303	ARL4C	2035.0715
ARL4D	88.0816	ARL4D	153.2072
ARL5A	882.5293	ARL5A	1017.5358
ARL5B	307.0859	ARL5B	418.551
ARL6IP1	12569.2743	ARL6IP1	4682.9719
ARL6IP4	1729.0721	ARL6IP4	1221.5044
ARL6IP5	4229.629	ARL6IP5	4326.719
ARL6IP6	311.1987	ARL6IP6	268.1126
ARL6	62.3768	ARL6	89.0632
ARL8A	1200.5826	ARL8A	932.1643
ARL8B	2522.1489	ARL8B	2023.0734
removed	removed	ARL9	11.5367
ARMC10	845.1615	ARMC10	651.5044
ARMC1	808.8424	ARMC1	768.3433
ARMC2	28.4466	ARMC2	26.7651
ARMC3	10.2819	ARMC3	7.8449
ARMC5	314.2833	ARMC5	246.8851
ARMC6	487.3618	ARMC6	501.1352
ARMC7	228.2581	ARMC7	249.6539
ARMC8	778.6822	ARMC8	760.0369
ARMC9	137.4347	ARMC9	222.4273
ARMCX1	666.6095	ARMCX1	787.2635
ARMCX2	582.298	ARMCX2	737.425
ARMCX3	2455.6593	ARMCX3	1609.1371
ARMCX5	531.9167	ARMCX5	340.1015
ARMCX6	224.1453	ARMCX6	210.4292
ARNT2	1834.6329	ARNT2	378.4033
ARNTL2	18.8501	ARNTL2	43.8394
ARNTL	151.8293	ARNTL	175.3576
ARNT	1697.5409	ARNT	2224.2732
ARPC1A	1988.4843	ARPC1A	2013.0457
ARPC1B	1170.7994	ARPC1B	1483.0318
ARPC2	2289.0926	ARPC2	2864.3286
ARPC3	4813.6406	ARPC3	1745.7314
ARPC4	2770.8508	ARPC4	2450.3784
ARPC5L	873.9611	ARPC5L	379.3263
ARPC5	3189.1012	ARPC5	2910.4753
ARPM1	41.813	ARPM1	42.9165
ARPP19	3142.1472	ARPP19	4812.6442
ARRB1	886.6421	ARRB1	1714.8131
ARRB2	455.8307	ARRB2	644.2086
ARRDC1	1921.0008	ARRDC1	545.916
ARRDC2	809.8706	ARRDC2	667.282
ARRDC3	2860.766	ARRDC3	5540.3784
ARRDC4	563.4479	ARRDC4	827.4112
ARSA	637.8202	ARSA	883.7102
ARSB	206.3234	ARSB	238.1172
ARSD	2829.2349	ARSD	2558.3756
ARSE	15.7656	ARSE	112.1366
ARSG	113.1008	ARSG	210.8906
ARSH	7.1973	removed	removed
ARSI	18.8501	ARSI	22.1504
ARSJ	38.043	ARSJ	217.3512
ARSK	343.758	ARSK	212.7365
removed	removed	ART3	5.5376
ART4	7.8828	ART4	26.3036
ART5	5.4837	ART5	13.844
removed	removed	ARTN	6.922
ARV1	615.2001	ARV1	274.5731
ARVCF	244.0236	ARVCF	298.5695
ARX	6.5119	ARX	25.8422
AR	1218.7473	AR	863.4056
AS3MT	58.9872	AS3MT	163.821
ASAH1	9014.4803	ASAH1	5748.9617
removed	removed	ASAH2B	9.6908
ASAH2	14.0519	ASAH2	5.9991
ASAM	216.6053	ASAM	1257.4988
ASAP1	951.0753	ASAP1	1069.6816
ASAP2	670.0368	ASAP2	799.2617
ASAP3	715.6199	ASAP3	1274.1117
ASB13	566.5324	ASB13	838.4864
ASB14	11.3101	ASB14	13.3826
ASB16	18.2469	ASB16	11.629
ASB1	237.5563	ASB1	840.4569
ASB2	39.4139	ASB2	52.1458
ASB3	385.5745	ASB3	377.0189
ASB6	1270.4413	ASB6	585.5099
ASB7	395.5102	ASB7	516.8436
ASB8	1007.6257	ASB8	838.0249
ASB9	77.4569	ASB9	53.0688
ASCC1	263.5592	ASCC1	436.0868
ASCC2	930.5115	ASCC2	988.0018
ASCC3	1075.4862	ASCC3	1157.3604
ASCL2	216.6053	ASCL2	13.844
ASCL4	166.224	removed	removed
ASF1A	558.9924	ASF1A	479.9262
ASF1B	647.4167	ASF1B	95.9852
removed	removed	ASGR1	11.0752
removed	removed	ASGR2	5.5376
ASH1L	3744.6697	ASH1L	3647.0651
ASH2L	1479.222	ASH2L	1060.4522
ASL	649.1303	ASL	456.3913
ASMTL	559.6333	ASMTL	662.2058
ASNA1	2148.2307	ASNA1	1101.9843
ASNSD1	598.4063	ASNSD1	879.0955
ASNS	293.3767	ASNS	355.3299
ASPA	17.1365	ASPA	77.5265
ASPHD1	10.9674	ASPHD1	23.0734
ASPHD2	50.3813	ASPHD2	54.4532
ASPH	7664.2516	ASPH	10850.8999
ASPM	584.6971	ASPM	127.8265
ASPN	1071.7162	ASPN	315.1823
ASPRV1	38.2041	ASPRV1	69.7923
ASPSCR1	362.9509	ASPSCR1	249.6539
ASRGL1	368.0919	ASRGL1	115.3669
ASS1	874.3038	ASS1	2256.5759
ASTE1	286.104	ASTE1	210.3415
ASTN1	23.9911	ASTN1	193.3549
ASTN2	596.3499	ASTN2	289.3401
ASXL1	1249.593	ASXL1	2086.2944
ASXL2	862.651	ASXL2	1140.7476
ASXL3	16.451	ASXL3	37.8403
ASZ1	5.4837	removed	removed
ATAD1	942.1643	ATAD1	1189.2017
ATAD2B	490.7891	ATAD2B	282.4181
ATAD2	2207.5229	ATAD2	449.0078
ATAD3A	332.1052	ATAD3A	342.8703
ATAD3B	196.0415	ATAD3B	118.1357
ATAD3C	130.2373	ATAD3C	102.9072
ATAD5	169.3085	ATAD5	66.4513
ATE1	280.0103	ATE1	430.0877
ATF1	541.1704	ATF1	577.7573
ATF2	364.3218	ATF2	785.8791
ATF3	567.5606	ATF3	2025.3807
ATF4	3372.8044	ATF4	3734.1947
ATF5	713.5635	ATF5	584.2178
ATF6B	3838.917	ATF6B	1847.7157
ATF6	3102.7333	ATF6	1741.5782
ATF7IP2	221.0607	ATF7IP2	57.222
ATF7IP	1903.1788	ATF7IP	1618.3664
ATF7	1977.2633	ATF7	2528.8417
ATG10	91.8516	ATG10	63.221
ATG12	671.4078	ATG12	454.5455
ATG16L1	1497.7294	ATG16L1	672.3581
ATG16L2	277.6454	ATG16L2	165.7545
ATG2A	647.4167	ATG2A	785.8791
ATG2B	1479.222	ATG2B	1576.8343
ATG3	833.519	ATG3	616.982
ATG4A	399.2803	ATG4A	183.2026
ATG4B	590.1808	ATG4B	634.9792
ATG4C	168.6231	ATG4C	237.1943
ATG4D	437.8305	ATG4D	164.2547
ATG5	710.1362	ATG5	725.4269
ATG7	723.1223	ATG7	694.707
ATG9A	910.263	ATG9A	1460.3738
ATG9B	10.3813	ATG9B	19.1094
ATHL1	252.5919	ATHL1	551.9151
ATIC	1719.1329	ATIC	1459.6216
ATL1	233.0563	ATL1	506.6913
ATL2	1065.2044	ATL2	1559.2986
ATL3	655.2995	ATL3	941.3936
ATMIN	1483.3348	ATMIN	1893.8625
ATM	1025.105	ATM	1682.0489
ATN1	3392.6827	ATN1	6022.6119
ATOH8	74.3724	ATOH8	408.3987
ATOX1	740.6392	ATOX1	432.8565
ATP10A	92.8798	ATP10A	193.8163
ATP10B	32.2166	ATP10B	54.9146
ATP10D	331.077	ATP10D	692.2012
ATP11A	492.8455	ATP11A	1842.1781
ATP11B	929.1406	ATP11B	1823.7194
ATP11C	521.6348	ATP11C	686.6636
ATP13A1	1745.5231	ATP13A1	1057.6834
ATP13A2	947.3053	ATP13A2	984.3101
ATP13A3	2585.5539	ATP13A3	1984.7716
ATP13A4	891.4403	ATP13A4	175.8191
ATP13A5	460.9716	ATP13A5	229.3493
ATP1A1	12066.8152	ATP1A1	14198.8832
ATP1A2	457.2016	ATP1A2	745.27
ATP1A3	19.5356	ATP1A3	12.9211
ATP1A4	158.3412	ATP1A4	23.0734
ATP1B1	9738.4903	ATP1B1	4791.3475
ATP1B2	57.9213	ATP1B2	134.7485
ATP1B3	1141.2904	ATP1B3	992.6165
ATP2A1	6.8546	removed	removed
ATP2A2	6694.1993	ATP2A2	6424.0886
ATP2A3	2861.1087	ATP2A3	996.7697
ATP2B1	1180.0189	ATP2B1	1994.4624
removed	removed	ATP2B2	10.6138
ATP2B4	4039.4139	ATP2B4	6906.7836
ATP2C1	2774.1308	ATP2C1	2759.6631
ATP2C2	867.792	ATP2C2	451.7766
ATP5A1	6192.4428	ATP5A1	9156.4375
ATP5B	9610.1448	ATP5B	9910.0138
ATP5C1	1826.4073	ATP5C1	1771.5736
ATP5D	568.9315	ATP5D	661.2829
ATP5EP2	17.1365	ATP5EP2	10.6138
ATP5E	2814.8402	ATP5E	2338.2557
ATP5F1	2089.9666	ATP5F1	1989.8477
ATP5G1	398.5948	ATP5G1	535.7637
ATP5G2	4646.3885	ATP5G2	4012.9211
ATP5G3	1690.6863	ATP5G3	2249.6539
ATP5H	1406.906	ATP5H	1169.82
ATP5I	793.8891	ATP5I	598.9848
ATP5J2	1692.4	ATP5J2	513.6133
ATP5J	1346.4108	ATP5J	963.6179
ATP5L	1811.67	ATP5L	2170.2815
ATP5O	1961.7856	ATP5O	2347.485
ATP5SL	654.614	ATP5SL	715.2746
ATP5S	165.1958	ATP5S	95.0623
ATP6AP1L	35.9866	ATP6AP1L	32.7642
ATP6AP1	4604.9182	ATP6AP1	2777.1112
ATP6AP2	5598.8347	ATP6AP2	3003.6917
ATP6V0A1	1171.7933	ATP6V0A1	1590.6784
ATP6V0A2	689.9152	ATP6V0A2	573.6041
ATP6V0A4	582.6407	ATP6V0A4	90.9091
ATP6V0B	1949.4473	ATP6V0B	1210.8906
ATP6V0C	5067.6275	ATP6V0C	2101.9843
ATP6V0D1	1636.1923	ATP6V0D1	1538.5325
ATP6V0D2	6.1691	ATP6V0D2	5.9991
ATP6V0E1	3203.1531	ATP6V0E1	2507.6142
ATP6V0E2	1330.6897	ATP6V0E2	599.4232
ATP6V1A	2202.382	ATP6V1A	1843.5625
ATP6V1B1	235.1127	ATP6V1B1	589.294
ATP6V1B2	1599.1774	ATP6V1B2	1914.1671
ATP6V1C1	1991.6031	ATP6V1C1	1676.9728
ATP6V1C2	104.2858	ATP6V1C2	56.479
ATP6V1D	1596.4356	ATP6V1D	1076.1421
ATP6V1E1	1815.44	ATP6V1E1	1709.737
ATP6V1E2	39.0712	ATP6V1E2	62.7596
ATP6V1F	1344.8651	ATP6V1F	1105.6576
ATP6V1G1	5195.4417	ATP6V1G1	1686.2021
ATP6V1G2	27.8742	ATP6V1G2	53.0688
ATP6V1H	1578.9564	ATP6V1H	958.9294
ATP7A	1594.722	ATP7A	956.6221
ATP7B	1594.3792	ATP7B	323.9502
ATP8A1	600.12	ATP8A1	573.6041
ATP8A2	10.2819	ATP8A2	11.5367
ATP8B1	3518.8827	ATP8B1	1337.1574
ATP8B2	2044.3835	ATP8B2	1501.1537
ATP8B3	9.5964	ATP8B3	25.3807
ATP8B4	90.8234	ATP8B4	161.0521
ATP8B5P	17.4792	ATP8B5P	16.1514
ATP9A	3486.5907	ATP9A	4834.3332
ATP9B	494.9019	ATP9B	584.6793
ATPAF1	1056.2351	ATPAF1	1270.0323
ATPAF2	264.2447	ATPAF2	264.4209
ATPBD4	107.2744	ATPBD4	77.5265
ATPIF1	885.9566	ATPIF1	625.2884
ATRIP	320.3873	ATRIP	210.5907
ATRNL1	5.4837	ATRNL1	38.7633
ATRN	2922.4574	ATRN	2642.3627
ATRX	2572.8729	ATRX	2664.9746
ATR	977.1228	ATR	966.7743
ATXN10	1346.2428	ATXN10	1845.4084
ATXN1L	1558.7353	ATXN1L	1912.8519
ATXN1	1664.9816	ATXN1	1249.1924
ATXN2L	2486.1623	ATXN2L	1950.623
ATXN2	968.8973	ATXN2	744.347
ATXN3	633.022	ATXN3	548.6848
ATXN7L1	285.1512	ATXN7L1	286.5713
ATXN7L2	46.954	ATXN7L2	39.6862
ATXN7L3B	3674.7494	ATXN7L3B	3558.8371
ATXN7L3	923.3142	ATXN7L3	1045.6853
ATXN7	830.4344	ATXN7	859.2524
AUH	310.1705	AUH	247.808
AUP1	1404.3492	AUP1	1666.2667
AURKAIP1	886.6421	AURKAIP1	650.6691
AURKAPS1	5.1409	removed	removed
AURKA	465.7699	AURKA	79.8339
AURKB	110.0163	AURKB	38.7633
removed	removed	AURKC	6.922
AUTS2	1747.5795	AUTS2	2057.6834
AVEN	112.7581	AVEN	167.5127
AVIL	35.3012	AVIL	28.611
AVL9	505.8692	AVL9	420.3969
AVPI1	143.9465	AVPI1	320.2584
AVPR1A	66.4896	AVPR1A	94.1394
AVPR2	44.8976	AVPR2	133.3641
AWAT1	6.1691	removed	removed
AWAT2	29.8175	removed	removed
AXIN1	903.4359	AXIN1	550.5307
AXIN2	192.2714	AXIN2	421.3521
AXL	796.5042	AXL	1853.7148
AZGP1	23515.7227	AZGP1	21528.3802
AZI1	173.0786	AZI1	246.4236
AZI2	764.6303	AZI2	1190.1246
AZIN1	3482.1352	AZIN1	3980.6184
B2M	23211.7214	B2M	34733.2718
B3GALNT1	275.5548	B3GALNT1	370.5584
B3GALNT2	989.8141	B3GALNT2	537.5265
removed	removed	B3GALT1	22.1504
B3GALT2	9.9392	B3GALT2	21.2275
B3GALT4	185.7596	B3GALT4	205.353
B3GALT5	177.8768	B3GALT5	207.6604
B3GALT6	282.4094	B3GALT6	458.2372
B3GALTL	209.4079	B3GALTL	232.5796
B3GAT1	866.421	B3GAT1	78.4495
B3GAT2	8.0404	B3GAT2	5.8745
B3GAT3	373.2328	B3GAT3	419.0125
B3GNT1	357.81	B3GNT1	705.1223
B3GNT2	764.2876	B3GNT2	1057.222
B3GNT3	60.6632	B3GNT3	355.7914
B3GNT4	5.4837	removed	removed
B3GNT5	128.181	B3GNT5	542.6857
removed	removed	B3GNT6	5.9991
B3GNT7	60.6632	B3GNT7	232.5796
B3GNT8	63.0623	B3GNT8	106.599
B3GNT9	184.9782	B3GNT9	350.7476
B3GNTL1	30.7292	B3GNTL1	39.5478
B4GALNT1	13.6269	B4GALNT1	55.8468
B4GALNT2	106.589	removed	removed
B4GALNT3	248.1364	B4GALNT3	186.4329
B4GALNT4	52.7804	B4GALNT4	102.9072
B4GALT1	5826.4073	B4GALT1	4160.5907
B4GALT2	361.2373	B4GALT2	706.0452
B4GALT3	3369.3771	B4GALT3	908.168
B4GALT4	492.5028	B4GALT4	322.1043
B4GALT5	1622.4831	B4GALT5	2315.6437
B4GALT6	53.8086	B4GALT6	280.1108
B4GALT7	604.9182	B4GALT7	407.4758
B9D1	85.5111	B9D1	120.443
B9D2	99.0489	B9D2	65.9898
BAALC	21.2493	BAALC	135.6714
removed	removed	BAAT	34.1486
BACE1	849.6273	BACE1	1222.8888
BACE2	800.2742	BACE2	1029.9954
BACH1	834.5472	BACH1	910.4753
BACH2	108.9881	BACH2	302.7227
BAD	401.7376	BAD	525.6068
BAG1	3338.2127	BAG1	1273.018
BAG2	88.0816	BAG2	143.9778
BAG3	1162.8824	BAG3	1303.1841
BAG4	282.7521	BAG4	305.4915
BAG5	1942.9355	BAG5	1618.8279
BAGE2	6.3302	BAGE2	7.6004
BAHCC1	210.7789	BAHCC1	576.8343
BAHD1	861.2801	BAHD1	764.1901
BAI1	10.2819	BAI1	35.9945
BAI2	111.7299	BAI2	145.3623
removed	removed	BAI3	17.5358
BAIAP2L1	1008.9967	BAIAP2L1	512.2289
removed	removed	BAIAP2L2	21.689
BAIAP2	842.0872	BAIAP2	806.1837
BAIAP3	446.9197	BAIAP3	129.3724
BAK1	408.534	BAK1	320.2584
BAMBI	4895.5531	BAMBI	496.539
BANF1	1703.7101	BANF1	1296.7236
BANK1	52.0949	BANK1	109.8293
BANP	276.2403	BANP	227.9649
BAP1	1675.2635	BAP1	1424.0886
BARD1	222.4317	BARD1	73.8348
BARX1	6.5119	BARX1	29.0725
BARX2	82.5979	BARX2	709.737
BASE	9.2537	removed	removed
BASP1	300.2313	BASP1	253.3456
BAT1	5707.367	BAT1	4690.8168
BAT2L1	6471.0856	BAT2L1	8363.6456
BAT2L2	7865.3072	BAT2L2	4901.246
BAT2	6795.9901	BAT2	6886.9405
BAT3	3922.5431	BAT3	4205.8145
BAT4	349.5844	BAT4	322.1043
BAT5	1497.3867	BAT5	802.4919
BATF2	27.7611	BATF2	78.9109
BATF3	9.2537	BATF3	24.9192
BATF	379.0592	BATF	113.521
BAX	515.4657	BAX	295.3392
BAZ1A	2169.1372	BAZ1A	783.1103
BAZ1B	2628.7379	BAZ1B	2082.1412
BAZ2A	3733.6989	BAZ2A	3177.1435
BAZ2B	1062.3597	BAZ2B	1095.1823
BBC3	175.4777	BBC3	65.9898
