gene_id	TCGA-BH-A0BA-01A-11R-A056-07	gene_id	TCGA-BH-A0BA-11A-22R-A19E-07
RPL37A	4129.2092	RPL37A	14995.3853
RPL37	6666.0955	RPL37	10391.3244
RPL38	3057.4929	RPL38	5052.6073
RPL39L	195.0133	RPL39L	116.7513
RPL39	366.3782	RPL39	494.6931
RPL3	17862.394	RPL3	52747.5773
RPL41	14546.14	RPL41	16421.7813
RPL4	11495.8444	RPL4	26318.4126
RPL5	8645.3466	RPL5	19909.0909
RPL6	6703.1103	RPL6	8283.8025
RPL7A	11088.6813	RPL7A	15799.2617
RPL7L1	1280.7814	RPL7L1	894.324
RPL7	820.1525	RPL7	1820.0277
RPL8	13209.1509	RPL8	25936.3175
RPL9	1792.4771	RPL9	2413.9363
RPLP0P2	12.3383	RPLP0P2	21.689
RPLP0	15742.9526	RPLP0	26874.0194
RPLP1	12315.3115	RPLP1	21066.9128
RPLP2	6274.698	RPLP2	10122.2889
RPN1	6191.0719	RPN1	5186.4329
RPN2	8272.8095	RPN2	6091.8274
RPP14	647.4167	RPP14	477.1574
RPP21	230.6572	RPP21	162.4365
RPP25	209.0652	RPP25	155.5145
RPP30	416.074	RPP30	371.0198
RPP38	242.31	RPP38	212.275
RPP40	140.1765	RPP40	66.9128
RPPH1	15.4228	RPPH1	31.8413
RPRD1A	964.099	RPRD1A	1387.1712
RPRD1B	1244.4521	RPRD1B	881.4029
RPRD2	2709.2794	RPRD2	2147.2081
removed	removed	RPRM	6.922
RPS10P7	33.5875	RPS10P7	54.4532
RPS10	4488.39	RPS10	8107.5219
RPS11	13041.8987	RPS11	26076.6036
RPS12	6165.0244	RPS12	13419.0125
RPS13	3464.656	RPS13	7262.1135
RPS14	9342.8155	RPS14	15125.0577
RPS15AP10	6.8546	RPS15AP10	6.922
RPS15A	9463.4564	RPS15A	10518.6894
RPS15	3074.2867	RPS15	4003.6917
RPS16	6788.45	RPS16	11730.0415
RPS17	5189.958	RPS17	8654.3609
RPS18	19673.3785	RPS18	33656.6682
RPS19BP1	648.1021	RPS19BP1	568.0665
RPS19	8008.5682	RPS19	12001.8459
RPS20	8416.7595	RPS20	15486.3867
RPS21	3387.8845	RPS21	6069.2201
RPS23	9140.6049	RPS23	14400.0923
RPS24	8781.7668	RPS24	13742.5012
RPS25	4623.0829	RPS25	9136.1329
RPS26	505.1838	RPS26	199.3539
RPS27A	4678.6051	RPS27A	8867.0974
RPS27L	744.4092	RPS27L	723.581
RPS27	621.0265	RPS27	40.1477
RPS28	564.8188	RPS28	914.1671
RPS29	4378.3737	RPS29	5381.6336
removed	removed	RPS2P32	9.6908
RPS2	9052.8661	RPS2	11075.6807
RPS3A	3227.1442	RPS3A	6773.4195
RPS3	9322.9372	RPS3	28368.7125
RPS4X	20792.0487	RPS4X	38442.0858
removed	removed	RPS4Y1	233.0411
RPS5	5845.2575	RPS5	14116.7513
RPS6KA1	1167.3378	RPS6KA1	881.8643
RPS6KA2	1018.5931	RPS6KA2	2056.7605
RPS6KA3	777.3113	RPS6KA3	1745.7314
RPS6KA4	400.9939	RPS6KA4	507.1527
RPS6KA5	577.8425	RPS6KA5	426.8574
RPS6KA6	93.2225	RPS6KA6	75.2192
RPS6KB1	718.7045	RPS6KB1	921.0891
RPS6KB2	617.5992	RPS6KB2	436.0868
RPS6KC1	682.0324	RPS6KC1	536.2252
RPS6KL1	235.7981	RPS6KL1	51.2229
RPS6	16429.0978	RPS6	26912.3212
RPS7	2826.493	RPS7	4897.5542
RPS8	9500.814	RPS8	17445.7776
RPS9	7107.1888	RPS9	14886.0175
RPSAP58	4565.847	RPSAP58	8238.5787
RPSAP9	15.7656	RPSAP9	29.0725
RPSA	2841.2304	RPSA	4874.4808
RPTOR	888.3558	RPTOR	1004.1301
RPUSD1	652.9004	RPUSD1	244.5778
RPUSD2	199.8115	RPUSD2	163.3595
RPUSD3	353.0117	RPUSD3	303.6456
RPUSD4	365.6927	RPUSD4	543.6087
RQCD1	177.1913	RQCD1	234.4255
RRAD	18.5074	RRAD	48.9156
RRAGA	1533.0306	RRAGA	2069.2201
RRAGB	396.5384	RRAGB	325.3346
RRAGC	317.2513	RRAGC	453.1611
RRAGD	155.9421	RRAGD	468.8509
RRAS2	131.2655	RRAS2	461.4675
RRAS	626.5102	RRAS	1042.9165
RRBP1	8091.5089	RRBP1	4634.0563
RREB1	1928.8836	RREB1	1327.6419
removed	removed	RRH	8.3064
RRM1	1623.854	RRM1	1377.0189
RRM2B	838.6599	RRM2B	950.623
RRM2	744.4092	RRM2	172.1274
RRN3P1	19.8783	RRN3P1	38.7633
RRN3P2	14.3947	removed	removed
RRN3P3	89.713	RRN3P3	49.2201
RRN3	2157.1416	RRN3	1148.1311
RRP12	577.4998	RRP12	556.0683
RRP15	884.243	RRP15	636.3636
RRP1B	939.4225	RRP1B	1087.2174
RRP1	336.5607	RRP1	342.4089
RRP7A	777.9967	RRP7A	501.6151
RRP7B	451.2175	RRP7B	53.5856
RRP8	251.9064	RRP8	209.9677
RRP9	282.7521	RRP9	266.2667
RRS1	422.5859	RRS1	290.7245
RSAD1	503.1274	RSAD1	625.2884
RSAD2	117.8991	RSAD2	176.742
RSBN1L	694.8025	RSBN1L	562.0628
RSBN1	677.9196	RSBN1	1000.9229
RSC1A1	375.5565	RSC1A1	394.4301
RSF1	880.473	RSF1	988.9248
RSL1D1	3518.4646	RSL1D1	3281.4952
RSL24D1	1771.9133	RSL24D1	2162.898
RSPH1	29.4748	RSPH1	29.5339
RSPH3	144.9747	RSPH3	177.2035
RSPH4A	5.1409	RSPH4A	11.0752
removed	removed	RSPH9	8.7679
RSPO1	42.8412	RSPO1	134.287
RSPO3	102.4762	RSPO3	348.4079
removed	removed	RSPO4	14.3055
RSPRY1	518.5503	RSPRY1	452.2381
RSRC1	321.8233	RSRC1	187.3558
RSRC2	1844.2293	RSRC2	856.9451
RSU1	983.2919	RSU1	1759.114
RTCD1	450.0043	RTCD1	384.4024
RTEL1	404.0956	RTEL1	282.3304
RTF1	1956.6447	RTF1	1588.8325
RTKN2	183.3605	RTKN2	56.299
RTKN	295.7759	RTKN	477.6188
RTN1	128.8664	RTN1	609.1371
RTN2	923.3142	RTN2	353.0226
RTN3	3902.322	RTN3	5331.3336
RTN4IP1	119.27	RTN4IP1	121.8274
RTN4RL1	576.8143	RTN4RL1	448.0849
RTN4RL2	23.6484	RTN4RL2	29.9954
RTN4R	40.4421	RTN4R	54.9146
RTN4	4308.1141	RTN4	8004.1532
RTP4	58.9495	RTP4	123.2118
RTTN	288.2358	RTTN	246.8851
RUFY1	1108.3883	RUFY1	966.7743
RUFY2	300.9202	RUFY2	302.2612
RUFY3	602.8618	RUFY3	654.8223
RUNDC1	1242.053	RUNDC1	858.791
RUNDC2A	112.4154	RUNDC2A	121.8274
RUNDC2C	49.2331	RUNDC2C	41.5321
RUNDC3A	9.2537	RUNDC3A	11.0752
RUNDC3B	63.7478	RUNDC3B	84.4485
RUNX1T1	81.227	RUNX1T1	182.7411
RUNX1	3125.6962	RUNX1	3227.042
RUNX2	269.3857	RUNX2	293.0318
RUNX3	231.3426	RUNX3	547.7619
RUSC1	1287.9788	RUSC1	530.2261
RUSC2	862.651	RUSC2	844.024
RUVBL1	524.1744	RUVBL1	621.3613
RUVBL2	1288.6642	RUVBL2	1088.6018
RWDD1	670.7223	RWDD1	851.8689
RWDD2A	259.7892	RWDD2A	94.1394
RWDD2B	185.7596	RWDD2B	391.7859
RWDD3	187.2059	RWDD3	190.5861
RWDD4A	422.9286	RWDD4A	441.1629
RXRA	3246.3371	RXRA	2790.4938
RXRB	957.2445	RXRB	1036.9174
removed	removed	RXRG	24.4578
RYBP	1923.0572	RYBP	1496.539
RYK	1151.5723	RYK	1620.2123
RYR1	55.5222	RYR1	251.0383
RYR2	74.7151	RYR2	23.9963
RYR3	26.0475	RYR3	127.8265
S100A10	1665.667	S100A10	3002.7688
S100A11	7990.0608	S100A11	3490.0784
S100A13	1492.5885	S100A13	1225.6576
S100A14	2458.0584	S100A14	591.6013
S100A16	2319.9383	S100A16	1934.4716
S100A1	584.6971	S100A1	1147.2081
S100A2	7.1973	S100A2	94.6008
S100A4	608.6882	S100A4	1781.7259
S100A6	4323.537	S100A6	6475.773
S100A8	17.4792	S100A8	64.6054
S100A9	60.3205	S100A9	576.3729
S100B	79.5133	S100B	621.1352
S100PBP	437.666	S100PBP	508.0757
S100P	400.3085	S100P	529.3032
S1PR1	1185.8453	S1PR1	1840.7937
S1PR2	216.948	S1PR2	449.4693
S1PR3	3292.2526	S1PR3	825.8745
S1PR4	39.4139	S1PR4	49.8385
S1PR5	32.5593	S1PR5	10.1523
SAA1	816.7252	SAA1	5118.1357
SAA2	249.1646	SAA2	343.7933
SAA4	5.4837	SAA4	17.5358
SAAL1	89.7952	SAAL1	102.4458
SAC3D1	144.2893	SAC3D1	77.5265
SACM1L	1509.725	SACM1L	1179.0494
SACS	314.9687	SACS	1080.2953
SAE1	2044.3835	SAE1	1340.563
SAFB2	1157.056	SAFB2	1011.9982
SAFB	1785.6225	SAFB	1368.7125
SALL1	29.132	SALL1	36.4559
SALL2	391.7402	SALL2	711.5828
SALL4	12.3383	SALL4	7.3835
SAMD10	165.1958	SAMD10	79.3724
SAMD11	30.5578	SAMD11	15.2146
SAMD12	1218.4046	SAMD12	376.5575
SAMD13	14.0519	SAMD13	29.5339
SAMD14	10.6246	SAMD14	7.3835
SAMD1	326.9643	SAMD1	177.665
SAMD3	34.6157	SAMD3	18.4587
SAMD4A	191.9287	SAMD4A	748.9617
SAMD4B	1697.5409	SAMD4B	1828.3341
SAMD5	201.1824	SAMD5	1076.1421
SAMD8	126.4673	SAMD8	185.5099
SAMD9L	1443.2354	SAMD9L	708.3526
SAMD9	813.6406	SAMD9	457.3143
SAMHD1	998.2966	SAMHD1	2167.6604
SAMM50	756.062	SAMM50	1138.3802
SAMSN1	155.2566	SAMSN1	117.6742
SAP130	598.749	SAP130	633.5948
SAP18	2116.3568	SAP18	1960.3138
SAP30BP	910.6332	SAP30BP	826.9497
SAP30L	1277.6969	SAP30L	1709.737
SAP30	232.0281	SAP30	81.2183
SAPS1	1754.0913	SAPS1	1202.1228
SAPS2	766.0012	SAPS2	911.3982
SAPS3	1781.5097	SAPS3	2211.8136
SAR1A	2475.5377	SAR1A	2828.3341
SAR1B	1452.8318	SAR1B	524.6885
SARDH	98.3635	SARDH	143.5164
SARM1	155.6233	SARM1	381.5136
SARNP	724.6817	SARNP	425.1961
SARS2	248.2392	SARS2	264.4209
SARS	1418.9016	SARS	2610.5215
SART1	816.3825	SART1	995.3853
SART3	1952.1892	SART3	1227.9649
SASH1	1697.5409	SASH1	3203.9686
SASH3	273.8411	SASH3	382.0951
SASS6	245.3946	SASS6	94.6008
SAT1	3952.7033	SAT1	2285.6484
SAT2	342.3871	SAT2	637.2866
SATB1	343.758	SATB1	896.6313
SATB2	50.724	SATB2	82.1412
SATL1	40.4421	SATL1	33.6871
SAV1	991.8602	SAV1	2066.4513
SBDSP1	432.1823	SBDSP1	387.1712
SBDS	2036.158	SBDS	2078.4495
SBF1	923.9997	SBF1	1692.2012
SBF2	889.3977	SBF2	1701.5598
SBK1	714.9345	SBK1	192.8934
SBNO1	1009.6821	SBNO1	837.5635
SBNO2	1786.3079	SBNO2	1212.275
SC4MOL	4552.8232	SC4MOL	697.7388
SC5DL	4669.3514	SC5DL	1737.425
SC65	230.3145	SC65	291.186
SCAF1	1594.0365	SCAF1	1145.8237
SCAI	394.482	SCAI	416.7051
SCAMP1	2864.536	SCAMP1	1686.6636
SCAMP2	1976.8657	SCAMP2	2147.2081
SCAMP3	1542.9698	SCAMP3	1061.3752
SCAMP4	1907.977	SCAMP4	1465.6207
SCAMP5	188.8441	SCAMP5	268.5741
SCAND1	622.7401	SCAND1	458.6987
SCAND2	240.2536	SCAND2	239.5016
SCAND3	57.5786	SCAND3	83.9871
SCAPER	279.6676	SCAPER	455.9299
SCAP	2333.6338	SCAP	2094.9239
SCARA3	1680.0617	SCARA3	1023.5348
SCARA5	116.1854	SCARA5	1781.2644
SCARB1	1317.7962	SCARB1	2680.6645
SCARB2	6582.8121	SCARB2	8332.718
SCARF1	204.9524	SCARF1	278.7263
SCARF2	236.1409	SCARF2	188.7402
removed	removed	SCARNA17	5.0761
removed	removed	SCARNA5	5.5376
SCARNA9	5.8264	removed	removed
SCCPDH	1069.6598	SCCPDH	1139.3632
SCD5	108.9881	SCD5	451.3152
SCD	23341.9587	SCD	80026.3036
removed	removed	SCEL	545.4545
SCFD1	1214.9773	SCFD1	863.8671
SCFD2	262.1883	SCFD2	394.0932
SCG2	58.2641	SCG2	8.7679
SCG3	5.8264	SCG3	30.4569
SCG5	45.9258	SCG5	82.6027
SCGB1A1	5.4837	removed	removed
SCGB1D2	3858.1098	SCGB1D2	1797.8772
SCGB2A1	121.6691	SCGB2A1	43.8394
SCGB2A2	36512.7238	SCGB2A2	3660.8214
SCGB3A1	345.129	SCGB3A1	449.0078
removed	removed	SCGB3A2	2815.8745
SCGN	267.3293	SCGN	39.2247
SCHIP1	137.7774	SCHIP1	230.2723
SCIN	1269.5433	SCIN	183.1749
SCLT1	161.083	SCLT1	105.2146
SCLY	104.8445	SCLY	163.3595
SCMH1	638.5057	SCMH1	969.0817
SCML1	315.3115	SCML1	145.8237
SCML2	106.589	SCML2	65.0669
SCML4	40.0994	SCML4	56.7605
SCN11A	6.1691	SCN11A	20.3046
SCN1B	92.1943	SCN1B	175.8191
SCN2A	37.0148	SCN2A	293.4933
SCN2B	32.5593	SCN2B	186.4329
SCN3A	46.954	SCN3A	321.6428
SCN3B	57.5786	SCN3B	197.9695
SCN4A	182.675	SCN4A	225.6576
SCN4B	347.1853	SCN4B	1068.7587
SCN5A	6.5119	SCN5A	58.1449
SCN7A	123.04	SCN7A	298.108
SCN8A	22.9629	SCN8A	47.9926
SCN9A	23.9911	SCN9A	82.1412
SCNM1	454.4598	SCNM1	296.2621
SCNN1A	2710.3076	SCNN1A	2427.3189
SCNN1B	287.2076	SCNN1B	286.1098
SCNN1D	32.5593	SCNN1D	20.766
SCNN1G	97.678	SCNN1G	106.599
SCO1	418.1304	SCO1	422.2427
SCO2	287.2076	SCO2	251.4998
SCOC	1319.1672	SCOC	1480.8491
SCP2	9339.0455	SCP2	2947.8542
SCPEP1	2031.7025	SCPEP1	3899.8616
SCRG1	5.8264	SCRG1	21.689
SCRIB	1309.5707	SCRIB	1113.521
SCRN1	1431.5826	SCRN1	1816.3359
SCRN2	403.393	SCRN2	865.713
SCRN3	269.7284	SCRN3	299.4924
removed	removed	SCTR	7.8449
SCUBE1	65.8041	SCUBE1	137.9788
SCUBE2	1270.1568	SCUBE2	7703.2764
SCUBE3	363.6364	SCUBE3	12.9211
SCXB	5.1409	removed	removed
SCYL1	1230.9074	SCYL1	1432.132
SCYL2	1769.1715	SCYL2	1093.2164
SCYL3	1314.4889	SCYL3	385.4961
SDAD1	833.8617	SDAD1	790.9552
SDC1	4303.6586	SDC1	3449.4693
SDC2	805.0724	SDC2	2363.1749
SDC3	1486.7621	SDC3	3499.3078
SDC4	12427.0414	SDC4	5711.5828
SDCBP2	52.7358	SDCBP2	94.7716
SDCBP	3376.5744	SDCBP	4248.731
SDCCAG1	1536.1152	SDCCAG1	759.114
SDCCAG3	424.2995	SDCCAG3	329.9492
SDCCAG8	438.0087	SDCCAG8	409.3216
SDF2L1	195.0133	SDF2L1	182.2796
SDF2	766.6867	SDF2	730.503
SDF4	2100.2485	SDF4	2141.209
SDHAF1	211.4643	SDHAF1	149.054
SDHAF2	474.3381	SDHAF2	395.9391
SDHAP1	93.908	SDHAP1	71.9889
SDHAP2	185.0741	SDHAP2	118.1357
SDHAP3	75.4006	SDHAP3	84.4485
SDHA	2288.7499	SDHA	2036.4559
SDHB	897.6095	SDHB	939.5478
SDHC	3983.8917	SDHC	1739.2709
SDHD	1676.6344	SDHD	1770.1892
SDK1	86.0252	SDK1	553.2995
SDK2	77.1142	SDK2	414.3978
SDPR	1223.2028	SDPR	3006.922
SDR16C5	1502.5276	SDR16C5	144.4393
SDR39U1	495.745	SDR39U1	459.7
SDR42E1	202.5533	SDR42E1	190.5861
SDSL	180.6186	SDSL	116.2898
SDS	52.7804	SDS	16.6128
SEC11A	1349.6701	SEC11A	2136.1329
SEC11C	1087.4818	SEC11C	840.3323
SEC13	2163.3108	SEC13	1440.7014
SEC14L1	1428.1553	SEC14L1	2531.1491
SEC14L2	1445.2335	SEC14L2	718.4587
removed	removed	SEC14L4	7.3835
SEC14L5	10.2819	SEC14L5	46.6082
SEC16A	8873.6184	SEC16A	3926.1652
SEC16B	73.5944	SEC16B	149.2155
removed	removed	SEC1	13.844
SEC22A	381.4583	SEC22A	318.874
SEC22B	1878.845	SEC22B	1572.2197
SEC22C	583.6689	SEC22C	682.9719
SEC23A	1283.866	SEC23A	1814.4901
SEC23B	2234.9413	SEC23B	1624.8269
SEC23IP	1440.4935	SEC23IP	1254.2686
SEC24A	1899.4088	SEC24A	1155.976
SEC24B	977.1228	SEC24B	1363.6364
SEC24C	2405.9635	SEC24C	2659.8985
SEC24D	1610.4875	SEC24D	1279.1878
SEC31A	4673.1214	SEC31A	5219.6585
SEC31B	53.716	SEC31B	79.5893
SEC61A1	7020.8585	SEC61A1	6705.8191
SEC61A2	81.3846	SEC61A2	79.3263
SEC61B	1418.2161	SEC61B	882.7873
SEC61G	938.3943	SEC61G	393.6317
SEC62	4450.347	SEC62	4347.9465
SEC63	2252.7633	SEC63	2560.2215
SECISBP2L	1820.9237	SECISBP2L	2091.3706
SECISBP2	1557.7071	SECISBP2	755.4222
SECTM1	152.1721	SECTM1	287.9557
SEH1L	488.7328	SEH1L	742.0397
SEL1L3	903.4359	SEL1L3	1482.695
SEL1L	9670.4653	SEL1L	5102.9072
SELENBP1	5257.4758	SELENBP1	3239.0401
SELE	234.7699	SELE	185.5099
SELK	504.8411	SELK	351.1767
SELL	234.7699	SELL	187.3558
SELM	772.1703	SELM	1234.8869
SELO	289.9494	SELO	289.8016
SELPLG	466.1126	SELPLG	691.7397
SELP	195.0133	SELP	286.5713
SELS	781.7668	SELS	624.8269
SELT	2218.4903	SELT	1687.1251
SEMA3A	37.7003	SEMA3A	174.8962
SEMA3B	269.7284	SEMA3B	359.4832
SEMA3C	5932.3109	SEMA3C	7504.8454
SEMA3D	91.8516	SEMA3D	693.1241
SEMA3E	1067.6035	SEMA3E	488.2326
SEMA3F	2627.0242	SEMA3F	1040.6091
SEMA3G	928.7979	SEMA3G	1491.9243
SEMA4A	891.4403	SEMA4A	836.179
SEMA4B	1432.9535	SEMA4B	2036.4559
SEMA4C	1035.3869	SEMA4C	1067.8357
SEMA4D	589.1526	SEMA4D	618.3664
SEMA4F	130.9228	SEMA4F	327.1804
SEMA4G	40.5518	SEMA4G	198.3664
SEMA5A	1150.2014	SEMA5A	3907.245
SEMA5B	46.6113	SEMA5B	9.6908
SEMA6A	280.0103	SEMA6A	1053.5302
SEMA6B	184.3887	SEMA6B	224.2732
SEMA6C	178.2195	SEMA6C	371.9428
SEMA6D	197.0697	SEMA6D	608.6756
SEMA7A	58.9495	SEMA7A	75.6807
SENP1	823.5798	SENP1	516.3821
SENP2	924.6851	SENP2	897.5542
SENP3	607.3413	SENP3	838.1218
SENP5	807.4715	SENP5	622.5196
SENP6	1449.4045	SENP6	1533.4564
SENP7	532.2594	SENP7	445.3161
SENP8	52.4377	SENP8	66.4513
SEP15	2359.695	SEP15	2934.0102
SEPHS1	760.8603	SEPHS1	1134.287
SEPHS2	4116.5281	SEPHS2	1221.5044
SEPN1	3291.9201	SEPN1	3851.4075
SEPP1	11900.5569	SEPP1	20783.8163
SEPSECS	490.4464	SEPSECS	379.3263
SEPT10	998.0293	SEPT10	1995.3853
SEPT11	1944.6491	SEPT11	2988.4633
SEPT1	127.4955	SEPT1	107.9834
SEPT2	8364.6646	SEPT2	11640.9783
SEPT3	124.7537	SEPT3	166.1283
SEPT4	272.1275	SEPT4	292.1089
SEPT5	183.0177	SEPT5	452.6996
SEPT6	878.4166	SEPT6	924.3193
SEPT7P2	286.1794	SEPT7P2	113.0595
SEPT7	2883.0434	SEPT7	2921.5505
SEPT8	2064.4538	SEPT8	1290.3046
SEPT9	3409.4765	SEPT9	4495.6161
SEPW1	4144.2893	SEPW1	2473.0042
SEPX1	533.6304	SEPX1	425.0115
SERAC1	257.7328	SERAC1	275.4961
SERBP1	4139.491	SERBP1	6306.8759
SERF1A	364.6646	SERF1A	343.7933
SERF2	6176.3037	SERF2	5312.3258
SERGEF	164.1676	SERGEF	279.6493
SERHL2	12605.4151	SERHL2	166.0729
SERHL	5631.3975	SERHL	119.9815
SERINC1	7021.1636	SERINC1	9493.3087
SERINC2	2766.5153	SERINC2	1062.2981
SERINC3	2721.6177	SERINC3	3519.6124
removed	removed	SERINC4	5.1638
SERINC5	270.4138	SERINC5	317.0281
SERP1	6662.5893	SERP1	4037.665
SERP2	13.0237	SERP2	64.6054
SERPINA11	51.0667	SERPINA11	110.7522
SERPINA1	661.1259	SERPINA1	3568.5279
SERPINA3	4506.212	SERPINA3	4141.209
removed	removed	SERPINA4	47.5311
SERPINA5	1326.0218	SERPINA5	586.9866
removed	removed	SERPINA6	35.9945
SERPINB1	867.1065	SERPINB1	1152.2843
SERPINB2	7.1973	removed	removed
removed	removed	SERPINB3	83.5256
removed	removed	SERPINB4	6.922
SERPINB5	142.5756	SERPINB5	1113.0595
SERPINB6	1821.6091	SERPINB6	1884.6331
SERPINB8	99.3917	SERPINB8	176.2806
SERPINB9	230.6572	SERPINB9	531.6105
SERPINE1	2055.6936	SERPINE1	795.5699
SERPINE2	872.9329	SERPINE2	529.3032
SERPINF1	1779.1106	SERPINF1	7382.5565
SERPINF2	52.7804	SERPINF2	294.8777
SERPING1	3980.4644	SERPING1	15340.563
SERPINH1	2910.8046	SERPINH1	2748.9617
SERPINI1	110.7017	SERPINI1	282.4181
SERTAD1	332.7907	SERTAD1	522.3812
SERTAD2	1068.6317	SERTAD2	1368.251
SERTAD3	818.7816	SERTAD3	540.8399
SERTAD4	347.1853	SERTAD4	305.03
SESN1	576.1289	SESN1	927.0881
SESN2	196.7269	SESN2	402.3996
SESN3	109.6735	SESN3	461.9289
removed	removed	SESTD1	1952.0074
SETBP1	669.6941	SETBP1	1385.7868
SETD1A	1194.7562	SETD1A	837.102
SETD1B	1507.6686	SETD1B	1070.6045
SETD2	2239.0541	SETD2	2117.6742
SETD3	1441.179	SETD3	1340.1015
SETD4	254.3055	SETD4	236.7328
SETD5	2577.3284	SETD5	2198.431
SETD6	224.6971	SETD6	238.7494
SETD7	2656.1563	SETD7	4907.7065
SETD8	850.6555	SETD8	519.6124
SETDB1	1488.4757	SETDB1	890.1707
SETDB2	338.6171	SETDB2	421.3198
SETMAR	524.0339	SETMAR	566.2206
SETX	2545.4545	SETX	3003.6917
SET	5739.6967	SET	4146.2852
SEZ6L2	1174.1924	SEZ6L2	817.2589
removed	removed	SEZ6L	12.4596
SF1	3167.5092	SF1	4389.4785
SF3A1	2431.2056	SF3A1	3441.509
SF3A2	960.6718	SF3A2	922.4735
SF3A3	1332.1909	SF3A3	1682.5104
SF3B14	920.5724	SF3B14	837.102
SF3B1	6477.9368	SF3B1	6450.8537
SF3B2	3078.3995	SF3B2	3816.7974
SF3B3	3175.0493	SF3B3	3692.2012
SF3B4	2184.56	SF3B4	1265.3438
SF3B5	605.9464	SF3B5	1019.3816
SF4	504.4983	SF4	370.5584
SFI1	490.7891	SFI1	327.1804
SFMBT1	335.5325	SFMBT1	298.5695
SFMBT2	137.0919	SFMBT2	231.6567
SFN	330.3916	SFN	861.7628
SFPQ	4352.6107	SFPQ	2831.5874
SFRP1	2980.7214	SFRP1	26460.5445
SFRP2	7375.5462	SFRP2	8479.4647
SFRP4	1456.6018	SFRP4	1968.6202
SFRS11	2341.5303	SFRS11	2097.8311
SFRS12IP1	675.5205	SFRS12IP1	711.5828
SFRS12	2124.2396	SFRS12	1058.1449
SFRS13A	1459.3437	SFRS13A	1355.3299
SFRS13B	7.1973	SFRS13B	30.4569
SFRS14	1204.3527	SFRS14	952.0258
SFRS15	1012.0812	SFRS15	802.0305
SFRS16	504.4983	SFRS16	345.1777
SFRS17A	694.3707	SFRS17A	558.3756
SFRS18	1345.9001	SFRS18	1562.0674
SFRS1	4108.6454	SFRS1	3488.2326
SFRS2B	952.4462	SFRS2B	1365.4822
SFRS2IP	4388.9984	SFRS2IP	3130.5953
SFRS2	2449.3051	SFRS2	2367.9742
SFRS3	4243.3382	SFRS3	4299.0309
SFRS4	1209.4936	SFRS4	1532.5335
SFRS5	3974.9807	SFRS5	3299.0309
SFRS6	3484.877	SFRS6	3045.6853
SFRS7	1791.1062	SFRS7	1826.9497
SFRS8	1415.1315	SFRS8	644.6701
SFRS9	2021.0779	SFRS9	1526.9958
SFT2D1	714.249	SFT2D1	382.0951
SFT2D2	86.0183	SFT2D2	134.287
SFT2D3	243.3382	SFT2D3	284.264
removed	removed	SFTA1P	81.6797
removed	removed	SFTA2	385.7868
removed	removed	SFTA3	298.108
removed	removed	SFTPA1	415.3207
SFTPA2	137.4347	SFTPA2	672.8196
removed	removed	SFTPB	35094.6008
removed	removed	SFTPC	413.4749
SFTPD	9.2537	SFTPD	113.9825
SFXN1	410.2476	SFXN1	489.617
SFXN2	312.5696	SFXN2	194.2778
SFXN3	470.2253	SFXN3	923.8579
SFXN4	234.0845	SFXN4	278.7263
SFXN5	385.9138	SFXN5	191.0475
SGCA	5.1409	SGCA	11.0752
SGCB	594.979	SGCB	1771.5736
SGCD	325.9361	SGCD	687.5865
SGCE	320.7951	SGCE	1265.3438
SGCG	6.1691	SGCG	104.2916
SGEF	695.0561	SGEF	329.9492
SGIP1	46.2685	SGIP1	47.9926
SGK196	68.2032	SGK196	54.4532
SGK1	2037.5289	SGK1	4963.5441
SGK223	433.896	SGK223	761.4213
SGK269	1227.6583	SGK269	2377.9419
SGK2	15.7656	SGK2	240.886
SGK3	1402.6082	SGK3	756.8066
SGK494	89.1132	SGK494	22.1504
SGMS1	728.9864	SGMS1	659.8985
SGMS2	320.4181	SGMS2	726.3498
SGOL1	120.6409	SGOL1	10.1523
SGOL2	304.6868	SGOL2	76.1421
SGPL1	1318.8244	SGPL1	1817.2589
SGPP1	265.2729	SGPP1	582.3719
SGPP2	182.675	SGPP2	142.5934
SGSH	680.6615	SGSH	906.7836
SGSM1	63.0623	SGSM1	199.3539
SGSM2	963.0709	SGSM2	1598.0618
SGSM3	1369.8912	SGSM3	976.0037
SGTA	1125.8675	SGTA	1365.0208
SGTB	172.2252	SGTB	231.6567
SH2B1	1134.7785	SH2B1	822.335
SH2B2	18.5074	SH2B2	12.4596
SH2B3	789.9923	SH2B3	1072.4504
SH2D1A	73.3442	SH2D1A	45.6853
SH2D2A	38.043	SH2D2A	43.3779
SH2D3A	403.0503	SH2D3A	259.3447
SH2D3C	415.7313	SH2D3C	589.294
SH2D4A	2122.8686	SH2D4A	324.8731
SH3BGRL2	725.5591	SH3BGRL2	1288.8786
SH3BGRL3	1450.7754	SH3BGRL3	1560.683
SH3BGRL	3147.2882	SH3BGRL	3324.8731
SH3BGR	92.5371	SH3BGR	101.0614
SH3BP1	182.5413	SH3BP1	257.4988
SH3BP2	598.4063	SH3BP2	1270.8814
SH3BP4	3290.2065	SH3BP4	2288.8786
SH3BP5L	1154.3141	SH3BP5L	741.1168
SH3BP5	1284.8908	SH3BP5	2027.4158
SH3D19	1494.9876	SH3D19	3850.0231
SH3D20	13.0237	SH3D20	6.4605
SH3GL1	1465.8555	SH3GL1	1304.5685
SH3GLB1	2366.2068	SH3GLB1	4003.6917
