gene_id	TCGA-E2-A1IG-01A-11R-A144-07	gene_id	TCGA-E2-A1IG-11A-22R-A144-07
TP53I3	515.2253	TP53I3	375.4627
TP53INP1	824.6041	TP53INP1	703.3316
TP53INP2	781.5672	TP53INP2	1052.8821
TP53RK	356.8819	TP53RK	378.6356
TP53TG1	228.583	TP53TG1	177.6838
removed	removed	TP53TG3B	5.817
TP53	1306.5367	TP53	1437.8636
TP63	702.3955	TP63	1454.7858
TP73	78.7657	TP73	32.2581
TPBG	2073.0816	TPBG	535.1666
TPCN1	577.3447	TPCN1	1996.2983
TPCN2	547.7791	TPCN2	590.5817
TPD52L1	341.8595	TPD52L1	686.9381
TPD52L2	2484.7747	TPD52L2	2645.6901
TPD52	4119.9391	TPD52	1134.458
TPI1P2	20.3004	TPI1P2	13.2205
TPI1	5023.9545	TPI1	3657.3242
TPK1	38.5708	TPK1	82.496
TPM1	7285.6598	TPM1	8081.3855
TPM2	5353.2278	TPM2	4721.3115
TPM3	11462.4442	TPM3	4054.9974
TPM4	18635.81	TPM4	12101.0048
TPMT	486.8047	TPMT	327.8689
removed	removed	TPO	80.9096
TPP1	4695.4933	TPP1	3738.2337
TPP2	1234.2672	TPP2	1001.0576
TPPP3	753.1466	TPPP3	693.8128
TPPP	73.8936	TPPP	992.0677
TPRA1	901.3398	TPRA1	527.7631
TPRG1L	1585.0589	TPRG1L	1824.4315
TPRG1	904.1819	TPRG1	374.4051
TPRKB	286.6423	TPRKB	241.1423
TPRN	552.1721	TPRN	157.5886
removed	removed	TPRXL	7.4035
TPR	5719.1758	TPR	3372.3956
TPSAB1	112.0585	TPSAB1	296.6684
TPSB2	94.6001	TPSB2	622.422
TPSG1	12.5863	removed	removed
TPST1	274.056	TPST1	331.0418
TPST2	672.3508	TPST2	1139.0799
TPT1	26976.8575	TPT1	53149.6563
removed	removed	TPTE2P1	11.1052
TPX2	736.0942	TPX2	134.3205
TRA2A	1545.27	TRA2A	1014.2782
TRA2B	1725.944	TRA2B	2274.9868
TRABD	811.6119	TRABD	420.4125
TRADD	437.6776	TRADD	320.4654
TRAF1	214.7787	TRAF1	219.9894
TRAF2	504.6691	TRAF2	205.1824
TRAF3IP1	781.1612	TRAF3IP1	732.9455
TRAF3IP2	427.1214	TRAF3IP2	830.7774
TRAF3IP3	69.4275	TRAF3IP3	40.1904
TRAF3	125.0508	TRAF3	231.6235
TRAF4	2020.7065	TRAF4	863.0354
TRAF5	855.0548	TRAF5	369.1169
TRAF6	143.3212	TRAF6	275.5156
TRAF7	2440.3776	TRAF7	1570.7033
TRAFD1	1438.8957	TRAFD1	715.4944
TRAIP	133.5769	TRAIP	28.0275
TRAK1	1874.5432	TRAK1	1910.6293
TRAK2	2020.7065	TRAK2	1939.1856
TRAM1L1	126.6748	TRAM1L1	62.4008
TRAM1	4508.7292	TRAM1	4247.4881
TRAM2	1342.6715	TRAM2	1362.771
TRANK1	1001.218	TRANK1	735.5896
TRAP1	1719.5453	TRAP1	1459.3971
TRAPPC10	1274.056	TRAPPC10	1392.385
TRAPPC1	849.7767	TRAPPC1	764.146
TRAPPC2L	468.1283	TRAPPC2L	386.0391
TRAPPC2P1	99.0215	TRAPPC2P1	115.156
TRAPPC2	479.0905	TRAPPC2	231.6235
TRAPPC3	1261.8758	TRAPPC3	1004.2306
TRAPPC4	706.0495	TRAPPC4	635.1137
TRAPPC5	458.3841	TRAPPC5	266.5256
TRAPPC6A	771.011	TRAPPC6A	310.9466
TRAPPC6B	806.3337	TRAPPC6B	719.725
TRAPPC9	789.6874	TRAPPC9	718.1386
TRDMT1	64.9614	TRDMT1	144.8969
removed	removed	TRDN	326.2824
TREM1	73.4876	TREM1	10.5764
TREM2	486.8047	TREM2	261.7663
TRERF1	101.0962	TRERF1	242.7287
TREX1	620.8364	TREX1	319.0058
TREX2	6.3297	removed	removed
removed	removed	TRHDE	251.5759
TRH	42.2249	removed	removed
TRIAP1	574.5026	TRIAP1	369.6457
TRIB1	642.7121	TRIB1	3681.1211
TRIB2	731.6281	TRIB2	968.2708
TRIB3	1573.2846	TRIB3	159.175
TRIL	298.0106	TRIL	485.9863
TRIM11	1136.419	TRIM11	311.4754
TRIM13	617.4584	TRIM13	572.5965
TRIM14	1067.9253	TRIM14	740.8778
TRIM16L	68.2866	TRIM16L	220.1957
TRIM16	349.7523	TRIM16	675.8329
TRIM17	194.0723	TRIM17	26.441
TRIM21	463.2562	TRIM21	367.5304
TRIM22	1068.2095	TRIM22	1681.6499
TRIM23	442.5497	TRIM23	404.019
TRIM24	1028.4206	TRIM24	539.926
TRIM25	515.2253	TRIM25	1308.3025
TRIM26	1753.9586	TRIM26	1429.9313
TRIM27	1596.8331	TRIM27	1063.4585
TRIM28	5862.363	TRIM28	3463.247
TRIM29	835.1604	TRIM29	2846.642
TRIM2	365.408	TRIM2	1881.0153
TRIM31	8.9322	removed	removed
TRIM32	628.0958	TRIM32	546.8006
TRIM33	1109.6224	TRIM33	1189.8466
TRIM34	264.7178	TRIM34	286.092
TRIM35	296.3865	TRIM35	704.918
TRIM36	995.5339	TRIM36	71.3908
TRIM37	1668.6805	TRIM37	616.2983
TRIM38	506.6991	TRIM38	473.2946
TRIM39	398.6845	TRIM39	424.0508
TRIM3	535.1198	TRIM3	273.9291
TRIM41	708.5952	TRIM41	644.0085
TRIM44	1090.134	TRIM44	1682.7076
TRIM45	311.8149	TRIM45	131.6764
TRIM46	43.0369	TRIM46	29.0851
TRIM47	991.8798	TRIM47	606.5574
TRIM4	1185.5461	TRIM4	1076.679
TRIM52	166.0577	TRIM52	212.0571
removed	removed	TRIM55	6.8747
TRIM56	232.2371	TRIM56	583.2893
TRIM58	34.5108	TRIM58	58.4823
TRIM59	238.0512	TRIM59	45.4786
TRIM5	516.4596	TRIM5	536.9751
TRIM62	377.9943	TRIM62	147.541
TRIM63	5.6841	TRIM63	11.6341
TRIM65	712.9517	TRIM65	303.5431
TRIM66	233.4551	TRIM66	354.8387
TRIM67	8.5262	TRIM67	12.6917
TRIM68	209.9066	TRIM68	285.0344
TRIM69	17.0524	TRIM69	14.5108
TRIM6	118.5546	TRIM6	230.037
TRIM78P	5.6679	removed	removed
TRIM7	77.9537	TRIM7	19.0375
TRIM8	3158.3435	TRIM8	2676.8905
TRIM9	23.9545	TRIM9	54.9974
TRIOBP	1428.9403	TRIOBP	2468.0063
TRIO	1598.4572	TRIO	2803.8075
TRIP10	650.4263	TRIP10	1166.0497
TRIP11	1065.7734	TRIP11	1124.2729
TRIP12	3143.7272	TRIP12	4534.1089
TRIP13	193.2603	TRIP13	74.0349
TRIP4	671.5388	TRIP4	449.4976
TRIP6	742.9963	TRIP6	1180.8567
TRIT1	219.2448	TRIT1	226.8641
TRMT112	2356.8819	TRMT112	1219.9894
TRMT11	211.1246	TRMT11	215.23
TRMT12	478.6845	TRMT12	315.706
TRMT1	603.3293	TRMT1	443.1518
TRMT2A	997.97	TRMT2A	467.4775
TRMT2B	205.4405	TRMT2B	348.4929
TRMT5	461.6322	TRMT5	553.1465
TRMT61A	411.287	TRMT61A	306.716
TRMT61B	235.5907	TRMT61B	237.0016
TRMT6	315.8749	TRMT6	281.3326
TRMU	119.7726	TRMU	170.8091
TRNAU1AP	235.8912	TRNAU1AP	238.4981
TRNP1	88.1039	TRNP1	263.3527
TRNT1	286.6464	TRNT1	263.1042
TROAP	250.1015	TROAP	16.3934
TROVE2	1508.8469	TROVE2	1080.312
TRO	152.2533	TRO	309.8889
TRPA1	349.0378	removed	removed
TRPC1	108.4044	TRPC1	180.8567
TRPC3	8.9322	removed	removed
TRPC4AP	2518.0674	TRPC4AP	2350.6081
TRPC4	15.4283	removed	removed
TRPC6	66.1795	TRPC6	171.3379
TRPM2	126.6748	TRPM2	212.5859
removed	removed	TRPM3	5.2882
TRPM4	1956.557	TRPM4	617.1338
removed	removed	TRPM6	52.3533
TRPM7	812.4239	TRPM7	1183.5008
removed	removed	TRPM8	6.8747
TRPS1	2038.1648	TRPS1	3467.4775
TRPT1	432.3995	TRPT1	265.9968
TRPV1	155.5014	TRPV1	162.348
TRPV2	203.8165	TRPV2	299.8414
TRPV4	79.1717	TRPV4	258.0645
TRPV6	26.3906	TRPV6	323.1095
TRRAP	1852.298	TRRAP	2230.2221
TRUB1	481.5266	TRUB1	402.9614
TRUB2	930.1665	TRUB2	494.4474
TSC1	954.933	TSC1	1015.8646
TSC22D1	4499.797	TSC22D1	8122.6864
TSC22D2	343.4836	TSC22D2	870.9677
TSC22D3	3830.6943	TSC22D3	9223.6912
TSC22D4	945.1888	TSC22D4	1025.9122
TSC2	1895.2497	TSC2	1930.7245
TSEN15	442.9557	TSEN15	408.7784
TSEN2	212.3427	TSEN2	126.917
TSEN34	1311.8149	TSEN34	520.3596
TSEN54	941.9407	TSEN54	227.9217
TSFM	869.2651	TSFM	547.8583
TSG101	2040.1949	TSG101	1103.12
TSGA10	58.0593	TSGA10	70.3332
TSGA14	368.2501	TSGA14	227.3929
removed	removed	TSHR	13.7493
TSHZ1	921.2343	TSHZ1	1000
TSHZ2	105.9683	TSHZ2	758.8577
TSHZ3	549.3301	TSHZ3	391.3273
TSIX	133.0085	TSIX	24.606
removed	removed	TSKS	5.2882
TSKU	574.9086	TSKU	6013.7493
TSLP	8.1202	TSLP	57.1126
TSNARE1	231.8311	TSNARE1	259.1222
TSNAXIP1	34.1048	TSNAXIP1	12.6917
TSNAX	1190.3857	TSNAX	881.0153
TSN	1974.0154	TSN	1653.0936
TSPAN10	27.2026	TSPAN10	21.6816
TSPAN11	36.5408	TSPAN11	200.4231
TSPAN12	103.5323	TSPAN12	369.1169
TSPAN13	9908.648	TSPAN13	1461.6605
TSPAN14	1971.5794	TSPAN14	3691.1687
TSPAN15	1948.4369	TSPAN15	1595.4521
TSPAN17	581.8108	TSPAN17	516.129
TSPAN18	475.8425	TSPAN18	1124.8017
TSPAN1	826.6342	TSPAN1	160.7615
TSPAN2	310.5968	TSPAN2	306.716
TSPAN31	1352.4158	TSPAN31	1070.862
removed	removed	TSPAN32	13.7493
TSPAN33	226.147	TSPAN33	238.4981
TSPAN3	2236.7032	TSPAN3	8940.2433
TSPAN4	470.1583	TSPAN4	1412.4802
TSPAN5	54.4052	TSPAN5	89.8995
TSPAN6	612.6675	TSPAN6	1301.4278
TSPAN7	47.9091	TSPAN7	1410.3649
removed	removed	TSPAN8	40.7192
TSPAN9	1784.4093	TSPAN9	1709.1486
TSPO	1818.108	TSPO	2120.5711
TSPYL1	2606.7763	TSPYL1	3108.2866
TSPYL2	640.6821	TSPYL2	992.0677
TSPYL3	51.1571	TSPYL3	40.1904
TSPYL4	1190.8242	TSPYL4	1011.1052
TSPYL5	845.7166	TSPYL5	805.9228
TSR1	843.9992	TSR1	1214.8652
TSR2	970.3613	TSR2	774.7224
TSSC1	571.6606	TSSC1	286.6208
TSSC4	802.2737	TSSC4	536.2242
TSSK3	41.2424	TSSK3	39.2173
removed	removed	TSSK4	21.6816
TSSK6	22.7365	TSSK6	15.3358
TSTA3	1005.2781	TSTA3	593.3369
TSTD1	1151.8027	TSTD1	617.1338
TSTD2	675.542	TSTD2	579.0058
TST	573.2846	TST	777.8953
TTBK1	17.4584	removed	removed
TTBK2	98.2542	TTBK2	304.6007
TTC12	136.013	TTC12	362.771
TTC13	316.687	TTC13	257.5357
TTC14	626.4718	TTC14	584.8757
TTC15	798.2136	TTC15	814.9127
TTC17	1881.0394	TTC17	1694.8704
TTC18	70.9216	TTC18	90.7721
TTC19	833.175	TTC19	1167.2607
TTC1	807.9578	TTC1	879.9577
TTC21A	179.0499	TTC21A	90.4283
TTC21B	430.3695	TTC21B	520.3543
TTC22	34.1048	TTC22	52.8821
TTC23L	10.5562	TTC23L	6.8747
TTC23	293.1384	TTC23	546.2718
TTC25	100.6902	TTC25	19.0375
TTC26	111.6525	TTC26	74.0349
TTC27	479.9026	TTC27	367.0016
TTC28	495.9277	TTC28	1444.8176
TTC30A	466.5043	TTC30A	417.2396
TTC30B	283.8002	TTC30B	178.2126
TTC31	827.4462	TTC31	414.0666
TTC32	31.6687	TTC32	37.0175
TTC33	290.7024	TTC33	425.7007
TTC35	747.4624	TTC35	698.0434
TTC36	19.0824	TTC36	16.9223
TTC37	2042.2249	TTC37	2350.6081
TTC38	929.7605	TTC38	1149.1274
TTC39A	4333.3333	TTC39A	696.4569
TTC39B	81.2018	TTC39B	95.7166
TTC39C	545.676	TTC39C	499.7356
TTC3	6668.6967	TTC3	7471.7081
TTC4	538.7739	TTC4	461.1317
TTC5	268.7779	TTC5	178.2126
TTC7A	416.5652	TTC7A	859.799
TTC7B	391.7986	TTC7B	730.8302
TTC8	628.0958	TTC8	377.578
TTC9C	153.4714	TTC9C	193.0196
TTC9	488.0227	TTC9	485.4574
TTF1	426.3094	TTF1	381.2797
TTF2	350.3857	TTF2	344.7911
TTK	144.5392	TTK	34.3733
removed	removed	TTLL10	17.4511
TTLL11	49.5331	TTLL11	85.669
TTLL12	1769.3869	TTLL12	926.4939
TTLL13	10.9744	TTLL13	5.5949
TTLL1	460.0081	TTLL1	171.3379
TTLL3	525.6273	TTLL3	533.1095
TTLL4	253.3496	TTLL4	437.3347
TTLL5	611.0434	TTLL5	532.5225
TTLL7	62.5254	TTLL7	164.9921
TTLL9	9.7442	TTLL9	6.3458
TTL	747.0564	TTL	561.6076
TTN	85.9277	TTN	167.7261
TTPAL	498.173	TTPAL	713.3792
removed	removed	TTPA	11.1052
TTYH1	5.2781	TTYH1	370.7033
TTYH2	124.8315	TTYH2	188.1703
TTYH3	1521.3155	TTYH3	1054.4685
TUBA1A	8711.1084	TUBA1A	7381.9884
TUBA1B	12386.691	TUBA1B	11783.1148
TUBA1C	3045.067	TUBA1C	1563.1941
TUBA3D	26.7966	removed	removed
TUBA3E	7.3082	removed	removed
TUBA4A	181.486	TUBA4A	498.1491
TUBA8	22.3305	TUBA8	119.0375
TUBAL3	14.6163	TUBAL3	5.817
TUBB1	6.9022	TUBB1	21.1528
TUBB2A	597.2391	TUBB2A	2033.8445
TUBB2B	42.4442	TUBB2B	197.779
TUBB2C	5198.1324	TUBB2C	3932.3109
TUBB3	3244.1413	TUBB3	63.4585
TUBB4	32.0747	TUBB4	61.872
TUBB6	1720.268	TUBB6	4250.7351
TUBB8	15.4283	TUBB8	7.9323
TUBBP5	107.5924	TUBBP5	33.3157
TUBB	17309.3788	TUBB	13593.3369
TUBD1	293.9505	TUBD1	141.1951
TUBE1	116.9306	TUBE1	237.4405
TUBG1	1641.9001	TUBG1	680.5923
TUBG2	546.488	TUBG2	457.9588
TUBGCP2	1712.5457	TUBGCP2	1352.6758
TUBGCP3	489.2408	TUBGCP3	578.0011
TUBGCP4	347.5436	TUBGCP4	283.9767
TUBGCP5	532.6837	TUBGCP5	346.3776
TUBGCP6	1179.0499	TUBGCP6	1031.7292
TUB	196.9143	TUB	444.7382
TUFM	2927.7304	TUFM	3176.6261
TUFT1	675.1929	TUFT1	449.4976
TUG1	4739.7483	TUG1	4000
TULP3	588.713	TULP3	639.8731
TULP4	2111.2464	TULP4	1056.5838
TUSC1	464.8802	TUSC1	301.9566
TUSC2	628.5018	TUSC2	547.8583
TUSC3	267.5599	TUSC3	634.5849
TUSC5	8.1202	TUSC5	14337.9164
TUT1	520.9095	TUT1	575.357
TWF1	1840.0325	TWF1	1572.184
TWF2	1008.1202	TWF2	854.6219
TWIST1	147.7873	TWIST1	546.2718
TWIST2	10.1502	TWIST2	164.4632
TWISTNB	429.1514	TWISTNB	544.1565
TWSG1	1216.8088	TWSG1	875.1983
TXLNA	2594.8031	TXLNA	2074.0349
TXLNB	45.473	TXLNB	58.6991
TXLNG	222.4929	TXLNG	417.2396
TXN2	1502.233	TXN2	1410.8937
TXNDC11	1088.5099	TXNDC11	918.5616
TXNDC12	1473.4064	TXNDC12	988.8948
TXNDC15	1259.0337	TXNDC15	1193.5484
TXNDC16	596.4271	TXNDC16	443.6806
TXNDC17	443.9261	TXNDC17	324.5849
TXNDC5	5349.9107	TXNDC5	4850.8884
TXNDC9	550.1421	TXNDC9	443.1518
TXNIP	8172.5538	TXNIP	51980.9625
TXNL1	1393.4227	TXNL1	962.4537
TXNL4A	763.2968	TXNL4A	544.1565
TXNL4B	278.9281	TXNL4B	208.8842
TXNRD1	728.38	TXNRD1	1695.9281
TXNRD2	359.3179	TXNRD2	341.0894
TXNRD3IT1	204.6285	TXNRD3IT1	270.2274
TXN	2191.2302	TXN	1187.2025
TYK2	1793.7475	TYK2	1104.7065
TYMP	1950.0609	TYMP	653.6224
TYMS	300.0406	TYMS	154.0984
TYRO3	107.5924	TYRO3	1939.1856
TYROBP	641.9001	TYROBP	622.422
TYSND1	685.3431	TYSND1	508.7255
TYW1B	65.7734	TYW1B	88.3131
TYW1	702.3955	TYW1	512.9561
TYW3	547.0646	TYW3	663.4955
U2AF1L4	104.7828	U2AF1L4	88.6938
U2AF1	1162.8096	U2AF1	1122.6864
U2AF2	3623.2237	U2AF2	1994.7118
UACA	2097.4421	UACA	2766.7901
UAP1L1	623.2237	UAP1L1	226.8641
UAP1	922.8583	UAP1	1322.5806
UBA1	8086.0739	UBA1	6696.4569
UBA2	2136.419	UBA2	2903.7546
UBA3	839.6265	UBA3	949.2332
UBA52	7540.8039	UBA52	6731.3591
UBA5	544.458	UBA5	741.4067
UBA6	1206.6585	UBA6	921.2057
UBA7	585.0589	UBA7	921.7345
UBAC1	764.9208	UBAC1	661.0259
UBAC2	1590.1908	UBAC2	1079.2332
UBAP1	1349.1677	UBAP1	1777.8953
UBAP2L	5187.5761	UBAP2L	2568.4823
UBAP2	1080.7958	UBAP2	830.2485
UBASH3A	5.2781	UBASH3A	6.3458
UBASH3B	69.8335	UBASH3B	108.9371
UBB	9764.1088	UBB	10920.6769
UBC	35217.6208	UBC	45859.8625
UBD	152.2533	UBD	486.5151
UBE2A	1278.1161	UBE2A	1199.8942
UBE2B	880.2274	UBE2B	1159.7039
UBE2CBP	35.7288	UBE2CBP	38.6039
UBE2C	309.7848	UBE2C	39.6616
UBE2D1	443.3618	UBE2D1	320.4654
UBE2D2	1511.1652	UBE2D2	1191.9619
UBE2D3	4755.5826	UBE2D3	4854.5743
UBE2D4	256.3459	UBE2D4	378.3977
UBE2E1	1242.7933	UBE2E1	1050.238
UBE2E2	198.9444	UBE2E2	499.7356
UBE2E3	534.7138	UBE2E3	1034.3733
UBE2F	747.8685	UBE2F	391.8562
UBE2G1	1184.7341	UBE2G1	1153.8868
UBE2G2	1510.7592	UBE2G2	2075.6214
UBE2H	1997.1579	UBE2H	1968.7996
UBE2I	1624.0357	UBE2I	1275.5156
UBE2J1	1708.0796	UBE2J1	1635.1137
UBE2J2	751.5225	UBE2J2	654.6801
UBE2K	2112.8705	UBE2K	1681.1211
UBE2L3	1976.0455	UBE2L3	1713.3792
UBE2L6	1138.043	UBE2L6	1000.5288
UBE2MP1	84.4499	UBE2MP1	65.0449
UBE2M	930.5725	UBE2M	603.9133
UBE2NL	10.9622	UBE2NL	6.3458
UBE2N	1611.8555	UBE2N	1434.1618
UBE2O	2297.6045	UBE2O	710.7351
UBE2Q1	2266.7479	UBE2Q1	1236.3829
UBE2Q2P1	21.5185	UBE2Q2P1	34.3733
UBE2Q2	1384.8965	UBE2Q2	956.1079
UBE2QL1	79.5778	UBE2QL1	74.5637
UBE2R2	2969.5493	UBE2R2	1543.0989
UBE2S	361.754	UBE2S	79.3231
UBE2T	197.3203	UBE2T	34.9022
UBE2V1	2708.8916	UBE2V1	2430.4601
UBE2V2	788.8754	UBE2V2	639.3443
UBE2W	629.3138	UBE2W	637.229
UBE2Z	4840.8445	UBE2Z	2070.862
UBE3A	1927.7304	UBE3A	1883.6594
UBE3B	1791.3114	UBE3B	1530.4072
UBE3C	2092.164	UBE3C	2375.4627
UBE4A	1319.935	UBE4A	2159.175
UBE4B	1509.5412	UBE4B	1744.0508
UBFD1	2012.9923	UBFD1	1306.1872
UBIAD1	889.1596	UBIAD1	551.56
UBL3	1237.5152	UBL3	1753.5695
UBL4A	1005.6841	UBL4A	656.7953
removed	removed	UBL4B	6.3458
UBL5	1652.0503	UBL5	964.569
UBL7	1017.4584	UBL7	647.8054
UBLCP1	353.6338	UBLCP1	585.4045
UBN1	1176.2079	UBN1	1501.8509
UBN2	972.7974	UBN2	760.973
UBOX5	341.2424	UBOX5	387.4828
UBP1	1631.3439	UBP1	1423.0566
UBQLN1	4456.354	UBQLN1	3373.3474
UBQLN2	1222.0869	UBQLN2	1169.2226
UBQLN4	1967.9253	UBQLN4	998.4135
UBQLNL	23.5485	UBQLNL	9.5188
UBR1	796.1835	UBR1	1050.7668
UBR2	781.5672	UBR2	1158.6462
UBR3	1120.1786	UBR3	1928.6092
UBR4	3626.0658	UBR4	4624.0085
UBR5	2986.6017	UBR5	3747.2237
UBR7	1349.1677	UBR7	969.3284
UBTD1	449.0459	UBTD1	339.5029
UBTD2	1329.2732	UBTD2	708.6198
UBTF	5380.0244	UBTF	2119.5135
UBXN10	399.1068	UBXN10	178.2126
UBXN11	617.5396	UBXN11	234.7964
UBXN1	1346.7316	UBXN1	1584.3469
UBXN2A	244.0114	UBXN2A	386.568
UBXN2B	676.4109	UBXN2B	603.9133
UBXN4	3548.5181	UBXN4	2796.9328
UBXN6	1903.7759	UBXN6	1731.3591
UBXN7	278.9281	UBXN7	493.3897
UBXN8	77.9537	UBXN8	194.606
UCA1	6.0901	UCA1	6.8747
UCHL1	247.2594	UCHL1	414.5955
UCHL3	191.6362	UCHL3	299.8414
UCHL5	575.6029	UCHL5	368.6568
UCK1	600.0812	UCK1	654.1512
UCK2	409.663	UCK2	208.3554
UCKL1AS	6.7276	UCKL1AS	8.0116
UCKL1	625.6516	UCKL1	476.9963
UCN2	21.1125	removed	removed
UCN	6.9022	removed	removed
UCP2	871.7012	UCP2	1798.5193
UCP3	10.5562	UCP3	15.3358
UEVLD	286.2363	UEVLD	302.4855
UFC1	2948.4369	UFC1	1592.2792
UFD1L	1089.728	UFD1L	718.6674
UFM1	2393.0166	UFM1	1415.1243
UFSP1	24.3605	UFSP1	17.4511
UFSP2	544.259	UFSP2	661.6499
UGCG	607.7954	UGCG	419.3548
UGDH	1008.9322	UGDH	1420.4125
UGGT1	2105.9683	UGGT1	1815.9704
UGGT2	919.2042	UGGT2	472.2369
UGP2	1705.2375	UGP2	7526.7054
removed	removed	UGT1A7	10.7245
removed	removed	UGT2B11	430.698
removed	removed	UGT2B15	34.3733
removed	removed	UGT2B28	153.8868
removed	removed	UGT2B4	26.441
removed	removed	UGT8	132.734
UHMK1	609.0134	UHMK1	797.4617
UHRF1BP1L	479.0905	UHRF1BP1L	662.0836
UHRF1BP1	744.2144	UHRF1BP1	966.6843
UHRF1	413.3171	UHRF1	58.1703
UHRF2	808.7698	UHRF2	608.1438
UIMC1	399.9188	UIMC1	408.7784
ULBP1	42.6309	removed	removed
ULBP2	45.473	ULBP2	9.5188
ULBP3	12.9923	ULBP3	43.3633
ULK1	2345.5136	ULK1	1375.4627
ULK2	511.1652	ULK2	916.4463
ULK3	920.8283	ULK3	459.5452
ULK4	76.7357	ULK4	63.4585
removed	removed	UMODL1	6.3458
removed	removed	UMPS	539.926
UNC119B	393.0166	UNC119B	1164.9921
UNC119	747.0564	UNC119	431.5177
UNC13A	77.1417	UNC13A	5.817
UNC13B	638.246	UNC13B	1680.5923
UNC13C	13.3983	UNC13C	7.9323
UNC13D	246.8534	UNC13D	195.6637
UNC45A	2214.7787	UNC45A	1803.2787
UNC50	647.1782	UNC50	526.1766
UNC5A	191.6362	UNC5A	47.5939
UNC5B	2440.5197	UNC5B	517.7155
UNC5CL	34.1169	UNC5CL	15.9175
UNC5C	42.6309	UNC5C	77.2078
UNC93B1	1353.6338	UNC93B1	466.9487
UNG	740.5603	UNG	940.2433
UNKL	267.97	UNKL	487.6203
UNK	1186.7641	UNK	551.0312
removed	removed	UPB1	5.2882
UPF0639	68.2095	removed	removed
UPF1	3292.7324	UPF1	2249.0746
UPF2	1096.6301	UPF2	851.4014
UPF3A	823.3861	UPF3A	671.0735
UPF3B	303.6947	UPF3B	191.9619
UPK3BL	168.648	UPK3BL	102.7922
UPK3B	5.6841	UPK3B	8.99
UPP1	152.2533	UPP1	169.7515
UPRT	249.2895	UPRT	236.9117
UQCC	841.6565	UQCC	718.1386
UQCR10	1165.6516	UQCR10	867.7948
UQCR11	1011.7743	UQCR11	914.331
UQCRB	1940.3167	UQCRB	2379.1645
UQCRC1	2529.4356	UQCRC1	2347.964
UQCRC2	2626.0658	UQCRC2	4038.6039
UQCRFS1	950.4669	UQCRFS1	1645.6901
UQCRHL	244.4174	UQCRHL	331.5706
UQCRH	1084.8559	UQCRH	1288.2073
UQCRQ	1082.8258	UQCRQ	1173.4532
URB1	951.1612	URB1	1361.5389
URB2	401.9488	URB2	482.2845
URGCP	862.769	URGCP	834.4791
URM1	1036.9468	URM1	806.9804
UROD	1025.1726	UROD	1309.8889
UROS	668.6967	UROS	526.1766
USE1	230.2071	USE1	300.899
USF1	1032.8867	USF1	577.4722
USF2	2187.5761	USF2	2092.5436
USH1G	8.9322	removed	removed
removed	removed	USH2A	6.3458
USHBP1	70.2395	USHBP1	214.1724
USMG5	499.797	USMG5	579.0587
USO1	2106.7803	USO1	2427.816
USP10	1895.2497	USP10	1304.6007
USP11	1458.7901	USP11	1552.0888
USP12	234.2672	USP12	417.7684
USP13	479.0905	USP13	923.8498
USP14	1578.5627	USP14	1410.3649
USP15	656.9225	USP15	879.4289
USP16	1047.503	USP16	1240.0846
USP18	668.6967	USP18	302.4855
USP19	2065.7734	USP19	1708.6198
USP1	1077.1417	USP1	891.0629
USP20	752.3346	USP20	585.9334
USP21	619.9756	USP21	395.5579
USP22	1988.2257	USP22	5946.0603
USP24	1280.1462	USP24	1966.6843
USP25	814.8599	USP25	1457.9588
USP27X	120.9907	USP27X	97.303
USP28	252.9436	USP28	444.7382
USP2	25.1726	USP2	200.4231
USP30	529.8417	USP30	647.2766
USP31	613.0735	USP31	991.01
USP32	1951.6849	USP32	1107.8794
USP33	1559.4803	USP33	2239.027
USP34	2542.0219	USP34	3838.1809
USP35	125.8628	USP35	120.5711
USP36	2009.7442	USP36	1444.2094
USP37	693.4633	USP37	417.7684
USP38	829.4762	USP38	784.77
USP39	1264.3118	USP39	810.6822
USP3	469.6874	USP3	383.9027
USP40	938.6927	USP40	958.752
USP42	369.4681	USP42	432.5754
USP43	126.2688	USP43	97.8318
removed	removed	USP44	26.9699
USP45	228.989	USP45	188.2602
USP46	473.8124	USP46	441.0365
USP47	1979.2935	USP47	2140.1375
USP48	1216.4028	USP48	1304.0719
USP49	10.1502	USP49	16.9223
USP4	1355.6638	USP4	1741.4067
USP51	21.1125	USP51	56.055
USP53	483.1506	USP53	3117.927
USP54	784.4093	USP54	1677.4194
USP5	2126.6748	USP5	1560.0212
USP6NL	347.5436	USP6NL	647.2766
USP6	32.8867	USP6	42.3057
USP7	3275.2741	USP7	2878.3712
USP8	1305.7531	USP8	1468.3184
USP9X	3845.7166	USP9X	5104.7065
USPL1	464.0682	USPL1	484.9286
UST	117.3366	UST	362.2422
UTP11L	579.3747	UTP11L	442.623
UTP14A	644.3362	UTP14A	402.9614
UTP14C	982.1356	UTP14C	1439.9788
UTP15	282.5822	UTP15	269.1698
UTP18	1141.6971	UTP18	435.7483
UTP20	740.5603	UTP20	790.0582
UTP23	414.9411	UTP23	419.3548
UTP3	662.6066	UTP3	782.6547
UTP6	1167.2757	UTP6	597.0386
UTRN	1804.7097	UTRN	8606.0286
removed	removed	UTS2D	6.3458
UVRAG	543.646	UVRAG	1342.147
UXS1	483.5566	UXS1	469.064
UXT	721.0516	UXT	649.6034
VAC14	1876.9793	VAC14	991.5389
