gene_id	TCGA-E2-A1IG-01A-11R-A144-07	gene_id	TCGA-E2-A1IG-11A-22R-A144-07
VAMP1	127.028	VAMP1	97.7525
VAMP2	1282.9882	VAMP2	2754.6272
VAMP3	1734.0641	VAMP3	3276.0444
VAMP4	750.3045	VAMP4	469.5928
VAMP5	332.1153	VAMP5	461.6605
VAMP7	1159.9675	VAMP7	1190.3755
VAMP8	2563.1344	VAMP8	910.1005
VANGL1	935.4446	VANGL1	464.3046
VANGL2	818.514	VANGL2	507.6679
VAPA	2816.078	VAPA	3188.2602
VAPB	901.3398	VAPB	1120.5711
VARS2	522.4158	VARS2	482.8133
VARS	1462.8502	VARS	1343.2047
VASH1	424.7381	VASH1	1086.33
VASH2	112.0585	VASH2	80.9096
VASN	341.4535	VASN	402.9614
VASP	1787.2513	VASP	1341.0894
VAT1L	33.6987	VAT1L	23.7969
VAT1	11369.4681	VAT1	4900.0529
VAV1	125.4568	VAV1	127.9746
VAV2	2318.311	VAV2	503.4373
VAV3	7987.4137	VAV3	826.018
VAX2	36.1348	VAX2	15.3358
VBP1	751.9285	VBP1	663.67
VCAM1	922.4523	VCAM1	604.4421
VCAN	17790.9054	VCAN	1722.3691
VCL	4987.8197	VCL	7813.3263
VCPIP1	697.5233	VCPIP1	764.6748
VCP	8810.3938	VCP	6711.7927
VDAC1	4002.03	VDAC1	2993.6542
VDAC2	1313.4389	VDAC2	1337.9164
VDAC3	2527.8116	VDAC3	1222.6335
VDR	1066.1795	VDR	942.8874
VEGFA	1634.998	VEGFA	1767.3189
VEGFB	1727.974	VEGFB	4158.6462
VEGFC	228.177	VEGFC	336.33
VENTX	13.3983	VENTX	31.2004
VEPH1	13.8043	VEPH1	44.9498
VEZF1	2629.7199	VEZF1	1913.8022
VEZT	1539.1799	VEZT	1116.3406
VGF	6.9022	removed	removed
removed	removed	VGLL1	130.6187
VGLL3	432.3995	VGLL3	1585.4045
VGLL4	2398.3516	VGLL4	1894.1195
VHL	785.6273	VHL	754.6272
VILL	155.9074	VILL	130.6187
VIM	22037.8644	VIM	60212.2475
VIPAR	584.2469	VIPAR	434.1618
VIPR1	210.7186	VIPR1	407.7208
VIPR2	32.7487	VIPR2	32.184
removed	removed	VIP	7.9323
removed	removed	VIT	335.2723
VKORC1L1	1393.4227	VKORC1L1	5199.8942
VKORC1	1537.4827	VKORC1	1058.165
VLDLR	469.7523	VLDLR	2564.2517
VMA21	992.2858	VMA21	868.3236
VMAC	127.8928	VMAC	92.5436
VMO1	28.0146	VMO1	11.6341
removed	removed	VN1R1	5.817
VNN1	20.7065	VNN1	51.2956
VNN2	11.3683	VNN2	16.9223
VOPP1	905.3999	VOPP1	690.1111
VPRBP	1223.2887	VPRBP	1034.7647
VPS11	1125.0508	VPS11	1209.9418
VPS13A	513.1953	VPS13A	861.449
VPS13B	939.9107	VPS13B	1291.909
VPS13C	1547.3	VPS13C	2570.5976
VPS13D	1570.0365	VPS13D	3259.651
VPS16	1079.5778	VPS16	615.5473
VPS18	987.8197	VPS18	685.8805
VPS24	2410.0771	VPS24	3707.5674
VPS25	2622.8177	VPS25	645.6901
VPS26A	1272.026	VPS26A	1630.3543
VPS26B	3790.9054	VPS26B	1353.2522
VPS28	2028.0146	VPS28	1101.0048
VPS29	717.0118	VPS29	1015.8646
VPS33A	552.6715	VPS33A	468.9952
VPS33B	371.4982	VPS33B	239.5558
VPS35	3114.9005	VPS35	2705.9757
VPS36	799.8376	VPS36	1484.9286
VPS37A	576.3134	VPS37A	743.5643
VPS37B	356.8819	VPS37B	1459.5452
VPS37C	997.1579	VPS37C	639.8731
VPS37D	72.6756	VPS37D	33.8445
VPS39	2671.1328	VPS39	2457.4299
VPS41	1207.8766	VPS41	1274.458
VPS45	1056.8413	VPS45	914.331
VPS4A	3194.0723	VPS4A	2275.5156
VPS4B	1439.7077	VPS4B	1528.8207
VPS52	1834.3484	VPS52	1150.1851
VPS53	612.6675	VPS53	1032.7869
VPS54	473.4064	VPS54	742.4643
VPS72	1251.3195	VPS72	648.3342
VPS8	815.2659	VPS8	785.2988
VRK1	258.2217	VRK1	212.0571
VRK2	313.2806	VRK2	463.5008
VRK3	672.7568	VRK3	493.3897
VSIG10L	42.2249	VSIG10L	44.9498
VSIG10	492.0828	VSIG10	471.1793
removed	removed	VSIG1	5.817
removed	removed	VSIG2	49.1803
VSIG4	287.4543	VSIG4	708.6198
VSNL1	73.4876	VSNL1	65.0449
VSTM2L	112.4645	VSTM2L	11.6341
VTA1	1038.9769	VTA1	811.211
VTCN1	20.7065	VTCN1	1602.3268
VTI1A	247.8157	VTI1A	475.9757
VTI1B	960.4629	VTI1B	1871.5547
VTN	12.1803	VTN	9.5188
VWA1	2047.097	VWA1	882.6018
VWA2	591.555	VWA2	301.9566
VWA3B	20.7065	removed	removed
VWA5A	445.7978	VWA5A	1012.1629
VWA5B2	16.6464	removed	removed
removed	removed	VWCE	65.5738
VWDE	5.2781	VWDE	68.2179
VWF	3444.5798	VWF	21896.3511
WAC	2860.7389	WAC	3098.8895
WAPAL	1476.2485	WAPAL	1738.7626
WARS2	261.0637	WARS2	410.8937
WARS	2270.808	WARS	2320.9942
WASF1	186.3581	WASF1	253.3051
WASF2	2995.1279	WASF2	7227.9217
WASF3	95.0061	WASF3	1892.6494
WASH2P	343.0775	WASH2P	288.7361
WASH3P	254.9736	WASH3P	273.9291
WASH5P	236.7032	WASH5P	83.5537
WASH7P	922.4523	WASH7P	759.3866
WASL	2166.8697	WASL	1713.3792
WAS	136.013	WAS	128.5034
WBP11P1	14.6163	WBP11P1	8.99
WBP11	2916.7682	WBP11	1829.7197
WBP1	2351.6606	WBP1	936.9434
WBP2NL	12.5863	WBP2NL	12.6917
WBP2	5308.1608	WBP2	3135.3781
WBP4	213.9667	WBP4	474.3522
WBP5	785.2213	WBP5	941.3009
WBSCR16	852.6188	WBSCR16	900.0529
WBSCR17	30.8567	WBSCR17	73.5061
WBSCR22	1104.3443	WBSCR22	815.4733
WBSCR26	19.4884	removed	removed
WBSCR27	67.3975	WBSCR27	38.6039
WDFY1	1566.3825	WDFY1	1113.6965
WDFY2	105.9683	WDFY2	308.3025
WDFY3	1438.8957	WDFY3	2042.3057
WDFY4	81.6078	WDFY4	212.5859
WDHD1	258.2217	WDHD1	128.5034
WDR11	1383.2724	WDR11	1360.6557
WDR12	459.6021	WDR12	310.9466
WDR13	1213.9667	WDR13	1511.3696
WDR17	268.3719	WDR17	47.065
WDR18	541.6159	WDR18	274.9868
WDR19	1014.6163	WDR19	750.3966
WDR1	7518.0674	WDR1	5449.4976
WDR20	513.1953	WDR20	566.8958
WDR24	431.5875	WDR24	255.4204
WDR25	233.8611	WDR25	176.6261
WDR26	3592.773	WDR26	3022.2105
WDR27	114.9005	WDR27	134.8493
WDR31	126.6748	WDR31	111.0524
WDR33	1408.039	WDR33	1439.45
WDR34	1565.5704	WDR34	498.1491
WDR35	877.3853	WDR35	659.4395
WDR36	752.3346	WDR36	806.4516
WDR37	347.5436	WDR37	635.6425
WDR3	784.0032	WDR3	833.4215
WDR41	613.8855	WDR41	503.4373
WDR43	790.0934	WDR43	1108.4082
WDR44	512.3833	WDR44	496.0338
WDR45L	3077.1417	WDR45L	1823.9027
WDR45	1076.3297	WDR45	960.2591
WDR46	1032.0747	WDR46	687.4669
WDR47	517.6614	WDR47	468.5352
WDR48	1313.4389	WDR48	1187.2025
WDR4	119.7726	WDR4	108.4082
WDR52	220.8689	WDR52	175.5685
WDR53	182.704	WDR53	104.1777
WDR54	161.9976	WDR54	90.9572
WDR55	434.1088	WDR55	411.1264
WDR59	912.3021	WDR59	672.66
WDR5B	395.4527	WDR5B	239.5558
WDR5	778.3191	WDR5	643.046
WDR60	485.1807	WDR60	637.7578
WDR61	1012.1803	WDR61	824.4315
WDR62	174.9898	WDR62	22.2105
WDR63	20.7065	WDR63	6.3458
WDR65	36.1348	removed	removed
WDR66	50.3451	WDR66	44.9498
WDR67	121.3967	WDR67	94.6589
WDR6	3707.3366	WDR6	3252.2369
WDR70	378.4003	WDR70	483.3421
WDR72	677.2229	WDR72	26.9699
WDR73	382.2777	WDR73	294.495
WDR74	331.3033	WDR74	430.4601
WDR75	786.8453	WDR75	640.4019
WDR76	178.2379	WDR76	81.9672
WDR77	638.6521	WDR77	521.9461
WDR78	212.7487	WDR78	81.4384
WDR7	606.1713	WDR7	791.6446
WDR81	887.1295	WDR81	1286.6208
WDR82	3351.6037	WDR82	3196.7213
WDR83	298.0836	WDR83	115.2829
WDR85	259.8457	WDR85	203.0672
WDR86	13.8043	WDR86	147.0122
WDR89	332.1153	WDR89	186.1449
WDR8	564.3524	WDR8	246.9593
WDR90	693.0572	WDR90	326.2824
WDR91	394.2347	WDR91	477.5251
WDR92	328.8672	WDR92	221.0471
WDR93	43.0369	WDR93	12.6917
WDSUB1	287.4543	WDSUB1	212.5859
WDTC1	2498.579	WDTC1	2523.0037
WDYHV1	177.4259	WDYHV1	137.4934
WEE1	1341.8595	WEE1	3870.4389
WFDC1	123.0207	WFDC1	27.4987
WFDC2	43.0369	WFDC2	511.3696
WFDC3	19.0824	removed	removed
WFIKKN1	17.0524	removed	removed
removed	removed	WFIKKN2	8.4611
WFS1	3015.0223	WFS1	1911.1581
WHAMML1	33.6987	WHAMML1	151.2427
WHAMML2	18.2704	WHAMML2	77.2078
WHAMM	292.3264	WHAMM	397.6732
WHSC1L1	692.6512	WHSC1L1	1439.45
WHSC1	1567.1945	WHSC1	1086.7266
WHSC2	942.3467	WHSC2	468.0063
WIBG	532.2777	WIBG	320.9942
removed	removed	WIF1	58.1703
WIPF1	1377.1823	WIPF1	1284.5056
WIPF2	2773.041	WIPF2	1232.6811
WIPF3	8.1202	WIPF3	38.0751
WIPI1	702.3955	WIPI1	757.2713
WIPI2	1925.7004	WIPI2	1741.4067
WISP1	429.5575	WISP1	14.2782
WISP2	337.3934	WISP2	1778.9529
WISP3	29.2326	WISP3	40.1904
WIZ	1356.0698	WIZ	1346.3776
WLS	806.3337	WLS	2243.7811
WNK1	6686.9671	WNK1	8715.4944
WNK2	299.6305	WNK2	1147.6891
WNK3	5.6841	WNK3	17.9799
WNK4	2437.3528	WNK4	250.4283
WNT10A	16.6464	WNT10A	16.3934
WNT11	16.2404	WNT11	287.1497
WNT2B	23.5485	WNT2B	16.3934
WNT2	357.6939	WNT2	67.1602
removed	removed	WNT3A	6.8747
WNT3	55.6232	WNT3	9.5188
WNT4	474.6244	WNT4	180.3279
WNT5A	241.5753	WNT5A	245.3728
WNT5B	280.9582	WNT5B	131.1475
removed	removed	WNT6	25.9122
WNT7B	50.3451	WNT7B	111.0524
WNT9A	23.5485	WNT9A	41.7768
removed	removed	WNT9B	9.5188
WRAP53	162.8096	WRAP53	135.9069
WRB	557.0443	WRB	417.7684
WRNIP1	999.594	WRNIP1	664.1988
WRN	228.177	WRN	465.8911
WSB1	1703.2075	WSB1	1549.4447
WSB2	1407.227	WSB2	1358.5405
WSCD1	42.2249	WSCD1	133.2628
WSCD2	23.1425	WSCD2	39.1327
WT1	12.5863	removed	removed
WTAP	1506.6991	WTAP	1933.8974
WTIP	189.2002	WTIP	352.1946
WWC1	1082.4198	WWC1	1347.4352
WWC2	1466.0983	WWC2	1002.1153
WWC3	1123.0207	WWC3	1425.1719
WWOX	135.607	WWOX	314.1195
WWP1	3659.7645	WWP1	2017.9799
WWP2	1659.7645	WWP2	1356.954
WWTR1	300.5968	WWTR1	998.0063
XAB2	1671.5388	XAB2	1007.4035
XAF1	905.8059	XAF1	734.0032
XBP1	57494.1129	XBP1	11513.4849
removed	removed	XCL1	6.3458
removed	removed	XCL2	7.4035
XDH	107.9984	XDH	430.4601
XG	119.3666	XG	242.7287
XIAP	1618.7576	XIAP	1493.9186
XIRP1	34.1048	XIRP1	12.6917
XIST	16092.7324	XIST	9732.1364
XKR6	11.3683	XKR6	6.8747
XKR8	228.989	XKR8	136.4357
XKR9	12.1803	XKR9	11.6341
XK	17.0524	XK	46.0074
XPA	179.862	XPA	270.2274
XPC	1393.4227	XPC	1319.4077
XPNPEP1	1016.6464	XPNPEP1	888.4188
removed	removed	XPNPEP2	80.9096
XPNPEP3	202.1843	XPNPEP3	287.4141
XPO1	3407.633	XPO1	2975.6742
XPO4	346.3256	XPO4	763.6171
XPO5	1410.475	XPO5	797.4617
XPO6	1766.5449	XPO6	1519.8308
XPO7	1318.717	XPO7	1966.1555
XPOT	1625.2538	XPOT	1649.3919
XPR1	1613.0735	XPR1	983.6066
XRCC1	1112.0585	XRCC1	648.3342
XRCC2	48.7211	XRCC2	28.0275
XRCC3	248.4775	XRCC3	194.0772
XRCC4	107.5924	XRCC4	96.2454
XRCC5	7198.1324	XRCC5	5886.3035
XRCC6BP1	106.7803	XRCC6BP1	201.4807
XRCC6	5825.8222	XRCC6	5435.2195
XRN1	874.5432	XRN1	1252.2475
XRN2	2501.421	XRN2	1984.1354
XRRA1	298.5262	XRRA1	492.8345
XYLB	89.322	XYLB	116.8694
XYLT1	1311.0028	XYLT1	888.9476
XYLT2	1413.7231	XYLT2	631.9408
YAF2	246.4474	YAF2	239.027
YAP1	1745.4324	YAP1	5390.7985
YARS2	309.3788	YARS2	299.3125
YARS	2583.4348	YARS	1086.1978
YBX1	4350.3857	YBX1	6858.8049
YBX2	57.6533	YBX2	153.358
YDJC	323.1831	YDJC	92.0148
YEATS2	920.3776	YEATS2	837.6309
YEATS4	283.8002	YEATS4	208.3554
YES1	1245.6354	YES1	1684.8228
YIF1A	1440.9257	YIF1A	756.2136
YIF1B	744.7909	YIF1B	368.3448
YIPF1	838.4084	YIPF1	579.5875
YIPF2	1424.2793	YIPF2	682.7076
YIPF3	4144.1332	YIPF3	1900.5817
YIPF4	563.5404	YIPF4	654.6801
YIPF5	1172.1478	YIPF5	1012.6917
YIPF6	401.1368	YIPF6	395.0291
YJEFN3	79.7645	YJEFN3	19.1486
YKT6	1920.0162	YKT6	1589.6351
YLPM1	1736.0942	YLPM1	2430.4601
YME1L1	3401.9488	YME1L1	3059.2279
YOD1	357.6817	YOD1	228.9794
YPEL1	429.8417	YPEL1	238.6356
YPEL2	838.0024	YPEL2	1377.0492
YPEL3	950.0609	YPEL3	814.3839
YPEL4	6.4961	YPEL4	32.2581
YPEL5	2166.4637	YPEL5	2103.12
YRDC	460.2477	YRDC	332.0994
YTHDC1	1994.7219	YTHDC1	1648.3342
YTHDC2	943.9708	YTHDC2	728.715
YTHDF1	1597.6451	YTHDF1	1151.2427
YTHDF2	2133.9829	YTHDF2	2048.1227
YTHDF3	1428.7454	YTHDF3	2016.3934
YWHAB	7053.1872	YWHAB	6613.9609
YWHAE	6560.2923	YWHAE	10377.0492
YWHAG	5619.9756	YWHAG	9586.4622
YWHAH	4185.9521	YWHAH	2622.422
YWHAQ	5426.3094	YWHAQ	5998.4135
YWHAZ	17329.2732	YWHAZ	15462.7181
YY1AP1	2455.948	YY1AP1	1597.0386
YY1	1312.2209	YY1	1089.8995
YY2	29.5899	YY2	21.6816
ZADH2	753.1466	ZADH2	1178.2126
ZAK	1067.8035	ZAK	5658.863
ZAP70	18.2704	ZAP70	22.7393
ZBED1	2445.3918	ZBED1	1634.5849
ZBED3	12.9923	ZBED3	117.3982
ZBED4	688.1851	ZBED4	689.5822
ZBED5	626.4718	ZBED5	691.6975
ZBP1	17.8644	ZBP1	8.99
ZBTB10	434.8356	ZBTB10	713.908
ZBTB11	803.8165	ZBTB11	646.4093
ZBTB12	302.8664	ZBTB12	66.1026
ZBTB16	14.6163	ZBTB16	2035.431
ZBTB17	641.9001	ZBTB17	376.5204
ZBTB1	754.7706	ZBTB1	900.0529
ZBTB20	9.7442	ZBTB20	67.1602
ZBTB22	852.2127	ZBTB22	680.0635
ZBTB24	367.8441	ZBTB24	297.1973
ZBTB25	118.6439	ZBTB25	92.8345
ZBTB26	104.7503	ZBTB26	92.0148
ZBTB2	663.0126	ZBTB2	401.3749
removed	removed	ZBTB32	5.817
ZBTB33	633.7799	ZBTB33	882.073
ZBTB34	367.8441	ZBTB34	474.881
ZBTB37	43.849	ZBTB37	50.7668
ZBTB38	1641.0881	ZBTB38	2762.5595
ZBTB39	167.2757	ZBTB39	278.1597
ZBTB3	56.8413	ZBTB3	57.6415
ZBTB40	628.5018	ZBTB40	831.3062
ZBTB41	976.0455	ZBTB41	685.8805
ZBTB42	467.3163	ZBTB42	347.4352
ZBTB43	414.9411	ZBTB43	537.2819
ZBTB44	843.2806	ZBTB44	1768.9053
ZBTB45	355.2578	ZBTB45	238.4981
ZBTB46	183.11	ZBTB46	298.7837
ZBTB47	396.6707	ZBTB47	930.7245
ZBTB48	474.2184	ZBTB48	260.1798
ZBTB49	110.8404	ZBTB49	105.7641
ZBTB4	2222.0869	ZBTB4	4856.1608
ZBTB5	570.4425	ZBTB5	407.7208
ZBTB6	427.1214	ZBTB6	261.7663
ZBTB7A	1178.2379	ZBTB7A	773.1359
ZBTB7B	1621.1937	ZBTB7B	1753.5695
ZBTB7C	406.4149	ZBTB7C	421.9989
ZBTB8A	358.0999	ZBTB8A	331.5706
removed	removed	ZBTB8B	5.2882
ZBTB8OS	140.4791	ZBTB8OS	118.9847
ZBTB9	558.6683	ZBTB9	190.9043
ZC3H10	249.2895	ZC3H10	178.2126
ZC3H11A	4501.015	ZC3H11A	3860.9201
ZC3H12A	144.5392	ZC3H12A	407.7208
ZC3H12B	19.8944	ZC3H12B	58.6991
ZC3H12C	76.7357	ZC3H12C	545.2142
removed	removed	ZC3H12D	12.6917
ZC3H13	1384.4905	ZC3H13	2337.9164
ZC3H14	1267.9659	ZC3H14	1257.0069
ZC3H15	1293.5445	ZC3H15	1249.6034
ZC3H18	1273.244	ZC3H18	838.7097
ZC3H3	632.1559	ZC3H3	374.9339
ZC3H4	1343.8896	ZC3H4	919.0904
ZC3H6	298.4166	ZC3H6	519.302
ZC3H7A	907.024	ZC3H7A	951.3485
ZC3H7B	2816.89	ZC3H7B	3927.0227
ZC3H8	131.1409	ZC3H8	84.6113
ZC3HAV1L	45.067	ZC3HAV1L	42.8345
ZC3HAV1	1518.4734	ZC3HAV1	1432.5754
ZC3HC1	371.4982	ZC3HC1	330.513
ZC4H2	160.7795	ZC4H2	187.7314
ZCCHC10	201.3804	ZCCHC10	213.6436
ZCCHC11	727.974	ZCCHC11	757.8001
removed	removed	ZCCHC12	24.8546
ZCCHC14	1029.2326	ZCCHC14	1046.5362
ZCCHC17	1071.8636	ZCCHC17	575.8858
ZCCHC18	12.5863	ZCCHC18	8.4611
ZCCHC24	633.7799	ZCCHC24	3250.1322
ZCCHC2	389.9026	ZCCHC2	590.7192
ZCCHC3	424.2793	ZCCHC3	437.8636
ZCCHC4	218.4328	ZCCHC4	134.3205
ZCCHC5	9.7442	removed	removed
ZCCHC6	870.4832	ZCCHC6	1095.1877
ZCCHC7	474.6244	ZCCHC7	340.5605
ZCCHC8	550.1421	ZCCHC8	491.8033
ZCCHC9	253.7556	ZCCHC9	261.2374
ZCRB1	1057.2473	ZCRB1	689.5822
ZCWPW1	123.0207	ZCWPW1	121.0999
ZCWPW2	17.4584	ZCWPW2	26.9699
ZDBF2	53.5932	ZDBF2	348.4929
ZDHHC11	37.3528	ZDHHC11	57.1126
ZDHHC12	745.4324	ZDHHC12	306.1872
ZDHHC13	220.8689	ZDHHC13	113.1676
ZDHHC14	45.067	ZDHHC14	161.8191
ZDHHC15	89.322	ZDHHC15	93.0724
ZDHHC16	866.4231	ZDHHC16	413.5378
ZDHHC17	728.786	ZDHHC17	989.4236
ZDHHC18	662.6066	ZDHHC18	806.9804
ZDHHC1	250.9135	ZDHHC1	224.22
ZDHHC20	157.9375	ZDHHC20	209.413
ZDHHC21	89.728	ZDHHC21	156.0021
ZDHHC22	10.9622	removed	removed
ZDHHC23	180.674	ZDHHC23	114.7541
ZDHHC24	340.6415	ZDHHC24	209.9418
ZDHHC2	127.0808	ZDHHC2	528.2919
ZDHHC3	1335.3634	ZDHHC3	2258.5933
ZDHHC4	711.3276	ZDHHC4	741.9355
ZDHHC5	2133.1709	ZDHHC5	2414.0666
ZDHHC6	760.3045	ZDHHC6	563.6859
ZDHHC7	1807.5518	ZDHHC7	1203.0672
ZDHHC8P1	44.255	ZDHHC8P1	40.7192
ZDHHC8	680.065	ZDHHC8	816.4992
ZDHHC9	1555.4202	ZDHHC9	1037.5463
ZEB1	985.8749	ZEB1	1818.4929
ZEB2	631.3439	ZEB2	2187.7314
ZER1	1962.6472	ZER1	1938.6568
ZFAND1	439.3017	ZFAND1	621.8932
ZFAND2A	278.9281	ZFAND2A	179.799
ZFAND2B	448.6399	ZFAND2B	358.5405
ZFAND3	1921.2343	ZFAND3	1602.3268
ZFAND5	2802.6797	ZFAND5	14268.1121
ZFAND6	1513.6013	ZFAND6	1408.7784
ZFAT	237.5152	ZFAT	315.706
ZFC3H1	748.2745	ZFC3H1	832.3638
ZFHX3	705.5786	ZFHX3	1058.5775
ZFHX4	635.404	ZFHX4	701.2163
ZFP106	1212.7487	ZFP106	6898.4664
ZFP112	107.9984	ZFP112	115.8117
ZFP14	323.9951	ZFP14	183.5008
ZFP161	376.7763	ZFP161	353.2522
ZFP1	279.3341	ZFP1	201.4807
ZFP28	51.1571	ZFP28	220.5182
ZFP2	45.067	ZFP2	69.2755
ZFP30	248.0715	ZFP30	126.3882
ZFP36L1	5531.8717	ZFP36L1	8213.6436
ZFP36L2	2342.6715	ZFP36L2	11735.5896
ZFP36	3613.0735	ZFP36	15356.4252
ZFP37	45.473	ZFP37	64.5161
ZFP3	146.1632	ZFP3	302.4855
ZFP41	222.57	ZFP41	255.7271
ZFP62	743.4024	ZFP62	395.5579
ZFP64	464.8802	ZFP64	246.9593
ZFP82	117.7426	ZFP82	94.1301
ZFP90	801.4616	ZFP90	684.294
ZFP91	1552.9842	ZFP91	2478.6727
removed	removed	ZFP92	5.2882
ZFPL1	600.0812	ZFPL1	517.1867
ZFPM1	104.7503	ZFPM1	51.8244
ZFPM2	238.3272	ZFPM2	351.137
ZFR	2200.5684	ZFR	2390.7985
ZFX	706.0495	ZFX	1055.5262
ZFYVE16	1066.9915	ZFYVE16	1118.9847
ZFYVE19	735.6882	ZFYVE19	354.3099
ZFYVE1	907.836	ZFYVE1	759.9154
ZFYVE20	742.1843	ZFYVE20	1121.0999
ZFYVE21	1030.0447	ZFYVE21	1314.6483
ZFYVE26	967.5193	ZFYVE26	1254.8916
ZFYVE27	868.0471	ZFYVE27	594.9233
ZFYVE28	291.5144	ZFYVE28	181.3855
ZFYVE9	474.2184	ZFYVE9	1023.2681
ZG16B	619.9756	ZG16B	200.9519
ZGLP1	25.7775	removed	removed
ZGPAT	574.2672	ZGPAT	406.1026
ZHX1	622.8177	ZHX1	1702.2739
ZHX2	894.0317	ZHX2	956.6367
ZHX3	537.1498	ZHX3	1792.1735
ZIC2	45.879	removed	removed
ZIC3	84.4499	removed	removed
ZIK1	38.5708	ZIK1	102.5912
removed	removed	ZIM2	23.1518
ZKSCAN1	727.974	ZKSCAN1	1555.7906
ZKSCAN2	212.7487	ZKSCAN2	199.3654
ZKSCAN3	75.5177	ZKSCAN3	63.4585
ZKSCAN4	160.3735	ZKSCAN4	71.3908
ZKSCAN5	408.039	ZKSCAN5	338.9741
ZMAT1	209.0946	ZMAT1	368.0592
ZMAT2	2090.134	ZMAT2	1701.7451
ZMAT3	154.6894	ZMAT3	199.3654
ZMAT5	395.8952	ZMAT5	214.0613
ZMIZ1	5023.1425	ZMIZ1	3876.7848
ZMIZ2	2550.9541	ZMIZ2	1803.2787
ZMPSTE24	2044.661	ZMPSTE24	1409.3072
ZMYM1	314.2509	ZMYM1	242.1999
ZMYM2	1197.7263	ZMYM2	1683.7652
ZMYM3	1066.1795	ZMYM3	967.2131
ZMYM4	1864.393	ZMYM4	1610.7879
ZMYM5	215.1847	ZMYM5	289.7938
ZMYM6	460.9744	ZMYM6	407.7472
ZMYND10	268.7779	ZMYND10	19.0375
ZMYND11	2392.6106	ZMYND11	2931.7821
ZMYND12	24.7665	ZMYND12	31.2004
ZMYND15	30.4507	ZMYND15	103.12
ZMYND17	59.6833	ZMYND17	65.5738
ZMYND19	439.3017	ZMYND19	198.3078
ZMYND8	886.7235	ZMYND8	939.7144
ZNF100	121.3967	ZNF100	146.4833
ZNF101	360.5359	ZNF101	94.6589
ZNF107	2166.0577	ZNF107	235.3252
ZNF10	192.0422	ZNF10	222.1047
ZNF117	2349.8985	ZNF117	1816.9646
ZNF121	106.3743	ZNF121	95.1877
ZNF124	65.3918	ZNF124	42.8345
ZNF12	831.5063	ZNF12	765.2036
ZNF131	471.3764	ZNF131	491.8033
ZNF132	71.4576	ZNF132	123.2152
ZNF133	333.3333	ZNF133	294.5531
ZNF134	183.1912	ZNF134	324.2253
ZNF135	256.1916	ZNF135	241.1423
ZNF136	264.7178	ZNF136	252.2475
ZNF137	81.6078	ZNF137	50.7668
ZNF138	396.2647	ZNF138	162.8768
ZNF140	568.0065	ZNF140	375.4627
ZNF141	79.5778	ZNF141	69.8043
ZNF142	578.92	ZNF142	592.808
ZNF143	416.9712	ZNF143	277.1021
ZNF146	2643.1181	ZNF146	1853.5167
ZNF148	1167.2757	ZNF148	1242.1999
ZNF14	160.3735	ZNF14	163.9344
ZNF154	47.097	ZNF154	76.679
ZNF155	116.9306	ZNF155	99.0534
ZNF160	546.894	ZNF160	709.1486
ZNF165	110.3207	ZNF165	85.8329
ZNF167	34.9168	ZNF167	57.1126
ZNF169	89.322	ZNF169	57.6415
ZNF16	252.1315	ZNF16	190.9043
ZNF174	295.9805	ZNF174	182.4432
ZNF175	120.9907	ZNF175	165.5209
ZNF177	50.5806	ZNF177	57.7684
ZNF17	125.4568	ZNF17	157.0598
ZNF180	152.2533	ZNF180	183.5008
ZNF181	234.6732	ZNF181	202.0095
ZNF182	208.5181	ZNF182	147.9323
ZNF184	259.4397	ZNF184	162.348
ZNF185	766.9509	ZNF185	767.8477
ZNF187	304.9127	ZNF187	263.3527
ZNF189	415.3471	ZNF189	912.7446
ZNF18	167.2757	ZNF18	153.8868
ZNF192	394.2347	ZNF192	560.55
ZNF193	280.5522	ZNF193	153.358
ZNF195	506.6991	ZNF195	313.0619
ZNF197	505.4811	ZNF197	418.826
ZNF19	121.3926	ZNF19	55.5368
ZNF200	189.6062	ZNF200	132.734
ZNF202	224.5229	ZNF202	232.6811
ZNF204P	122.6147	ZNF204P	286.6208
ZNF205	337.7142	ZNF205	179.5928
ZNF207	2967.9253	ZNF207	2499.2068
ZNF208	34.9168	ZNF208	91.486
ZNF20	186.0861	ZNF20	123.2152
ZNF211	198.0512	ZNF211	206.1819
ZNF212	433.6175	ZNF212	268.1121
ZNF213	734.8762	ZNF213	379.1645
ZNF214	109.6224	ZNF214	38.0751
ZNF215	16.2404	ZNF215	28.0275
ZNF217	4833.5363	ZNF217	1937.5992
ZNF219	391.3926	ZNF219	1566.8958
ZNF221	18.2704	ZNF221	29.0851
ZNF222	58.8713	ZNF222	59.7567
ZNF223	112.0585	ZNF223	78.2655
ZNF224	265.1604	ZNF224	175.6848
ZNF225	104.3443	ZNF225	72.4484
ZNF226	316.281	ZNF226	246.9593
ZNF227	319.119	ZNF227	251.1105
ZNF229	14.2103	ZNF229	160.7615
ZNF22	339.3138	ZNF22	967.4564
ZNF230	115.3065	ZNF230	96.2454
ZNF232	96.6301	ZNF232	120.5711
ZNF233	50.3451	ZNF233	14.807
ZNF234	212.3427	ZNF234	197.779
ZNF235	91.3561	ZNF235	75.7007
ZNF236	310.5968	ZNF236	317.2924
ZNF238	58.8713	ZNF238	470.1216
ZNF239	153.8774	ZNF239	104.1777
ZNF23	362.164	ZNF23	195.6531
ZNF248	251.3195	ZNF248	313.5907
